LA,ESTAB,URN,PERCTOT,PPERSABS10
840,3492,148705,4.7,12.2
840,3501,114276,7.3,21.8
840,3502,147928,6.3,19.2
840,3504,148788,6.8,19.7
840,3505,147929,6.7,15.5
840,3506,148789,5.2,10.9
840,3507,114281,5.4,13.3
840,3510,147108,7.6,29.9
840,3511,114283,6,26.7
840,3513,114285,6.6,22.8
840,3516,134855,8.1,30.8
840,3517,138633,6.1,16.4
840,3518,109302,7.5,24.9
840,3519,123350,6.2,19.5
840,3520,129823,6.9,18.5
840,3522,131545,6,16.7
840,3523,131919,9,34.9
840,3524,134657,8.7,31.1
840,3525,148858,7.1,21.8
840,3526,143585,4.6,12.8
840,3527,135838,6.4,20.1
840,4000,136745,12.7,43.5
840,4001,137638,12.2,42
840,4006,142894,9.7,33.9
840,4007,144496,8.3,28.5
840,4008,144991,8.6,31.7
840,4009,145564,10.7,31.7
840,4010,147531,9.5,29
840,4011,147894,10.2,33.6
840,4019,147711,10.6,35.3
840,4047,136971,10.2,29.9
840,4128,137903,9.8,32.9
840,4139,148109,9.8,33.6
840,4150,145253,11.7,40.9
840,4162,148706,14.5,48.6
840,4175,138717,10.2,34.9
840,4176,114305,12.7,43.6
840,4178,136770,9.4,31.5
840,4185,114308,9.3,30.1
840,4190,137696,9.3,25.9
840,4192,114311,12.1,42
840,4200,114312,8,22.8
840,4214,147122,12,39.8
840,4215,136451,9.1,30.2
840,4218,114315,11,35.7
840,4231,147670,5.8,15
840,4280,138075,9,31
840,4681,137702,9,29.4
840,4691,143583,9.9,27.7
840,4693,148304,8.7,30.5
840,4694,138172,9.8,32.1
840,7000,131905,19.2,63.1
840,7006,114337,30.3,69.1
840,7013,114340,12.8,45.1
840,7014,114341,10.7,34.7
840,7028,114345,13.8,45.3
840,7029,138718,13,36.2
840,7032,114349,10.6,40.3
840,7033,134662,8.5,26.8
840,7034,134663,8.6,29.8
841,2001,138129,6,19.6
841,2002,137042,6.1,16.3
841,2005,138989,8,28.4
841,2006,139195,7.8,28.6
841,2008,142462,9.8,32.8
841,2009,143512,5.5,18.3
841,2647,136989,5.1,14
841,2648,143449,7.2,22.1
841,2656,138362,7.4,20
841,2659,138088,8.3,27.7
841,2663,136836,7.6,28.4
841,2666,136988,5.6,15
841,2668,138175,4.8,10.2
841,2669,114183,8.5,32.3
841,2670,138176,5.2,10.1
841,2732,138180,4.6,7.3
841,2740,138179,7.1,24.1
841,3002,142962,5.8,17.9
841,3132,137022,5.8,11.9
841,3133,142961,4.7,12
841,3211,137021,7.5,22.9
841,3306,138128,6.3,17.7
841,3307,139533,5.9,14
841,3308,139531,3.7,6.7
841,3309,146256,9.9,34.3
841,3512,138523,5.8,15.9
841,3514,138000,6.4,14.6
841,3515,134719,7.2,23.1
841,3517,135088,6.8,20.1
841,4002,143845,9.7,32.6
841,4003,145577,7.7,24.7
841,4221,136525,8.3,26.7
841,4285,138089,11,40.1
841,4288,136838,8.4,27.5
841,4603,137622,7,21.3
841,6000,142174,8.9,29.4
841,6905,135314,10.6,34.3
841,7000,139691,10.4,33.3
841,7031,138093,9.7,30.3
845,2001,138390,7.1,20.3
845,2002,138391,6.9,20.8
845,2003,138392,7.8,24.6
845,2004,138400,8.1,24.3
845,2005,138426,5.7,20.6
845,2006,139683,8.3,26.1
845,2007,140179,7.5,24.9
845,2008,140384,7.9,30
845,2009,140385,7,16.9
845,2010,140411,6.5,16.6
845,2011,140493,9.2,33.7
845,2012,141021,5.6,14.2
845,2013,141022,4.8,7.6
845,2016,141655,7.4,22.4
845,2017,141868,6.2,15.6
845,2019,142611,6.8,22.5
845,2020,143119,5.5,10.5
845,2021,143120,5.4,15.3
845,2022,144954,5.8,15.6
845,2023,145015,8.7,32.9
845,2024,145016,9,29
845,2025,144083,6,17.4
845,2026,146826,8.6,28.9
845,2027,148724,6.5,13.2
845,2028,148927,5.9,15.4
845,2029,148961,7.3,24.3
845,2050,114385,7,27.8
845,2054,114389,6,15.2
845,2056,114391,7.3,30.6
845,2057,114392,6.2,14.4
845,2059,114393,6.8,23.2
845,2060,114394,6.1,14.1
845,2061,114395,6.4,14.2
845,2062,114396,6.4,19
845,2071,114404,5.8,14.6
845,2072,114405,6,15.7
845,2073,114406,5.1,12.2
845,2074,114407,5.1,8.8
845,2076,114408,6.9,21.5
845,2078,114410,5.8,12.7
845,2082,114414,7.4,22.7
845,2083,114415,5.2,11.9
845,2084,114416,5.3,10.3
845,2087,114419,7.1,19.9
845,2088,114420,5.3,16.4
845,2089,114421,5.6,12.4
845,2090,114422,7.4,24.8
845,2091,114423,5.3,11.9
845,2092,114424,6.1,13.5
845,2094,114426,8.6,26.9
845,2095,114427,7.7,22.8
845,2099,114429,6.5,17.9
845,2103,114433,6.9,21.3
845,2104,114434,6,15.5
845,2105,114435,4.2,7.2
845,2107,114437,6.4,20.8
845,2112,114441,7.4,25.5
845,2115,144302,8.1,26.6
845,2120,114447,5,9.2
845,2127,141713,7.9,24.9
845,2128,140311,6,12.2
845,2130,146231,5.6,15.1
845,2131,114458,4.8,12.2
845,2135,148707,5.3,8.6
845,2136,114460,6.1,16
845,2137,114461,5,13
845,2140,144660,6.7,21.6
845,2141,144659,6.7,20.5
845,2142,114466,6.7,23.4
845,2143,114467,7.4,23.7
845,2148,141261,9.1,29.8
845,2149,114471,4.4,5.5
845,2151,114473,8.1,25.8
845,2153,114475,6.9,17.5
845,2154,144662,8,28.4
845,2160,114482,5.2,10.5
845,2161,141263,7,19.2
845,2162,114484,6.2,13.4
845,2166,130954,5.9,15.1
845,2169,131381,6.4,18.6
845,2170,141262,10.3,36.8
845,3002,114488,6.1,8.5
845,3003,114489,7.7,27.1
845,3004,114490,6.8,17.5
845,3006,114491,4.9,11.9
845,3009,114492,7.1,18.7
845,3011,114493,7.8,24
845,3012,114494,7.1,19.4
845,3013,114495,7.6,26.1
845,3015,114496,7.6,20.8
845,3016,114497,6.6,22.8
845,3017,114498,6.5,18
845,3018,114499,7.9,29.5
845,3019,114500,5.7,12.8
845,3022,114501,7,18.4
845,3023,114502,5.6,11
845,3026,114503,5.9,19.5
845,3028,114504,7.3,27.6
845,3029,114505,5.4,8.5
845,3032,114506,5.8,17.6
845,3033,114507,6.3,13.3
845,3035,148741,5.1,17.8
845,3040,114509,6,14.5
845,3041,114510,6.6,18.9
845,3042,114511,6.8,22.7
845,3043,114512,6,10.7
845,3045,114514,5.4,11.5
845,3046,114515,7.2,24.6
845,3047,148742,7.8,20
845,3048,114517,7,22.2
845,3049,114518,7.9,26.2
845,3050,114519,6.3,17.6
845,3051,114520,6.8,25
845,3055,114521,6.6,22
845,3058,147996,6.8,21.4
845,3062,114523,4.6,10.1
845,3063,114524,6.7,18.8
845,3068,114525,8.9,35.8
845,3071,114526,6.8,19
845,3072,114527,4.5,8.7
845,3074,114528,6.1,12.7
845,3076,114529,8.3,26.9
845,3077,114530,7.7,27
845,3080,114531,6.4,23.3
845,3081,114532,5.7,10.8
845,3090,143034,6.4,20.7
845,3092,114534,6.3,17.6
845,3320,114547,3,SUPP
845,3322,114549,5.5,15.8
845,3323,114550,4.8,11.4
845,3324,114551,5,12.8
845,3325,114552,4.3,10.9
845,3326,114553,6.8,20.5
845,3327,114554,8.2,23.2
845,3330,114557,5.1,14
845,3331,114558,5.6,12.5
845,3332,114559,6.2,12.8
845,3335,114562,7.9,21
845,3336,114563,7.7,25.2
845,3338,114564,5.7,12.9
845,3339,114565,5.2,15.1
845,3340,114566,5.2,10.9
845,3342,114568,7.1,19.3
845,3343,114569,6.1,16.5
845,3345,146786,5.6,13.9
845,3350,144521,6.6,21.7
845,3353,114574,7,19.2
845,3354,114575,7.1,19.9
845,3360,147712,5.6,13
845,3362,114577,6.5,19.7
845,4000,144661,9.9,28.6
845,4002,139796,6.6,17.9
845,4003,139821,9.3,26.7
845,4004,140679,13.9,40.2
845,4006,144505,9.7,30.4
845,4008,146825,14.1,50.3
845,4009,148179,12.2,38.5
845,4025,114584,6.8,19.3
845,4026,137982,8.6,25.1
845,4027,138472,10.2,30.5
845,4028,114587,8.2,21.9
845,4035,114588,9.4,26.9
845,4036,138473,7.3,20
845,4037,114590,11.1,33.8
845,4038,114591,9.1,26.1
845,4039,114592,5.8,13.9
845,4042,114594,6.9,18.9
845,4044,138895,12.4,36.2
845,4047,114598,9.6,27.2
845,4063,138474,6.3,16.3
845,4064,138475,5.8,14.3
845,4606,114612,6.8,17.5
845,4610,143035,10.4,30.5
845,4611,136400,14.5,44.8
845,4612,136401,15.4,47.5
845,6905,136106,9.8,29.8
845,7000,133653,14.9,32.5
845,7001,148035,34.2,66.7
845,7002,114677,15.9,42.3
845,7004,148055,24.5,60.9
845,7011,142163,19.6,47.8
845,7012,114682,13.8,53.5
845,7017,139521,12.2,40.7
845,7021,114688,8.9,24.3
845,7024,141476,8.6,33.7
845,7025,141475,9.6,32
845,7030,142745,13.6,38.6
845,7031,142744,12.3,37.2
845,7032,145254,17.7,50
845,7035,142151,17.8,53.5
845,7036,142146,22.9,55.9
846,2001,131789,8.2,25.3
846,2007,114365,9,27.4
846,2008,138261,7.2,21.9
846,2009,114366,6.6,17.3
846,2010,114367,5.9,12.6
846,2011,139677,7.6,24.9
846,2012,147680,11.8,50.9
846,2017,114368,4.6,8.5
846,2018,114369,7.4,25
846,2021,114372,4.5,7.8
846,2022,114373,4,4.8
846,2026,114374,5.4,10.4
846,2028,114376,6.1,11.4
846,2029,114377,5.4,10.2
846,2036,114380,4.2,8.2
846,2037,114381,7.8,28.4
846,2040,114382,5.9,11.9
846,2043,114383,7,18
846,2044,114384,8.2,28.5
846,2065,114398,3.5,4.8
846,2066,114399,6.7,20.5
846,2070,114403,5.3,10.2
846,2079,114411,8.9,30.7
846,2080,114412,7.6,22.1
846,2081,114413,6.5,18.9
846,2093,114425,7,16.2
846,2096,114428,4.6,11.3
846,2100,114430,5.2,13.2
846,2114,114443,6.1,14.4
846,2119,114446,6.4,18.6
846,2155,114477,7.5,22.2
846,2156,114478,8.1,28.3
846,2157,114479,6.2,15.9
846,2158,114480,7.1,21.3
846,2163,114485,8.5,32.6
846,2164,114486,6.3,17.1
846,2165,114487,6.7,19.5
846,3304,114537,7.4,23.1
846,3305,114538,6.5,20.1
846,3308,114539,6.6,15.6
846,3311,114540,8,25.4
846,3313,114541,6.4,12.7
846,3314,114542,7.7,30
846,3315,114543,6.9,23.7
846,3316,114544,5.7,15.3
846,3317,114545,7.4,25.9
846,3318,114546,5.2,12.6
846,3328,114555,5.3,10.6
846,3329,114556,5.3,10.2
846,3333,114560,6.2,16.2
846,3341,114567,6.2,14.6
846,3344,114570,6.7,20
846,4001,137063,11.6,36.1
846,4002,139409,6.7,16.8
846,4012,114579,9,23.8
846,4016,114580,10.3,31.7
846,4018,114581,13.3,45.3
846,4067,114606,10.1,31.6
846,4068,114607,10,30.5
846,4072,114608,9,27.2
846,4605,114611,9.9,31.9
846,6905,136164,18.3,61.3
846,7003,114619,18.5,50
846,7004,114678,49.4,93.5
846,7006,114680,9.4,34.6
846,7018,114687,11.5,43
850,2000,115850,5.6,12.1
850,2001,115851,7.3,22.8
850,2002,115852,5.6,13.4
850,2003,115853,4.9,8
850,2004,115854,4.9,11
850,2005,115855,6.2,20.9
850,2006,148213,5.9,11.6
850,2007,115857,5.2,6.5
850,2008,115858,7,17.2
850,2009,131717,6.6,14.7
850,2010,138139,6,15.3
850,2011,132212,4.8,8.4
850,2012,115859,7.1,25.8
850,2013,115860,5.6,14.1
850,2014,115861,7.6,19.8
850,2015,132801,5.9,13.3
850,2016,132802,6.4,19.6
850,2017,133292,6,18.9
850,2018,115862,5.7,17
850,2019,115863,4.4,8.9
850,2020,133303,9.1,34.7
850,2021,146002,4.2,10.5
850,2022,115865,4.6,8.1
850,2023,115866,5.6,12.1
850,2025,115867,5.8,13
850,2026,115868,6.2,17.8
850,2027,115869,4.8,7.6
850,2028,115870,7.6,27.6
850,2029,139273,7.5,24.1
850,2030,115871,6,15.3
850,2031,139548,3.3,7.3
850,2032,139920,6.2,14
850,2033,115872,4.6,8.8
850,2034,115873,5.5,9.9
850,2035,115874,7.7,13.9
850,2036,115875,5,8.1
850,2037,139944,6.1,19.5
850,2038,140211,5.7,13.5
850,2039,140690,6,13.8
850,2040,115876,5.9,14.9
850,2041,115877,5.7,12.8
850,2042,138242,6.5,12.7
850,2045,144882,8.2,25.7
850,2046,115878,4.1,9.7
850,2047,115879,5,12
850,2048,147021,6.3,15.3
850,2049,115880,5.6,12.9
850,2050,147066,7,14.7
850,2052,147519,4.7,9.5
850,2053,115881,6.2,13.2
850,2054,115882,5.2,11.2
850,2055,115883,7.2,22.9
850,2056,115884,6.4,13.9
850,2057,115885,7.6,25.8
850,2058,147701,7.1,22.8
850,2059,147836,7.6,19.4
850,2060,147852,6.6,17.9
850,2061,115886,5.6,12.6
850,2062,115887,6.4,16.6
850,2063,115888,5.7,14.2
850,2064,148385,6.6,17.6
850,2067,115889,6.2,15.6
850,2069,115890,5.3,9.6
850,2071,115891,5.6,10
850,2074,115892,5.1,8.5
850,2076,115893,6.8,19.3
850,2077,141473,6.1,19.6
850,2085,115897,5.2,11.4
850,2086,115898,7,15
850,2089,115899,7.3,24.3
850,2090,115900,5.1,11.1
850,2091,115901,6.2,17.4
850,2092,115902,6.2,11.5
850,2094,115903,6.9,16.5
850,2095,115904,6.5,15.6
850,2100,115908,8,24.7
850,2101,115909,9,34.3
850,2103,115911,8.3,25.9
850,2104,115912,8.4,26.8
850,2105,115913,6.2,16.7
850,2106,115914,6.2,15.9
850,2107,136078,7.8,23
850,2111,115915,7.8,23
850,2113,115916,6,13.6
850,2115,115918,5.1,10
850,2116,115919,5.2,12
850,2117,115920,5.6,10.3
850,2119,115921,4.8,11.8
850,2120,115922,4.1,6.9
850,2125,115924,3,2.8
850,2127,115925,7,18.8
850,2128,115926,5.5,10.1
850,2137,115928,5.3,11.9
850,2140,115929,4.5,10.2
850,2147,115931,5.6,13.6
850,2148,115932,4.6,9.2
850,2155,115933,4.2,4.1
850,2157,115934,5.9,15.1
850,2161,115935,6.5,17.8
850,2162,115936,4.1,7.4
850,2167,115937,4.5,10.9
850,2168,115938,6.3,16
850,2169,115939,4.6,9.2
850,2170,115940,6.3,16.5
850,2175,115943,5.3,9.7
850,2176,115944,6.8,17
850,2180,115945,5.6,12.4
850,2181,115946,6.6,19.8
850,2182,115947,5.7,12.4
850,2183,115948,6.6,17
850,2186,115949,4.9,9.6
850,2190,115952,8.8,30.9
850,2193,115953,5.5,14.3
850,2194,115954,7.2,26.9
850,2196,115955,6.9,21.8
850,2197,115956,5,8.8
850,2200,115957,6.1,18.2
850,2202,148214,6.9,17.7
850,2203,115960,4.6,5
850,2206,115962,7,17.9
850,2211,115963,6.6,22.2
850,2213,115964,4.9,8
850,2214,115965,5.3,13.6
850,2215,115966,6.1,19.6
850,2216,115967,4.4,10.9
850,2217,115968,4.7,6.3
850,2220,115970,6.7,20.5
850,2223,115971,6.9,26.2
850,2224,115972,5.7,13.3
850,2226,115973,5.2,10.6
850,2227,115974,6.1,15.7
850,2228,115975,5.9,15.8
850,2229,115976,6.1,12.8
850,2230,115977,5.7,12.4
850,2237,115980,4.9,7.1
850,2238,115981,7.3,16.4
850,2239,115982,4.4,7.1
850,2241,115983,6.1,19
850,2242,115984,4.8,5.8
850,2243,115985,6.5,16.8
850,2246,115986,5.4,8.1
850,2248,115988,6.5,16.4
850,2249,115989,5,13.5
850,2252,115990,5.7,13.7
850,2254,115991,7.2,24
850,2255,115992,5.6,17.9
850,2257,115994,5.1,8.1
850,2263,115997,5.8,13.2
850,2265,115998,4.2,8.9
850,2266,115999,6.1,16.4
850,2267,116000,4.3,6.3
850,2268,116001,5.2,13.5
850,2269,116002,5.1,8.7
850,2270,116003,3.3,3.8
850,2271,116004,6,15.7
850,2272,116005,5.8,15.8
850,2273,116006,3.9,6.5
850,2274,116007,5.2,7.9
850,2276,116009,4,4.8
850,2278,116010,5.3,6.6
850,2282,116012,4.5,5.4
850,2283,116013,6.9,19.5
850,2284,116014,7.4,21.6
850,2285,116015,5.1,9.8
850,2286,116016,6.7,20.3
850,2288,148215,6.5,18.8
850,2289,116019,5.5,12.6
850,2290,116020,5.4,12.8
850,2291,116021,5.4,14.1
850,2297,116022,4.3,10.1
850,2298,116023,3.7,5.8
850,2299,116024,6.3,13.2
850,2300,116025,6.9,16.4
850,2301,116026,7.9,30
850,2304,116027,5.1,11.2
850,2306,116028,4.2,12.4
850,2309,116030,5.4,12.2
850,2310,116031,5.3,8.2
850,2312,148216,5.8,12.4
850,2313,116033,4.9,9
850,2314,116034,5.7,14.9
850,2315,116035,6.5,15
850,2316,116036,5.8,13.7
850,2317,116037,7,21.5
850,2318,116038,6.7,19.3
850,2319,116039,4.7,9.2
850,2320,116040,4.6,8.5
850,2321,116041,5.1,13.1
850,2322,116042,4.8,8.2
850,2323,116043,6.3,17.2
850,2324,116044,7.3,21.6
850,2325,116045,4.4,8.5
850,2326,116046,5.2,17.1
850,2328,116047,5.5,12.3
850,2329,116048,5.9,14.7
850,2330,116049,6.9,21.5
850,2332,116051,6.4,16.9
850,2335,116052,6.4,21.1
850,2336,116053,6.8,17.4
850,2339,116054,3.6,6.7
850,2341,116055,5.6,17.9
850,2342,116056,5.4,10.9
850,2344,116057,6.6,21.7
850,2345,116058,4.4,5.1
850,2346,116059,5.7,14
850,2347,116060,4.4,10.1
850,2348,116061,6.3,18
850,2354,116063,5.1,9.3
850,2357,116065,5,11.5
850,2361,116067,4.1,11
850,2367,116068,5.1,8.5
850,2372,116069,5.5,11.9
850,2373,116070,7.7,24.7
850,2376,116071,6.5,14.5
850,2377,116072,5.2,13.2
850,2378,116073,6.3,14.9
850,2382,116074,5.8,11.7
850,2383,116075,4.2,10
850,2384,116076,4.9,11.6
850,2387,116078,7.5,22.2
850,2388,116079,4.8,9.8
850,2389,116080,5.7,11.8
850,2392,116082,4.2,3.7
850,2395,116083,6.6,17
850,2396,116084,5.7,14.6
850,2470,116137,5.4,14.6
850,2510,116140,5.9,13.1
850,2511,116141,6.2,18.9
850,2512,116142,5.9,14.8
850,2516,116143,7.2,22.1
850,2517,116144,5.7,13.8
850,2519,116145,6.3,15.7
850,2520,116146,6.7,18.9
850,2521,116147,5,12.7
850,2522,144899,6.7,19.6
850,2523,116149,4.4,9.2
850,2524,116150,7.8,28
850,2526,116151,5.3,11.5
850,2530,116154,5.4,13.1
850,2531,116155,5.5,12.5
850,2533,116157,6.4,16.1
850,2534,116158,6.4,16.7
850,2606,116162,8,28.7
850,2607,116163,7.2,20.6
850,2610,116164,6.4,17.6
850,2612,116165,4.6,12
850,2613,148744,6.3,15.5
850,2616,146244,7.5,19.2
850,2617,116168,8,20.2
850,2618,116169,5.2,9.1
850,2619,116170,7.2,20.8
850,2620,116171,6.4,17.8
850,2621,116172,6.3,19
850,2622,116173,6.4,15.9
850,2623,116174,5.4,12.1
850,2624,116175,6.3,17.2
850,2625,116176,6,11.8
850,2627,116177,5.7,16.1
850,2630,116180,5.5,9.1
850,2631,144093,5.5,12.3
850,2717,116224,6.1,16.4
850,2718,116225,5.3,14.4
850,2722,129650,4.8,8.4
850,2723,116228,3.9,6.6
850,2725,116230,7.2,25.8
850,2726,116231,7.1,22.1
850,2727,116232,5.4,15.5
850,2728,116233,7.3,24
850,2729,116234,8.6,25.5
850,2732,116237,8.2,27.5
850,2735,147128,9.3,35.7
850,2736,116241,5.2,11.9
850,2737,116242,4.5,8
850,2739,116243,4.6,9.2
850,2740,116244,6.8,21.2
850,2742,116246,4.4,5.6
850,2749,116247,3.9,5.5
850,2750,116248,4.2,7.3
850,2752,116249,3.8,7.5
850,2753,116250,6.3,18.5
850,2761,116255,6,15.4
850,2763,116256,5.7,13.7
850,2767,116260,5.2,10
850,2774,116265,6.2,15.4
850,2775,130325,7.4,20.8
850,2776,131117,7.3,18.1
850,2777,131116,10.2,35.4
850,2778,131420,5.9,13.5
850,3000,116266,4.7,4.1
850,3001,116267,4.9,12.6
850,3003,116268,7.5,19.6
850,3004,116269,6.9,19
850,3009,116270,5.6,10.8
850,3012,116271,9.7,29.1
850,3014,116273,4.6,7.5
850,3017,137693,5.5,9.6
850,3018,116275,6.8,19
850,3019,116276,4.6,10.1
850,3020,116277,5.4,11
850,3022,116278,6.4,17.8
850,3023,116279,4,8.8
850,3027,116280,3.6,7.3
850,3029,116281,4.3,8.1
850,3032,116282,5.5,9.7
850,3040,116283,6.6,17.9
850,3046,116284,6.4,20.9
850,3050,116285,8.9,29.5
850,3052,116286,2.8,3.5
850,3061,116288,5.9,16.7
850,3062,116289,6.3,17
850,3067,116290,4.9,11.7
850,3079,138719,4.3,6.6
850,3081,116292,5.2,10.2
850,3082,116293,4.4,4.8
850,3083,116294,5.4,11.9
850,3088,116295,6.5,18.1
850,3089,116296,5.6,8
850,3095,116297,5.7,14.1
850,3096,116298,6.5,15
850,3100,116299,6.1,14.1
850,3101,116300,6.7,20.1
850,3102,116301,3.4,SUPP
850,3110,116302,5.1,5.1
850,3112,116303,4.5,12.6
850,3118,116304,5.6,11.5
850,3119,116305,7.2,19.7
850,3120,116306,5.6,12.5
850,3124,116307,6.8,20
850,3126,116308,5.7,11.2
850,3132,116309,5.4,10.6
850,3136,116310,6.5,21.2
850,3137,116311,5.8,11.3
850,3138,116312,5.6,11.5
850,3142,116313,3.9,7.9
850,3143,116314,6.3,13.5
850,3144,116315,6,12.7
850,3146,116316,5.3,11.4
850,3147,116317,5,16.7
850,3149,116318,5.8,13.9
850,3150,116319,4.6,9.1
850,3156,116320,3.2,2.3
850,3163,116321,3.4,6.5
850,3168,116322,4.8,6.3
850,3169,116323,3.6,7.4
850,3170,116324,6.2,14.4
850,3171,116325,7.3,24
850,3172,116326,4.3,9.5
850,3176,116327,6.4,14.3
850,3177,116328,4.8,5.1
850,3181,116329,6,11.9
850,3183,116330,5,8.4
850,3184,116331,5.8,13.8
850,3185,116332,6.8,17.8
850,3186,116333,6.3,15.2
850,3190,116334,8,25.3
850,3191,116335,7.1,18.9
850,3192,116336,7.2,23
850,3196,116337,4.2,6.7
850,3197,116338,5.8,11.7
850,3199,134652,6.7,20
850,3213,116345,3.4,3.5
850,3300,116348,4.6,4.4
850,3301,116349,5.7,10.8
850,3305,116350,4.8,7.4
850,3308,116351,3.8,6.5
850,3310,116352,6.5,14.6
850,3311,116353,6.3,14.6
850,3318,116354,4.1,7.1
850,3321,116355,6.9,19.8
850,3325,116356,4.8,7.9
850,3326,116357,5.1,7.8
850,3330,116358,5,10.6
850,3341,116359,4,12.5
850,3344,116360,4.1,8.7
850,3345,116361,4.7,9.4
850,3346,116362,6.7,20.2
850,3356,116363,5.1,9.5
850,3357,116364,4.4,8.8
850,3358,116365,5.5,8.1
850,3360,116366,6.7,17.8
850,3365,140098,5.4,9.2
850,3382,116368,5,10.7
850,3389,116369,4.7,10.1
850,3390,116370,5.5,9.9
850,3392,116371,6,13.8
850,3395,116372,7.2,17
850,3396,116373,4.4,6.2
850,3399,116374,4.5,6.6
850,3401,116375,5.8,13.1
850,3404,116376,5.6,10.1
850,3407,116377,5.7,12.9
850,3409,116378,3.9,7.7
850,3415,116380,4.9,10.6
850,3417,116381,4.5,10.2
850,3418,116382,4.6,8.9
850,3419,116383,3.9,6.8
850,3426,116387,4.9,10.1
850,3500,116388,5,13
850,3501,116389,5.1,6.5
850,3551,116390,5.3,12.1
850,3553,116391,4.9,10.3
850,3600,116392,5.8,11.7
850,3602,116393,7.2,19.4
850,3650,116394,5.8,16.2
850,3660,116399,6.7,18.4
850,3661,116400,5.2,10.1
850,3662,137403,4,4.8
850,3663,116402,5.1,7.3
850,3665,131450,3.5,5.5
850,3666,116403,5.1,9.2
850,3667,134734,7,22.6
850,3668,134945,5.4,9.6
850,3669,131516,6.3,16.2
850,3670,135529,8.1,26
850,3671,135885,7.2,21.6
850,3672,135887,6.2,17.7
850,3673,136407,6.9,20.2
850,4000,138720,7.4,22.5
850,4001,116405,9.2,28.2
850,4002,138287,8.5,22.7
850,4004,138437,9.9,29.4
850,4005,138585,8.5,25.3
850,4006,138920,12.4,38.2
850,4007,140182,11.3,36
850,4008,143698,5.2,10.5
850,4009,144014,12.1,38.9
850,4012,116407,6.1,13.3
850,4014,145125,10.3,34.2
850,4015,136640,9.3,28
850,4100,137535,9.4,30.6
850,4110,138038,9.8,32.3
850,4113,116411,7.2,21.3
850,4117,116412,7.7,18.9
850,4119,116413,8.9,27.6
850,4127,136654,8.6,25.2
850,4128,137125,11.6,34
850,4129,137129,8.8,25.6
850,4130,137128,8.4,26.1
850,4133,116418,8.9,27.1
850,4136,116419,10,36.6
850,4143,137239,8.8,24.6
850,4144,116422,9.5,32.5
850,4147,116423,11.4,37.6
850,4149,116424,8.3,25.3
850,4153,116426,10.9,36.9
850,4156,116427,10.5,36.7
850,4159,116428,8.3,25.1
850,4161,138184,8,20
850,4162,116430,9.8,30.3
850,4163,116431,8.6,24.8
850,4164,116432,8.3,24.1
850,4166,116433,7.6,25.1
850,4168,137229,8.4,26
850,4171,116436,8.5,24
850,4173,116437,6.9,19.2
850,4174,116438,7.6,19.3
850,4175,136715,7,17.3
850,4180,116440,9,27
850,4182,116441,7.1,21.5
850,4183,116442,9,26.9
850,4191,116445,11,34.5
850,4203,116446,10.2,32.5
850,4204,116447,11.5,37.7
850,4206,116448,9.1,28.1
850,4307,116466,10,30.4
850,4308,140069,10.5,32.1
850,4310,116468,7.7,22.1
850,4316,116473,15.7,51.1
850,4318,116475,9.6,31.4
850,4511,138135,9.3,27.7
850,4604,116478,6.4,16.7
850,5201,136447,4.7,9
850,5202,116482,5.5,12.8
850,5203,116483,5.7,15.4
850,5204,137422,3.8,6.2
850,5205,141474,7.3,21.2
850,5206,116486,5.5,10.6
850,5208,116488,7.3,22.7
850,5209,116489,5.1,10.5
850,5210,116490,7.2,23.4
850,5401,136719,8.2,25.4
850,5402,136652,9.8,32.9
850,5403,136657,8.4,25.4
850,5405,116498,8.1,23.7
850,5406,137315,10.3,34.5
850,5407,136643,8.5,24.6
850,5408,137791,10.3,31.8
850,5410,116502,8.5,24.6
850,5411,137345,6.5,18.3
850,5412,116504,8,24
850,5414,116506,9.6,28.2
850,5416,137538,8.2,25
850,5418,136903,7.3,19.7
850,5950,116511,15.4,43.5
850,6905,136156,13.6,42.7
850,7000,131559,7.5,21.4
850,7001,133581,33.6,69
850,7004,141187,34,80
850,7005,148343,19.1,45.3
850,7009,116600,8.5,30.8
850,7014,116603,15.7,50.5
850,7015,116604,8.2,25
850,7016,116605,6.9,19.3
850,7018,116607,8.7,28.8
850,7020,116609,9.4,33.3
850,7023,116611,12.9,50.7
850,7026,116614,10.2,30.4
850,7032,116617,11.7,39.6
850,7033,116618,16.4,52.2
850,7041,135823,9.1,34.8
850,7043,137605,9.5,27
850,7051,116633,13.3,42
850,7053,116634,15,69.7
850,7067,116635,15.5,41.5
850,7068,116636,14.7,35.6
850,7070,116637,10.5,36.7
850,7072,116639,12.8,33.3
850,7073,116640,11,30.1
850,7075,116641,7.6,24.7
850,7076,116642,9.9,32.9
850,7078,140732,21.9,61
850,7079,131068,12.1,41
851,2000,140719,5.8,17.1
851,2001,139065,9.7,36.7
851,2003,139712,9.4,33.7
851,2004,139713,7,23.2
851,2005,144194,6.9,23.2
851,2006,148755,6.4,19.1
851,2007,141020,7.1,22.8
851,2008,141096,5.9,14.8
851,2010,144506,6,16.1
851,2011,147176,6.9,21.8
851,2013,148078,5.4,11.4
851,2014,148528,5.5,12.5
851,2637,116182,6.9,18.7
851,2644,143316,5.9,14
851,2648,116187,6.6,22.5
851,2653,145452,5.8,14.5
851,2654,146135,4.8,6.6
851,2658,145450,6.2,17.6
851,2659,145451,7.7,22.4
