LA,ESTAB,URN,PERCTOT,PPERSABS10
926,2227,147969,6.9,19
926,2228,120887,11.8,57.8
926,2229,120888,6.7,19
926,2230,148151,6.2,21.4
926,2231,148152,7.5,23.3
926,2233,120890,9.7,36.6
926,2234,145531,5.9,18
926,2235,145532,4.5,SUPP
926,2236,145533,7.2,17.3
926,2237,145534,11.1,43.9
926,2238,148232,7.3,23.3
926,2240,120896,6.8,17.4
926,2242,148237,6.3,17.1
926,2245,120899,6.8,20.4
926,2246,141161,5.1,12
926,2247,142840,7.9,25.4
926,2249,120903,5.5,10.7
926,2251,120904,5.5,12.4
926,2252,120905,5.6,13.4
926,2253,120906,6.6,20.8
926,2259,120908,6.1,19.7
926,2261,120909,7.6,20.7
926,2263,120910,6.1,16.6
926,2264,120911,5.3,15.4
926,2265,120912,6.8,17.2
926,2266,120913,6.6,17.3
926,2267,120914,5.6,10.9
926,2271,144143,6.5,19.1
926,2272,120917,8.5,25.8
926,2274,120918,6.9,18.1
926,2275,143990,7.2,17.4
926,2279,120920,8.4,26.8
926,2281,120922,5.3,7.5
926,2287,120926,6.3,16.2
926,2289,139736,6.4,14.5
926,2291,120928,7.2,20.3
926,2295,120932,5.1,11.2
926,2300,120937,7.8,22.7
926,2301,120938,7.8,27.5
926,2303,144145,6.9,20.1
926,2308,146479,6.9,20.3
926,2317,120954,6.6,21.1
926,2318,144146,7.1,25.8
926,2320,145628,8.5,28
926,2321,120958,6,16.9
926,2338,143461,9.6,38.4
926,2344,120972,7.3,20.8
926,2346,120973,6.9,22.9
926,2353,139535,7.5,23.7
926,2354,147567,7.4,23.3
926,2357,120982,8,26.7
926,2358,144313,6.5,18.6
926,2361,120984,5.4,8.3
926,2362,146880,8.3,26.4
926,2364,143988,8.5,26.2
926,2367,120987,6,12.8
926,2368,120988,7.4,23.1
926,2371,120990,6.4,15.1
926,2377,120995,5.6,12.8
926,2382,120999,6.2,16.8
926,2383,121000,5,10.2
926,2384,143460,8.1,28.2
926,2393,146684,7.9,26.8
926,2395,145629,7.7,19.7
926,2402,145441,6.3,16.2
926,2406,148119,10.2,41.6
926,2409,121011,6,15.3
926,2411,121013,7.5,22.9
926,2412,143066,9.2,20.8
926,2413,144565,8.7,30.8
926,2414,147322,10.8,41.7
926,2415,121017,6.1,15.6
926,2416,121018,7,21.7
926,2417,121019,7,19.1
926,2419,145535,8.3,31.5
926,2420,121022,6.5,18.3
926,2426,140870,8.1,25.1
926,2427,144532,7.3,18.6
926,3000,121024,5.8,14.9
926,3001,121025,5.1,13.5
926,3003,121026,6.4,10.8
926,3004,121027,9,36.6
926,3014,141721,7.8,21.9
926,3016,142837,6.8,16.7
926,3026,142599,7.7,21.7
926,3027,121035,5.1,11
926,3028,121036,14.1,49
926,3030,121037,5.5,8.8
926,3037,121039,8.4,30.4
926,3038,121040,11.6,50
926,3041,121041,5.3,12.7
926,3043,121042,5.2,12.6
926,3045,121043,12,53.3
926,3053,137311,7.3,18.3
926,3054,140712,6.2,21.7
926,3056,141584,6.9,13.6
926,3059,121049,9.2,31.7
926,3060,121050,6.1,13.4
926,3061,121051,6.6,15
926,3066,121053,6.7,19.3
926,3067,121054,7.7,25.5
926,3068,121055,7.2,18.3
926,3078,141464,6.1,17
926,3079,121058,6.6,15.6
926,3081,121059,6.4,19.7
926,3083,121060,8.1,23.9
926,3084,121061,7.3,19.1
926,3085,121062,6.2,14.5
926,3088,121063,4.9,7.5
926,3089,142855,6.7,16.7
926,3094,121066,5.2,10.2
926,3096,121067,5,7.3
926,3100,121069,5.5,14.7
926,3106,146060,8.5,30.1
926,3107,142526,6.5,18
926,3114,141845,6,11
926,3119,121081,8.8,31.1
926,3120,121082,7,18
926,3121,121083,5.8,12.3
926,3123,142852,5.4,13.8
926,3125,145975,4.7,11.3
926,3126,121086,5,SUPP
926,3127,121087,7.8,19.6
926,3131,121090,10.6,42.4
926,3133,121092,6.6,20.8
926,3136,121093,7.6,27.5
926,3137,142589,12.5,58.1
926,3138,121095,5,9.5
926,3139,121096,3.7,4.1
926,3140,121097,6.2,17.6
926,3141,146061,7.9,27.7
926,3145,121102,7.1,21.3
926,3146,121103,9.2,28.6
926,3152,131287,6.9,21.1
926,3306,121108,7.3,21.4
926,3309,121110,11.5,32.7
926,3312,141895,6.8,17
926,3313,121113,4.9,7.5
926,3315,121114,8.8,29.5
926,3322,121117,6.8,19.8
926,3327,141780,5.4,16.7
926,3329,121119,4.8,8.4
926,3339,121120,6.7,11.9
926,3346,140914,8.5,26.6
926,3349,121123,6.1,17.7
926,3354,121125,6.4,18.2
926,3359,141918,6,20.7
926,3369,121128,7.6,29.8
926,3373,121129,6.2,12
926,3376,142730,7.2,19.4
926,3377,148821,7.7,33.3
926,3380,141050,7.2,28.1
926,3383,121134,6.6,19.8
926,3385,121135,6.9,21.8
926,3390,146062,5.3,12.8
926,3393,141758,7.6,22.3
926,3395,147415,7.1,20.5
926,3396,141778,6.3,18.6
926,3397,141314,6.1,17.5
926,3403,142737,6.3,18
926,3404,121145,7.2,20.9
926,3405,121146,7.4,21.9
926,3406,121147,4,8.3
926,3407,142588,9.9,40.3
926,3408,121149,9,24.1
926,3409,121150,6.1,12.4
926,3418,147940,9.8,38.2
926,3421,144640,7.4,26.1
926,3422,144144,7.1,26
926,3423,139491,7.9,27.2
926,3424,134958,6,19
926,3425,134960,7.6,23.8
926,3428,134964,6.3,12.1
926,3429,134965,6.4,21.4
926,3430,143279,4.8,10.2
926,3431,135148,6.1,15
926,3433,136536,6.4,15.8
926,4000,138918,11.3,35.2
926,4002,141268,9.2,28.7
926,4003,139572,11.8,39.6
926,4005,138039,12,37.6
926,4006,139311,10,35.2
926,4008,147505,9.2,27.8
926,4009,140188,9,26.2
926,4011,140364,12.1,39.3
926,4012,140557,9.4,30.8
926,4013,140815,9.4,28.6
926,4014,141086,9.4,26
926,4017,141331,10.8,32.2
926,4018,141395,10,32.1
926,4020,142058,12.9,40.1
926,4022,142059,12.8,40.4
926,4023,142396,10.4,39.1
926,4025,142883,13.8,47
926,4026,143520,12.1,37.6
926,4027,144018,9,25.7
926,4028,144359,11.8,33.8
926,4029,145196,9.3,29
926,4030,145501,10.2,35.9
926,4031,137949,9.1,27.1
926,4033,148826,10.6,33.5
926,4037,146063,8.1,25
926,4042,138829,11.7,36.6
926,4044,145776,8.1,25.4
926,4046,121164,8.4,24.2
926,4052,140534,9.3,29.2
926,4053,146237,9.8,33.1
926,4054,146144,9,30.7
926,4056,145089,7.5,24.6
926,4060,137461,9.1,24.8
926,4065,141269,10.1,32.2
926,4081,136515,10.4,33.8
926,4083,143278,9.3,29.3
926,4084,139487,8.6,25.5
926,4085,144316,8.3,24.4
926,4089,137092,7.3,18.4
926,4602,146059,11.4,30.2
926,4605,137913,8.2,24.7
926,5200,121190,7.5,25.5
926,5201,142842,5.2,12.4
926,5202,121192,7.1,16.4
926,5203,144839,7.4,26.4
926,5205,121195,7.8,26.5
926,5206,121196,8,23.7
926,5207,121197,6.4,17.6
926,5209,121199,7.3,18.3
926,5212,121202,7.2,23.8
926,5213,121203,8.1,23
926,5215,121205,7.5,20.5
926,5216,121206,5.9,11.6
926,5217,148822,5.4,15.1
926,5218,144147,5.9,15.4
926,5400,136481,8,20.7
926,5401,137431,12.4,35.5
926,5405,138758,9.5,30.2
926,5406,137621,8.9,28.8
926,5407,137541,11.1,36.7
926,6905,135650,11.6,37.4
926,6906,135904,13.4,44.1
926,6907,136186,11.2,37.9
926,6908,136187,9.1,27.5
926,6909,136202,14.3,52.4
926,6910,136204,12.2,36.6
926,6911,139058,9.7,31.3
926,7000,141948,18,57.1
926,7001,121254,12.2,48.2
926,7002,144769,17.1,38.2
926,7004,121256,13.1,38.9
926,7005,148572,13,31.6
926,7006,121257,11.6,41.1
926,7007,121258,10.9,32.2
926,7010,121260,11.4,44.1
926,7011,148859,13.2,40.4
926,7013,121261,16.3,58
926,7014,121262,10.4,38.2
926,7015,139099,16.1,42.9
926,7016,121264,6.7,22.2
926,7020,121265,13.2,53.1
926,7021,145529,13.8,42.2
929,2000,138257,4.7,12.6
929,2001,143543,7.2,19
929,2002,122170,5.5,15.4
929,2003,144478,7,31.6
929,2005,145412,7.2,22.8
929,2006,145956,6.3,20
929,2007,146372,6.7,19.2
929,2008,146544,6.1,17.7
929,2009,122171,5.4,13.5
929,2010,146545,6.7,18.3
929,2011,148763,7.9,27.3
929,2012,148764,8.7,29.7
929,2013,148765,8.2,28
929,2014,148766,6.5,22.2
929,2015,122172,6.8,19.9
929,2018,122173,6.1,17
929,2019,122174,5.9,18.3
929,2030,122176,7.6,26.3
929,2032,122177,6.8,17
929,2033,122178,6.2,19.2
929,2035,122179,8.6,22.9
929,2037,122180,7.6,27
929,2041,122181,7.5,26.4
929,2043,122183,4.5,SUPP
929,2044,145779,5.3,8.1
929,2046,122185,5.8,14.8
929,2047,122186,6.7,19.2
929,2050,122187,6.8,20.8
929,2053,122188,6.9,SUPP
929,2056,146860,6,12.2
929,2074,122191,6.7,20.1
929,2076,122193,8.4,30.8
929,2077,122194,5.6,13.3
929,2091,122195,5.2,10.4
929,2098,122196,7.2,21.6
929,2101,122197,6.5,15.2
929,2103,122198,5.6,14.6
929,2105,122199,6.2,21.1
929,2138,122202,5.1,13.2
929,2142,122203,6,10.2
929,2185,122210,5.1,12.7
929,2207,122214,6.2,21.3
929,2209,122215,3.6,SUPP
929,2212,122216,8.2,30
929,2215,145780,6.2,12.1
929,2217,146924,6.4,14.3
929,2219,146937,5.3,6.6
929,2220,144180,6.4,17.2
929,2224,122221,5.8,18.3
929,2227,122222,7.1,20
929,2228,122223,4.1,2.1
929,2229,122224,6.2,11.7
929,2232,122225,9,34.9
929,2234,122226,8.4,35
929,2236,122227,5.5,11.4
929,2239,122228,4.1,10.8
929,2246,122232,2.9,SUPP
929,2254,122233,8,SUPP
929,2268,122234,5.8,18.1
929,2270,146949,7.3,15.7
929,2277,122236,7.1,23.9
929,2278,146911,4.2,6.7
929,2281,122238,5.8,13.3
929,2291,122239,6.2,16.9
929,2293,122240,5,6.4
929,2299,122242,5,9.9
929,2323,122243,8.2,32.5
929,2325,122244,6.3,16.7
929,2354,144181,5.2,12.6
929,2360,147820,6.1,17.9
929,2370,122247,6.2,16.6
929,2372,122248,5.2,10
929,2397,122254,6.3,19.6
929,2405,139756,8.1,29.2
929,2407,122258,6.7,22
929,2415,122261,7.6,23.2
929,2525,122264,6.1,13.5
929,2526,145781,5,11.8
929,2527,122266,5.5,12.5
929,2529,122268,7.9,25.1
929,2530,122269,4.6,8.4
929,2531,131021,8.5,31.5
929,3046,122271,5.8,16.3
929,3065,122272,2.4,0
929,3095,122273,4.4,8.9
929,3133,145782,4.5,7.3
929,3135,122276,5.5,13.2
929,3173,122277,7.2,24.7
929,3210,146931,3.6,5.8
929,3264,122279,5.8,13.8
929,3312,122280,5.1,13.9
929,3333,122281,9.1,34.3
929,3346,122282,5.7,9.2
929,3347,122283,6.7,21.7
929,3349,122284,5.3,9.8
929,3355,122285,7.6,17.2
929,3367,122287,6.5,15.3
929,3403,122289,6.8,15.6
929,3408,122290,6.8,16.7
929,3411,122291,4.6,10.6
929,3423,145638,11.9,28.6
929,3443,122293,4.7,11.5
929,3454,122295,4.9,7.9
929,3487,122297,4.7,11.7
929,3492,122298,5.1,14
929,3542,122299,4.2,SUPP
929,3548,122300,4.1,SUPP
929,3550,147930,5.8,12.3
929,3560,122302,3.3,SUPP
929,3711,148282,7,24.4
929,3713,148503,6.7,18.8
929,3726,122307,6.5,21.2
929,3732,148283,6.7,22.7
929,3746,122309,7.3,19.7
929,3770,141832,6.4,16.8
929,3840,148261,7.2,16.3
929,3888,122312,5.9,11.4
929,3917,141828,4.7,12.6
929,3918,134473,6.5,19.1
929,3920,135064,3.3,0
929,3922,131221,5.2,23.5
929,3923,135634,4.2,8.6
929,4000,137747,6.9,18.1
929,4002,140002,14.3,45.2
929,4005,144601,8.8,22.4
929,4008,144977,9.2,28.7
929,4079,122326,6.5,15.5
929,4130,122328,8.8,31.6
929,4150,143469,5.2,12.1
929,4161,122334,6.6,21.3
929,4162,122335,7,19.5
929,4168,138078,5.2,11.5
929,4198,146871,8.1,23.7
929,4199,146894,6.4,18.5
929,4309,137748,6.4,14.3
929,4332,122348,8.3,23.7
929,4361,122350,8.5,16.4
929,4369,146926,10,28.8
929,4370,122352,7.7,25.8
929,4404,122354,7.5,23.1
929,4417,143291,8.8,26.1
929,4424,137457,9.5,29.9
929,4426,145783,7.3,19.7
929,4437,137598,13.2,46
929,4438,122362,11.4,37.4
929,4439,122363,9.7,31.9
929,4441,143292,6.6,15.1
929,4501,137746,9.7,28.6
929,4632,141814,10.5,34.5
929,4654,148260,6.7,17.7
929,4800,145784,6.3,18.4
929,4802,145639,5.8,11.8
929,5201,145637,7.4,18.8
929,5400,122374,11.8,38
929,5950,145957,14.1,43.7
929,6905,135619,7,19.1
929,6906,135886,11.2,40.1
929,7003,122382,10,34.5
929,7006,122383,14,38.8
929,7010,122384,9.9,44.7
929,7012,122385,7.5,26.8
929,7018,146121,9.7,34.4
929,7021,122388,11.3,46.3
929,7022,122389,17.8,45.8
929,7023,122390,18.2,66.7
929,7024,132771,26.8,75.9
931,2000,138774,7.2,23.4
931,2001,142200,4.9,8.2
931,2002,145648,6.8,18.5
931,2003,138501,6.5,19.5
931,2004,139064,7,22.6
931,2007,139709,6.9,17.7
931,2008,139777,7.2,22.2
931,2009,140344,7.4,24.9
931,2010,140556,8,23.6
931,2011,140652,5.4,11.3
931,2012,140688,6,16.9
931,2013,140827,6.9,20.6
931,2014,141201,7.6,22.4
931,2015,141231,9.7,35.1
931,2016,141364,6.9,18.7
931,2017,141951,6.1,11.6
931,2019,142409,7.3,21.1
931,2020,143951,7.8,21.1
931,2021,144398,5.9,16.8
931,2022,146270,5,16.4
931,2023,146278,8.5,34.5
931,2024,146380,5.8,14.5
931,2025,146381,7.9,32.7
931,2027,146815,8,26.2
931,2028,147032,6.8,20.9
931,2030,147640,5.7,12
931,2031,147641,7.7,20.8
931,2032,147759,5.7,17.2
931,2033,147839,5.8,6.7
931,2034,147865,5.5,13.9
931,2035,147898,6.2,17.3
931,2036,147909,5.9,18.2
931,2037,148247,8.8,31
931,2053,139298,7.1,24.7
931,2055,122994,6.6,16.6
931,2056,145094,7.7,22.4
931,2057,122996,6.6,18.6
931,2058,122997,6.1,14.6
931,2060,146810,6.3,15.9
931,2103,123001,5.4,13.6
931,2104,123002,7.5,23.2
931,2106,123003,5.6,13.3
931,2151,146236,5.5,12
931,2200,123006,7.5,26
931,2202,123007,6.4,17.2
931,2207,123008,7.1,22.8
931,2208,123009,6.2,9.3
931,2210,123011,6.2,16
931,2211,141051,7.3,18.8
931,2250,142645,4.7,9.4
931,2251,142341,6.4,17.3
931,2252,123015,6.2,19.3
931,2254,123016,4.2,7.8
931,2255,144185,7.2,24.3
931,2302,145651,7.4,20.3
931,2303,142449,7.5,21.1
931,2304,142362,7.5,22.8
931,2352,123021,6.4,17.1
931,2353,123022,6.5,15.1
931,2354,123023,5.3,12.2
931,2357,123025,5.6,12
931,2450,123028,5,7.5
931,2452,143969,4.9,13.7
931,2455,146481,6.1,19.5
931,2456,123031,5.2,11.9
931,2459,147281,4.7,7.8
931,2463,123034,6.6,17.3
931,2465,123036,9,31.8
931,2504,123037,4.2,10.7
931,2506,123038,6.4,15.1
931,2507,123039,6.4,17.6
931,2510,123040,6.3,12
931,2512,123041,5.3,11.3
931,2513,123042,5.5,14.6
931,2525,123046,7.4,23.4
931,2527,123047,5.2,14
931,2533,123050,5.7,14.6
931,2534,142384,6.1,15.9
931,2555,123057,4,6.4
931,2560,123059,6.6,22.5
931,2561,137992,7.1,20.1
931,2562,138009,5.6,17.1
931,2563,123062,5.5,13.2
931,2565,123063,5.8,16.7
931,2566,144547,4.5,10.2
931,2567,139762,6,12.8
931,2572,140301,7.7,23.2
931,2573,140237,6.4,14.6
931,2574,137920,5.4,12.4
931,2578,145649,6.7,14
931,2583,123072,4.3,7.2
931,2587,123073,6.9,20
931,2589,123074,8.7,30.8
931,2590,123075,6.4,14.9
931,2591,123076,5,9.7
931,2593,139985,7.7,25.3
931,2594,123079,7,19.6
931,2595,123080,4.7,15.3
931,2596,140279,6.1,13.7
931,2598,144871,8.9,28.8
931,2601,123084,6.1,14.3
931,2602,123085,4.6,7.7
931,2605,123087,6.6,19.7
931,2607,142728,7.9,24.7
931,2608,130962,6.2,14.4
931,2609,139750,5.2,9.5
931,2610,132057,6.2,16.7
931,2613,133532,5.5,11.4
931,3000,123090,5.6,8
931,3004,144187,6.5,13.6
931,3005,142206,4.1,6.9
931,3022,144872,7.3,20.2
931,3040,142350,4.9,8.6
931,3043,123096,7.8,26.1
931,3044,123097,6.5,15.6
931,3064,123098,7.6,21.1
931,3065,123099,6.2,14.6
931,3081,123100,5.5,8.2
931,3082,123101,3.8,7.5
931,3083,123102,5.3,8
931,3085,123103,5.2,8.6
931,3090,147753,6.6,21.1
931,3100,123105,5.1,9.9
931,3120,123106,7.2,19.7
931,3122,123107,6.5,16.7
931,3123,123108,7.2,21.2
931,3124,143986,4.4,5.7
931,3125,123110,4.7,7.6
931,3127,140983,5.6,14
931,3128,142152,4.5,10.9
931,3130,140871,5.7,14
931,3131,142140,6.3,13
931,3141,123115,10,42.1
931,3142,123116,5.4,12.9
931,3144,143889,7,18.8
931,3145,123118,6.2,10.7
931,3146,123119,5.3,15.7
931,3147,141053,7.9,22.3
931,3161,144432,6,17.2
931,3167,144433,5.3,14.7
931,3180,123124,7,13.6
931,3181,147507,5.9,13.2
931,3182,123126,6.4,15.3
931,3183,123127,6.5,16.5
931,3184,123128,7.9,31.5
931,3186,123129,8.8,27.9
931,3187,123130,8.4,25.1
931,3188,123131,5.9,15.6
931,3200,123133,6.2,10.6
931,3205,123135,5.3,6.7
931,3206,123136,7.3,28.2
931,3207,142508,5.6,11.7
931,3208,140916,5.9,13.4
931,3210,123139,7.3,24
931,3211,123140,5.4,13
931,3213,123142,8.6,25.4
931,3216,123143,4.2,7.3
931,3221,144568,7.5,19.7
931,3222,140278,3.9,6.3
931,3223,123146,6.2,16.3
931,3224,141459,5.4,11
931,3225,142664,7.1,20.5
931,3228,140474,9,29.5
931,3230,140307,6.8,18.9
931,3231,123151,7,21.4
931,3232,140283,4.5,6.7
931,3233,123153,5.4,15.3
931,3234,123154,6.8,19.7
931,3235,123155,5.2,11.8
931,3237,144584,6,10.7
931,3238,123157,7.1,16.5
931,3239,140293,5.6,15
931,3240,123159,5.9,16.7
931,3241,123160,6.3,16.8
931,3242,123161,5.8,23.5
931,3243,146941,5.8,15.5
931,3244,145650,6.6,17.5
931,3246,140255,7.3,19.3
931,3247,123166,6.4,15.8
931,3249,123168,6.3,9.4
931,3250,140473,5.7,15.1
931,3251,123170,7.9,18.2
931,3253,123172,6.3,18
931,3254,123173,5.8,13.3
931,3256,146939,5.5,11.2
931,3257,123176,6.8,19.2
931,3258,123177,4.3,7.4
931,3260,123178,7,16.5
931,3262,123179,5.7,19.1
931,3302,142191,4.2,4.9
931,3351,144525,5.8,15.1
931,3408,123183,6.1,16
931,3420,141150,8.2,24.5
931,3452,144530,5,3.6
931,3453,147716,7.5,22.6
931,3500,123187,5.8,15.6
931,3505,123188,6.9,19.2
931,3550,141833,4.5,4.7
931,3555,141816,8.5,15.2
931,3556,139532,5.5,14.1
931,3600,141840,6.9,17.5
931,3605,142377,7.1,20.1
931,3651,140915,6,12.9
931,3655,143888,7.3,18.1
931,3657,145449,4.6,SUPP
931,3752,123197,6.7,23.6
931,3755,123198,13.5,35.9
931,3760,123199,5.4,14.4
931,3801,123200,5.8,12.5
931,3803,123201,4.5,5.8
931,3807,144577,5,7.9
931,3810,123203,5.8,15.8
931,3820,123204,6.6,20.5
931,3822,139527,6.5,21.1
931,3823,139530,7.9,20.8
931,3824,123207,6.2,15
931,3825,141155,5.9,16.8
931,3826,139529,8.1,24.4
931,3828,144186,5.7,15
931,3832,123211,8.5,25.9
931,3833,123212,6.6,18.8
931,3834,123213,5.5,12.1
931,3835,123214,4.2,8
931,3836,139477,6.1,18.3
931,3837,137910,6.9,19.7
931,3838,123216,5.7,15.5
931,3839,139480,6.7,19.2
931,3842,123218,6.8,20.4
931,3850,123219,5.8,11.4
931,3851,123220,6.8,17.6
931,3852,144688,4.9,7.9
931,3853,123222,2.8,SUPP
931,3854,123223,8.8,28.6
931,3855,123224,5.5,12
931,3856,123225,6.7,18.6
931,3858,123227,7.3,24.5
931,3859,123228,5.6,15.4
931,3861,135265,6.5,16.2
931,3912,139770,6.5,16.8
931,4000,138499,13,38.3
931,4002,138269,6.8,18.8
931,4004,140653,13,38.5
931,4006,140886,10.5,31.4
931,4007,142218,9.9,29.3
931,4008,141111,11.4,41.6
931,4010,137936,9.1,29
931,4011,142024,9.6,29.2
931,4013,146103,9,30.8
931,4014,146800,10.5,34.1
931,4016,147203,7.5,17.6
931,4017,147872,6.9,19.8
931,4018,148353,7.8,20.9
931,4019,148354,12.9,41.3
931,4032,141069,9.7,28.3
931,4040,138289,8.9,26.9
931,4041,123236,10.7,31.6
931,4050,138210,11.2,33.7
931,4052,144008,10.7,29.7
931,4054,137919,6.8,16.5
931,4055,137921,9.1,26.1
931,4060,138897,9,28.7
931,4077,140875,8.8,23.1
931,4082,143984,9.7,27
931,4094,137976,8.1,23.7
931,4116,137970,7.6,21.3
931,4120,139146,10,30.9
931,4125,143890,10.4,31.5
931,4126,140580,10.3,32.8
931,4127,146392,9.1,26
931,4128,142104,10,32
931,4129,138762,6.7,17.3
931,4139,138490,7.5,19.9
931,4140,137357,10,28.1
931,4141,137993,10.4,31
931,4142,137140,9.5,28.5
931,4560,138817,9.3,26.7
931,4580,138667,10.2,31.6
931,4600,141146,6.3,15.5
931,5200,123273,5.1,8.5
931,5950,147784,13.8,56.5
931,6905,135365,9.1,27.9
931,6907,136261,9.5,31
931,7000,139079,11.1,44.9
931,7002,123329,15.5,36.5
931,7003,140217,9.1,SUPP
931,7004,147728,25.7,62.2
931,7007,123331,8.3,19.4
931,7010,123332,9.5,37.9
931,7011,123333,10.9,33
931,7012,147127,11.3,43
931,7018,139312,8.3,25
931,7020,147821,14.3,41.4
931,7027,139322,9.7,32.3
931,7029,146683,10.1,32.6
931,7030,123345,12.8,41.6
933,2000,139278,8.4,25.3
933,2001,145199,6,10.3
933,2002,139324,7.4,23.1
933,2003,139338,6.2,14.2
933,2004,139385,7.8,25.3
933,2005,139387,5.3,11.7
933,2007,139717,8.1,25.2
933,2008,123640,7.3,22.8
933,2010,139934,7.6,18.6
933,2011,139945,4.3,6.3
933,2012,140220,6.2,20.3
933,2013,140408,10.4,38.5
933,2014,141695,7.6,19.5
933,2015,141740,8.2,23.6
933,2016,142326,4.3,7.8
933,2017,142327,6.2,15.5
933,2018,142402,6.7,20
933,2019,123641,7.2,24.5
933,2020,123642,5.9,8.8
933,2021,142579,7.9,22.2
933,2022,123643,5.6,12.7
933,2023,142819,6.5,22.9
933,2024,143143,7.9,26.5
933,2025,144757,7.3,21.4
933,2026,144984,6,10.2
933,2027,144985,8.3,27.2
933,2028,123644,7.3,22.3
933,2029,141782,6.9,26.5
933,2030,146069,8,29.6
933,2031,145842,9.7,26.7
933,2032,139617,6.9,21.7
933,2033,146243,7.1,15.7
933,2034,141790,5.3,12
933,2035,146747,7.5,24.8
933,2037,146778,5.6,11.8
933,2038,123650,4.8,5.1
933,2039,147015,10.5,28.6
933,2040,147019,5.9,14.7
933,2041,123651,5.6,8.8
933,2042,147024,7.5,11.1
933,2043,146447,6.4,15.2
933,2044,147522,10.9,34.5
933,2045,123653,5.7,20.2
933,2046,123654,5,7.2
933,2047,123655,6.9,20.1
933,2048,142800,7,22.4
933,2049,147523,5.6,16.7
933,2050,147842,5.1,13.3
933,2052,148531,8.9,27.5
933,2053,148550,7.1,23.1
933,2057,123658,7.8,36.7
933,2059,146446,4.5,8.9
933,2062,123660,7.8,22
933,2067,123662,7.6,34.8
933,2068,123663,6.7,18
933,2069,123664,5.9,13.2
933,2070,137175,5.1,10.2
933,2081,123667,4.6,9.6
933,2085,123669,7,19.1
933,2102,137174,9.6,30.6
933,2106,123672,6.1,11.3
933,2110,148315,4,4.8
933,2113,136848,6.5,17.7
933,2150,123678,6.8,18.5
933,2152,123679,6.8,19.2
933,2157,123681,9.4,35.2
933,2165,123682,7.1,21.2
933,2166,123683,7.2,19.6
933,2169,148023,6.1,14.5
933,2172,141795,6.9,20
933,2175,123689,6.8,20.2
933,2180,144436,6.9,19.2
933,2182,123695,6.1,18.1
933,2185,123697,6.6,18.8
933,2200,123700,6.7,18.2
933,2203,123701,5.5,11.9
933,2205,123702,8.4,26
933,2206,123703,5.7,13.7
933,2211,123705,3.6,SUPP
933,2212,123706,8.5,32.1
933,2216,137126,5,9.4
933,2221,123710,6.9,17.7
933,2224,123711,6.2,14.7
933,2226,145674,5.4,11.4
933,2227,123713,5.9,14.6
933,2228,123714,5.9,11.7
933,2229,148001,9.1,28.5
933,2250,136841,5.2,11.1
933,2255,147822,5.9,12.6
933,2300,123718,7.9,29.5
933,2302,123719,5.3,10.8
933,2306,123720,5,14.1
933,2309,140455,6.2,12.7
933,2310,147420,7.4,21.9
933,2311,123724,7.3,19.7
933,2312,138849,9,33.3
933,2314,123726,9.9,41.9
933,2319,138843,9.6,36.4
933,2320,123730,7,22.5
933,2325,144437,8.4,29.7
933,2327,123735,5.7,10
933,2329,136926,6.6,16.1
933,2330,146704,4.3,6.8
933,2331,123738,5.7,14.5
933,2332,123739,8.7,31.1
933,2333,132227,7.3,19.6
933,2334,133560,7.1,16.5
933,2335,135830,6.8,21.9
933,3001,123740,8,25.8
933,3008,123742,5.9,14.1
933,3009,123743,3.7,4.5
933,3017,123745,6.2,20.7
933,3020,123746,6.2,14.9
933,3029,123747,6.7,17.8
933,3035,123749,6.1,14.1
933,3037,123750,6.5,13.9
933,3039,123751,7.2,20.6
933,3040,123752,4.7,6.9
933,3041,123753,5.7,12.8
933,3042,123754,9.4,31.8
933,3047,123755,5.9,11.7
933,3048,123756,7,20
933,3057,123757,9.5,33.6
933,3058,123758,6.9,16.1
933,3060,123759,8.2,27.9
933,3061,123760,8.2,28.4
933,3062,123761,6,16.2
933,3064,123762,8.1,27.3
933,3065,140456,6.2,16.4
933,3066,123764,6,12.8
933,3076,123766,6.4,19.6
933,3078,123767,7.4,18.2
933,3080,123769,6.3,21.7
933,3085,141800,9.6,27.4
933,3086,140636,4.2,5.5
933,3101,123774,5,12.5
933,3105,123775,6.8,25.7
933,3110,123776,6.7,16.5
933,3114,123777,5.3,13.5
933,3115,138942,6.1,17.4
933,3119,123779,5.3,18.9
933,3121,123780,6,16
933,3123,140645,8.5,29.2
933,3129,123782,7.2,21.5
933,3132,123783,6.2,17.1
933,3151,123784,5.9,13.5
933,3152,123785,7.2,21.6
933,3154,123786,6.3,17.2
933,3158,123789,5.7,15.7
933,3159,147324,5.8,16.2
933,3178,123793,6.6,15.3
933,3180,123795,9.5,27.1
933,3181,123796,9.1,30.8
933,3182,145675,5.7,16.4
933,3184,141162,5.9,16.1
933,3186,123800,5.8,11.7
933,3189,141159,6,12.4
933,3190,123802,5.4,15
933,3191,140062,6.8,17.9
933,3195,146676,5.1,8.3
933,3225,138763,5.5,13.2
933,3226,123807,6.8,17.9
933,3227,146942,4.8,10
933,3232,143331,5.3,12.1
933,3236,143330,5.7,12.5
933,3237,143332,7.3,21.7
933,3238,147823,6.1,18.3
933,3240,136601,6.9,21.8
933,3276,123814,6.6,17.9
933,3277,123815,6.6,20.8
933,3278,123816,6.6,20.9
933,3281,123818,4.4,10.3
933,3283,140305,4.8,8.9
933,3284,123820,6.3,22.9
