RECTYPE,LEA,ESTAB,URN,SCHNAME,NFTYPE,FEEDER,ICLOSE,ALL_SCORE,ALL_UPPER,ALL_LOWER,ALL_COHORT,ALL_PROGRESSED,ALL_APPREN,ALL_HE,ALL_TOP3RD,ALL_RUSSELL,ALL_OXBRIDGE,ALL_HTECH,ACADAGEN_COHORT,ACADAGEN_PROGRESSED,ACADAGEN_SCORE,ACADAGEN_UPPER,ACADAGEN_LOWER,TLEV_COHORT,TLEV_PROGRESSED,TLEV_SCORE,TLEV_UPPER,TLEV_LOWER,OTHER_COHORT,OTHER_PROGRESSED,OTHER_SCORE,OTHER_UPPER,OTHER_LOWER,DIS_PROGRESSED,DIS_APPREN,DIS_HE,DIS_TOP3RD,DIS_RUSSELL,DIS_OXBRIDGE,DIS_HTECH
1,855,4048,137969,Bosworth Academy,ACC,0,0,0,7,-7,140,79%,1%,79%,30%,26%,1%,0%,140,79%,0,6,-6,0,0%,NA,NA,NA,0,0%,NA,NA,NA,80%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,855,4049,137983,Wreake Valley Academy,ACC,0,0,-6,3,-15,82,67%,1%,66%,11%,11%,0%,0%,82,67%,-6,2,-14,0,0%,NA,NA,NA,0,0%,NA,NA,NA,50%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,855,4056,120274,Iveshead School,CY,0,0,-12,0,-23,55,56%,2%,55%,11%,11%,2%,0%,54,57%,-12,0,-23,0,0%,NA,NA,NA,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,855,4503,138150,Lutterworth College,ACC,0,0,0,6,-6,173,74%,4%,68%,14%,11%,0%,2%,173,74%,0,6,-6,0,0%,NA,NA,NA,0,0%,NA,NA,NA,73%,0%,73%,0%,0%,0%,0%
1,855,4505,137640,Rawlins Academy,ACC,0,0,7,13,0,151,82%,1%,79%,23%,17%,0%,1%,151,82%,7,13,0,0,0%,NA,NA,NA,0,0%,NA,NA,NA,86%,0%,86%,21%,14%,0%,0%
1,855,4508,138833,Ashby School,ACC,0,1,0,5,-5,284,78%,4%,73%,25%,18%,1%,1%,284,78%,0,4,-4,0,0%,NA,NA,NA,0,0%,NA,NA,NA,42%,0%,42%,26%,26%,5%,0%
1,855,4601,138298,De Lisle College Loughborough Leicestershire,ACC,0,0,4,11,-3,117,84%,1%,80%,32%,24%,3%,3%,117,84%,4,11,-3,0,0%,NA,NA,NA,0,0%,NA,NA,NA,78%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,855,8002,130748,Loughborough College,General Further Education College,0,0,2,4,0,1233,52%,1%,45%,5%,3%,0%,6%,356,72%,4,8,0,84,60%,17,27,6,793,43%,-1,2,-4,47%,0%,41%,1%,0%,0%,6%
1,855,8300,130754,The SMB Group,Agriculture and Horticulture College,0,0,-9,-4,-13,297,36%,0%,30%,2%,2%,0%,7%,10,50%,-15,10,-40,114,35%,-10,-1,-18,173,36%,-8,0,-15,27%,0%,22%,8%,8%,0%,5%
LA,855,,,,,,,-1,NA,NA,4153,64%,2%,60%,15%,12%,1%,3%,2865,75%,0,NA,NA,237,43%,-2,NA,NA,1051,41%,-3,NA,NA,66%,2%,61%,16%,13%,1%,3%
1,925,4000,137572,Bourne Academy,ACC,0,0,-5,3,-13,107,65%,2%,64%,9%,8%,0%,0%,107,65%,-5,2,-12,0,0%,NA,NA,NA,0,0%,NA,NA,NA,62%,0%,62%,8%,8%,0%,0%
1,925,4001,137282,University Academy Holbeach,AC,0,0,4,14,-6,72,68%,4%,60%,7%,6%,0%,4%,56,70%,2,12,-8,10,70%,20,50,-10,6,50%,0,39,-39,60%,10%,50%,10%,10%,0%,0%
1,925,4004,138638,Kesteven and Grantham Girls' School,ACC,0,0,6,12,0,163,91%,1%,88%,44%,39%,3%,2%,163,91%,6,12,0,0,0%,NA,NA,NA,0,0%,NA,NA,NA,100%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,925,4005,137667,Kesteven and Sleaford High School Selective Academy,ACC,1,0,8,19,-3,51,88%,0%,86%,22%,14%,0%,2%,49,92%,10,21,-1,0,0%,NA,NA,NA,2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,925,4008,140950,Lincoln UTC,UTC,0,0,-11,3,-25,33,42%,0%,39%,6%,3%,0%,3%,11,64%,-10,14,-34,22,32%,-12,8,-32,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,925,4010,137873,The Deepings School,ACC,0,0,-8,0,-16,103,65%,3%,61%,7%,7%,0%,1%,103,65%,-8,0,-15,0,0%,NA,NA,NA,0,0%,NA,NA,NA,22%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,925,4019,136624,Walton Academy,ACC,0,0,-5,6,-16,56,63%,0%,57%,13%,11%,0%,5%,56,63%,-5,5,-15,0,0%,NA,NA,NA,0,0%,NA,NA,NA,42%,0%,42%,8%,8%,0%,0%
1,925,4022,139140,Boston High School,ACC,0,0,7,14,0,143,77%,3%,69%,13%,11%,0%,5%,143,77%,7,13,0,0,0%,NA,NA,NA,0,0%,NA,NA,NA,73%,9%,55%,9%,9%,0%,9%
1,925,4027,120642,Spalding High School,CY,0,0,5,12,-2,118,86%,1%,85%,26%,23%,1%,1%,118,86%,5,12,-2,0,0%,NA,NA,NA,0,0%,NA,NA,NA,85%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,925,4065,120655,"The Queen Elizabeth's High School, Gainsborough",CY,0,0,4,11,-3,136,85%,2%,82%,37%,34%,4%,1%,136,85%,4,10,-2,0,0%,NA,NA,NA,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,925,4501,137793,Bourne Grammar School,ACC,0,0,-4,2,-10,194,79%,3%,75%,30%,27%,1%,1%,194,79%,-4,1,-9,0,0%,NA,NA,NA,0,0%,NA,NA,NA,71%,SUPP,57%,14%,14%,0%,SUPP
1,925,4514,136491,De Aston School,ACC,0,0,-2,9,-13,56,64%,0%,59%,7%,7%,0%,5%,55,65%,-1,9,-11,0,0%,NA,NA,NA,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,925,4603,139304,Spalding Grammar School,ACC,0,0,-3,4,-10,116,79%,1%,78%,39%,30%,3%,1%,110,80%,-4,3,-11,6,67%,10,48,-28,0,0%,NA,NA,NA,73%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
3,925,4900,132933,North Hykeham Joint Sixth Form,,0,0,2,8,-4,162,70%,1%,67%,11%,10%,1%,3%,145,72%,1,7,-5,17,53%,9,32,-14,0,0%,NA,NA,NA,58%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
3,925,4901,132951,Sleaford Joint Sixth Form,,0,0,0,4,-4,296,74%,1%,70%,19%,15%,SP,3%,257,78%,0,5,-5,24,50%,4,23,-15,15,33%,-11,13,-35,73%,0%,73%,9%,5%,SUPP,0%
1,925,5400,138757,Skegness Grammar School,ACC,0,0,13,25,0,45,93%,2%,89%,38%,31%,0%,2%,45,93%,13,25,0,0,0%,NA,NA,NA,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,925,5401,136315,Queen Elizabeth's Grammar Alford - A Selective Academy,ACC,0,0,-1,8,-10,74,81%,1%,80%,38%,30%,3%,0%,72,82%,-1,8,-10,2,SUPP,SUPP,SUPP,SUPP,0,0%,NA,NA,NA,88%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,925,5402,137166,"The King's School, Grantham",ACC,0,0,7,14,0,116,90%,3%,86%,41%,30%,2%,1%,116,90%,7,14,0,0,0%,NA,NA,NA,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,925,5403,137213,Carre's Grammar School,ACC,1,0,2,10,-6,105,81%,2%,78%,32%,28%,1%,1%,103,82%,2,9,-5,0,0%,NA,NA,NA,2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,925,5405,142262,King Edward VI Grammar School,ACC,0,0,4,14,-6,71,87%,0%,87%,48%,42%,4%,0%,71,87%,4,13,-5,0,0%,NA,NA,NA,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,925,5406,136350,Caistor Grammar School,ACC,0,0,1,10,-8,89,89%,0%,89%,55%,47%,8%,0%,89,89%,1,9,-7,0,0%,NA,NA,NA,0,0%,NA,NA,NA,89%,0%,89%,44%,44%,0%,0%
1,925,5407,136537,Lincoln Castle Academy,ACC,0,0,-3,10,-16,39,56%,0%,51%,0%,0%,0%,5%,39,56%,-3,9,-15,0,0%,NA,NA,NA,0,0%,NA,NA,NA,67%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,925,5408,137447,Lincoln Christ's Hospital School,ACC,0,0,9,17,0,113,78%,1%,74%,18%,17%,0%,3%,106,76%,6,13,-1,7,100%,56,92,19,0,0%,NA,NA,NA,74%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,925,5411,138665,"Queen Elizabeth's Grammar School, Horncastle",ACC,0,0,11,19,2,105,92%,1%,90%,30%,25%,3%,1%,105,92%,11,18,3,0,0%,NA,NA,NA,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,925,5412,136871,North Kesteven Academy,ACC,1,0,3,12,-6,87,70%,0%,67%,7%,5%,1%,3%,76,74%,3,12,-6,11,45%,3,31,-25,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,925,5413,137135,Sir Robert Pattinson Academy,ACC,1,0,1,10,-8,75,71%,1%,67%,16%,16%,0%,3%,69,71%,0,9,-9,6,67%,19,57,-19,0,0%,NA,NA,NA,43%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,925,5415,136415,William Farr CofE Comprehensive School,ACC,0,0,-2,5,-9,134,81%,1%,78%,20%,16%,1%,1%,134,81%,-2,4,-8,0,0%,NA,NA,NA,0,0%,NA,NA,NA,78%,SUPP,67%,11%,11%,SUPP,SUPP
1,925,5418,136358,Branston Community Academy,ACC,0,0,-8,1,-17,78,63%,1%,59%,8%,5%,0%,3%,72,63%,-11,-1,-20,6,67%,22,60,-16,0,0%,NA,NA,NA,80%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,925,5420,138839,"Sir William Robertson Academy, Welbourn",ACC,0,0,3,16,-10,41,71%,2%,63%,7%,5%,0%,5%,41,71%,3,15,-9,0,0%,NA,NA,NA,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,925,5421,139623,"St Peter and St Paul, Catholic Voluntary Academy",ACC,0,0,-10,5,-25,31,58%,0%,48%,10%,10%,0%,10%,30,60%,-8,6,-22,1,SUPP,SUPP,SUPP,SUPP,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,925,5424,139180,The Boston Grammar School,ACC,0,0,4,13,-5,76,78%,0%,74%,20%,22%,0%,4%,76,78%,4,13,-5,0,0%,NA,NA,NA,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,925,6905,135563,The Priory Witham Academy,AC,0,0,-11,4,-26,29,55%,0%,48%,3%,3%,0%,7%,28,57%,-10,5,-25,1,SUPP,SUPP,SUPP,SUPP,0,0%,NA,NA,NA,53%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,925,6906,135564,The Priory City of Lincoln Academy,AC,0,0,-2,17,-21,20,65%,5%,60%,10%,5%,0%,0%,18,72%,3,22,-16,2,SUPP,SUPP,SUPP,SUPP,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,925,6907,135565,The Priory Academy LSST,AC,0,0,6,11,0,223,86%,2%,83%,35%,31%,3%,1%,215,87%,6,11,0,8,63%,11,44,-22,0,0%,NA,NA,NA,80%,SUPP,75%,20%,20%,5%,SUPP
1,925,6909,136044,St George's Academy,AC,1,0,-5,2,-12,140,63%,0%,59%,8%,5%,0%,4%,105,69%,-7,0,-14,24,50%,4,23,-15,11,36%,-9,19,-37,75%,0%,75%,0%,0%,0%,0%
1,925,6910,136194,The Priory Ruskin Academy,AC,0,0,0,9,-9,89,66%,0%,63%,3%,3%,0%,3%,82,67%,-1,7,-9,7,57%,14,50,-22,0,0%,NA,NA,NA,67%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,925,6911,136217,Skegness Academy,AC,0,0,-5,7,-17,50,56%,0%,50%,2%,2%,0%,6%,50,56%,-5,6,-16,0,0%,NA,NA,NA,0,0%,NA,NA,NA,55%,0%,45%,SUPP,SUPP,0%,9%
1,925,8000,130759,Grantham College,General Further Education College,0,0,-4,3,-11,127,46%,2%,30%,5%,4%,0%,14%,19,63%,-1,17,-19,10,20%,-23,7,-53,98,45%,-2,7,-11,48%,0%,31%,0%,0%,0%,17%
1,925,8004,130761,Boston College,General Further Education College,0,0,-3,1,-7,314,42%,1%,30%,3%,2%,0%,11%,38,58%,-4,9,-17,15,7%,-30,-5,-54,261,42%,-1,4,-6,47%,0%,32%,0%,0%,0%,15%
1,925,8006,130762,Lincoln College,General Further Education College,0,0,-9,-5,-12,634,41%,2%,31%,3%,2%,0%,8%,206,50%,-12,-6,-17,39,56%,12,27,-3,389,34%,-10,-5,-14,41%,0%,31%,2%,0%,0%,9%
LA,925,,,,,,,-1,NA,NA,4686,66%,1%,60%,17%,14%,1%,5%,3428,75%,0,NA,NA,193,51%,6,NA,NA,1065,39%,-5,NA,NA,68%,2%,62%,18%,16%,1%,4%
1,333,4000,137673,Ormiston Forge Academy,AC,0,0,-4,5,-13,79,61%,1%,59%,6%,6%,1%,0%,76,63%,-3,6,-12,0,0%,NA,NA,NA,3,SUPP,SUPP,SUPP,SUPP,63%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,333,4005,141813,Health Futures UTC,UTC,0,0,20,31,8,55,89%,0%,85%,15%,15%,0%,4%,49,92%,20,31,8,6,67%,16,54,-22,0,0%,NA,NA,NA,93%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,333,4024,136616,Wood Green Academy,ACC,0,0,9,17,0,105,82%,2%,76%,9%,9%,0%,4%,105,82%,9,16,1,0,0%,NA,NA,NA,0,0%,NA,NA,NA,83%,SUPP,78%,SUPP,SUPP,0%,SUPP
1,333,4028,136091,The Phoenix Collegiate,FD,0,0,9,17,0,97,75%,3%,70%,12%,10%,1%,2%,92,79%,11,19,2,4,SUPP,SUPP,SUPP,SUPP,1,SUPP,SUPP,SUPP,SUPP,73%,SUPP,68%,11%,11%,SUPP,SUPP
1,333,4138,104018,Holly Lodge High School College of Science,FD,0,0,9,19,-1,68,79%,0%,78%,15%,13%,0%,1%,68,79%,9,18,0,0,0%,NA,NA,NA,0,0%,NA,NA,NA,70%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,333,6905,134993,Sandwell Academy,AC,0,0,9,15,2,154,77%,1%,76%,14%,13%,0%,1%,154,77%,9,15,2,0,0%,NA,NA,NA,0,0%,NA,NA,NA,88%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,333,6906,135170,Shireland Collegiate Academy,AC,0,0,6,14,-2,93,70%,0%,69%,8%,8%,0%,1%,85,71%,5,13,-3,7,71%,25,61,-11,1,SUPP,SUPP,SUPP,SUPP,71%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,333,6907,135234,George Salter Academy,AC,0,0,5,12,-2,120,67%,1%,63%,7%,7%,0%,3%,120,67%,5,12,-2,0,0%,NA,NA,NA,0,0%,NA,NA,NA,65%,SUPP,62%,6%,6%,0%,SUPP
1,333,6908,135449,Q3 Academy Great Barr,AC,0,0,17,28,5,56,89%,2%,84%,16%,16%,0%,4%,56,89%,17,27,6,0,0%,NA,NA,NA,0,0%,NA,NA,NA,86%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,333,6909,135599,Gospel Oak School,AC,0,0,-14,1,-29,31,48%,10%,39%,6%,3%,0%,0%,25,52%,-16,0,-32,6,33%,-8,30,-46,0,0%,NA,NA,NA,42%,8%,33%,0%,SUPP,0%,0%
1,333,8000,130479,Sandwell College,General Further Education College,0,0,6,8,3,864,56%,1%,52%,4%,3%,0%,3%,267,74%,5,9,0,4,SUPP,SUPP,SUPP,SUPP,593,49%,7,10,3,55%,SP,51%,4%,3%,0%,4%
LA,333,,,,,,,7,NA,NA,1832,66%,1%,62%,7%,7%,SP,3%,1192,76%,7,NA,NA,40,55%,11,NA,NA,600,48%,7,NA,NA,67%,2%,63%,8%,8%,SP,2%
1,334,4001,142900,WMG Academy for Young Engineers (Solihull),UTC,0,0,-17,-3,-30,42,31%,10%,19%,7%,5%,0%,2%,1,SUPP,SUPP,SUPP,SUPP,41,32%,-16,-1,-30,0,0%,NA,NA,NA,43%,SUPP,29%,7%,SUPP,0%,SUPP
1,334,4003,146379,Tudor Grange Academy Kingshurst,AC,0,0,1,9,-7,93,55%,2%,51%,6%,5%,1%,2%,49,71%,7,18,-4,8,50%,12,45,-21,36,33%,-9,6,-24,32%,SUPP,27%,0%,0%,SUPP,SUPP
1,334,4014,136310,"Tudor Grange Academy, Solihull",ACC,0,0,4,11,-3,143,87%,8%,78%,31%,30%,0%,1%,143,87%,4,10,-2,0,0%,NA,NA,NA,0,0%,NA,NA,NA,100%,10%,90%,10%,20%,0%,0%
1,334,4015,136994,Alderbrook School,ACC,0,0,-5,3,-13,90,74%,2%,70%,18%,16%,1%,2%,90,74%,-5,3,-13,0,0%,NA,NA,NA,0,0%,NA,NA,NA,50%,0%,50%,0%,0%,SUPP,0%
1,334,4017,136333,Arden,ACC,0,0,-7,0,-14,138,74%,4%,70%,31%,25%,1%,1%,138,74%,-7,0,-13,0,0%,NA,NA,NA,0,0%,NA,NA,NA,56%,SUPP,44%,0%,0%,0%,SUPP
1,334,4030,136909,Heart of England School,ACC,0,0,-4,5,-13,86,76%,6%,67%,29%,30%,0%,2%,86,76%,-4,4,-12,0,0%,NA,NA,NA,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,334,4650,104119,St Peter's Catholic School,VA,0,0,-2,6,-10,112,75%,4%,70%,30%,29%,2%,1%,112,75%,-2,5,-9,0,0%,NA,NA,NA,0,0%,NA,NA,NA,58%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,334,4661,136347,John Henry Newman Catholic College,AC,0,0,-14,-2,-25,51,59%,0%,55%,12%,12%,0%,4%,49,59%,-15,-3,-26,0,0%,NA,NA,NA,2,SUPP,SUPP,SUPP,SUPP,83%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,334,6905,129342,Grace Academy Solihull,AC,0,0,-4,14,-22,22,73%,0%,73%,0%,0%,0%,0%,22,73%,-4,13,-21,0,0%,NA,NA,NA,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,334,6906,135971,Park Hall Academy,AC,0,0,2,12,-8,72,72%,0%,71%,6%,4%,0%,1%,68,71%,0,9,-9,4,SUPP,SUPP,SUPP,SUPP,0,0%,NA,NA,NA,79%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,334,8000,130481,Solihull College & University Centre,General Further Education College,0,0,-4,-1,-6,1247,42%,2%,34%,1%,1%,0%,6%,357,41%,-15,-10,-19,111,54%,9,18,0,779,40%,-1,2,-4,38%,1%,32%,1%,1%,0%,6%
1,334,8600,144887,"The Sixth Form College, Solihull",ACC1619,0,0,9,11,6,1053,79%,1%,76%,17%,17%,SP,2%,792,82%,4,6,1,17,59%,11,34,-12,244,72%,23,29,16,85%,1%,84%,17%,17%,0%,1%
LA,334,,,,,,,0,NA,NA,3149,62%,2%,57%,12%,12%,SP,3%,1907,72%,-2,NA,NA,181,50%,4,NA,NA,1061,47%,4,NA,NA,63%,3%,58%,14%,13%,SP,3%
1,335,4001,137274,Bloxwich Academy,AC,0,0,2,19,-15,25,72%,0%,72%,16%,12%,0%,0%,25,72%,2,18,-14,0,0%,NA,NA,NA,0,0%,NA,NA,NA,60%,0%,60%,13%,SUPP,0%,0%
1,335,4003,138374,West Walsall E-ACT Academy,AC,0,0,27,39,14,43,95%,0%,93%,9%,12%,0%,2%,43,95%,27,39,14,0,0%,NA,NA,NA,0,0%,NA,NA,NA,94%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,335,4004,138606,Blue Coat Church of England Academy,AC,0,0,23,35,10,50,84%,0%,84%,6%,6%,0%,0%,49,84%,23,34,11,1,SUPP,SUPP,SUPP,SUPP,0,0%,NA,NA,NA,80%,0%,80%,7%,7%,0%,0%
1,335,4005,139789,Walsall Studio School,SS,0,0,16,26,5,61,64%,0%,62%,8%,7%,0%,2%,27,67%,6,21,-9,7,71%,32,68,-4,27,59%,20,38,1,67%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,335,4007,137830,Joseph Leckie Academy,ACC,0,0,15,24,5,76,78%,1%,72%,4%,4%,0%,4%,66,77%,11,20,1,10,80%,40,70,9,0,0%,NA,NA,NA,89%,SUPP,85%,SUPP,SUPP,0%,SUPP
1,335,4106,142594,Pool Hayes Academy,ACC,0,0,-10,1,-21,58,62%,0%,62%,0%,0%,0%,0%,54,61%,-12,0,-23,4,SUPP,SUPP,SUPP,SUPP,0,0%,NA,NA,NA,65%,0%,65%,0%,0%,0%,0%
1,335,4606,104255,St Francis of Assisi Catholic College,VA,0,0,3,12,-6,80,78%,8%,66%,15%,15%,0%,4%,80,78%,3,12,-6,0,0%,NA,NA,NA,0,0%,NA,NA,NA,87%,7%,73%,13%,13%,0%,7%
1,335,5400,137707,The Streetly Academy,ACC,0,0,-8,0,-16,95,68%,3%,65%,16%,14%,0%,0%,95,68%,-8,0,-16,0,0%,NA,NA,NA,0,0%,NA,NA,NA,73%,0%,73%,0%,0%,0%,0%
1,335,5401,104259,"St Thomas More Catholic School, Willenhall",VA,0,0,13,20,5,127,82%,2%,80%,9%,8%,0%,1%,127,82%,13,20,5,0,0%,NA,NA,NA,0,0%,NA,NA,NA,78%,SUPP,75%,8%,8%,0%,SUPP
1,335,5402,136620,Shire Oak Academy,ACC,0,0,-8,1,-17,89,66%,2%,63%,16%,15%,0%,1%,89,66%,-8,0,-16,0,0%,NA,NA,NA,0,0%,NA,NA,NA,75%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,335,5403,136777,Queen Mary's High School,ACC,0,0,8,18,-2,67,96%,1%,93%,36%,39%,3%,1%,67,96%,8,17,-1,0,0%,NA,NA,NA,0,0%,NA,NA,NA,100%,SUPP,88%,38%,38%,0%,SUPP
1,335,5404,136773,Queen Mary's Grammar School,ACC,0,0,1,7,-5,183,90%,3%,86%,48%,47%,2%,1%,183,90%,1,6,-4,0,0%,NA,NA,NA,0,0%,NA,NA,NA,87%,SUPP,81%,35%,32%,0%,SUPP
1,335,5405,137974,Aldridge School - A Science College,ACC,0,0,9,17,0,99,84%,3%,79%,15%,16%,2%,2%,99,84%,9,17,0,0,0%,NA,NA,NA,0,0%,NA,NA,NA,82%,0%,82%,6%,6%,SUPP,0%
1,335,5406,136885,Barr Beacon School,ACC,0,0,3,11,-5,95,78%,0%,77%,18%,18%,0%,1%,88,80%,3,11,-5,7,57%,6,42,-30,0,0%,NA,NA,NA,58%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,335,6905,133697,Walsall Academy,AC,0,0,8,15,0,131,79%,4%,73%,14%,14%,0%,2%,131,79%,8,15,0,0,0%,NA,NA,NA,0,0%,NA,NA,NA,68%,0%,68%,26%,26%,0%,0%
1,335,6906,135769,Ormiston Shelfield Community Academy,AC,0,0,-15,-6,-23,94,47%,2%,43%,4%,4%,0%,2%,77,51%,-15,-5,-24,12,42%,1,28,-26,5,SUPP,SUPP,SUPP,SUPP,34%,SUPP,29%,3%,3%,0%,SUPP
1,335,6907,135956,Grace Academy Darlaston,AC,0,0,11,27,-5,27,74%,0%,74%,0%,0%,0%,0%,27,74%,11,26,-4,0,0%,NA,NA,NA,0,0%,NA,NA,NA,69%,0%,69%,0%,0%,0%,0%
1,335,8001,130483,Walsall College,General Further Education College,0,0,-2,0,-4,829,40%,1%,30%,1%,1%,0%,9%,7,57%,0,30,-30,13,62%,20,46,-6,809,39%,-3,0,-6,37%,1%,28%,2%,2%,0%,8%
LA,335,,,,,,,2,NA,NA,2229,63%,2%,57%,11%,11%,SP,4%,1334,78%,4,NA,NA,54,63%,20,NA,NA,841,40%,-2,NA,NA,67%,2%,61%,13%,13%,SP,4%
1,307,4007,146318,Ark Acton Academy,AC,0,0,26,38,13,43,93%,0%,93%,19%,12%,0%,0%,43,93%,26,38,13,0,0%,NA,NA,NA,0,0%,NA,NA,NA,88%,0%,88%,0%,0%,0%,0%
1,307,4020,101928,Villiers High School,FD,0,0,22,31,12,77,86%,0%,83%,6%,5%,0%,3%,65,88%,20,30,9,0,0%,NA,NA,NA,12,75%,34,61,6,91%,0%,91%,9%,5%,0%,0%
1,307,4030,145348,Dormers Wells High School,ACC,0,0,9,18,0,85,86%,0%,86%,19%,18%,0%,0%,85,86%,9,17,0,0,0%,NA,NA,NA,0,0%,NA,NA,NA,93%,0%,93%,19%,19%,0%,0%
1,307,4031,137729,Featherstone High School,ACC,0,0,13,19,6,185,85%,0%,84%,17%,16%,1%,1%,185,85%,13,18,7,0,0%,NA,NA,NA,0,0%,NA,NA,NA,88%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,307,4036,131310,Elthorne Park High School,CY,0,0,14,21,6,114,84%,1%,82%,31%,28%,2%,1%,114,84%,14,21,6,0,0%,NA,NA,NA,0,0%,NA,NA,NA,83%,SUPP,80%,17%,13%,0%,SUPP
1,307,4602,137546,Twyford Church of England High School,ACC,0,0,4,9,-1,222,88%,SP,87%,49%,43%,2%,SP,222,88%,4,9,-1,0,0%,NA,NA,NA,0,0%,NA,NA,NA,71%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,307,4603,101934,The Cardinal Wiseman Catholic School,VA,0,0,5,10,0,204,83%,1%,81%,26%,24%,1%,1%,204,83%,5,10,0,0,0%,NA,NA,NA,0,0%,NA,NA,NA,89%,0%,89%,14%,11%,SUPP,0%
1,307,5400,101939,Brentside High School,FD,0,0,12,20,3,99,83%,0%,82%,7%,9%,0%,1%,99,83%,12,20,3,0,0%,NA,NA,NA,0,0%,NA,NA,NA,85%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,307,5401,101940,Greenford High School,FD,0,0,16,21,10,255,87%,3%,82%,24%,22%,1%,2%,197,88%,10,15,4,0,0%,NA,NA,NA,58,83%,39,51,26,89%,1%,88%,20%,17%,1%,0%
1,307,5402,101941,The Ellen Wilkinson School for Girls,FD,0,0,18,26,9,91,90%,0%,88%,19%,13%,0%,2%,91,90%,18,26,9,0,0%,NA,NA,NA,0,0%,NA,NA,NA,88%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,307,5403,137221,Drayton Manor High School,ACC,0,0,14,21,6,148,89%,0%,88%,23%,22%,0%,1%,148,89%,14,20,7,0,0%,NA,NA,NA,0,0%,NA,NA,NA,98%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,307,5404,101943,Northolt High School,FD,0,0,26,42,9,28,93%,0%,93%,18%,18%,0%,0%,28,93%,26,41,10,0,0%,NA,NA,NA,0,0%,NA,NA,NA,100%,0%,100%,43%,43%,0%,0%
