RECTYPE,LEA,ESTAB,URN,SCHNAME,NFTYPE,FEEDER,ICLOSE,ALL_SCORE,ALL_UPPER,ALL_LOWER,ALL_COHORT,ALL_PROGRESSED,ALL_APPREN,ALL_HE,ALL_TOP3RD,ALL_RUSSELL,ALL_OXBRIDGE,ALL_HTECH,ACADAGEN_COHORT,ACADAGEN_PROGRESSED,ACADAGEN_SCORE,ACADAGEN_UPPER,ACADAGEN_LOWER,TLEV_COHORT,TLEV_PROGRESSED,TLEV_SCORE,TLEV_UPPER,TLEV_LOWER,OTHER_COHORT,OTHER_PROGRESSED,OTHER_SCORE,OTHER_UPPER,OTHER_LOWER,DIS_PROGRESSED,DIS_APPREN,DIS_HE,DIS_TOP3RD,DIS_RUSSELL,DIS_OXBRIDGE,DIS_HTECH
1,353,4027,141248,North Chadderton School,ACC,0,0,-7,2,-16,84,63%,5%,55%,7%,7%,0%,4%,84,63%,-7,1,-15,0,0%,NA,NA,NA,0,0%,NA,NA,NA,70%,0%,60%,0%,0%,0%,10%
1,353,4600,137133,The Blue Coat CofE School,ACC,0,0,6,12,0,191,90%,2%,84%,40%,34%,1%,4%,191,90%,6,11,0,0,0%,NA,NA,NA,0,0%,NA,NA,NA,100%,9%,86%,27%,18%,SUPP,5%
1,353,4605,137294,The Crompton House Church of England Academy,ACC,0,0,2,10,-6,102,77%,4%,72%,25%,23%,1%,2%,102,77%,2,10,-6,0,0%,NA,NA,NA,0,0%,NA,NA,NA,86%,SUPP,71%,43%,43%,SUPP,SUPP
1,353,8001,130505,The Oldham College,General Further Education College,0,0,-3,1,-7,297,41%,2%,36%,2%,1%,0%,3%,49,57%,0,11,-11,97,48%,8,17,-1,151,31%,-10,-2,-17,42%,2%,38%,1%,SUPP,0%,2%
1,353,8600,145002,Oldham Sixth Form College,ACC1619,0,0,15,17,12,1113,78%,1%,76%,14%,13%,SP,2%,800,80%,8,10,5,0,0%,NA,NA,NA,313,75%,32,37,26,83%,SP,81%,10%,9%,SUPP,2%
LA,353,,,,,,,9,NA,NA,1787,73%,1%,69%,15%,13%,SP,2%,1226,79%,6,NA,NA,97,49%,8,NA,NA,464,61%,18,NA,NA,72%,2%,68%,17%,16%,SP,2%
1,354,4002,144463,Rochdale Sixth Form College,ACC1619,0,0,9,12,5,730,82%,1%,79%,20%,19%,0%,2%,726,83%,9,12,5,0,0%,NA,NA,NA,4,SUPP,SUPP,SUPP,SUPP,85%,1%,83%,17%,16%,0%,1%
1,354,4611,105844,Cardinal Langley Roman Catholic High School,VA,0,0,-17,-5,-28,55,55%,0%,55%,5%,5%,0%,0%,53,57%,-16,-4,-27,2,SUPP,SUPP,SUPP,SUPP,0,0%,NA,NA,NA,78%,0%,78%,0%,0%,0%,0%
1,354,8003,130507,Hopwood Hall College,General Further Education College,0,0,-2,2,-6,385,42%,1%,33%,2%,1%,0%,9%,10,80%,22,47,-3,31,48%,0,17,-17,344,40%,-3,2,-8,43%,0%,34%,3%,1%,0%,9%
LA,354,,,,,,,4,NA,NA,1197,67%,1%,63%,13%,12%,0%,4%,815,80%,7,NA,NA,33,46%,-2,NA,NA,349,40%,-3,NA,NA,68%,1%,63%,15%,14%,0%,4%
1,355,4003,146303,AldridgeUTC@MediaCityUK,UTC,0,0,12,22,1,60,75%,0%,50%,8%,5%,0%,25%,60,75%,12,22,1,0,0%,NA,NA,NA,0,0%,NA,NA,NA,62%,0%,46%,8%,8%,0%,15%
1,355,8600,130509,Salford City College,General Further Education College,0,0,3,5,0,1193,56%,2%,50%,5%,4%,0%,4%,380,73%,2,6,-2,29,38%,-10,7,-27,784,49%,4,7,0,56%,1%,51%,5%,3%,0%,5%
LA,355,,,,,,,4,NA,NA,1317,58%,2%,51%,6%,4%,0%,5%,504,72%,3,NA,NA,29,38%,-10,NA,NA,784,49%,4,NA,NA,58%,2%,51%,6%,5%,0%,5%
1,356,4036,137923,Hazel Grove High School,ACC,0,0,-20,-7,-32,46,57%,4%,52%,22%,20%,0%,0%,46,57%,-20,-8,-31,0,0%,NA,NA,NA,0,0%,NA,NA,NA,63%,0%,63%,25%,25%,0%,0%
1,356,4039,137843,Cheadle Hulme High School,ACC,0,0,0,7,-7,132,89%,1%,88%,55%,47%,2%,0%,132,89%,0,7,-7,0,0%,NA,NA,NA,0,0%,NA,NA,NA,100%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,356,8603,130514,Aquinas College,Sixth Form College,0,0,-7,-4,-9,1016,64%,2%,60%,17%,15%,1%,1%,903,68%,-6,-3,-8,0,0%,NA,NA,NA,113,27%,-18,-8,-27,55%,2%,54%,6%,6%,1%,0%
1,356,8604,130515,Cheadle and Marple Sixth Form College,Sixth Form College,0,0,-4,0,-8,452,49%,3%,46%,7%,7%,0%,SP,166,65%,-7,0,-13,0,0%,NA,NA,NA,286,40%,-2,3,-7,45%,SUPP,41%,8%,8%,0%,SUPP
LA,356,,,,,,,-6,NA,NA,1646,62%,2%,59%,17%,16%,SP,1%,1247,70%,-6,NA,NA,0,0%,NA,NA,NA,399,36%,-7,NA,NA,63%,3%,60%,19%,17%,1%,1%
1,357,8002,130516,Tameside College,General Further Education College,0,0,-6,-2,-9,474,43%,1%,34%,3%,2%,SP,8%,139,69%,3,9,-3,6,33%,-14,24,-52,329,32%,-10,-4,-15,44%,0%,37%,2%,1%,SUPP,7%
1,357,8601,146816,Ashton Sixth Form College,ACC1619,0,0,2,4,0,958,67%,1%,64%,15%,14%,SP,2%,674,73%,-2,1,-5,34,53%,8,24,-8,250,54%,11,17,4,69%,SP,67%,13%,12%,0%,2%
LA,357,,,,,,,-1,NA,NA,1474,60%,1%,55%,11%,10%,SP,4%,855,72%,-1,NA,NA,40,50%,5,NA,NA,579,42%,-1,NA,NA,60%,1%,54%,12%,11%,SP,4%
1,358,4024,138614,Altrincham College,ACC,0,0,3,15,-9,49,71%,2%,69%,20%,16%,0%,0%,46,72%,2,13,-9,3,SUPP,SUPP,SUPP,SUPP,0,0%,NA,NA,NA,80%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,358,4025,106368,Stretford Grammar School,FD,0,0,3,14,-8,59,83%,2%,80%,34%,29%,2%,2%,59,83%,3,13,-7,0,0%,NA,NA,NA,0,0%,NA,NA,NA,82%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,358,4029,136498,Sale Grammar School,ACC,0,0,4,10,-2,177,91%,1%,90%,60%,54%,3%,0%,177,91%,4,10,-2,0,0%,NA,NA,NA,0,0%,NA,NA,NA,100%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,358,5400,136377,Wellington School,ACC,0,0,0,9,-9,88,78%,1%,76%,34%,34%,0%,1%,88,78%,0,8,-8,0,0%,NA,NA,NA,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,358,5401,138123,Ashton-on-Mersey School,ACC,0,0,5,16,-6,59,53%,3%,49%,8%,3%,0%,0%,2,SUPP,SUPP,SUPP,SUPP,0,0%,NA,NA,NA,57,53%,7,19,-5,50%,0%,50%,8%,SUPP,0%,0%
1,358,5403,106376,Blessed Thomas Holford Catholic College,VA,0,0,17,27,6,62,87%,2%,85%,32%,27%,2%,0%,55,85%,13,23,2,7,100%,53,89,16,0,0%,NA,NA,NA,83%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,358,5404,136458,Altrincham Grammar School for Boys,ACC,0,0,3,9,-3,156,93%,1%,92%,78%,75%,6%,0%,156,93%,3,9,-3,0,0%,NA,NA,NA,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,358,5405,136297,Urmston Grammar Academy,ACC,0,0,7,14,0,147,93%,1%,90%,51%,47%,3%,2%,147,93%,7,13,0,0,0%,NA,NA,NA,0,0%,NA,NA,NA,100%,0%,100%,70%,60%,0%,0%
1,358,5407,137289,Altrincham Grammar School for Girls,ACC,0,0,6,12,0,167,98%,2%,96%,83%,80%,9%,0%,167,98%,6,12,0,0,0%,NA,NA,NA,0,0%,NA,NA,NA,100%,0%,100%,63%,63%,13%,0%
1,358,5900,138134,Saint Ambrose College,ACC,0,0,7,15,-1,98,94%,2%,92%,63%,56%,0%,0%,98,94%,7,15,-1,0,0%,NA,NA,NA,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,358,5901,138464,Loreto Grammar School,ACC,0,0,8,15,0,121,98%,0%,98%,78%,74%,6%,0%,121,98%,8,15,0,0,0%,NA,NA,NA,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,358,8000,130519,Trafford College Group,General Further Education College,0,0,2,5,-1,517,53%,3%,45%,8%,5%,0%,5%,128,63%,-4,3,-11,25,32%,-13,6,-32,364,51%,5,10,0,48%,1%,42%,6%,2%,0%,5%
LA,358,,,,,,,4,NA,NA,1700,78%,2%,75%,43%,39%,3%,2%,1244,88%,4,NA,NA,35,49%,3,NA,NA,421,51%,5,NA,NA,81%,2%,77%,47%,43%,3%,2%
1,381,4003,139433,Trinity Sixth Form Academy,F1619,0,0,-1,14,-16,30,43%,0%,30%,0%,0%,0%,13%,11,45%,-9,15,-33,15,53%,13,37,-11,4,SUPP,SUPP,SUPP,SUPP,55%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,381,5400,136788,The North Halifax Grammar School,ACC,0,0,-1,5,-7,167,81%,5%,74%,35%,32%,1%,2%,167,81%,-1,5,-7,0,0%,NA,NA,NA,0,0%,NA,NA,NA,67%,0%,67%,33%,33%,SUPP,0%
1,381,5401,139182,The Crossley Heath School,ACC,0,0,-2,5,-9,118,79%,3%,71%,34%,28%,1%,4%,117,79%,-3,4,-10,0,0%,NA,NA,NA,1,SUPP,SUPP,SUPP,SUPP,69%,0%,54%,8%,0%,SUPP,15%
1,381,5404,137036,Lightcliffe Academy,AC,0,0,-12,-3,-20,93,53%,0%,52%,3%,3%,0%,1%,93,53%,-12,-3,-20,0,0%,NA,NA,NA,0,0%,NA,NA,NA,44%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,381,5405,137521,The Brooksbank School,ACC,0,0,-9,0,-17,100,61%,1%,53%,14%,14%,2%,7%,100,61%,-9,0,-17,0,0%,NA,NA,NA,0,0%,NA,NA,NA,70%,SUPP,50%,15%,10%,0%,SUPP
1,381,5406,136604,Brighouse High School,ACC,0,0,-6,1,-13,134,63%,1%,56%,13%,10%,1%,6%,134,63%,-6,0,-12,0,0%,NA,NA,NA,0,0%,NA,NA,NA,58%,0%,53%,0%,0%,0%,5%
1,381,5408,141307,Ryburn Valley High School,ACC,0,0,-17,-6,-27,66,55%,3%,45%,11%,11%,0%,6%,66,55%,-17,-7,-26,0,0%,NA,NA,NA,0,0%,NA,NA,NA,50%,0%,50%,25%,25%,0%,0%
1,381,8000,130535,Calderdale College,General Further Education College,0,0,-5,0,-10,280,39%,1%,29%,2%,1%,0%,9%,20,35%,-27,-8,-45,63,46%,5,17,-7,197,37%,-6,0,-12,41%,0%,35%,3%,SUPP,0%,6%
LA,381,,,,,,,-5,NA,NA,1163,61%,2%,53%,14%,13%,1%,6%,883,67%,-6,NA,NA,78,47%,7,NA,NA,202,37%,-6,NA,NA,63%,3%,55%,16%,14%,1%,5%
1,382,4009,107756,Netherhall Learning Campus High School,CY,0,0,-5,7,-17,48,60%,0%,46%,2%,0%,0%,15%,43,63%,-6,6,-18,0,0%,NA,NA,NA,5,SUPP,SUPP,SUPP,SUPP,50%,0%,36%,SUPP,0%,0%,14%
1,382,4040,136674,The Mirfield Free Grammar,ACC,0,0,3,9,-3,157,69%,2%,61%,8%,7%,1%,6%,154,70%,3,9,-3,3,SUPP,SUPP,SUPP,SUPP,0,0%,NA,NA,NA,62%,3%,59%,0%,0%,SUPP,0%
1,382,4048,137424,Batley Girls High School,ACC,0,0,1,9,-7,107,66%,2%,60%,9%,9%,0%,5%,107,66%,1,8,-6,0,0%,NA,NA,NA,0,0%,NA,NA,NA,65%,0%,62%,8%,8%,0%,4%
1,382,4049,137352,"Shelley College, A Share Academy",ACC,0,0,8,17,-1,88,73%,1%,67%,6%,8%,0%,5%,80,78%,10,19,0,8,25%,-18,15,-51,0,0%,NA,NA,NA,64%,SUPP,55%,9%,9%,0%,SUPP
1,382,4800,141470,St John Fisher Catholic Voluntary Academy,ACC,0,0,-2,7,-11,79,63%,3%,57%,5%,5%,0%,4%,75,63%,-4,5,-13,4,SUPP,SUPP,SUPP,SUPP,0,0%,NA,NA,NA,58%,0%,50%,8%,8%,0%,8%
1,382,5401,136283,Heckmondwike Grammar School,ACC,0,0,3,8,-2,225,86%,4%,76%,28%,27%,2%,6%,225,86%,3,8,-2,0,0%,NA,NA,NA,0,0%,NA,NA,NA,81%,6%,69%,25%,25%,0%,6%
1,382,8001,130537,Kirklees College,General Further Education College,0,0,-2,1,-5,541,39%,1%,28%,1%,1%,0%,10%,14,29%,-22,0,-43,3,SUPP,SUPP,SUPP,SUPP,524,39%,-2,2,-6,38%,0%,27%,1%,1%,0%,11%
1,382,8600,130538,Greenhead College,Sixth Form College,0,0,4,6,1,1154,86%,3%,80%,43%,40%,3%,3%,1153,86%,4,6,1,0,0%,NA,NA,NA,1,SUPP,SUPP,SUPP,SUPP,81%,1%,72%,31%,29%,1%,8%
1,382,8601,130539,Huddersfield New College,Sixth Form College,0,0,10,12,7,972,71%,2%,62%,8%,7%,0%,7%,560,74%,3,6,0,27,70%,25,43,6,385,65%,19,23,14,74%,1%,66%,8%,7%,0%,7%
LA,382,,,,,,,4,NA,NA,3371,71%,2%,63%,20%,19%,1%,6%,2411,80%,3,NA,NA,45,56%,12,NA,NA,915,50%,7,NA,NA,73%,2%,65%,22%,20%,1%,6%
1,891,4000,137112,South Nottinghamshire Academy,AC,0,0,-1,13,-15,34,68%,0%,53%,9%,9%,0%,15%,31,65%,-5,9,-19,3,SUPP,SUPP,SUPP,SUPP,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,891,4001,137117,Retford Oaks Academy,AC,0,0,-26,-7,-44,21,43%,0%,43%,0%,0%,0%,0%,20,45%,-25,-6,-43,1,SUPP,SUPP,SUPP,SUPP,0,0%,NA,NA,NA,57%,0%,57%,0%,0%,0%,0%
1,891,4005,137085,Carlton Academy,AC,0,0,-20,-6,-33,39,54%,5%,49%,10%,10%,0%,0%,39,54%,-20,-7,-32,0,0%,NA,NA,NA,0,0%,NA,NA,NA,71%,0%,71%,0%,0%,0%,0%
1,891,4008,138481,Kirkby College,ACC,0,0,SUPP,SUPP,SUPP,5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,5,SUPP,SUPP,SUPP,SUPP,0,SUPP,NA,NA,NA,0,SUPP,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,891,4009,137981,Ashfield Comprehensive School,ACC,0,0,-23,-16,-29,163,50%,4%,46%,14%,12%,1%,1%,153,53%,-22,-15,-28,6,17%,-35,3,-73,4,SUPP,SUPP,SUPP,SUPP,50%,SUPP,43%,7%,7%,SUPP,SUPP
1,891,4010,138411,Meden School,AC,0,0,-4,14,-22,21,71%,0%,71%,24%,14%,0%,0%,21,71%,-4,13,-21,0,0%,NA,NA,NA,0,0%,NA,NA,NA,50%,0%,50%,17%,0%,0%,0%
1,891,4011,138247,Outwood Academy Valley,AC,0,0,-8,1,-17,74,72%,4%,66%,18%,18%,3%,1%,74,72%,-8,1,-17,0,0%,NA,NA,NA,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,891,4012,138248,Outwood Academy Portland,AC,0,0,6,16,-4,66,83%,6%,74%,20%,20%,0%,3%,65,83%,5,15,-5,1,SUPP,SUPP,SUPP,SUPP,0,0%,NA,NA,NA,88%,6%,81%,19%,25%,0%,0%
1,891,4014,139062,The Dukeries Academy,AC,0,0,2,15,-11,41,71%,0%,66%,20%,20%,0%,5%,41,71%,2,14,-10,0,0%,NA,NA,NA,0,0%,NA,NA,NA,70%,0%,70%,20%,20%,0%,0%
1,891,4015,139063,Sutton Community Academy,AC,0,0,2,17,-13,30,70%,0%,67%,0%,0%,0%,3%,30,70%,2,16,-12,0,0%,NA,NA,NA,0,0%,NA,NA,NA,57%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,891,4016,139956,The Holgate Academy,AC,0,0,-14,-2,-25,58,57%,2%,55%,7%,7%,2%,0%,58,57%,-14,-3,-24,0,0%,NA,NA,NA,0,0%,NA,NA,NA,33%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,891,4017,140549,Magnus Church of England Academy,AC,0,0,-9,6,-24,29,55%,0%,52%,21%,10%,0%,3%,23,61%,-8,8,-24,6,33%,-13,25,-51,0,0%,NA,NA,NA,60%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,891,4019,140992,Hall Park Academy,AC,0,0,-7,5,-19,46,63%,4%,57%,4%,4%,0%,2%,40,68%,-6,6,-18,6,33%,-16,22,-54,0,0%,NA,NA,NA,89%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,891,4023,144486,Queen Elizabeth's Academy,AC,0,0,SUPP,SUPP,SUPP,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,1,SUPP,SUPP,SUPP,SUPP,0,SUPP,NA,NA,NA,0,SUPP,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,891,4025,144182,Colonel Frank Seely Academy,AC,0,0,5,21,-11,27,78%,0%,78%,22%,26%,0%,0%,27,78%,5,20,-10,0,0%,NA,NA,NA,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,891,4032,137158,The Manor Academy,ACC,0,0,-13,2,-28,30,60%,0%,60%,20%,20%,0%,0%,30,60%,-13,1,-27,0,0%,NA,NA,NA,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,891,4041,144687,The Garibaldi School,ACC,0,0,-10,9,-29,20,65%,0%,65%,20%,20%,0%,0%,20,65%,-10,8,-28,0,0%,NA,NA,NA,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,891,4068,137857,Quarrydale Academy,ACC,0,0,-8,5,-21,42,67%,5%,50%,10%,10%,2%,12%,42,67%,-8,4,-20,0,0%,NA,NA,NA,0,0%,NA,NA,NA,78%,0%,78%,SUPP,SUPP,SUPP,0%
1,891,4084,136361,Redhill Academy,ACC,0,0,-1,6,-8,114,77%,1%,75%,23%,21%,2%,2%,114,77%,-1,6,-8,0,0%,NA,NA,NA,0,0%,NA,NA,NA,81%,SUPP,75%,13%,13%,0%,SUPP
1,891,4107,136627,Carlton le Willows Academy,ACC,0,0,-6,1,-13,123,72%,2%,68%,20%,17%,1%,2%,123,72%,-6,1,-13,0,0%,NA,NA,NA,0,0%,NA,NA,NA,75%,0%,67%,0%,0%,SUPP,8%
1,891,4121,122854,Chilwell School,FD,0,0,8,19,-3,58,84%,3%,79%,22%,19%,0%,2%,58,84%,8,18,-2,0,0%,NA,NA,NA,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,891,4226,138641,The Kimberley School,ACC,0,0,-8,3,-19,58,69%,5%,62%,22%,22%,3%,2%,58,69%,-8,2,-18,0,0%,NA,NA,NA,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,891,4328,136628,The West Bridgford School,ACC,0,0,4,10,-2,170,88%,0%,85%,45%,38%,1%,2%,169,88%,5,11,-1,0,0%,NA,NA,NA,1,SUPP,SUPP,SUPP,SUPP,100%,0%,83%,17%,17%,SUPP,17%
1,891,4329,138482,Rushcliffe Spencer Academy,ACC,0,0,0,7,-7,145,83%,2%,77%,39%,37%,1%,4%,145,83%,0,6,-6,0,0%,NA,NA,NA,0,0%,NA,NA,NA,80%,0%,70%,30%,30%,0%,10%
1,891,4404,136878,Toot Hill School,ACC,0,0,1,8,-6,145,80%,2%,77%,32%,30%,0%,1%,145,80%,1,7,-5,0,0%,NA,NA,NA,0,0%,NA,NA,NA,75%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,891,4408,137628,The Joseph Whitaker School,ACC,0,0,-5,4,-14,76,67%,3%,63%,20%,14%,0%,1%,70,69%,-6,3,-15,0,0%,NA,NA,NA,6,50%,9,48,-30,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,891,4413,138964,East Leake Academy,ACC,0,0,3,13,-7,60,82%,3%,77%,30%,25%,3%,2%,60,82%,3,13,-7,0,0%,NA,NA,NA,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,891,4452,137319,Tuxford Academy,ACC,0,0,-12,-5,-18,158,63%,4%,57%,17%,16%,0%,2%,155,64%,-11,-4,-17,2,SUPP,SUPP,SUPP,SUPP,1,SUPP,SUPP,SUPP,SUPP,63%,0%,63%,25%,25%,0%,0%
1,891,4454,138191,The South Wolds Academy & Sixth Form,ACC,0,0,6,17,-5,58,86%,3%,83%,31%,28%,2%,0%,58,86%,6,16,-4,0,0%,NA,NA,NA,0,0%,NA,NA,NA,67%,0%,67%,17%,0%,SUPP,0%
1,891,4456,138076,The Elizabethan Academy,ACC,0,0,-11,3,-25,33,61%,6%,55%,3%,3%,0%,0%,33,61%,-11,3,-25,0,0%,NA,NA,NA,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,891,4463,137763,The Brunts Academy,ACC,0,0,1,10,-8,87,78%,1%,76%,24%,20%,0%,1%,87,78%,1,9,-7,0,0%,NA,NA,NA,0,0%,NA,NA,NA,82%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,891,4617,137409,The Becket School,ACC,0,0,8,15,0,120,90%,2%,88%,44%,43%,1%,0%,120,90%,8,15,0,0,0%,NA,NA,NA,0,0%,NA,NA,NA,91%,0%,91%,36%,36%,SUPP,0%
1,891,4635,137159,The National CofE Academy,ACC,0,0,7,17,-3,60,80%,3%,77%,22%,22%,2%,0%,57,81%,6,16,-4,3,SUPP,SUPP,SUPP,SUPP,0,0%,NA,NA,NA,56%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,891,4669,145643,The Minster School,ACC,0,0,-2,5,-9,141,74%,1%,70%,31%,28%,0%,3%,141,74%,-2,4,-8,0,0%,NA,NA,NA,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,891,4700,138810,Christ The King Voluntary Academy,ACC,0,0,-9,6,-24,32,66%,0%,66%,16%,13%,0%,0%,32,66%,-9,5,-23,0,0%,NA,NA,NA,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,891,4756,140698,All Saints Catholic Voluntary Academy,ACC,0,0,-15,-3,-26,59,59%,0%,56%,19%,17%,2%,3%,58,60%,-15,-4,-25,0,0%,NA,NA,NA,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,891,5401,136291,George Spencer Academy,ACC,0,0,-8,0,-15,117,66%,1%,64%,22%,16%,1%,1%,98,70%,-9,0,-17,19,42%,-5,16,-26,0,0%,NA,NA,NA,86%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,891,6905,135583,Samworth Church Academy,AC,0,0,-1,8,-10,80,66%,0%,61%,13%,11%,0%,5%,76,68%,-1,8,-10,4,SUPP,SUPP,SUPP,SUPP,0,0%,NA,NA,NA,71%,0%,71%,14%,14%,0%,0%
1,891,8003,130777,West Nottinghamshire College,General Further Education College,0,0,-11,-7,-14,596,42%,2%,35%,3%,3%,0%,5%,242,56%,-12,-6,-17,205,35%,-7,0,-13,149,31%,-14,-6,-21,35%,1%,28%,2%,1%,0%,6%
LA,891,,,,,,,-5,NA,NA,3402,67%,2%,63%,20%,18%,1%,3%,2983,72%,-4,NA,NA,257,36%,-7,NA,NA,162,30%,-15,NA,NA,69%,2%,64%,22%,20%,1%,2%
1,937,4002,137235,Stratford Girls' Grammar School,ACC,0,0,1,9,-7,107,90%,2%,86%,57%,54%,4%,2%,107,90%,1,8,-6,0,0%,NA,NA,NA,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,937,4003,139936,Nicholas Chamberlaine School,AC,0,0,-14,-1,-26,46,52%,0%,52%,4%,2%,0%,0%,46,52%,-14,-2,-25,0,0%,NA,NA,NA,0,0%,NA,NA,NA,40%,0%,40%,SUPP,SUPP,0%,0%
1,937,4004,137771,Etone College,ACC,0,0,-8,3,-19,52,60%,0%,58%,6%,6%,0%,2%,52,60%,-8,3,-19,0,0%,NA,NA,NA,0,0%,NA,NA,NA,54%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,937,4014,145575,Bilton School,AC,0,0,4,14,-6,60,70%,0%,68%,8%,8%,0%,2%,60,70%,4,14,-6,0,0%,NA,NA,NA,0,0%,NA,NA,NA,63%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,937,4110,147432,Kineton High School,ACC,0,0,-8,5,-21,42,62%,0%,60%,17%,17%,0%,2%,42,62%,-8,4,-20,0,0%,NA,NA,NA,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,937,4112,136459,The Polesworth School,ACC,0,0,-10,-2,-17,134,63%,1%,60%,12%,14%,1%,1%,134,63%,-10,-3,-16,0,0%,NA,NA,NA,0,0%,NA,NA,NA,40%,0%,40%,10%,10%,SUPP,0%
1,937,4114,143905,Southam College,ACC,0,0,0,7,-7,129,77%,1%,73%,24%,23%,0%,3%,129,77%,0,7,-7,0,0%,NA,NA,NA,0,0%,NA,NA,NA,91%,SUPP,82%,18%,18%,0%,SUPP
1,937,4124,137236,Stratford Upon Avon School,ACC,0,0,-3,5,-11,106,70%,3%,65%,11%,9%,0%,2%,106,70%,-3,4,-10,0,0%,NA,NA,NA,0,0%,NA,NA,NA,60%,0%,60%,0%,0%,0%,0%
1,937,4153,137767,Higham Lane School,ACC,0,0,-8,1,-17,85,72%,5%,66%,15%,11%,0%,1%,85,72%,-8,0,-16,0,0%,NA,NA,NA,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,937,4190,137770,Aylesford School Warwick,ACC,0,0,-2,11,-15,40,73%,0%,68%,18%,15%,0%,5%,40,73%,-2,10,-14,0,0%,NA,NA,NA,0,0%,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,937,4192,137766,Campion School,ACC,0,0,10,21,-1,57,75%,2%,72%,14%,7%,0%,2%,42,81%,8,20,-4,0,0%,NA,NA,NA,15,60%,17,41,-7,53%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,937,4233,136986,The Coleshill School,ACC,0,0,-7,2,-16,81,57%,0%,52%,14%,10%,0%,5%,81,57%,-7,1,-15,0,0%,NA,NA,NA,0,0%,NA,NA,NA,58%,0%,42%,8%,8%,0%,17%
1,937,4236,146697,Kenilworth School and Sixth Form,ACC,0,0,3,9,-3,185,83%,2%,79%,32%,28%,3%,1%,185,83%,3,8,-2,0,0%,NA,NA,NA,0,0%,NA,NA,NA,67%,0%,67%,22%,11%,0%,0%
1,937,4237,142202,North Leamington School,ACC,0,0,-1,7,-9,94,77%,1%,73%,28%,26%,2%,2%,91,78%,-1,7,-9,0,0%,NA,NA,NA,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
