"Entry year","Provider name","Accepted applicants"
"2017 - 2018","T20 Teesside University, Middlesbrough","4015"
"2018 - 2019","T20 Teesside University, Middlesbrough","3765"
"2019 - 2020","T20 Teesside University, Middlesbrough","3770"
"2020 - 2021","T20 Teesside University, Middlesbrough","3885"
"2021 - 2022","T20 Teesside University, Middlesbrough","3470"
"2022 - 2023","T20 Teesside University, Middlesbrough","3585"
"2023 - 2024","T20 Teesside University, Middlesbrough","3260"
"2014 - 2015","H22 Hartpury University","640"
"2015 - 2016","H22 Hartpury University","715"
"2016 - 2017","H22 Hartpury University","685"
"2017 - 2018","H22 Hartpury University","640"
"2018 - 2019","H22 Hartpury University","700"
"2019 - 2020","H22 Hartpury University","755"
"2020 - 2021","H22 Hartpury University","800"
"2021 - 2022","H22 Hartpury University","855"
"2022 - 2023","H22 Hartpury University","870"
"2023 - 2024","H22 Hartpury University","870"
"2006 - 2007","G90 Guildford College","120"
"2007 - 2008","G90 Guildford College","100"
"2008 - 2009","G90 Guildford College","140"
"2009 - 2010","G90 Guildford College","225"
"2010 - 2011","G90 Guildford College","195"
"2011 - 2012","G90 Guildford College","250"
"2012 - 2013","G90 Guildford College","245"
"2013 - 2014","G90 Guildford College","200"
"2014 - 2015","G90 Guildford College","190"
"2015 - 2016","G90 Guildford College","195"
"2016 - 2017","G90 Guildford College","125"
"2017 - 2018","G90 Guildford College","60"
"2018 - 2019","G90 Guildford College","110"
"2019 - 2020","G90 Guildford College","95"
"2006 - 2007","O25 Activate Learning","10"
"2007 - 2008","O25 Activate Learning","5"
"2008 - 2009","O25 Activate Learning","5"
"2009 - 2010","O25 Activate Learning","5"
"2012 - 2013","O25 Activate Learning","20"
"2013 - 2014","O25 Activate Learning","45"
"2014 - 2015","O25 Activate Learning","30"
"2015 - 2016","O25 Activate Learning","40"
"2016 - 2017","O25 Activate Learning","35"
"2017 - 2018","O25 Activate Learning","10"
"2018 - 2019","O25 Activate Learning","10"
"2019 - 2020","O25 Activate Learning","45"
"2020 - 2021","O25 Activate Learning","190"
"2021 - 2022","O25 Activate Learning","220"
"2022 - 2023","O25 Activate Learning","160"
"2023 - 2024","O25 Activate Learning","120"
"2019 - 2020","A11 Amity University [IN] London","20"
"2020 - 2021","A11 Amity University [IN] London","40"
"2021 - 2022","A11 Amity University [IN] London","10"
"2022 - 2023","A11 Amity University [IN] London","5"
"2021 - 2022","B05 Academy of Live Technology (formerly Backstage Academy)","65"
"2022 - 2023","B05 Academy of Live Technology (formerly Backstage Academy)","65"
"2023 - 2024","B05 Academy of Live Technology (formerly Backstage Academy)","60"
"2006 - 2007","B22 University of Bedfordshire","10"
"2007 - 2008","B22 University of Bedfordshire","2140"
"2008 - 2009","B22 University of Bedfordshire","2700"
"2009 - 2010","B22 University of Bedfordshire","3680"
"2010 - 2011","B22 University of Bedfordshire","3865"
"2011 - 2012","B22 University of Bedfordshire","4310"
"2012 - 2013","B22 University of Bedfordshire","3810"
"2013 - 2014","B22 University of Bedfordshire","3250"
"2014 - 2015","B22 University of Bedfordshire","3210"
"2015 - 2016","B22 University of Bedfordshire","3100"
"2016 - 2017","B22 University of Bedfordshire","3505"
"2017 - 2018","B22 University of Bedfordshire","3065"
"2018 - 2019","B22 University of Bedfordshire","3775"
"2019 - 2020","B22 University of Bedfordshire","3965"
"2020 - 2021","B22 University of Bedfordshire","2945"
"2021 - 2022","B22 University of Bedfordshire","3020"
"2022 - 2023","B22 University of Bedfordshire","2175"
"2023 - 2024","B22 University of Bedfordshire","1855"
"2006 - 2007","L93 University of Luton","2010"
"2007 - 2008","L93 University of Luton","85"
"2006 - 2007","B35 University College Birmingham","950"
"2007 - 2008","B35 University College Birmingham","1060"
"2008 - 2009","B35 University College Birmingham","1180"
"2009 - 2010","B35 University College Birmingham","1000"
"2010 - 2011","B35 University College Birmingham","1250"
"2011 - 2012","B35 University College Birmingham","1375"
"2012 - 2013","B35 University College Birmingham","1310"
"2013 - 2014","B35 University College Birmingham","1400"
"2014 - 2015","B35 University College Birmingham","1515"
"2015 - 2016","B35 University College Birmingham","1715"
"2016 - 2017","B35 University College Birmingham","1530"
"2017 - 2018","B35 University College Birmingham","1555"
"2018 - 2019","B35 University College Birmingham","1730"
"2019 - 2020","B35 University College Birmingham","1540"
"2020 - 2021","B35 University College Birmingham","1870"
"2021 - 2022","B35 University College Birmingham","1480"
"2022 - 2023","B35 University College Birmingham","1445"
"2023 - 2024","B35 University College Birmingham","1565"
"2006 - 2007","B38 Bishop Grosseteste University","380"
"2007 - 2008","B38 Bishop Grosseteste University","430"
"2008 - 2009","B38 Bishop Grosseteste University","420"
"2009 - 2010","B38 Bishop Grosseteste University","470"
"2010 - 2011","B38 Bishop Grosseteste University","655"
"2011 - 2012","B38 Bishop Grosseteste University","590"
"2012 - 2013","B38 Bishop Grosseteste University","610"
"2013 - 2014","B38 Bishop Grosseteste University","655"
"2014 - 2015","B38 Bishop Grosseteste University","705"
"2015 - 2016","B38 Bishop Grosseteste University","810"
"2016 - 2017","B38 Bishop Grosseteste University","700"
"2017 - 2018","B38 Bishop Grosseteste University","700"
"2018 - 2019","B38 Bishop Grosseteste University","730"
"2019 - 2020","B38 Bishop Grosseteste University","685"
"2020 - 2021","B38 Bishop Grosseteste University","740"
"2021 - 2022","B38 Bishop Grosseteste University","655"
"2022 - 2023","B38 Bishop Grosseteste University","640"
"2023 - 2024","B38 Bishop Grosseteste University","535"
"2013 - 2014","B39 BIMM University","960"
"2014 - 2015","B39 BIMM University","1160"
"2015 - 2016","B39 BIMM University","1475"
"2016 - 2017","B39 BIMM University","1625"
"2017 - 2018","B39 BIMM University","2030"
"2018 - 2019","B39 BIMM University","2095"
"2019 - 2020","B39 BIMM University","2190"
"2020 - 2021","B39 BIMM University","2470"
"2021 - 2022","B39 BIMM University","2910"
"2022 - 2023","B39 BIMM University","2835"
"2023 - 2024","B39 BIMM University","2590"
"2013 - 2014","T15 BIMM London","585"
"2014 - 2015","T15 BIMM London","620"
"2015 - 2016","T15 BIMM London","610"
"2016 - 2017","T15 BIMM London","555"
"2013 - 2014","B46 Bolton College","20"
"2014 - 2015","B46 Bolton College","5"
"2015 - 2016","B46 Bolton College","5"
"2006 - 2007","B44 University of Bolton","650"
"2007 - 2008","B44 University of Bolton","725"
"2008 - 2009","B44 University of Bolton","740"
"2009 - 2010","B44 University of Bolton","1045"
"2010 - 2011","B44 University of Bolton","1380"
"2011 - 2012","B44 University of Bolton","1725"
"2012 - 2013","B44 University of Bolton","1255"
"2013 - 2014","B44 University of Bolton","1255"
"2014 - 2015","B44 University of Bolton","1600"
"2015 - 2016","B44 University of Bolton","1615"
"2016 - 2017","B44 University of Bolton","1525"
"2017 - 2018","B44 University of Bolton","1510"
"2018 - 2019","B44 University of Bolton","1705"
"2019 - 2020","B44 University of Bolton","1820"
"2020 - 2021","B44 University of Bolton","1970"
"2021 - 2022","B44 University of Bolton","1595"
"2022 - 2023","B44 University of Bolton","2070"
"2023 - 2024","B44 University of Bolton","1675"
"2009 - 2010","B54 BPP University","115"
"2010 - 2011","B54 BPP University","325"
"2011 - 2012","B54 BPP University","1185"
"2012 - 2013","B54 BPP University","985"
"2013 - 2014","B54 BPP University","1065"
"2014 - 2015","B54 BPP University","1195"
"2015 - 2016","B54 BPP University","1025"
"2016 - 2017","B54 BPP University","585"
"2017 - 2018","B54 BPP University","200"
"2018 - 2019","B54 BPP University","190"
"2019 - 2020","B54 BPP University","245"
"2020 - 2021","B54 BPP University","130"
"2021 - 2022","B54 BPP University","425"
"2022 - 2023","B54 BPP University","650"
"2023 - 2024","B54 BPP University","40"
"2006 - 2007","B56 University of Bradford","2490"
"2007 - 2008","B56 University of Bradford","2835"
"2008 - 2009","B56 University of Bradford","3095"
"2009 - 2010","B56 University of Bradford","3405"
"2010 - 2011","B56 University of Bradford","3395"
"2011 - 2012","B56 University of Bradford","3395"
"2012 - 2013","B56 University of Bradford","2720"
"2013 - 2014","B56 University of Bradford","2855"
"2014 - 2015","B56 University of Bradford","2550"
"2015 - 2016","B56 University of Bradford","2575"
"2016 - 2017","B56 University of Bradford","2570"
"2017 - 2018","B56 University of Bradford","2445"
"2018 - 2019","B56 University of Bradford","2485"
"2019 - 2020","B56 University of Bradford","2615"
"2020 - 2021","B56 University of Bradford","2745"
"2021 - 2022","B56 University of Bradford","2590"
"2022 - 2023","B56 University of Bradford","2680"
"2023 - 2024","B56 University of Bradford","2915"
"2018 - 2019","B64 Bristol Old Vic Theatre School","10"
"2019 - 2020","B64 Bristol Old Vic Theatre School","25"
"2020 - 2021","B64 Bristol Old Vic Theatre School","25"
"2021 - 2022","B64 Bristol Old Vic Theatre School","20"
"2022 - 2023","B64 Bristol Old Vic Theatre School","25"
"2006 - 2007","B94 Buckinghamshire New University","1140"
"2007 - 2008","B94 Buckinghamshire New University","1070"
"2008 - 2009","B94 Buckinghamshire New University","1630"
"2009 - 2010","B94 Buckinghamshire New University","2290"
"2010 - 2011","B94 Buckinghamshire New University","2065"
"2011 - 2012","B94 Buckinghamshire New University","2440"
"2012 - 2013","B94 Buckinghamshire New University","2310"
"2013 - 2014","B94 Buckinghamshire New University","2295"
"2014 - 2015","B94 Buckinghamshire New University","2415"
"2015 - 2016","B94 Buckinghamshire New University","2450"
"2016 - 2017","B94 Buckinghamshire New University","2960"
"2017 - 2018","B94 Buckinghamshire New University","3125"
"2018 - 2019","B94 Buckinghamshire New University","1815"
"2019 - 2020","B94 Buckinghamshire New University","2315"
"2020 - 2021","B94 Buckinghamshire New University","3100"
"2021 - 2022","B94 Buckinghamshire New University","2125"
"2022 - 2023","B94 Buckinghamshire New University","3780"
"2023 - 2024","B94 Buckinghamshire New University","1880"
"2013 - 2014","C06 Cambridge School of Visual and Performing Arts","10"
"2014 - 2015","C06 Cambridge School of Visual and Performing Arts","10"
"2015 - 2016","C06 Cambridge School of Visual and Performing Arts","5"
"2016 - 2017","C06 Cambridge School of Visual and Performing Arts","15"
"2017 - 2018","C06 Cambridge School of Visual and Performing Arts","5"
"2018 - 2019","C06 Cambridge School of Visual and Performing Arts","15"
"2019 - 2020","C06 Cambridge School of Visual and Performing Arts","20"
"2020 - 2021","C06 Cambridge School of Visual and Performing Arts","20"
"2021 - 2022","C06 Cambridge School of Visual and Performing Arts","50"
"2022 - 2023","C06 Cambridge School of Visual and Performing Arts","70"
"2023 - 2024","C06 Cambridge School of Visual and Performing Arts","55"
"2006 - 2007","C10 Canterbury Christ Church University","1815"
"2007 - 2008","C10 Canterbury Christ Church University","2240"
"2008 - 2009","C10 Canterbury Christ Church University","2785"
"2009 - 2010","C10 Canterbury Christ Church University","2950"
"2010 - 2011","C10 Canterbury Christ Church University","3330"
"2011 - 2012","C10 Canterbury Christ Church University","4010"
"2012 - 2013","C10 Canterbury Christ Church University","3615"
"2013 - 2014","C10 Canterbury Christ Church University","3695"
"2014 - 2015","C10 Canterbury Christ Church University","3785"
"2015 - 2016","C10 Canterbury Christ Church University","3715"
"2016 - 2017","C10 Canterbury Christ Church University","3650"
"2017 - 2018","C10 Canterbury Christ Church University","3250"
"2018 - 2019","C10 Canterbury Christ Church University","3710"
"2019 - 2020","C10 Canterbury Christ Church University","3655"
"2020 - 2021","C10 Canterbury Christ Church University","6075"
"2021 - 2022","C10 Canterbury Christ Church University","13300"
"2022 - 2023","C10 Canterbury Christ Church University","16220"
"2023 - 2024","C10 Canterbury Christ Church University","7400"
"2006 - 2007","C30 University of Central Lancashire","4580"
"2007 - 2008","C30 University of Central Lancashire","4880"
"2008 - 2009","C30 University of Central Lancashire","5675"
"2009 - 2010","C30 University of Central Lancashire","6035"
"2010 - 2011","C30 University of Central Lancashire","6295"
"2011 - 2012","C30 University of Central Lancashire","6765"
"2012 - 2013","C30 University of Central Lancashire","4980"
"2013 - 2014","C30 University of Central Lancashire","5820"
"2014 - 2015","C30 University of Central Lancashire","6640"
"2015 - 2016","C30 University of Central Lancashire","6330"
"2016 - 2017","C30 University of Central Lancashire","5715"
"2017 - 2018","C30 University of Central Lancashire","5250"
"2018 - 2019","C30 University of Central Lancashire","5405"
"2019 - 2020","C30 University of Central Lancashire","5735"
"2020 - 2021","C30 University of Central Lancashire","5905"
"2021 - 2022","C30 University of Central Lancashire","4910"
"2022 - 2023","C30 University of Central Lancashire","4680"
"2023 - 2024","C30 University of Central Lancashire","4540"
"2013 - 2014","C34 Central Film School London","15"
"2014 - 2015","C34 Central Film School London","20"
"2015 - 2016","C34 Central Film School London","20"
"2016 - 2017","C34 Central Film School London","15"
"2017 - 2018","C34 Central Film School London","15"
"2018 - 2019","C34 Central Film School London","20"
"2019 - 2020","C34 Central Film School London","10"
"2020 - 2021","C34 Central Film School London","45"
"2021 - 2022","C34 Central Film School London","55"
"2022 - 2023","C34 Central Film School London","60"
"2023 - 2024","C34 Central Film School London","80"
"2021 - 2022","C41 McTimoney College of Chiropractic","55"
"2022 - 2023","C41 McTimoney College of Chiropractic","50"
"2023 - 2024","C41 McTimoney College of Chiropractic","45"
"2006 - 2007","C55 University of Chester","2250"
"2007 - 2008","C55 University of Chester","2590"
"2008 - 2009","C55 University of Chester","2765"
"2009 - 2010","C55 University of Chester","2900"
"2010 - 2011","C55 University of Chester","2925"
"2011 - 2012","C55 University of Chester","3015"
"2012 - 2013","C55 University of Chester","2910"
"2013 - 2014","C55 University of Chester","3255"
"2014 - 2015","C55 University of Chester","3480"
"2015 - 2016","C55 University of Chester","3475"
"2016 - 2017","C55 University of Chester","3755"
"2017 - 2018","C55 University of Chester","3715"
"2018 - 2019","C55 University of Chester","3260"
"2019 - 2020","C55 University of Chester","2580"
"2020 - 2021","C55 University of Chester","2800"
"2021 - 2022","C55 University of Chester","2850"
"2022 - 2023","C55 University of Chester","2940"
"2023 - 2024","C55 University of Chester","2750"
"2006 - 2007","C58 University of Chichester","870"
"2007 - 2008","C58 University of Chichester","1115"
"2008 - 2009","C58 University of Chichester","1250"
"2009 - 2010","C58 University of Chichester","1275"
"2010 - 2011","C58 University of Chichester","1555"
"2011 - 2012","C58 University of Chichester","1605"
"2012 - 2013","C58 University of Chichester","1510"
