"Year","Provider name mapped","Conditional unconditional offers","Direct unconditional offers","Other unconditional offers","Offers with unconditional component","Proportion of offers that were conditional unconditional offers","Proportion of offers that were direct unconditional offers","Proportion of offers that were other unconditional offers","Proportion of offers that had an unconditional component"
"2015","H75 Hull York Medical School","0","0","0","0","0","0","0","0"
"2016","H75 Hull York Medical School","0","0","0","0","0","0","0","0"
"2017","H75 Hull York Medical School","0","0","0","0","0","0.004","0","0.004"
"2018","H75 Hull York Medical School","0","0","0","0","0","0.003","0.003","0.006"
"2019","H75 Hull York Medical School","0","0","0","0","0","0","0","0"
"2020","H75 Hull York Medical School","0","0","0","0","0","0.003","0","0.003"
"2021","H75 Hull York Medical School","0","0","0","0","0","0.003","0","0.003"
"2022","H75 Hull York Medical School","0","0","0","0","0","0","0","0"
"2023","H75 Hull York Medical School","0","0","0","0","0","0.003","0","0.003"
"2013","I50 Imperial College London","0","0","0","0","0","0","0.001","0.001"
"2014","I50 Imperial College London","0","0","0","0","0","0","0.001","0.001"
"2015","I50 Imperial College London","0","0","10","10","0","0","0.003","0.003"
"2016","I50 Imperial College London","0","0","5","5","0","0","0.002","0.002"
"2017","I50 Imperial College London","0","0","10","10","0","0","0.003","0.003"
"2018","I50 Imperial College London","0","0","0","5","0","0","0.001","0.001"
"2019","I50 Imperial College London","0","0","5","5","0","0","0.002","0.002"
"2020","I50 Imperial College London","0","0","5","5","0","0","0.001","0.001"
"2021","I50 Imperial College London","0","0","5","5","0","0.001","0.001","0.002"
"2022","I50 Imperial College London","0","0","5","5","0","0","0.002","0.002"
"2023","I50 Imperial College London","0","0","5","10","0","0","0.002","0.002"
"2013","K12 Keele University","0","0","5","5","0","0","0","0.001"
"2014","K12 Keele University","0","5","0","5","0","0.001","0","0.001"
"2015","K12 Keele University","455","5","10","470","0.065","0","0.002","0.067"
"2016","K12 Keele University","330","5","0","335","0.048","0.001","0","0.049"
"2017","K12 Keele University","480","10","20","510","0.073","0.001","0.003","0.077"
"2018","K12 Keele University","765","0","5","770","0.101","0","0","0.10200000000000001"
"2019","K12 Keele University","770","10","25","805","0.111","0.001","0.004","0.116"
"2020","K12 Keele University","0","1340","55","1395","0","0.187","0.008","0.195"
"2021","K12 Keele University","0","10","0","10","0","0.001","0","0.001"
"2022","K12 Keele University","0","10","0","10","0","0.001","0","0.001"
"2023","K12 Keele University","0","5","0","5","0","0","0","0"
"2013","K24 University of Kent","0","10","0","10","0","0.001","0","0.001"
"2014","K24 University of Kent","0","10","5","15","0","0.001","0","0.001"
"2015","K24 University of Kent","0","15","0","15","0","0.001","0","0.001"
"2016","K24 University of Kent","0","10","5","15","0","0.001","0","0.001"
"2017","K24 University of Kent","470","15","5","490","0.034","0.001","0","0.036000000000000004"
"2018","K24 University of Kent","1165","5","5","1170","0.08700000000000001","0","0","0.08700000000000001"
"2019","K24 University of Kent","110","10","5","125","0.01","0.001","0","0.011"
"2020","K24 University of Kent","0","80","30","110","0","0.007","0.003","0.009000000000000001"
"2021","K24 University of Kent","0","10","0","10","0","0.001","0","0.001"
"2022","K24 University of Kent","0","10","0","10","0","0.001","0","0.001"
"2023","K24 University of Kent","0","35","15","50","0","0.003","0.001","0.004"
"2013","K60 King's College London, University of London","0","10","0","10","0","0.002","0","0.002"
"2014","K60 King's College London, University of London","0","15","0","20","0","0.002","0","0.003"
"2015","K60 King's College London, University of London","0","20","5","25","0","0.002","0","0.003"
"2016","K60 King's College London, University of London","0","20","5","30","0","0.003","0.001","0.003"
"2017","K60 King's College London, University of London","0","25","5","25","0","0.003","0","0.003"
"2018","K60 King's College London, University of London","0","20","5","25","0","0.002","0.001","0.003"
"2019","K60 King's College London, University of London","0","20","0","20","0","0.002","0","0.002"
"2020","K60 King's College London, University of London","0","20","0","20","0","0.002","0","0.002"
"2021","K60 King's College London, University of London","0","30","0","30","0","0.002","0","0.002"
"2022","K60 King's College London, University of London","0","30","5","35","0","0.003","0","0.003"
"2023","K60 King's College London, University of London","0","20","10","30","0","0.002","0.001","0.003"
"2013","L14 Lancaster University","0","5","0","5","0","0.001","0","0.001"
"2014","L14 Lancaster University","0","0","90","95","0","0","0.013000000000000001","0.013000000000000001"
"2015","L14 Lancaster University","0","25","345","370","0","0.003","0.042","0.045"
"2016","L14 Lancaster University","0","0","545","545","0","0","0.065","0.065"
"2017","L14 Lancaster University","2035","5","60","2100","0.225","0","0.006","0.232"
"2018","L14 Lancaster University","2325","0","50","2380","0.259","0","0.006","0.265"
"2019","L14 Lancaster University","2360","0","90","2450","0.252","0","0.01","0.262"
"2020","L14 Lancaster University","3215","0","70","3285","0.289","0","0.006","0.296"
"2021","L14 Lancaster University","0","0","5","5","0","0","0","0"
"2022","L14 Lancaster University","0","0","5","10","0","0","0.001","0.001"
"2023","L14 Lancaster University","0","0","5","5","0","0","0","0.001"
"2013","L23 University of Leeds","0","25","0","25","0","0.001","0","0.001"
"2014","L23 University of Leeds","0","20","0","25","0","0.001","0","0.001"
"2015","L23 University of Leeds","0","20","5","25","0","0.001","0","0.001"
"2016","L23 University of Leeds","0","15","0","20","0","0.001","0","0.001"
"2017","L23 University of Leeds","0","25","5","30","0","0.001","0","0.001"
"2018","L23 University of Leeds","0","25","0","25","0","0.001","0","0.001"
"2019","L23 University of Leeds","0","30","0","30","0","0.001","0","0.001"
"2020","L23 University of Leeds","0","30","0","30","0","0.001","0","0.001"
"2021","L23 University of Leeds","0","15","0","15","0","0.001","0","0.001"
"2022","L23 University of Leeds","0","25","5","25","0","0.001","0","0.001"
"2023","L23 University of Leeds","0","20","0","20","0","0.001","0","0.001"
"2013","L34 University of Leicester","0","0","5","5","0","0","0","0.001"
"2014","L34 University of Leicester","0","1605","145","1750","0","0.166","0.015","0.18"
"2015","L34 University of Leicester","0","1640","70","1710","0","0.154","0.007","0.161"
"2016","L34 University of Leicester","0","1300","30","1330","0","0.126","0.003","0.129"
"2017","L34 University of Leicester","0","1510","15","1530","0","0.134","0.002","0.135"
"2018","L34 University of Leicester","0","1385","20","1400","0","0.132","0.002","0.133"
"2019","L34 University of Leicester","1135","5","0","1140","0.121","0.001","0","0.121"
"2020","L34 University of Leicester","0","980","10","990","0","0.108","0.001","0.11"
"2021","L34 University of Leicester","0","5","5","10","0","0.001","0","0.001"
"2022","L34 University of Leicester","0","5","5","5","0","0","0","0.001"
"2023","L34 University of Leicester","0","0","0","0","0","0","0","0"
"2013","L39 University of Lincoln","0","0","0","0","0","0","0","0"
"2014","L39 University of Lincoln","0","5","0","5","0","0","0","0.001"
"2015","L39 University of Lincoln","0","0","665","665","0","0","0.084","0.084"
"2016","L39 University of Lincoln","1765","0","260","2020","0.188","0","0.027","0.215"
"2017","L39 University of Lincoln","3645","0","10","3655","0.372","0","0.001","0.373"
"2018","L39 University of Lincoln","6140","10","10","6160","0.537","0.001","0.001","0.538"
"2019","L39 University of Lincoln","6500","5","40","6540","0.589","0","0.004","0.593"
"2020","L39 University of Lincoln","5","6610","15","6625","0","0.659","0.001","0.661"
"2021","L39 University of Lincoln","0","0","1820","1820","0","0","0.198","0.198"
"2022","L39 University of Lincoln","0","5995","960","6950","0","0.582","0.093","0.675"
"2023","L39 University of Lincoln","0","8075","25","8095","0","0.725","0.002","0.727"
"2013","L41 University of Liverpool","0","5","0","5","0","0","0","0"
"2014","L41 University of Liverpool","0","5","0","5","0","0","0","0"
"2015","L41 University of Liverpool","0","5","0","5","0","0","0","0"
"2016","L41 University of Liverpool","0","5","0","5","0","0","0","0"
"2017","L41 University of Liverpool","0","5","5","5","0","0","0","0"
"2018","L41 University of Liverpool","0","10","0","10","0","0","0","0"
"2019","L41 University of Liverpool","0","5","5","10","0","0","0","0"
"2020","L41 University of Liverpool","0","10","0","10","0","0","0","0"
"2021","L41 University of Liverpool","0","10","0","15","0","0.001","0","0.001"
"2022","L41 University of Liverpool","0","5","0","5","0","0","0","0"
"2023","L41 University of Liverpool","0","5","0","5","0","0","0","0"
"2013","L48 Liverpool Institute for Performing Arts","0","0","0","0","0","0","0","0"
"2014","L48 Liverpool Institute for Performing Arts","0","0","0","0","0","0.017","0","0.017"
"2015","L48 Liverpool Institute for Performing Arts","0","0","0","0","0","0","0","0"
"2016","L48 Liverpool Institute for Performing Arts","0","0","0","0","0","0.007","0","0.007"
"2017","L48 Liverpool Institute for Performing Arts","0","0","0","0","0","0","0","0"
"2018","L48 Liverpool Institute for Performing Arts","0","0","0","0","0","0","0","0"
"2019","L48 Liverpool Institute for Performing Arts","0","5","0","5","0","0.016","0","0.016"
"2020","L48 Liverpool Institute for Performing Arts","0","0","0","0","0","0","0","0"
"2021","L48 Liverpool Institute for Performing Arts","0","0","0","0","0","0","0","0"
"2022","L48 Liverpool Institute for Performing Arts","0","45","0","45","0","0.179","0","0.179"
"2023","L48 Liverpool Institute for Performing Arts","0","75","0","75","0","0.209","0","0.209"
"2013","L72 London School of Economics and Political Science, University of London","0","5","0","5","0","0.005","0.001","0.006"
"2014","L72 London School of Economics and Political Science, University of London","0","5","0","5","0","0.003","0","0.003"
"2015","L72 London School of Economics and Political Science, University of London","0","0","0","0","0","0","0","0"
"2016","L72 London School of Economics and Political Science, University of London","0","0","0","5","0","0.001","0.001","0.002"
"2017","L72 London School of Economics and Political Science, University of London","0","5","0","5","0","0.002","0.001","0.003"
"2018","L72 London School of Economics and Political Science, University of London","0","0","0","0","0","0","0","0"
"2019","L72 London School of Economics and Political Science, University of London","0","0","0","5","0","0.001","0.001","0.002"
"2020","L72 London School of Economics and Political Science, University of London","0","0","0","0","0","0","0","0"
"2021","L72 London School of Economics and Political Science, University of London","0","0","0","0","0","0","0","0"
"2022","L72 London School of Economics and Political Science, University of London","0","5","0","5","0","0.002","0","0.002"
"2023","L72 London School of Economics and Political Science, University of London","0","0","0","0","0","0","0.001","0.001"
"2013","L79 Loughborough University","0","5","0","5","0","0","0","0.001"
"2014","L79 Loughborough University","0","10","0","10","0","0.001","0","0.001"
"2015","L79 Loughborough University","0","45","0","50","0","0.004","0","0.004"
"2016","L79 Loughborough University","0","10","5","15","0","0.001","0","0.001"
"2017","L79 Loughborough University","0","0","5","10","0","0","0","0.001"
"2018","L79 Loughborough University","0","5","5","10","0","0","0","0.001"
"2019","L79 Loughborough University","0","5","5","10","0","0","0","0.001"
"2020","L79 Loughborough University","0","5","0","5","0","0","0","0"
"2021","L79 Loughborough University","0","5","0","5","0","0","0","0"
"2022","L79 Loughborough University","0","10","0","10","0","0.001","0","0.001"
"2023","L79 Loughborough University","0","5","5","10","0","0","0","0.001"
"2013","M20 University of Manchester","0","15","5","20","0","0.001","0","0.001"
"2014","M20 University of Manchester","0","10","5","15","0","0","0","0.001"
"2015","M20 University of Manchester","0","10","5","15","0","0.001","0","0.001"
"2016","M20 University of Manchester","0","0","10","10","0","0","0","0"
"2017","M20 University of Manchester","0","10","5","10","0","0","0","0.001"
"2018","M20 University of Manchester","0","5","5","10","0","0","0","0"
"2019","M20 University of Manchester","0","10","5","15","0","0","0","0.001"
"2020","M20 University of Manchester","0","10","0","15","0","0","0","0.001"
"2021","M20 University of Manchester","0","5","5","10","0","0","0","0"
"2022","M20 University of Manchester","0","5","10","15","0","0","0","0.001"
"2023","M20 University of Manchester","0","5","5","10","0","0","0","0"
"2013","N21 Newcastle University","0","5","5","10","0","0","0","0.001"
"2014","N21 Newcastle University","0","10","60","70","0","0.001","0.004","0.005"
"2015","N21 Newcastle University","0","10","105","110","0","0.001","0.006","0.007"
"2016","N21 Newcastle University","0","5","75","85","0","0","0.005","0.005"
"2017","N21 Newcastle University","0","20","55","75","0","0.001","0.003","0.004"
"2018","N21 Newcastle University","0","10","60","70","0","0.001","0.004","0.004"
"2019","N21 Newcastle University","835","5","20","865","0.054","0","0.001","0.056"
"2020","N21 Newcastle University","0","825","35","860","0","0.048","0.002","0.051000000000000004"
"2021","N21 Newcastle University","0","700","10","710","0","0.043000000000000003","0.001","0.043000000000000003"
"2022","N21 Newcastle University","0","5","5","10","0","0","0","0.001"
"2023","N21 Newcastle University","0","5","5","10","0","0","0","0"
"2013","N39 Norwich University of the Arts","0","45","0","45","0","0.066","0.002","0.068"
"2014","N39 Norwich University of the Arts","0","5","0","10","0","0.009000000000000001","0.001","0.011"
"2015","N39 Norwich University of the Arts","0","20","0","20","0","0.027","0.001","0.028"
"2016","N39 Norwich University of the Arts","0","50","0","55","0","0.057","0.002","0.059000000000000004"
"2017","N39 Norwich University of the Arts","0","35","0","40","0","0.039","0.002","0.041"
"2018","N39 Norwich University of the Arts","0","50","5","50","0","0.052000000000000005","0.003","0.055"
"2019","N39 Norwich University of the Arts","0","110","5","110","0","0.109","0.003","0.112"
"2020","N39 Norwich University of the Arts","0","115","735","850","0","0.094","0.606","0.7000000000000001"
"2021","N39 Norwich University of the Arts","0","580","155","735","0","0.437","0.11800000000000001","0.555"
"2022","N39 Norwich University of the Arts","0","650","25","675","0","0.546","0.021","0.5670000000000001"
"2023","N39 Norwich University of the Arts","0","0","0","0","0","0.001","0","0.001"
"2013","N77 Northumbria University, Newcastle","0","5","0","5","0","0.001","0","0.001"
"2014","N77 Northumbria University, Newcastle","0","15","55","75","0","0.001","0.005","0.006"
"2015","N77 Northumbria University, Newcastle","0","15","150","165","0","0.001","0.012","0.014"
"2016","N77 Northumbria University, Newcastle","0","10","95","100","0","0.001","0.008","0.008"
"2017","N77 Northumbria University, Newcastle","0","10","255","265","0","0.001","0.021","0.021"
"2018","N77 Northumbria University, Newcastle","0","15","355","370","0","0.001","0.029","0.031"
"2019","N77 Northumbria University, Newcastle","0","10","380","385","0","0.001","0.032","0.033"
"2020","N77 Northumbria University, Newcastle","0","5","0","5","0","0.001","0","0.001"
"2021","N77 Northumbria University, Newcastle","0","15","0","15","0","0.001","0","0.001"
"2022","N77 Northumbria University, Newcastle","0","10","0","10","0","0.001","0","0.001"
"2023","N77 Northumbria University, Newcastle","0","10","0","10","0","0.001","0","0.001"
"2013","N84 University of Nottingham","0","25","0","25","0","0.001","0","0.001"
"2014","N84 University of Nottingham","1010","20","20","1050","0.05","0.001","0.001","0.052000000000000005"
"2015","N84 University of Nottingham","2070","15","10","2095","0.099","0.001","0","0.1"
"2016","N84 University of Nottingham","2125","15","15","2155","0.094","0.001","0.001","0.096"
"2017","N84 University of Nottingham","2030","10","15","2055","0.091","0","0.001","0.092"
"2018","N84 University of Nottingham","2855","10","60","2925","0.112","0","0.002","0.114"
"2019","N84 University of Nottingham","3740","10","35","3785","0.135","0","0.001","0.137"
"2020","N84 University of Nottingham","0","10","0","10","0","0","0","0"
"2021","N84 University of Nottingham","0","5","0","10","0","0","0","0"
"2022","N84 University of Nottingham","0","20","5","25","0","0.001","0","0.001"
"2023","N84 University of Nottingham","0","15","0","15","0","0.001","0","0.001"
"2013","N91 Nottingham Trent University","0","25","0","30","0","0.002","0","0.002"
"2014","N91 Nottingham Trent University","0","10","5","15","0","0.001","0","0.001"
"2015","N91 Nottingham Trent University","905","10","5","920","0.046","0.001","0","0.047"
"2016","N91 Nottingham Trent University","1075","125","45","1240","0.055","0.006","0.002","0.064"
"2017","N91 Nottingham Trent University","7010","215","55","7280","0.369","0.011","0.003","0.383"
"2018","N91 Nottingham Trent University","8380","235","45","8660","0.399","0.011","0.002","0.41200000000000003"
"2019","N91 Nottingham Trent University","11095","35","55","11185","0.437","0.001","0.002","0.44"
"2020","N91 Nottingham Trent University","11025","20","45","11090","0.42","0.001","0.002","0.422"
"2021","N91 Nottingham Trent University","0","145","5","150","0","0.005","0","0.005"
"2022","N91 Nottingham Trent University","0","160","5","165","0","0.006","0","0.006"
"2023","N91 Nottingham Trent University","0","235","5","245","0","0.009000000000000001","0","0.009000000000000001"
"2013","O33 University of Oxford","0","10","0","10","0","0.004","0","0.005"
"2014","O33 University of Oxford","0","0","5","5","0","0","0.002","0.002"
"2015","O33 University of Oxford","0","0","5","5","0","0","0.002","0.003"
"2016","O33 University of Oxford","0","0","5","5","0","0","0.002","0.003"
"2017","O33 University of Oxford","0","0","10","10","0","0","0.004","0.004"
"2018","O33 University of Oxford","0","0","10","10","0","0","0.004","0.004"
"2019","O33 University of Oxford","0","0","5","5","0","0","0.002","0.002"
"2020","O33 University of Oxford","0","0","5","5","0","0","0.002","0.002"
"2021","O33 University of Oxford","0","0","0","0","0","0","0.001","0.001"
"2022","O33 University of Oxford","0","0","5","5","0","0","0.001","0.001"
"2023","O33 University of Oxford","0","0","5","5","0","0","0.002","0.002"
"2013","P26 University of London Institute in Paris","0","0","0","0"," "," "," "," "
"2014","P26 University of London Institute in Paris","0","0","0","0"," "," "," "," "
"2015","P26 University of London Institute in Paris","0","0","0","0"," "," "," "," "
"2016","P26 University of London Institute in Paris","0","0","0","0"," "," "," "," "
"2017","P26 University of London Institute in Paris","0","0","0","0"," "," "," "," "
"2018","P26 University of London Institute in Paris","0","0","0","0"," "," "," "," "
"2019","P26 University of London Institute in Paris","0","0","0","0"," "," "," "," "
"2020","P26 University of London Institute in Paris","0","0","0","0"," "," "," "," "
"2021","P26 University of London Institute in Paris","0","0","0","0","0","0","0","0"
"2022","P26 University of London Institute in Paris","0","0","0","0","0","0","0","0"
"2023","P26 University of London Institute in Paris","0","0","0","0"," "," "," "," "
"2013","P60 University of Plymouth","0","5","5","10","0","0.001","0","0.001"
"2014","P60 University of Plymouth","0","5","0","5","0","0","0","0.001"
"2015","P60 University of Plymouth","45","45","380","470","0.005","0.005","0.044","0.055"
"2016","P60 University of Plymouth","0","20","455","480","0","0.003","0.052000000000000005","0.054"
"2017","P60 University of Plymouth","0","145","775","920","0","0.017","0.092","0.11"
"2018","P60 University of Plymouth","170","145","505","815","0.023","0.019","0.068","0.11"
"2019","P60 University of Plymouth","320","70","625","1010","0.044","0.009000000000000001","0.08600000000000001","0.139"
"2020","P60 University of Plymouth","5","65","165","235","0.001","0.009000000000000001","0.024","0.033"
"2021","P60 University of Plymouth","0","1970","385","2360","0","0.228","0.045","0.273"
"2022","P60 University of Plymouth","0","2280","355","2640","0","0.249","0.039","0.28800000000000003"
"2023","P60 University of Plymouth","0","50","405","455","0","0.005","0.044","0.049"
"2013","P80 University of Portsmouth","0","25","0","25","0","0.002","0","0.002"
"2014","P80 University of Portsmouth","0","25","0","25","0","0.001","0","0.002"
"2015","P80 University of Portsmouth","0","20","0","20","0","0.001","0","0.001"
"2016","P80 University of Portsmouth","0","150","355","505","0","0.01","0.024","0.034"
"2017","P80 University of Portsmouth","0","1055","80","1135","0","0.079","0.006","0.085"
"2018","P80 University of Portsmouth","0","500","1595","2100","0","0.038","0.121","0.158"
"2019","P80 University of Portsmouth","0","520","1860","2380","0","0.041","0.145","0.185"
"2020","P80 University of Portsmouth","0","450","1020","1470","0","0.037","0.085","0.122"
"2021","P80 University of Portsmouth","0","10","0","10","0","0.001","0","0.001"
"2022","P80 University of Portsmouth","0","405","1880","2285","0","0.038","0.176","0.214"
"2023","P80 University of Portsmouth","0","390","35","425","0","0.035","0.003","0.038"
"2013","Q50 Queen Mary University of London","0","15","0","20","0","0.002","0","0.002"
"2014","Q50 Queen Mary University of London","0","285","25","310","0","0.034","0.003","0.037"
"2015","Q50 Queen Mary University of London","0","230","40","270","0","0.024","0.004","0.029"
"2016","Q50 Queen Mary University of London","0","265","35","300","0","0.03","0.004","0.034"
"2017","Q50 Queen Mary University of London","0","5","145","150","0","0.001","0.016","0.016"
"2018","Q50 Queen Mary University of London","0","5","425","430","0","0.001","0.043000000000000003","0.044"
"2019","Q50 Queen Mary University of London","0","15","325","335","0","0.001","0.03","0.031"
"2020","Q50 Queen Mary University of London","0","10","200","210","0","0.001","0.018000000000000002","0.019"
"2021","Q50 Queen Mary University of London","0","10","45","55","0","0.001","0.003","0.004"
"2022","Q50 Queen Mary University of London","0","20","10","30","0","0.001","0.001","0.002"
"2023","Q50 Queen Mary University of London","0","15","10","25","0","0.001","0.001","0.002"
"2013","R12 University of Reading","0","0","5","5","0","0","0","0.001"
"2014","R12 University of Reading","0","0","115","115","0","0","0.012","0.012"
"2015","R12 University of Reading","0","0","95","95","0","0","0.008","0.008"
"2016","R12 University of Reading","0","5","370","375","0","0","0.032","0.032"
"2017","R12 University of Reading","0","5","170","175","0","0","0.015","0.015"
"2018","R12 University of Reading","0","5","185","190","0","0.001","0.018000000000000002","0.019"
"2019","R12 University of Reading","0","5","160","165","0","0.001","0.018000000000000002","0.019"
"2020","R12 University of Reading","0","10","5","15","0","0.001","0","0.001"
"2021","R12 University of Reading","0","10","5","15","0","0.001","0","0.001"
"2022","R12 University of Reading","0","10","0","10","0","0.001","0","0.001"
"2023","R12 University of Reading","0","5","5","10","0","0","0","0.001"
"2013","R72 Royal Holloway, University of London","0","0","0","5","0","0","0","0.001"
"2014","R72 Royal Holloway, University of London","0","5","10","15","0","0","0.002","0.002"
"2015","R72 Royal Holloway, University of London","0","50","65","115","0","0.007","0.008","0.015"
"2016","R72 Royal Holloway, University of London","45","185","300","530","0.006","0.026000000000000002","0.043000000000000003","0.076"
"2017","R72 Royal Holloway, University of London","1005","160","45","1205","0.152","0.024","0.007","0.183"
"2018","R72 Royal Holloway, University of London","2020","10","10","2040","0.28600000000000003","0.001","0.001","0.289"
"2019","R72 Royal Holloway, University of London","2210","5","5","2220","0.273","0","0.001","0.274"
"2020","R72 Royal Holloway, University of London","0","5","0","10","0","0.001","0","0.001"
"2021","R72 Royal Holloway, University of London","0","5","0","10","0","0.001","0","0.001"
"2022","R72 Royal Holloway, University of London","0","10","0","10","0","0.001","0","0.001"
"2023","R72 Royal Holloway, University of London","0","15","0","15","0","0.001","0","0.001"
"2013","R84 Royal Veterinary College, University of London","0","0","0","0","0","0.003","0","0.003"
"2014","R84 Royal Veterinary College, University of London","0","5","0","5","0","0.01","0","0.01"
"2015","R84 Royal Veterinary College, University of London","0","0","0","0","0","0","0","0"
"2016","R84 Royal Veterinary College, University of London","0","0","0","0","0","0","0","0"
"2017","R84 Royal Veterinary College, University of London","0","0","0","0","0","0.002","0","0.002"
"2018","R84 Royal Veterinary College, University of London","0","0","0","0","0","0","0","0"
"2019","R84 Royal Veterinary College, University of London","0","0","0","0","0","0","0","0"
"2020","R84 Royal Veterinary College, University of London","0","0","0","0","0","0","0.002","0.002"
"2021","R84 Royal Veterinary College, University of London","0","0","0","0","0","0","0","0"
"2022","R84 Royal Veterinary College, University of London","0","0","0","0","0","0","0","0"
"2023","R84 Royal Veterinary College, University of London","0","0","0","0","0","0","0","0"
"2013","S09 SOAS University of London","0","5","0","5","0","0.003","0","0.003"
"2014","S09 SOAS University of London","0","0","0","5","0","0.002","0.001","0.003"
"2015","S09 SOAS University of London","0","5","15","20","0","0.003","0.013000000000000001","0.016"
"2016","S09 SOAS University of London","0","5","35","35","0","0.002","0.021","0.023"
"2017","S09 SOAS University of London","0","0","95","95","0","0.001","0.053","0.053"
"2018","S09 SOAS University of London","0","0","0","0","0","0","0.001","0.001"
"2019","S09 SOAS University of London","0","0","0","5","0","0.001","0.001","0.002"
"2020","S09 SOAS University of London","0","5","0","5","0","0.002","0","0.002"
"2021","S09 SOAS University of London","0","0","0","0","0","0","0","0"
"2022","S09 SOAS University of London","0","0","5","5","0","0.001","0.002","0.003"
"2023","S09 SOAS University of London","0","5","5","5","0","0.001","0.001","0.003"
"2013","S18 University of Sheffield","0","10","0","15","0","0.001","0","0.001"
"2014","S18 University of Sheffield","0","10","0","15","0","0.001","0","0.001"
"2015","S18 University of Sheffield","0","15","0","15","0","0.001","0","0.001"
"2016","S18 University of Sheffield","0","5","5","10","0","0","0","0.001"
"2017","S18 University of Sheffield","0","5","0","10","0","0","0","0.001"
"2018","S18 University of Sheffield","0","5","0","5","0","0","0","0"
"2019","S18 University of Sheffield","0","15","0","15","0","0.001","0","0.001"
"2020","S18 University of Sheffield","0","5","0","5","0","0","0","0"
"2021","S18 University of Sheffield","0","5","0","5","0","0","0","0"
"2022","S18 University of Sheffield","0","5","5","10","0","0","0","0.001"
"2023","S18 University of Sheffield","0","0","5","5","0","0","0","0"
"2013","S21 Sheffield Hallam University","0","20","0","20","0","0.001","0","0.001"
"2014","S21 Sheffield Hallam University","2755","20","25","2805","0.184","0.001","0.002","0.187"
"2015","S21 Sheffield Hallam University","5315","20","15","5350","0.36","0.001","0.001","0.363"
"2016","S21 Sheffield Hallam University","5720","20","10","5750","0.394","0.001","0.001","0.396"
"2017","S21 Sheffield Hallam University","5825","15","5","5840","0.384","0.001","0","0.386"
"2018","S21 Sheffield Hallam University","5815","20","5","5840","0.40800000000000003","0.001","0","0.41000000000000003"
"2019","S21 Sheffield Hallam University","0","5545","40","5585","0","0.424","0.003","0.427"
"2020","S21 Sheffield Hallam University","0","5465","20","5485","0","0.397","0.002","0.399"
"2021","S21 Sheffield Hallam University","0","330","10","340","0","0.025","0.001","0.026000000000000002"
"2022","S21 Sheffield Hallam University","0","305","5","315","0","0.022","0","0.023"
"2023","S21 Sheffield Hallam University","0","360","0","360","0","0.028","0","0.028"
"2013","S27 University of Southampton","0","15","10","25","0","0.001","0.001","0.002"
"2014","S27 University of Southampton","0","10","10","25","0","0.001","0.001","0.002"
"2015","S27 University of Southampton","0","5","20","20","0","0","0.001","0.001"
"2016","S27 University of Southampton","0","5","15","20","0","0","0.001","0.001"
"2017","S27 University of Southampton","0","5","20","25","0","0","0.001","0.002"
"2018","S27 University of Southampton","0","5","10","15","0","0","0.001","0.001"
"2019","S27 University of Southampton","0","0","10","10","0","0","0.001","0.001"
"2020","S27 University of Southampton","0","0","10","10","0","0","0.001","0.001"
"2021","S27 University of Southampton","0","0","5","10","0","0","0","0.001"
"2022","S27 University of Southampton","0","0","5","10","0","0","0","0"
"2023","S27 University of Southampton","0","5","5","5","0","0","0","0"
"2013","S49 St George's, University of London","0","0","0","0","0","0","0","0"
"2014","S49 St George's, University of London","0","0","0","0","0","0","0","0"
"2015","S49 St George's, University of London","0","0","0","0","0","0","0","0"
"2016","S49 St George's, University of London","0","0","0","0","0","0","0","0"
"2017","S49 St George's, University of London","0","0","0","0","0","0","0","0"
"2018","S49 St George's, University of London","0","0","0","0","0","0","0","0"
"2019","S49 St George's, University of London","0","0","0","0","0","0","0","0"
"2020","S49 St George's, University of London","0","0","0","0","0","0","0","0"
"2021","S49 St George's, University of London","0","0","0","0","0","0","0","0"
"2022","S49 St George's, University of London","0","0","5","5","0","0.001","0.003","0.003"
"2023","S49 St George's, University of London","0","0","0","0","0","0.002","0","0.002"
"2013","S85 University of Surrey","0","10","0","15","0","0.002","0","0.002"
"2014","S85 University of Surrey","0","5","0","5","0","0","0","0.001"
"2015","S85 University of Surrey","0","5","5","10","0","0.001","0.001","0.001"
"2016","S85 University of Surrey","0","0","5","5","0","0","0","0"
"2017","S85 University of Surrey","0","0","5","5","0","0","0","0.001"
"2018","S85 University of Surrey","610","5","5","620","0.051000000000000004","0","0","0.052000000000000005"
"2019","S85 University of Surrey","2505","10","10","2520","0.198","0.001","0.001","0.199"
"2020","S85 University of Surrey","0","10","5","10","0","0.001","0","0.001"
"2021","S85 University of Surrey","0","5","0","5","0","0","0","0"
"2022","S85 University of Surrey","0","0","0","0","0","0","0","0"
"2023","S85 University of Surrey","0","0","5","5","0","0","0","0.001"
"2013","S90 University of Sussex","0","10","0","10","0","0.001","0","0.001"
"2014","S90 University of Sussex","0","5","415","420","0","0.001","0.068","0.069"
"2015","S90 University of Sussex","1295","5","5","1310","0.183","0.001","0.001","0.185"
"2016","S90 University of Sussex","1175","10","10","1195","0.132","0.001","0.001","0.135"
"2017","S90 University of Sussex","565","10","0","575","0.044","0.001","0","0.045"
"2018","S90 University of Sussex","345","15","5","360","0.031","0.001","0","0.032"
"2019","S90 University of Sussex","325","0","0","325","0.032","0","0","0.032"
"2020","S90 University of Sussex","0","10","0","10","0","0.001","0","0.001"
