"------------------------------------------------------------------"
"Sex, area background and ethnic group			"
"------------------------------------------------------------------"
"This file contains data used reported in the Sex, area background and ethnic group reports, covering all providers for whom reports have been published on the UCAS website."
"Cycle years: 2010 - 2022"
"Cycle reference point: End of Cycle"
"Applicant coverage: UK domiciled"
"Equality dimensions: Sex, POLAR4, SIMD 2016, ethnic group"
"Statistics reported:"
"June deadline applicants, placed June deadline applicants, all placed applicants, June deadline applicants per 10,000 population, placed June deadline applicants per 10,000 population,"
"all placed applicants per 10,000 population"
"June deadline applications, offers, offer rate, average offer rate, percentage point difference between offer rate and average offer rate, contribution of group to the average offer rate"
"Non-disclosure controls: To avoid the disclosure of information about any individual the following measures are taken"
"Applicants, placed applicants, applications and offers are rounded to the nearest 5."
"Applicants/placed applicants per 10,000 population figures are reported as 0 if the applicant/placed applicant figures are rounded to 0."
"All statistics related to the offer rate are not reported when the number of applications for a group is less than 10. The percentage point difference between the offer rate and"
"the average offer rate is not reported when the number of applications for a group is less than 50."
"Offer rates are reported as 0% if there are fewer than 5 offers, and 100% if the number of offers is within 5 of the number of applications. When the offer rate is reported as 0% or 100%,"
"it is reported in italics."
"------------------------------------------------------------------"
Please refer to the Sex, area background and ethnic group reports specified above for technical notes and definitions.
Data lines are comma delimited.
Data follows - 9009 lines in total
------------------------------------------------------------------
tariff_band,Cycle,statistic,equality_dimension,agegroup,value
Lower tariff providers,2010,June deadline applicants,Black ethnic group,All ages,35035
Lower tariff providers,2010,June deadline applicants,Asian ethnic group,All ages,35655
Lower tariff providers,2010,June deadline applicants,Mixed ethnic group,All ages,12380
Lower tariff providers,2010,June deadline applicants,Other ethnic group,All ages,4145
Lower tariff providers,2010,June deadline applicants,POLAR4 Q1,All ages,49395
Lower tariff providers,2010,June deadline applicants,POLAR4 Q2,All ages,63035
Lower tariff providers,2010,June deadline applicants,POLAR4 Q3,All ages,72660
Lower tariff providers,2010,June deadline applicants,POLAR4 Q4,All ages,81705
Lower tariff providers,2010,June deadline applicants,POLAR4 Q5,All ages,83645
Lower tariff providers,2010,June deadline applicants,Men,All ages,144095
Lower tariff providers,2010,June deadline applicants,Women,All ages,207180
Lower tariff providers,2011,June deadline applicants,Total,All ages,368805
Lower tariff providers,2011,June deadline applicants,White ethnic group,All ages,270440
Lower tariff providers,2011,June deadline applicants,Black ethnic group,All ages,38260
Lower tariff providers,2011,June deadline applicants,Asian ethnic group,All ages,39650
Lower tariff providers,2011,June deadline applicants,Mixed ethnic group,All ages,13485
Lower tariff providers,2011,June deadline applicants,Other ethnic group,All ages,4520
Lower tariff providers,2011,June deadline applicants,POLAR4 Q1,All ages,52610
Lower tariff providers,2011,June deadline applicants,POLAR4 Q2,All ages,66100
Lower tariff providers,2011,June deadline applicants,POLAR4 Q3,All ages,75170
Lower tariff providers,2011,June deadline applicants,POLAR4 Q4,All ages,85570
Lower tariff providers,2011,June deadline applicants,POLAR4 Q5,All ages,88520
Lower tariff providers,2011,June deadline applicants,Men,All ages,152570
Lower tariff providers,2011,June deadline applicants,Women,All ages,216235
Lower tariff providers,2012,June deadline applicants,Total,All ages,333695
Lower tariff providers,2012,June deadline applicants,White ethnic group,All ages,240130
Lower tariff providers,2012,June deadline applicants,Black ethnic group,All ages,36325
Lower tariff providers,2012,June deadline applicants,Asian ethnic group,All ages,37590
Lower tariff providers,2012,June deadline applicants,Mixed ethnic group,All ages,12270
Lower tariff providers,2012,June deadline applicants,Other ethnic group,All ages,5360
Lower tariff providers,2012,June deadline applicants,POLAR4 Q1,All ages,48870
Lower tariff providers,2012,June deadline applicants,POLAR4 Q2,All ages,60605
Lower tariff providers,2012,June deadline applicants,POLAR4 Q3,All ages,69060
Lower tariff providers,2012,June deadline applicants,POLAR4 Q4,All ages,77105
Lower tariff providers,2012,June deadline applicants,POLAR4 Q5,All ages,77325
Lower tariff providers,2012,June deadline applicants,Men,All ages,134985
Lower tariff providers,2012,June deadline applicants,Women,All ages,198710
Lower tariff providers,2013,June deadline applicants,Total,All ages,338475
Lower tariff providers,2013,June deadline applicants,White ethnic group,All ages,244690
Lower tariff providers,2013,June deadline applicants,Black ethnic group,All ages,35775
Lower tariff providers,2013,June deadline applicants,Asian ethnic group,All ages,38025
Lower tariff providers,2013,June deadline applicants,Mixed ethnic group,All ages,12610
Lower tariff providers,2013,June deadline applicants,Other ethnic group,All ages,5305
Lower tariff providers,2013,June deadline applicants,POLAR4 Q1,All ages,50250
Lower tariff providers,2013,June deadline applicants,POLAR4 Q2,All ages,61395
Lower tariff providers,2013,June deadline applicants,POLAR4 Q3,All ages,70270
Lower tariff providers,2013,June deadline applicants,POLAR4 Q4,All ages,77940
Lower tariff providers,2013,June deadline applicants,POLAR4 Q5,All ages,78025
Lower tariff providers,2013,June deadline applicants,Men,All ages,137185
Lower tariff providers,2013,June deadline applicants,Women,All ages,201290
Lower tariff providers,2014,June deadline applicants,Total,All ages,349130
Lower tariff providers,2014,June deadline applicants,White ethnic group,All ages,250830
Lower tariff providers,2014,June deadline applicants,Black ethnic group,All ages,36955
Lower tariff providers,2014,June deadline applicants,Asian ethnic group,All ages,39705
Lower tariff providers,2014,June deadline applicants,Mixed ethnic group,All ages,13780
Lower tariff providers,2014,June deadline applicants,Other ethnic group,All ages,5860
Lower tariff providers,2014,June deadline applicants,POLAR4 Q1,All ages,53815
Lower tariff providers,2014,June deadline applicants,POLAR4 Q2,All ages,64500
Lower tariff providers,2014,June deadline applicants,POLAR4 Q3,All ages,72440
Lower tariff providers,2014,June deadline applicants,POLAR4 Q4,All ages,79415
Lower tariff providers,2014,June deadline applicants,POLAR4 Q5,All ages,78385
Lower tariff providers,2014,June deadline applicants,Men,All ages,141070
Lower tariff providers,2014,June deadline applicants,Women,All ages,208060
Lower tariff providers,2015,June deadline applicants,Total,All ages,348180
Lower tariff providers,2015,June deadline applicants,White ethnic group,All ages,246560
Lower tariff providers,2015,June deadline applicants,Black ethnic group,All ages,37380
Lower tariff providers,2015,June deadline applicants,Asian ethnic group,All ages,41230
Lower tariff providers,2015,June deadline applicants,Mixed ethnic group,All ages,14345
Lower tariff providers,2015,June deadline applicants,Other ethnic group,All ages,6100
Lower tariff providers,2015,June deadline applicants,POLAR4 Q1,All ages,53920
Lower tariff providers,2015,June deadline applicants,POLAR4 Q2,All ages,64470
Lower tariff providers,2015,June deadline applicants,POLAR4 Q3,All ages,71930
Lower tariff providers,2015,June deadline applicants,POLAR4 Q4,All ages,79495
Lower tariff providers,2015,June deadline applicants,POLAR4 Q5,All ages,77860
Lower tariff providers,2015,June deadline applicants,Men,All ages,139970
Lower tariff providers,2015,June deadline applicants,Women,All ages,208210
Lower tariff providers,2016,June deadline applicants,Total,All ages,343195
Lower tariff providers,2016,June deadline applicants,White ethnic group,All ages,239805
Lower tariff providers,2016,June deadline applicants,Black ethnic group,All ages,37910
Lower tariff providers,2016,June deadline applicants,Asian ethnic group,All ages,41905
Lower tariff providers,2016,June deadline applicants,Mixed ethnic group,All ages,14520
Lower tariff providers,2016,June deadline applicants,Other ethnic group,All ages,6310
Lower tariff providers,2016,June deadline applicants,POLAR4 Q1,All ages,53080
Lower tariff providers,2016,June deadline applicants,POLAR4 Q2,All ages,63780
Lower tariff providers,2016,June deadline applicants,POLAR4 Q3,All ages,71085
Lower tariff providers,2016,June deadline applicants,POLAR4 Q4,All ages,77895
Lower tariff providers,2016,June deadline applicants,POLAR4 Q5,All ages,76815
Lower tariff providers,2016,June deadline applicants,Men,All ages,137300
Lower tariff providers,2016,June deadline applicants,Women,All ages,205895
Lower tariff providers,2017,June deadline applicants,Total,All ages,319445
Lower tariff providers,2017,June deadline applicants,White ethnic group,All ages,223130
Lower tariff providers,2017,June deadline applicants,Black ethnic group,All ages,33830
Lower tariff providers,2017,June deadline applicants,Asian ethnic group,All ages,39800
Lower tariff providers,2017,June deadline applicants,Mixed ethnic group,All ages,13870
Lower tariff providers,2017,June deadline applicants,Other ethnic group,All ages,6270
Lower tariff providers,2017,June deadline applicants,POLAR4 Q1,All ages,49840
Lower tariff providers,2017,June deadline applicants,POLAR4 Q2,All ages,58795
Lower tariff providers,2017,June deadline applicants,POLAR4 Q3,All ages,66250
Lower tariff providers,2017,June deadline applicants,POLAR4 Q4,All ages,72590
Lower tariff providers,2017,June deadline applicants,POLAR4 Q5,All ages,71565
Lower tariff providers,2017,June deadline applicants,Men,All ages,128255
Lower tariff providers,2017,June deadline applicants,Women,All ages,191190
Lower tariff providers,2018,June deadline applicants,Total,All ages,302695
Lower tariff providers,2018,June deadline applicants,White ethnic group,All ages,209495
Lower tariff providers,2018,June deadline applicants,Black ethnic group,All ages,31695
Lower tariff providers,2018,June deadline applicants,Asian ethnic group,All ages,39260
Lower tariff providers,2018,June deadline applicants,Mixed ethnic group,All ages,13535
Lower tariff providers,2018,June deadline applicants,Other ethnic group,All ages,6180
Lower tariff providers,2018,June deadline applicants,POLAR4 Q1,All ages,47360
Lower tariff providers,2018,June deadline applicants,POLAR4 Q2,All ages,55805
Lower tariff providers,2018,June deadline applicants,POLAR4 Q3,All ages,61970
Lower tariff providers,2018,June deadline applicants,POLAR4 Q4,All ages,69000
Lower tariff providers,2018,June deadline applicants,POLAR4 Q5,All ages,68130
Lower tariff providers,2018,June deadline applicants,Men,All ages,121030
Lower tariff providers,2018,June deadline applicants,Women,All ages,181670
Lower tariff providers,2019,June deadline applicants,Total,All ages,296635
Lower tariff providers,2019,June deadline applicants,White ethnic group,All ages,199450
Lower tariff providers,2019,June deadline applicants,Black ethnic group,All ages,32185
Lower tariff providers,2019,June deadline applicants,Asian ethnic group,All ages,41435
Lower tariff providers,2019,June deadline applicants,Mixed ethnic group,All ages,13810
Lower tariff providers,2019,June deadline applicants,Other ethnic group,All ages,6725
Lower tariff providers,2019,June deadline applicants,POLAR4 Q1,All ages,46790
Lower tariff providers,2019,June deadline applicants,POLAR4 Q2,All ages,54065
Lower tariff providers,2019,June deadline applicants,POLAR4 Q3,All ages,60985
Lower tariff providers,2019,June deadline applicants,POLAR4 Q4,All ages,67575
Lower tariff providers,2019,June deadline applicants,POLAR4 Q5,All ages,66765
Lower tariff providers,2019,June deadline applicants,Men,All ages,117710
Lower tariff providers,2019,June deadline applicants,Women,All ages,178925
Lower tariff providers,2020,June deadline applicants,Total,All ages,302030
Lower tariff providers,2020,June deadline applicants,White ethnic group,All ages,200065
Lower tariff providers,2020,June deadline applicants,Black ethnic group,All ages,33850
Lower tariff providers,2020,June deadline applicants,Asian ethnic group,All ages,43380
Lower tariff providers,2020,June deadline applicants,Mixed ethnic group,All ages,14530
Lower tariff providers,2020,June deadline applicants,Other ethnic group,All ages,7195
Lower tariff providers,2020,June deadline applicants,POLAR4 Q1,All ages,48160
Lower tariff providers,2020,June deadline applicants,POLAR4 Q2,All ages,55545
Lower tariff providers,2020,June deadline applicants,POLAR4 Q3,All ages,61985
Lower tariff providers,2020,June deadline applicants,POLAR4 Q4,All ages,67975
Lower tariff providers,2020,June deadline applicants,POLAR4 Q5,All ages,67985
Lower tariff providers,2020,June deadline applicants,Men,All ages,117480
Lower tariff providers,2020,June deadline applicants,Women,All ages,184550
Lower tariff providers,2021,June deadline applicants,Total,All ages,325205
Lower tariff providers,2021,June deadline applicants,White ethnic group,All ages,216055
Lower tariff providers,2021,June deadline applicants,Black ethnic group,All ages,36545
Lower tariff providers,2021,June deadline applicants,Asian ethnic group,All ages,45645
Lower tariff providers,2021,June deadline applicants,Mixed ethnic group,All ages,16020
Lower tariff providers,2021,June deadline applicants,Other ethnic group,All ages,7850
Lower tariff providers,2021,June deadline applicants,POLAR4 Q1,All ages,51490
Lower tariff providers,2021,June deadline applicants,POLAR4 Q2,All ages,59695
Lower tariff providers,2021,June deadline applicants,POLAR4 Q3,All ages,66955
Lower tariff providers,2021,June deadline applicants,POLAR4 Q4,All ages,73075
Lower tariff providers,2021,June deadline applicants,POLAR4 Q5,All ages,73585
Lower tariff providers,2021,June deadline applicants,Men,All ages,125925
Lower tariff providers,2021,June deadline applicants,Women,All ages,199280
Lower tariff providers,2022,June deadline applicants,Total,All ages,328135
Lower tariff providers,2022,June deadline applicants,White ethnic group,All ages,211870
Lower tariff providers,2022,June deadline applicants,Black ethnic group,All ages,38670
Lower tariff providers,2022,June deadline applicants,Asian ethnic group,All ages,48360
Lower tariff providers,2022,June deadline applicants,Mixed ethnic group,All ages,17465
Lower tariff providers,2022,June deadline applicants,Other ethnic group,All ages,8960
Lower tariff providers,2022,June deadline applicants,POLAR4 Q1,All ages,53130
Lower tariff providers,2022,June deadline applicants,POLAR4 Q2,All ages,60405
Lower tariff providers,2022,June deadline applicants,POLAR4 Q3,All ages,67385
Lower tariff providers,2022,June deadline applicants,POLAR4 Q4,All ages,73380
Lower tariff providers,2022,June deadline applicants,POLAR4 Q5,All ages,73505
Lower tariff providers,2022,June deadline applicants,Men,All ages,129620
Lower tariff providers,2022,June deadline applicants,Women,All ages,198515
Lower tariff providers,2010,Placed June deadline applicants,Total,All ages,151720
Lower tariff providers,2010,Placed June deadline applicants,White ethnic group,All ages,116045
Lower tariff providers,2010,Placed June deadline applicants,Black ethnic group,All ages,12785
Lower tariff providers,2010,Placed June deadline applicants,Asian ethnic group,All ages,14995
Lower tariff providers,2010,Placed June deadline applicants,Mixed ethnic group,All ages,5280
Lower tariff providers,2010,Placed June deadline applicants,Other ethnic group,All ages,1650
Lower tariff providers,2010,Placed June deadline applicants,POLAR4 Q1,All ages,21905
Lower tariff providers,2010,Placed June deadline applicants,POLAR4 Q2,All ages,28275
Lower tariff providers,2010,Placed June deadline applicants,POLAR4 Q3,All ages,31945
Lower tariff providers,2010,Placed June deadline applicants,POLAR4 Q4,All ages,35110
Lower tariff providers,2010,Placed June deadline applicants,POLAR4 Q5,All ages,34170
Lower tariff providers,2010,Placed June deadline applicants,Men,All ages,64140
Lower tariff providers,2010,Placed June deadline applicants,Women,All ages,87580
Lower tariff providers,2011,Placed June deadline applicants,Total,All ages,158275
Lower tariff providers,2011,Placed June deadline applicants,White ethnic group,All ages,119415
Lower tariff providers,2011,Placed June deadline applicants,Black ethnic group,All ages,13775
Lower tariff providers,2011,Placed June deadline applicants,Asian ethnic group,All ages,16525
Lower tariff providers,2011,Placed June deadline applicants,Mixed ethnic group,All ages,5775
Lower tariff providers,2011,Placed June deadline applicants,Other ethnic group,All ages,1820
Lower tariff providers,2011,Placed June deadline applicants,POLAR4 Q1,All ages,23205
Lower tariff providers,2011,Placed June deadline applicants,POLAR4 Q2,All ages,29555
Lower tariff providers,2011,Placed June deadline applicants,POLAR4 Q3,All ages,32855
Lower tariff providers,2011,Placed June deadline applicants,POLAR4 Q4,All ages,36335
Lower tariff providers,2011,Placed June deadline applicants,POLAR4 Q5,All ages,36015
Lower tariff providers,2011,Placed June deadline applicants,Men,All ages,68125
Lower tariff providers,2011,Placed June deadline applicants,Women,All ages,90150
Lower tariff providers,2012,Placed June deadline applicants,Total,All ages,140105
Lower tariff providers,2012,Placed June deadline applicants,White ethnic group,All ages,103705
Lower tariff providers,2012,Placed June deadline applicants,Black ethnic group,All ages,13115
Lower tariff providers,2012,Placed June deadline applicants,Asian ethnic group,All ages,15240
Lower tariff providers,2012,Placed June deadline applicants,Mixed ethnic group,All ages,5140
Lower tariff providers,2012,Placed June deadline applicants,Other ethnic group,All ages,2120
Lower tariff providers,2012,Placed June deadline applicants,POLAR4 Q1,All ages,21625
Lower tariff providers,2012,Placed June deadline applicants,POLAR4 Q2,All ages,26805
Lower tariff providers,2012,Placed June deadline applicants,POLAR4 Q3,All ages,29685
Lower tariff providers,2012,Placed June deadline applicants,POLAR4 Q4,All ages,31560
Lower tariff providers,2012,Placed June deadline applicants,POLAR4 Q5,All ages,30160
Lower tariff providers,2012,Placed June deadline applicants,Men,All ages,58885
Lower tariff providers,2012,Placed June deadline applicants,Women,All ages,81220
Lower tariff providers,2013,Placed June deadline applicants,Total,All ages,149470
Lower tariff providers,2013,Placed June deadline applicants,White ethnic group,All ages,110715
Lower tariff providers,2013,Placed June deadline applicants,Black ethnic group,All ages,13735
Lower tariff providers,2013,Placed June deadline applicants,Asian ethnic group,All ages,16545
Lower tariff providers,2013,Placed June deadline applicants,Mixed ethnic group,All ages,5495
Lower tariff providers,2013,Placed June deadline applicants,Other ethnic group,All ages,2135
Lower tariff providers,2013,Placed June deadline applicants,POLAR4 Q1,All ages,23550
Lower tariff providers,2013,Placed June deadline applicants,POLAR4 Q2,All ages,28605
Lower tariff providers,2013,Placed June deadline applicants,POLAR4 Q3,All ages,31675
Lower tariff providers,2013,Placed June deadline applicants,POLAR4 Q4,All ages,33740
Lower tariff providers,2013,Placed June deadline applicants,POLAR4 Q5,All ages,31660
Lower tariff providers,2013,Placed June deadline applicants,Men,All ages,63745
Lower tariff providers,2013,Placed June deadline applicants,Women,All ages,85730
Lower tariff providers,2014,Placed June deadline applicants,Total,All ages,153730
Lower tariff providers,2014,Placed June deadline applicants,White ethnic group,All ages,113515
Lower tariff providers,2014,Placed June deadline applicants,Black ethnic group,All ages,14070
Lower tariff providers,2014,Placed June deadline applicants,Asian ethnic group,All ages,16925
Lower tariff providers,2014,Placed June deadline applicants,Mixed ethnic group,All ages,6040
Lower tariff providers,2014,Placed June deadline applicants,Other ethnic group,All ages,2395
Lower tariff providers,2014,Placed June deadline applicants,POLAR4 Q1,All ages,25120
Lower tariff providers,2014,Placed June deadline applicants,POLAR4 Q2,All ages,29990
Lower tariff providers,2014,Placed June deadline applicants,POLAR4 Q3,All ages,32690
Lower tariff providers,2014,Placed June deadline applicants,POLAR4 Q4,All ages,34180
Lower tariff providers,2014,Placed June deadline applicants,POLAR4 Q5,All ages,31515
Lower tariff providers,2014,Placed June deadline applicants,Men,All ages,64985
Lower tariff providers,2014,Placed June deadline applicants,Women,All ages,88740
Lower tariff providers,2015,Placed June deadline applicants,Total,All ages,154530
Lower tariff providers,2015,Placed June deadline applicants,White ethnic group,All ages,112645
Lower tariff providers,2015,Placed June deadline applicants,Black ethnic group,All ages,14395
Lower tariff providers,2015,Placed June deadline applicants,Asian ethnic group,All ages,17505
Lower tariff providers,2015,Placed June deadline applicants,Mixed ethnic group,All ages,6365
Lower tariff providers,2015,Placed June deadline applicants,Other ethnic group,All ages,2560
Lower tariff providers,2015,Placed June deadline applicants,POLAR4 Q1,All ages,25370
Lower tariff providers,2015,Placed June deadline applicants,POLAR4 Q2,All ages,30175
Lower tariff providers,2015,Placed June deadline applicants,POLAR4 Q3,All ages,32570
Lower tariff providers,2015,Placed June deadline applicants,POLAR4 Q4,All ages,34525
Lower tariff providers,2015,Placed June deadline applicants,POLAR4 Q5,All ages,31680
Lower tariff providers,2015,Placed June deadline applicants,Men,All ages,64665
Lower tariff providers,2015,Placed June deadline applicants,Women,All ages,89865
Lower tariff providers,2016,Placed June deadline applicants,Total,All ages,151265
Lower tariff providers,2016,Placed June deadline applicants,White ethnic group,All ages,108450
Lower tariff providers,2016,Placed June deadline applicants,Black ethnic group,All ages,15095
Lower tariff providers,2016,Placed June deadline applicants,Asian ethnic group,All ages,17535
Lower tariff providers,2016,Placed June deadline applicants,Mixed ethnic group,All ages,6430
Lower tariff providers,2016,Placed June deadline applicants,Other ethnic group,All ages,2605
Lower tariff providers,2016,Placed June deadline applicants,POLAR4 Q1,All ages,24870
Lower tariff providers,2016,Placed June deadline applicants,POLAR4 Q2,All ages,29605
Lower tariff providers,2016,Placed June deadline applicants,POLAR4 Q3,All ages,31670
Lower tariff providers,2016,Placed June deadline applicants,POLAR4 Q4,All ages,33895
Lower tariff providers,2016,Placed June deadline applicants,POLAR4 Q5,All ages,30995
Lower tariff providers,2016,Placed June deadline applicants,Men,All ages,62700
Lower tariff providers,2016,Placed June deadline applicants,Women,All ages,88565
Lower tariff providers,2017,Placed June deadline applicants,Total,All ages,143270
Lower tariff providers,2017,Placed June deadline applicants,White ethnic group,All ages,102095
Lower tariff providers,2017,Placed June deadline applicants,Black ethnic group,All ages,14470
Lower tariff providers,2017,Placed June deadline applicants,Asian ethnic group,All ages,16815
Lower tariff providers,2017,Placed June deadline applicants,Mixed ethnic group,All ages,6155
Lower tariff providers,2017,Placed June deadline applicants,Other ethnic group,All ages,2635
Lower tariff providers,2017,Placed June deadline applicants,POLAR4 Q1,All ages,23755
Lower tariff providers,2017,Placed June deadline applicants,POLAR4 Q2,All ages,27875
Lower tariff providers,2017,Placed June deadline applicants,POLAR4 Q3,All ages,30590
Lower tariff providers,2017,Placed June deadline applicants,POLAR4 Q4,All ages,31965
Lower tariff providers,2017,Placed June deadline applicants,POLAR4 Q5,All ages,28915
Lower tariff providers,2017,Placed June deadline applicants,Men,All ages,58410
Lower tariff providers,2017,Placed June deadline applicants,Women,All ages,84860
Lower tariff providers,2018,Placed June deadline applicants,Total,All ages,138760
Lower tariff providers,2018,Placed June deadline applicants,White ethnic group,All ages,97150
Lower tariff providers,2018,Placed June deadline applicants,Black ethnic group,All ages,14540
Lower tariff providers,2018,Placed June deadline applicants,Asian ethnic group,All ages,17115
Lower tariff providers,2018,Placed June deadline applicants,Mixed ethnic group,All ages,6155
Lower tariff providers,2018,Placed June deadline applicants,Other ethnic group,All ages,2685
Lower tariff providers,2018,Placed June deadline applicants,POLAR4 Q1,All ages,23215
Lower tariff providers,2018,Placed June deadline applicants,POLAR4 Q2,All ages,27070
Lower tariff providers,2018,Placed June deadline applicants,POLAR4 Q3,All ages,29075
Lower tariff providers,2018,Placed June deadline applicants,POLAR4 Q4,All ages,31105
Lower tariff providers,2018,Placed June deadline applicants,POLAR4 Q5,All ages,28115
Lower tariff providers,2018,Placed June deadline applicants,Men,All ages,55600
Lower tariff providers,2018,Placed June deadline applicants,Women,All ages,83160
Lower tariff providers,2019,Placed June deadline applicants,Total,All ages,134770
Lower tariff providers,2019,Placed June deadline applicants,White ethnic group,All ages,91965
Lower tariff providers,2019,Placed June deadline applicants,Black ethnic group,All ages,14625
Lower tariff providers,2019,Placed June deadline applicants,Asian ethnic group,All ages,17705
Lower tariff providers,2019,Placed June deadline applicants,Mixed ethnic group,All ages,6050
Lower tariff providers,2019,Placed June deadline applicants,Other ethnic group,All ages,2805
Lower tariff providers,2019,Placed June deadline applicants,POLAR4 Q1,All ages,22455
Lower tariff providers,2019,Placed June deadline applicants,POLAR4 Q2,All ages,26030
Lower tariff providers,2019,Placed June deadline applicants,POLAR4 Q3,All ages,28305
Lower tariff providers,2019,Placed June deadline applicants,POLAR4 Q4,All ages,30505
Lower tariff providers,2019,Placed June deadline applicants,POLAR4 Q5,All ages,27285
Lower tariff providers,2019,Placed June deadline applicants,Men,All ages,53740
Lower tariff providers,2019,Placed June deadline applicants,Women,All ages,81030
Lower tariff providers,2020,Placed June deadline applicants,Total,All ages,140745
Lower tariff providers,2020,Placed June deadline applicants,White ethnic group,All ages,95285
Lower tariff providers,2020,Placed June deadline applicants,Black ethnic group,All ages,15840
Lower tariff providers,2020,Placed June deadline applicants,Asian ethnic group,All ages,18385
Lower tariff providers,2020,Placed June deadline applicants,Mixed ethnic group,All ages,6555
Lower tariff providers,2020,Placed June deadline applicants,Other ethnic group,All ages,3115
Lower tariff providers,2020,Placed June deadline applicants,POLAR4 Q1,All ages,23835
Lower tariff providers,2020,Placed June deadline applicants,POLAR4 Q2,All ages,27450
Lower tariff providers,2020,Placed June deadline applicants,POLAR4 Q3,All ages,29750
Lower tariff providers,2020,Placed June deadline applicants,POLAR4 Q4,All ages,31120
Lower tariff providers,2020,Placed June deadline applicants,POLAR4 Q5,All ages,28450
Lower tariff providers,2020,Placed June deadline applicants,Men,All ages,54920
Lower tariff providers,2020,Placed June deadline applicants,Women,All ages,85825
Lower tariff providers,2021,Placed June deadline applicants,Total,All ages,139715
Lower tariff providers,2021,Placed June deadline applicants,White ethnic group,All ages,94640
Lower tariff providers,2021,Placed June deadline applicants,Black ethnic group,All ages,15575
Lower tariff providers,2021,Placed June deadline applicants,Asian ethnic group,All ages,18360
Lower tariff providers,2021,Placed June deadline applicants,Mixed ethnic group,All ages,6640
Lower tariff providers,2021,Placed June deadline applicants,Other ethnic group,All ages,3130
Lower tariff providers,2021,Placed June deadline applicants,POLAR4 Q1,All ages,23670
Lower tariff providers,2021,Placed June deadline applicants,POLAR4 Q2,All ages,26985
Lower tariff providers,2021,Placed June deadline applicants,POLAR4 Q3,All ages,29490
Lower tariff providers,2021,Placed June deadline applicants,POLAR4 Q4,All ages,31065
Lower tariff providers,2021,Placed June deadline applicants,POLAR4 Q5,All ages,28350
Lower tariff providers,2021,Placed June deadline applicants,Men,All ages,54875
Lower tariff providers,2021,Placed June deadline applicants,Women,All ages,84845
Lower tariff providers,2022,Placed June deadline applicants,Total,All ages,137670
Lower tariff providers,2022,Placed June deadline applicants,White ethnic group,All ages,91030
Lower tariff providers,2022,Placed June deadline applicants,Black ethnic group,All ages,15990
Lower tariff providers,2022,Placed June deadline applicants,Asian ethnic group,All ages,18775
Lower tariff providers,2022,Placed June deadline applicants,Mixed ethnic group,All ages,7245
Lower tariff providers,2022,Placed June deadline applicants,Other ethnic group,All ages,3465
Lower tariff providers,2022,Placed June deadline applicants,POLAR4 Q1,All ages,23690
Lower tariff providers,2022,Placed June deadline applicants,POLAR4 Q2,All ages,26780
Lower tariff providers,2022,Placed June deadline applicants,POLAR4 Q3,All ages,28815
Lower tariff providers,2022,Placed June deadline applicants,POLAR4 Q4,All ages,30465
Lower tariff providers,2022,Placed June deadline applicants,POLAR4 Q5,All ages,27795
Lower tariff providers,2022,Placed June deadline applicants,Men,All ages,54620
Lower tariff providers,2022,Placed June deadline applicants,Women,All ages,83055
Lower tariff providers,2010,All placed applicants,Total,All ages,191995
Lower tariff providers,2010,All placed applicants,White ethnic group,All ages,137075
Lower tariff providers,2010,All placed applicants,Black ethnic group,All ages,19330
Lower tariff providers,2010,All placed applicants,Asian ethnic group,All ages,22455
Lower tariff providers,2010,All placed applicants,Mixed ethnic group,All ages,6890
Lower tariff providers,2010,All placed applicants,Other ethnic group,All ages,2560
Lower tariff providers,2010,All placed applicants,POLAR4 Q1,All ages,26625
Lower tariff providers,2010,All placed applicants,POLAR4 Q2,All ages,35050
Lower tariff providers,2010,All placed applicants,POLAR4 Q3,All ages,40270
Lower tariff providers,2010,All placed applicants,POLAR4 Q4,All ages,45460
Lower tariff providers,2010,All placed applicants,POLAR4 Q5,All ages,44085
Lower tariff providers,2010,All placed applicants,Men,All ages,83000
Lower tariff providers,2010,All placed applicants,Women,All ages,108990
Lower tariff providers,2011,All placed applicants,Total,All ages,202750
Lower tariff providers,2011,All placed applicants,White ethnic group,All ages,142380
Lower tariff providers,2011,All placed applicants,Black ethnic group,All ages,21800
Lower tariff providers,2011,All placed applicants,Asian ethnic group,All ages,25350
Lower tariff providers,2011,All placed applicants,Mixed ethnic group,All ages,7700
Lower tariff providers,2011,All placed applicants,Other ethnic group,All ages,2825
Lower tariff providers,2011,All placed applicants,POLAR4 Q1,All ages,28345
Lower tariff providers,2011,All placed applicants,POLAR4 Q2,All ages,36580
Lower tariff providers,2011,All placed applicants,POLAR4 Q3,All ages,41910
Lower tariff providers,2011,All placed applicants,POLAR4 Q4,All ages,47965
Lower tariff providers,2011,All placed applicants,POLAR4 Q5,All ages,47515
Lower tariff providers,2011,All placed applicants,Men,All ages,88650
Lower tariff providers,2011,All placed applicants,Women,All ages,114105
Lower tariff providers,2012,All placed applicants,Total,All ages,183600
Lower tariff providers,2012,All placed applicants,White ethnic group,All ages,125470
Lower tariff providers,2012,All placed applicants,Black ethnic group,All ages,21780
Lower tariff providers,2012,All placed applicants,Asian ethnic group,All ages,23515
Lower tariff providers,2012,All placed applicants,Mixed ethnic group,All ages,6950
Lower tariff providers,2012,All placed applicants,Other ethnic group,All ages,3430
