"Year","Achieved SQA higher points","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2017","16 point(s)","All","All","Male","All","Main scheme application","700","570","0.8140000000000001","0"
"2018","16 point(s)","All","All","Male","All","Main scheme application","690","575","0.837","0"
"2019","16 point(s)","All","All","Male","All","Main scheme application","585","475","0.8150000000000001","0"
"2020","16 point(s)","All","All","Male","All","Main scheme application","595","510","0.859","0"
"2021","16 point(s)","All","All","Male","All","Main scheme application","565","460","0.8140000000000001","0"
"2022","16 point(s)","All","All","Male","All","Main scheme application","535","450","0.842","0"
"2023","16 point(s)","All","All","Male","All","Main scheme application","590","500","0.847","0"
"2010","17 point(s)","All","All","Male","All","Main scheme application","610","565","0.928","0"
"2011","17 point(s)","All","All","Male","All","Main scheme application","735","645","0.879","0"
"2012","17 point(s)","All","All","Male","All","Main scheme application","685","610","0.889","0"
"2013","17 point(s)","All","All","Male","All","Main scheme application","715","620","0.869","0"
"2014","17 point(s)","All","All","Male","All","Main scheme application","750","675","0.901","0"
"2015","17 point(s)","All","All","Male","All","Main scheme application","740","660","0.889","0"
"2016","17 point(s)","All","All","Male","All","Main scheme application","755","660","0.874","0"
"2017","17 point(s)","All","All","Male","All","Main scheme application","745","635","0.852","0"
"2018","17 point(s)","All","All","Male","All","Main scheme application","705","615","0.868","0"
"2019","17 point(s)","All","All","Male","All","Main scheme application","625","550","0.88","0"
"2020","17 point(s)","All","All","Male","All","Main scheme application","705","635","0.899","0"
"2021","17 point(s)","All","All","Male","All","Main scheme application","665","580","0.875","0"
"2022","17 point(s)","All","All","Male","All","Main scheme application","640","565","0.887","0"
"2023","17 point(s)","All","All","Male","All","Main scheme application","690","605","0.875","0"
"2010","18 point(s)","All","All","Male","All","Main scheme application","630","595","0.9430000000000001","0"
"2011","18 point(s)","All","All","Male","All","Main scheme application","630","585","0.93","0"
"2012","18 point(s)","All","All","Male","All","Main scheme application","665","615","0.922","0"
"2013","18 point(s)","All","All","Male","All","Main scheme application","655","605","0.928","0"
"2014","18 point(s)","All","All","Male","All","Main scheme application","765","725","0.9450000000000001","0"
"2015","18 point(s)","All","All","Male","All","Main scheme application","775","705","0.911","0"
"2016","18 point(s)","All","All","Male","All","Main scheme application","720","660","0.913","0"
"2017","18 point(s)","All","All","Male","All","Main scheme application","765","685","0.898","0"
"2018","18 point(s)","All","All","Male","All","Main scheme application","715","645","0.902","0"
"2019","18 point(s)","All","All","Male","All","Main scheme application","645","585","0.907","0"
"2020","18 point(s)","All","All","Male","All","Main scheme application","690","630","0.913","0"
"2021","18 point(s)","All","All","Male","All","Main scheme application","740","675","0.911","0"
"2022","18 point(s)","All","All","Male","All","Main scheme application","730","635","0.874","0"
"2023","18 point(s)","All","All","Male","All","Main scheme application","755","685","0.91","0"
"2010","19 point(s)","All","All","Male","All","Main scheme application","570","525","0.925","0"
"2011","19 point(s)","All","All","Male","All","Main scheme application","585","545","0.932","0"
"2012","19 point(s)","All","All","Male","All","Main scheme application","705","650","0.922","0"
"2013","19 point(s)","All","All","Male","All","Main scheme application","710","660","0.927","0"
"2014","19 point(s)","All","All","Male","All","Main scheme application","710","655","0.925","0"
"2015","19 point(s)","All","All","Male","All","Main scheme application","685","620","0.911","0"
"2016","19 point(s)","All","All","Male","All","Main scheme application","760","705","0.925","0"
"2017","19 point(s)","All","All","Male","All","Main scheme application","685","630","0.923","0"
"2018","19 point(s)","All","All","Male","All","Main scheme application","695","640","0.918","0"
"2019","19 point(s)","All","All","Male","All","Main scheme application","650","610","0.9400000000000001","0"
"2020","19 point(s)","All","All","Male","All","Main scheme application","740","690","0.928","0"
"2021","19 point(s)","All","All","Male","All","Main scheme application","880","790","0.9","0"
"2022","19 point(s)","All","All","Male","All","Main scheme application","800","710","0.89","0"
"2023","19 point(s)","All","All","Male","All","Main scheme application","780","715","0.919","0"
"2010","20 point(s)","All","All","Male","All","Main scheme application","910","845","0.925","0"
"2011","20 point(s)","All","All","Male","All","Main scheme application","1010","925","0.917","0"
"2012","20 point(s)","All","All","Male","All","Main scheme application","1080","975","0.905","0"
"2013","20 point(s)","All","All","Male","All","Main scheme application","1245","1125","0.902","0"
"2014","20 point(s)","All","All","Male","All","Main scheme application","1200","1115","0.928","0"
"2015","20 point(s)","All","All","Male","All","Main scheme application","1335","1225","0.918","0"
"2016","20 point(s)","All","All","Male","All","Main scheme application","1295","1205","0.93","0"
"2017","20 point(s)","All","All","Male","All","Main scheme application","1255","1170","0.931","0"
"2018","20 point(s)","All","All","Male","All","Main scheme application","1230","1155","0.9400000000000001","0"
"2019","20 point(s)","All","All","Male","All","Main scheme application","1195","1125","0.9390000000000001","0"
"2020","20 point(s)","All","All","Male","All","Main scheme application","1475","1375","0.931","0"
"2021","20 point(s)","All","All","Male","All","Main scheme application","2215","2045","0.923","0"
"2022","20 point(s)","All","All","Male","All","Main scheme application","2445","2235","0.914","0"
"2023","20 point(s)","All","All","Male","All","Main scheme application","1915","1780","0.93","0"
"2010","All","All","All","Female","All","Not main scheme application","490","415","0.846","0"
"2011","All","All","All","Female","All","Not main scheme application","450","350","0.773","0"
"2012","All","All","All","Female","All","Not main scheme application","435","350","0.799","5"
"2013","All","All","All","Female","All","Not main scheme application","480","375","0.782","0"
"2014","All","All","All","Female","All","Not main scheme application","495","335","0.68","0"
"2015","All","All","All","Female","All","Not main scheme application","565","390","0.6900000000000001","0"
"2016","All","All","All","Female","All","Not main scheme application","610","425","0.6960000000000001","0"
"2017","All","All","All","Female","All","Not main scheme application","565","380","0.677","0"
"2018","All","All","All","Female","All","Not main scheme application","490","365","0.746","5"
"2019","All","All","All","Female","All","Not main scheme application","520","390","0.743","0"
"2020","All","All","All","Female","All","Not main scheme application","630","535","0.848","5"
"2021","All","All","All","Female","All","Not main scheme application","430","335","0.778","0"
"2022","All","All","All","Female","All","Not main scheme application","510","395","0.773","0"
"2023","All","All","All","Female","All","Not main scheme application","445","385","0.865","0"
"2010","All","All","All","Male","All","Not main scheme application","370","335","0.9","0"
"2011","All","All","All","Male","All","Not main scheme application","370","315","0.852","0"
"2012","All","All","All","Male","All","Not main scheme application","420","355","0.838","0"
"2013","All","All","All","Male","All","Not main scheme application","375","320","0.851","5"
"2014","All","All","All","Male","All","Not main scheme application","350","265","0.764","0"
"2015","All","All","All","Male","All","Not main scheme application","395","285","0.728","5"
"2016","All","All","All","Male","All","Not main scheme application","375","285","0.765","0"
"2017","All","All","All","Male","All","Not main scheme application","380","290","0.765","0"
"2018","All","All","All","Male","All","Not main scheme application","305","235","0.759","0"
"2019","All","All","All","Male","All","Not main scheme application","310","245","0.792","0"
"2020","All","All","All","Male","All","Not main scheme application","390","355","0.901","0"
"2021","All","All","All","Male","All","Not main scheme application","280","230","0.8250000000000001","0"
"2022","All","All","All","Male","All","Not main scheme application","355","300","0.847","0"
"2023","All","All","All","Male","All","Not main scheme application","300","270","0.903","0"
"2010","All","All","All","Female","All","Main scheme application","8095","6500","0.803","0"
"2011","All","All","All","Female","All","Main scheme application","8265","6475","0.784","0"
"2012","All","All","All","Female","All","Main scheme application","8550","6810","0.796","0"
"2013","All","All","All","Female","All","Main scheme application","8735","6890","0.789","0"
"2014","All","All","All","Female","All","Main scheme application","9110","7140","0.784","0"
"2015","All","All","All","Female","All","Main scheme application","9200","7140","0.776","0"
"2016","All","All","All","Female","All","Main scheme application","9370","7250","0.774","0"
"2017","All","All","All","Female","All","Main scheme application","9320","7300","0.783","0"
"2018","All","All","All","Female","All","Main scheme application","9050","7260","0.802","0"
