"Year","Achieved A level points","POLAR4 Quintile","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2021","6 point(s)","Quintile 2","Main scheme applicant","All","410","335","0.808","0"
"2022","6 point(s)","Quintile 2","Main scheme applicant","All","715","575","0.807","0"
"2023","6 point(s)","Quintile 2","Main scheme applicant","All","1065","850","0.799","0"
"2010","7 point(s)","Quintile 2","Main scheme applicant","All","1715","1250","0.73","0"
"2011","7 point(s)","Quintile 2","Main scheme applicant","All","1585","1140","0.719","0"
"2012","7 point(s)","Quintile 2","Main scheme applicant","All","1530","1160","0.757","0"
"2013","7 point(s)","Quintile 2","Main scheme applicant","All","1365","1060","0.779","0"
"2014","7 point(s)","Quintile 2","Main scheme applicant","All","1390","1125","0.809","0"
"2015","7 point(s)","Quintile 2","Main scheme applicant","All","1405","1120","0.8","0"
"2016","7 point(s)","Quintile 2","Main scheme applicant","All","1395","1145","0.8190000000000001","0"
"2017","7 point(s)","Quintile 2","Main scheme applicant","All","1430","1220","0.853","0"
"2018","7 point(s)","Quintile 2","Main scheme applicant","All","1425","1230","0.866","0"
"2019","7 point(s)","Quintile 2","Main scheme applicant","All","1390","1195","0.861","0"
"2020","7 point(s)","Quintile 2","Main scheme applicant","All","650","565","0.875","0"
"2021","7 point(s)","Quintile 2","Main scheme applicant","All","670","555","0.8270000000000001","0"
"2022","7 point(s)","Quintile 2","Main scheme applicant","All","1005","840","0.833","0"
"2023","7 point(s)","Quintile 2","Main scheme applicant","All","1460","1185","0.812","0"
"2010","8 point(s)","Quintile 2","Main scheme applicant","All","2210","1715","0.776","0"
"2011","8 point(s)","Quintile 2","Main scheme applicant","All","2030","1580","0.778","0"
"2012","8 point(s)","Quintile 2","Main scheme applicant","All","1945","1550","0.798","0"
"2013","8 point(s)","Quintile 2","Main scheme applicant","All","1865","1540","0.8260000000000001","0"
"2014","8 point(s)","Quintile 2","Main scheme applicant","All","1950","1620","0.8320000000000001","0"
"2015","8 point(s)","Quintile 2","Main scheme applicant","All","2110","1770","0.839","0"
"2016","8 point(s)","Quintile 2","Main scheme applicant","All","1965","1665","0.848","0"
"2017","8 point(s)","Quintile 2","Main scheme applicant","All","2045","1770","0.866","0"
"2018","8 point(s)","Quintile 2","Main scheme applicant","All","1880","1620","0.86","0"
"2019","8 point(s)","Quintile 2","Main scheme applicant","All","1860","1595","0.857","0"
"2020","8 point(s)","Quintile 2","Main scheme applicant","All","1140","990","0.868","0"
"2021","8 point(s)","Quintile 2","Main scheme applicant","All","1040","875","0.84","0"
"2022","8 point(s)","Quintile 2","Main scheme applicant","All","1445","1235","0.854","0"
"2023","8 point(s)","Quintile 2","Main scheme applicant","All","1875","1575","0.84","0"
"2010","9 point(s)","Quintile 2","Main scheme applicant","All","2520","2060","0.8160000000000001","0"
"2011","9 point(s)","Quintile 2","Main scheme applicant","All","2620","2160","0.8260000000000001","0"
"2012","9 point(s)","Quintile 2","Main scheme applicant","All","2360","1965","0.8320000000000001","0"
"2013","9 point(s)","Quintile 2","Main scheme applicant","All","2405","1995","0.8300000000000001","0"
"2014","9 point(s)","Quintile 2","Main scheme applicant","All","2385","2045","0.858","0"
"2015","9 point(s)","Quintile 2","Main scheme applicant","All","2410","2065","0.857","0"
"2016","9 point(s)","Quintile 2","Main scheme applicant","All","2480","2210","0.89","0"
"2017","9 point(s)","Quintile 2","Main scheme applicant","All","2415","2120","0.878","0"
"2018","9 point(s)","Quintile 2","Main scheme applicant","All","2375","2075","0.872","0"
"2019","9 point(s)","Quintile 2","Main scheme applicant","All","2140","1895","0.886","0"
"2020","9 point(s)","Quintile 2","Main scheme applicant","All","1705","1505","0.882","0"
"2021","9 point(s)","Quintile 2","Main scheme applicant","All","1530","1335","0.874","0"
"2022","9 point(s)","Quintile 2","Main scheme applicant","All","1860","1575","0.846","0"
"2023","9 point(s)","Quintile 2","Main scheme applicant","All","2215","1875","0.846","0"
"2010","10 point(s)","Quintile 2","Main scheme applicant","All","2660","2245","0.844","0"
"2011","10 point(s)","Quintile 2","Main scheme applicant","All","2765","2395","0.866","0"
"2012","10 point(s)","Quintile 2","Main scheme applicant","All","2595","2225","0.857","0"
"2013","10 point(s)","Quintile 2","Main scheme applicant","All","2670","2320","0.868","0"
"2014","10 point(s)","Quintile 2","Main scheme applicant","All","2660","2335","0.877","0"
"2015","10 point(s)","Quintile 2","Main scheme applicant","All","2685","2360","0.878","0"
"2016","10 point(s)","Quintile 2","Main scheme applicant","All","2775","2475","0.891","0"
"2017","10 point(s)","Quintile 2","Main scheme applicant","All","2605","2320","0.891","0"
"2018","10 point(s)","Quintile 2","Main scheme applicant","All","2610","2320","0.89","0"
"2019","10 point(s)","Quintile 2","Main scheme applicant","All","2340","2060","0.881","0"
"2020","10 point(s)","Quintile 2","Main scheme applicant","All","2080","1845","0.887","0"
"2021","10 point(s)","Quintile 2","Main scheme applicant","All","1925","1695","0.88","0"
"2022","10 point(s)","Quintile 2","Main scheme applicant","All","2140","1830","0.855","0"
"2023","10 point(s)","Quintile 2","Main scheme applicant","All","2425","2095","0.863","0"
"2010","11 point(s)","Quintile 2","Main scheme applicant","All","2660","2275","0.855","0"
"2011","11 point(s)","Quintile 2","Main scheme applicant","All","2695","2385","0.885","0"
"2012","11 point(s)","Quintile 2","Main scheme applicant","All","2625","2310","0.879","0"
"2013","11 point(s)","Quintile 2","Main scheme applicant","All","2640","2355","0.892","0"
"2014","11 point(s)","Quintile 2","Main scheme applicant","All","2575","2290","0.89","0"
"2015","11 point(s)","Quintile 2","Main scheme applicant","All","2640","2360","0.894","0"
"2016","11 point(s)","Quintile 2","Main scheme applicant","All","2760","2495","0.904","0"
"2017","11 point(s)","Quintile 2","Main scheme applicant","All","2740","2470","0.901","0"
"2018","11 point(s)","Quintile 2","Main scheme applicant","All","2490","2225","0.894","0"
"2019","11 point(s)","Quintile 2","Main scheme applicant","All","2415","2180","0.902","0"
"2020","11 point(s)","Quintile 2","Main scheme applicant","All","2295","2080","0.906","0"
"2021","11 point(s)","Quintile 2","Main scheme applicant","All","2225","1960","0.879","0"
"2022","11 point(s)","Quintile 2","Main scheme applicant","All","2490","2140","0.86","0"
"2023","11 point(s)","Quintile 2","Main scheme applicant","All","2580","2220","0.86","0"
"2010","12 point(s)","Quintile 2","Main scheme applicant","All","2615","2320","0.887","0"
"2011","12 point(s)","Quintile 2","Main scheme applicant","All","2665","2415","0.906","0"
"2012","12 point(s)","Quintile 2","Main scheme applicant","All","2465","2210","0.895","0"
"2013","12 point(s)","Quintile 2","Main scheme applicant","All","2470","2230","0.904","0"
"2014","12 point(s)","Quintile 2","Main scheme applicant","All","2465","2245","0.91","0"
"2015","12 point(s)","Quintile 2","Main scheme applicant","All","2505","2265","0.905","0"
"2016","12 point(s)","Quintile 2","Main scheme applicant","All","2575","2370","0.921","0"
"2017","12 point(s)","Quintile 2","Main scheme applicant","All","2515","2285","0.908","0"
"2018","12 point(s)","Quintile 2","Main scheme applicant","All","2400","2205","0.918","0"
"2019","12 point(s)","Quintile 2","Main scheme applicant","All","2210","2000","0.905","0"
"2020","12 point(s)","Quintile 2","Main scheme applicant","All","2510","2260","0.901","0"
"2021","12 point(s)","Quintile 2","Main scheme applicant","All","2505","2235","0.892","0"
"2022","12 point(s)","Quintile 2","Main scheme applicant","All","2585","2270","0.878","0"
"2023","12 point(s)","Quintile 2","Main scheme applicant","All","2580","2240","0.869","0"
"2010","13 point(s)","Quintile 2","Main scheme applicant","All","2215","1980","0.894","0"
"2011","13 point(s)","Quintile 2","Main scheme applicant","All","2260","2065","0.915","0"
"2012","13 point(s)","Quintile 2","Main scheme applicant","All","2170","2000","0.923","0"
"2013","13 point(s)","Quintile 2","Main scheme applicant","All","2220","2070","0.933","0"
"2014","13 point(s)","Quintile 2","Main scheme applicant","All","2120","1980","0.933","0"
"2015","13 point(s)","Quintile 2","Main scheme applicant","All","2215","2030","0.916","0"
"2016","13 point(s)","Quintile 2","Main scheme applicant","All","2175","2020","0.928","0"
"2017","13 point(s)","Quintile 2","Main scheme applicant","All","2145","1980","0.924","0"
"2018","13 point(s)","Quintile 2","Main scheme applicant","All","2105","1950","0.925","0"
"2019","13 point(s)","Quintile 2","Main scheme applicant","All","2025","1855","0.916","0"
"2020","13 point(s)","Quintile 2","Main scheme applicant","All","2420","2205","0.912","0"
"2021","13 point(s)","Quintile 2","Main scheme applicant","All","2700","2410","0.893","0"
"2022","13 point(s)","Quintile 2","Main scheme applicant","All","2440","2175","0.891","0"
"2023","13 point(s)","Quintile 2","Main scheme applicant","All","2270","2035","0.895","0"
"2010","14 point(s)","Quintile 2","Main scheme applicant","All","1770","1600","0.902","0"
"2011","14 point(s)","Quintile 2","Main scheme applicant","All","1825","1680","0.922","0"
"2012","14 point(s)","Quintile 2","Main scheme applicant","All","1855","1710","0.922","0"
"2013","14 point(s)","Quintile 2","Main scheme applicant","All","1830","1690","0.924","0"
"2014","14 point(s)","Quintile 2","Main scheme applicant","All","1775","1645","0.928","0"
"2015","14 point(s)","Quintile 2","Main scheme applicant","All","1750","1630","0.932","0"
"2016","14 point(s)","Quintile 2","Main scheme applicant","All","1805","1665","0.924","0"
"2017","14 point(s)","Quintile 2","Main scheme applicant","All","1825","1700","0.932","0"
"2018","14 point(s)","Quintile 2","Main scheme applicant","All","1695","1565","0.923","0"
"2019","14 point(s)","Quintile 2","Main scheme applicant","All","1555","1425","0.915","0"
"2020","14 point(s)","Quintile 2","Main scheme applicant","All","2240","2075","0.926","0"
"2021","14 point(s)","Quintile 2","Main scheme applicant","All","2645","2400","0.907","0"
"2022","14 point(s)","Quintile 2","Main scheme applicant","All","2225","1950","0.875","0"
"2023","14 point(s)","Quintile 2","Main scheme applicant","All","1865","1680","0.901","0"
"2010","15 point(s)","Quintile 2","Main scheme applicant","All","1580","1440","0.911","0"
"2011","15 point(s)","Quintile 2","Main scheme applicant","All","1635","1525","0.932","0"
"2012","15 point(s)","Quintile 2","Main scheme applicant","All","1625","1510","0.929","0"
"2013","15 point(s)","Quintile 2","Main scheme applicant","All","1565","1430","0.916","0"
"2014","15 point(s)","Quintile 2","Main scheme applicant","All","1445","1335","0.922","0"
"2015","15 point(s)","Quintile 2","Main scheme applicant","All","1460","1345","0.923","0"
"2016","15 point(s)","Quintile 2","Main scheme applicant","All","1455","1345","0.924","0"
"2017","15 point(s)","Quintile 2","Main scheme applicant","All","1495","1415","0.9480000000000001","0"
"2018","15 point(s)","Quintile 2","Main scheme applicant","All","1445","1340","0.926","0"
"2019","15 point(s)","Quintile 2","Main scheme applicant","All","1290","1195","0.924","0"
"2020","15 point(s)","Quintile 2","Main scheme applicant","All","2010","1875","0.934","0"
"2021","15 point(s)","Quintile 2","Main scheme applicant","All","2405","2185","0.908","0"
"2022","15 point(s)","Quintile 2","Main scheme applicant","All","2110","1865","0.884","0"
"2023","15 point(s)","Quintile 2","Main scheme applicant","All","1675","1495","0.892","0"
"2010","16 point(s)","Quintile 2","Main scheme applicant","All","1100","1020","0.926","0"
"2011","16 point(s)","Quintile 2","Main scheme applicant","All","1135","1070","0.9430000000000001","0"
"2012","16 point(s)","Quintile 2","Main scheme applicant","All","1050","960","0.912","0"
"2013","16 point(s)","Quintile 2","Main scheme applicant","All","1015","935","0.922","0"
"2014","16 point(s)","Quintile 2","Main scheme applicant","All","995","920","0.924","0"
"2015","16 point(s)","Quintile 2","Main scheme applicant","All","1010","945","0.934","0"
"2016","16 point(s)","Quintile 2","Main scheme applicant","All","1000","940","0.9400000000000001","0"
"2017","16 point(s)","Quintile 2","Main scheme applicant","All","1015","955","0.9390000000000001","0"
"2018","16 point(s)","Quintile 2","Main scheme applicant","All","1020","965","0.9480000000000001","0"
"2019","16 point(s)","Quintile 2","Main scheme applicant","All","935","880","0.937","0"
"2020","16 point(s)","Quintile 2","Main scheme applicant","All","1660","1565","0.9430000000000001","0"
"2021","16 point(s)","Quintile 2","Main scheme applicant","All","2035","1850","0.91","0"
"2022","16 point(s)","Quintile 2","Main scheme applicant","All","1695","1525","0.9","0"
"2023","16 point(s)","Quintile 2","Main scheme applicant","All","1195","1090","0.91","0"
"2010","17 point(s)","Quintile 2","Main scheme applicant","All","605","560","0.929","0"
"2011","17 point(s)","Quintile 2","Main scheme applicant","All","580","555","0.9570000000000001","0"
"2012","17 point(s)","Quintile 2","Main scheme applicant","All","645","590","0.915","0"
"2013","17 point(s)","Quintile 2","Main scheme applicant","All","605","555","0.914","0"
"2014","17 point(s)","Quintile 2","Main scheme applicant","All","610","580","0.9510000000000001","0"
"2015","17 point(s)","Quintile 2","Main scheme applicant","All","595","555","0.933","0"
"2016","17 point(s)","Quintile 2","Main scheme applicant","All","555","530","0.9510000000000001","0"
"2017","17 point(s)","Quintile 2","Main scheme applicant","All","595","550","0.925","0"
"2018","17 point(s)","Quintile 2","Main scheme applicant","All","565","525","0.927","0"
"2019","17 point(s)","Quintile 2","Main scheme applicant","All","560","535","0.9500000000000001","0"
"2020","17 point(s)","Quintile 2","Main scheme applicant","All","1155","1095","0.9460000000000001","0"
"2021","17 point(s)","Quintile 2","Main scheme applicant","All","1570","1435","0.915","0"
"2022","17 point(s)","Quintile 2","Main scheme applicant","All","1230","1120","0.91","0"
"2023","17 point(s)","Quintile 2","Main scheme applicant","All","730","665","0.915","0"
"2010","18 point(s)","Quintile 2","Main scheme applicant","All","435","395","0.911","0"
"2011","18 point(s)","Quintile 2","Main scheme applicant","All","430","410","0.9530000000000001","0"
"2012","18 point(s)","Quintile 2","Main scheme applicant","All","435","400","0.92","0"
"2013","18 point(s)","Quintile 2","Main scheme applicant","All","380","355","0.934","0"
"2014","18 point(s)","Quintile 2","Main scheme applicant","All","475","445","0.9430000000000001","0"
"2015","18 point(s)","Quintile 2","Main scheme applicant","All","420","395","0.9380000000000001","0"
"2016","18 point(s)","Quintile 2","Main scheme applicant","All","375","360","0.96","0"
"2017","18 point(s)","Quintile 2","Main scheme applicant","All","420","395","0.9470000000000001","0"
"2018","18 point(s)","Quintile 2","Main scheme applicant","All","450","430","0.964","0"
"2019","18 point(s)","Quintile 2","Main scheme applicant","All","420","410","0.967","0"
"2020","18 point(s)","Quintile 2","Main scheme applicant","All","1180","1130","0.9570000000000001","0"
"2021","18 point(s)","Quintile 2","Main scheme applicant","All","1800","1665","0.925","0"
"2022","18 point(s)","Quintile 2","Main scheme applicant","All","1200","1100","0.917","0"
"2023","18 point(s)","Quintile 2","Main scheme applicant","All","645","610","0.9440000000000001","0"
"2010","3 point(s)","Quintile 3","Main scheme applicant","All","100","45","0.431","0"
"2011","3 point(s)","Quintile 3","Main scheme applicant","All","75","35","0.446","0"
"2012","3 point(s)","Quintile 3","Main scheme applicant","All","45","20","0.432","0"
"2013","3 point(s)","Quintile 3","Main scheme applicant","All","65","40","0.619","0"
"2014","3 point(s)","Quintile 3","Main scheme applicant","All","45","25","0.587","0"
"2015","3 point(s)","Quintile 3","Main scheme applicant","All","50","25","0.5","0"
"2016","3 point(s)","Quintile 3","Main scheme applicant","All","50","30","0.653","0"
"2017","3 point(s)","Quintile 3","Main scheme applicant","All","40","25","0.625","0"
"2018","3 point(s)","Quintile 3","Main scheme applicant","All","50","40","0.78","0"
"2019","3 point(s)","Quintile 3","Main scheme applicant","All","95","70","0.734","0"
"2020","3 point(s)","Quintile 3","Main scheme applicant","All","30","20","0.679","0"
"2021","3 point(s)","Quintile 3","Main scheme applicant","All","50","30","0.577","0"
"2022","3 point(s)","Quintile 3","Main scheme applicant","All","85","55","0.635","0"
"2023","3 point(s)","Quintile 3","Main scheme applicant","All","150","105","0.716","0"
"2010","4 point(s)","Quintile 3","Main scheme applicant","All","330","170","0.52","0"
"2011","4 point(s)","Quintile 3","Main scheme applicant","All","260","120","0.458","0"
"2012","4 point(s)","Quintile 3","Main scheme applicant","All","255","135","0.527","0"
"2013","4 point(s)","Quintile 3","Main scheme applicant","All","220","140","0.633","0"
"2014","4 point(s)","Quintile 3","Main scheme applicant","All","205","130","0.631","0"
"2015","4 point(s)","Quintile 3","Main scheme applicant","All","230","135","0.594","0"
"2016","4 point(s)","Quintile 3","Main scheme applicant","All","205","150","0.72","0"
"2017","4 point(s)","Quintile 3","Main scheme applicant","All","220","160","0.725","0"
"2018","4 point(s)","Quintile 3","Main scheme applicant","All","250","190","0.764","0"
"2019","4 point(s)","Quintile 3","Main scheme applicant","All","295","225","0.765","0"
"2020","4 point(s)","Quintile 3","Main scheme applicant","All","95","75","0.763","0"
"2021","4 point(s)","Quintile 3","Main scheme applicant","All","130","100","0.754","0"
"2022","4 point(s)","Quintile 3","Main scheme applicant","All","235","170","0.712","0"
"2023","4 point(s)","Quintile 3","Main scheme applicant","All","400","265","0.659","0"
"2010","5 point(s)","Quintile 3","Main scheme applicant","All","765","450","0.59","0"
"2011","5 point(s)","Quintile 3","Main scheme applicant","All","715","385","0.543","0"
"2012","5 point(s)","Quintile 3","Main scheme applicant","All","570","365","0.639","0"
"2013","5 point(s)","Quintile 3","Main scheme applicant","All","525","360","0.6900000000000001","0"
"2014","5 point(s)","Quintile 3","Main scheme applicant","All","575","395","0.684","0"
"2015","5 point(s)","Quintile 3","Main scheme applicant","All","565","410","0.726","0"
"2016","5 point(s)","Quintile 3","Main scheme applicant","All","535","395","0.741","0"
"2017","5 point(s)","Quintile 3","Main scheme applicant","All","580","440","0.758","0"
"2018","5 point(s)","Quintile 3","Main scheme applicant","All","570","445","0.787","0"
"2019","5 point(s)","Quintile 3","Main scheme applicant","All","720","580","0.803","0"
"2020","5 point(s)","Quintile 3","Main scheme applicant","All","210","175","0.851","0"
"2021","5 point(s)","Quintile 3","Main scheme applicant","All","280","215","0.759","0"
"2022","5 point(s)","Quintile 3","Main scheme applicant","All","520","385","0.742","0"
"2023","5 point(s)","Quintile 3","Main scheme applicant","All","760","560","0.74","0"
"2010","6 point(s)","Quintile 3","Main scheme applicant","All","1355","915","0.674","0"
"2011","6 point(s)","Quintile 3","Main scheme applicant","All","1185","760","0.641","0"
"2012","6 point(s)","Quintile 3","Main scheme applicant","All","1125","770","0.685","0"
"2013","6 point(s)","Quintile 3","Main scheme applicant","All","1030","755","0.733","0"
"2014","6 point(s)","Quintile 3","Main scheme applicant","All","1060","825","0.778","0"
"2015","6 point(s)","Quintile 3","Main scheme applicant","All","1035","780","0.752","0"
"2016","6 point(s)","Quintile 3","Main scheme applicant","All","1095","860","0.789","0"
"2017","6 point(s)","Quintile 3","Main scheme applicant","All","1140","925","0.811","0"
"2018","6 point(s)","Quintile 3","Main scheme applicant","All","1115","930","0.8320000000000001","0"
"2019","6 point(s)","Quintile 3","Main scheme applicant","All","1170","970","0.8270000000000001","0"
"2020","6 point(s)","Quintile 3","Main scheme applicant","All","475","395","0.8260000000000001","0"
"2021","6 point(s)","Quintile 3","Main scheme applicant","All","530","415","0.786","0"
"2022","6 point(s)","Quintile 3","Main scheme applicant","All","815","640","0.785","0"
"2023","6 point(s)","Quintile 3","Main scheme applicant","All","1235","990","0.802","0"
"2010","7 point(s)","Quintile 3","Main scheme applicant","All","2035","1530","0.752","0"
"2011","7 point(s)","Quintile 3","Main scheme applicant","All","1930","1405","0.727","0"
"2012","7 point(s)","Quintile 3","Main scheme applicant","All","1785","1335","0.748","0"
"2013","7 point(s)","Quintile 3","Main scheme applicant","All","1665","1320","0.792","0"
"2014","7 point(s)","Quintile 3","Main scheme applicant","All","1775","1405","0.793","0"
"2015","7 point(s)","Quintile 3","Main scheme applicant","All","1810","1475","0.8150000000000001","0"
"2016","7 point(s)","Quintile 3","Main scheme applicant","All","1745","1425","0.8150000000000001","0"
"2017","7 point(s)","Quintile 3","Main scheme applicant","All","1740","1445","0.8300000000000001","0"
"2018","7 point(s)","Quintile 3","Main scheme applicant","All","1725","1445","0.838","0"
"2019","7 point(s)","Quintile 3","Main scheme applicant","All","1685","1415","0.841","0"
"2020","7 point(s)","Quintile 3","Main scheme applicant","All","810","705","0.869","0"
"2021","7 point(s)","Quintile 3","Main scheme applicant","All","815","680","0.834","0"
"2022","7 point(s)","Quintile 3","Main scheme applicant","All","1270","1025","0.808","0"
"2023","7 point(s)","Quintile 3","Main scheme applicant","All","1730","1430","0.8270000000000001","0"
"2010","8 point(s)","Quintile 3","Main scheme applicant","All","2590","1995","0.769","0"
"2011","8 point(s)","Quintile 3","Main scheme applicant","All","2705","2145","0.792","0"
"2012","8 point(s)","Quintile 3","Main scheme applicant","All","2415","1935","0.802","0"
"2013","8 point(s)","Quintile 3","Main scheme applicant","All","2405","1985","0.8260000000000001","0"
"2014","8 point(s)","Quintile 3","Main scheme applicant","All","2375","1975","0.8320000000000001","0"
"2015","8 point(s)","Quintile 3","Main scheme applicant","All","2480","2085","0.84","0"
"2016","8 point(s)","Quintile 3","Main scheme applicant","All","2490","2115","0.849","0"
"2017","8 point(s)","Quintile 3","Main scheme applicant","All","2375","2050","0.862","0"
"2018","8 point(s)","Quintile 3","Main scheme applicant","All","2395","2060","0.861","0"
"2019","8 point(s)","Quintile 3","Main scheme applicant","All","2270","1985","0.874","0"
"2020","8 point(s)","Quintile 3","Main scheme applicant","All","1460","1255","0.858","0"
"2021","8 point(s)","Quintile 3","Main scheme applicant","All","1220","1045","0.854","0"
"2022","8 point(s)","Quintile 3","Main scheme applicant","All","1850","1545","0.834","0"
"2023","8 point(s)","Quintile 3","Main scheme applicant","All","2290","1915","0.837","0"
"2010","9 point(s)","Quintile 3","Main scheme applicant","All","3315","2705","0.8160000000000001","0"
"2011","9 point(s)","Quintile 3","Main scheme applicant","All","3280","2775","0.846","0"
"2012","9 point(s)","Quintile 3","Main scheme applicant","All","3095","2505","0.809","0"
"2013","9 point(s)","Quintile 3","Main scheme applicant","All","3015","2585","0.857","0"
"2014","9 point(s)","Quintile 3","Main scheme applicant","All","2975","2515","0.846","0"
"2015","9 point(s)","Quintile 3","Main scheme applicant","All","3130","2625","0.838","0"
"2016","9 point(s)","Quintile 3","Main scheme applicant","All","3155","2715","0.861","0"
"2017","9 point(s)","Quintile 3","Main scheme applicant","All","3045","2630","0.863","0"
"2018","9 point(s)","Quintile 3","Main scheme applicant","All","2890","2515","0.871","0"
"2019","9 point(s)","Quintile 3","Main scheme applicant","All","2815","2445","0.869","0"
"2020","9 point(s)","Quintile 3","Main scheme applicant","All","2025","1775","0.877","0"
"2021","9 point(s)","Quintile 3","Main scheme applicant","All","1800","1585","0.88","0"
"2022","9 point(s)","Quintile 3","Main scheme applicant","All","2215","1870","0.845","0"
"2023","9 point(s)","Quintile 3","Main scheme applicant","All","2825","2380","0.843","0"
"2010","10 point(s)","Quintile 3","Main scheme applicant","All","3570","3000","0.84","0"
"2011","10 point(s)","Quintile 3","Main scheme applicant","All","3615","3100","0.858","0"
"2012","10 point(s)","Quintile 3","Main scheme applicant","All","3385","2860","0.845","0"
"2013","10 point(s)","Quintile 3","Main scheme applicant","All","3410","2945","0.863","0"
"2014","10 point(s)","Quintile 3","Main scheme applicant","All","3420","2935","0.858","0"
"2015","10 point(s)","Quintile 3","Main scheme applicant","All","3485","3045","0.873","0"
"2016","10 point(s)","Quintile 3","Main scheme applicant","All","3475","3050","0.878","0"
"2017","10 point(s)","Quintile 3","Main scheme applicant","All","3500","3065","0.876","0"
"2018","10 point(s)","Quintile 3","Main scheme applicant","All","3320","2925","0.882","0"
"2019","10 point(s)","Quintile 3","Main scheme applicant","All","3260","2890","0.886","0"
"2020","10 point(s)","Quintile 3","Main scheme applicant","All","2690","2385","0.885","0"
"2021","10 point(s)","Quintile 3","Main scheme applicant","All","2310","2015","0.873","0"
"2022","10 point(s)","Quintile 3","Main scheme applicant","All","2795","2410","0.863","0"
"2023","10 point(s)","Quintile 3","Main scheme applicant","All","3215","2740","0.852","0"
"2010","11 point(s)","Quintile 3","Main scheme applicant","All","3650","3090","0.847","0"
"2011","11 point(s)","Quintile 3","Main scheme applicant","All","3500","3085","0.882","0"
"2012","11 point(s)","Quintile 3","Main scheme applicant","All","3510","2990","0.852","0"
"2013","11 point(s)","Quintile 3","Main scheme applicant","All","3450","3015","0.874","0"
"2014","11 point(s)","Quintile 3","Main scheme applicant","All","3365","2940","0.874","0"
"2015","11 point(s)","Quintile 3","Main scheme applicant","All","3670","3245","0.884","0"
"2016","11 point(s)","Quintile 3","Main scheme applicant","All","3480","3100","0.89","0"
"2017","11 point(s)","Quintile 3","Main scheme applicant","All","3610","3235","0.897","0"
"2018","11 point(s)","Quintile 3","Main scheme applicant","All","3385","3020","0.892","0"
"2019","11 point(s)","Quintile 3","Main scheme applicant","All","3135","2790","0.89","0"
"2020","11 point(s)","Quintile 3","Main scheme applicant","All","3125","2775","0.887","0"
"2021","11 point(s)","Quintile 3","Main scheme applicant","All","3080","2720","0.882","0"
"2022","11 point(s)","Quintile 3","Main scheme applicant","All","3200","2770","0.866","0"
"2023","11 point(s)","Quintile 3","Main scheme applicant","All","3350","2890","0.863","0"
"2010","12 point(s)","Quintile 3","Main scheme applicant","All","3510","3035","0.865","0"
"2011","12 point(s)","Quintile 3","Main scheme applicant","All","3525","3155","0.895","0"
"2012","12 point(s)","Quintile 3","Main scheme applicant","All","3465","3075","0.888","0"
"2013","12 point(s)","Quintile 3","Main scheme applicant","All","3510","3165","0.903","0"
"2014","12 point(s)","Quintile 3","Main scheme applicant","All","3460","3100","0.897","0"
"2015","12 point(s)","Quintile 3","Main scheme applicant","All","3620","3325","0.917","0"
"2016","12 point(s)","Quintile 3","Main scheme applicant","All","3595","3275","0.911","0"
"2017","12 point(s)","Quintile 3","Main scheme applicant","All","3400","3090","0.909","0"
"2018","12 point(s)","Quintile 3","Main scheme applicant","All","3255","2955","0.907","0"
"2019","12 point(s)","Quintile 3","Main scheme applicant","All","3085","2790","0.904","0"
"2020","12 point(s)","Quintile 3","Main scheme applicant","All","3420","3080","0.899","0"
"2021","12 point(s)","Quintile 3","Main scheme applicant","All","3260","2900","0.89","0"
"2022","12 point(s)","Quintile 3","Main scheme applicant","All","3405","2995","0.88","0"
"2023","12 point(s)","Quintile 3","Main scheme applicant","All","3460","3015","0.872","0"
"2010","13 point(s)","Quintile 3","Main scheme applicant","All","3235","2875","0.888","0"
"2011","13 point(s)","Quintile 3","Main scheme applicant","All","3130","2870","0.917","0"
"2012","13 point(s)","Quintile 3","Main scheme applicant","All","3095","2800","0.905","0"
"2013","13 point(s)","Quintile 3","Main scheme applicant","All","3185","2955","0.928","0"
"2014","13 point(s)","Quintile 3","Main scheme applicant","All","2960","2740","0.925","0"
"2015","13 point(s)","Quintile 3","Main scheme applicant","All","3090","2845","0.921","0"
"2016","13 point(s)","Quintile 3","Main scheme applicant","All","3120","2895","0.927","0"
"2017","13 point(s)","Quintile 3","Main scheme applicant","All","3140","2900","0.923","0"
"2018","13 point(s)","Quintile 3","Main scheme applicant","All","2810","2570","0.914","0"
"2019","13 point(s)","Quintile 3","Main scheme applicant","All","2795","2545","0.91","0"
"2020","13 point(s)","Quintile 3","Main scheme applicant","All","3280","2975","0.908","0"
"2021","13 point(s)","Quintile 3","Main scheme applicant","All","3420","3060","0.894","0"
"2022","13 point(s)","Quintile 3","Main scheme applicant","All","3340","2890","0.866","0"
"2023","13 point(s)","Quintile 3","Main scheme applicant","All","3235","2880","0.89","0"
"2010","14 point(s)","Quintile 3","Main scheme applicant","All","2785","2555","0.917","0"
"2011","14 point(s)","Quintile 3","Main scheme applicant","All","2790","2595","0.931","0"
"2012","14 point(s)","Quintile 3","Main scheme applicant","All","2625","2405","0.917","0"
"2013","14 point(s)","Quintile 3","Main scheme applicant","All","2665","2470","0.927","0"
"2014","14 point(s)","Quintile 3","Main scheme applicant","All","2585","2400","0.929","0"
"2015","14 point(s)","Quintile 3","Main scheme applicant","All","2510","2320","0.924","0"
