"Year","Domicile UK International","Domicile","Domicile named country","Age group","Gender","Self-released","Applied after self-releasing","Placed after self-releasing"
"2021","International","Not EU","All","35 and over","All","10","5","0"
"2022","International","Not EU","All","35 and over","All","10","5","5"
"2023","International","Not EU","All","35 and over","All","10","5","0"
"2020","International","EU (excluding UK)","All","35 and over","All","5","0","0"
"2021","International","EU (excluding UK)","All","35 and over","All","5","5","0"
"2019","UK","All","All","17 and under","All","60","35","35"
"2020","UK","All","All","17 and under","All","95","60","60"
"2021","UK","All","All","17 and under","All","70","25","25"
"2022","UK","All","All","17 and under","All","105","35","35"
"2023","UK","All","All","17 and under","All","90","40","40"
"2019","International","All","All","17 and under","All","400","120","115"
"2020","International","All","All","17 and under","All","640","240","230"
"2021","International","All","All","17 and under","All","520","105","95"
"2022","International","All","All","17 and under","All","450","90","85"
"2023","International","All","All","17 and under","All","465","110","105"
"2019","UK","All","All","18","All","17600","12495","12380"
"2020","UK","All","All","18","All","24545","19695","19565"
"2021","UK","All","All","18","All","18825","12250","12120"
"2022","UK","All","All","18","All","26110","15280","15050"
"2023","UK","All","All","18","All","26455","16510","16335"
"2019","International","All","All","18","All","2065","695","675"
"2020","International","All","All","18","All","3000","1345","1325"
"2021","International","All","All","18","All","2580","455","435"
"2022","International","All","All","18","All","2205","515","480"
"2023","International","All","All","18","All","2515","645","620"
"2019","UK","All","All","19","All","3950","3180","3145"
"2020","UK","All","All","19","All","4770","3945","3900"
"2021","UK","All","All","19","All","3680","2650","2600"
"2022","UK","All","All","19","All","3865","2610","2545"
"2023","UK","All","All","19","All","4480","3105","3040"
"2019","International","All","All","19","All","935","415","390"
"2020","International","All","All","19","All","1380","705","695"
"2021","International","All","All","19","All","895","235","220"
"2022","International","All","All","19","All","725","225","210"
"2023","International","All","All","19","All","795","260","245"
"2019","UK","All","All","20","All","975","750","735"
"2020","UK","All","All","20","All","1130","860","835"
"2021","UK","All","All","20","All","1045","720","695"
"2022","UK","All","All","20","All","1080","645","620"
"2023","UK","All","All","20","All","1185","815","795"
"2019","International","All","All","20","All","255","115","115"
"2020","International","All","All","20","All","340","145","145"
"2021","International","All","All","20","All","255","95","85"
"2022","International","All","All","20","All","250","95","85"
"2023","International","All","All","20","All","260","90","85"
"2019","UK","All","All","21 - 24","All","895","610","580"
"2020","UK","All","All","21 - 24","All","1070","720","695"
"2021","UK","All","All","21 - 24","All","1115","645","615"
"2022","UK","All","All","21 - 24","All","1185","670","620"
"2023","UK","All","All","21 - 24","All","1120","655","620"
"2019","International","All","All","21 - 24","All","190","90","85"
"2020","International","All","All","21 - 24","All","215","95","85"
"2021","International","All","All","21 - 24","All","205","90","75"
"2022","International","All","All","21 - 24","All","165","60","50"
"2023","International","All","All","21 - 24","All","190","70","60"
"2019","UK","All","All","25 - 29","All","265","170","160"
"2020","UK","All","All","25 - 29","All","445","270","250"
"2021","UK","All","All","25 - 29","All","415","210","190"
"2022","UK","All","All","25 - 29","All","395","155","140"
"2023","UK","All","All","25 - 29","All","395","195","180"
"2019","International","All","All","25 - 29","All","30","20","20"
"2020","International","All","All","25 - 29","All","40","10","10"
"2021","International","All","All","25 - 29","All","45","15","10"
"2022","International","All","All","25 - 29","All","50","15","10"
"2023","International","All","All","25 - 29","All","40","20","15"
"2019","UK","All","All","30 - 34","All","155","100","95"
"2020","UK","All","All","30 - 34","All","200","125","110"
"2021","UK","All","All","30 - 34","All","230","115","105"
"2022","UK","All","All","30 - 34","All","220","110","95"
"2023","UK","All","All","30 - 34","All","185","100","85"
"2019","International","All","All","30 - 34","All","15","5","5"
"2020","International","All","All","30 - 34","All","10","5","5"
"2021","International","All","All","30 - 34","All","25","10","5"
"2022","International","All","All","30 - 34","All","15","10","5"
"2023","International","All","All","30 - 34","All","15","5","5"
"2019","UK","All","All","35 and over","All","235","160","145"
"2020","UK","All","All","35 and over","All","345","225","200"
"2021","UK","All","All","35 and over","All","385","230","210"
"2022","UK","All","All","35 and over","All","400","200","175"
"2023","UK","All","All","35 and over","All","390","210","185"
"2019","International","All","All","35 and over","All","5","5","5"
"2020","International","All","All","35 and over","All","15","5","5"
"2021","International","All","All","35 and over","All","15","5","0"
"2022","International","All","All","35 and over","All","15","5","5"
"2023","International","All","All","35 and over","All","10","5","0"
"2019","All","All","All","17 and under","All","460","150","150"
"2020","All","All","All","17 and under","All","730","305","295"
"2021","All","All","All","17 and under","All","590","125","120"
"2022","All","All","All","17 and under","All","555","125","120"
"2023","All","All","All","17 and under","All","555","155","145"
"2019","All","All","All","18","All","19660","13185","13060"
"2020","All","All","All","18","All","27545","21040","20895"
"2021","All","All","All","18","All","21410","12700","12555"
"2022","All","All","All","18","All","28315","15790","15530"
"2023","All","All","All","18","All","28970","17155","16955"
"2019","All","All","All","19","All","4885","3590","3540"
"2020","All","All","All","19","All","6155","4650","4595"
"2021","All","All","All","19","All","4580","2885","2820"
"2022","All","All","All","19","All","4595","2835","2760"
"2023","All","All","All","19","All","5275","3365","3285"
"2019","All","All","All","20","All","1225","870","850"
"2020","All","All","All","20","All","1470","1005","980"
"2021","All","All","All","20","All","1295","815","780"
"2022","All","All","All","20","All","1330","745","705"
"2023","All","All","All","20","All","1445","905","875"
"2019","All","All","All","21 - 24","All","1085","700","665"
"2020","All","All","All","21 - 24","All","1285","815","780"
"2021","All","All","All","21 - 24","All","1320","735","690"
"2022","All","All","All","21 - 24","All","1355","730","670"
"2023","All","All","All","21 - 24","All","1310","720","680"
"2019","All","All","All","25 - 29","All","300","190","180"
"2020","All","All","All","25 - 29","All","480","285","260"
"2021","All","All","All","25 - 29","All","460","225","200"
"2022","All","All","All","25 - 29","All","445","170","150"
"2023","All","All","All","25 - 29","All","435","215","195"
"2019","All","All","All","30 - 34","All","170","105","100"
"2020","All","All","All","30 - 34","All","210","130","110"
"2021","All","All","All","30 - 34","All","250","125","110"
"2022","All","All","All","30 - 34","All","240","115","100"
"2023","All","All","All","30 - 34","All","200","105","90"
"2019","All","All","All","35 and over","All","240","160","150"
"2020","All","All","All","35 and over","All","355","230","205"
"2021","All","All","All","35 and over","All","395","235","215"
"2022","All","All","All","35 and over","All","410","205","180"
"2023","All","All","All","35 and over","All","400","210","185"
"2019","UK","England","England","All","All","21425","16090","15925"
"2020","UK","England","England","All","All","29460","23910","23655"
"2021","UK","England","England","All","All","23165","15585","15335"
"2022","UK","England","England","All","All","29730","18000","17640"
"2023","UK","England","England","All","All","30825","19960","19645"
"2019","UK","Northern Ireland","Northern Ireland","All","All","1120","465","445"
"2020","UK","Northern Ireland","Northern Ireland","All","All","1100","590","580"
"2021","UK","Northern Ireland","Northern Ireland","All","All","1045","465","450"
"2022","UK","Northern Ireland","Northern Ireland","All","All","1330","570","550"
"2023","UK","Northern Ireland","Northern Ireland","All","All","1245","485","470"
"2019","UK","Scotland","Scotland","All","All","795","365","345"
"2020","UK","Scotland","Scotland","All","All","1000","595","580"
"2021","UK","Scotland","Scotland","All","All","760","295","275"
"2022","UK","Scotland","Scotland","All","All","1115","460","425"
"2023","UK","Scotland","Scotland","All","All","1205","580","565"
"2019","UK","Wales","Wales","All","All","795","580","570"
"2020","UK","Wales","Wales","All","All","1035","815","805"
"2021","UK","Wales","Wales","All","All","790","500","495"
"2022","UK","Wales","Wales","All","All","1190","675","660"
"2023","UK","Wales","Wales","All","All","1025","605","600"
"2019","International","EU (excluding UK)","Austria","All","All","25","10","5"
"2020","International","EU (excluding UK)","Austria","All","All","20","5","5"
"2021","International","EU (excluding UK)","Austria","All","All","20","0","0"
"2022","International","EU (excluding UK)","Austria","All","All","15","5","5"
"2023","International","EU (excluding UK)","Austria","All","All","15","5","5"
"2019","International","EU (excluding UK)","Belgium","All","All","45","5","5"
"2020","International","EU (excluding UK)","Belgium","All","All","45","20","20"
"2021","International","EU (excluding UK)","Belgium","All","All","25","5","5"
"2022","International","EU (excluding UK)","Belgium","All","All","25","5","5"
"2023","International","EU (excluding UK)","Belgium","All","All","15","5","5"
"2019","International","EU (excluding UK)","Bulgaria","All","All","35","10","10"
"2020","International","EU (excluding UK)","Bulgaria","All","All","40","15","15"
"2021","International","EU (excluding UK)","Bulgaria","All","All","10","5","5"
"2022","International","EU (excluding UK)","Bulgaria","All","All","10","5","5"
"2023","International","EU (excluding UK)","Bulgaria","All","All","10","5","5"
"2019","International","EU (excluding UK)","Denmark","All","All","20","5","5"
"2020","International","EU (excluding UK)","Denmark","All","All","20","10","10"
"2021","International","EU (excluding UK)","Denmark","All","All","10","0","0"
"2022","International","EU (excluding UK)","Denmark","All","All","10","5","5"
"2023","International","EU (excluding UK)","Denmark","All","All","5","0","0"
"2019","International","EU (excluding UK)","Finland","All","All","25","5","5"
"2020","International","EU (excluding UK)","Finland","All","All","20","5","5"
"2021","International","EU (excluding UK)","Finland","All","All","10","0","0"
"2022","International","EU (excluding UK)","Finland","All","All","10","0","0"
"2023","International","EU (excluding UK)","Finland","All","All","5","0","0"
"2019","International","EU (excluding UK)","France","All","All","115","30","30"
"2020","International","EU (excluding UK)","France","All","All","145","55","50"
"2021","International","EU (excluding UK)","France","All","All","85","15","15"
"2022","International","EU (excluding UK)","France","All","All","85","15","15"
"2023","International","EU (excluding UK)","France","All","All","90","15","10"
"2019","International","EU (excluding UK)","Germany","All","All","90","20","20"
"2020","International","EU (excluding UK)","Germany","All","All","135","35","35"
"2021","International","EU (excluding UK)","Germany","All","All","70","10","5"
"2022","International","EU (excluding UK)","Germany","All","All","75","10","10"
"2023","International","EU (excluding UK)","Germany","All","All","65","10","10"
"2019","International","EU (excluding UK)","Greece","All","All","55","25","25"
"2020","International","EU (excluding UK)","Greece","All","All","90","50","45"
"2021","International","EU (excluding UK)","Greece","All","All","45","5","5"
"2022","International","EU (excluding UK)","Greece","All","All","35","5","5"
"2023","International","EU (excluding UK)","Greece","All","All","50","10","10"
"2019","International","EU (excluding UK)","Hungary","All","All","20","5","5"
"2020","International","EU (excluding UK)","Hungary","All","All","25","10","10"
"2021","International","EU (excluding UK)","Hungary","All","All","15","0","0"
"2022","International","EU (excluding UK)","Hungary","All","All","10","0","0"
"2023","International","EU (excluding UK)","Hungary","All","All","5","0","0"
"2019","International","EU (excluding UK)","Ireland","All","All","250","40","40"
"2020","International","EU (excluding UK)","Ireland","All","All","115","25","25"
"2021","International","EU (excluding UK)","Ireland","All","All","330","50","45"
"2022","International","EU (excluding UK)","Ireland","All","All","120","45","35"
"2023","International","EU (excluding UK)","Ireland","All","All","395","50","45"
"2019","International","EU (excluding UK)","Italy","All","All","115","35","35"
"2020","International","EU (excluding UK)","Italy","All","All","155","65","60"
"2021","International","EU (excluding UK)","Italy","All","All","90","15","15"
"2022","International","EU (excluding UK)","Italy","All","All","65","15","15"
"2023","International","EU (excluding UK)","Italy","All","All","70","20","20"
"2019","International","EU (excluding UK)","Luxembourg","All","All","15","5","5"
"2020","International","EU (excluding UK)","Luxembourg","All","All","25","10","10"
"2021","International","EU (excluding UK)","Luxembourg","All","All","15","5","5"
"2022","International","EU (excluding UK)","Luxembourg","All","All","5","0","0"
"2023","International","EU (excluding UK)","Luxembourg","All","All","10","0","0"
"2019","International","EU (excluding UK)","Malta","All","All","5","0","0"
"2020","International","EU (excluding UK)","Malta","All","All","5","5","5"
"2021","International","EU (excluding UK)","Malta","All","All","5","0","0"
"2022","International","EU (excluding UK)","Malta","All","All","5","0","0"
"2023","International","EU (excluding UK)","Malta","All","All","5","0","0"
"2019","International","EU (excluding UK)","Netherlands","All","All","35","10","10"
"2020","International","EU (excluding UK)","Netherlands","All","All","35","15","15"
"2021","International","EU (excluding UK)","Netherlands","All","All","25","0","0"
"2022","International","EU (excluding UK)","Netherlands","All","All","25","5","5"
"2023","International","EU (excluding UK)","Netherlands","All","All","25","5","5"
"2019","International","EU (excluding UK)","Poland","All","All","165","60","60"
"2020","International","EU (excluding UK)","Poland","All","All","175","70","70"
"2021","International","EU (excluding UK)","Poland","All","All","70","5","5"
"2022","International","EU (excluding UK)","Poland","All","All","35","5","5"
"2023","International","EU (excluding UK)","Poland","All","All","50","10","10"
"2019","International","EU (excluding UK)","Portugal","All","All","25","10","10"
"2020","International","EU (excluding UK)","Portugal","All","All","60","25","25"
"2021","International","EU (excluding UK)","Portugal","All","All","40","10","10"
"2022","International","EU (excluding UK)","Portugal","All","All","30","5","5"
"2023","International","EU (excluding UK)","Portugal","All","All","20","5","5"
"2019","International","EU (excluding UK)","Romania","All","All","60","25","25"
"2020","International","EU (excluding UK)","Romania","All","All","80","20","20"
"2021","International","EU (excluding UK)","Romania","All","All","20","5","5"
"2022","International","EU (excluding UK)","Romania","All","All","20","5","5"
"2023","International","EU (excluding UK)","Romania","All","All","20","5","5"
"2019","International","EU (excluding UK)","Spain","All","All","155","50","45"
"2020","International","EU (excluding UK)","Spain","All","All","265","110","110"
"2021","International","EU (excluding UK)","Spain","All","All","145","20","20"
"2022","International","EU (excluding UK)","Spain","All","All","105","10","10"
"2023","International","EU (excluding UK)","Spain","All","All","120","25","20"
"2019","International","EU (excluding UK)","Sweden","All","All","40","10","10"
"2020","International","EU (excluding UK)","Sweden","All","All","50","20","20"
"2021","International","EU (excluding UK)","Sweden","All","All","25","5","5"
"2022","International","EU (excluding UK)","Sweden","All","All","35","5","5"
"2023","International","EU (excluding UK)","Sweden","All","All","25","0","0"
"2019","International","EU (excluding UK)","Estonia","All","All","10","5","5"
"2020","International","EU (excluding UK)","Estonia","All","All","10","0","0"
"2021","International","EU (excluding UK)","Estonia","All","All","10","0","0"
"2019","International","EU (excluding UK)","Latvia","All","All","15","5","5"
"2020","International","EU (excluding UK)","Latvia","All","All","25","10","10"
"2021","International","EU (excluding UK)","Latvia","All","All","15","5","5"
"2022","International","EU (excluding UK)","Latvia","All","All","5","0","0"
"2023","International","EU (excluding UK)","Latvia","All","All","5","0","0"
"2019","International","EU (excluding UK)","Lithuania","All","All","50","15","10"
"2020","International","EU (excluding UK)","Lithuania","All","All","60","25","25"
"2021","International","EU (excluding UK)","Lithuania","All","All","15","0","0"
"2022","International","EU (excluding UK)","Lithuania","All","All","15","5","5"
"2023","International","EU (excluding UK)","Lithuania","All","All","5","0","0"
"2019","International","EU (excluding UK)","Croatia","All","All","5","5","5"
"2020","International","EU (excluding UK)","Croatia","All","All","10","5","5"
"2023","International","EU (excluding UK)","Croatia","All","All","5","0","0"
"2019","International","EU (excluding UK)","Slovenia","All","All","5","0","0"
"2021","International","EU (excluding UK)","Slovenia","All","All","5","0","0"
"2022","International","EU (excluding UK)","Slovenia","All","All","5","0","0"
"2023","International","EU (excluding UK)","Slovenia","All","All","5","0","0"
"2019","International","EU (excluding UK)","Czech Republic","All","All","25","5","5"
"2020","International","EU (excluding UK)","Czech Republic","All","All","35","15","15"
"2021","International","EU (excluding UK)","Czech Republic","All","All","20","5","5"
"2022","International","EU (excluding UK)","Czech Republic","All","All","10","5","5"
"2023","International","EU (excluding UK)","Czech Republic","All","All","30","5","5"
"2019","International","EU (excluding UK)","Slovakia","All","All","25","5","5"
"2020","International","EU (excluding UK)","Slovakia","All","All","30","10","10"
"2021","International","EU (excluding UK)","Slovakia","All","All","5","0","0"
"2022","International","EU (excluding UK)","Slovakia","All","All","5","0","0"
"2023","International","EU (excluding UK)","Slovakia","All","All","10","5","5"
"2019","International","EU (excluding UK)","Canary Islands","All","All","10","10","10"
"2020","International","EU (excluding UK)","Canary Islands","All","All","5","5","5"
"2019","International","EU (excluding UK)","Cyprus (European Union)","All","All","70","45","40"
"2020","International","EU (excluding UK)","Cyprus (European Union)","All","All","145","100","100"
"2021","International","EU (excluding UK)","Cyprus (European Union)","All","All","55","15","15"
"2022","International","EU (excluding UK)","Cyprus (European Union)","All","All","25","10","10"
"2023","International","EU (excluding UK)","Cyprus (European Union)","All","All","40","15","15"
"2019","International","Not EU","Guernsey","All","All","15","10","10"
"2020","International","Not EU","Guernsey","All","All","15","10","10"
"2021","International","Not EU","Guernsey","All","All","10","5","5"
"2022","International","Not EU","Guernsey","All","All","20","10","10"
"2023","International","Not EU","Guernsey","All","All","10","5","5"
"2019","International","Not EU","Jersey","All","All","25","15","15"
"2020","International","Not EU","Jersey","All","All","25","15","15"
"2021","International","Not EU","Jersey","All","All","25","10","10"
"2022","International","Not EU","Jersey","All","All","35","15","15"
"2023","International","Not EU","Jersey","All","All","45","25","25"
"2019","International","Not EU","Isle of Man","All","All","30","15","15"
"2020","International","Not EU","Isle of Man","All","All","30","20","20"
"2021","International","Not EU","Isle of Man","All","All","25","15","15"
"2022","International","Not EU","Isle of Man","All","All","45","15","15"
"2023","International","Not EU","Isle of Man","All","All","35","15","15"
"2019","International","Not EU","Albania","All","All","5","5","5"
"2020","International","Not EU","Albania","All","All","10","10","10"
"2021","International","Not EU","Albania","All","All","5","0","0"
"2022","International","Not EU","Albania","All","All","5","0","0"
"2023","International","Not EU","Albania","All","All","5","0","0"
"2019","International","Not EU","Angola","All","All","5","0","0"
"2019","International","Not EU","Australia","All","All","10","0","0"
"2020","International","Not EU","Australia","All","All","10","0","0"
"2022","International","Not EU","Australia","All","All","5","0","0"
"2023","International","Not EU","Australia","All","All","10","5","5"
"2021","International","Not EU","Bahamas","All","All","5","0","0"
"2019","International","Not EU","Bahrain","All","All","10","5","5"
"2020","International","Not EU","Bahrain","All","All","20","10","10"
"2021","International","Not EU","Bahrain","All","All","25","15","15"
"2022","International","Not EU","Bahrain","All","All","20","5","5"
"2023","International","Not EU","Bahrain","All","All","25","15","15"
"2019","International","Not EU","Bermuda","All","All","5","5","5"
"2020","International","Not EU","Bermuda","All","All","10","5","5"
"2021","International","Not EU","Bermuda","All","All","10","5","5"
"2022","International","Not EU","Bermuda","All","All","5","0","0"
"2023","International","Not EU","Bermuda","All","All","5","5","0"
"2021","International","Not EU","Botswana","All","All","5","5","0"
"2022","International","Not EU","Botswana","All","All","5","0","0"
"2023","International","Not EU","Botswana","All","All","5","0","0"
"2019","International","Not EU","Brazil","All","All","10","5","5"
"2020","International","Not EU","Brazil","All","All","10","5","5"
"2021","International","Not EU","Brazil","All","All","5","0","0"
"2022","International","Not EU","Brazil","All","All","10","0","0"
"2023","International","Not EU","Brazil","All","All","5","0","0"
"2019","International","Not EU","Brunei Darussalam","All","All","25","5","5"
"2020","International","Not EU","Brunei Darussalam","All","All","25","10","10"
"2021","International","Not EU","Brunei Darussalam","All","All","25","5","5"
"2022","International","Not EU","Brunei Darussalam","All","All","55","10","10"
"2023","International","Not EU","Brunei Darussalam","All","All","50","15","15"
"2019","International","Not EU","Burma (Myanmar)","All","All","5","0","0"
"2020","International","Not EU","Burma (Myanmar)","All","All","10","0","0"
"2021","International","Not EU","Burma (Myanmar)","All","All","10","5","5"
"2022","International","Not EU","Burma (Myanmar)","All","All","10","0","0"
"2023","International","Not EU","Burma (Myanmar)","All","All","15","5","5"
"2019","International","Not EU","Cambodia","All","All","10","0","0"
"2020","International","Not EU","Cambodia","All","All","5","0","0"
"2021","International","Not EU","Cambodia","All","All","5","0","0"
"2022","International","Not EU","Cambodia","All","All","5","5","5"
"2023","International","Not EU","Cambodia","All","All","5","0","0"
"2019","International","Not EU","Cameroon","All","All","5","5","5"
"2021","International","Not EU","Cameroon","All","All","5","5","5"
"2019","International","Not EU","Canada","All","All","30","10","10"
"2020","International","Not EU","Canada","All","All","30","10","10"
"2021","International","Not EU","Canada","All","All","45","5","5"
"2022","International","Not EU","Canada","All","All","45","10","10"
"2023","International","Not EU","Canada","All","All","45","5","5"
"2019","International","Not EU","Sri Lanka","All","All","15","5","5"
"2020","International","Not EU","Sri Lanka","All","All","20","5","5"
"2021","International","Not EU","Sri Lanka","All","All","15","5","5"
"2022","International","Not EU","Sri Lanka","All","All","20","5","5"
"2023","International","Not EU","Sri Lanka","All","All","5","5","0"
"2019","International","Not EU","China","All","All","335","185","180"
"2020","International","Not EU","China","All","All","725","530","525"
"2021","International","Not EU","China","All","All","605","135","130"
"2022","International","Not EU","China","All","All","555","140","135"
"2023","International","Not EU","China","All","All","465","130","125"
"2019","International","Not EU","Colombia","All","All","5","5","5"
"2019","International","Not EU","Taiwan","All","All","10","10","10"
"2020","International","Not EU","Taiwan","All","All","25","10","10"
"2021","International","Not EU","Taiwan","All","All","20","0","0"
"2022","International","Not EU","Taiwan","All","All","10","5","5"
"2023","International","Not EU","Taiwan","All","All","10","5","5"
"2019","International","Not EU","Ghana","All","All","10","5","5"
"2020","International","Not EU","Ghana","All","All","15","10","10"
"2021","International","Not EU","Ghana","All","All","15","10","5"
"2022","International","Not EU","Ghana","All","All","20","10","10"
"2023","International","Not EU","Ghana","All","All","10","5","5"
"2019","International","Not EU","Gibraltar","All","All","25","20","20"
"2020","International","Not EU","Gibraltar","All","All","25","20","20"
"2021","International","Not EU","Gibraltar","All","All","10","5","5"
"2022","International","Not EU","Gibraltar","All","All","20","15","15"
"2023","International","Not EU","Gibraltar","All","All","25","15","15"
"2019","International","Not EU","Hong Kong","All","All","475","160","155"
"2020","International","Not EU","Hong Kong","All","All","760","280","280"
"2021","International","Not EU","Hong Kong","All","All","625","135","130"
"2022","International","Not EU","Hong Kong","All","All","540","120","115"
"2023","International","Not EU","Hong Kong","All","All","555","140","140"
"2019","International","Not EU","India","All","All","175","50","50"
"2020","International","Not EU","India","All","All","335","130","115"
"2021","International","Not EU","India","All","All","320","55","45"
"2022","International","Not EU","India","All","All","235","65","55"
"2023","International","Not EU","India","All","All","280","95","85"
"2019","International","Not EU","Indonesia","All","All","20","10","10"
"2020","International","Not EU","Indonesia","All","All","45","20","20"
"2021","International","Not EU","Indonesia","All","All","35","10","10"
"2022","International","Not EU","Indonesia","All","All","35","10","10"
"2023","International","Not EU","Indonesia","All","All","25","5","5"
"2019","International","Not EU","Iran, Islamic Republic of","All","All","10","10","10"
"2020","International","Not EU","Iran, Islamic Republic of","All","All","10","5","5"
"2021","International","Not EU","Iran, Islamic Republic of","All","All","10","5","5"
"2023","International","Not EU","Iran, Islamic Republic of","All","All","5","5","5"
"2019","International","Not EU","Israel","All","All","5","0","0"
"2021","International","Not EU","Israel","All","All","5","0","0"
"2023","International","Not EU","Israel","All","All","5","0","0"
"2023","International","Not EU","Ivory Coast (Cote d'Ivoire)","All","All","5","5","5"
"2019","International","Not EU","Japan","All","All","20","5","5"
"2020","International","Not EU","Japan","All","All","30","15","15"
"2021","International","Not EU","Japan","All","All","30","10","10"
"2022","International","Not EU","Japan","All","All","30","10","5"
"2023","International","Not EU","Japan","All","All","20","5","5"
"2019","International","Not EU","Jordan","All","All","20","10","5"
"2020","International","Not EU","Jordan","All","All","30","15","15"
"2021","International","Not EU","Jordan","All","All","25","5","5"
"2022","International","Not EU","Jordan","All","All","25","5","5"
"2023","International","Not EU","Jordan","All","All","20","10","10"
"2019","International","Not EU","Kenya","All","All","35","15","15"
"2020","International","Not EU","Kenya","All","All","45","25","25"
"2021","International","Not EU","Kenya","All","All","30","10","10"
"2022","International","Not EU","Kenya","All","All","55","30","25"
"2023","International","Not EU","Kenya","All","All","50","20","20"
"2019","International","Not EU","Korea, Republic of","All","All","55","20","20"
"2020","International","Not EU","Korea, Republic of","All","All","90","40","35"
"2021","International","Not EU","Korea, Republic of","All","All","55","10","10"
"2022","International","Not EU","Korea, Republic of","All","All","40","5","5"
"2023","International","Not EU","Korea, Republic of","All","All","40","10","10"
"2019","International","Not EU","Kuwait","All","All","15","10","10"
"2020","International","Not EU","Kuwait","All","All","25","10","10"
"2021","International","Not EU","Kuwait","All","All","10","5","5"
"2022","International","Not EU","Kuwait","All","All","20","15","10"
"2023","International","Not EU","Kuwait","All","All","15","5","5"
"2019","International","Not EU","Lebanon","All","All","5","0","0"
"2020","International","Not EU","Lebanon","All","All","20","10","5"
"2021","International","Not EU","Lebanon","All","All","10","0","0"
"2022","International","Not EU","Lebanon","All","All","5","0","0"
"2023","International","Not EU","Lebanon","All","All","5","5","5"
"2019","International","Not EU","Macao","All","All","10","5","5"
"2020","International","Not EU","Macao","All","All","10","5","5"
"2021","International","Not EU","Macao","All","All","15","5","5"
"2022","International","Not EU","Macao","All","All","10","5","5"
"2023","International","Not EU","Macao","All","All","10","5","5"
"2020","International","Not EU","Malawi","All","All","5","0","0"
"2022","International","Not EU","Malawi","All","All","5","0","0"
"2019","International","Not EU","Malaysia","All","All","180","65","65"
"2020","International","Not EU","Malaysia","All","All","230","80","80"
"2021","International","Not EU","Malaysia","All","All","220","45","45"
"2022","International","Not EU","Malaysia","All","All","145","35","35"
"2023","International","Not EU","Malaysia","All","All","225","50","50"
"2019","International","Not EU","Mauritius","All","All","5","0","0"
"2020","International","Not EU","Mauritius","All","All","5","0","0"
"2021","International","Not EU","Mauritius","All","All","5","0","0"
"2022","International","Not EU","Mauritius","All","All","5","0","0"
"2023","International","Not EU","Mauritius","All","All","5","0","0"
"2019","International","Not EU","Mexico","All","All","5","0","0"
"2022","International","Not EU","Mexico","All","All","10","5","5"
"2023","International","Not EU","Mexico","All","All","5","0","0"
"2019","International","Not EU","Morocco","All","All","5","5","5"
"2020","International","Not EU","Morocco","All","All","5","5","5"
"2021","International","Not EU","Morocco","All","All","5","0","0"
"2022","International","Not EU","Morocco","All","All","10","0","0"
"2023","International","Not EU","Morocco","All","All","5","0","0"
"2019","International","Not EU","Oman","All","All","15","5","5"
"2020","International","Not EU","Oman","All","All","15","5","5"
"2021","International","Not EU","Oman","All","All","15","5","5"
"2022","International","Not EU","Oman","All","All","35","15","15"
"2023","International","Not EU","Oman","All","All","20","5","5"
"2019","International","Not EU","Nepal","All","All","5","0","0"
"2021","International","Not EU","Nepal","All","All","5","0","0"
"2022","International","Not EU","Nepal","All","All","5","0","0"
"2023","International","Not EU","Nepal","All","All","5","0","0"
"2019","International","Not EU","New Zealand","All","All","5","0","0"
"2020","International","Not EU","New Zealand","All","All","5","0","0"
"2021","International","Not EU","New Zealand","All","All","10","0","0"
"2022","International","Not EU","New Zealand","All","All","5","0","0"
"2023","International","Not EU","New Zealand","All","All","5","0","0"
"2019","International","Not EU","Nigeria","All","All","45","40","35"
"2020","International","Not EU","Nigeria","All","All","75","50","45"
"2021","International","Not EU","Nigeria","All","All","65","35","30"
"2022","International","Not EU","Nigeria","All","All","60","30","25"
"2023","International","Not EU","Nigeria","All","All","65","40","35"
"2019","International","Not EU","Norway","All","All","40","0","0"
"2020","International","Not EU","Norway","All","All","60","15","15"
"2021","International","Not EU","Norway","All","All","45","5","5"
"2022","International","Not EU","Norway","All","All","45","0","0"
"2023","International","Not EU","Norway","All","All","45","5","5"
"2019","International","Not EU","Pakistan","All","All","80","45","45"
"2020","International","Not EU","Pakistan","All","All","140","90","85"
"2021","International","Not EU","Pakistan","All","All","80","35","35"
"2022","International","Not EU","Pakistan","All","All","60","30","25"
"2023","International","Not EU","Pakistan","All","All","60","30","25"
"2023","International","Not EU","Panama","All","All","5","0","0"
"2023","International","Not EU","Peru","All","All","5","0","0"
"2019","International","Not EU","Philippines","All","All","5","0","0"
"2020","International","Not EU","Philippines","All","All","5","5","5"
"2021","International","Not EU","Philippines","All","All","5","0","0"
"2022","International","Not EU","Philippines","All","All","5","0","0"
"2023","International","Not EU","Philippines","All","All","5","0","0"
"2019","International","Not EU","Qatar","All","All","10","5","5"
"2020","International","Not EU","Qatar","All","All","20","10","10"
"2021","International","Not EU","Qatar","All","All","30","5","5"
"2022","International","Not EU","Qatar","All","All","15","5","5"
"2023","International","Not EU","Qatar","All","All","30","15","10"
"2019","International","Not EU","Zimbabwe","All","All","5","0","0"
"2020","International","Not EU","Zimbabwe","All","All","5","0","0"
"2021","International","Not EU","Zimbabwe","All","All","10","0","0"
"2022","International","Not EU","Zimbabwe","All","All","5","5","0"
"2023","International","Not EU","Zimbabwe","All","All","5","5","5"
"2019","International","Not EU","Saudi Arabia","All","All","25","10","10"
