"Year","Difference between predicted and achieved BTEC Extended diploma points","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2010","All","18","Wales","Male","All","All","455","355","0.781","0"
"2011","All","18","Wales","Male","All","All","450","340","0.757","0"
"2012","All","18","Wales","Male","All","All","395","305","0.771","0"
"2013","All","18","Wales","Male","All","All","385","330","0.852","0"
"2014","All","18","Wales","Male","All","All","455","375","0.8250000000000001","0"
"2015","All","18","Wales","Male","All","All","550","460","0.838","0"
"2016","All","18","Wales","Male","All","All","530","445","0.841","0"
"2017","All","18","Wales","Male","All","All","490","405","0.8240000000000001","5"
"2018","All","18","Wales","Male","All","All","565","480","0.846","0"
"2019","All","18","Wales","Male","All","All","450","375","0.84","0"
"2020","All","18","Wales","Male","All","All","405","350","0.869","0"
"2021","All","18","Wales","Male","All","All","455","375","0.8260000000000001","0"
"2022","All","18","Wales","Male","All","All","425","325","0.764","0"
"2023","All","18","Wales","Male","All","All","410","315","0.771","0"
"2010","0 points","All","Northern Ireland","Female","All","All","120","90","0.727","0"
"2011","0 points","All","Northern Ireland","Female","All","All","130","85","0.651","0"
"2012","0 points","All","Northern Ireland","Female","All","All","70","40","0.603","0"
"2013","0 points","All","Northern Ireland","Female","All","All","40","25","0.61","0"
"2014","0 points","All","Northern Ireland","Female","All","All","45","30","0.6960000000000001","0"
"2015","0 points","All","Northern Ireland","Female","All","All","75","50","0.662","0"
"2016","0 points","All","Northern Ireland","Female","All","All","60","45","0.705","0"
"2017","0 points","All","Northern Ireland","Female","All","All","50","35","0.74","0"
"2018","0 points","All","Northern Ireland","Female","All","All","70","60","0.843","0"
"2019","0 points","All","Northern Ireland","Female","All","All","70","50","0.681","0"
"2020","0 points","All","Northern Ireland","Female","All","All","85","70","0.8240000000000001","0"
"2021","0 points","All","Northern Ireland","Female","All","All","85","60","0.721","0"
"2022","0 points","All","Northern Ireland","Female","All","All","70","50","0.729","0"
"2023","0 points","All","Northern Ireland","Female","All","All","45","40","0.864","0"
"2010","0 points","All","England","Female","All","All","4145","3150","0.76","0"
"2011","0 points","All","England","Female","All","All","4835","3740","0.773","10"
"2012","0 points","All","England","Female","All","All","1745","1315","0.753","0"
"2013","0 points","All","England","Female","All","All","2925","2290","0.783","0"
"2014","0 points","All","England","Female","All","All","3650","2920","0.8","0"
"2015","0 points","All","England","Female","All","All","4430","3600","0.812","0"
"2016","0 points","All","England","Female","All","All","4500","3670","0.8160000000000001","0"
"2017","0 points","All","England","Female","All","All","4370","3685","0.843","0"
"2018","0 points","All","England","Female","All","All","4200","3595","0.856","0"
"2019","0 points","All","England","Female","All","All","3945","3365","0.853","0"
"2020","0 points","All","England","Female","All","All","4345","3855","0.887","0"
"2021","0 points","All","England","Female","All","All","4915","4180","0.85","0"
"2022","0 points","All","England","Female","All","All","3585","2960","0.8260000000000001","0"
"2023","0 points","All","England","Female","All","All","3200","2655","0.8290000000000001","0"
"2011","0 points","All","Scotland","Female","All","All","5","5"," ","0"
"2010","0 points","All","Wales","Female","All","All","185","150","0.804","0"
"2011","0 points","All","Wales","Female","All","All","185","150","0.797","0"
"2012","0 points","All","Wales","Female","All","All","115","80","0.672","0"
"2013","0 points","All","Wales","Female","All","All","125","100","0.794","0"
"2014","0 points","All","Wales","Female","All","All","120","100","0.835","0"
"2015","0 points","All","Wales","Female","All","All","180","145","0.8260000000000001","0"
"2016","0 points","All","Wales","Female","All","All","170","145","0.865","0"
"2017","0 points","All","Wales","Female","All","All","205","165","0.801","0"
"2018","0 points","All","Wales","Female","All","All","190","155","0.8180000000000001","0"
"2019","0 points","All","Wales","Female","All","All","155","140","0.892","0"
"2020","0 points","All","Wales","Female","All","All","190","160","0.852","0"
"2021","0 points","All","Wales","Female","All","All","250","205","0.8200000000000001","0"
