"Year","Gender","Age group","Domicile","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2023","Male","25 - 29","England","15425","7240","0.46900000000000003"
"2006","Female","30 - 34","England","15390","6790","0.441"
"2007","Female","30 - 34","England","15030","6335","0.421"
"2008","Female","30 - 34","England","18515","7995","0.432"
"2009","Female","30 - 34","England","22800","9200","0.404"
"2010","Female","30 - 34","England","30605","9565","0.313"
"2011","Female","30 - 34","England","33865","9515","0.281"
"2012","Female","30 - 34","England","31555","8615","0.273"
"2013","Female","30 - 34","England","30810","9250","0.3"
"2014","Female","30 - 34","England","32030","10185","0.318"
"2015","Female","30 - 34","England","30040","10300","0.343"
"2016","Female","30 - 34","England","30295","10325","0.341"
"2017","Female","30 - 34","England","23565","9600","0.40700000000000003"
"2018","Female","30 - 34","England","20970","9765","0.466"
"2019","Female","30 - 34","England","20305","10080","0.496"
"2020","Female","30 - 34","England","22725","11655","0.513"
"2021","Female","30 - 34","England","27445","13120","0.47800000000000004"
"2022","Female","30 - 34","England","24450","11065","0.452"
"2023","Female","30 - 34","England","19140","8570","0.448"
"2006","Male","30 - 34","England","9285","4110","0.443"
"2007","Male","30 - 34","England","9330","4240","0.454"
"2008","Male","30 - 34","England","9245","4225","0.457"
"2009","Male","30 - 34","England","12030","4985","0.41400000000000003"
"2010","Male","30 - 34","England","15245","5490","0.36"
"2011","Male","30 - 34","England","16915","5655","0.334"
"2012","Male","30 - 34","England","14105","4775","0.339"
"2013","Male","30 - 34","England","13185","4930","0.374"
"2014","Male","30 - 34","England","13795","5260","0.381"
"2015","Male","30 - 34","England","12720","5145","0.404"
"2016","Male","30 - 34","England","11955","4750","0.397"
"2017","Male","30 - 34","England","9295","4240","0.456"
"2018","Male","30 - 34","England","8485","4200","0.495"
"2019","Male","30 - 34","England","7570","3870","0.511"
"2020","Male","30 - 34","England","8540","4455","0.521"
"2021","Male","30 - 34","England","9355","4565","0.488"
"2022","Male","30 - 34","England","8465","3895","0.46"
"2023","Male","30 - 34","England","7840","3655","0.466"
"2006","Female","35 and over","England","23465","11455","0.488"
"2007","Female","35 and over","England","24530","11675","0.47600000000000003"
"2008","Female","35 and over","England","30565","14410","0.47200000000000003"
"2009","Female","35 and over","England","36225","15730","0.434"
"2010","Female","35 and over","England","49075","16070","0.327"
"2011","Female","35 and over","England","52780","15290","0.29"
"2012","Female","35 and over","England","47555","13455","0.28300000000000003"
"2013","Female","35 and over","England","45325","13615","0.3"
"2014","Female","35 and over","England","49835","15615","0.313"
"2015","Female","35 and over","England","47915","15570","0.325"
"2016","Female","35 and over","England","51395","16885","0.328"
"2017","Female","35 and over","England","41780","16115","0.386"
"2018","Female","35 and over","England","36825","16895","0.459"
"2019","Female","35 and over","England","37215","17490","0.47000000000000003"
"2020","Female","35 and over","England","43595","21075","0.483"
"2021","Female","35 and over","England","50295","22675","0.451"
"2022","Female","35 and over","England","46800","20055","0.429"
"2023","Female","35 and over","England","43225","19195","0.444"
"2006","Male","35 and over","England","11460","5145","0.449"
"2007","Male","35 and over","England","11285","5065","0.449"
"2008","Male","35 and over","England","12635","5600","0.443"
"2009","Male","35 and over","England","17220","6835","0.397"
"2010","Male","35 and over","England","22780","7195","0.316"
"2011","Male","35 and over","England","24400","7220","0.296"
"2012","Male","35 and over","England","22150","6705","0.303"
"2013","Male","35 and over","England","20635","6820","0.33"
"2014","Male","35 and over","England","22425","7250","0.323"
"2015","Male","35 and over","England","22625","7560","0.334"
"2016","Male","35 and over","England","22080","7335","0.332"
"2017","Male","35 and over","England","17280","6315","0.366"
"2018","Male","35 and over","England","15250","6735","0.442"
"2019","Male","35 and over","England","14885","6870","0.462"
"2020","Male","35 and over","England","17685","8120","0.459"
"2021","Male","35 and over","England","18320","7595","0.41500000000000004"
"2022","Male","35 and over","England","18115","7100","0.392"
"2023","Male","35 and over","England","18565","7635","0.41100000000000003"
"2006","Female","17 and under","Scotland","2880","2070","0.718"
"2007","Female","17 and under","Scotland","2765","2070","0.748"
"2008","Female","17 and under","Scotland","2275","1740","0.764"
"2009","Female","17 and under","Scotland","2210","1645","0.743"
"2010","Female","17 and under","Scotland","2300","1430","0.621"
"2011","Female","17 and under","Scotland","2180","1330","0.61"
"2012","Female","17 and under","Scotland","1935","1250","0.645"
"2013","Female","17 and under","Scotland","1575","925","0.587"
"2014","Female","17 and under","Scotland","1695","1035","0.611"
"2015","Female","17 and under","Scotland","1760","1110","0.631"
"2016","Female","17 and under","Scotland","1830","1080","0.591"
"2017","Female","17 and under","Scotland","1845","1075","0.583"
"2018","Female","17 and under","Scotland","1795","1170","0.653"
"2019","Female","17 and under","Scotland","1835","1150","0.628"
"2020","Female","17 and under","Scotland","2050","1305","0.637"
"2021","Female","17 and under","Scotland","2510","1360","0.541"
"2022","Female","17 and under","Scotland","2635","1480","0.562"
"2023","Female","17 and under","Scotland","2295","1475","0.643"
"2006","Male","17 and under","Scotland","1825","1495","0.8200000000000001"
"2007","Male","17 and under","Scotland","1940","1570","0.81"
"2008","Male","17 and under","Scotland","1490","1200","0.804"
"2009","Male","17 and under","Scotland","1525","1205","0.791"
"2010","Male","17 and under","Scotland","1370","1010","0.737"
"2011","Male","17 and under","Scotland","1425","950","0.667"
"2012","Male","17 and under","Scotland","1265","840","0.662"
"2013","Male","17 and under","Scotland","1105","770","0.6980000000000001"
"2014","Male","17 and under","Scotland","1030","705","0.684"
"2015","Male","17 and under","Scotland","1010","710","0.7010000000000001"
"2016","Male","17 and under","Scotland","1200","820","0.685"
"2017","Male","17 and under","Scotland","1310","940","0.718"
"2018","Male","17 and under","Scotland","1285","895","0.6960000000000001"
"2019","Male","17 and under","Scotland","1295","965","0.745"
"2020","Male","17 and under","Scotland","1255","885","0.705"
"2021","Male","17 and under","Scotland","1395","915","0.657"
"2022","Male","17 and under","Scotland","1700","1085","0.638"
"2023","Male","17 and under","Scotland","1600","1095","0.683"
"2006","Female","18","Scotland","48705","34350","0.705"
"2007","Female","18","Scotland","47345","33120","0.7000000000000001"
"2008","Female","18","Scotland","42585","30915","0.726"
"2009","Female","18","Scotland","42800","31645","0.739"
"2010","Female","18","Scotland","49555","30560","0.617"
"2011","Female","18","Scotland","49540","27120","0.547"
"2012","Female","18","Scotland","49935","28890","0.579"
"2013","Female","18","Scotland","49575","28945","0.584"
"2014","Female","18","Scotland","51950","31510","0.607"
"2015","Female","18","Scotland","52855","31185","0.59"
"2016","Female","18","Scotland","53130","30600","0.5760000000000001"
"2017","Female","18","Scotland","52390","30980","0.591"
"2018","Female","18","Scotland","50700","30860","0.609"
"2019","Female","18","Scotland","50065","31290","0.625"
"2020","Female","18","Scotland","48510","31685","0.653"
"2021","Female","18","Scotland","57365","34970","0.61"
"2022","Female","18","Scotland","57400","35570","0.62"
"2023","Female","18","Scotland","54035","36670","0.679"
"2006","Male","18","Scotland","38925","30640","0.787"
"2007","Male","18","Scotland","37030","29045","0.784"
"2008","Male","18","Scotland","33370","26465","0.793"
"2009","Male","18","Scotland","34920","27380","0.784"
"2010","Male","18","Scotland","37190","25145","0.676"
"2011","Male","18","Scotland","37700","22620","0.6"
"2012","Male","18","Scotland","36675","23035","0.628"
"2013","Male","18","Scotland","36965","23260","0.629"
"2014","Male","18","Scotland","37150","24535","0.66"
"2015","Male","18","Scotland","37510","24090","0.642"
"2016","Male","18","Scotland","36315","22780","0.627"
"2017","Male","18","Scotland","35035","23155","0.661"
"2018","Male","18","Scotland","33725","22395","0.664"
"2019","Male","18","Scotland","31430","21660","0.6890000000000001"
"2020","Male","18","Scotland","30985","22135","0.714"
"2021","Male","18","Scotland","36005","24655","0.685"
"2022","Male","18","Scotland","38575","26020","0.675"
"2023","Male","18","Scotland","37700","26825","0.711"
"2006","Female","19","Scotland","8875","5235","0.59"
"2007","Female","19","Scotland","9515","5545","0.583"
"2008","Female","19","Scotland","8375","5295","0.632"
"2009","Female","19","Scotland","8945","5570","0.623"
"2010","Female","19","Scotland","12025","5950","0.495"
"2011","Female","19","Scotland","13500","5975","0.443"
"2012","Female","19","Scotland","13990","6400","0.457"
"2013","Female","19","Scotland","13430","6565","0.489"
"2014","Female","19","Scotland","13645","6875","0.504"
"2015","Female","19","Scotland","14150","6950","0.491"
"2016","Female","19","Scotland","15015","7385","0.492"
"2017","Female","19","Scotland","14820","7540","0.509"
"2018","Female","19","Scotland","15075","8005","0.531"
"2019","Female","19","Scotland","14540","7840","0.539"
"2020","Female","19","Scotland","13620","7550","0.554"
"2021","Female","19","Scotland","15290","8075","0.528"
"2022","Female","19","Scotland","15160","8080","0.533"
"2023","Female","19","Scotland","14895","8870","0.595"
"2006","Male","19","Scotland","7260","4935","0.679"
"2007","Male","19","Scotland","8010","5455","0.681"
"2008","Male","19","Scotland","6835","4825","0.706"
"2009","Male","19","Scotland","7950","5425","0.683"
"2010","Male","19","Scotland","9220","5455","0.592"
"2011","Male","19","Scotland","10040","5265","0.524"
"2012","Male","19","Scotland","10450","5860","0.561"
"2013","Male","19","Scotland","10135","5525","0.545"
"2014","Male","19","Scotland","10170","5730","0.5640000000000001"
"2015","Male","19","Scotland","10535","5860","0.556"
"2016","Male","19","Scotland","10920","6310","0.578"
"2017","Male","19","Scotland","10785","6335","0.587"
"2018","Male","19","Scotland","10925","6645","0.608"
"2019","Male","19","Scotland","10020","6345","0.633"
"2020","Male","19","Scotland","9625","6180","0.642"
"2021","Male","19","Scotland","10670","6640","0.622"
"2022","Male","19","Scotland","11125","6970","0.626"
"2023","Male","19","Scotland","11055","7085","0.641"
"2006","Female","20","Scotland","4870","2670","0.548"
"2007","Female","20","Scotland","5450","3030","0.556"
"2008","Female","20","Scotland","5055","2930","0.579"
"2009","Female","20","Scotland","5255","3070","0.584"
"2010","Female","20","Scotland","6845","3060","0.447"
"2011","Female","20","Scotland","7990","3105","0.388"
"2012","Female","20","Scotland","7965","3275","0.41100000000000003"
"2013","Female","20","Scotland","8575","3630","0.423"
"2014","Female","20","Scotland","8880","3895","0.439"
"2015","Female","20","Scotland","8945","3865","0.432"
"2016","Female","20","Scotland","9230","4025","0.436"
"2017","Female","20","Scotland","9655","4360","0.451"
"2018","Female","20","Scotland","9345","4425","0.47400000000000003"
"2019","Female","20","Scotland","8290","3940","0.47600000000000003"
"2020","Female","20","Scotland","7775","3890","0.5"
"2021","Female","20","Scotland","8890","4175","0.47000000000000003"
"2022","Female","20","Scotland","7735","3830","0.495"
"2023","Female","20","Scotland","7230","3925","0.543"
"2006","Male","20","Scotland","3635","2315","0.637"
"2007","Male","20","Scotland","4085","2525","0.618"
"2008","Male","20","Scotland","3870","2555","0.66"
"2009","Male","20","Scotland","4125","2580","0.625"
"2010","Male","20","Scotland","5015","2670","0.532"
"2011","Male","20","Scotland","5680","2545","0.448"
"2012","Male","20","Scotland","6120","2940","0.48"
"2013","Male","20","Scotland","6905","3320","0.481"
"2014","Male","20","Scotland","6840","3290","0.481"
"2015","Male","20","Scotland","6835","3330","0.487"
