"Year","Subject group HECoS","Detailed subject group HECoS","Age group","Domicile","Gender","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2020","(CAH20) historical, philosophical and religious studies","(CAH20-01-05) classics","All","Scotland","All","260","155","0.604"
"2021","(CAH20) historical, philosophical and religious studies","(CAH20-01-05) classics","All","Scotland","All","310","195","0.63"
"2022","(CAH20) historical, philosophical and religious studies","(CAH20-01-05) classics","All","Scotland","All","475","220","0.464"
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-01-05) classics","All","Scotland","All","395","220","0.56"
"2019","(CAH20) historical, philosophical and religious studies","(CAH20-01-02) history of art, architecture and design","All","Scotland","All","485","170","0.34700000000000003"
"2020","(CAH20) historical, philosophical and religious studies","(CAH20-01-02) history of art, architecture and design","All","Scotland","All","455","160","0.34900000000000003"
"2021","(CAH20) historical, philosophical and religious studies","(CAH20-01-02) history of art, architecture and design","All","Scotland","All","475","175","0.365"
"2022","(CAH20) historical, philosophical and religious studies","(CAH20-01-02) history of art, architecture and design","All","Scotland","All","525","195","0.376"
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-01-02) history of art, architecture and design","All","Scotland","All","520","195","0.376"
"2019","(CAH20) historical, philosophical and religious studies","(CAH20-02-01) philosophy","All","Scotland","All","820","485","0.593"
"2020","(CAH20) historical, philosophical and religious studies","(CAH20-02-01) philosophy","All","Scotland","All","835","525","0.628"
"2021","(CAH20) historical, philosophical and religious studies","(CAH20-02-01) philosophy","All","Scotland","All","845","525","0.623"
"2022","(CAH20) historical, philosophical and religious studies","(CAH20-02-01) philosophy","All","Scotland","All","920","575","0.627"
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-02-01) philosophy","All","Scotland","All","850","585","0.687"
"2019","(CAH20) historical, philosophical and religious studies","(CAH20-02-02) theology and religious studies","All","Scotland","All","245","165","0.679"
"2020","(CAH20) historical, philosophical and religious studies","(CAH20-02-02) theology and religious studies","All","Scotland","All","285","215","0.761"
"2021","(CAH20) historical, philosophical and religious studies","(CAH20-02-02) theology and religious studies","All","Scotland","All","335","235","0.6950000000000001"
"2022","(CAH20) historical, philosophical and religious studies","(CAH20-02-02) theology and religious studies","All","Scotland","All","295","205","0.6890000000000001"
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-02-02) theology and religious studies","All","Scotland","All","255","195","0.758"
"2019","(CAH20) historical, philosophical and religious studies","(CAH20-01-04) heritage studies","All","Scotland","All","15","5"," "
"2020","(CAH20) historical, philosophical and religious studies","(CAH20-01-04) heritage studies","All","Scotland","All","15","10"," "
"2021","(CAH20) historical, philosophical and religious studies","(CAH20-01-04) heritage studies","All","Scotland","All","10","5"," "
"2022","(CAH20) historical, philosophical and religious studies","(CAH20-01-04) heritage studies","All","Scotland","All","10","10"," "
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-01-04) heritage studies","All","Scotland","All","20","15","0.842"
"2019","(CAH11) computing","(CAH11-01-08) others in computing","All","Scotland","All","1480","1315","0.889"
"2020","(CAH11) computing","(CAH11-01-08) others in computing","All","Scotland","All","1345","1210","0.899"
"2021","(CAH11) computing","(CAH11-01-08) others in computing","All","Scotland","All","1270","1155","0.91"
"2022","(CAH11) computing","(CAH11-01-08) others in computing","All","Scotland","All","1195","1070","0.896"
"2023","(CAH11) computing","(CAH11-01-08) others in computing","All","Scotland","All","1170","1035","0.884"
"2019","(CAH11) computing","(CAH11-01-05) artificial intelligence","All","Scotland","All","300","145","0.47800000000000004"
"2020","(CAH11) computing","(CAH11-01-05) artificial intelligence","All","Scotland","All","285","160","0.558"
"2021","(CAH11) computing","(CAH11-01-05) artificial intelligence","All","Scotland","All","305","160","0.524"
"2022","(CAH11) computing","(CAH11-01-05) artificial intelligence","All","Scotland","All","365","120","0.335"
"2023","(CAH11) computing","(CAH11-01-05) artificial intelligence","All","Scotland","All","390","165","0.421"
"2019","(CAH11) computing","(CAH11-01-07) business computing","All","Scotland","All","1745","1600","0.917"
"2020","(CAH11) computing","(CAH11-01-07) business computing","All","Scotland","All","1665","1575","0.9460000000000001"
"2021","(CAH11) computing","(CAH11-01-07) business computing","All","Scotland","All","1285","1250","0.971"
"2022","(CAH11) computing","(CAH11-01-07) business computing","All","Scotland","All","1110","1070","0.962"
"2023","(CAH11) computing","(CAH11-01-07) business computing","All","Scotland","All","1030","995","0.965"
"2019","(CAH11) computing","(CAH11-01-06) computer games and animation","All","Scotland","All","1390","825","0.594"
"2020","(CAH11) computing","(CAH11-01-06) computer games and animation","All","Scotland","All","1260","755","0.599"
"2021","(CAH11) computing","(CAH11-01-06) computer games and animation","All","Scotland","All","1435","905","0.632"
"2022","(CAH11) computing","(CAH11-01-06) computer games and animation","All","Scotland","All","1615","1085","0.671"
"2023","(CAH11) computing","(CAH11-01-06) computer games and animation","All","Scotland","All","1480","990","0.669"
"2019","(CAH11) computing","(CAH11-01-01) computer science","All","Scotland","All","4290","3005","0.7010000000000001"
"2020","(CAH11) computing","(CAH11-01-01) computer science","All","Scotland","All","4080","2925","0.716"
"2021","(CAH11) computing","(CAH11-01-01) computer science","All","Scotland","All","4265","3025","0.71"
"2022","(CAH11) computing","(CAH11-01-01) computer science","All","Scotland","All","4600","3070","0.667"
"2023","(CAH11) computing","(CAH11-01-01) computer science","All","Scotland","All","4590","2935","0.64"
"2019","(CAH11) computing","(CAH11-01-02) information technology","All","Scotland","All","350","265","0.758"
"2020","(CAH11) computing","(CAH11-01-02) information technology","All","Scotland","All","375","290","0.773"
"2021","(CAH11) computing","(CAH11-01-02) information technology","All","Scotland","All","340","305","0.89"
"2022","(CAH11) computing","(CAH11-01-02) information technology","All","Scotland","All","350","315","0.903"
"2023","(CAH11) computing","(CAH11-01-02) information technology","All","Scotland","All","395","355","0.893"
"2019","(CAH11) computing","(CAH11-01-03) information systems","All","Scotland","All","255","190","0.743"
"2020","(CAH11) computing","(CAH11-01-03) information systems","All","Scotland","All","230","175","0.752"
"2021","(CAH11) computing","(CAH11-01-03) information systems","All","Scotland","All","115","60","0.53"
"2022","(CAH11) computing","(CAH11-01-03) information systems","All","Scotland","All","115","70","0.604"
"2023","(CAH11) computing","(CAH11-01-03) information systems","All","Scotland","All","105","75","0.713"
"2019","(CAH11) computing","(CAH11-01-04) software engineering","All","Scotland","All","1615","1085","0.673"
"2020","(CAH11) computing","(CAH11-01-04) software engineering","All","Scotland","All","1445","1060","0.733"
