"Year","Difference between predicted and achieved SQA advanced higher points","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2013","All","All","All","Male","All","All","1215","1120","0.921","0"
"2014","All","All","All","Male","All","All","1175","1095","0.933","0"
"2015","All","All","All","Male","All","All","1300","1190","0.917","0"
"2016","All","All","All","Male","All","All","1165","1080","0.926","0"
"2017","All","All","All","Male","All","All","1155","1075","0.933","0"
"2018","All","All","All","Male","All","All","1160","1085","0.936","0"
"2019","All","All","All","Male","All","All","1075","1005","0.935","0"
"2020","All","All","All","Male","All","All","1155","1075","0.93","0"
"2021","All","All","All","Male","All","All","1240","1140","0.921","0"
"2022","All","All","All","Male","All","All","1295","1215","0.935","0"
"2023","All","All","All","Male","All","All","1380","1305","0.9480000000000001","0"
"2010","0 points","18","Scotland","All","All","All","475","445","0.937","0"
"2011","0 points","18","Scotland","All","All","All","505","475","0.9430000000000001","0"
"2012","0 points","18","Scotland","All","All","All","505","460","0.915","0"
"2013","0 points","18","Scotland","All","All","All","610","565","0.921","0"
"2014","0 points","18","Scotland","All","All","All","555","520","0.9390000000000001","0"
"2015","0 points","18","Scotland","All","All","All","615","570","0.931","0"
"2016","0 points","18","Scotland","All","All","All","685","635","0.928","0"
"2017","0 points","18","Scotland","All","All","All","650","610","0.9400000000000001","0"
"2018","0 points","18","Scotland","All","All","All","680","650","0.9500000000000001","0"
"2019","0 points","18","Scotland","All","All","All","660","635","0.961","0"
"2020","0 points","18","Scotland","All","All","All","1040","970","0.932","0"
"2021","0 points","18","Scotland","All","All","All","1265","1175","0.929","0"
"2022","0 points","18","Scotland","All","All","All","870","815","0.936","0"
"2023","0 points","18","Scotland","All","All","All","850","815","0.9580000000000001","0"
"2010","1 points","18","Scotland","All","All","All","85","75","0.916","0"
"2011","1 points","18","Scotland","All","All","All","80","75","0.925","0"
"2012","1 points","18","Scotland","All","All","All","75","70","0.907","0"
"2013","1 points","18","Scotland","All","All","All","95","90","0.9570000000000001","0"
"2014","1 points","18","Scotland","All","All","All","70","65","0.9420000000000001","0"
"2015","1 points","18","Scotland","All","All","All","75","75","1","0"
"2016","1 points","18","Scotland","All","All","All","95","90","0.968","0"
"2017","1 points","18","Scotland","All","All","All","60","50","0.881","0"
"2018","1 points","18","Scotland","All","All","All","80","70","0.872","0"
"2019","1 points","18","Scotland","All","All","All","70","65","0.9440000000000001","0"
"2020","1 points","18","Scotland","All","All","All","135","125","0.905","0"
"2021","1 points","18","Scotland","All","All","All","150","130","0.88","0"
"2022","1 points","18","Scotland","All","All","All","70","70","0.972","0"
"2023","1 points","18","Scotland","All","All","All","70","65","0.887","0"
"2010","2 points","18","Scotland","All","All","All","35","35","0.972","0"
"2011","2 points","18","Scotland","All","All","All","25","25","0.963","0"
"2012","2 points","18","Scotland","All","All","All","20","20","0.9","0"
"2013","2 points","18","Scotland","All","All","All","30","30","0.903","0"
"2014","2 points","18","Scotland","All","All","All","25","25","1","0"
"2015","2 points","18","Scotland","All","All","All","25","20","0.875","0"
"2016","2 points","18","Scotland","All","All","All","25","20","0.846","0"
"2017","2 points","18","Scotland","All","All","All","20","15","0.895","0"
"2018","2 points","18","Scotland","All","All","All","15","15","0.8130000000000001","0"
"2019","2 points","18","Scotland","All","All","All","20","15","0.889","0"
"2020","2 points","18","Scotland","All","All","All","35","35","1","0"
"2021","2 points","18","Scotland","All","All","All","35","30","0.8240000000000001","0"
"2022","2 points","18","Scotland","All","All","All","30","30","1","0"
"2023","2 points","18","Scotland","All","All","All","20","15","0.833","0"
"2010","3 points","18","Scotland","All","All","All","5","0"," ","0"
"2011","3 points","18","Scotland","All","All","All","5","5"," ","0"
"2012","3 points","18","Scotland","All","All","All","5","5"," ","0"
"2013","3 points","18","Scotland","All","All","All","10","10"," ","0"
"2014","3 points","18","Scotland","All","All","All","5","5"," ","0"
"2015","3 points","18","Scotland","All","All","All","5","5"," ","0"
"2016","3 points","18","Scotland","All","All","All","5","5"," ","0"
"2017","3 points","18","Scotland","All","All","All","5","5"," ","0"
"2019","3 points","18","Scotland","All","All","All","5","5"," ","0"
"2020","3 points","18","Scotland","All","All","All","15","15","1","0"
"2021","3 points","18","Scotland","All","All","All","10","10","0.917","0"
"2022","3 points","18","Scotland","All","All","All","5","5"," ","0"
"2023","3 points","18","Scotland","All","All","All","5","5"," ","0"
"2011","More than 3 points","18","Scotland","All","All","All","5","5"," ","0"
"2012","More than 3 points","18","Scotland","All","All","All","5","5"," ","0"
"2014","More than 3 points","18","Scotland","All","All","All","5","5"," ","0"
"2010","-1 points","18","Scotland","All","All","All","265","245","0.921","0"
"2011","-1 points","18","Scotland","All","All","All","325","290","0.893","0"
"2012","-1 points","18","Scotland","All","All","All","310","275","0.893","0"
"2013","-1 points","18","Scotland","All","All","All","340","310","0.911","0"
"2014","-1 points","18","Scotland","All","All","All","325","305","0.936","0"
"2015","-1 points","18","Scotland","All","All","All","365","330","0.907","0"
"2016","-1 points","18","Scotland","All","All","All","350","320","0.92","0"
"2017","-1 points","18","Scotland","All","All","All","380","345","0.903","0"
"2018","-1 points","18","Scotland","All","All","All","375","340","0.912","0"
"2019","-1 points","18","Scotland","All","All","All","340","320","0.9410000000000001","0"
"2020","-1 points","18","Scotland","All","All","All","365","335","0.926","0"
"2021","-1 points","18","Scotland","All","All","All","390","360","0.92","0"
"2022","-1 points","18","Scotland","All","All","All","430","390","0.914","0"
"2023","-1 points","18","Scotland","All","All","All","440","420","0.9480000000000001","0"
"2010","-2 points","18","Scotland","All","All","All","225","205","0.903","0"
"2011","-2 points","18","Scotland","All","All","All","285","260","0.923","0"
"2012","-2 points","18","Scotland","All","All","All","285","260","0.906","0"
"2013","-2 points","18","Scotland","All","All","All","300","280","0.933","0"
"2014","-2 points","18","Scotland","All","All","All","285","250","0.881","0"
"2015","-2 points","18","Scotland","All","All","All","325","300","0.917","0"
"2016","-2 points","18","Scotland","All","All","All","295","265","0.904","0"
"2017","-2 points","18","Scotland","All","All","All","285","265","0.923","0"
"2018","-2 points","18","Scotland","All","All","All","305","285","0.922","0"
"2019","-2 points","18","Scotland","All","All","All","285","265","0.93","0"
"2020","-2 points","18","Scotland","All","All","All","245","230","0.931","0"
"2021","-2 points","18","Scotland","All","All","All","245","225","0.919","0"
"2022","-2 points","18","Scotland","All","All","All","355","315","0.892","0"
"2023","-2 points","18","Scotland","All","All","All","430","410","0.9530000000000001","0"
"2010","-3 points","18","Scotland","All","All","All","230","205","0.892","0"
"2011","-3 points","18","Scotland","All","All","All","230","215","0.931","0"
"2012","-3 points","18","Scotland","All","All","All","200","180","0.91","0"
"2013","-3 points","18","Scotland","All","All","All","215","200","0.925","0"
"2014","-3 points","18","Scotland","All","All","All","260","240","0.93","0"
"2015","-3 points","18","Scotland","All","All","All","245","220","0.898","0"
"2016","-3 points","18","Scotland","All","All","All","225","205","0.894","0"
"2017","-3 points","18","Scotland","All","All","All","260","235","0.911","0"
"2018","-3 points","18","Scotland","All","All","All","245","220","0.887","0"
"2019","-3 points","18","Scotland","All","All","All","230","215","0.934","0"
"2020","-3 points","18","Scotland","All","All","All","170","155","0.912","0"
"2021","-3 points","18","Scotland","All","All","All","150","135","0.895","0"
"2022","-3 points","18","Scotland","All","All","All","290","260","0.897","0"
"2023","-3 points","18","Scotland","All","All","All","310","280","0.909","0"
"2010","-4 points","18","Scotland","All","All","All","195","180","0.924","0"
"2011","-4 points","18","Scotland","All","All","All","215","190","0.892","0"
"2012","-4 points","18","Scotland","All","All","All","215","190","0.889","0"
"2013","-4 points","18","Scotland","All","All","All","185","175","0.93","0"
"2014","-4 points","18","Scotland","All","All","All","205","190","0.913","0"
"2015","-4 points","18","Scotland","All","All","All","215","195","0.912","0"
"2016","-4 points","18","Scotland","All","All","All","200","180","0.899","0"
"2017","-4 points","18","Scotland","All","All","All","180","165","0.901","0"
"2018","-4 points","18","Scotland","All","All","All","205","190","0.922","0"
"2019","-4 points","18","Scotland","All","All","All","200","180","0.881","0"
"2020","-4 points","18","Scotland","All","All","All","125","110","0.888","0"
"2021","-4 points","18","Scotland","All","All","All","135","125","0.933","0"
"2022","-4 points","18","Scotland","All","All","All","230","210","0.905","0"
"2023","-4 points","18","Scotland","All","All","All","295","280","0.9390000000000001","0"
"2010","-5 points","18","Scotland","All","All","All","135","125","0.926","0"
"2011","-5 points","18","Scotland","All","All","All","120","110","0.91","0"
"2012","-5 points","18","Scotland","All","All","All","145","120","0.8250000000000001","0"
"2013","-5 points","18","Scotland","All","All","All","175","160","0.903","0"
"2014","-5 points","18","Scotland","All","All","All","145","130","0.884","0"
"2015","-5 points","18","Scotland","All","All","All","165","150","0.902","0"
"2016","-5 points","18","Scotland","All","All","All","135","125","0.926","0"
"2017","-5 points","18","Scotland","All","All","All","155","140","0.922","0"
"2018","-5 points","18","Scotland","All","All","All","160","145","0.9","0"
"2019","-5 points","18","Scotland","All","All","All","165","155","0.928","0"
"2020","-5 points","18","Scotland","All","All","All","75","65","0.892","0"
"2021","-5 points","18","Scotland","All","All","All","95","85","0.884","0"
"2022","-5 points","18","Scotland","All","All","All","190","170","0.905","0"
"2023","-5 points","18","Scotland","All","All","All","205","195","0.9460000000000001","0"
"2010","-6 points","18","Scotland","All","All","All","100","90","0.88","0"
"2011","-6 points","18","Scotland","All","All","All","110","90","0.852","0"
