"Year","Age group","Individual age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2010","35 and over","55","Wales","Female","Main scheme applicant","All","5","5"," ","0"
"2011","35 and over","55","Wales","Female","Main scheme applicant","All","5","5"," ","0"
"2012","35 and over","55","Wales","Female","Main scheme applicant","All","5","0"," ","0"
"2013","35 and over","55","Wales","Female","Main scheme applicant","All","5","5"," ","0"
"2014","35 and over","55","Wales","Female","Main scheme applicant","All","5","0"," ","0"
"2015","35 and over","55","Wales","Female","Main scheme applicant","All","10","5"," ","0"
"2016","35 and over","55","Wales","Female","Main scheme applicant","All","10","5"," ","0"
"2017","35 and over","55","Wales","Female","Main scheme applicant","All","5","5"," ","0"
"2018","35 and over","55","Wales","Female","Main scheme applicant","All","5","5"," ","0"
"2019","35 and over","55","Wales","Female","Main scheme applicant","All","10","5"," ","0"
"2020","35 and over","55","Wales","Female","Main scheme applicant","All","5","5"," ","0"
"2021","35 and over","55","Wales","Female","Main scheme applicant","All","10","5"," ","0"
"2022","35 and over","55","Wales","Female","Main scheme applicant","All","10","5"," ","0"
"2023","35 and over","55","Wales","Female","Main scheme applicant","All","10","5"," ","0"
"2006","35 and over","56","Wales","Female","Main scheme applicant","All","5","5"," ","0"
"2007","35 and over","56","Wales","Female","Main scheme applicant","All","5","0"," ","0"
"2008","35 and over","56","Wales","Female","Main scheme applicant","All","5","5"," ","0"
"2010","35 and over","56","Wales","Female","Main scheme applicant","All","5","5"," ","0"
"2011","35 and over","56","Wales","Female","Main scheme applicant","All","5","5"," ","0"
"2013","35 and over","56","Wales","Female","Main scheme applicant","All","5","0"," ","0"
"2014","35 and over","56","Wales","Female","Main scheme applicant","All","5","5"," ","0"
"2016","35 and over","56","Wales","Female","Main scheme applicant","All","5","5"," ","0"
"2017","35 and over","56","Wales","Female","Main scheme applicant","All","5","5"," ","0"
"2018","35 and over","56","Wales","Female","Main scheme applicant","All","10","5"," ","0"
"2019","35 and over","56","Wales","Female","Main scheme applicant","All","5","0"," ","0"
"2020","35 and over","56","Wales","Female","Main scheme applicant","All","5","0"," ","0"
"2021","35 and over","56","Wales","Female","Main scheme applicant","All","5","0"," ","0"
"2022","35 and over","56","Wales","Female","Main scheme applicant","All","5","5"," ","0"
"2023","35 and over","56","Wales","Female","Main scheme applicant","All","5","5"," ","0"
"2007","35 and over","57","Wales","Female","Main scheme applicant","All","5","5"," ","0"
"2010","35 and over","57","Wales","Female","Main scheme applicant","All","5","0"," ","0"
"2012","35 and over","57","Wales","Female","Main scheme applicant","All","5","0"," ","0"
"2013","35 and over","57","Wales","Female","Main scheme applicant","All","5","5"," ","0"
"2014","35 and over","57","Wales","Female","Main scheme applicant","All","5","0"," ","0"
"2015","35 and over","57","Wales","Female","Main scheme applicant","All","5","0"," ","0"
"2016","35 and over","57","Wales","Female","Main scheme applicant","All","5","5"," ","0"
"2018","35 and over","57","Wales","Female","Main scheme applicant","All","5","5"," ","0"
"2019","35 and over","57","Wales","Female","Main scheme applicant","All","10","10"," ","0"
"2020","35 and over","57","Wales","Female","Main scheme applicant","All","5","5"," ","0"
"2021","35 and over","57","Wales","Female","Main scheme applicant","All","5","5"," ","0"
"2022","35 and over","57","Wales","Female","Main scheme applicant","All","5","5"," ","0"
"2023","35 and over","57","Wales","Female","Main scheme applicant","All","5","0"," ","0"
"2006","35 and over","58","Wales","Female","Main scheme applicant","All","5","5"," ","0"
"2011","35 and over","58","Wales","Female","Main scheme applicant","All","5","5"," ","0"
"2012","35 and over","58","Wales","Female","Main scheme applicant","All","5","5"," ","0"
"2014","35 and over","58","Wales","Female","Main scheme applicant","All","5","5"," ","0"
"2015","35 and over","58","Wales","Female","Main scheme applicant","All","5","5"," ","0"
"2016","35 and over","58","Wales","Female","Main scheme applicant","All","10","10"," ","0"
"2017","35 and over","58","Wales","Female","Main scheme applicant","All","5","5"," ","0"
"2018","35 and over","58","Wales","Female","Main scheme applicant","All","5","0"," ","0"
"2019","35 and over","58","Wales","Female","Main scheme applicant","All","5","5"," ","0"
"2020","35 and over","58","Wales","Female","Main scheme applicant","All","5","5"," ","0"
"2021","35 and over","58","Wales","Female","Main scheme applicant","All","5","5"," ","0"
"2022","35 and over","58","Wales","Female","Main scheme applicant","All","5","5"," ","0"
"2023","35 and over","58","Wales","Female","Main scheme applicant","All","5","5"," ","0"
"2008","35 and over","59","Wales","Female","Main scheme applicant","All","5","5"," ","0"
"2009","35 and over","59","Wales","Female","Main scheme applicant","All","5","0"," ","0"
"2013","35 and over","59","Wales","Female","Main scheme applicant","All","5","5"," ","0"
"2015","35 and over","59","Wales","Female","Main scheme applicant","All","5","0"," ","0"
"2016","35 and over","59","Wales","Female","Main scheme applicant","All","5","5"," ","0"
"2017","35 and over","59","Wales","Female","Main scheme applicant","All","5","0"," ","0"
"2020","35 and over","59","Wales","Female","Main scheme applicant","All","5","0"," ","0"
"2022","35 and over","59","Wales","Female","Main scheme applicant","All","5","5"," ","0"
"2023","35 and over","59","Wales","Female","Main scheme applicant","All","5","5"," ","0"
"2007","35 and over","60","Wales","Female","Main scheme applicant","All","5","5"," ","0"
"2017","35 and over","60","Wales","Female","Main scheme applicant","All","5","5"," ","0"
"2018","35 and over","60","Wales","Female","Main scheme applicant","All","5","5"," ","0"
"2020","35 and over","60","Wales","Female","Main scheme applicant","All","5","0"," ","0"
"2008","35 and over","61","Wales","Female","Main scheme applicant","All","5","5"," ","0"
"2009","35 and over","61","Wales","Female","Main scheme applicant","All","5","5"," ","0"
"2016","35 and over","61","Wales","Female","Main scheme applicant","All","5","5"," ","0"
"2017","35 and over","61","Wales","Female","Main scheme applicant","All","5","5"," ","0"
"2020","35 and over","61","Wales","Female","Main scheme applicant","All","5","0"," ","0"
"2006","35 and over","62","Wales","Female","Main scheme applicant","All","5","5"," ","0"
"2016","35 and over","62","Wales","Female","Main scheme applicant","All","5","5"," ","0"
"2017","35 and over","62","Wales","Female","Main scheme applicant","All","5","5"," ","0"
"2023","35 and over","63","Wales","Female","Main scheme applicant","All","5","5"," ","0"
"2008","35 and over","65 and over","Wales","Female","Main scheme applicant","All","5","5"," ","0"
"2009","35 and over","65 and over","Wales","Female","Main scheme applicant","All","5","0"," ","0"
"2014","35 and over","65 and over","Wales","Female","Main scheme applicant","All","5","5"," ","0"
"2015","35 and over","65 and over","Wales","Female","Main scheme applicant","All","5","5"," ","0"
"2016","35 and over","65 and over","Wales","Female","Main scheme applicant","All","10","5"," ","0"
"2017","35 and over","65 and over","Wales","Female","Main scheme applicant","All","5","5"," ","0"
"2018","35 and over","65 and over","Wales","Female","Main scheme applicant","All","5","5"," ","0"
"2006","17 and under","17 and under","Not EU","Female","Main scheme applicant","All","1110","605","0.543","0"
"2007","17 and under","17 and under","Not EU","Female","Main scheme applicant","All","1240","595","0.47900000000000004","0"
"2008","17 and under","17 and under","Not EU","Female","Main scheme applicant","All","1435","715","0.498","0"
"2009","17 and under","17 and under","Not EU","Female","Main scheme applicant","All","1580","780","0.494","0"
"2010","17 and under","17 and under","Not EU","Female","Main scheme applicant","All","1800","855","0.47500000000000003","0"
"2011","17 and under","17 and under","Not EU","Female","Main scheme applicant","All","1955","910","0.466","0"
"2012","17 and under","17 and under","Not EU","Female","Main scheme applicant","All","2340","1050","0.45","0"
"2013","17 and under","17 and under","Not EU","Female","Main scheme applicant","All","2720","1180","0.434","0"
"2014","17 and under","17 and under","Not EU","Female","Main scheme applicant","All","3145","1355","0.431","0"
"2015","17 and under","17 and under","Not EU","Female","Main scheme applicant","All","3030","1360","0.449","0"
"2016","17 and under","17 and under","Not EU","Female","Main scheme applicant","All","3340","1470","0.44","0"
"2017","17 and under","17 and under","Not EU","Female","Main scheme applicant","All","3600","1585","0.441","0"
"2018","17 and under","17 and under","Not EU","Female","Main scheme applicant","All","4285","1930","0.451","0"
"2019","17 and under","17 and under","Not EU","Female","Main scheme applicant","All","4120","1730","0.42","0"
"2020","17 and under","17 and under","Not EU","Female","Main scheme applicant","All","4880","2210","0.452","0"
"2021","17 and under","17 and under","Not EU","Female","Main scheme applicant","All","5675","2265","0.399","0"
"2022","17 and under","17 and under","Not EU","Female","Main scheme applicant","All","6745","2635","0.391","0"
"2023","17 and under","17 and under","Not EU","Female","Main scheme applicant","All","6275","2290","0.365","0"
"2006","18","18","Not EU","Female","Main scheme applicant","All","5145","3210","0.624","0"
"2007","18","18","Not EU","Female","Main scheme applicant","All","5835","3540","0.607","0"
"2008","18","18","Not EU","Female","Main scheme applicant","All","6360","3775","0.594","0"
"2009","18","18","Not EU","Female","Main scheme applicant","All","7045","4025","0.5710000000000001","0"
"2010","18","18","Not EU","Female","Main scheme applicant","All","7775","4220","0.543","0"
"2011","18","18","Not EU","Female","Main scheme applicant","All","8745","4770","0.545","0"
"2012","18","18","Not EU","Female","Main scheme applicant","All","9885","5160","0.522","0"
"2013","18","18","Not EU","Female","Main scheme applicant","All","11365","5820","0.512","0"
"2014","18","18","Not EU","Female","Main scheme applicant","All","12415","6200","0.5","0"
"2015","18","18","Not EU","Female","Main scheme applicant","All","13280","6920","0.521","0"
"2016","18","18","Not EU","Female","Main scheme applicant","All","13580","7025","0.517","0"
"2017","18","18","Not EU","Female","Main scheme applicant","All","14335","7520","0.525","0"
"2018","18","18","Not EU","Female","Main scheme applicant","All","16435","8355","0.508","0"
"2019","18","18","Not EU","Female","Main scheme applicant","All","18380","9275","0.505","0"
"2020","18","18","Not EU","Female","Main scheme applicant","All","20185","10515","0.521","0"
"2021","18","18","Not EU","Female","Main scheme applicant","All","23985","10670","0.445","0"
"2022","18","18","Not EU","Female","Main scheme applicant","All","25595","11470","0.448","0"
"2023","18","18","Not EU","Female","Main scheme applicant","All","26545","11540","0.435","0"
"2006","19","19","Not EU","Female","Main scheme applicant","All","4575","2970","0.649","0"
"2007","19","19","Not EU","Female","Main scheme applicant","All","5060","3175","0.627","0"
"2008","19","19","Not EU","Female","Main scheme applicant","All","5770","3540","0.614","0"
"2009","19","19","Not EU","Female","Main scheme applicant","All","6080","3655","0.601","0"
"2010","19","19","Not EU","Female","Main scheme applicant","All","6870","4065","0.592","0"
"2011","19","19","Not EU","Female","Main scheme applicant","All","7535","4395","0.584","0"
"2012","19","19","Not EU","Female","Main scheme applicant","All","8175","4605","0.5630000000000001","0"
"2013","19","19","Not EU","Female","Main scheme applicant","All","8460","4830","0.5710000000000001","0"
"2014","19","19","Not EU","Female","Main scheme applicant","All","9415","5145","0.546","0"
"2015","19","19","Not EU","Female","Main scheme applicant","All","9455","5280","0.559","0"
"2016","19","19","Not EU","Female","Main scheme applicant","All","9105","4930","0.541","0"
"2017","19","19","Not EU","Female","Main scheme applicant","All","9185","5150","0.561","0"
"2018","19","19","Not EU","Female","Main scheme applicant","All","9430","5200","0.552","0"
"2019","19","19","Not EU","Female","Main scheme applicant","All","10500","5640","0.537","0"
"2020","19","19","Not EU","Female","Main scheme applicant","All","11410","6200","0.544","0"
"2021","19","19","Not EU","Female","Main scheme applicant","All","11960","6000","0.502","0"
"2022","19","19","Not EU","Female","Main scheme applicant","All","12195","6035","0.495","0"
"2023","19","19","Not EU","Female","Main scheme applicant","All","12590","5975","0.47500000000000003","0"
"2006","20","20","Not EU","Female","Main scheme applicant","All","2480","1540","0.62","0"
"2007","20","20","Not EU","Female","Main scheme applicant","All","2610","1670","0.64","0"
"2008","20","20","Not EU","Female","Main scheme applicant","All","2905","1755","0.604","0"
"2009","20","20","Not EU","Female","Main scheme applicant","All","3260","1925","0.59","0"
"2010","20","20","Not EU","Female","Main scheme applicant","All","3825","2270","0.594","0"
"2011","20","20","Not EU","Female","Main scheme applicant","All","3905","2330","0.597","0"
"2012","20","20","Not EU","Female","Main scheme applicant","All","4225","2390","0.5650000000000001","0"
"2013","20","20","Not EU","Female","Main scheme applicant","All","4500","2630","0.585","0"
"2014","20","20","Not EU","Female","Main scheme applicant","All","5065","2820","0.557","0"
"2015","20","20","Not EU","Female","Main scheme applicant","All","4950","2760","0.557","0"
"2016","20","20","Not EU","Female","Main scheme applicant","All","4600","2500","0.543","0"
"2017","20","20","Not EU","Female","Main scheme applicant","All","4345","2410","0.555","0"
"2018","20","20","Not EU","Female","Main scheme applicant","All","4110","2255","0.549","0"
"2019","20","20","Not EU","Female","Main scheme applicant","All","4300","2300","0.535","0"
"2020","20","20","Not EU","Female","Main scheme applicant","All","4685","2530","0.54","0"
"2021","20","20","Not EU","Female","Main scheme applicant","All","5045","2660","0.527","0"
"2022","20","20","Not EU","Female","Main scheme applicant","All","5430","2860","0.527","0"
"2023","20","20","Not EU","Female","Main scheme applicant","All","5385","2630","0.488","0"
"2006","21 - 24","21","Not EU","Female","Main scheme applicant","All","1355","800","0.589","0"
"2007","21 - 24","21","Not EU","Female","Main scheme applicant","All","1405","820","0.583","0"
"2008","21 - 24","21","Not EU","Female","Main scheme applicant","All","1490","820","0.552","0"
"2009","21 - 24","21","Not EU","Female","Main scheme applicant","All","1745","1000","0.5710000000000001","0"
"2010","21 - 24","21","Not EU","Female","Main scheme applicant","All","1940","1080","0.557","0"
"2011","21 - 24","21","Not EU","Female","Main scheme applicant","All","2150","1140","0.531","0"
"2012","21 - 24","21","Not EU","Female","Main scheme applicant","All","2055","1070","0.52","0"
"2013","21 - 24","21","Not EU","Female","Main scheme applicant","All","2190","1180","0.538","0"
"2014","21 - 24","21","Not EU","Female","Main scheme applicant","All","2280","1130","0.496","0"
"2015","21 - 24","21","Not EU","Female","Main scheme applicant","All","2345","1150","0.491","0"
"2016","21 - 24","21","Not EU","Female","Main scheme applicant","All","2030","990","0.487","0"
"2017","21 - 24","21","Not EU","Female","Main scheme applicant","All","1930","950","0.494","0"
"2018","21 - 24","21","Not EU","Female","Main scheme applicant","All","1955","945","0.485","0"
"2019","21 - 24","21","Not EU","Female","Main scheme applicant","All","1920","940","0.489","0"
"2020","21 - 24","21","Not EU","Female","Main scheme applicant","All","1830","905","0.494","0"
"2021","21 - 24","21","Not EU","Female","Main scheme applicant","All","2210","1075","0.486","0"
"2022","21 - 24","21","Not EU","Female","Main scheme applicant","All","2525","1235","0.489","0"
"2023","21 - 24","21","Not EU","Female","Main scheme applicant","All","2635","1160","0.441","0"
"2006","21 - 24","22","Not EU","Female","Main scheme applicant","All","860","435","0.509","0"
"2007","21 - 24","22","Not EU","Female","Main scheme applicant","All","875","460","0.526","0"
"2008","21 - 24","22","Not EU","Female","Main scheme applicant","All","910","490","0.541","0"
"2009","21 - 24","22","Not EU","Female","Main scheme applicant","All","930","455","0.489","0"
"2010","21 - 24","22","Not EU","Female","Main scheme applicant","All","1130","565","0.5","0"
"2011","21 - 24","22","Not EU","Female","Main scheme applicant","All","1195","605","0.505","0"
"2012","21 - 24","22","Not EU","Female","Main scheme applicant","All","1270","575","0.455","0"
"2013","21 - 24","22","Not EU","Female","Main scheme applicant","All","1230","580","0.47000000000000003","0"
"2014","21 - 24","22","Not EU","Female","Main scheme applicant","All","1200","540","0.449","0"
"2015","21 - 24","22","Not EU","Female","Main scheme applicant","All","1255","565","0.449","0"
"2016","21 - 24","22","Not EU","Female","Main scheme applicant","All","1165","500","0.43","0"
"2017","21 - 24","22","Not EU","Female","Main scheme applicant","All","1145","510","0.448","0"
"2018","21 - 24","22","Not EU","Female","Main scheme applicant","All","1100","490","0.445","0"
"2019","21 - 24","22","Not EU","Female","Main scheme applicant","All","1080","505","0.467","0"
"2020","21 - 24","22","Not EU","Female","Main scheme applicant","All","1180","520","0.441","0"
"2021","21 - 24","22","Not EU","Female","Main scheme applicant","All","1170","505","0.432","0"
"2022","21 - 24","22","Not EU","Female","Main scheme applicant","All","1395","615","0.44","0"
"2023","21 - 24","22","Not EU","Female","Main scheme applicant","All","1580","595","0.376","0"
"2006","21 - 24","23","Not EU","Female","Main scheme applicant","All","620","330","0.531","0"
"2007","21 - 24","23","Not EU","Female","Main scheme applicant","All","615","310","0.507","0"
"2008","21 - 24","23","Not EU","Female","Main scheme applicant","All","605","305","0.507","0"
"2009","21 - 24","23","Not EU","Female","Main scheme applicant","All","620","285","0.46","0"
"2010","21 - 24","23","Not EU","Female","Main scheme applicant","All","725","335","0.46","0"
"2011","21 - 24","23","Not EU","Female","Main scheme applicant","All","700","320","0.457","0"
"2012","21 - 24","23","Not EU","Female","Main scheme applicant","All","840","340","0.40700000000000003","0"
"2013","21 - 24","23","Not EU","Female","Main scheme applicant","All","830","355","0.43","0"
"2014","21 - 24","23","Not EU","Female","Main scheme applicant","All","740","280","0.379","0"
"2015","21 - 24","23","Not EU","Female","Main scheme applicant","All","760","300","0.394","0"
"2016","21 - 24","23","Not EU","Female","Main scheme applicant","All","760","325","0.428","0"
"2017","21 - 24","23","Not EU","Female","Main scheme applicant","All","740","310","0.41600000000000004","0"
"2018","21 - 24","23","Not EU","Female","Main scheme applicant","All","705","285","0.401","0"
"2019","21 - 24","23","Not EU","Female","Main scheme applicant","All","690","285","0.41100000000000003","0"
"2020","21 - 24","23","Not EU","Female","Main scheme applicant","All","765","335","0.439","0"
"2021","21 - 24","23","Not EU","Female","Main scheme applicant","All","795","320","0.403","0"
"2022","21 - 24","23","Not EU","Female","Main scheme applicant","All","890","345","0.391","0"
"2023","21 - 24","23","Not EU","Female","Main scheme applicant","All","975","365","0.377","0"
"2006","21 - 24","24","Not EU","Female","Main scheme applicant","All","455","215","0.47700000000000004","0"
"2007","21 - 24","24","Not EU","Female","Main scheme applicant","All","460","225","0.488","0"
"2008","21 - 24","24","Not EU","Female","Main scheme applicant","All","415","185","0.441","0"
"2009","21 - 24","24","Not EU","Female","Main scheme applicant","All","405","165","0.405","0"
"2010","21 - 24","24","Not EU","Female","Main scheme applicant","All","455","185","0.40900000000000003","0"
"2011","21 - 24","24","Not EU","Female","Main scheme applicant","All","500","200","0.401","0"
"2012","21 - 24","24","Not EU","Female","Main scheme applicant","All","530","215","0.404","0"
"2013","21 - 24","24","Not EU","Female","Main scheme applicant","All","500","185","0.37","0"
"2014","21 - 24","24","Not EU","Female","Main scheme applicant","All","520","210","0.4","0"
"2015","21 - 24","24","Not EU","Female","Main scheme applicant","All","505","205","0.41000000000000003","0"
"2016","21 - 24","24","Not EU","Female","Main scheme applicant","All","505","205","0.406","0"
"2017","21 - 24","24","Not EU","Female","Main scheme applicant","All","520","230","0.444","0"
"2018","21 - 24","24","Not EU","Female","Main scheme applicant","All","540","240","0.446","0"
"2019","21 - 24","24","Not EU","Female","Main scheme applicant","All","505","195","0.391","0"
"2020","21 - 24","24","Not EU","Female","Main scheme applicant","All","500","205","0.40800000000000003","0"
"2021","21 - 24","24","Not EU","Female","Main scheme applicant","All","610","245","0.406","0"
"2022","21 - 24","24","Not EU","Female","Main scheme applicant","All","645","235","0.362","0"
"2023","21 - 24","24","Not EU","Female","Main scheme applicant","All","705","235","0.337","0"
"2006","25 - 29","25","Not EU","Female","Main scheme applicant","All","365","185","0.504","0"
"2007","25 - 29","25","Not EU","Female","Main scheme applicant","All","315","150","0.47300000000000003","0"
"2008","25 - 29","25","Not EU","Female","Main scheme applicant","All","365","175","0.484","0"
"2009","25 - 29","25","Not EU","Female","Main scheme applicant","All","315","120","0.379","0"
"2010","25 - 29","25","Not EU","Female","Main scheme applicant","All","375","155","0.40700000000000003","0"
"2011","25 - 29","25","Not EU","Female","Main scheme applicant","All","340","140","0.41500000000000004","0"
"2012","25 - 29","25","Not EU","Female","Main scheme applicant","All","320","125","0.396","0"
"2013","25 - 29","25","Not EU","Female","Main scheme applicant","All","345","130","0.373","0"
"2014","25 - 29","25","Not EU","Female","Main scheme applicant","All","350","125","0.364","0"
"2015","25 - 29","25","Not EU","Female","Main scheme applicant","All","400","145","0.36","0"
"2016","25 - 29","25","Not EU","Female","Main scheme applicant","All","315","115","0.365","0"
"2017","25 - 29","25","Not EU","Female","Main scheme applicant","All","360","150","0.419","0"
"2018","25 - 29","25","Not EU","Female","Main scheme applicant","All","345","135","0.388","0"
"2019","25 - 29","25","Not EU","Female","Main scheme applicant","All","390","155","0.397","0"
"2020","25 - 29","25","Not EU","Female","Main scheme applicant","All","420","190","0.453","0"
"2021","25 - 29","25","Not EU","Female","Main scheme applicant","All","460","170","0.37","0"
"2022","25 - 29","25","Not EU","Female","Main scheme applicant","All","535","195","0.36","0"
"2023","25 - 29","25","Not EU","Female","Main scheme applicant","All","575","215","0.37","0"
"2006","25 - 29","26","Not EU","Female","Main scheme applicant","All","285","130","0.453","0"
"2007","25 - 29","26","Not EU","Female","Main scheme applicant","All","245","130","0.525","0"
"2008","25 - 29","26","Not EU","Female","Main scheme applicant","All","255","110","0.433","0"
"2009","25 - 29","26","Not EU","Female","Main scheme applicant","All","220","85","0.374","0"
"2010","25 - 29","26","Not EU","Female","Main scheme applicant","All","245","105","0.424","0"
"2011","25 - 29","26","Not EU","Female","Main scheme applicant","All","235","105","0.447","0"
"2012","25 - 29","26","Not EU","Female","Main scheme applicant","All","240","85","0.353","0"
"2013","25 - 29","26","Not EU","Female","Main scheme applicant","All","255","105","0.41000000000000003","0"
"2014","25 - 29","26","Not EU","Female","Main scheme applicant","All","240","85","0.357","0"
"2015","25 - 29","26","Not EU","Female","Main scheme applicant","All","250","115","0.452","0"
"2016","25 - 29","26","Not EU","Female","Main scheme applicant","All","245","85","0.341","0"
"2017","25 - 29","26","Not EU","Female","Main scheme applicant","All","230","85","0.361","0"
"2018","25 - 29","26","Not EU","Female","Main scheme applicant","All","250","85","0.34500000000000003","0"
"2019","25 - 29","26","Not EU","Female","Main scheme applicant","All","275","105","0.372","0"
"2020","25 - 29","26","Not EU","Female","Main scheme applicant","All","265","110","0.40900000000000003","0"
"2021","25 - 29","26","Not EU","Female","Main scheme applicant","All","365","125","0.34400000000000003","0"
"2022","25 - 29","26","Not EU","Female","Main scheme applicant","All","400","120","0.307","0"
"2023","25 - 29","26","Not EU","Female","Main scheme applicant","All","460","150","0.327","0"
"2006","25 - 29","27","Not EU","Female","Main scheme applicant","All","215","90","0.423","0"
"2007","25 - 29","27","Not EU","Female","Main scheme applicant","All","195","85","0.444","0"
"2008","25 - 29","27","Not EU","Female","Main scheme applicant","All","220","85","0.395","0"
"2009","25 - 29","27","Not EU","Female","Main scheme applicant","All","170","70","0.4","0"
"2010","25 - 29","27","Not EU","Female","Main scheme applicant","All","210","80","0.386","0"
"2011","25 - 29","27","Not EU","Female","Main scheme applicant","All","200","70","0.35000000000000003","0"
"2012","25 - 29","27","Not EU","Female","Main scheme applicant","All","175","70","0.403","0"
"2013","25 - 29","27","Not EU","Female","Main scheme applicant","All","160","50","0.321","0"
"2014","25 - 29","27","Not EU","Female","Main scheme applicant","All","165","55","0.34800000000000003","0"
"2015","25 - 29","27","Not EU","Female","Main scheme applicant","All","210","70","0.341","0"
"2016","25 - 29","27","Not EU","Female","Main scheme applicant","All","170","60","0.355","0"
"2017","25 - 29","27","Not EU","Female","Main scheme applicant","All","220","85","0.379","0"
"2018","25 - 29","27","Not EU","Female","Main scheme applicant","All","180","70","0.387","0"
"2019","25 - 29","27","Not EU","Female","Main scheme applicant","All","210","85","0.40900000000000003","0"
"2020","25 - 29","27","Not EU","Female","Main scheme applicant","All","220","90","0.41400000000000003","0"
"2021","25 - 29","27","Not EU","Female","Main scheme applicant","All","285","90","0.308","0"
"2022","25 - 29","27","Not EU","Female","Main scheme applicant","All","400","125","0.313","0"
"2023","25 - 29","27","Not EU","Female","Main scheme applicant","All","370","110","0.302","0"
"2006","25 - 29","28","Not EU","Female","Main scheme applicant","All","160","70","0.456","0"
"2007","25 - 29","28","Not EU","Female","Main scheme applicant","All","150","70","0.467","0"
"2008","25 - 29","28","Not EU","Female","Main scheme applicant","All","190","85","0.45","0"
"2009","25 - 29","28","Not EU","Female","Main scheme applicant","All","150","60","0.393","0"
"2010","25 - 29","28","Not EU","Female","Main scheme applicant","All","160","55","0.354","0"
"2011","25 - 29","28","Not EU","Female","Main scheme applicant","All","150","50","0.331","0"
"2012","25 - 29","28","Not EU","Female","Main scheme applicant","All","135","45","0.331","0"
"2013","25 - 29","28","Not EU","Female","Main scheme applicant","All","120","35","0.305","0"
"2014","25 - 29","28","Not EU","Female","Main scheme applicant","All","150","55","0.358","0"
"2015","25 - 29","28","Not EU","Female","Main scheme applicant","All","150","50","0.336","0"
"2016","25 - 29","28","Not EU","Female","Main scheme applicant","All","135","40","0.313","0"
"2017","25 - 29","28","Not EU","Female","Main scheme applicant","All","135","45","0.331","0"
"2018","25 - 29","28","Not EU","Female","Main scheme applicant","All","150","50","0.338","0"
"2019","25 - 29","28","Not EU","Female","Main scheme applicant","All","145","60","0.41100000000000003","0"
"2020","25 - 29","28","Not EU","Female","Main scheme applicant","All","180","65","0.358","0"
"2021","25 - 29","28","Not EU","Female","Main scheme applicant","All","240","80","0.325","0"
"2022","25 - 29","28","Not EU","Female","Main scheme applicant","All","295","80","0.269","0"
"2023","25 - 29","28","Not EU","Female","Main scheme applicant","All","325","90","0.276","0"
"2006","25 - 29","29","Not EU","Female","Main scheme applicant","All","140","55","0.384","0"
"2007","25 - 29","29","Not EU","Female","Main scheme applicant","All","130","55","0.435","0"
"2008","25 - 29","29","Not EU","Female","Main scheme applicant","All","110","55","0.491","0"
"2009","25 - 29","29","Not EU","Female","Main scheme applicant","All","130","45","0.357","0"
"2010","25 - 29","29","Not EU","Female","Main scheme applicant","All","105","45","0.41000000000000003","0"
"2011","25 - 29","29","Not EU","Female","Main scheme applicant","All","125","45","0.339","0"
"2012","25 - 29","29","Not EU","Female","Main scheme applicant","All","100","30","0.29","0"
"2013","25 - 29","29","Not EU","Female","Main scheme applicant","All","115","40","0.36","0"
"2014","25 - 29","29","Not EU","Female","Main scheme applicant","All","115","30","0.27","0"
"2015","25 - 29","29","Not EU","Female","Main scheme applicant","All","125","40","0.307","0"
"2016","25 - 29","29","Not EU","Female","Main scheme applicant","All","100","35","0.343","0"
"2017","25 - 29","29","Not EU","Female","Main scheme applicant","All","115","35","0.302","0"
"2018","25 - 29","29","Not EU","Female","Main scheme applicant","All","105","40","0.369","0"
"2019","25 - 29","29","Not EU","Female","Main scheme applicant","All","130","35","0.279","0"
"2020","25 - 29","29","Not EU","Female","Main scheme applicant","All","120","45","0.378","0"
"2021","25 - 29","29","Not EU","Female","Main scheme applicant","All","195","65","0.326","0"
"2022","25 - 29","29","Not EU","Female","Main scheme applicant","All","275","65","0.245","0"
"2023","25 - 29","29","Not EU","Female","Main scheme applicant","All","240","70","0.29","0"
"2006","30 - 34","30","Not EU","Female","Main scheme applicant","All","110","55","0.5","0"
"2007","30 - 34","30","Not EU","Female","Main scheme applicant","All","115","50","0.451","0"
"2008","30 - 34","30","Not EU","Female","Main scheme applicant","All","100","40","0.373","0"
"2009","30 - 34","30","Not EU","Female","Main scheme applicant","All","110","40","0.361","0"
"2010","30 - 34","30","Not EU","Female","Main scheme applicant","All","110","40","0.339","0"
"2011","30 - 34","30","Not EU","Female","Main scheme applicant","All","85","30","0.333","0"
"2012","30 - 34","30","Not EU","Female","Main scheme applicant","All","105","35","0.336","0"
"2013","30 - 34","30","Not EU","Female","Main scheme applicant","All","80","30","0.39","0"
"2014","30 - 34","30","Not EU","Female","Main scheme applicant","All","90","30","0.33","0"
"2015","30 - 34","30","Not EU","Female","Main scheme applicant","All","95","30","0.337","0"
"2016","30 - 34","30","Not EU","Female","Main scheme applicant","All","95","25","0.245","0"
"2017","30 - 34","30","Not EU","Female","Main scheme applicant","All","90","20","0.225","0"
"2018","30 - 34","30","Not EU","Female","Main scheme applicant","All","90","25","0.25","0"
"2019","30 - 34","30","Not EU","Female","Main scheme applicant","All","90","25","0.258","0"
"2020","30 - 34","30","Not EU","Female","Main scheme applicant","All","120","45","0.361","0"
