"Year","Domicile UK International","Domicile","Domicile named country","Age group","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2021","UK","Scotland","Scotland","21 - 24","Female","Main scheme applicant","Main scheme application","205","35","0.18","0"
"2022","UK","Scotland","Scotland","21 - 24","Female","Main scheme applicant","Main scheme application","200","40","0.212","0"
"2023","UK","Scotland","Scotland","21 - 24","Female","Main scheme applicant","Main scheme application","130","40","0.298","0"
"2019","UK","Wales","Wales","21 - 24","Female","Main scheme applicant","Main scheme application","130","40","0.311","0"
"2020","UK","Wales","Wales","21 - 24","Female","Main scheme applicant","Main scheme application","110","30","0.279","0"
"2021","UK","Wales","Wales","21 - 24","Female","Main scheme applicant","Main scheme application","135","25","0.203","0"
"2022","UK","Wales","Wales","21 - 24","Female","Main scheme applicant","Main scheme application","80","25","0.293","0"
"2023","UK","Wales","Wales","21 - 24","Female","Main scheme applicant","Main scheme application","75","25","0.35100000000000003","0"
"2019","International","EU (excluding UK)","France","21 - 24","Female","Main scheme applicant","Main scheme application","5","5"," ","0"
"2020","International","EU (excluding UK)","France","21 - 24","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2019","International","EU (excluding UK)","Ireland","21 - 24","Female","Main scheme applicant","Main scheme application","20","5"," ","0"
"2020","International","EU (excluding UK)","Ireland","21 - 24","Female","Main scheme applicant","Main scheme application","20","5"," ","0"
"2021","International","EU (excluding UK)","Ireland","21 - 24","Female","Main scheme applicant","Main scheme application","25","5"," ","0"
"2022","International","EU (excluding UK)","Ireland","21 - 24","Female","Main scheme applicant","Main scheme application","20","5"," ","0"
"2023","International","EU (excluding UK)","Ireland","21 - 24","Female","Main scheme applicant","Main scheme application","25","0"," ","0"
"2019","International","EU (excluding UK)","Italy","21 - 24","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2020","International","EU (excluding UK)","Italy","21 - 24","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","International","EU (excluding UK)","Italy","21 - 24","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2022","International","EU (excluding UK)","Italy","21 - 24","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2020","International","EU (excluding UK)","Spain","21 - 24","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2019","International","Not EU","Canada","21 - 24","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2022","International","Not EU","Canada","21 - 24","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","International","Not EU","Canada","21 - 24","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2019","International","Not EU","Ghana","21 - 24","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","International","Not EU","Ghana","21 - 24","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2022","International","Not EU","Ghana","21 - 24","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","International","Not EU","Ghana","21 - 24","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","International","Not EU","Nigeria","21 - 24","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2022","International","Not EU","Nigeria","21 - 24","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","International","Not EU","Nigeria","21 - 24","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","International","Not EU","United States of America","21 - 24","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2022","International","Not EU","United States of America","21 - 24","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","International","Not EU","United States of America","21 - 24","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2019","UK","England","England","25 - 29","Female","Main scheme applicant","Main scheme application","1105","465","0.42","0"
"2020","UK","England","England","25 - 29","Female","Main scheme applicant","Main scheme application","1130","555","0.489","0"
"2021","UK","England","England","25 - 29","Female","Main scheme applicant","Main scheme application","1520","585","0.385","0"
"2022","UK","England","England","25 - 29","Female","Main scheme applicant","Main scheme application","1250","500","0.401","0"
"2023","UK","England","England","25 - 29","Female","Main scheme applicant","Main scheme application","880","370","0.42","0"
"2019","UK","Northern Ireland","Northern Ireland","25 - 29","Female","Main scheme applicant","Main scheme application","80","15","0.167","0"
"2020","UK","Northern Ireland","Northern Ireland","25 - 29","Female","Main scheme applicant","Main scheme application","70","15","0.217","0"
"2021","UK","Northern Ireland","Northern Ireland","25 - 29","Female","Main scheme applicant","Main scheme application","90","15","0.159","0"
"2022","UK","Northern Ireland","Northern Ireland","25 - 29","Female","Main scheme applicant","Main scheme application","60","10","0.203","0"
"2023","UK","Northern Ireland","Northern Ireland","25 - 29","Female","Main scheme applicant","Main scheme application","45","5"," ","0"
"2019","UK","Scotland","Scotland","25 - 29","Female","Main scheme applicant","Main scheme application","155","45","0.274","0"
"2020","UK","Scotland","Scotland","25 - 29","Female","Main scheme applicant","Main scheme application","205","50","0.23600000000000002","0"
"2021","UK","Scotland","Scotland","25 - 29","Female","Main scheme applicant","Main scheme application","270","50","0.193","0"
"2022","UK","Scotland","Scotland","25 - 29","Female","Main scheme applicant","Main scheme application","185","40","0.209","0"
"2023","UK","Scotland","Scotland","25 - 29","Female","Main scheme applicant","Main scheme application","125","35","0.29","0"
"2019","UK","Wales","Wales","25 - 29","Female","Main scheme applicant","Main scheme application","110","25","0.232","0"
"2020","UK","Wales","Wales","25 - 29","Female","Main scheme applicant","Main scheme application","110","40","0.376","0"
"2021","UK","Wales","Wales","25 - 29","Female","Main scheme applicant","Main scheme application","155","40","0.252","0"
"2022","UK","Wales","Wales","25 - 29","Female","Main scheme applicant","Main scheme application","105","30","0.295","0"
"2023","UK","Wales","Wales","25 - 29","Female","Main scheme applicant","Main scheme application","85","35","0.391","0"
"2019","International","EU (excluding UK)","Ireland","25 - 29","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2020","International","EU (excluding UK)","Ireland","25 - 29","Female","Main scheme applicant","Main scheme application","10","0"," ","0"
"2021","International","EU (excluding UK)","Ireland","25 - 29","Female","Main scheme applicant","Main scheme application","10","0"," ","0"
"2022","International","EU (excluding UK)","Ireland","25 - 29","Female","Main scheme applicant","Main scheme application","10","0"," ","0"
"2023","International","EU (excluding UK)","Ireland","25 - 29","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2019","International","Not EU","Canada","25 - 29","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","International","Not EU","Canada","25 - 29","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2019","International","Not EU","Ghana","25 - 29","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2020","International","Not EU","Ghana","25 - 29","Female","Main scheme applicant","Main scheme application","10","0"," ","0"
"2021","International","Not EU","Ghana","25 - 29","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2022","International","Not EU","Ghana","25 - 29","Female","Main scheme applicant","Main scheme application","15","0"," ","0"
"2023","International","Not EU","Ghana","25 - 29","Female","Main scheme applicant","Main scheme application","10","0"," ","0"
"2021","International","Not EU","Nigeria","25 - 29","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2022","International","Not EU","Nigeria","25 - 29","Female","Main scheme applicant","Main scheme application","10","0"," ","0"
"2023","International","Not EU","Nigeria","25 - 29","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2020","International","Not EU","United States of America","25 - 29","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","International","Not EU","United States of America","25 - 29","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2019","UK","England","England","30 - 34","Female","Main scheme applicant","Main scheme application","705","305","0.435","0"
"2020","UK","England","England","30 - 34","Female","Main scheme applicant","Main scheme application","825","385","0.466","0"
"2021","UK","England","England","30 - 34","Female","Main scheme applicant","Main scheme application","1180","495","0.422","0"
"2022","UK","England","England","30 - 34","Female","Main scheme applicant","Main scheme application","1060","445","0.418","0"
"2023","UK","England","England","30 - 34","Female","Main scheme applicant","Main scheme application","765","340","0.446","0"
"2019","UK","Northern Ireland","Northern Ireland","30 - 34","Female","Main scheme applicant","Main scheme application","50","5"," ","0"
"2020","UK","Northern Ireland","Northern Ireland","30 - 34","Female","Main scheme applicant","Main scheme application","50","10"," ","0"
"2021","UK","Northern Ireland","Northern Ireland","30 - 34","Female","Main scheme applicant","Main scheme application","70","20","0.265","0"
