"Year","IMD2019 NIMDM2017 SIMD2012 2016 2020 WIMD2019","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Accepted applicants","Population estimate","Entry rate"
"2022","All","All","Wales","All","All","Not main scheme application","1370","33810","0.04"
"2023","All","All","Wales","All","All","Not main scheme application","1230","35040","0.035"
"2006","All","All","Northern Ireland","All","All","Main scheme application","7860","26840","0.293"
"2007","All","All","Northern Ireland","All","All","Main scheme application","8090","26260","0.308"
"2008","All","All","Northern Ireland","All","All","Main scheme application","8010","26030","0.308"
"2009","All","All","Northern Ireland","All","All","Main scheme application","8500","25990","0.327"
"2010","All","All","Northern Ireland","All","All","Main scheme application","8070","25510","0.316"
"2011","All","All","Northern Ireland","All","All","Main scheme application","7890","25000","0.316"
"2012","All","All","Northern Ireland","All","All","Main scheme application","7620","25130","0.303"
"2013","All","All","Northern Ireland","All","All","Main scheme application","8050","24510","0.328"
"2014","All","All","Northern Ireland","All","All","Main scheme application","7740","24270","0.319"
"2015","All","All","Northern Ireland","All","All","Main scheme application","7600","24840","0.306"
"2016","All","All","Northern Ireland","All","All","Main scheme application","7760","24450","0.317"
"2017","All","All","Northern Ireland","All","All","Main scheme application","7430","24200","0.307"
"2018","All","All","Northern Ireland","All","All","Main scheme application","7310","23200","0.315"
"2019","All","All","Northern Ireland","All","All","Main scheme application","7190","22390","0.321"
"2020","All","All","Northern Ireland","All","All","Main scheme application","8200","22260","0.368"
"2021","All","All","Northern Ireland","All","All","Main scheme application","8730","22340","0.391"
"2022","All","All","Northern Ireland","All","All","Main scheme application","8270","22880","0.361"
"2023","All","All","Northern Ireland","All","All","Main scheme application","7970","23190","0.34400000000000003"
"2006","All","All","England","All","All","Main scheme application","144030","651940","0.221"
"2007","All","All","England","All","All","Main scheme application","144770","643580","0.225"
"2008","All","All","England","All","All","Main scheme application","152340","657010","0.232"
"2009","All","All","England","All","All","Main scheme application","158350","668030","0.23700000000000002"
"2010","All","All","England","All","All","Main scheme application","158190","660270","0.24"
"2011","All","All","England","All","All","Main scheme application","159990","643650","0.249"
"2012","All","All","England","All","All","Main scheme application","154510","647870","0.23800000000000002"
"2013","All","All","England","All","All","Main scheme application","161790","637080","0.254"
"2014","All","All","England","All","All","Main scheme application","164790","630120","0.262"
"2015","All","All","England","All","All","Main scheme application","173340","643450","0.269"
"2016","All","All","England","All","All","Main scheme application","175020","629950","0.278"
"2017","All","All","England","All","All","Main scheme application","176310","623820","0.28300000000000003"
"2018","All","All","England","All","All","Main scheme application","173100","609160","0.28400000000000003"
"2019","All","All","England","All","All","Main scheme application","172650","597990","0.289"
"2020","All","All","England","All","All","Main scheme application","182470","589150","0.31"
"2021","All","All","England","All","All","Main scheme application","207880","608310","0.342"
"2022","All","All","England","All","All","Main scheme application","202910","625710","0.324"
"2023","All","All","England","All","All","Main scheme application","194290","643330","0.302"
"2006","All","All","Scotland","All","All","Main scheme application","12940","63770","0.203"
"2007","All","All","Scotland","All","All","Main scheme application","12500","63200","0.198"
"2008","All","All","Scotland","All","All","Main scheme application","12770","65130","0.196"
"2009","All","All","Scotland","All","All","Main scheme application","13390","64860","0.20600000000000002"
"2010","All","All","Scotland","All","All","Main scheme application","13740","63880","0.215"
"2011","All","All","Scotland","All","All","Main scheme application","13140","62860","0.209"
"2012","All","All","Scotland","All","All","Main scheme application","13180","61940","0.213"
"2013","All","All","Scotland","All","All","Main scheme application","13250","61580","0.215"
"2014","All","All","Scotland","All","All","Main scheme application","13460","61270","0.22"
"2015","All","All","Scotland","All","All","Main scheme application","13450","60170","0.223"
"2016","All","All","Scotland","All","All","Main scheme application","13600","58840","0.231"
"2017","All","All","Scotland","All","All","Main scheme application","13650","57340","0.23800000000000002"
"2018","All","All","Scotland","All","All","Main scheme application","13740","55570","0.247"
"2019","All","All","Scotland","All","All","Main scheme application","13150","53850","0.244"
"2020","All","All","Scotland","All","All","Main scheme application","13590","53140","0.256"
"2021","All","All","Scotland","All","All","Main scheme application","15970","55160","0.29"
"2022","All","All","Scotland","All","All","Main scheme application","15770","56440","0.279"
"2023","All","All","Scotland","All","All","Main scheme application","15480","57040","0.271"
"2006","All","All","Wales","All","All","Main scheme application","8780","39610","0.222"
"2007","All","All","Wales","All","All","Main scheme application","8510","39290","0.217"
"2008","All","All","Wales","All","All","Main scheme application","8660","39510","0.219"
"2009","All","All","Wales","All","All","Main scheme application","9370","40320","0.232"
"2010","All","All","Wales","All","All","Main scheme application","8790","39860","0.221"
"2011","All","All","Wales","All","All","Main scheme application","8420","38600","0.218"
"2012","All","All","Wales","All","All","Main scheme application","8590","38560","0.223"
"2013","All","All","Wales","All","All","Main scheme application","8670","37810","0.229"
"2014","All","All","Wales","All","All","Main scheme application","9020","37490","0.24"
"2015","All","All","Wales","All","All","Main scheme application","9380","37680","0.249"
"2016","All","All","Wales","All","All","Main scheme application","9380","36310","0.258"
"2017","All","All","Wales","All","All","Main scheme application","9120","35520","0.257"
"2018","All","All","Wales","All","All","Main scheme application","9030","34400","0.263"
"2019","All","All","Wales","All","All","Main scheme application","8800","33600","0.262"
"2020","All","All","Wales","All","All","Main scheme application","8810","32510","0.271"
"2021","All","All","Wales","All","All","Main scheme application","10150","33070","0.307"
"2022","All","All","Wales","All","All","Main scheme application","9570","33810","0.28300000000000003"
"2023","All","All","Wales","All","All","Main scheme application","9250","35040","0.264"
"2006","Quintile 1","18","All","All","All","Not main scheme application","2790","172950","0.016"
"2006","Quintile 2","18","All","All","All","Not main scheme application","3530","156760","0.022"
"2006","Quintile 3","18","All","All","All","Not main scheme application","3790","148620","0.025"
"2006","Quintile 4","18","All","All","All","Not main scheme application","4210","149220","0.028"
"2006","Quintile 5","18","All","All","All","Not main scheme application","4950","154600","0.032"
"2007","Quintile 1","18","All","All","All","Not main scheme application","2910","168110","0.017"
"2007","Quintile 2","18","All","All","All","Not main scheme application","3730","153390","0.024"
"2007","Quintile 3","18","All","All","All","Not main scheme application","3880","148370","0.026000000000000002"
"2007","Quintile 4","18","All","All","All","Not main scheme application","4260","148320","0.029"
"2007","Quintile 5","18","All","All","All","Not main scheme application","5010","154150","0.033"
"2008","Quintile 1","18","All","All","All","Not main scheme application","3280","169340","0.019"
"2008","Quintile 2","18","All","All","All","Not main scheme application","4050","156990","0.026000000000000002"
"2008","Quintile 3","18","All","All","All","Not main scheme application","4350","152550","0.029"
"2008","Quintile 4","18","All","All","All","Not main scheme application","4760","151820","0.031"
"2008","Quintile 5","18","All","All","All","Not main scheme application","5650","156970","0.036000000000000004"
"2009","Quintile 1","18","All","All","All","Not main scheme application","3530","170780","0.021"
"2009","Quintile 2","18","All","All","All","Not main scheme application","4410","160160","0.028"
"2009","Quintile 3","18","All","All","All","Not main scheme application","4450","155170","0.029"
"2009","Quintile 4","18","All","All","All","Not main scheme application","5260","154210","0.034"
"2009","Quintile 5","18","All","All","All","Not main scheme application","6080","158890","0.038"
"2010","Quintile 1","18","All","All","All","Not main scheme application","3620","169580","0.021"
"2010","Quintile 2","18","All","All","All","Not main scheme application","4510","158390","0.028"
"2010","Quintile 3","18","All","All","All","Not main scheme application","4730","151700","0.031"
"2010","Quintile 4","18","All","All","All","Not main scheme application","5180","152760","0.034"
"2010","Quintile 5","18","All","All","All","Not main scheme application","5910","157090","0.038"
"2011","Quintile 1","18","All","All","All","Not main scheme application","4330","167000","0.026000000000000002"
"2011","Quintile 2","18","All","All","All","Not main scheme application","5200","151960","0.034"
"2011","Quintile 3","18","All","All","All","Not main scheme application","5440","148040","0.037"
"2011","Quintile 4","18","All","All","All","Not main scheme application","5940","148530","0.04"
"2011","Quintile 5","18","All","All","All","Not main scheme application","6960","154580","0.045"
"2012","Quintile 1","18","All","All","All","Not main scheme application","4720","166190","0.028"
"2012","Quintile 2","18","All","All","All","Not main scheme application","5300","150550","0.035"
"2012","Quintile 3","18","All","All","All","Not main scheme application","5340","148170","0.036000000000000004"
"2012","Quintile 4","18","All","All","All","Not main scheme application","5840","149980","0.039"
"2012","Quintile 5","18","All","All","All","Not main scheme application","6680","158620","0.042"
"2013","Quintile 1","18","All","All","All","Not main scheme application","4710","163710","0.029"
"2013","Quintile 2","18","All","All","All","Not main scheme application","5340","149130","0.036000000000000004"
"2013","Quintile 3","18","All","All","All","Not main scheme application","5180","145610","0.036000000000000004"
"2013","Quintile 4","18","All","All","All","Not main scheme application","5590","147020","0.038"
"2013","Quintile 5","18","All","All","All","Not main scheme application","6450","155500","0.041"
"2014","Quintile 1","18","All","All","All","Not main scheme application","5190","163930","0.032"
"2014","Quintile 2","18","All","All","All","Not main scheme application","5710","148520","0.038"
"2014","Quintile 3","18","All","All","All","Not main scheme application","5530","144370","0.038"
"2014","Quintile 4","18","All","All","All","Not main scheme application","5960","144340","0.041"
"2014","Quintile 5","18","All","All","All","Not main scheme application","6900","152000","0.045"
"2015","Quintile 1","18","All","All","All","Not main scheme application","5800","166300","0.035"
"2015","Quintile 2","18","All","All","All","Not main scheme application","6080","151250","0.04"
"2015","Quintile 3","18","All","All","All","Not main scheme application","5860","147250","0.04"
"2015","Quintile 4","18","All","All","All","Not main scheme application","6310","147410","0.043000000000000003"
"2015","Quintile 5","18","All","All","All","Not main scheme application","7260","153940","0.047"
"2016","Quintile 1","18","All","All","All","Not main scheme application","5920","161260","0.037"
"2016","Quintile 2","18","All","All","All","Not main scheme application","6220","147140","0.042"
"2016","Quintile 3","18","All","All","All","Not main scheme application","6240","144400","0.043000000000000003"
"2016","Quintile 4","18","All","All","All","Not main scheme application","6780","144540","0.047"
"2016","Quintile 5","18","All","All","All","Not main scheme application","7740","152210","0.051000000000000004"
"2017","Quintile 1","18","All","All","All","Not main scheme application","6340","159740","0.04"
"2017","Quintile 2","18","All","All","All","Not main scheme application","6750","146010","0.046"
"2017","Quintile 3","18","All","All","All","Not main scheme application","6490","140890","0.046"
"2017","Quintile 4","18","All","All","All","Not main scheme application","7100","142830","0.05"
"2017","Quintile 5","18","All","All","All","Not main scheme application","8130","151430","0.054"
"2018","Quintile 1","18","All","All","All","Not main scheme application","6610","156740","0.042"
"2018","Quintile 2","18","All","All","All","Not main scheme application","6890","142570","0.048"
"2018","Quintile 3","18","All","All","All","Not main scheme application","6570","137280","0.048"
"2018","Quintile 4","18","All","All","All","Not main scheme application","6920","138130","0.05"
"2018","Quintile 5","18","All","All","All","Not main scheme application","7940","147620","0.054"
"2019","Quintile 1","18","All","All","All","Not main scheme application","7560","155320","0.049"
"2019","Quintile 2","18","All","All","All","Not main scheme application","7750","139560","0.056"
"2019","Quintile 3","18","All","All","All","Not main scheme application","7250","133920","0.054"
"2019","Quintile 4","18","All","All","All","Not main scheme application","7860","135080","0.058"
"2019","Quintile 5","18","All","All","All","Not main scheme application","9040","143960","0.063"
"2020","Quintile 1","18","All","All","All","Not main scheme application","8190","153370","0.053"
"2020","Quintile 2","18","All","All","All","Not main scheme application","8420","138330","0.061"
"2020","Quintile 3","18","All","All","All","Not main scheme application","8350","131570","0.063"
"2020","Quintile 4","18","All","All","All","Not main scheme application","8960","132320","0.068"
"2020","Quintile 5","18","All","All","All","Not main scheme application","10650","141480","0.075"
"2021","Quintile 1","18","All","All","All","Not main scheme application","6750","158790","0.043000000000000003"
"2021","Quintile 2","18","All","All","All","Not main scheme application","6710","142520","0.047"
"2021","Quintile 3","18","All","All","All","Not main scheme application","6000","135830","0.044"
"2021","Quintile 4","18","All","All","All","Not main scheme application","5940","135980","0.044"
"2021","Quintile 5","18","All","All","All","Not main scheme application","6730","145760","0.046"
"2022","Quintile 1","18","All","All","All","Not main scheme application","8860","163480","0.054"
"2022","Quintile 2","18","All","All","All","Not main scheme application","8220","145200","0.057"
"2022","Quintile 3","18","All","All","All","Not main scheme application","7510","139750","0.054"
"2022","Quintile 4","18","All","All","All","Not main scheme application","7580","140220","0.054"
"2022","Quintile 5","18","All","All","All","Not main scheme application","8450","150190","0.056"
"2023","Quintile 1","18","All","All","All","Not main scheme application","9620","170230","0.057"
"2023","Quintile 2","18","All","All","All","Not main scheme application","9210","150580","0.061"
"2023","Quintile 3","18","All","All","All","Not main scheme application","8190","142990","0.057"
"2023","Quintile 4","18","All","All","All","Not main scheme application","8360","143140","0.058"
"2023","Quintile 5","18","All","All","All","Not main scheme application","9190","151660","0.061"
"2006","Quintile 1","18","All","All","All","Main scheme application","17270","172950","0.1"
"2006","Quintile 2","18","All","All","All","Main scheme application","25160","156760","0.161"
"2006","Quintile 3","18","All","All","All","Main scheme application","33380","148620","0.225"
"2006","Quintile 4","18","All","All","All","Main scheme application","42280","149220","0.28300000000000003"
"2006","Quintile 5","18","All","All","All","Main scheme application","55500","154600","0.359"
"2007","Quintile 1","18","All","All","All","Main scheme application","17430","168110","0.10400000000000001"
"2007","Quintile 2","18","All","All","All","Main scheme application","25110","153390","0.164"
"2007","Quintile 3","18","All","All","All","Main scheme application","33490","148370","0.226"
"2007","Quintile 4","18","All","All","All","Main scheme application","42460","148320","0.28600000000000003"
"2007","Quintile 5","18","All","All","All","Main scheme application","55370","154150","0.359"
"2008","Quintile 1","18","All","All","All","Main scheme application","18850","169340","0.111"
"2008","Quintile 2","18","All","All","All","Main scheme application","26920","156990","0.171"
"2008","Quintile 3","18","All","All","All","Main scheme application","34450","152550","0.226"
"2008","Quintile 4","18","All","All","All","Main scheme application","43890","151820","0.289"
"2008","Quintile 5","18","All","All","All","Main scheme application","57680","156970","0.367"
"2009","Quintile 1","18","All","All","All","Main scheme application","20460","170780","0.12"
"2009","Quintile 2","18","All","All","All","Main scheme application","28020","160160","0.17500000000000002"
"2009","Quintile 3","18","All","All","All","Main scheme application","36350","155170","0.234"
"2009","Quintile 4","18","All","All","All","Main scheme application","45570","154210","0.296"
"2009","Quintile 5","18","All","All","All","Main scheme application","59200","158890","0.373"
"2010","Quintile 1","18","All","All","All","Main scheme application","20730","169580","0.122"
"2010","Quintile 2","18","All","All","All","Main scheme application","27990","158390","0.177"
"2010","Quintile 3","18","All","All","All","Main scheme application","36160","151700","0.23800000000000002"
"2010","Quintile 4","18","All","All","All","Main scheme application","45080","152760","0.295"
"2010","Quintile 5","18","All","All","All","Main scheme application","58840","157090","0.375"
"2011","Quintile 1","18","All","All","All","Main scheme application","21120","167000","0.126"
"2011","Quintile 2","18","All","All","All","Main scheme application","28190","151960","0.186"
"2011","Quintile 3","18","All","All","All","Main scheme application","36400","148040","0.246"
"2011","Quintile 4","18","All","All","All","Main scheme application","45200","148530","0.304"
"2011","Quintile 5","18","All","All","All","Main scheme application","58530","154580","0.379"
"2012","Quintile 1","18","All","All","All","Main scheme application","21150","166190","0.127"
"2012","Quintile 2","18","All","All","All","Main scheme application","27430","150550","0.182"
"2012","Quintile 3","18","All","All","All","Main scheme application","34790","148170","0.23500000000000001"
"2012","Quintile 4","18","All","All","All","Main scheme application","43350","149980","0.289"
"2012","Quintile 5","18","All","All","All","Main scheme application","57180","158620","0.361"
"2013","Quintile 1","18","All","All","All","Main scheme application","23320","163710","0.14200000000000002"
"2013","Quintile 2","18","All","All","All","Main scheme application","29620","149130","0.199"
"2013","Quintile 3","18","All","All","All","Main scheme application","36140","145610","0.248"
"2013","Quintile 4","18","All","All","All","Main scheme application","44380","147020","0.302"
"2013","Quintile 5","18","All","All","All","Main scheme application","58300","155500","0.375"
"2014","Quintile 1","18","All","All","All","Main scheme application","25170","163930","0.154"
"2014","Quintile 2","18","All","All","All","Main scheme application","30370","148520","0.20400000000000001"
"2014","Quintile 3","18","All","All","All","Main scheme application","37230","144370","0.258"
"2014","Quintile 4","18","All","All","All","Main scheme application","44760","144340","0.31"
"2014","Quintile 5","18","All","All","All","Main scheme application","57480","152000","0.378"
"2015","Quintile 1","18","All","All","All","Main scheme application","26970","166300","0.162"
"2015","Quintile 2","18","All","All","All","Main scheme application","32400","151250","0.214"
"2015","Quintile 3","18","All","All","All","Main scheme application","38390","147250","0.261"
"2015","Quintile 4","18","All","All","All","Main scheme application","46520","147410","0.316"
"2015","Quintile 5","18","All","All","All","Main scheme application","59490","153940","0.386"
"2016","Quintile 1","18","All","All","All","Main scheme application","27520","161260","0.171"
"2016","Quintile 2","18","All","All","All","Main scheme application","32880","147140","0.223"
"2016","Quintile 3","18","All","All","All","Main scheme application","38910","144400","0.269"
"2016","Quintile 4","18","All","All","All","Main scheme application","46760","144540","0.324"
"2016","Quintile 5","18","All","All","All","Main scheme application","59700","152210","0.392"
"2017","Quintile 1","18","All","All","All","Main scheme application","28370","159740","0.178"
"2017","Quintile 2","18","All","All","All","Main scheme application","33120","146010","0.227"
"2017","Quintile 3","18","All","All","All","Main scheme application","38660","140890","0.274"
"2017","Quintile 4","18","All","All","All","Main scheme application","46680","142830","0.327"
"2017","Quintile 5","18","All","All","All","Main scheme application","59690","151430","0.394"
"2018","Quintile 1","18","All","All","All","Main scheme application","28410","156740","0.181"
"2018","Quintile 2","18","All","All","All","Main scheme application","32920","142570","0.231"
"2018","Quintile 3","18","All","All","All","Main scheme application","38000","137280","0.277"
"2018","Quintile 4","18","All","All","All","Main scheme application","45590","138130","0.33"
"2018","Quintile 5","18","All","All","All","Main scheme application","58260","147620","0.395"
"2019","Quintile 1","18","All","All","All","Main scheme application","29510","155320","0.19"
"2019","Quintile 2","18","All","All","All","Main scheme application","33050","139560","0.23700000000000002"
"2019","Quintile 3","18","All","All","All","Main scheme application","37690","133920","0.281"
"2019","Quintile 4","18","All","All","All","Main scheme application","44610","135080","0.33"
"2019","Quintile 5","18","All","All","All","Main scheme application","56930","143960","0.395"
"2020","Quintile 1","18","All","All","All","Main scheme application","32760","153370","0.214"
"2020","Quintile 2","18","All","All","All","Main scheme application","36040","138330","0.261"
"2020","Quintile 3","18","All","All","All","Main scheme application","39540","131570","0.301"
"2020","Quintile 4","18","All","All","All","Main scheme application","46310","132320","0.35000000000000003"
"2020","Quintile 5","18","All","All","All","Main scheme application","58430","141480","0.41300000000000003"
"2021","Quintile 1","18","All","All","All","Main scheme application","36740","158790","0.231"
"2021","Quintile 2","18","All","All","All","Main scheme application","40690","142520","0.28600000000000003"
"2021","Quintile 3","18","All","All","All","Main scheme application","45180","135830","0.333"
"2021","Quintile 4","18","All","All","All","Main scheme application","52800","135980","0.388"
"2021","Quintile 5","18","All","All","All","Main scheme application","67330","145760","0.462"
"2022","Quintile 1","18","All","All","All","Main scheme application","36940","163480","0.226"
"2022","Quintile 2","18","All","All","All","Main scheme application","39860","145200","0.275"
"2022","Quintile 3","18","All","All","All","Main scheme application","43820","139750","0.314"
"2022","Quintile 4","18","All","All","All","Main scheme application","51250","140220","0.365"
"2022","Quintile 5","18","All","All","All","Main scheme application","64650","150190","0.43"
"2023","Quintile 1","18","All","All","All","Main scheme application","35470","170230","0.20800000000000002"
"2023","Quintile 2","18","All","All","All","Main scheme application","38080","150580","0.253"
"2023","Quintile 3","18","All","All","All","Main scheme application","41760","142990","0.292"
"2023","Quintile 4","18","All","All","All","Main scheme application","49150","143140","0.343"
"2023","Quintile 5","18","All","All","All","Main scheme application","62530","151660","0.41200000000000003"
"2006","All","18","All","All","All","Not main scheme application","19250","782160","0.025"
"2007","All","18","All","All","All","Not main scheme application","19790","772330","0.026000000000000002"
"2008","All","18","All","All","All","Not main scheme application","22100","787680","0.028"
"2009","All","18","All","All","All","Not main scheme application","23730","799200","0.03"
"2010","All","18","All","All","All","Not main scheme application","23940","789530","0.03"
"2011","All","18","All","All","All","Not main scheme application","27870","770110","0.036000000000000004"
"2012","All","18","All","All","All","Not main scheme application","27890","773510","0.036000000000000004"
"2013","All","18","All","All","All","Not main scheme application","27270","760980","0.036000000000000004"
"2014","All","18","All","All","All","Not main scheme application","29280","753160","0.039"
"2015","All","18","All","All","All","Not main scheme application","31320","766140","0.041"
"2016","All","18","All","All","All","Not main scheme application","32900","749550","0.044"
"2017","All","18","All","All","All","Not main scheme application","34820","740890","0.047"
"2018","All","18","All","All","All","Not main scheme application","34920","722330","0.048"
"2019","All","18","All","All","All","Not main scheme application","39450","707840","0.056"
"2020","All","18","All","All","All","Not main scheme application","44550","697070","0.064"
"2021","All","18","All","All","All","Not main scheme application","32130","718880","0.045"
"2022","All","18","All","All","All","Not main scheme application","40620","738840","0.055"
"2023","All","18","All","All","All","Not main scheme application","44580","758610","0.059000000000000004"
"2006","All","18","All","All","All","Main scheme application","173600","782160","0.222"
"2007","All","18","All","All","All","Main scheme application","173860","772330","0.225"
"2008","All","18","All","All","All","Main scheme application","181790","787680","0.231"
"2009","All","18","All","All","All","Main scheme application","189600","799200","0.23700000000000002"
"2010","All","18","All","All","All","Main scheme application","188800","789530","0.23900000000000002"
"2011","All","18","All","All","All","Main scheme application","189440","770110","0.246"
"2012","All","18","All","All","All","Main scheme application","183900","773510","0.23800000000000002"
"2013","All","18","All","All","All","Main scheme application","191760","760980","0.252"
"2014","All","18","All","All","All","Main scheme application","195010","753160","0.259"
"2015","All","18","All","All","All","Main scheme application","203760","766140","0.266"
"2016","All","18","All","All","All","Main scheme application","205770","749550","0.275"
"2017","All","18","All","All","All","Main scheme application","206520","740890","0.279"
"2018","All","18","All","All","All","Main scheme application","203180","722330","0.281"
"2019","All","18","All","All","All","Main scheme application","201790","707840","0.28500000000000003"
"2020","All","18","All","All","All","Main scheme application","213080","697070","0.306"
"2021","All","18","All","All","All","Main scheme application","242740","718880","0.338"
"2022","All","18","All","All","All","Main scheme application","236520","738840","0.32"
"2023","All","18","All","All","All","Main scheme application","226990","758610","0.299"
"2006","Quintile 1","All","All","All","All","Not main scheme application","2790","172950","0.016"
"2006","Quintile 2","All","All","All","All","Not main scheme application","3530","156760","0.022"
"2006","Quintile 3","All","All","All","All","Not main scheme application","3790","148620","0.025"
"2006","Quintile 4","All","All","All","All","Not main scheme application","4210","149220","0.028"
"2006","Quintile 5","All","All","All","All","Not main scheme application","4950","154600","0.032"
"2007","Quintile 1","All","All","All","All","Not main scheme application","2910","168110","0.017"
"2007","Quintile 2","All","All","All","All","Not main scheme application","3730","153390","0.024"
"2007","Quintile 3","All","All","All","All","Not main scheme application","3880","148370","0.026000000000000002"
"2007","Quintile 4","All","All","All","All","Not main scheme application","4260","148320","0.029"
"2007","Quintile 5","All","All","All","All","Not main scheme application","5010","154150","0.033"
"2008","Quintile 1","All","All","All","All","Not main scheme application","3280","169340","0.019"
"2008","Quintile 2","All","All","All","All","Not main scheme application","4050","156990","0.026000000000000002"
"2008","Quintile 3","All","All","All","All","Not main scheme application","4350","152550","0.029"
"2008","Quintile 4","All","All","All","All","Not main scheme application","4760","151820","0.031"
"2008","Quintile 5","All","All","All","All","Not main scheme application","5650","156970","0.036000000000000004"
"2009","Quintile 1","All","All","All","All","Not main scheme application","3530","170780","0.021"
"2009","Quintile 2","All","All","All","All","Not main scheme application","4410","160160","0.028"
"2009","Quintile 3","All","All","All","All","Not main scheme application","4450","155170","0.029"
"2009","Quintile 4","All","All","All","All","Not main scheme application","5260","154210","0.034"
"2009","Quintile 5","All","All","All","All","Not main scheme application","6080","158890","0.038"
"2010","Quintile 1","All","All","All","All","Not main scheme application","3620","169580","0.021"
"2010","Quintile 2","All","All","All","All","Not main scheme application","4510","158390","0.028"
"2010","Quintile 3","All","All","All","All","Not main scheme application","4730","151700","0.031"
"2010","Quintile 4","All","All","All","All","Not main scheme application","5180","152760","0.034"
"2010","Quintile 5","All","All","All","All","Not main scheme application","5910","157090","0.038"
"2011","Quintile 1","All","All","All","All","Not main scheme application","4330","167000","0.026000000000000002"
"2011","Quintile 2","All","All","All","All","Not main scheme application","5200","151960","0.034"
"2011","Quintile 3","All","All","All","All","Not main scheme application","5440","148040","0.037"
"2011","Quintile 4","All","All","All","All","Not main scheme application","5940","148530","0.04"
"2011","Quintile 5","All","All","All","All","Not main scheme application","6960","154580","0.045"
"2012","Quintile 1","All","All","All","All","Not main scheme application","4720","166190","0.028"
"2012","Quintile 2","All","All","All","All","Not main scheme application","5300","150550","0.035"
"2012","Quintile 3","All","All","All","All","Not main scheme application","5340","148170","0.036000000000000004"
"2012","Quintile 4","All","All","All","All","Not main scheme application","5840","149980","0.039"
"2012","Quintile 5","All","All","All","All","Not main scheme application","6680","158620","0.042"
"2013","Quintile 1","All","All","All","All","Not main scheme application","4710","163710","0.029"
"2013","Quintile 2","All","All","All","All","Not main scheme application","5340","149130","0.036000000000000004"
"2013","Quintile 3","All","All","All","All","Not main scheme application","5180","145610","0.036000000000000004"
"2013","Quintile 4","All","All","All","All","Not main scheme application","5590","147020","0.038"
"2013","Quintile 5","All","All","All","All","Not main scheme application","6450","155500","0.041"
"2014","Quintile 1","All","All","All","All","Not main scheme application","5190","163930","0.032"
"2014","Quintile 2","All","All","All","All","Not main scheme application","5710","148520","0.038"
"2014","Quintile 3","All","All","All","All","Not main scheme application","5530","144370","0.038"
"2014","Quintile 4","All","All","All","All","Not main scheme application","5960","144340","0.041"
"2014","Quintile 5","All","All","All","All","Not main scheme application","6900","152000","0.045"
"2015","Quintile 1","All","All","All","All","Not main scheme application","5800","166300","0.035"
"2015","Quintile 2","All","All","All","All","Not main scheme application","6080","151250","0.04"
"2015","Quintile 3","All","All","All","All","Not main scheme application","5860","147250","0.04"
"2015","Quintile 4","All","All","All","All","Not main scheme application","6310","147410","0.043000000000000003"
"2015","Quintile 5","All","All","All","All","Not main scheme application","7260","153940","0.047"
"2016","Quintile 1","All","All","All","All","Not main scheme application","5920","161260","0.037"
"2016","Quintile 2","All","All","All","All","Not main scheme application","6220","147140","0.042"
"2016","Quintile 3","All","All","All","All","Not main scheme application","6240","144400","0.043000000000000003"
"2016","Quintile 4","All","All","All","All","Not main scheme application","6780","144540","0.047"
"2016","Quintile 5","All","All","All","All","Not main scheme application","7740","152210","0.051000000000000004"
"2017","Quintile 1","All","All","All","All","Not main scheme application","6340","159740","0.04"
"2017","Quintile 2","All","All","All","All","Not main scheme application","6750","146010","0.046"
"2017","Quintile 3","All","All","All","All","Not main scheme application","6490","140890","0.046"
"2017","Quintile 4","All","All","All","All","Not main scheme application","7100","142830","0.05"
"2017","Quintile 5","All","All","All","All","Not main scheme application","8130","151430","0.054"
"2018","Quintile 1","All","All","All","All","Not main scheme application","6610","156740","0.042"
"2018","Quintile 2","All","All","All","All","Not main scheme application","6890","142570","0.048"
"2018","Quintile 3","All","All","All","All","Not main scheme application","6570","137280","0.048"
"2018","Quintile 4","All","All","All","All","Not main scheme application","6920","138130","0.05"
"2018","Quintile 5","All","All","All","All","Not main scheme application","7940","147620","0.054"
"2019","Quintile 1","All","All","All","All","Not main scheme application","7560","155320","0.049"
"2019","Quintile 2","All","All","All","All","Not main scheme application","7750","139560","0.056"
"2019","Quintile 3","All","All","All","All","Not main scheme application","7250","133920","0.054"
"2019","Quintile 4","All","All","All","All","Not main scheme application","7860","135080","0.058"
"2019","Quintile 5","All","All","All","All","Not main scheme application","9040","143960","0.063"
"2020","Quintile 1","All","All","All","All","Not main scheme application","8190","153370","0.053"
"2020","Quintile 2","All","All","All","All","Not main scheme application","8420","138330","0.061"
"2020","Quintile 3","All","All","All","All","Not main scheme application","8350","131570","0.063"
"2020","Quintile 4","All","All","All","All","Not main scheme application","8960","132320","0.068"
"2020","Quintile 5","All","All","All","All","Not main scheme application","10650","141480","0.075"
"2021","Quintile 1","All","All","All","All","Not main scheme application","6750","158790","0.043000000000000003"
"2021","Quintile 2","All","All","All","All","Not main scheme application","6710","142520","0.047"
"2021","Quintile 3","All","All","All","All","Not main scheme application","6000","135830","0.044"
"2021","Quintile 4","All","All","All","All","Not main scheme application","5940","135980","0.044"
"2021","Quintile 5","All","All","All","All","Not main scheme application","6730","145760","0.046"
"2022","Quintile 1","All","All","All","All","Not main scheme application","8860","163480","0.054"
"2022","Quintile 2","All","All","All","All","Not main scheme application","8220","145200","0.057"
"2022","Quintile 3","All","All","All","All","Not main scheme application","7510","139750","0.054"
