"Year","Subject group HECoS","Age group","Domicile","Gender","Conditional unconditional offers","Direct unconditional offers","Other unconditional offers","Offers with unconditional component"
"2019","(CAH22) education and teaching","18","Wales","All","10","60","20","85"
"2020","(CAH22) education and teaching","18","England","All","545","1010","1485","3035"
"2020","(CAH22) education and teaching","18","Northern Ireland","All","0","10","295","310"
"2020","(CAH22) education and teaching","18","Wales","All","5","80","205","295"
"2021","(CAH22) education and teaching","18","England","All","0","410","30","440"
"2021","(CAH22) education and teaching","18","Northern Ireland","All","0","5","0","5"
"2021","(CAH22) education and teaching","18","Wales","All","0","50","5","50"
"2022","(CAH22) education and teaching","18","England","All","35","600","100","730"
"2022","(CAH22) education and teaching","18","Northern Ireland","All","0","5","0","5"
"2022","(CAH22) education and teaching","18","Wales","All","0","15","15","30"
"2023","(CAH22) education and teaching","18","England","All","0","465","65","530"
"2023","(CAH22) education and teaching","18","Northern Ireland","All","0","5","0","5"
"2023","(CAH22) education and teaching","18","Wales","All","0","5","10","10"
"2019","(CAH06) agriculture, food and related studies","18","England","All","395","165","90","645"
"2019","(CAH06) agriculture, food and related studies","18","Northern Ireland","All","10","0","0","15"
"2019","(CAH06) agriculture, food and related studies","18","Wales","All","10","10","5","20"
"2020","(CAH06) agriculture, food and related studies","18","England","All","170","255","125","550"
"2020","(CAH06) agriculture, food and related studies","18","Northern Ireland","All","0","20","10","30"
"2020","(CAH06) agriculture, food and related studies","18","Wales","All","0","15","85","100"
"2021","(CAH06) agriculture, food and related studies","18","England","All","0","60","50","110"
"2021","(CAH06) agriculture, food and related studies","18","Northern Ireland","All","0","0","0","5"
"2022","(CAH06) agriculture, food and related studies","18","England","All","0","175","55","235"
"2022","(CAH06) agriculture, food and related studies","18","Northern Ireland","All","0","0","0","5"
"2022","(CAH06) agriculture, food and related studies","18","Wales","All","0","10","20","30"
"2023","(CAH06) agriculture, food and related studies","18","England","All","0","155","15","170"
"2023","(CAH06) agriculture, food and related studies","18","Northern Ireland","All","0","5","0","5"
"2023","(CAH06) agriculture, food and related studies","18","Wales","All","0","0","10","10"
"2019","(CAH16) law","18","England","All","5675","1990","1185","8845"
"2019","(CAH16) law","18","Northern Ireland","All","35","20","10","60"
"2019","(CAH16) law","18","Wales","All","115","200","25","335"
"2020","(CAH16) law","18","England","All","2750","4445","3125","10325"
"2020","(CAH16) law","18","Northern Ireland","All","20","25","105","145"
"2020","(CAH16) law","18","Wales","All","45","240","310","595"
"2021","(CAH16) law","18","England","All","0","1410","175","1585"
"2021","(CAH16) law","18","Northern Ireland","All","0","15","0","15"
"2021","(CAH16) law","18","Wales","All","0","230","25","255"
"2022","(CAH16) law","18","England","All","410","2360","665","3430"
"2022","(CAH16) law","18","Northern Ireland","All","0","15","5","15"
"2022","(CAH16) law","18","Wales","All","5","65","65","135"
"2023","(CAH16) law","18","England","All","0","1830","465","2295"
"2023","(CAH16) law","18","Northern Ireland","All","0","5","0","5"
"2023","(CAH16) law","18","Wales","All","0","10","15","30"
"2019","(CAH05) veterinary sciences","18","England","All","5","0","0","5"
"2020","(CAH05) veterinary sciences","18","England","All","0","40","5","45"
"2020","(CAH05) veterinary sciences","18","Northern Ireland","All","0","5","0","5"
"2020","(CAH05) veterinary sciences","18","Wales","All","0","5","0","5"
"2021","(CAH05) veterinary sciences","18","England","All","0","10","0","10"
"2022","(CAH05) veterinary sciences","18","England","All","0","5","5","10"
"2023","(CAH05) veterinary sciences","18","England","All","0","5","10","15"
"2019","All","18","England","All","79875","32210","19420","131505"
"2019","All","18","Northern Ireland","All","670","355","220","1240"
"2019","All","18","Wales","All","2015","2420","620","5055"
"2020","All","18","England","All","33625","65460","46145","145235"
"2020","All","18","Northern Ireland","All","205","630","2605","3440"
"2020","All","18","Wales","All","515","3045","4045","7605"
"2021","All","18","England","All","5","27110","5060","32170"
"2021","All","18","Northern Ireland","All","0","350","45","395"
"2021","All","18","Wales","All","0","2810","525","3335"
"2022","All","18","England","All","5035","40045","8900","53980"
"2022","All","18","Northern Ireland","All","45","300","55","400"
"2022","All","18","Wales","All","110","1230","830","2170"
"2023","All","18","England","All","0","27660","8205","35860"
"2023","All","18","Northern Ireland","All","0","175","55","230"
"2023","All","18","Wales","All","0","625","390","1015"
"2019","(CAH25) design, and creative and performing arts","All","England","All","6955","7035","2115","16110"
"2019","(CAH25) design, and creative and performing arts","All","Northern Ireland","All","70","75","30","170"
"2019","(CAH25) design, and creative and performing arts","All","Wales","All","200","590","65","850"
"2020","(CAH25) design, and creative and performing arts","All","England","All","3590","9925","5335","18850"
"2020","(CAH25) design, and creative and performing arts","All","Northern Ireland","All","25","105","120","245"
"2020","(CAH25) design, and creative and performing arts","All","Wales","All","55","570","260","890"
"2021","(CAH25) design, and creative and performing arts","All","England","All","0","8790","1995","10785"
"2021","(CAH25) design, and creative and performing arts","All","Northern Ireland","All","0","85","25","110"
"2021","(CAH25) design, and creative and performing arts","All","Wales","All","0","675","55","730"
"2022","(CAH25) design, and creative and performing arts","All","England","All","455","11735","1075","13265"
"2022","(CAH25) design, and creative and performing arts","All","Northern Ireland","All","5","120","15","135"
"2022","(CAH25) design, and creative and performing arts","All","Wales","All","5","555","50","610"
"2023","(CAH25) design, and creative and performing arts","All","England","All","0","7220","2565","9785"
"2023","(CAH25) design, and creative and performing arts","All","Northern Ireland","All","0","60","25","85"
"2023","(CAH25) design, and creative and performing arts","All","Wales","All","0","380","90","470"
"2019","(CAH10) engineering and technology","All","England","All","3565","890","780","5235"
"2019","(CAH10) engineering and technology","All","Northern Ireland","All","40","15","10","65"
"2019","(CAH10) engineering and technology","All","Wales","All","100","100","15","215"
"2020","(CAH10) engineering and technology","All","England","All","1070","2025","2110","5205"
"2020","(CAH10) engineering and technology","All","Northern Ireland","All","10","35","110","155"
"2020","(CAH10) engineering and technology","All","Wales","All","20","70","85","175"
"2021","(CAH10) engineering and technology","All","England","All","0","860","65","920"
"2021","(CAH10) engineering and technology","All","Northern Ireland","All","0","20","0","20"
"2021","(CAH10) engineering and technology","All","Wales","All","0","85","5","85"
"2022","(CAH10) engineering and technology","All","England","All","290","945","275","1510"
"2022","(CAH10) engineering and technology","All","Northern Ireland","All","5","5","5","15"
"2022","(CAH10) engineering and technology","All","Wales","All","10","25","5","40"
"2023","(CAH10) engineering and technology","All","England","All","0","585","345","930"
"2023","(CAH10) engineering and technology","All","Wales","All","0","10","5","15"
"2019","(CAH02) subjects allied to medicine","All","England","All","3300","1340","785","5425"
"2019","(CAH02) subjects allied to medicine","All","Northern Ireland","All","25","20","25","75"
"2019","(CAH02) subjects allied to medicine","All","Wales","All","70","20","20","110"
"2020","(CAH02) subjects allied to medicine","All","England","All","970","2610","1875","5460"
"2020","(CAH02) subjects allied to medicine","All","Northern Ireland","All","5","30","145","175"
"2020","(CAH02) subjects allied to medicine","All","Wales","All","20","50","95","165"
"2021","(CAH02) subjects allied to medicine","All","England","All","0","1090","120","1215"
"2021","(CAH02) subjects allied to medicine","All","Northern Ireland","All","0","15","0","20"
"2021","(CAH02) subjects allied to medicine","All","Wales","All","0","75","5","80"
"2022","(CAH02) subjects allied to medicine","All","England","All","250","1570","355","2180"
"2022","(CAH02) subjects allied to medicine","All","Northern Ireland","All","0","20","5","25"
"2022","(CAH02) subjects allied to medicine","All","Wales","All","5","45","10","60"
"2023","(CAH02) subjects allied to medicine","All","England","All","0","910","300","1210"
"2023","(CAH02) subjects allied to medicine","All","Northern Ireland","All","0","5","5","15"
"2023","(CAH02) subjects allied to medicine","All","Wales","All","0","10","5","15"
"2019","(CAH19) language and area studies","All","England","All","5170","900","910","6985"
"2019","(CAH19) language and area studies","All","Northern Ireland","All","45","5","10","60"
"2019","(CAH19) language and area studies","All","Wales","All","180","40","25","245"
"2020","(CAH19) language and area studies","All","England","All","1280","2540","1460","5280"
"2020","(CAH19) language and area studies","All","Northern Ireland","All","10","30","45","85"
"2020","(CAH19) language and area studies","All","Wales","All","20","70","165","255"
"2021","(CAH19) language and area studies","All","England","All","0","830","70","900"
"2021","(CAH19) language and area studies","All","Northern Ireland","All","0","15","0","15"
"2021","(CAH19) language and area studies","All","Wales","All","0","55","0","60"
"2022","(CAH19) language and area studies","All","England","All","110","790","345","1250"
"2022","(CAH19) language and area studies","All","Northern Ireland","All","0","5","0","5"
"2022","(CAH19) language and area studies","All","Wales","All","0","10","40","50"
"2023","(CAH19) language and area studies","All","England","All","0","745","215","960"
"2023","(CAH19) language and area studies","All","Northern Ireland","All","0","5","5","10"
"2023","(CAH19) language and area studies","All","Wales","All","0","10","35","45"
"2019","(CAH24) media, journalism and communications","All","England","All","3105","1310","755","5170"
"2019","(CAH24) media, journalism and communications","All","Northern Ireland","All","30","10","10","50"
"2019","(CAH24) media, journalism and communications","All","Wales","All","110","95","25","230"
"2020","(CAH24) media, journalism and communications","All","England","All","1475","2800","1410","5685"
"2020","(CAH24) media, journalism and communications","All","Northern Ireland","All","15","30","65","110"
"2020","(CAH24) media, journalism and communications","All","Wales","All","30","100","120","245"
"2021","(CAH24) media, journalism and communications","All","England","All","0","980","170","1150"
"2021","(CAH24) media, journalism and communications","All","Northern Ireland","All","0","5","0","5"
"2021","(CAH24) media, journalism and communications","All","Wales","All","0","105","10","115"
"2022","(CAH24) media, journalism and communications","All","England","All","220","1725","255","2200"
"2022","(CAH24) media, journalism and communications","All","Northern Ireland","All","0","10","0","10"
"2022","(CAH24) media, journalism and communications","All","Wales","All","10","60","20","90"
"2023","(CAH24) media, journalism and communications","All","England","All","0","1185","300","1485"
"2023","(CAH24) media, journalism and communications","All","Northern Ireland","All","0","10","0","10"
"2023","(CAH24) media, journalism and communications","All","Wales","All","0","35","10","45"
"2019","(CAH23) combined and general studies","All","England","All","345","60","15","420"
"2019","(CAH23) combined and general studies","All","Northern Ireland","All","5","0","0","5"
"2019","(CAH23) combined and general studies","All","Wales","All","5","0","0","5"
"2020","(CAH23) combined and general studies","All","England","All","30","130","70","225"
"2020","(CAH23) combined and general studies","All","Northern Ireland","All","0","0","5","5"
"2020","(CAH23) combined and general studies","All","Wales","All","0","0","10","15"
"2021","(CAH23) combined and general studies","All","England","All","0","60","10","70"
"2022","(CAH23) combined and general studies","All","England","All","15","85","15","115"
"2023","(CAH23) combined and general studies","All","England","All","0","65","5","70"
"2019","(CAH17) business and management","All","England","All","11585","4540","3040","19165"
"2019","(CAH17) business and management","All","Northern Ireland","All","75","50","25","150"
"2019","(CAH17) business and management","All","Wales","All","215","235","150","600"
"2020","(CAH17) business and management","All","England","All","5915","10260","7795","23975"
"2020","(CAH17) business and management","All","Northern Ireland","All","30","85","460","570"
"2020","(CAH17) business and management","All","Wales","All","45","295","675","1015"
"2021","(CAH17) business and management","All","England","All","0","2880","540","3420"
"2021","(CAH17) business and management","All","Northern Ireland","All","0","30","5","35"
"2021","(CAH17) business and management","All","Wales","All","0","230","140","375"
"2022","(CAH17) business and management","All","England","All","510","5315","1145","6970"
"2022","(CAH17) business and management","All","Northern Ireland","All","5","25","10","35"
"2022","(CAH17) business and management","All","Wales","All","5","100","150","250"
"2023","(CAH17) business and management","All","England","All","0","3455","535","3995"
"2023","(CAH17) business and management","All","Northern Ireland","All","0","10","0","10"
"2023","(CAH17) business and management","All","Wales","All","0","30","10","40"
"2019","(CAH15) social sciences","All","England","All","10350","3355","2285","15985"
"2019","(CAH15) social sciences","All","Northern Ireland","All","60","30","20","110"
"2019","(CAH15) social sciences","All","Wales","All","220","255","75","545"
"2020","(CAH15) social sciences","All","England","All","4325","6360","5050","15735"
"2020","(CAH15) social sciences","All","Northern Ireland","All","20","40","350","415"
"2020","(CAH15) social sciences","All","Wales","All","45","360","405","815"
"2021","(CAH15) social sciences","All","England","All","0","2125","280","2405"
"2021","(CAH15) social sciences","All","Northern Ireland","All","0","25","5","25"
"2021","(CAH15) social sciences","All","Wales","All","0","305","10","315"
"2022","(CAH15) social sciences","All","England","All","880","3665","1060","5610"
"2022","(CAH15) social sciences","All","Northern Ireland","All","0","20","5","25"
"2022","(CAH15) social sciences","All","Wales","All","25","70","45","135"
"2023","(CAH15) social sciences","All","England","All","0","2635","720","3355"
"2023","(CAH15) social sciences","All","Northern Ireland","All","0","15","5","20"
"2023","(CAH15) social sciences","All","Wales","All","0","30","45","75"
"2019","(CAH03) biological and sport sciences","All","England","All","5160","3010","1910","10080"
"2019","(CAH03) biological and sport sciences","All","Northern Ireland","All","40","30","15","85"
"2019","(CAH03) biological and sport sciences","All","Wales","All","140","250","60","450"
"2020","(CAH03) biological and sport sciences","All","England","All","1485","6420","5710","13620"
"2020","(CAH03) biological and sport sciences","All","Northern Ireland","All","10","60","340","410"
"2020","(CAH03) biological and sport sciences","All","Wales","All","30","370","825","1225"
"2021","(CAH03) biological and sport sciences","All","England","All","0","1435","530","1965"
"2021","(CAH03) biological and sport sciences","All","Northern Ireland","All","0","15","5","20"
"2021","(CAH03) biological and sport sciences","All","Wales","All","0","285","220","500"
"2022","(CAH03) biological and sport sciences","All","England","All","695","1975","950","3615"
"2022","(CAH03) biological and sport sciences","All","Northern Ireland","All","5","10","0","15"
"2022","(CAH03) biological and sport sciences","All","Wales","All","30","55","235","320"
"2023","(CAH03) biological and sport sciences","All","England","All","0","1760","610","2375"
"2023","(CAH03) biological and sport sciences","All","Northern Ireland","All","0","5","5","10"
"2023","(CAH03) biological and sport sciences","All","Wales","All","0","10","30","40"
"2019","(CAH13) architecture, building and planning","All","England","All","1930","840","320","3095"
"2019","(CAH13) architecture, building and planning","All","Northern Ireland","All","20","15","5","40"
"2019","(CAH13) architecture, building and planning","All","Wales","All","45","30","5","80"
"2020","(CAH13) architecture, building and planning","All","England","All","1220","1295","880","3400"
"2020","(CAH13) architecture, building and planning","All","Northern Ireland","All","5","5","70","80"
"2020","(CAH13) architecture, building and planning","All","Wales","All","30","35","65","130"
"2021","(CAH13) architecture, building and planning","All","England","All","0","870","285","1155"
"2021","(CAH13) architecture, building and planning","All","Northern Ireland","All","0","15","0","15"
"2021","(CAH13) architecture, building and planning","All","Wales","All","0","50","5","55"
"2022","(CAH13) architecture, building and planning","All","England","All","70","1105","225","1405"
"2022","(CAH13) architecture, building and planning","All","Northern Ireland","All","0","10","0","10"
"2022","(CAH13) architecture, building and planning","All","Wales","All","5","35","10","45"
"2023","(CAH13) architecture, building and planning","All","England","All","0","775","235","1015"
"2023","(CAH13) architecture, building and planning","All","Northern Ireland","All","0","5","0","5"
"2023","(CAH13) architecture, building and planning","All","Wales","All","0","20","15","35"
"2019","(CAH01) medicine and dentistry","All","England","All","65","10","25","95"
"2019","(CAH01) medicine and dentistry","All","Wales","All","10","0","0","10"
"2020","(CAH01) medicine and dentistry","All","England","All","0","80","100","180"
"2020","(CAH01) medicine and dentistry","All","Wales","All","0","5","15","20"
"2021","(CAH01) medicine and dentistry","All","England","All","0","25","10","35"
"2021","(CAH01) medicine and dentistry","All","Wales","All","0","5","0","5"
"2022","(CAH01) medicine and dentistry","All","England","All","0","10","5","10"
"2023","(CAH01) medicine and dentistry","All","England","All","0","15","10","25"
"2019","(CAH20) historical, philosophical and religious studies","All","England","All","4715","790","770","6270"
"2019","(CAH20) historical, philosophical and religious studies","All","Northern Ireland","All","25","10","5","45"
"2019","(CAH20) historical, philosophical and religious studies","All","Wales","All","130","85","25","240"
"2020","(CAH20) historical, philosophical and religious studies","All","England","All","1600","2100","1090","4795"
"2020","(CAH20) historical, philosophical and religious studies","All","Northern Ireland","All","10","15","50","70"
"2020","(CAH20) historical, philosophical and religious studies","All","Wales","All","30","100","80","210"
"2021","(CAH20) historical, philosophical and religious studies","All","England","All","0","525","95","620"
"2021","(CAH20) historical, philosophical and religious studies","All","Northern Ireland","All","0","5","0","5"
"2021","(CAH20) historical, philosophical and religious studies","All","Wales","All","0","50","0","50"
"2022","(CAH20) historical, philosophical and religious studies","All","England","All","105","945","355","1405"
"2022","(CAH20) historical, philosophical and religious studies","All","Northern Ireland","All","0","5","0","5"
"2022","(CAH20) historical, philosophical and religious studies","All","Wales","All","0","15","30","45"
"2023","(CAH20) historical, philosophical and religious studies","All","England","All","0","930","215","1145"
"2023","(CAH20) historical, philosophical and religious studies","All","Northern Ireland","All","0","5","0","5"
"2023","(CAH20) historical, philosophical and religious studies","All","Wales","All","0","10","20","35"
"2019","(CAH11) computing","All","England","All","4365","1805","1375","7545"
"2019","(CAH11) computing","All","Northern Ireland","All","60","25","20","105"
"2019","(CAH11) computing","All","Wales","All","105","185","30","320"
"2020","(CAH11) computing","All","England","All","1825","4450","2665","8940"
"2020","(CAH11) computing","All","Northern Ireland","All","20","50","170","240"
"2020","(CAH11) computing","All","Wales","All","35","265","220","520"
"2021","(CAH11) computing","All","England","All","0","1610","160","1770"
"2021","(CAH11) computing","All","Northern Ireland","All","0","20","0","20"
"2021","(CAH11) computing","All","Wales","All","0","205","5","205"
"2022","(CAH11) computing","All","England","All","270","2510","730","3515"
"2022","(CAH11) computing","All","Northern Ireland","All","5","20","0","30"
"2022","(CAH11) computing","All","Wales","All","5","50","25","80"
"2023","(CAH11) computing","All","England","All","0","1580","580","2160"
"2023","(CAH11) computing","All","Northern Ireland","All","0","10","5","15"
"2023","(CAH11) computing","All","Wales","All","0","30","30","60"
"2019","(CAH26) geography, earth and environmental studies","All","England","All","2560","430","530","3520"
"2019","(CAH26) geography, earth and environmental studies","All","Northern Ireland","All","20","5","5","30"
"2019","(CAH26) geography, earth and environmental studies","All","Wales","All","110","35","10","160"
"2020","(CAH26) geography, earth and environmental studies","All","England","All","760","1190","945","2895"
"2020","(CAH26) geography, earth and environmental studies","All","Northern Ireland","All","5","5","25","35"
"2020","(CAH26) geography, earth and environmental studies","All","Wales","All","15","35","90","135"
"2021","(CAH26) geography, earth and environmental studies","All","England","All","0","560","75","635"
"2021","(CAH26) geography, earth and environmental studies","All","Northern Ireland","All","0","5","0","5"
"2021","(CAH26) geography, earth and environmental studies","All","Wales","All","0","50","5","50"
"2022","(CAH26) geography, earth and environmental studies","All","England","All","60","565","295","920"
"2022","(CAH26) geography, earth and environmental studies","All","Northern Ireland","All","5","5","0","10"
"2022","(CAH26) geography, earth and environmental studies","All","Wales","All","0","35","30","65"
"2023","(CAH26) geography, earth and environmental studies","All","England","All","0","295","250","545"
"2023","(CAH26) geography, earth and environmental studies","All","Wales","All","0","5","15","20"
"2019","(CAH07) physical sciences","All","England","All","2355","490","340","3185"
"2019","(CAH07) physical sciences","All","Northern Ireland","All","20","5","5","30"
"2019","(CAH07) physical sciences","All","Wales","All","80","70","10","160"
"2020","(CAH07) physical sciences","All","England","All","995","1735","750","3475"
"2020","(CAH07) physical sciences","All","Northern Ireland","All","5","15","20","40"
"2020","(CAH07) physical sciences","All","Wales","All","30","135","30","195"
"2021","(CAH07) physical sciences","All","England","All","0","535","115","650"
"2021","(CAH07) physical sciences","All","Northern Ireland","All","0","10","0","10"
"2021","(CAH07) physical sciences","All","Wales","All","0","115","0","115"
"2022","(CAH07) physical sciences","All","England","All","225","740","300","1265"
"2022","(CAH07) physical sciences","All","Northern Ireland","All","5","10","0","15"
"2022","(CAH07) physical sciences","All","Wales","All","5","15","5","25"
"2023","(CAH07) physical sciences","All","England","All","0","795","260","1055"
"2023","(CAH07) physical sciences","All","Northern Ireland","All","0","10","0","10"
"2023","(CAH07) physical sciences","All","Wales","All","0","5","5","10"
"2019","(CAH04) psychology","All","England","All","6355","2495","1615","10465"
"2019","(CAH04) psychology","All","Northern Ireland","All","35","25","20","80"
"2019","(CAH04) psychology","All","Wales","All","140","155","55","350"
"2020","(CAH04) psychology","All","England","All","3140","5340","3790","12270"
"2020","(CAH04) psychology","All","Northern Ireland","All","15","35","185","235"
"2020","(CAH04) psychology","All","Wales","All","40","220","270","530"
"2021","(CAH04) psychology","All","England","All","0","1915","255","2170"
"2021","(CAH04) psychology","All","Northern Ireland","All","0","15","0","20"
"2021","(CAH04) psychology","All","Wales","All","0","225","35","260"
"2022","(CAH04) psychology","All","England","All","380","3095","570","4045"
"2022","(CAH04) psychology","All","Northern Ireland","All","5","20","5","25"
"2022","(CAH04) psychology","All","Wales","All","5","70","70","140"
"2023","(CAH04) psychology","All","England","All","0","2080","435","2520"
"2023","(CAH04) psychology","All","Northern Ireland","All","0","15","0","15"
"2023","(CAH04) psychology","All","Wales","All","0","15","35","50"
"2019","(CAH09) mathematical sciences","All","England","All","890","140","105","1135"
"2019","(CAH09) mathematical sciences","All","Northern Ireland","All","35","5","5","40"
"2019","(CAH09) mathematical sciences","All","Wales","All","25","15","0","35"
"2020","(CAH09) mathematical sciences","All","England","All","475","450","370","1295"
"2020","(CAH09) mathematical sciences","All","Northern Ireland","All","5","25","30","65"
"2020","(CAH09) mathematical sciences","All","Wales","All","20","20","30","70"
"2021","(CAH09) mathematical sciences","All","England","All","0","130","35","165"
"2021","(CAH09) mathematical sciences","All","Northern Ireland","All","0","40","0","40"
"2021","(CAH09) mathematical sciences","All","Wales","All","0","20","5","25"
"2022","(CAH09) mathematical sciences","All","England","All","60","120","125","305"
"2022","(CAH09) mathematical sciences","All","Wales","All","0","0","15","15"
"2023","(CAH09) mathematical sciences","All","England","All","0","165","75","240"
"2023","(CAH09) mathematical sciences","All","Wales","All","0","0","5","10"
"2019","(CAH22) education and teaching","All","England","All","1030","615","470","2115"
"2019","(CAH22) education and teaching","All","Northern Ireland","All","15","10","5","25"
"2019","(CAH22) education and teaching","All","Wales","All","10","60","20","85"
"2020","(CAH22) education and teaching","All","England","All","545","1010","1485","3035"
"2020","(CAH22) education and teaching","All","Northern Ireland","All","0","10","295","310"
"2020","(CAH22) education and teaching","All","Wales","All","5","80","205","295"
"2021","(CAH22) education and teaching","All","England","All","0","410","30","440"
"2021","(CAH22) education and teaching","All","Northern Ireland","All","0","5","0","5"
"2021","(CAH22) education and teaching","All","Wales","All","0","50","5","50"
"2022","(CAH22) education and teaching","All","England","All","35","600","100","730"
"2022","(CAH22) education and teaching","All","Northern Ireland","All","0","5","0","5"
"2022","(CAH22) education and teaching","All","Wales","All","0","15","15","30"
"2023","(CAH22) education and teaching","All","England","All","0","465","65","530"
"2023","(CAH22) education and teaching","All","Northern Ireland","All","0","5","0","5"
"2023","(CAH22) education and teaching","All","Wales","All","0","5","10","10"
"2019","(CAH06) agriculture, food and related studies","All","England","All","395","165","90","645"
"2019","(CAH06) agriculture, food and related studies","All","Northern Ireland","All","10","0","0","15"
"2019","(CAH06) agriculture, food and related studies","All","Wales","All","10","10","5","20"
"2020","(CAH06) agriculture, food and related studies","All","England","All","170","255","125","550"
"2020","(CAH06) agriculture, food and related studies","All","Northern Ireland","All","0","20","10","30"
"2020","(CAH06) agriculture, food and related studies","All","Wales","All","0","15","85","100"
"2021","(CAH06) agriculture, food and related studies","All","England","All","0","60","50","110"
"2021","(CAH06) agriculture, food and related studies","All","Northern Ireland","All","0","0","0","5"
"2022","(CAH06) agriculture, food and related studies","All","England","All","0","175","55","235"
"2022","(CAH06) agriculture, food and related studies","All","Northern Ireland","All","0","0","0","5"
"2022","(CAH06) agriculture, food and related studies","All","Wales","All","0","10","20","30"
"2023","(CAH06) agriculture, food and related studies","All","England","All","0","155","15","170"
"2023","(CAH06) agriculture, food and related studies","All","Northern Ireland","All","0","5","0","5"
"2023","(CAH06) agriculture, food and related studies","All","Wales","All","0","0","10","10"
"2019","(CAH16) law","All","England","All","5675","1990","1185","8845"
"2019","(CAH16) law","All","Northern Ireland","All","35","20","10","60"
"2019","(CAH16) law","All","Wales","All","115","200","25","335"
"2020","(CAH16) law","All","England","All","2750","4445","3125","10325"
"2020","(CAH16) law","All","Northern Ireland","All","20","25","105","145"
"2020","(CAH16) law","All","Wales","All","45","240","310","595"
"2021","(CAH16) law","All","England","All","0","1410","175","1585"
"2021","(CAH16) law","All","Northern Ireland","All","0","15","0","15"
"2021","(CAH16) law","All","Wales","All","0","230","25","255"
"2022","(CAH16) law","All","England","All","410","2360","665","3430"
"2022","(CAH16) law","All","Northern Ireland","All","0","15","5","15"
"2022","(CAH16) law","All","Wales","All","5","65","65","135"
"2023","(CAH16) law","All","England","All","0","1830","465","2295"
"2023","(CAH16) law","All","Northern Ireland","All","0","5","0","5"
"2023","(CAH16) law","All","Wales","All","0","10","15","30"
"2019","(CAH05) veterinary sciences","All","England","All","5","0","0","5"
"2020","(CAH05) veterinary sciences","All","England","All","0","40","5","45"
"2020","(CAH05) veterinary sciences","All","Northern Ireland","All","0","5","0","5"
"2020","(CAH05) veterinary sciences","All","Wales","All","0","5","0","5"
"2021","(CAH05) veterinary sciences","All","England","All","0","10","0","10"
"2022","(CAH05) veterinary sciences","All","England","All","0","5","5","10"
"2023","(CAH05) veterinary sciences","All","England","All","0","5","10","15"
"2019","All","All","England","All","79875","32210","19420","131505"
"2019","All","All","Northern Ireland","All","670","355","220","1240"
"2019","All","All","Wales","All","2015","2420","620","5055"
"2020","All","All","England","All","33625","65460","46145","145235"
"2020","All","All","Northern Ireland","All","205","630","2605","3440"
"2020","All","All","Wales","All","515","3045","4045","7605"
"2021","All","All","England","All","5","27110","5060","32170"
"2021","All","All","Northern Ireland","All","0","350","45","395"
"2021","All","All","Wales","All","0","2810","525","3335"
"2022","All","All","England","All","5035","40045","8900","53980"
"2022","All","All","Northern Ireland","All","45","300","55","400"
"2022","All","All","Wales","All","110","1230","830","2170"
"2023","All","All","England","All","0","27660","8205","35860"
"2023","All","All","Northern Ireland","All","0","175","55","230"
"2023","All","All","Wales","All","0","625","390","1015"
"2019","(CAH25) design, and creative and performing arts","18","All","All","7225","7695","2210","17130"
"2020","(CAH25) design, and creative and performing arts","18","All","All","3665","10600","5720","19985"
"2021","(CAH25) design, and creative and performing arts","18","All","All","0","9550","2075","11625"
"2022","(CAH25) design, and creative and performing arts","18","All","All","465","12410","1140","14010"
"2023","(CAH25) design, and creative and performing arts","18","All","All","0","7660","2680","10340"
"2019","(CAH10) engineering and technology","18","All","All","3705","1005","805","5515"
"2020","(CAH10) engineering and technology","18","All","All","1100","2130","2305","5535"
"2021","(CAH10) engineering and technology","18","All","All","0","960","70","1030"
"2022","(CAH10) engineering and technology","18","All","All","300","980","285","1565"
"2023","(CAH10) engineering and technology","18","All","All","0","595","350","945"
"2019","(CAH02) subjects allied to medicine","18","All","All","3400","1380","830","5610"
"2020","(CAH02) subjects allied to medicine","18","All","All","990","2690","2115","5800"
"2021","(CAH02) subjects allied to medicine","18","All","All","0","1180","130","1310"
"2022","(CAH02) subjects allied to medicine","18","All","All","255","1635","375","2265"
"2023","(CAH02) subjects allied to medicine","18","All","All","0","930","310","1240"
"2019","(CAH19) language and area studies","18","All","All","5400","945","950","7290"
"2020","(CAH19) language and area studies","18","All","All","1310","2640","1670","5620"
"2021","(CAH19) language and area studies","18","All","All","0","905","75","975"
"2022","(CAH19) language and area studies","18","All","All","110","805","385","1305"
"2023","(CAH19) language and area studies","18","All","All","0","760","250","1010"
"2019","(CAH24) media, journalism and communications","18","All","All","3245","1420","790","5455"
"2020","(CAH24) media, journalism and communications","18","All","All","1515","2930","1595","6040"
"2021","(CAH24) media, journalism and communications","18","All","All","0","1095","175","1270"
"2022","(CAH24) media, journalism and communications","18","All","All","230","1795","275","2300"
"2023","(CAH24) media, journalism and communications","18","All","All","0","1230","315","1540"
"2019","(CAH23) combined and general studies","18","All","All","350","60","15","430"
"2020","(CAH23) combined and general studies","18","All","All","30","130","85","245"
"2021","(CAH23) combined and general studies","18","All","All","0","60","10","70"
"2022","(CAH23) combined and general studies","18","All","All","15","85","15","115"
"2023","(CAH23) combined and general studies","18","All","All","0","65","5","70"
"2019","(CAH17) business and management","18","All","All","11875","4820","3215","19915"
"2020","(CAH17) business and management","18","All","All","5990","10640","8930","25560"
"2021","(CAH17) business and management","18","All","All","0","3140","685","3830"
