"Year","Tariff group of provider released from","Tariff group of provider accepted to","Age group","Domicile","Gender","Placed after self-releasing"
"2021","Higher tariff","Higher tariff","All","Northern Ireland","Male","5"
"2022","Higher tariff","Higher tariff","All","Northern Ireland","Male","10"
"2023","Higher tariff","Higher tariff","All","Northern Ireland","Male","5"
"2019","N/A","N/A","All","England","Male","120"
"2020","N/A","N/A","All","England","Male","75"
"2021","N/A","N/A","All","England","Male","90"
"2022","N/A","N/A","All","England","Male","100"
"2023","N/A","N/A","All","England","Male","130"
"2019","Lower tariff","Lower tariff","All","England","Male","1685"
"2020","Lower tariff","Lower tariff","All","England","Male","1805"
"2021","Lower tariff","Lower tariff","All","England","Male","1710"
"2022","Lower tariff","Lower tariff","All","England","Male","1980"
"2023","Lower tariff","Lower tariff","All","England","Male","2035"
"2019","Medium tariff","Lower tariff","All","England","Male","705"
"2020","Medium tariff","Lower tariff","All","England","Male","620"
"2021","Medium tariff","Lower tariff","All","England","Male","750"
"2022","Medium tariff","Lower tariff","All","England","Male","870"
"2023","Medium tariff","Lower tariff","All","England","Male","885"
"2019","Higher tariff","Lower tariff","All","England","Male","110"
"2020","Higher tariff","Lower tariff","All","England","Male","80"
"2021","Higher tariff","Lower tariff","All","England","Male","120"
"2022","Higher tariff","Lower tariff","All","England","Male","135"
"2023","Higher tariff","Lower tariff","All","England","Male","135"
"2019","Lower tariff","Medium tariff","All","England","Male","990"
"2020","Lower tariff","Medium tariff","All","England","Male","1460"
"2021","Lower tariff","Medium tariff","All","England","Male","1080"
"2022","Lower tariff","Medium tariff","All","England","Male","1180"
"2023","Lower tariff","Medium tariff","All","England","Male","1230"
"2019","Medium tariff","Medium tariff","All","England","Male","1410"
"2020","Medium tariff","Medium tariff","All","England","Male","1935"
"2021","Medium tariff","Medium tariff","All","England","Male","1525"
"2022","Medium tariff","Medium tariff","All","England","Male","1760"
"2023","Medium tariff","Medium tariff","All","England","Male","2015"
"2019","Higher tariff","Medium tariff","All","England","Male","265"
"2020","Higher tariff","Medium tariff","All","England","Male","380"
"2021","Higher tariff","Medium tariff","All","England","Male","310"
"2022","Higher tariff","Medium tariff","All","England","Male","360"
"2023","Higher tariff","Medium tariff","All","England","Male","435"
"2019","Lower tariff","Higher tariff","All","England","Male","220"
"2020","Lower tariff","Higher tariff","All","England","Male","500"
"2021","Lower tariff","Higher tariff","All","England","Male","180"
"2022","Lower tariff","Higher tariff","All","England","Male","185"
"2023","Lower tariff","Higher tariff","All","England","Male","195"
"2019","Medium tariff","Higher tariff","All","England","Male","745"
"2020","Medium tariff","Higher tariff","All","England","Male","1745"
"2021","Medium tariff","Higher tariff","All","England","Male","590"
"2022","Medium tariff","Higher tariff","All","England","Male","555"
"2023","Medium tariff","Higher tariff","All","England","Male","645"
"2019","Higher tariff","Higher tariff","All","England","Male","685"
"2020","Higher tariff","Higher tariff","All","England","Male","1945"
"2021","Higher tariff","Higher tariff","All","England","Male","390"
"2022","Higher tariff","Higher tariff","All","England","Male","450"
"2023","Higher tariff","Higher tariff","All","England","Male","825"
"2019","N/A","N/A","All","Scotland","Male","5"
"2021","N/A","N/A","All","Scotland","Male","5"
"2023","N/A","N/A","All","Scotland","Male","5"
"2021","Medium tariff","Lower tariff","All","Scotland","Male","5"
"2022","Medium tariff","Lower tariff","All","Scotland","Male","5"
"2020","Lower tariff","Medium tariff","All","Scotland","Male","5"
"2022","Lower tariff","Medium tariff","All","Scotland","Male","5"
"2023","Lower tariff","Medium tariff","All","Scotland","Male","5"
"2019","Medium tariff","Medium tariff","All","Scotland","Male","75"
"2020","Medium tariff","Medium tariff","All","Scotland","Male","90"
"2021","Medium tariff","Medium tariff","All","Scotland","Male","40"
"2022","Medium tariff","Medium tariff","All","Scotland","Male","90"
"2023","Medium tariff","Medium tariff","All","Scotland","Male","95"
"2019","Higher tariff","Medium tariff","All","Scotland","Male","10"
"2020","Higher tariff","Medium tariff","All","Scotland","Male","20"
"2021","Higher tariff","Medium tariff","All","Scotland","Male","20"
"2022","Higher tariff","Medium tariff","All","Scotland","Male","35"
"2023","Higher tariff","Medium tariff","All","Scotland","Male","45"
"2019","Medium tariff","Higher tariff","All","Scotland","Male","30"
"2020","Medium tariff","Higher tariff","All","Scotland","Male","65"
"2021","Medium tariff","Higher tariff","All","Scotland","Male","25"
"2022","Medium tariff","Higher tariff","All","Scotland","Male","20"
"2023","Medium tariff","Higher tariff","All","Scotland","Male","50"
"2019","Higher tariff","Higher tariff","All","Scotland","Male","25"
"2020","Higher tariff","Higher tariff","All","Scotland","Male","60"
"2021","Higher tariff","Higher tariff","All","Scotland","Male","20"
"2022","Higher tariff","Higher tariff","All","Scotland","Male","25"
"2023","Higher tariff","Higher tariff","All","Scotland","Male","40"
"2019","N/A","N/A","All","Wales","Male","5"
"2020","N/A","N/A","All","Wales","Male","5"
"2021","N/A","N/A","All","Wales","Male","5"
"2022","N/A","N/A","All","Wales","Male","5"
"2023","N/A","N/A","All","Wales","Male","5"
"2019","Lower tariff","Lower tariff","All","Wales","Male","30"
"2020","Lower tariff","Lower tariff","All","Wales","Male","40"
"2021","Lower tariff","Lower tariff","All","Wales","Male","45"
"2022","Lower tariff","Lower tariff","All","Wales","Male","55"
"2023","Lower tariff","Lower tariff","All","Wales","Male","45"
"2019","Medium tariff","Lower tariff","All","Wales","Male","25"
"2020","Medium tariff","Lower tariff","All","Wales","Male","25"
"2021","Medium tariff","Lower tariff","All","Wales","Male","30"
"2022","Medium tariff","Lower tariff","All","Wales","Male","35"
"2023","Medium tariff","Lower tariff","All","Wales","Male","25"
"2019","Higher tariff","Lower tariff","All","Wales","Male","5"
"2021","Higher tariff","Lower tariff","All","Wales","Male","5"
"2022","Higher tariff","Lower tariff","All","Wales","Male","10"
"2023","Higher tariff","Lower tariff","All","Wales","Male","10"
"2019","Lower tariff","Medium tariff","All","Wales","Male","35"
"2020","Lower tariff","Medium tariff","All","Wales","Male","35"
"2021","Lower tariff","Medium tariff","All","Wales","Male","25"
"2022","Lower tariff","Medium tariff","All","Wales","Male","30"
"2023","Lower tariff","Medium tariff","All","Wales","Male","30"
"2019","Medium tariff","Medium tariff","All","Wales","Male","50"
"2020","Medium tariff","Medium tariff","All","Wales","Male","50"
"2021","Medium tariff","Medium tariff","All","Wales","Male","35"
"2022","Medium tariff","Medium tariff","All","Wales","Male","50"
"2023","Medium tariff","Medium tariff","All","Wales","Male","40"
"2019","Higher tariff","Medium tariff","All","Wales","Male","15"
"2020","Higher tariff","Medium tariff","All","Wales","Male","15"
"2021","Higher tariff","Medium tariff","All","Wales","Male","20"
"2022","Higher tariff","Medium tariff","All","Wales","Male","15"
"2023","Higher tariff","Medium tariff","All","Wales","Male","25"
"2019","Lower tariff","Higher tariff","All","Wales","Male","15"
"2020","Lower tariff","Higher tariff","All","Wales","Male","35"
"2021","Lower tariff","Higher tariff","All","Wales","Male","5"
"2022","Lower tariff","Higher tariff","All","Wales","Male","10"
"2023","Lower tariff","Higher tariff","All","Wales","Male","10"
"2019","Medium tariff","Higher tariff","All","Wales","Male","35"
"2020","Medium tariff","Higher tariff","All","Wales","Male","65"
"2021","Medium tariff","Higher tariff","All","Wales","Male","15"
"2022","Medium tariff","Higher tariff","All","Wales","Male","20"
"2023","Medium tariff","Higher tariff","All","Wales","Male","20"
"2019","Higher tariff","Higher tariff","All","Wales","Male","15"
"2020","Higher tariff","Higher tariff","All","Wales","Male","65"
"2021","Higher tariff","Higher tariff","All","Wales","Male","10"
"2022","Higher tariff","Higher tariff","All","Wales","Male","30"
"2023","Higher tariff","Higher tariff","All","Wales","Male","30"
"2019","N/A","N/A","All","Not EU","Male","15"
"2020","N/A","N/A","All","Not EU","Male","10"
"2021","N/A","N/A","All","Not EU","Male","15"
"2022","N/A","N/A","All","Not EU","Male","15"
"2023","N/A","N/A","All","Not EU","Male","15"
"2019","Lower tariff","Lower tariff","All","Not EU","Male","20"
"2020","Lower tariff","Lower tariff","All","Not EU","Male","20"
"2021","Lower tariff","Lower tariff","All","Not EU","Male","15"
"2022","Lower tariff","Lower tariff","All","Not EU","Male","15"
"2023","Lower tariff","Lower tariff","All","Not EU","Male","25"
"2019","Medium tariff","Lower tariff","All","Not EU","Male","20"
"2020","Medium tariff","Lower tariff","All","Not EU","Male","15"
"2021","Medium tariff","Lower tariff","All","Not EU","Male","15"
"2022","Medium tariff","Lower tariff","All","Not EU","Male","20"
"2023","Medium tariff","Lower tariff","All","Not EU","Male","15"
"2019","Higher tariff","Lower tariff","All","Not EU","Male","5"
"2020","Higher tariff","Lower tariff","All","Not EU","Male","10"
"2021","Higher tariff","Lower tariff","All","Not EU","Male","5"
"2022","Higher tariff","Lower tariff","All","Not EU","Male","5"
"2023","Higher tariff","Lower tariff","All","Not EU","Male","10"
"2019","Lower tariff","Medium tariff","All","Not EU","Male","35"
"2020","Lower tariff","Medium tariff","All","Not EU","Male","50"
"2021","Lower tariff","Medium tariff","All","Not EU","Male","25"
"2022","Lower tariff","Medium tariff","All","Not EU","Male","35"
"2023","Lower tariff","Medium tariff","All","Not EU","Male","35"
"2019","Medium tariff","Medium tariff","All","Not EU","Male","75"
"2020","Medium tariff","Medium tariff","All","Not EU","Male","105"
"2021","Medium tariff","Medium tariff","All","Not EU","Male","90"
"2022","Medium tariff","Medium tariff","All","Not EU","Male","55"
"2023","Medium tariff","Medium tariff","All","Not EU","Male","70"
"2019","Higher tariff","Medium tariff","All","Not EU","Male","35"
"2020","Higher tariff","Medium tariff","All","Not EU","Male","50"
"2021","Higher tariff","Medium tariff","All","Not EU","Male","35"
"2022","Higher tariff","Medium tariff","All","Not EU","Male","50"
"2023","Higher tariff","Medium tariff","All","Not EU","Male","45"
"2019","Lower tariff","Higher tariff","All","Not EU","Male","10"
"2020","Lower tariff","Higher tariff","All","Not EU","Male","20"
"2021","Lower tariff","Higher tariff","All","Not EU","Male","15"
"2022","Lower tariff","Higher tariff","All","Not EU","Male","15"
"2023","Lower tariff","Higher tariff","All","Not EU","Male","10"
"2019","Medium tariff","Higher tariff","All","Not EU","Male","110"
"2020","Medium tariff","Higher tariff","All","Not EU","Male","150"
"2021","Medium tariff","Higher tariff","All","Not EU","Male","75"
"2022","Medium tariff","Higher tariff","All","Not EU","Male","55"
"2023","Medium tariff","Higher tariff","All","Not EU","Male","70"
"2019","Higher tariff","Higher tariff","All","Not EU","Male","140"
"2020","Higher tariff","Higher tariff","All","Not EU","Male","485"
"2021","Higher tariff","Higher tariff","All","Not EU","Male","115"
"2022","Higher tariff","Higher tariff","All","Not EU","Male","115"
"2023","Higher tariff","Higher tariff","All","Not EU","Male","170"
"2019","N/A","N/A","All","EU (excluding UK)","Male","10"
"2020","N/A","N/A","All","EU (excluding UK)","Male","5"
"2021","N/A","N/A","All","EU (excluding UK)","Male","5"
"2019","Lower tariff","Lower tariff","All","EU (excluding UK)","Male","30"
"2020","Lower tariff","Lower tariff","All","EU (excluding UK)","Male","25"
"2021","Lower tariff","Lower tariff","All","EU (excluding UK)","Male","15"
"2022","Lower tariff","Lower tariff","All","EU (excluding UK)","Male","10"
"2023","Lower tariff","Lower tariff","All","EU (excluding UK)","Male","10"
"2019","Medium tariff","Lower tariff","All","EU (excluding UK)","Male","15"
"2020","Medium tariff","Lower tariff","All","EU (excluding UK)","Male","10"
"2021","Medium tariff","Lower tariff","All","EU (excluding UK)","Male","5"
"2023","Medium tariff","Lower tariff","All","EU (excluding UK)","Male","5"
"2019","Lower tariff","Medium tariff","All","EU (excluding UK)","Male","25"
"2020","Lower tariff","Medium tariff","All","EU (excluding UK)","Male","30"
"2021","Lower tariff","Medium tariff","All","EU (excluding UK)","Male","10"
"2022","Lower tariff","Medium tariff","All","EU (excluding UK)","Male","5"
"2023","Lower tariff","Medium tariff","All","EU (excluding UK)","Male","10"
"2019","Medium tariff","Medium tariff","All","EU (excluding UK)","Male","35"
"2020","Medium tariff","Medium tariff","All","EU (excluding UK)","Male","50"
"2021","Medium tariff","Medium tariff","All","EU (excluding UK)","Male","15"
"2022","Medium tariff","Medium tariff","All","EU (excluding UK)","Male","15"
"2023","Medium tariff","Medium tariff","All","EU (excluding UK)","Male","10"
"2019","Higher tariff","Medium tariff","All","EU (excluding UK)","Male","15"
"2020","Higher tariff","Medium tariff","All","EU (excluding UK)","Male","15"
"2021","Higher tariff","Medium tariff","All","EU (excluding UK)","Male","5"
"2022","Higher tariff","Medium tariff","All","EU (excluding UK)","Male","5"
"2023","Higher tariff","Medium tariff","All","EU (excluding UK)","Male","10"
"2019","Lower tariff","Higher tariff","All","EU (excluding UK)","Male","5"
"2020","Lower tariff","Higher tariff","All","EU (excluding UK)","Male","5"
"2019","Medium tariff","Higher tariff","All","EU (excluding UK)","Male","35"
"2020","Medium tariff","Higher tariff","All","EU (excluding UK)","Male","55"
"2021","Medium tariff","Higher tariff","All","EU (excluding UK)","Male","10"
"2022","Medium tariff","Higher tariff","All","EU (excluding UK)","Male","5"
"2023","Medium tariff","Higher tariff","All","EU (excluding UK)","Male","5"
"2019","Higher tariff","Higher tariff","All","EU (excluding UK)","Male","35"
"2020","Higher tariff","Higher tariff","All","EU (excluding UK)","Male","120"
"2021","Higher tariff","Higher tariff","All","EU (excluding UK)","Male","5"
"2022","Higher tariff","Higher tariff","All","EU (excluding UK)","Male","10"
"2023","Higher tariff","Higher tariff","All","EU (excluding UK)","Male","20"
"2019","All","N/A","All","Northern Ireland","Female","5"
"2020","All","N/A","All","Northern Ireland","Female","5"
"2022","All","N/A","All","Northern Ireland","Female","10"
"2023","All","N/A","All","Northern Ireland","Female","10"
"2019","All","Lower tariff","All","Northern Ireland","Female","140"
"2020","All","Lower tariff","All","Northern Ireland","Female","115"
"2021","All","Lower tariff","All","Northern Ireland","Female","170"
"2022","All","Lower tariff","All","Northern Ireland","Female","215"
"2023","All","Lower tariff","All","Northern Ireland","Female","160"
"2019","All","Medium tariff","All","Northern Ireland","Female","95"
"2020","All","Medium tariff","All","Northern Ireland","Female","170"
"2021","All","Medium tariff","All","Northern Ireland","Female","90"
"2022","All","Medium tariff","All","Northern Ireland","Female","90"
"2023","All","Medium tariff","All","Northern Ireland","Female","115"
"2019","All","Higher tariff","All","Northern Ireland","Female","35"
"2020","All","Higher tariff","All","Northern Ireland","Female","55"
"2021","All","Higher tariff","All","Northern Ireland","Female","25"
"2022","All","Higher tariff","All","Northern Ireland","Female","30"
"2023","All","Higher tariff","All","Northern Ireland","Female","15"
"2019","All","N/A","All","England","Female","170"
"2020","All","N/A","All","England","Female","145"
"2021","All","N/A","All","England","Female","125"
"2022","All","N/A","All","England","Female","140"
"2023","All","N/A","All","England","Female","190"
"2019","All","Lower tariff","All","England","Female","3695"
"2020","All","Lower tariff","All","England","Female","3790"
"2021","All","Lower tariff","All","England","Female","3705"
"2022","All","Lower tariff","All","England","Female","4325"
"2023","All","Lower tariff","All","England","Female","4460"
"2019","All","Medium tariff","All","England","Female","3155"
"2020","All","Medium tariff","All","England","Female","4120"
"2021","All","Medium tariff","All","England","Female","3490"
"2022","All","Medium tariff","All","England","Female","4055"
"2023","All","Medium tariff","All","England","Female","4460"
"2019","All","Higher tariff","All","England","Female","1970"
"2020","All","Higher tariff","All","England","Female","5060"
"2021","All","Higher tariff","All","England","Female","1270"
"2022","All","Higher tariff","All","England","Female","1545"
"2023","All","Higher tariff","All","England","Female","2000"
"2019","All","N/A","All","Scotland","Female","5"
"2020","All","N/A","All","Scotland","Female","5"
"2019","All","Lower tariff","All","Scotland","Female","5"
"2020","All","Lower tariff","All","Scotland","Female","10"
"2021","All","Lower tariff","All","Scotland","Female","5"
"2022","All","Lower tariff","All","Scotland","Female","5"
"2023","All","Lower tariff","All","Scotland","Female","5"
"2019","All","Medium tariff","All","Scotland","Female","110"
"2020","All","Medium tariff","All","Scotland","Female","175"
"2021","All","Medium tariff","All","Scotland","Female","100"
"2022","All","Medium tariff","All","Scotland","Female","165"
"2023","All","Medium tariff","All","Scotland","Female","225"
"2019","All","Higher tariff","All","Scotland","Female","70"
"2020","All","Higher tariff","All","Scotland","Female","150"
"2021","All","Higher tariff","All","Scotland","Female","45"
"2022","All","Higher tariff","All","Scotland","Female","65"
"2023","All","Higher tariff","All","Scotland","Female","95"
"2019","All","N/A","All","Wales","Female","5"
"2020","All","N/A","All","Wales","Female","5"
"2021","All","N/A","All","Wales","Female","5"
"2022","All","N/A","All","Wales","Female","5"
"2023","All","N/A","All","Wales","Female","5"
"2019","All","Lower tariff","All","Wales","Female","125"
"2020","All","Lower tariff","All","Wales","Female","115"
"2021","All","Lower tariff","All","Wales","Female","145"
"2022","All","Lower tariff","All","Wales","Female","175"
"2023","All","Lower tariff","All","Wales","Female","140"
"2019","All","Medium tariff","All","Wales","Female","125"
"2020","All","Medium tariff","All","Wales","Female","125"
"2021","All","Medium tariff","All","Wales","Female","115"
"2022","All","Medium tariff","All","Wales","Female","160"
"2023","All","Medium tariff","All","Wales","Female","130"
"2019","All","Higher tariff","All","Wales","Female","90"
"2020","All","Higher tariff","All","Wales","Female","230"
"2021","All","Higher tariff","All","Wales","Female","35"
"2022","All","Higher tariff","All","Wales","Female","60"
"2023","All","Higher tariff","All","Wales","Female","90"
"2019","All","N/A","All","Not EU","Female","25"
"2020","All","N/A","All","Not EU","Female","30"
"2021","All","N/A","All","Not EU","Female","10"
"2022","All","N/A","All","Not EU","Female","15"
"2023","All","N/A","All","Not EU","Female","15"
"2019","All","Lower tariff","All","Not EU","Female","55"
"2020","All","Lower tariff","All","Not EU","Female","30"
"2021","All","Lower tariff","All","Not EU","Female","35"
"2022","All","Lower tariff","All","Not EU","Female","40"
"2023","All","Lower tariff","All","Not EU","Female","55"
"2019","All","Medium tariff","All","Not EU","Female","145"
"2020","All","Medium tariff","All","Not EU","Female","150"
"2021","All","Medium tariff","All","Not EU","Female","120"
"2022","All","Medium tariff","All","Not EU","Female","170"
"2023","All","Medium tariff","All","Not EU","Female","170"
"2019","All","Higher tariff","All","Not EU","Female","275"
"2020","All","Higher tariff","All","Not EU","Female","665"
"2021","All","Higher tariff","All","Not EU","Female","190"
"2022","All","Higher tariff","All","Not EU","Female","190"
"2023","All","Higher tariff","All","Not EU","Female","245"
"2019","All","N/A","All","EU (excluding UK)","Female","10"
"2020","All","N/A","All","EU (excluding UK)","Female","10"
"2021","All","N/A","All","EU (excluding UK)","Female","5"
"2023","All","N/A","All","EU (excluding UK)","Female","5"
"2019","All","Lower tariff","All","EU (excluding UK)","Female","65"
"2020","All","Lower tariff","All","EU (excluding UK)","Female","75"
"2021","All","Lower tariff","All","EU (excluding UK)","Female","40"
"2022","All","Lower tariff","All","EU (excluding UK)","Female","25"
"2023","All","Lower tariff","All","EU (excluding UK)","Female","25"
"2019","All","Medium tariff","All","EU (excluding UK)","Female","85"
"2020","All","Medium tariff","All","EU (excluding UK)","Female","125"
"2021","All","Medium tariff","All","EU (excluding UK)","Female","35"
"2022","All","Medium tariff","All","EU (excluding UK)","Female","50"
"2023","All","Medium tariff","All","EU (excluding UK)","Female","45"
"2019","All","Higher tariff","All","EU (excluding UK)","Female","85"
"2020","All","Higher tariff","All","EU (excluding UK)","Female","190"
"2021","All","Higher tariff","All","EU (excluding UK)","Female","30"
"2022","All","Higher tariff","All","EU (excluding UK)","Female","25"
"2023","All","Higher tariff","All","EU (excluding UK)","Female","35"
"2019","All","N/A","All","Northern Ireland","Male","5"
"2020","All","N/A","All","Northern Ireland","Male","5"
"2021","All","N/A","All","Northern Ireland","Male","5"
"2022","All","N/A","All","Northern Ireland","Male","5"
"2023","All","N/A","All","Northern Ireland","Male","5"
"2019","All","Lower tariff","All","Northern Ireland","Male","80"
"2020","All","Lower tariff","All","Northern Ireland","Male","90"
"2021","All","Lower tariff","All","Northern Ireland","Male","80"
"2022","All","Lower tariff","All","Northern Ireland","Male","145"
"2023","All","Lower tariff","All","Northern Ireland","Male","90"
"2019","All","Medium tariff","All","Northern Ireland","Male","65"
"2020","All","Medium tariff","All","Northern Ireland","Male","105"
"2021","All","Medium tariff","All","Northern Ireland","Male","50"
"2022","All","Medium tariff","All","Northern Ireland","Male","40"
"2023","All","Medium tariff","All","Northern Ireland","Male","60"
"2019","All","Higher tariff","All","Northern Ireland","Male","20"
"2020","All","Higher tariff","All","Northern Ireland","Male","35"
"2021","All","Higher tariff","All","Northern Ireland","Male","25"
"2022","All","Higher tariff","All","Northern Ireland","Male","20"
"2023","All","Higher tariff","All","Northern Ireland","Male","15"
"2019","All","N/A","All","England","Male","120"
"2020","All","N/A","All","England","Male","75"
"2021","All","N/A","All","England","Male","90"
"2022","All","N/A","All","England","Male","100"
"2023","All","N/A","All","England","Male","130"
"2019","All","Lower tariff","All","England","Male","2500"
"2020","All","Lower tariff","All","England","Male","2505"
"2021","All","Lower tariff","All","England","Male","2580"
"2022","All","Lower tariff","All","England","Male","2990"
"2023","All","Lower tariff","All","England","Male","3055"
"2019","All","Medium tariff","All","England","Male","2665"
"2020","All","Medium tariff","All","England","Male","3775"
"2021","All","Medium tariff","All","England","Male","2915"
"2022","All","Medium tariff","All","England","Male","3300"
"2023","All","Medium tariff","All","England","Male","3680"
"2019","All","Higher tariff","All","England","Male","1650"
"2020","All","Higher tariff","All","England","Male","4190"
"2021","All","Higher tariff","All","England","Male","1160"
"2022","All","Higher tariff","All","England","Male","1185"
"2023","All","Higher tariff","All","England","Male","1665"
"2019","All","N/A","All","Scotland","Male","5"
"2021","All","N/A","All","Scotland","Male","5"
"2023","All","N/A","All","Scotland","Male","5"
"2019","All","Lower tariff","All","Scotland","Male","5"
"2021","All","Lower tariff","All","Scotland","Male","5"
"2022","All","Lower tariff","All","Scotland","Male","5"
"2019","All","Medium tariff","All","Scotland","Male","90"
"2020","All","Medium tariff","All","Scotland","Male","115"
"2021","All","Medium tariff","All","Scotland","Male","65"
"2022","All","Medium tariff","All","Scotland","Male","130"
"2023","All","Medium tariff","All","Scotland","Male","140"
"2019","All","Higher tariff","All","Scotland","Male","60"
"2020","All","Higher tariff","All","Scotland","Male","125"
"2021","All","Higher tariff","All","Scotland","Male","45"
"2022","All","Higher tariff","All","Scotland","Male","45"
"2023","All","Higher tariff","All","Scotland","Male","95"
"2019","All","N/A","All","Wales","Male","5"
"2020","All","N/A","All","Wales","Male","5"
"2021","All","N/A","All","Wales","Male","5"
"2022","All","N/A","All","Wales","Male","5"
"2023","All","N/A","All","Wales","Male","5"
"2019","All","Lower tariff","All","Wales","Male","60"
"2020","All","Lower tariff","All","Wales","Male","70"
"2021","All","Lower tariff","All","Wales","Male","80"
"2022","All","Lower tariff","All","Wales","Male","105"
"2023","All","Lower tariff","All","Wales","Male","80"
"2019","All","Medium tariff","All","Wales","Male","100"
"2020","All","Medium tariff","All","Wales","Male","100"
"2021","All","Medium tariff","All","Wales","Male","80"
"2022","All","Medium tariff","All","Wales","Male","95"
"2023","All","Medium tariff","All","Wales","Male","95"
"2019","All","Higher tariff","All","Wales","Male","65"
"2020","All","Higher tariff","All","Wales","Male","160"
"2021","All","Higher tariff","All","Wales","Male","25"
"2022","All","Higher tariff","All","Wales","Male","55"
"2023","All","Higher tariff","All","Wales","Male","55"
"2019","All","N/A","All","Not EU","Male","15"
"2020","All","N/A","All","Not EU","Male","10"
"2021","All","N/A","All","Not EU","Male","15"
"2022","All","N/A","All","Not EU","Male","15"
"2023","All","N/A","All","Not EU","Male","15"
"2019","All","Lower tariff","All","Not EU","Male","45"
"2020","All","Lower tariff","All","Not EU","Male","40"
"2021","All","Lower tariff","All","Not EU","Male","35"
"2022","All","Lower tariff","All","Not EU","Male","35"
"2023","All","Lower tariff","All","Not EU","Male","50"
"2019","All","Medium tariff","All","Not EU","Male","140"
"2020","All","Medium tariff","All","Not EU","Male","205"
"2021","All","Medium tariff","All","Not EU","Male","150"
"2022","All","Medium tariff","All","Not EU","Male","135"
"2023","All","Medium tariff","All","Not EU","Male","145"
"2019","All","Higher tariff","All","Not EU","Male","260"
"2020","All","Higher tariff","All","Not EU","Male","660"
"2021","All","Higher tariff","All","Not EU","Male","205"
"2022","All","Higher tariff","All","Not EU","Male","185"
"2023","All","Higher tariff","All","Not EU","Male","250"
"2019","All","N/A","All","EU (excluding UK)","Male","10"
"2020","All","N/A","All","EU (excluding UK)","Male","5"
"2021","All","N/A","All","EU (excluding UK)","Male","5"
"2019","All","Lower tariff","All","EU (excluding UK)","Male","45"
"2020","All","Lower tariff","All","EU (excluding UK)","Male","35"
"2021","All","Lower tariff","All","EU (excluding UK)","Male","20"
"2022","All","Lower tariff","All","EU (excluding UK)","Male","10"
"2023","All","Lower tariff","All","EU (excluding UK)","Male","20"
"2019","All","Medium tariff","All","EU (excluding UK)","Male","75"
"2020","All","Medium tariff","All","EU (excluding UK)","Male","95"
"2021","All","Medium tariff","All","EU (excluding UK)","Male","30"
"2022","All","Medium tariff","All","EU (excluding UK)","Male","25"
"2023","All","Medium tariff","All","EU (excluding UK)","Male","25"
"2019","All","Higher tariff","All","EU (excluding UK)","Male","75"
"2020","All","Higher tariff","All","EU (excluding UK)","Male","175"
"2021","All","Higher tariff","All","EU (excluding UK)","Male","15"
"2022","All","Higher tariff","All","EU (excluding UK)","Male","15"
"2023","All","Higher tariff","All","EU (excluding UK)","Male","25"
"2019","N/A","All","All","Northern Ireland","Female","5"
"2020","N/A","All","All","Northern Ireland","Female","5"
"2022","N/A","All","All","Northern Ireland","Female","10"
"2023","N/A","All","All","Northern Ireland","Female","10"
"2019","Lower tariff","All","All","Northern Ireland","Female","145"
"2020","Lower tariff","All","All","Northern Ireland","Female","200"
"2021","Lower tariff","All","All","Northern Ireland","Female","150"
"2022","Lower tariff","All","All","Northern Ireland","Female","185"
"2023","Lower tariff","All","All","Northern Ireland","Female","155"
"2019","Medium tariff","All","All","Northern Ireland","Female","75"
"2020","Medium tariff","All","All","Northern Ireland","Female","90"
"2021","Medium tariff","All","All","Northern Ireland","Female","90"
"2022","Medium tariff","All","All","Northern Ireland","Female","100"
"2023","Medium tariff","All","All","Northern Ireland","Female","95"
"2019","Higher tariff","All","All","Northern Ireland","Female","50"
"2020","Higher tariff","All","All","Northern Ireland","Female","45"
"2021","Higher tariff","All","All","Northern Ireland","Female","45"
"2022","Higher tariff","All","All","Northern Ireland","Female","45"
"2023","Higher tariff","All","All","Northern Ireland","Female","35"
"2019","N/A","All","All","England","Female","170"
"2020","N/A","All","All","England","Female","145"
"2021","N/A","All","All","England","Female","125"
"2022","N/A","All","All","England","Female","140"
"2023","N/A","All","All","England","Female","190"
"2019","Lower tariff","All","All","England","Female","4040"
"2020","Lower tariff","All","All","England","Female","5105"
"2021","Lower tariff","All","All","England","Female","3910"
"2022","Lower tariff","All","All","England","Female","4575"
"2023","Lower tariff","All","All","England","Female","4835"
"2019","Medium tariff","All","All","England","Female","3365"
"2020","Medium tariff","All","All","England","Female","5060"
"2021","Medium tariff","All","All","England","Female","3355"
"2022","Medium tariff","All","All","England","Female","3930"
"2023","Medium tariff","All","All","England","Female","4315"
"2019","Higher tariff","All","All","England","Female","1405"
"2020","Higher tariff","All","All","England","Female","2805"
"2021","Higher tariff","All","All","England","Female","1200"
"2022","Higher tariff","All","All","England","Female","1420"
"2023","Higher tariff","All","All","England","Female","1770"
"2019","N/A","All","All","Scotland","Female","5"
"2020","N/A","All","All","Scotland","Female","5"
"2019","Lower tariff","All","All","Scotland","Female","10"
"2020","Lower tariff","All","All","Scotland","Female","10"
"2021","Lower tariff","All","All","Scotland","Female","5"
"2022","Lower tariff","All","All","Scotland","Female","5"
"2023","Lower tariff","All","All","Scotland","Female","10"
"2019","Medium tariff","All","All","Scotland","Female","120"
"2020","Medium tariff","All","All","Scotland","Female","220"
"2021","Medium tariff","All","All","Scotland","Female","105"
"2022","Medium tariff","All","All","Scotland","Female","150"
