"Year","Tariff group of provider released from","Tariff group of provider accepted to","Age group","Domicile","Gender","Placed after self-releasing"
"2023","Medium tariff","All","All","Scotland","Female","215"
"2019","Higher tariff","All","All","Scotland","Female","60"
"2020","Higher tariff","All","All","Scotland","Female","105"
"2021","Higher tariff","All","All","Scotland","Female","45"
"2022","Higher tariff","All","All","Scotland","Female","80"
"2023","Higher tariff","All","All","Scotland","Female","95"
"2019","N/A","All","All","Wales","Female","5"
"2020","N/A","All","All","Wales","Female","5"
"2021","N/A","All","All","Wales","Female","5"
"2022","N/A","All","All","Wales","Female","5"
"2023","N/A","All","All","Wales","Female","5"
"2019","Lower tariff","All","All","Wales","Female","130"
"2020","Lower tariff","All","All","Wales","Female","165"
"2021","Lower tariff","All","All","Wales","Female","115"
"2022","Lower tariff","All","All","Wales","Female","155"
"2023","Lower tariff","All","All","Wales","Female","140"
"2019","Medium tariff","All","All","Wales","Female","145"
"2020","Medium tariff","All","All","Wales","Female","180"
"2021","Medium tariff","All","All","Wales","Female","130"
"2022","Medium tariff","All","All","Wales","Female","170"
"2023","Medium tariff","All","All","Wales","Female","160"
"2019","Higher tariff","All","All","Wales","Female","65"
"2020","Higher tariff","All","All","Wales","Female","125"
"2021","Higher tariff","All","All","Wales","Female","55"
"2022","Higher tariff","All","All","Wales","Female","70"
"2023","Higher tariff","All","All","Wales","Female","60"
"2019","N/A","All","All","Not EU","Female","25"
"2020","N/A","All","All","Not EU","Female","30"
"2021","N/A","All","All","Not EU","Female","10"
"2022","N/A","All","All","Not EU","Female","15"
"2023","N/A","All","All","Not EU","Female","15"
"2019","Lower tariff","All","All","Not EU","Female","70"
"2020","Lower tariff","All","All","Not EU","Female","85"
"2021","Lower tariff","All","All","Not EU","Female","65"
"2022","Lower tariff","All","All","Not EU","Female","65"
"2023","Lower tariff","All","All","Not EU","Female","70"
"2019","Medium tariff","All","All","Not EU","Female","205"
"2020","Medium tariff","All","All","Not EU","Female","240"
"2021","Medium tariff","All","All","Not EU","Female","125"
"2022","Medium tariff","All","All","Not EU","Female","150"
"2023","Medium tariff","All","All","Not EU","Female","170"
"2019","Higher tariff","All","All","Not EU","Female","195"
"2020","Higher tariff","All","All","Not EU","Female","520"
"2021","Higher tariff","All","All","Not EU","Female","150"
"2022","Higher tariff","All","All","Not EU","Female","180"
"2023","Higher tariff","All","All","Not EU","Female","230"
"2019","N/A","All","All","EU (excluding UK)","Female","10"
"2020","N/A","All","All","EU (excluding UK)","Female","10"
"2021","N/A","All","All","EU (excluding UK)","Female","5"
"2023","N/A","All","All","EU (excluding UK)","Female","5"
"2019","Lower tariff","All","All","EU (excluding UK)","Female","65"
"2020","Lower tariff","All","All","EU (excluding UK)","Female","90"
"2021","Lower tariff","All","All","EU (excluding UK)","Female","35"
"2022","Lower tariff","All","All","EU (excluding UK)","Female","20"
"2023","Lower tariff","All","All","EU (excluding UK)","Female","35"
"2019","Medium tariff","All","All","EU (excluding UK)","Female","90"
"2020","Medium tariff","All","All","EU (excluding UK)","Female","150"
"2021","Medium tariff","All","All","EU (excluding UK)","Female","40"
"2022","Medium tariff","All","All","EU (excluding UK)","Female","40"
"2023","Medium tariff","All","All","EU (excluding UK)","Female","35"
"2019","Higher tariff","All","All","EU (excluding UK)","Female","75"
"2020","Higher tariff","All","All","EU (excluding UK)","Female","155"
"2021","Higher tariff","All","All","EU (excluding UK)","Female","30"
"2022","Higher tariff","All","All","EU (excluding UK)","Female","35"
"2023","Higher tariff","All","All","EU (excluding UK)","Female","35"
"2019","N/A","All","All","Northern Ireland","Male","5"
"2020","N/A","All","All","Northern Ireland","Male","5"
"2021","N/A","All","All","Northern Ireland","Male","5"
"2022","N/A","All","All","Northern Ireland","Male","5"
"2023","N/A","All","All","Northern Ireland","Male","5"
"2019","Lower tariff","All","All","Northern Ireland","Male","100"
"2020","Lower tariff","All","All","Northern Ireland","Male","135"
"2021","Lower tariff","All","All","Northern Ireland","Male","85"
"2022","Lower tariff","All","All","Northern Ireland","Male","115"
"2023","Lower tariff","All","All","Northern Ireland","Male","95"
"2019","Medium tariff","All","All","Northern Ireland","Male","45"
"2020","Medium tariff","All","All","Northern Ireland","Male","60"
"2021","Medium tariff","All","All","Northern Ireland","Male","55"
"2022","Medium tariff","All","All","Northern Ireland","Male","70"
"2023","Medium tariff","All","All","Northern Ireland","Male","50"
"2019","Higher tariff","All","All","Northern Ireland","Male","20"
"2020","Higher tariff","All","All","Northern Ireland","Male","40"
"2021","Higher tariff","All","All","Northern Ireland","Male","15"
"2022","Higher tariff","All","All","Northern Ireland","Male","20"
"2023","Higher tariff","All","All","Northern Ireland","Male","20"
"2019","N/A","All","All","England","Male","120"
"2020","N/A","All","All","England","Male","75"
"2021","N/A","All","All","England","Male","90"
"2022","N/A","All","All","England","Male","100"
"2023","N/A","All","All","England","Male","130"
"2019","Lower tariff","All","All","England","Male","2900"
"2020","Lower tariff","All","All","England","Male","3770"
"2021","Lower tariff","All","All","England","Male","2970"
"2022","Lower tariff","All","All","England","Male","3345"
"2023","Lower tariff","All","All","England","Male","3465"
"2019","Medium tariff","All","All","England","Male","2860"
"2020","Medium tariff","All","All","England","Male","4300"
"2021","Medium tariff","All","All","England","Male","2865"
"2022","Medium tariff","All","All","England","Male","3185"
"2023","Medium tariff","All","All","England","Male","3540"
"2019","Higher tariff","All","All","England","Male","1060"
"2020","Higher tariff","All","All","England","Male","2400"
"2021","Higher tariff","All","All","England","Male","820"
"2022","Higher tariff","All","All","England","Male","945"
"2023","Higher tariff","All","All","England","Male","1395"
"2019","N/A","All","All","Scotland","Male","5"
"2021","N/A","All","All","Scotland","Male","5"
"2023","N/A","All","All","Scotland","Male","5"
"2019","Lower tariff","All","All","Scotland","Male","5"
"2020","Lower tariff","All","All","Scotland","Male","5"
"2021","Lower tariff","All","All","Scotland","Male","5"
"2022","Lower tariff","All","All","Scotland","Male","10"
"2023","Lower tariff","All","All","Scotland","Male","5"
"2019","Medium tariff","All","All","Scotland","Male","110"
"2020","Medium tariff","All","All","Scotland","Male","155"
"2021","Medium tariff","All","All","Scotland","Male","70"
"2022","Medium tariff","All","All","Scotland","Male","115"
"2023","Medium tariff","All","All","Scotland","Male","145"
"2019","Higher tariff","All","All","Scotland","Male","40"
"2020","Higher tariff","All","All","Scotland","Male","80"
"2021","Higher tariff","All","All","Scotland","Male","40"
"2022","Higher tariff","All","All","Scotland","Male","60"
"2023","Higher tariff","All","All","Scotland","Male","90"
"2019","N/A","All","All","Wales","Male","5"
"2020","N/A","All","All","Wales","Male","5"
"2021","N/A","All","All","Wales","Male","5"
"2022","N/A","All","All","Wales","Male","5"
"2023","N/A","All","All","Wales","Male","5"
"2019","Lower tariff","All","All","Wales","Male","80"
"2020","Lower tariff","All","All","Wales","Male","110"
"2021","Lower tariff","All","All","Wales","Male","75"
"2022","Lower tariff","All","All","Wales","Male","95"
"2023","Lower tariff","All","All","Wales","Male","85"
"2019","Medium tariff","All","All","Wales","Male","115"
"2020","Medium tariff","All","All","Wales","Male","140"
"2021","Medium tariff","All","All","Wales","Male","75"
"2022","Medium tariff","All","All","Wales","Male","105"
"2023","Medium tariff","All","All","Wales","Male","80"
"2019","Higher tariff","All","All","Wales","Male","30"
"2020","Higher tariff","All","All","Wales","Male","80"
"2021","Higher tariff","All","All","Wales","Male","30"
"2022","Higher tariff","All","All","Wales","Male","55"
"2023","Higher tariff","All","All","Wales","Male","65"
"2019","N/A","All","All","Not EU","Male","15"
"2020","N/A","All","All","Not EU","Male","10"
"2021","N/A","All","All","Not EU","Male","15"
"2022","N/A","All","All","Not EU","Male","15"
"2023","N/A","All","All","Not EU","Male","15"
"2019","Lower tariff","All","All","Not EU","Male","65"
"2020","Lower tariff","All","All","Not EU","Male","90"
"2021","Lower tariff","All","All","Not EU","Male","55"
"2022","Lower tariff","All","All","Not EU","Male","60"
"2023","Lower tariff","All","All","Not EU","Male","70"
"2019","Medium tariff","All","All","Not EU","Male","205"
"2020","Medium tariff","All","All","Not EU","Male","270"
"2021","Medium tariff","All","All","Not EU","Male","180"
"2022","Medium tariff","All","All","Not EU","Male","130"
"2023","Medium tariff","All","All","Not EU","Male","155"
"2019","Higher tariff","All","All","Not EU","Male","175"
"2020","Higher tariff","All","All","Not EU","Male","545"
"2021","Higher tariff","All","All","Not EU","Male","155"
"2022","Higher tariff","All","All","Not EU","Male","165"
"2023","Higher tariff","All","All","Not EU","Male","225"
"2019","N/A","All","All","EU (excluding UK)","Male","10"
"2020","N/A","All","All","EU (excluding UK)","Male","5"
"2021","N/A","All","All","EU (excluding UK)","Male","5"
"2019","Lower tariff","All","All","EU (excluding UK)","Male","60"
"2020","Lower tariff","All","All","EU (excluding UK)","Male","55"
"2021","Lower tariff","All","All","EU (excluding UK)","Male","20"
"2022","Lower tariff","All","All","EU (excluding UK)","Male","15"
"2023","Lower tariff","All","All","EU (excluding UK)","Male","20"
"2019","Medium tariff","All","All","EU (excluding UK)","Male","85"
"2020","Medium tariff","All","All","EU (excluding UK)","Male","115"
"2021","Medium tariff","All","All","EU (excluding UK)","Male","35"
"2022","Medium tariff","All","All","EU (excluding UK)","Male","20"
"2023","Medium tariff","All","All","EU (excluding UK)","Male","25"
"2019","Higher tariff","All","All","EU (excluding UK)","Male","45"
"2020","Higher tariff","All","All","EU (excluding UK)","Male","135"
"2021","Higher tariff","All","All","EU (excluding UK)","Male","10"
"2022","Higher tariff","All","All","EU (excluding UK)","Male","15"
"2023","Higher tariff","All","All","EU (excluding UK)","Male","30"
"2019","All","All","All","Northern Ireland","Female","275"
"2020","All","All","All","Northern Ireland","Female","340"
"2021","All","All","All","Northern Ireland","Female","290"
"2022","All","All","All","Northern Ireland","Female","340"
"2023","All","All","All","Northern Ireland","Female","300"
"2019","All","All","All","England","Female","8985"
"2020","All","All","All","England","Female","13110"
"2021","All","All","All","England","Female","8590"
"2022","All","All","All","England","Female","10065"
"2023","All","All","All","England","Female","11110"
"2019","All","All","All","Scotland","Female","190"
"2020","All","All","All","Scotland","Female","335"
"2021","All","All","All","Scotland","Female","155"
"2022","All","All","All","Scotland","Female","240"
"2023","All","All","All","Scotland","Female","325"
"2019","All","All","All","Wales","Female","345"
"2020","All","All","All","Wales","Female","475"
"2021","All","All","All","Wales","Female","305"
"2022","All","All","All","Wales","Female","400"
"2023","All","All","All","Wales","Female","365"
"2019","All","All","All","Not EU","Female","500"
"2020","All","All","All","Not EU","Female","870"
"2021","All","All","All","Not EU","Female","350"
"2022","All","All","All","Not EU","Female","410"
"2023","All","All","All","Not EU","Female","485"
"2019","All","All","All","EU (excluding UK)","Female","245"
"2020","All","All","All","EU (excluding UK)","Female","400"
"2021","All","All","All","EU (excluding UK)","Female","105"
"2022","All","All","All","EU (excluding UK)","Female","95"
"2023","All","All","All","EU (excluding UK)","Female","110"
"2019","All","All","All","Northern Ireland","Male","165"
"2020","All","All","All","Northern Ireland","Male","235"
"2021","All","All","All","Northern Ireland","Male","160"
"2022","All","All","All","Northern Ireland","Male","210"
"2023","All","All","All","Northern Ireland","Male","170"
"2019","All","All","All","England","Male","6940"
"2020","All","All","All","England","Male","10545"
"2021","All","All","All","England","Male","6745"
"2022","All","All","All","England","Male","7575"
"2023","All","All","All","England","Male","8530"
"2019","All","All","All","Scotland","Male","155"
"2020","All","All","All","Scotland","Male","240"
"2021","All","All","All","Scotland","Male","120"
"2022","All","All","All","Scotland","Male","185"
"2023","All","All","All","Scotland","Male","240"
"2019","All","All","All","Wales","Male","225"
"2020","All","All","All","Wales","Male","330"
"2021","All","All","All","Wales","Male","190"
"2022","All","All","All","Wales","Male","260"
"2023","All","All","All","Wales","Male","235"
"2019","All","All","All","Not EU","Male","460"
"2020","All","All","All","Not EU","Male","915"
"2021","All","All","All","Not EU","Male","405"
"2022","All","All","All","Not EU","Male","370"
"2023","All","All","All","Not EU","Male","465"
