"Year","FSM status","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Accepted applicants","Population estimate","Entry rate"
"2014","Not receiving FSM","All","All","All","All","Not main scheme application","20190","491810","0.041"
"2015","Receiving FSM","All","All","All","All","Not main scheme application","3040","87540","0.035"
"2015","Not receiving FSM","All","All","All","All","Not main scheme application","21020","497280","0.042"
"2016","Receiving FSM","All","All","All","All","Not main scheme application","2980","83080","0.036000000000000004"
"2016","Not receiving FSM","All","All","All","All","Not main scheme application","22220","488210","0.046"
"2017","Receiving FSM","All","All","All","All","Not main scheme application","2820","78900","0.036000000000000004"
"2017","Not receiving FSM","All","All","All","All","Not main scheme application","23570","486350","0.048"
"2018","Receiving FSM","All","All","All","All","Not main scheme application","2780","74750","0.037"
"2018","Not receiving FSM","All","All","All","All","Not main scheme application","24310","477910","0.051000000000000004"
"2019","Receiving FSM","All","All","All","All","Not main scheme application","3020","71930","0.042"
"2019","Not receiving FSM","All","All","All","All","Not main scheme application","27890","465840","0.06"
"2020","Receiving FSM","All","All","All","All","Not main scheme application","3100","68950","0.045"
"2020","Not receiving FSM","All","All","All","All","Not main scheme application","31420","466400","0.067"
"2021","Receiving FSM","All","All","All","All","Not main scheme application","2910","78830","0.037"
"2021","Not receiving FSM","All","All","All","All","Not main scheme application","23300","476200","0.049"
"2022","Receiving FSM","All","All","All","All","Not main scheme application","3950","91230","0.043000000000000003"
"2022","Not receiving FSM","All","All","All","All","Not main scheme application","28200","481100","0.059000000000000004"
"2023","Receiving FSM","All","All","All","All","Not main scheme application","4860","111550","0.044"
"2023","Not receiving FSM","All","All","All","All","Not main scheme application","29780","485750","0.061"
"2006","Receiving FSM","All","All","All","All","Main scheme application","6310","82860","0.076"
"2006","Not receiving FSM","All","All","All","All","Main scheme application","114140","508400","0.225"
"2007","Receiving FSM","All","All","All","All","Main scheme application","6480","80150","0.081"
"2007","Not receiving FSM","All","All","All","All","Main scheme application","114210","502610","0.227"
"2008","Receiving FSM","All","All","All","All","Main scheme application","6980","78160","0.089"
"2008","Not receiving FSM","All","All","All","All","Main scheme application","121970","514770","0.23700000000000002"
"2009","Receiving FSM","All","All","All","All","Main scheme application","7200","75430","0.095"
"2009","Not receiving FSM","All","All","All","All","Main scheme application","125410","514630","0.244"
"2010","Receiving FSM","All","All","All","All","Main scheme application","6970","73480","0.095"
"2010","Not receiving FSM","All","All","All","All","Main scheme application","125810","513610","0.245"
"2011","Receiving FSM","All","All","All","All","Main scheme application","7540","74410","0.101"
"2011","Not receiving FSM","All","All","All","All","Main scheme application","128040","515080","0.249"
"2012","Receiving FSM","All","All","All","All","Main scheme application","7900","80070","0.099"
"2012","Not receiving FSM","All","All","All","All","Main scheme application","122380","512030","0.23900000000000002"
"2013","Receiving FSM","All","All","All","All","Main scheme application","8880","81800","0.109"
"2013","Not receiving FSM","All","All","All","All","Main scheme application","128630","497770","0.258"
"2014","Receiving FSM","All","All","All","All","Main scheme application","9890","82550","0.12"
"2014","Not receiving FSM","All","All","All","All","Main scheme application","131160","491810","0.267"
"2015","Receiving FSM","All","All","All","All","Main scheme application","11260","87540","0.129"
"2015","Not receiving FSM","All","All","All","All","Main scheme application","137010","497280","0.276"
"2016","Receiving FSM","All","All","All","All","Main scheme application","10800","83080","0.13"
"2016","Not receiving FSM","All","All","All","All","Main scheme application","139550","488210","0.28600000000000003"
"2017","Receiving FSM","All","All","All","All","Main scheme application","10530","78900","0.133"
"2017","Not receiving FSM","All","All","All","All","Main scheme application","140820","486350","0.29"
"2018","Receiving FSM","All","All","All","All","Main scheme application","10110","74750","0.135"
"2018","Not receiving FSM","All","All","All","All","Main scheme application","138790","477910","0.29"
"2019","Receiving FSM","All","All","All","All","Main scheme application","10580","71930","0.147"
"2019","Not receiving FSM","All","All","All","All","Main scheme application","137850","465840","0.296"
"2020","Receiving FSM","All","All","All","All","Main scheme application","10920","68950","0.158"
"2020","Not receiving FSM","All","All","All","All","Main scheme application","146630","466400","0.314"
"2021","Receiving FSM","All","All","All","All","Main scheme application","13550","78830","0.17200000000000001"
"2021","Not receiving FSM","All","All","All","All","Main scheme application","164760","476200","0.34600000000000003"
"2022","Receiving FSM","All","All","All","All","Main scheme application","15040","91230","0.165"
"2022","Not receiving FSM","All","All","All","All","Main scheme application","158900","481100","0.33"
"2023","Receiving FSM","All","All","All","All","Main scheme application","16460","111550","0.148"
"2023","Not receiving FSM","All","All","All","All","Main scheme application","146840","485750","0.302"
"2006","All","All","All","All","All","Not main scheme application","13560","591260","0.023"
"2007","All","All","All","All","All","Not main scheme application","14220","582770","0.024"
"2008","All","All","All","All","All","Not main scheme application","15990","592930","0.027"
"2009","All","All","All","All","All","Not main scheme application","17070","590060","0.029"
"2010","All","All","All","All","All","Not main scheme application","17270","587090","0.029"
"2011","All","All","All","All","All","Not main scheme application","21640","589490","0.037"
"2012","All","All","All","All","All","Not main scheme application","20940","592110","0.035"
"2013","All","All","All","All","All","Not main scheme application","20610","579570","0.036000000000000004"
"2014","All","All","All","All","All","Not main scheme application","22800","574350","0.04"
"2015","All","All","All","All","All","Not main scheme application","24070","584820","0.041"
"2016","All","All","All","All","All","Not main scheme application","25200","571290","0.044"
"2017","All","All","All","All","All","Not main scheme application","26390","565250","0.047"
"2018","All","All","All","All","All","Not main scheme application","27090","552650","0.049"
"2019","All","All","All","All","All","Not main scheme application","30910","537770","0.057"
"2020","All","All","All","All","All","Not main scheme application","34520","535350","0.064"
"2021","All","All","All","All","All","Not main scheme application","26210","555040","0.047"
"2022","All","All","All","All","All","Not main scheme application","32150","572320","0.056"
"2023","All","All","All","All","All","Not main scheme application","34640","597300","0.058"
"2006","All","All","All","All","All","Main scheme application","120460","591260","0.20400000000000001"
"2007","All","All","All","All","All","Main scheme application","120690","582770","0.20700000000000002"
"2008","All","All","All","All","All","Main scheme application","128950","592930","0.217"
"2009","All","All","All","All","All","Main scheme application","132610","590060","0.225"
"2010","All","All","All","All","All","Main scheme application","132780","587090","0.226"
"2011","All","All","All","All","All","Main scheme application","135580","589490","0.23"
"2012","All","All","All","All","All","Main scheme application","130280","592110","0.22"
"2013","All","All","All","All","All","Main scheme application","137500","579570","0.23700000000000002"
"2014","All","All","All","All","All","Main scheme application","141040","574350","0.246"
"2015","All","All","All","All","All","Main scheme application","148270","584820","0.254"
"2016","All","All","All","All","All","Main scheme application","150350","571290","0.263"
"2017","All","All","All","All","All","Main scheme application","151340","565250","0.268"
"2018","All","All","All","All","All","Main scheme application","148890","552650","0.269"
"2019","All","All","All","All","All","Main scheme application","148430","537770","0.276"
"2020","All","All","All","All","All","Main scheme application","157550","535350","0.294"
"2021","All","All","All","All","All","Main scheme application","178310","555040","0.321"
"2022","All","All","All","All","All","Main scheme application","173930","572320","0.304"
"2023","All","All","All","All","All","Main scheme application","163290","597300","0.273"
"2006","Receiving FSM","18","England","Female","Not main scheme applicant","All","80","41040","0.002"
"2006","Not receiving FSM","18","England","Female","Not main scheme applicant","All","810","250770","0.003"
"2007","Receiving FSM","18","England","Female","Not main scheme applicant","All","120","39940","0.003"
"2007","Not receiving FSM","18","England","Female","Not main scheme applicant","All","890","247450","0.004"
"2008","Receiving FSM","18","England","Female","Not main scheme applicant","All","130","38610","0.003"
"2008","Not receiving FSM","18","England","Female","Not main scheme applicant","All","880","252690","0.003"
"2009","Receiving FSM","18","England","Female","Not main scheme applicant","All","100","37480","0.003"
"2009","Not receiving FSM","18","England","Female","Not main scheme applicant","All","730","253130","0.003"
"2010","Receiving FSM","18","England","Female","Not main scheme applicant","All","50","36250","0.001"
"2010","Not receiving FSM","18","England","Female","Not main scheme applicant","All","320","251960","0.001"
"2011","Receiving FSM","18","England","Female","Not main scheme applicant","All","50","36700","0.001"
"2011","Not receiving FSM","18","England","Female","Not main scheme applicant","All","410","251540","0.002"
"2012","Receiving FSM","18","England","Female","Not main scheme applicant","All","100","38950","0.003"
"2012","Not receiving FSM","18","England","Female","Not main scheme applicant","All","670","249670","0.003"
"2013","Receiving FSM","18","England","Female","Not main scheme applicant","All","140","39780","0.003"
"2013","Not receiving FSM","18","England","Female","Not main scheme applicant","All","830","242950","0.003"
"2014","Receiving FSM","18","England","Female","Not main scheme applicant","All","130","40410","0.003"
"2014","Not receiving FSM","18","England","Female","Not main scheme applicant","All","770","239270","0.003"
"2015","Receiving FSM","18","England","Female","Not main scheme applicant","All","150","42610","0.004"
"2015","Not receiving FSM","18","England","Female","Not main scheme applicant","All","870","243100","0.004"
"2016","Receiving FSM","18","England","Female","Not main scheme applicant","All","120","40300","0.003"
"2016","Not receiving FSM","18","England","Female","Not main scheme applicant","All","890","238550","0.004"
"2017","Receiving FSM","18","England","Female","Not main scheme applicant","All","160","38130","0.004"
"2017","Not receiving FSM","18","England","Female","Not main scheme applicant","All","1140","237470","0.005"
"2018","Receiving FSM","18","England","Female","Not main scheme applicant","All","210","36150","0.006"
"2018","Not receiving FSM","18","England","Female","Not main scheme applicant","All","1370","233570","0.006"
"2019","Receiving FSM","18","England","Female","Not main scheme applicant","All","240","35200","0.007"
"2019","Not receiving FSM","18","England","Female","Not main scheme applicant","All","1550","227560","0.007"
"2020","Receiving FSM","18","England","Female","Not main scheme applicant","All","270","33440","0.008"
"2020","Not receiving FSM","18","England","Female","Not main scheme applicant","All","2130","227450","0.009000000000000001"
"2021","Receiving FSM","18","England","Female","Not main scheme applicant","All","230","38080","0.006"
"2021","Not receiving FSM","18","England","Female","Not main scheme applicant","All","1350","232450","0.006"
"2022","Receiving FSM","18","England","Female","Not main scheme applicant","All","240","44380","0.005"
"2022","Not receiving FSM","18","England","Female","Not main scheme applicant","All","1250","234790","0.005"
"2023","Receiving FSM","18","England","Female","Not main scheme applicant","All","270","54660","0.005"
"2023","Not receiving FSM","18","England","Female","Not main scheme applicant","All","1250","243110","0.005"
"2006","Receiving FSM","18","England","Male","Not main scheme applicant","All","130","41820","0.003"
"2006","Not receiving FSM","18","England","Male","Not main scheme applicant","All","1060","257630","0.004"
"2007","Receiving FSM","18","England","Male","Not main scheme applicant","All","100","40220","0.002"
"2007","Not receiving FSM","18","England","Male","Not main scheme applicant","All","1030","255160","0.004"
"2008","Receiving FSM","18","England","Male","Not main scheme applicant","All","150","39560","0.004"
"2008","Not receiving FSM","18","England","Male","Not main scheme applicant","All","1050","262070","0.004"
"2009","Receiving FSM","18","England","Male","Not main scheme applicant","All","100","37950","0.003"
"2009","Not receiving FSM","18","England","Male","Not main scheme applicant","All","860","261500","0.003"
"2010","Receiving FSM","18","England","Male","Not main scheme applicant","All","50","37230","0.001"
"2010","Not receiving FSM","18","England","Male","Not main scheme applicant","All","410","261650","0.002"
"2011","Receiving FSM","18","England","Male","Not main scheme applicant","All","50","37710","0.001"
"2011","Not receiving FSM","18","England","Male","Not main scheme applicant","All","410","263550","0.002"
"2012","Receiving FSM","18","England","Male","Not main scheme applicant","All","130","41130","0.003"
"2012","Not receiving FSM","18","England","Male","Not main scheme applicant","All","830","262360","0.003"
"2013","Receiving FSM","18","England","Male","Not main scheme applicant","All","130","42020","0.003"
"2013","Not receiving FSM","18","England","Male","Not main scheme applicant","All","910","254820","0.004"
"2014","Receiving FSM","18","England","Male","Not main scheme applicant","All","130","42140","0.003"
"2014","Not receiving FSM","18","England","Male","Not main scheme applicant","All","820","252540","0.003"
"2015","Receiving FSM","18","England","Male","Not main scheme applicant","All","170","44940","0.004"
"2015","Not receiving FSM","18","England","Male","Not main scheme applicant","All","890","254180","0.003"
"2016","Receiving FSM","18","England","Male","Not main scheme applicant","All","150","42780","0.004"
"2016","Not receiving FSM","18","England","Male","Not main scheme applicant","All","960","249660","0.004"
"2017","Receiving FSM","18","England","Male","Not main scheme applicant","All","170","40770","0.004"
"2017","Not receiving FSM","18","England","Male","Not main scheme applicant","All","1170","248880","0.005"
"2018","Receiving FSM","18","England","Male","Not main scheme applicant","All","200","38590","0.005"
"2018","Not receiving FSM","18","England","Male","Not main scheme applicant","All","1340","244340","0.005"
"2019","Receiving FSM","18","England","Male","Not main scheme applicant","All","240","36730","0.007"
"2019","Not receiving FSM","18","England","Male","Not main scheme applicant","All","1800","238280","0.008"
"2020","Receiving FSM","18","England","Male","Not main scheme applicant","All","250","35510","0.007"
"2020","Not receiving FSM","18","England","Male","Not main scheme applicant","All","2510","238950","0.01"
"2021","Receiving FSM","18","England","Male","Not main scheme applicant","All","250","40760","0.006"
"2021","Not receiving FSM","18","England","Male","Not main scheme applicant","All","1740","243760","0.007"
"2022","Receiving FSM","18","England","Male","Not main scheme applicant","All","240","46850","0.005"
"2022","Not receiving FSM","18","England","Male","Not main scheme applicant","All","1410","246310","0.006"
"2023","Receiving FSM","18","England","Male","Not main scheme applicant","All","290","56890","0.005"
"2023","Not receiving FSM","18","England","Male","Not main scheme applicant","All","1390","242630","0.006"
"2006","Receiving FSM","18","England","Female","Main scheme applicant","All","4460","41040","0.109"
"2006","Not receiving FSM","18","England","Female","Main scheme applicant","All","69470","250770","0.277"
"2007","Receiving FSM","18","England","Female","Main scheme applicant","All","4650","39940","0.116"
"2007","Not receiving FSM","18","England","Female","Main scheme applicant","All","69990","247450","0.28300000000000003"
"2008","Receiving FSM","18","England","Female","Main scheme applicant","All","4940","38610","0.128"
"2008","Not receiving FSM","18","England","Female","Main scheme applicant","All","76250","252690","0.302"
"2009","Receiving FSM","18","England","Female","Main scheme applicant","All","5230","37480","0.14"
"2009","Not receiving FSM","18","England","Female","Main scheme applicant","All","78170","253130","0.309"
"2010","Receiving FSM","18","England","Female","Main scheme applicant","All","5020","36250","0.138"
"2010","Not receiving FSM","18","England","Female","Main scheme applicant","All","78150","251960","0.31"
"2011","Receiving FSM","18","England","Female","Main scheme applicant","All","5700","36700","0.155"
"2011","Not receiving FSM","18","England","Female","Main scheme applicant","All","81220","251540","0.323"
"2012","Receiving FSM","18","England","Female","Main scheme applicant","All","5910","38950","0.152"
"2012","Not receiving FSM","18","England","Female","Main scheme applicant","All","78150","249670","0.313"
"2013","Receiving FSM","18","England","Female","Main scheme applicant","All","6470","39780","0.163"
"2013","Not receiving FSM","18","England","Female","Main scheme applicant","All","81060","242950","0.334"
"2014","Receiving FSM","18","England","Female","Main scheme applicant","All","7200","40410","0.178"
"2014","Not receiving FSM","18","England","Female","Main scheme applicant","All","83460","239270","0.34900000000000003"
"2015","Receiving FSM","18","England","Female","Main scheme applicant","All","8310","42610","0.195"
"2015","Not receiving FSM","18","England","Female","Main scheme applicant","All","88590","243100","0.364"
"2016","Receiving FSM","18","England","Female","Main scheme applicant","All","8010","40300","0.199"
"2016","Not receiving FSM","18","England","Female","Main scheme applicant","All","90510","238550","0.379"
"2017","Receiving FSM","18","England","Female","Main scheme applicant","All","7700","38130","0.202"
"2017","Not receiving FSM","18","England","Female","Main scheme applicant","All","91930","237470","0.387"
"2018","Receiving FSM","18","England","Female","Main scheme applicant","All","7380","36150","0.20400000000000001"
"2018","Not receiving FSM","18","England","Female","Main scheme applicant","All","91410","233570","0.391"
"2019","Receiving FSM","18","England","Female","Main scheme applicant","All","7960","35200","0.226"
"2019","Not receiving FSM","18","England","Female","Main scheme applicant","All","92440","227560","0.406"
"2020","Receiving FSM","18","England","Female","Main scheme applicant","All","8270","33440","0.247"
"2020","Not receiving FSM","18","England","Female","Main scheme applicant","All","99140","227450","0.436"
"2021","Receiving FSM","18","England","Female","Main scheme applicant","All","9610","38080","0.252"
"2021","Not receiving FSM","18","England","Female","Main scheme applicant","All","105470","232450","0.454"
"2022","Receiving FSM","18","England","Female","Main scheme applicant","All","11200","44380","0.252"
"2022","Not receiving FSM","18","England","Female","Main scheme applicant","All","104710","234790","0.446"
"2023","Receiving FSM","18","England","Female","Main scheme applicant","All","12170","54660","0.223"
"2023","Not receiving FSM","18","England","Female","Main scheme applicant","All","98400","243110","0.405"
"2006","Receiving FSM","18","England","Male","Main scheme applicant","All","2970","41820","0.07100000000000001"
"2006","Not receiving FSM","18","England","Male","Main scheme applicant","All","55030","257630","0.214"
"2007","Receiving FSM","18","England","Male","Main scheme applicant","All","3070","40220","0.076"
"2007","Not receiving FSM","18","England","Male","Main scheme applicant","All","55080","255160","0.216"
"2008","Receiving FSM","18","England","Male","Main scheme applicant","All","3390","39560","0.08600000000000001"
"2008","Not receiving FSM","18","England","Male","Main scheme applicant","All","58140","262070","0.222"
"2009","Receiving FSM","18","England","Male","Main scheme applicant","All","3420","37950","0.09"
"2009","Not receiving FSM","18","England","Male","Main scheme applicant","All","61070","261500","0.234"
"2010","Receiving FSM","18","England","Male","Main scheme applicant","All","3510","37230","0.094"
"2010","Not receiving FSM","18","England","Male","Main scheme applicant","All","62530","261650","0.23900000000000002"
"2011","Receiving FSM","18","England","Male","Main scheme applicant","All","3990","37710","0.106"
"2011","Not receiving FSM","18","England","Male","Main scheme applicant","All","65390","263550","0.248"
"2012","Receiving FSM","18","England","Male","Main scheme applicant","All","4260","41130","0.10400000000000001"
"2012","Not receiving FSM","18","England","Male","Main scheme applicant","All","61180","262360","0.233"
"2013","Receiving FSM","18","England","Male","Main scheme applicant","All","4620","42020","0.11"
"2013","Not receiving FSM","18","England","Male","Main scheme applicant","All","63970","254820","0.251"
"2014","Receiving FSM","18","England","Male","Main scheme applicant","All","5040","42140","0.12"
"2014","Not receiving FSM","18","England","Male","Main scheme applicant","All","66300","252540","0.263"
"2015","Receiving FSM","18","England","Male","Main scheme applicant","All","5680","44940","0.126"
"2015","Not receiving FSM","18","England","Male","Main scheme applicant","All","67690","254180","0.266"
"2016","Receiving FSM","18","England","Male","Main scheme applicant","All","5510","42780","0.129"
"2016","Not receiving FSM","18","England","Male","Main scheme applicant","All","69400","249660","0.278"
"2017","Receiving FSM","18","England","Male","Main scheme applicant","All","5320","40770","0.13"
"2017","Not receiving FSM","18","England","Male","Main scheme applicant","All","70150","248880","0.28200000000000003"
"2018","Receiving FSM","18","England","Male","Main scheme applicant","All","5100","38590","0.132"
"2018","Not receiving FSM","18","England","Male","Main scheme applicant","All","68970","244340","0.28200000000000003"
"2019","Receiving FSM","18","England","Male","Main scheme applicant","All","5160","36730","0.14"
"2019","Not receiving FSM","18","England","Male","Main scheme applicant","All","69950","238280","0.294"
"2020","Receiving FSM","18","England","Male","Main scheme applicant","All","5230","35510","0.147"
"2020","Not receiving FSM","18","England","Male","Main scheme applicant","All","74270","238950","0.311"
"2021","Receiving FSM","18","England","Male","Main scheme applicant","All","6370","40760","0.156"
"2021","Not receiving FSM","18","England","Male","Main scheme applicant","All","79510","243760","0.326"
"2022","Receiving FSM","18","England","Male","Main scheme applicant","All","7300","46850","0.156"
"2022","Not receiving FSM","18","England","Male","Main scheme applicant","All","79720","246310","0.324"
"2023","Receiving FSM","18","England","Male","Main scheme applicant","All","8590","56890","0.151"
"2023","Not receiving FSM","18","England","Male","Main scheme applicant","All","75570","242630","0.311"
"2006","All","18","England","Female","Not main scheme applicant","All","880","291810","0.003"
"2007","All","18","England","Female","Not main scheme applicant","All","1010","287390","0.003"
"2008","All","18","England","Female","Not main scheme applicant","All","1010","291300","0.003"
"2009","All","18","England","Female","Not main scheme applicant","All","820","290610","0.003"
"2010","All","18","England","Female","Not main scheme applicant","All","370","288210","0.001"
"2011","All","18","England","Female","Not main scheme applicant","All","450","288240","0.002"
"2012","All","18","England","Female","Not main scheme applicant","All","770","288620","0.003"
"2013","All","18","England","Female","Not main scheme applicant","All","970","282730","0.003"
"2014","All","18","England","Female","Not main scheme applicant","All","890","279680","0.003"
"2015","All","18","England","Female","Not main scheme applicant","All","1020","285710","0.004"
"2016","All","18","England","Female","Not main scheme applicant","All","1000","278850","0.004"
"2017","All","18","England","Female","Not main scheme applicant","All","1290","275600","0.005"
"2018","All","18","England","Female","Not main scheme applicant","All","1590","269720","0.006"
"2019","All","18","England","Female","Not main scheme applicant","All","1790","262760","0.007"
"2020","All","18","England","Female","Not main scheme applicant","All","2400","260880","0.009000000000000001"
"2021","All","18","England","Female","Not main scheme applicant","All","1580","270520","0.006"
"2022","All","18","England","Female","Not main scheme applicant","All","1500","279170","0.005"
"2023","All","18","England","Female","Not main scheme applicant","All","1510","297770","0.005"
"2006","All","18","England","Male","Not main scheme applicant","All","1200","299450","0.004"
"2007","All","18","England","Male","Not main scheme applicant","All","1130","295380","0.004"
"2008","All","18","England","Male","Not main scheme applicant","All","1200","301630","0.004"
"2009","All","18","England","Male","Not main scheme applicant","All","960","299450","0.003"
"2010","All","18","England","Male","Not main scheme applicant","All","460","298880","0.002"
"2011","All","18","England","Male","Not main scheme applicant","All","460","301250","0.002"
"2012","All","18","England","Male","Not main scheme applicant","All","950","303490","0.003"
"2013","All","18","England","Male","Not main scheme applicant","All","1040","296840","0.004"
"2014","All","18","England","Male","Not main scheme applicant","All","950","294680","0.003"
"2015","All","18","England","Male","Not main scheme applicant","All","1060","299110","0.004"
"2016","All","18","England","Male","Not main scheme applicant","All","1110","292440","0.004"
"2017","All","18","England","Male","Not main scheme applicant","All","1340","289650","0.005"
"2018","All","18","England","Male","Not main scheme applicant","All","1540","282930","0.005"
"2019","All","18","England","Male","Not main scheme applicant","All","2050","275010","0.007"
"2020","All","18","England","Male","Not main scheme applicant","All","2750","274460","0.01"
"2021","All","18","England","Male","Not main scheme applicant","All","1990","284510","0.007"
"2022","All","18","England","Male","Not main scheme applicant","All","1650","293150","0.006"
"2023","All","18","England","Male","Not main scheme applicant","All","1680","299530","0.006"
"2006","All","18","England","Female","Main scheme applicant","All","73930","291810","0.253"
"2007","All","18","England","Female","Main scheme applicant","All","74630","287390","0.26"
"2008","All","18","England","Female","Main scheme applicant","All","81190","291300","0.279"
"2009","All","18","England","Female","Main scheme applicant","All","83400","290610","0.28700000000000003"
"2010","All","18","England","Female","Main scheme applicant","All","83170","288210","0.289"
"2011","All","18","England","Female","Main scheme applicant","All","86920","288240","0.302"
"2012","All","18","England","Female","Main scheme applicant","All","84050","288620","0.291"
"2013","All","18","England","Female","Main scheme applicant","All","87520","282730","0.31"
"2014","All","18","England","Female","Main scheme applicant","All","90660","279680","0.324"
"2015","All","18","England","Female","Main scheme applicant","All","96900","285710","0.339"
"2016","All","18","England","Female","Main scheme applicant","All","98520","278850","0.353"
"2017","All","18","England","Female","Main scheme applicant","All","99630","275600","0.362"
"2018","All","18","England","Female","Main scheme applicant","All","98790","269720","0.366"
"2019","All","18","England","Female","Main scheme applicant","All","100400","262760","0.382"
"2020","All","18","England","Female","Main scheme applicant","All","107420","260880","0.41200000000000003"
"2021","All","18","England","Female","Main scheme applicant","All","115080","270520","0.425"
"2022","All","18","England","Female","Main scheme applicant","All","115920","279170","0.41500000000000004"
"2023","All","18","England","Female","Main scheme applicant","All","110580","297770","0.371"
"2006","All","18","England","Male","Main scheme applicant","All","58000","299450","0.194"
"2007","All","18","England","Male","Main scheme applicant","All","58150","295380","0.197"
"2008","All","18","England","Male","Main scheme applicant","All","61530","301630","0.20400000000000001"
"2009","All","18","England","Male","Main scheme applicant","All","64490","299450","0.215"
"2010","All","18","England","Male","Main scheme applicant","All","66050","298880","0.221"
"2011","All","18","England","Male","Main scheme applicant","All","69390","301250","0.23"
"2012","All","18","England","Male","Main scheme applicant","All","65440","303490","0.216"
"2013","All","18","England","Male","Main scheme applicant","All","68580","296840","0.231"
"2014","All","18","England","Male","Main scheme applicant","All","71340","294680","0.242"
"2015","All","18","England","Male","Main scheme applicant","All","73360","299110","0.245"
"2016","All","18","England","Male","Main scheme applicant","All","74910","292440","0.256"
"2017","All","18","England","Male","Main scheme applicant","All","75470","289650","0.261"
"2018","All","18","England","Male","Main scheme applicant","All","74070","282930","0.262"
"2019","All","18","England","Male","Main scheme applicant","All","75100","275010","0.273"
"2020","All","18","England","Male","Main scheme applicant","All","79500","274460","0.29"
"2021","All","18","England","Male","Main scheme applicant","All","85880","284510","0.302"
"2022","All","18","England","Male","Main scheme applicant","All","87020","293150","0.297"
"2023","All","18","England","Male","Main scheme applicant","All","84160","299530","0.281"
"2006","Receiving FSM","All","England","Female","Not main scheme applicant","All","80","41040","0.002"
"2006","Not receiving FSM","All","England","Female","Not main scheme applicant","All","810","250770","0.003"
"2007","Receiving FSM","All","England","Female","Not main scheme applicant","All","120","39940","0.003"
"2007","Not receiving FSM","All","England","Female","Not main scheme applicant","All","890","247450","0.004"
"2008","Receiving FSM","All","England","Female","Not main scheme applicant","All","130","38610","0.003"
"2008","Not receiving FSM","All","England","Female","Not main scheme applicant","All","880","252690","0.003"
"2009","Receiving FSM","All","England","Female","Not main scheme applicant","All","100","37480","0.003"
"2009","Not receiving FSM","All","England","Female","Not main scheme applicant","All","730","253130","0.003"
"2010","Receiving FSM","All","England","Female","Not main scheme applicant","All","50","36250","0.001"
"2010","Not receiving FSM","All","England","Female","Not main scheme applicant","All","320","251960","0.001"
"2011","Receiving FSM","All","England","Female","Not main scheme applicant","All","50","36700","0.001"
"2011","Not receiving FSM","All","England","Female","Not main scheme applicant","All","410","251540","0.002"
"2012","Receiving FSM","All","England","Female","Not main scheme applicant","All","100","38950","0.003"
"2012","Not receiving FSM","All","England","Female","Not main scheme applicant","All","670","249670","0.003"
"2013","Receiving FSM","All","England","Female","Not main scheme applicant","All","140","39780","0.003"
"2013","Not receiving FSM","All","England","Female","Not main scheme applicant","All","830","242950","0.003"
"2014","Receiving FSM","All","England","Female","Not main scheme applicant","All","130","40410","0.003"
"2014","Not receiving FSM","All","England","Female","Not main scheme applicant","All","770","239270","0.003"
"2015","Receiving FSM","All","England","Female","Not main scheme applicant","All","150","42610","0.004"
"2015","Not receiving FSM","All","England","Female","Not main scheme applicant","All","870","243100","0.004"
"2016","Receiving FSM","All","England","Female","Not main scheme applicant","All","120","40300","0.003"
"2016","Not receiving FSM","All","England","Female","Not main scheme applicant","All","890","238550","0.004"
"2017","Receiving FSM","All","England","Female","Not main scheme applicant","All","160","38130","0.004"
"2017","Not receiving FSM","All","England","Female","Not main scheme applicant","All","1140","237470","0.005"
"2018","Receiving FSM","All","England","Female","Not main scheme applicant","All","210","36150","0.006"
"2018","Not receiving FSM","All","England","Female","Not main scheme applicant","All","1370","233570","0.006"
"2019","Receiving FSM","All","England","Female","Not main scheme applicant","All","240","35200","0.007"
"2019","Not receiving FSM","All","England","Female","Not main scheme applicant","All","1550","227560","0.007"
"2020","Receiving FSM","All","England","Female","Not main scheme applicant","All","270","33440","0.008"
"2020","Not receiving FSM","All","England","Female","Not main scheme applicant","All","2130","227450","0.009000000000000001"
"2021","Receiving FSM","All","England","Female","Not main scheme applicant","All","230","38080","0.006"
"2021","Not receiving FSM","All","England","Female","Not main scheme applicant","All","1350","232450","0.006"
"2022","Receiving FSM","All","England","Female","Not main scheme applicant","All","240","44380","0.005"
"2022","Not receiving FSM","All","England","Female","Not main scheme applicant","All","1250","234790","0.005"
"2023","Receiving FSM","All","England","Female","Not main scheme applicant","All","270","54660","0.005"
"2023","Not receiving FSM","All","England","Female","Not main scheme applicant","All","1250","243110","0.005"
"2006","Receiving FSM","All","England","Male","Not main scheme applicant","All","130","41820","0.003"
"2006","Not receiving FSM","All","England","Male","Not main scheme applicant","All","1060","257630","0.004"
"2007","Receiving FSM","All","England","Male","Not main scheme applicant","All","100","40220","0.002"
"2007","Not receiving FSM","All","England","Male","Not main scheme applicant","All","1030","255160","0.004"
"2008","Receiving FSM","All","England","Male","Not main scheme applicant","All","150","39560","0.004"
"2008","Not receiving FSM","All","England","Male","Not main scheme applicant","All","1050","262070","0.004"
"2009","Receiving FSM","All","England","Male","Not main scheme applicant","All","100","37950","0.003"
"2009","Not receiving FSM","All","England","Male","Not main scheme applicant","All","860","261500","0.003"
"2010","Receiving FSM","All","England","Male","Not main scheme applicant","All","50","37230","0.001"
"2010","Not receiving FSM","All","England","Male","Not main scheme applicant","All","410","261650","0.002"
