"Year","Difference between predicted and achieved A level points","POLAR4 Quintile","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2015","-3 points","Quintile 1","All","All","2600","2205","0.848","0"
"2016","-3 points","Quintile 1","All","All","2590","2245","0.866","0"
"2017","-3 points","Quintile 1","All","All","2575","2250","0.874","0"
"2018","-3 points","Quintile 1","All","All","2525","2210","0.876","0"
"2019","-3 points","Quintile 1","All","All","2355","2110","0.895","0"
"2020","-3 points","Quintile 1","All","All","1500","1305","0.871","0"
"2021","-3 points","Quintile 1","All","All","1315","1140","0.868","0"
"2022","-3 points","Quintile 1","All","All","2255","1950","0.866","0"
"2023","-3 points","Quintile 1","All","All","2885","2510","0.87","0"
"2010","-4 points","Quintile 1","All","All","1110","740","0.666","0"
"2011","-4 points","Quintile 1","All","All","1185","820","0.6930000000000001","0"
"2012","-4 points","Quintile 1","All","All","1290","940","0.728","0"
"2013","-4 points","Quintile 1","All","All","1355","1080","0.795","0"
"2014","-4 points","Quintile 1","All","All","1435","1155","0.805","0"
"2015","-4 points","Quintile 1","All","All","1535","1240","0.808","0"
"2016","-4 points","Quintile 1","All","All","1715","1430","0.834","0"
"2017","-4 points","Quintile 1","All","All","1755","1465","0.834","0"
"2018","-4 points","Quintile 1","All","All","1830","1570","0.858","0"
"2019","-4 points","Quintile 1","All","All","2045","1805","0.883","0"
"2020","-4 points","Quintile 1","All","All","835","700","0.835","0"
"2021","-4 points","Quintile 1","All","All","750","615","0.8160000000000001","0"
"2022","-4 points","Quintile 1","All","All","1670","1420","0.85","0"
"2023","-4 points","Quintile 1","All","All","2575","2200","0.854","0"
"2010","-5 points","Quintile 1","All","All","645","355","0.55","0"
"2011","-5 points","Quintile 1","All","All","555","315","0.5690000000000001","0"
"2012","-5 points","Quintile 1","All","All","635","410","0.65","0"
"2013","-5 points","Quintile 1","All","All","705","510","0.722","0"
"2014","-5 points","Quintile 1","All","All","805","610","0.755","0"
"2015","-5 points","Quintile 1","All","All","820","625","0.759","0"
"2016","-5 points","Quintile 1","All","All","930","710","0.764","0"
"2017","-5 points","Quintile 1","All","All","1170","950","0.811","0"
"2018","-5 points","Quintile 1","All","All","1220","1020","0.838","0"
"2019","-5 points","Quintile 1","All","All","1480","1280","0.863","0"
"2020","-5 points","Quintile 1","All","All","370","315","0.851","0"
"2021","-5 points","Quintile 1","All","All","415","335","0.802","0"
"2022","-5 points","Quintile 1","All","All","1115","880","0.792","0"
"2023","-5 points","Quintile 1","All","All","1750","1460","0.836","0"
"2010","-6 points","Quintile 1","All","All","275","135","0.482","0"
"2011","-6 points","Quintile 1","All","All","265","135","0.515","0"
"2012","-6 points","Quintile 1","All","All","275","150","0.54","0"
"2013","-6 points","Quintile 1","All","All","335","205","0.618","0"
"2014","-6 points","Quintile 1","All","All","365","235","0.643","0"
"2015","-6 points","Quintile 1","All","All","445","290","0.652","0"
"2016","-6 points","Quintile 1","All","All","485","340","0.7000000000000001","0"
"2017","-6 points","Quintile 1","All","All","675","525","0.776","0"
"2018","-6 points","Quintile 1","All","All","635","495","0.778","0"
"2019","-6 points","Quintile 1","All","All","915","750","0.8190000000000001","0"
"2020","-6 points","Quintile 1","All","All","205","155","0.748","0"
"2021","-6 points","Quintile 1","All","All","220","160","0.716","0"
"2022","-6 points","Quintile 1","All","All","695","505","0.729","0"
"2023","-6 points","Quintile 1","All","All","1250","985","0.789","0"
"2010","Less than -6 points","Quintile 1","All","All","315","75","0.23","0"
"2011","Less than -6 points","Quintile 1","All","All","275","75","0.269","5"
"2012","Less than -6 points","Quintile 1","All","All","325","115","0.357","0"
"2013","Less than -6 points","Quintile 1","All","All","335","140","0.41600000000000004","0"
"2014","Less than -6 points","Quintile 1","All","All","400","175","0.433","0"
"2015","Less than -6 points","Quintile 1","All","All","440","220","0.494","0"
"2016","Less than -6 points","Quintile 1","All","All","480","255","0.531","0"
"2017","Less than -6 points","Quintile 1","All","All","690","390","0.5700000000000001","0"
"2018","Less than -6 points","Quintile 1","All","All","890","575","0.65","0"
"2019","Less than -6 points","Quintile 1","All","All","1255","840","0.672","0"
"2020","Less than -6 points","Quintile 1","All","All","235","160","0.678","0"
"2021","Less than -6 points","Quintile 1","All","All","220","125","0.557","0"
"2022","Less than -6 points","Quintile 1","All","All","970","595","0.613","0"
"2023","Less than -6 points","Quintile 1","All","All","1725","1070","0.618","0"
"2010","0 points","Quintile 2","All","All","4210","3760","0.893","0"
"2011","0 points","Quintile 2","All","All","4095","3745","0.915","0"
"2012","0 points","Quintile 2","All","All","3660","3335","0.911","0"
"2013","0 points","Quintile 2","All","All","3455","3180","0.92","0"
"2014","0 points","Quintile 2","All","All","3180","2955","0.929","0"
"2015","0 points","Quintile 2","All","All","3245","2985","0.919","0"
"2016","0 points","Quintile 2","All","All","3035","2840","0.936","0"
"2017","0 points","Quintile 2","All","All","2980","2795","0.9380000000000001","0"
"2018","0 points","Quintile 2","All","All","2790","2580","0.925","0"
"2019","0 points","Quintile 2","All","All","2280","2120","0.929","0"
"2020","0 points","Quintile 2","All","All","5225","4910","0.9400000000000001","0"
"2021","0 points","Quintile 2","All","All","5850","5375","0.919","5"
"2022","0 points","Quintile 2","All","All","4085","3655","0.895","0"
"2023","0 points","Quintile 2","All","All","2370","2170","0.916","0"
"2010","1 points","Quintile 2","All","All","2125","1950","0.917","0"
"2011","1 points","Quintile 2","All","All","1965","1815","0.923","0"
"2012","1 points","Quintile 2","All","All","1565","1420","0.907","0"
"2013","1 points","Quintile 2","All","All","1440","1320","0.916","0"
"2014","1 points","Quintile 2","All","All","1350","1250","0.926","0"
"2015","1 points","Quintile 2","All","All","1315","1230","0.935","0"
"2016","1 points","Quintile 2","All","All","1220","1130","0.927","0"
"2017","1 points","Quintile 2","All","All","1415","1310","0.926","0"
"2018","1 points","Quintile 2","All","All","1275","1160","0.911","0"
"2019","1 points","Quintile 2","All","All","1035","940","0.91","0"
"2020","1 points","Quintile 2","All","All","2695","2525","0.937","0"
"2021","1 points","Quintile 2","All","All","3830","3475","0.908","0"
"2022","1 points","Quintile 2","All","All","2235","2010","0.899","0"
"2023","1 points","Quintile 2","All","All","810","720","0.889","0"
"2010","2 points","Quintile 2","All","All","800","730","0.914","0"
"2011","2 points","Quintile 2","All","All","700","650","0.93","0"
"2012","2 points","Quintile 2","All","All","505","460","0.909","0"
"2013","2 points","Quintile 2","All","All","480","450","0.929","0"
"2014","2 points","Quintile 2","All","All","490","455","0.929","0"
"2015","2 points","Quintile 2","All","All","445","405","0.913","0"
"2016","2 points","Quintile 2","All","All","400","370","0.923","0"
"2017","2 points","Quintile 2","All","All","480","440","0.915","0"
"2018","2 points","Quintile 2","All","All","455","420","0.919","0"
"2019","2 points","Quintile 2","All","All","340","310","0.914","0"
"2020","2 points","Quintile 2","All","All","955","875","0.919","0"
"2021","2 points","Quintile 2","All","All","1785","1640","0.918","0"
"2022","2 points","Quintile 2","All","All","1015","905","0.892","0"
"2023","2 points","Quintile 2","All","All","270","235","0.867","0"
"2010","3 points","Quintile 2","All","All","260","240","0.912","0"
"2011","3 points","Quintile 2","All","All","195","185","0.9530000000000001","0"
"2012","3 points","Quintile 2","All","All","120","110","0.91","0"
"2013","3 points","Quintile 2","All","All","110","100","0.884","0"
"2014","3 points","Quintile 2","All","All","100","95","0.912","0"
"2015","3 points","Quintile 2","All","All","100","90","0.92","0"
"2016","3 points","Quintile 2","All","All","100","90","0.929","0"
"2017","3 points","Quintile 2","All","All","150","130","0.892","0"
"2018","3 points","Quintile 2","All","All","130","110","0.844","0"
"2019","3 points","Quintile 2","All","All","100","80","0.8160000000000001","0"
"2020","3 points","Quintile 2","All","All","260","245","0.9460000000000001","0"
"2021","3 points","Quintile 2","All","All","660","585","0.888","0"
"2022","3 points","Quintile 2","All","All","330","300","0.909","0"
"2023","3 points","Quintile 2","All","All","80","70","0.861","0"
"2010","More than 3 points","Quintile 2","All","All","60","55","0.919","0"
"2011","More than 3 points","Quintile 2","All","All","55","50","0.877","0"
"2012","More than 3 points","Quintile 2","All","All","45","40","0.909","0"
"2013","More than 3 points","Quintile 2","All","All","25","20","0.8260000000000001","0"
"2014","More than 3 points","Quintile 2","All","All","30","30","0.9380000000000001","0"
"2015","More than 3 points","Quintile 2","All","All","35","30","0.879","0"
"2016","More than 3 points","Quintile 2","All","All","25","20","0.846","0"
"2017","More than 3 points","Quintile 2","All","All","50","45","0.86","0"
"2018","More than 3 points","Quintile 2","All","All","35","30","0.886","0"
"2019","More than 3 points","Quintile 2","All","All","30","30","0.875","0"
"2020","More than 3 points","Quintile 2","All","All","30","30","0.969","0"
"2021","More than 3 points","Quintile 2","All","All","210","190","0.9","0"
"2022","More than 3 points","Quintile 2","All","All","145","120","0.834","0"
"2023","More than 3 points","Quintile 2","All","All","15","10"," ","0"
"2010","-1 points","Quintile 2","All","All","5285","4545","0.86","0"
"2011","-1 points","Quintile 2","All","All","5315","4725","0.89","0"
"2012","-1 points","Quintile 2","All","All","5055","4540","0.898","0"
"2013","-1 points","Quintile 2","All","All","4990","4505","0.903","0"
"2014","-1 points","Quintile 2","All","All","4440","4065","0.915","0"
"2015","-1 points","Quintile 2","All","All","4560","4135","0.906","0"
"2016","-1 points","Quintile 2","All","All","4505","4155","0.923","0"
"2017","-1 points","Quintile 2","All","All","4250","3885","0.914","0"
"2018","-1 points","Quintile 2","All","All","3855","3545","0.919","0"
"2019","-1 points","Quintile 2","All","All","3345","3105","0.928","0"
"2020","-1 points","Quintile 2","All","All","4780","4375","0.915","0"
"2021","-1 points","Quintile 2","All","All","4535","4070","0.897","0"
"2022","-1 points","Quintile 2","All","All","4260","3825","0.897","0"
"2023","-1 points","Quintile 2","All","All","3395","3045","0.898","0"
"2010","-2 points","Quintile 2","All","All","4755","3900","0.8200000000000001","0"
"2011","-2 points","Quintile 2","All","All","4895","4125","0.843","0"
"2012","-2 points","Quintile 2","All","All","4780","4130","0.864","0"
"2013","-2 points","Quintile 2","All","All","4785","4215","0.88","0"
"2014","-2 points","Quintile 2","All","All","4865","4370","0.898","0"
"2015","-2 points","Quintile 2","All","All","4885","4380","0.896","0"
"2016","-2 points","Quintile 2","All","All","4930","4485","0.909","0"
"2017","-2 points","Quintile 2","All","All","4440","4055","0.913","0"
"2018","-2 points","Quintile 2","All","All","4220","3880","0.919","0"
"2019","-2 points","Quintile 2","All","All","3900","3530","0.905","0"
"2020","-2 points","Quintile 2","All","All","3640","3260","0.896","0"
"2021","-2 points","Quintile 2","All","All","3195","2795","0.875","0"
"2022","-2 points","Quintile 2","All","All","3965","3485","0.878","5"
"2023","-2 points","Quintile 2","All","All","4235","3785","0.894","0"
"2010","-3 points","Quintile 2","All","All","3280","2495","0.761","0"
"2011","-3 points","Quintile 2","All","All","3345","2625","0.785","0"
"2012","-3 points","Quintile 2","All","All","3505","2825","0.806","0"
"2013","-3 points","Quintile 2","All","All","3615","3020","0.836","0"
"2014","-3 points","Quintile 2","All","All","3685","3175","0.862","0"
"2015","-3 points","Quintile 2","All","All","3805","3275","0.86","0"
"2016","-3 points","Quintile 2","All","All","3980","3475","0.874","0"
"2017","-3 points","Quintile 2","All","All","3830","3365","0.878","0"
"2018","-3 points","Quintile 2","All","All","3675","3255","0.886","0"
"2019","-3 points","Quintile 2","All","All","3560","3180","0.892","0"
"2020","-3 points","Quintile 2","All","All","2160","1910","0.884","0"
"2021","-3 points","Quintile 2","All","All","1905","1605","0.842","0"
"2022","-3 points","Quintile 2","All","All","3125","2640","0.845","0"
"2023","-3 points","Quintile 2","All","All","4170","3600","0.863","0"
"2010","-4 points","Quintile 2","All","All","1800","1235","0.6880000000000001","0"
"2011","-4 points","Quintile 2","All","All","1840","1265","0.687","0"
"2012","-4 points","Quintile 2","All","All","1980","1500","0.757","0"
"2013","-4 points","Quintile 2","All","All","1995","1560","0.781","0"
"2014","-4 points","Quintile 2","All","All","2295","1810","0.788","0"
"2015","-4 points","Quintile 2","All","All","2265","1840","0.8130000000000001","0"
"2016","-4 points","Quintile 2","All","All","2375","2010","0.846","0"
"2017","-4 points","Quintile 2","All","All","2505","2100","0.837","0"
"2018","-4 points","Quintile 2","All","All","2595","2250","0.867","0"
"2019","-4 points","Quintile 2","All","All","2765","2390","0.864","0"
"2020","-4 points","Quintile 2","All","All","1130","935","0.8270000000000001","0"
"2021","-4 points","Quintile 2","All","All","1020","815","0.801","0"
"2022","-4 points","Quintile 2","All","All","2225","1840","0.8270000000000001","0"
"2023","-4 points","Quintile 2","All","All","3510","2960","0.843","0"
"2010","-5 points","Quintile 2","All","All","915","540","0.587","0"
"2011","-5 points","Quintile 2","All","All","915","545","0.595","0"
"2012","-5 points","Quintile 2","All","All","940","645","0.685","0"
"2013","-5 points","Quintile 2","All","All","1000","715","0.713","0"
"2014","-5 points","Quintile 2","All","All","1130","805","0.71","0"
"2015","-5 points","Quintile 2","All","All","1245","935","0.753","0"
"2016","-5 points","Quintile 2","All","All","1335","1055","0.791","0"
"2017","-5 points","Quintile 2","All","All","1515","1275","0.842","0"
"2018","-5 points","Quintile 2","All","All","1735","1435","0.8290000000000001","0"
"2019","-5 points","Quintile 2","All","All","2010","1700","0.848","0"
"2020","-5 points","Quintile 2","All","All","565","470","0.837","0"
"2021","-5 points","Quintile 2","All","All","535","430","0.805","0"
"2022","-5 points","Quintile 2","All","All","1420","1110","0.78","0"
"2023","-5 points","Quintile 2","All","All","2435","1970","0.809","0"
"2010","-6 points","Quintile 2","All","All","435","215","0.489","0"
"2011","-6 points","Quintile 2","All","All","430","220","0.519","0"
"2012","-6 points","Quintile 2","All","All","470","270","0.578","0"
"2013","-6 points","Quintile 2","All","All","445","285","0.642","0"
"2014","-6 points","Quintile 2","All","All","560","370","0.658","0"
"2015","-6 points","Quintile 2","All","All","625","440","0.7030000000000001","0"
"2016","-6 points","Quintile 2","All","All","680","500","0.737","0"
"2017","-6 points","Quintile 2","All","All","890","670","0.751","0"
"2018","-6 points","Quintile 2","All","All","1080","860","0.797","0"
"2019","-6 points","Quintile 2","All","All","1255","1010","0.804","0"
"2020","-6 points","Quintile 2","All","All","260","200","0.759","0"
"2021","-6 points","Quintile 2","All","All","265","200","0.753","0"
"2022","-6 points","Quintile 2","All","All","790","610","0.77","0"
"2023","-6 points","Quintile 2","All","All","1595","1210","0.757","0"
"2010","Less than -6 points","Quintile 2","All","All","410","135","0.336","0"
"2011","Less than -6 points","Quintile 2","All","All","445","145","0.33","0"
"2012","Less than -6 points","Quintile 2","All","All","460","185","0.401","5"
"2013","Less than -6 points","Quintile 2","All","All","480","200","0.423","0"
"2014","Less than -6 points","Quintile 2","All","All","585","265","0.451","0"
"2015","Less than -6 points","Quintile 2","All","All","570","285","0.503","0"
"2016","Less than -6 points","Quintile 2","All","All","660","340","0.512","5"
"2017","Less than -6 points","Quintile 2","All","All","960","570","0.593","0"
"2018","Less than -6 points","Quintile 2","All","All","1150","735","0.641","0"
"2019","Less than -6 points","Quintile 2","All","All","1580","1065","0.674","0"
"2020","Less than -6 points","Quintile 2","All","All","285","190","0.66","0"
"2021","Less than -6 points","Quintile 2","All","All","265","145","0.545","0"
"2022","Less than -6 points","Quintile 2","All","All","1185","695","0.587","0"
"2023","Less than -6 points","Quintile 2","All","All","2130","1350","0.634","0"
"2010","0 points","Quintile 3","All","All","6025","5345","0.887","0"
"2011","0 points","Quintile 3","All","All","5905","5435","0.921","0"
"2012","0 points","Quintile 3","All","All","5270","4745","0.9","0"
"2013","0 points","Quintile 3","All","All","5015","4600","0.917","0"
"2014","0 points","Quintile 3","All","All","4575","4205","0.919","0"
"2015","0 points","Quintile 3","All","All","4585","4245","0.926","0"
"2016","0 points","Quintile 3","All","All","4280","3980","0.93","0"
"2017","0 points","Quintile 3","All","All","4445","4110","0.924","0"
"2018","0 points","Quintile 3","All","All","3810","3540","0.929","0"
"2019","0 points","Quintile 3","All","All","3505","3260","0.93","0"
"2020","0 points","Quintile 3","All","All","7230","6755","0.934","5"
"2021","0 points","Quintile 3","All","All","7940","7210","0.908","5"
"2022","0 points","Quintile 3","All","All","5830","5205","0.893","0"
"2023","0 points","Quintile 3","All","All","3510","3175","0.905","0"
"2010","1 points","Quintile 3","All","All","3110","2820","0.907","0"
"2011","1 points","Quintile 3","All","All","2760","2570","0.93","0"
"2012","1 points","Quintile 3","All","All","2185","1945","0.891","0"
"2013","1 points","Quintile 3","All","All","2130","1940","0.913","0"
"2014","1 points","Quintile 3","All","All","1895","1740","0.918","0"
"2015","1 points","Quintile 3","All","All","1855","1710","0.92","0"
"2016","1 points","Quintile 3","All","All","1745","1635","0.936","0"
"2017","1 points","Quintile 3","All","All","1980","1825","0.922","0"
"2018","1 points","Quintile 3","All","All","1745","1585","0.909","0"
"2019","1 points","Quintile 3","All","All","1415","1290","0.911","0"
"2020","1 points","Quintile 3","All","All","3675","3430","0.933","0"
"2021","1 points","Quintile 3","All","All","5120","4650","0.909","0"
"2022","1 points","Quintile 3","All","All","3085","2740","0.889","0"
"2023","1 points","Quintile 3","All","All","1170","1040","0.888","0"
"2010","2 points","Quintile 3","All","All","1220","1100","0.903","0"
"2011","2 points","Quintile 3","All","All","1020","950","0.928","0"
"2012","2 points","Quintile 3","All","All","720","640","0.884","0"
"2013","2 points","Quintile 3","All","All","625","580","0.928","0"
"2014","2 points","Quintile 3","All","All","620","560","0.905","0"
"2015","2 points","Quintile 3","All","All","600","550","0.913","0"
"2016","2 points","Quintile 3","All","All","560","490","0.872","0"
"2017","2 points","Quintile 3","All","All","695","625","0.905","0"
"2018","2 points","Quintile 3","All","All","620","570","0.915","0"
"2019","2 points","Quintile 3","All","All","510","455","0.896","0"
"2020","2 points","Quintile 3","All","All","1265","1175","0.928","0"
"2021","2 points","Quintile 3","All","All","2495","2245","0.899","0"
"2022","2 points","Quintile 3","All","All","1500","1280","0.854","0"
"2023","2 points","Quintile 3","All","All","405","365","0.894","0"
"2010","3 points","Quintile 3","All","All","355","325","0.908","0"
"2011","3 points","Quintile 3","All","All","280","255","0.917","0"
"2012","3 points","Quintile 3","All","All","185","165","0.897","0"
"2013","3 points","Quintile 3","All","All","130","120","0.9380000000000001","0"
"2014","3 points","Quintile 3","All","All","140","130","0.929","0"
"2015","3 points","Quintile 3","All","All","135","125","0.912","0"
"2016","3 points","Quintile 3","All","All","160","145","0.905","0"
"2017","3 points","Quintile 3","All","All","190","170","0.88","0"
"2018","3 points","Quintile 3","All","All","170","145","0.849","0"
"2019","3 points","Quintile 3","All","All","155","140","0.915","0"
"2020","3 points","Quintile 3","All","All","300","270","0.91","0"
"2021","3 points","Quintile 3","All","All","885","770","0.871","0"
"2022","3 points","Quintile 3","All","All","535","460","0.86","0"
"2023","3 points","Quintile 3","All","All","90","80","0.859","0"
"2010","More than 3 points","Quintile 3","All","All","85","75","0.917","0"
"2011","More than 3 points","Quintile 3","All","All","70","60","0.912","0"
"2012","More than 3 points","Quintile 3","All","All","40","30","0.762","0"
"2013","More than 3 points","Quintile 3","All","All","45","40","0.886","0"
"2014","More than 3 points","Quintile 3","All","All","60","50","0.833","0"
"2015","More than 3 points","Quintile 3","All","All","30","25","0.871","0"
"2016","More than 3 points","Quintile 3","All","All","30","25","0.844","0"
"2017","More than 3 points","Quintile 3","All","All","65","50","0.776","0"
"2018","More than 3 points","Quintile 3","All","All","45","40","0.809","0"
"2019","More than 3 points","Quintile 3","All","All","55","45","0.833","0"
"2020","More than 3 points","Quintile 3","All","All","55","50","0.889","0"
"2021","More than 3 points","Quintile 3","All","All","275","245","0.877","0"
"2022","More than 3 points","Quintile 3","All","All","195","160","0.8290000000000001","0"
"2023","More than 3 points","Quintile 3","All","All","25","20","0.808","0"
"2010","-1 points","Quintile 3","All","All","7215","6235","0.864","0"
"2011","-1 points","Quintile 3","All","All","7340","6530","0.889","0"
"2012","-1 points","Quintile 3","All","All","6825","6065","0.888","0"
"2013","-1 points","Quintile 3","All","All","6895","6265","0.908","0"
"2014","-1 points","Quintile 3","All","All","6355","5785","0.91","0"
"2015","-1 points","Quintile 3","All","All","6485","5930","0.915","0"
"2016","-1 points","Quintile 3","All","All","6260","5755","0.919","0"
"2017","-1 points","Quintile 3","All","All","5735","5260","0.918","0"
"2018","-1 points","Quintile 3","All","All","5345","4880","0.913","0"
"2019","-1 points","Quintile 3","All","All","4635","4255","0.918","0"
"2020","-1 points","Quintile 3","All","All","6550","6000","0.916","0"
"2021","-1 points","Quintile 3","All","All","6015","5370","0.893","5"
"2022","-1 points","Quintile 3","All","All","5830","5135","0.88","0"
"2023","-1 points","Quintile 3","All","All","4780","4290","0.897","0"
"2010","-2 points","Quintile 3","All","All","6535","5420","0.8300000000000001","0"
"2011","-2 points","Quintile 3","All","All","6600","5650","0.856","0"
"2012","-2 points","Quintile 3","All","All","6630","5700","0.86","0"
"2013","-2 points","Quintile 3","All","All","6710","5905","0.88","0"
"2014","-2 points","Quintile 3","All","All","6520","5770","0.885","0"
"2015","-2 points","Quintile 3","All","All","6635","5930","0.894","0"
"2016","-2 points","Quintile 3","All","All","6675","5970","0.894","0"
"2017","-2 points","Quintile 3","All","All","6020","5435","0.903","0"
"2018","-2 points","Quintile 3","All","All","5530","4985","0.901","0"
"2019","-2 points","Quintile 3","All","All","5365","4845","0.903","0"
"2020","-2 points","Quintile 3","All","All","4775","4250","0.89","0"
"2021","-2 points","Quintile 3","All","All","4160","3665","0.881","0"
"2022","-2 points","Quintile 3","All","All","5270","4595","0.872","0"
"2023","-2 points","Quintile 3","All","All","5800","5105","0.88","0"
"2010","-3 points","Quintile 3","All","All","4225","3215","0.761","0"
"2011","-3 points","Quintile 3","All","All","4335","3440","0.794","0"
"2012","-3 points","Quintile 3","All","All","4415","3590","0.8130000000000001","0"
"2013","-3 points","Quintile 3","All","All","4685","3970","0.847","0"
"2014","-3 points","Quintile 3","All","All","4825","4095","0.849","0"
"2015","-3 points","Quintile 3","All","All","5080","4390","0.865","0"
"2016","-3 points","Quintile 3","All","All","5120","4460","0.872","0"
"2017","-3 points","Quintile 3","All","All","4910","4305","0.877","0"
"2018","-3 points","Quintile 3","All","All","4820","4280","0.888","0"
"2019","-3 points","Quintile 3","All","All","4745","4215","0.889","0"
"2020","-3 points","Quintile 3","All","All","2900","2490","0.858","0"
"2021","-3 points","Quintile 3","All","All","2390","2025","0.847","0"
"2022","-3 points","Quintile 3","All","All","4045","3445","0.852","0"
"2023","-3 points","Quintile 3","All","All","5440","4730","0.869","0"
"2010","-4 points","Quintile 3","All","All","2320","1585","0.683","0"
"2011","-4 points","Quintile 3","All","All","2320","1625","0.7000000000000001","0"
"2012","-4 points","Quintile 3","All","All","2545","1885","0.741","5"
"2013","-4 points","Quintile 3","All","All","2600","2025","0.778","0"
"2014","-4 points","Quintile 3","All","All","2845","2260","0.794","0"
"2015","-4 points","Quintile 3","All","All","3155","2535","0.803","0"
"2016","-4 points","Quintile 3","All","All","3065","2555","0.833","0"
"2017","-4 points","Quintile 3","All","All","3250","2770","0.853","0"
"2018","-4 points","Quintile 3","All","All","3345","2910","0.869","0"
"2019","-4 points","Quintile 3","All","All","3630","3145","0.867","0"
"2020","-4 points","Quintile 3","All","All","1470","1235","0.84","0"
"2021","-4 points","Quintile 3","All","All","1365","1130","0.8270000000000001","0"
"2022","-4 points","Quintile 3","All","All","2860","2360","0.8250000000000001","0"
"2023","-4 points","Quintile 3","All","All","4365","3680","0.842","0"
"2010","-5 points","Quintile 3","All","All","1075","655","0.609","0"
"2011","-5 points","Quintile 3","All","All","1095","645","0.587","0"
"2012","-5 points","Quintile 3","All","All","1215","810","0.666","0"
"2013","-5 points","Quintile 3","All","All","1175","835","0.71","0"
"2014","-5 points","Quintile 3","All","All","1445","1080","0.749","0"
"2015","-5 points","Quintile 3","All","All","1525","1145","0.751","0"
"2016","-5 points","Quintile 3","All","All","1765","1375","0.779","0"
"2017","-5 points","Quintile 3","All","All","1975","1580","0.8","0"
"2018","-5 points","Quintile 3","All","All","2165","1755","0.811","0"
"2019","-5 points","Quintile 3","All","All","2450","2030","0.8290000000000001","0"
"2020","-5 points","Quintile 3","All","All","705","570","0.807","0"
"2021","-5 points","Quintile 3","All","All","675","540","0.8","0"
"2022","-5 points","Quintile 3","All","All","1690","1335","0.79","0"
"2023","-5 points","Quintile 3","All","All","3045","2475","0.8130000000000001","0"
"2010","-6 points","Quintile 3","All","All","495","255","0.509","0"
"2011","-6 points","Quintile 3","All","All","515","260","0.501","0"
"2012","-6 points","Quintile 3","All","All","580","330","0.5670000000000001","0"
"2013","-6 points","Quintile 3","All","All","570","370","0.65","0"
"2014","-6 points","Quintile 3","All","All","665","450","0.673","0"
"2015","-6 points","Quintile 3","All","All","740","505","0.682","0"
"2016","-6 points","Quintile 3","All","All","820","595","0.725","0"
"2017","-6 points","Quintile 3","All","All","1070","830","0.776","0"
"2018","-6 points","Quintile 3","All","All","1270","985","0.776","0"
"2019","-6 points","Quintile 3","All","All","1520","1210","0.796","0"
"2020","-6 points","Quintile 3","All","All","330","255","0.771","0"
"2021","-6 points","Quintile 3","All","All","300","205","0.687","0"
"2022","-6 points","Quintile 3","All","All","1010","765","0.759","0"
"2023","-6 points","Quintile 3","All","All","2065","1595","0.773","0"
"2010","Less than -6 points","Quintile 3","All","All","510","160","0.316","0"
"2011","Less than -6 points","Quintile 3","All","All","525","175","0.334","5"
"2012","Less than -6 points","Quintile 3","All","All","510","195","0.381","0"
"2013","Less than -6 points","Quintile 3","All","All","535","210","0.39","0"
"2014","Less than -6 points","Quintile 3","All","All","725","335","0.459","0"
"2015","Less than -6 points","Quintile 3","All","All","735","355","0.48","0"
"2016","Less than -6 points","Quintile 3","All","All","810","460","0.5710000000000001","0"
"2017","Less than -6 points","Quintile 3","All","All","1195","700","0.588","0"
"2018","Less than -6 points","Quintile 3","All","All","1555","1030","0.663","5"
"2019","Less than -6 points","Quintile 3","All","All","2140","1405","0.657","0"
"2020","Less than -6 points","Quintile 3","All","All","320","210","0.651","0"
"2021","Less than -6 points","Quintile 3","All","All","345","200","0.582","0"
"2022","Less than -6 points","Quintile 3","All","All","1310","770","0.586","0"
"2023","Less than -6 points","Quintile 3","All","All","2670","1715","0.642","0"
"2010","0 points","Quintile 4","All","All","8150","7330","0.899","0"
"2011","0 points","Quintile 4","All","All","7965","7340","0.922","0"
"2012","0 points","Quintile 4","All","All","7075","6380","0.901","0"
"2013","0 points","Quintile 4","All","All","6815","6205","0.911","0"
"2014","0 points","Quintile 4","All","All","6230","5755","0.924","0"
"2015","0 points","Quintile 4","All","All","6345","5840","0.92","0"
"2016","0 points","Quintile 4","All","All","5975","5545","0.928","0"
"2017","0 points","Quintile 4","All","All","5850","5365","0.917","0"
"2018","0 points","Quintile 4","All","All","5630","5170","0.918","0"
"2019","0 points","Quintile 4","All","All","4865","4500","0.925","0"
"2020","0 points","Quintile 4","All","All","9840","9210","0.936","10"
"2021","0 points","Quintile 4","All","All","10975","10045","0.915","0"
"2022","0 points","Quintile 4","All","All","8325","7415","0.891","0"
"2023","0 points","Quintile 4","All","All","5110","4635","0.906","0"
"2010","1 points","Quintile 4","All","All","4130","3745","0.907","0"
"2011","1 points","Quintile 4","All","All","3705","3440","0.93","0"
"2012","1 points","Quintile 4","All","All","2865","2590","0.905","0"
"2013","1 points","Quintile 4","All","All","2685","2440","0.908","0"
"2014","1 points","Quintile 4","All","All","2530","2315","0.914","0"
"2015","1 points","Quintile 4","All","All","2515","2280","0.906","0"
"2016","1 points","Quintile 4","All","All","2290","2085","0.911","0"
"2017","1 points","Quintile 4","All","All","2585","2375","0.92","0"
"2018","1 points","Quintile 4","All","All","2360","2120","0.899","0"
"2019","1 points","Quintile 4","All","All","2035","1865","0.917","0"
"2020","1 points","Quintile 4","All","All","4785","4480","0.936","0"
