"Year","Subject group HECoS","Detailed subject group HECoS","POLAR4 Quintile","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2019","(CAH02) subjects allied to medicine","(CAH02-05-01) medical technology","All","9650","3725","0.386"
"2020","(CAH02) subjects allied to medicine","(CAH02-05-01) medical technology","All","10395","4140","0.398"
"2021","(CAH02) subjects allied to medicine","(CAH02-05-01) medical technology","All","12560","4515","0.359"
"2022","(CAH02) subjects allied to medicine","(CAH02-05-01) medical technology","All","12380","4095","0.331"
"2023","(CAH02) subjects allied to medicine","(CAH02-05-01) medical technology","All","12645","4490","0.355"
"2019","(CAH02) subjects allied to medicine","(CAH02-06-06) complementary and alternative medicine","All","2175","1510","0.6940000000000001"
"2020","(CAH02) subjects allied to medicine","(CAH02-06-06) complementary and alternative medicine","All","2390","1670","0.6990000000000001"
"2021","(CAH02) subjects allied to medicine","(CAH02-06-06) complementary and alternative medicine","All","3015","2215","0.735"
"2022","(CAH02) subjects allied to medicine","(CAH02-06-06) complementary and alternative medicine","All","2910","2050","0.704"
"2023","(CAH02) subjects allied to medicine","(CAH02-06-06) complementary and alternative medicine","All","2085","1500","0.719"
"2019","(CAH02) subjects allied to medicine","(CAH02-06-01) health sciences (non-specific)","All","25475","9945","0.39"
"2020","(CAH02) subjects allied to medicine","(CAH02-06-01) health sciences (non-specific)","All","29585","11505","0.389"
"2021","(CAH02) subjects allied to medicine","(CAH02-06-01) health sciences (non-specific)","All","43470","13990","0.322"
"2022","(CAH02) subjects allied to medicine","(CAH02-06-01) health sciences (non-specific)","All","44840","13905","0.31"
"2023","(CAH02) subjects allied to medicine","(CAH02-06-01) health sciences (non-specific)","All","38895","12505","0.322"
"2019","(CAH02) subjects allied to medicine","(CAH02-06-02) nutrition and dietetics","All","5680","4190","0.738"
"2020","(CAH02) subjects allied to medicine","(CAH02-06-02) nutrition and dietetics","All","5965","4370","0.733"
"2021","(CAH02) subjects allied to medicine","(CAH02-06-02) nutrition and dietetics","All","6515","4785","0.735"
"2022","(CAH02) subjects allied to medicine","(CAH02-06-02) nutrition and dietetics","All","6245","4540","0.727"
"2023","(CAH02) subjects allied to medicine","(CAH02-06-02) nutrition and dietetics","All","5260","3775","0.718"
"2019","(CAH02) subjects allied to medicine","(CAH02-06-04) environmental and public health","All","2855","2650","0.927"
"2020","(CAH02) subjects allied to medicine","(CAH02-06-04) environmental and public health","All","3115","2935","0.9420000000000001"
"2021","(CAH02) subjects allied to medicine","(CAH02-06-04) environmental and public health","All","4410","4275","0.97"
"2022","(CAH02) subjects allied to medicine","(CAH02-06-04) environmental and public health","All","3670","3530","0.962"
"2023","(CAH02) subjects allied to medicine","(CAH02-06-04) environmental and public health","All","2725","2620","0.961"
"2019","(CAH02) subjects allied to medicine","(CAH02-06-07) counselling, psychotherapy and occupational therapy","All","10255","6030","0.588"
"2020","(CAH02) subjects allied to medicine","(CAH02-06-07) counselling, psychotherapy and occupational therapy","All","11035","6590","0.597"
"2021","(CAH02) subjects allied to medicine","(CAH02-06-07) counselling, psychotherapy and occupational therapy","All","12345","7525","0.61"
"2022","(CAH02) subjects allied to medicine","(CAH02-06-07) counselling, psychotherapy and occupational therapy","All","12540","7160","0.5710000000000001"
"2023","(CAH02) subjects allied to medicine","(CAH02-06-07) counselling, psychotherapy and occupational therapy","All","11580","6725","0.581"
"2019","(CAH02) subjects allied to medicine","(CAH02-02-01) pharmacology","All","5280","4370","0.8280000000000001"
"2020","(CAH02) subjects allied to medicine","(CAH02-02-01) pharmacology","All","5545","4595","0.8290000000000001"
"2021","(CAH02) subjects allied to medicine","(CAH02-02-01) pharmacology","All","6610","5340","0.808"
"2022","(CAH02) subjects allied to medicine","(CAH02-02-01) pharmacology","All","7495","5700","0.76"
"2023","(CAH02) subjects allied to medicine","(CAH02-02-01) pharmacology","All","7905","6275","0.794"
"2019","(CAH02) subjects allied to medicine","(CAH02-02-03) pharmacy","All","14750","10160","0.6890000000000001"
"2020","(CAH02) subjects allied to medicine","(CAH02-02-03) pharmacy","All","15010","10165","0.677"
"2021","(CAH02) subjects allied to medicine","(CAH02-02-03) pharmacy","All","18135","13095","0.722"
"2022","(CAH02) subjects allied to medicine","(CAH02-02-03) pharmacy","All","20615","12875","0.625"
"2023","(CAH02) subjects allied to medicine","(CAH02-02-03) pharmacy","All","26525","15070","0.5680000000000001"
"2019","(CAH02) subjects allied to medicine","(CAH02-06-05) physiotherapy","All","16010","5685","0.355"
"2020","(CAH02) subjects allied to medicine","(CAH02-06-05) physiotherapy","All","17295","6485","0.375"
"2021","(CAH02) subjects allied to medicine","(CAH02-06-05) physiotherapy","All","19725","6555","0.332"
"2022","(CAH02) subjects allied to medicine","(CAH02-06-05) physiotherapy","All","21850","6050","0.277"
"2023","(CAH02) subjects allied to medicine","(CAH02-06-05) physiotherapy","All","21510","6605","0.307"
"2019","(CAH02) subjects allied to medicine","(CAH02-05-02) healthcare science (non-specific)","All","4770","3240","0.68"
"2020","(CAH02) subjects allied to medicine","(CAH02-05-02) healthcare science (non-specific)","All","5550","3890","0.7010000000000001"
"2021","(CAH02) subjects allied to medicine","(CAH02-05-02) healthcare science (non-specific)","All","5545","3905","0.705"
"2022","(CAH02) subjects allied to medicine","(CAH02-05-02) healthcare science (non-specific)","All","6375","4790","0.751"
"2023","(CAH02) subjects allied to medicine","(CAH02-05-02) healthcare science (non-specific)","All","6575","5215","0.793"
"2019","(CAH02) subjects allied to medicine","(CAH02-05-03) biomedical sciences (non-specific)","All","37935","32990","0.87"
"2020","(CAH02) subjects allied to medicine","(CAH02-05-03) biomedical sciences (non-specific)","All","38765","33705","0.869"
"2021","(CAH02) subjects allied to medicine","(CAH02-05-03) biomedical sciences (non-specific)","All","41850","36525","0.873"
"2022","(CAH02) subjects allied to medicine","(CAH02-05-03) biomedical sciences (non-specific)","All","40955","35085","0.857"
"2023","(CAH02) subjects allied to medicine","(CAH02-05-03) biomedical sciences (non-specific)","All","40785","35345","0.867"
"2019","(CAH02) subjects allied to medicine","(CAH02-02-02) toxicology","All","60","60","1.0010000000000001"
"2020","(CAH02) subjects allied to medicine","(CAH02-02-02) toxicology","All","80","80","0.974"
"2021","(CAH02) subjects allied to medicine","(CAH02-02-02) toxicology","All","65","60","0.929"
"2022","(CAH02) subjects allied to medicine","(CAH02-02-02) toxicology","All","90","90","0.986"
"2023","(CAH02) subjects allied to medicine","(CAH02-02-02) toxicology","All","155","150","0.969"
"2019","(CAH02) subjects allied to medicine","(CAH02-04-02) adult nursing","All","64470","29475","0.457"
"2020","(CAH02) subjects allied to medicine","(CAH02-04-02) adult nursing","All","71945","35265","0.49"
"2021","(CAH02) subjects allied to medicine","(CAH02-04-02) adult nursing","All","87345","43090","0.493"
"2022","(CAH02) subjects allied to medicine","(CAH02-04-02) adult nursing","All","79480","37610","0.47300000000000003"
"2023","(CAH02) subjects allied to medicine","(CAH02-04-02) adult nursing","All","64595","31380","0.486"
"2019","(CAH02) subjects allied to medicine","(CAH02-04-05) children's nursing","All","22945","6895","0.3"
"2020","(CAH02) subjects allied to medicine","(CAH02-04-05) children's nursing","All","25625","8795","0.343"
"2021","(CAH02) subjects allied to medicine","(CAH02-04-05) children's nursing","All","32945","9570","0.29"
"2022","(CAH02) subjects allied to medicine","(CAH02-04-05) children's nursing","All","32075","8595","0.268"
"2023","(CAH02) subjects allied to medicine","(CAH02-04-05) children's nursing","All","24805","8325","0.336"
"2019","(CAH02) subjects allied to medicine","(CAH02-04-03) community nursing","All","20","15","0.75"
"2020","(CAH02) subjects allied to medicine","(CAH02-04-03) community nursing","All","30","25","0.767"
"2021","(CAH02) subjects allied to medicine","(CAH02-04-03) community nursing","All","100","65","0.65"
"2022","(CAH02) subjects allied to medicine","(CAH02-04-03) community nursing","All","80","60","0.762"
"2023","(CAH02) subjects allied to medicine","(CAH02-04-03) community nursing","All","45","20","0.467"
"2019","(CAH02) subjects allied to medicine","(CAH02-04-09) others in nursing","All","1625","455","0.28"
"2020","(CAH02) subjects allied to medicine","(CAH02-04-09) others in nursing","All","1450","535","0.369"
"2021","(CAH02) subjects allied to medicine","(CAH02-04-09) others in nursing","All","1725","595","0.34400000000000003"
"2022","(CAH02) subjects allied to medicine","(CAH02-04-09) others in nursing","All","1645","560","0.339"
"2023","(CAH02) subjects allied to medicine","(CAH02-04-09) others in nursing","All","1325","575","0.434"
"2019","(CAH02) subjects allied to medicine","(CAH02-04-06) dental nursing","All","1455","275","0.188"
"2020","(CAH02) subjects allied to medicine","(CAH02-04-06) dental nursing","All","1665","210","0.126"
"2021","(CAH02) subjects allied to medicine","(CAH02-04-06) dental nursing","All","2565","255","0.1"
"2022","(CAH02) subjects allied to medicine","(CAH02-04-06) dental nursing","All","3410","275","0.081"
"2023","(CAH02) subjects allied to medicine","(CAH02-04-06) dental nursing","All","3795","275","0.07200000000000001"
"2019","(CAH02) subjects allied to medicine","(CAH02-04-08) learning disabilities nursing","All","2475","1130","0.457"
"2020","(CAH02) subjects allied to medicine","(CAH02-04-08) learning disabilities nursing","All","2570","1270","0.495"
"2021","(CAH02) subjects allied to medicine","(CAH02-04-08) learning disabilities nursing","All","3355","1545","0.46"
"2022","(CAH02) subjects allied to medicine","(CAH02-04-08) learning disabilities nursing","All","3000","1285","0.428"
"2023","(CAH02) subjects allied to medicine","(CAH02-04-08) learning disabilities nursing","All","2360","1015","0.431"
"2019","(CAH02) subjects allied to medicine","(CAH02-04-07) mental health nursing","All","23495","8615","0.367"
"2020","(CAH02) subjects allied to medicine","(CAH02-04-07) mental health nursing","All","30335","11755","0.388"
"2021","(CAH02) subjects allied to medicine","(CAH02-04-07) mental health nursing","All","36585","13460","0.368"
"2022","(CAH02) subjects allied to medicine","(CAH02-04-07) mental health nursing","All","35185","11540","0.328"
"2023","(CAH02) subjects allied to medicine","(CAH02-04-07) mental health nursing","All","30285","10960","0.362"
"2019","(CAH02) subjects allied to medicine","(CAH02-04-04) midwifery","All","28230","6495","0.23"
"2020","(CAH02) subjects allied to medicine","(CAH02-04-04) midwifery","All","28930","7640","0.264"
"2021","(CAH02) subjects allied to medicine","(CAH02-04-04) midwifery","All","37780","8135","0.215"
"2022","(CAH02) subjects allied to medicine","(CAH02-04-04) midwifery","All","34370","7185","0.209"
"2023","(CAH02) subjects allied to medicine","(CAH02-04-04) midwifery","All","26905","7515","0.279"
"2019","(CAH02) subjects allied to medicine","(CAH02-04-01) nursing (non-specific)","All","11580","4125","0.356"
"2020","(CAH02) subjects allied to medicine","(CAH02-04-01) nursing (non-specific)","All","11390","4430","0.389"
"2021","(CAH02) subjects allied to medicine","(CAH02-04-01) nursing (non-specific)","All","11600","4305","0.371"
"2022","(CAH02) subjects allied to medicine","(CAH02-04-01) nursing (non-specific)","All","9920","3520","0.355"
"2023","(CAH02) subjects allied to medicine","(CAH02-04-01) nursing (non-specific)","All","8010","3180","0.397"
"2019","(CAH19) language and area studies","(CAH19-01-05) creative writing","All","6050","5085","0.841"
"2020","(CAH19) language and area studies","(CAH19-01-05) creative writing","All","6160","5275","0.856"
"2021","(CAH19) language and area studies","(CAH19-01-05) creative writing","All","6115","5410","0.885"
"2022","(CAH19) language and area studies","(CAH19-01-05) creative writing","All","6990","6040","0.864"
"2023","(CAH19) language and area studies","(CAH19-01-05) creative writing","All","7150","6135","0.858"
"2019","(CAH19) language and area studies","(CAH19-04-08) American and Australasian studies","All","1720","1610","0.935"
"2020","(CAH19) language and area studies","(CAH19-04-08) American and Australasian studies","All","1180","1105","0.937"
"2021","(CAH19) language and area studies","(CAH19-04-08) American and Australasian studies","All","1065","1035","0.971"
"2022","(CAH19) language and area studies","(CAH19-04-08) American and Australasian studies","All","980","930","0.9480000000000001"
"2023","(CAH19) language and area studies","(CAH19-04-08) American and Australasian studies","All","770","740","0.96"
"2019","(CAH19) language and area studies","(CAH19-01-06) others in English studies","All","190","155","0.8180000000000001"
"2020","(CAH19) language and area studies","(CAH19-01-06) others in English studies","All","145","120","0.8180000000000001"
"2021","(CAH19) language and area studies","(CAH19-01-06) others in English studies","All","165","150","0.909"
"2022","(CAH19) language and area studies","(CAH19-01-06) others in English studies","All","100","95","0.9420000000000001"
"2023","(CAH19) language and area studies","(CAH19-01-06) others in English studies","All","170","145","0.854"
"2019","(CAH19) language and area studies","(CAH19-01-02) English language","All","4505","4035","0.896"
"2020","(CAH19) language and area studies","(CAH19-01-02) English language","All","4030","3620","0.898"
"2021","(CAH19) language and area studies","(CAH19-01-02) English language","All","3800","3405","0.897"
"2022","(CAH19) language and area studies","(CAH19-01-02) English language","All","3735","3260","0.873"
"2023","(CAH19) language and area studies","(CAH19-01-02) English language","All","3505","3130","0.892"
"2019","(CAH19) language and area studies","(CAH19-01-03) literature in English","All","19775","17180","0.869"
"2020","(CAH19) language and area studies","(CAH19-01-03) literature in English","All","18095","15835","0.875"
"2021","(CAH19) language and area studies","(CAH19-01-03) literature in English","All","18355","15825","0.862"
"2022","(CAH19) language and area studies","(CAH19-01-03) literature in English","All","18475","15000","0.812"
"2023","(CAH19) language and area studies","(CAH19-01-03) literature in English","All","19120","16185","0.846"
"2019","(CAH19) language and area studies","(CAH19-01-01) English studies (non-specific)","All","20745","16980","0.8180000000000001"
"2020","(CAH19) language and area studies","(CAH19-01-01) English studies (non-specific)","All","18470","15245","0.8250000000000001"
"2021","(CAH19) language and area studies","(CAH19-01-01) English studies (non-specific)","All","18160","14685","0.809"
"2022","(CAH19) language and area studies","(CAH19-01-01) English studies (non-specific)","All","18585","14680","0.79"
"2023","(CAH19) language and area studies","(CAH19-01-01) English studies (non-specific)","All","18040","14590","0.809"
"2019","(CAH19) language and area studies","(CAH19-04-01) French studies","All","5615","4530","0.807"
"2020","(CAH19) language and area studies","(CAH19-04-01) French studies","All","4865","3950","0.811"
"2021","(CAH19) language and area studies","(CAH19-04-01) French studies","All","4640","3715","0.8"
"2022","(CAH19) language and area studies","(CAH19-04-01) French studies","All","4185","3215","0.769"
"2023","(CAH19) language and area studies","(CAH19-04-01) French studies","All","3730","2975","0.797"
"2019","(CAH19) language and area studies","(CAH19-04-02) German and Scandinavian studies","All","1940","1590","0.8200000000000001"
"2020","(CAH19) language and area studies","(CAH19-04-02) German and Scandinavian studies","All","1750","1435","0.8200000000000001"
"2021","(CAH19) language and area studies","(CAH19-04-02) German and Scandinavian studies","All","1650","1340","0.8130000000000001"
"2022","(CAH19) language and area studies","(CAH19-04-02) German and Scandinavian studies","All","1450","1120","0.772"
"2023","(CAH19) language and area studies","(CAH19-04-02) German and Scandinavian studies","All","1225","980","0.801"
"2019","(CAH19) language and area studies","(CAH19-04-04) Iberian studies","All","6185","4940","0.798"
"2020","(CAH19) language and area studies","(CAH19-04-04) Iberian studies","All","5635","4525","0.803"
"2021","(CAH19) language and area studies","(CAH19-04-04) Iberian studies","All","5190","4115","0.793"
"2022","(CAH19) language and area studies","(CAH19-04-04) Iberian studies","All","4345","3280","0.754"
"2023","(CAH19) language and area studies","(CAH19-04-04) Iberian studies","All","4160","3280","0.788"
"2019","(CAH19) language and area studies","(CAH19-04-03) Italian studies","All","845","680","0.804"
"2020","(CAH19) language and area studies","(CAH19-04-03) Italian studies","All","720","565","0.782"
"2021","(CAH19) language and area studies","(CAH19-04-03) Italian studies","All","680","515","0.756"
"2022","(CAH19) language and area studies","(CAH19-04-03) Italian studies","All","555","415","0.747"
"2023","(CAH19) language and area studies","(CAH19-04-03) Italian studies","All","615","480","0.78"
"2019","(CAH19) language and area studies","(CAH19-01-07) linguistics","All","3725","3210","0.861"
"2020","(CAH19) language and area studies","(CAH19-01-07) linguistics","All","3605","3155","0.875"
"2021","(CAH19) language and area studies","(CAH19-01-07) linguistics","All","3385","2975","0.88"
"2022","(CAH19) language and area studies","(CAH19-01-07) linguistics","All","3590","3030","0.844"
"2023","(CAH19) language and area studies","(CAH19-01-07) linguistics","All","3400","2890","0.85"
"2019","(CAH19) language and area studies","(CAH19-04-09) others in language and area studies","All","7995","7050","0.882"
"2020","(CAH19) language and area studies","(CAH19-04-09) others in language and area studies","All","8730","7720","0.884"
"2021","(CAH19) language and area studies","(CAH19-04-09) others in language and area studies","All","8385","7415","0.884"
"2022","(CAH19) language and area studies","(CAH19-04-09) others in language and area studies","All","9655","8355","0.865"
"2023","(CAH19) language and area studies","(CAH19-04-09) others in language and area studies","All","7940","6980","0.879"
"2019","(CAH19) language and area studies","(CAH19-04-05) Slavic studies","All","670","500","0.75"
"2020","(CAH19) language and area studies","(CAH19-04-05) Slavic studies","All","640","475","0.74"
"2021","(CAH19) language and area studies","(CAH19-04-05) Slavic studies","All","675","480","0.712"
"2022","(CAH19) language and area studies","(CAH19-04-05) Slavic studies","All","605","380","0.629"
"2023","(CAH19) language and area studies","(CAH19-04-05) Slavic studies","All","570","370","0.652"
"2019","(CAH19) language and area studies","(CAH19-02-03) Welsh studies","All","240","235","0.971"
"2020","(CAH19) language and area studies","(CAH19-02-03) Welsh studies","All","230","220","0.9470000000000001"
"2021","(CAH19) language and area studies","(CAH19-02-03) Welsh studies","All","220","210","0.962"
"2022","(CAH19) language and area studies","(CAH19-02-03) Welsh studies","All","180","165","0.931"
"2023","(CAH19) language and area studies","(CAH19-02-03) Welsh studies","All","175","170","0.963"
"2020","(CAH19) language and area studies","(CAH19-01-04) studies of specific authors","All","5","5"," "
"2021","(CAH19) language and area studies","(CAH19-01-04) studies of specific authors","All","5","5"," "
"2022","(CAH19) language and area studies","(CAH19-01-04) studies of specific authors","All","5","5"," "
"2023","(CAH19) language and area studies","(CAH19-01-04) studies of specific authors","All","5","5"," "
"2019","(CAH19) language and area studies","(CAH19-02-01) Celtic studies (non-specific)","All","115","85","0.731"
"2020","(CAH19) language and area studies","(CAH19-02-01) Celtic studies (non-specific)","All","85","65","0.765"
"2021","(CAH19) language and area studies","(CAH19-02-01) Celtic studies (non-specific)","All","140","105","0.766"
"2022","(CAH19) language and area studies","(CAH19-02-01) Celtic studies (non-specific)","All","115","85","0.754"
"2023","(CAH19) language and area studies","(CAH19-02-01) Celtic studies (non-specific)","All","140","110","0.774"
"2019","(CAH19) language and area studies","(CAH19-02-02) Gaelic studies","All","70","55","0.805"
"2020","(CAH19) language and area studies","(CAH19-02-02) Gaelic studies","All","70","50","0.729"
"2021","(CAH19) language and area studies","(CAH19-02-02) Gaelic studies","All","85","60","0.708"
"2022","(CAH19) language and area studies","(CAH19-02-02) Gaelic studies","All","50","40","0.8220000000000001"
"2023","(CAH19) language and area studies","(CAH19-02-02) Gaelic studies","All","60","50","0.795"
"2019","(CAH19) language and area studies","(CAH19-02-04) others in Celtic studies","All","240","235","0.971"
"2020","(CAH19) language and area studies","(CAH19-02-04) others in Celtic studies","All","230","225","0.984"
"2021","(CAH19) language and area studies","(CAH19-02-04) others in Celtic studies","All","185","175","0.9550000000000001"
"2022","(CAH19) language and area studies","(CAH19-02-04) others in Celtic studies","All","170","150","0.888"
"2023","(CAH19) language and area studies","(CAH19-02-04) others in Celtic studies","All","205","195","0.9580000000000001"
"2019","(CAH19) language and area studies","(CAH19-04-06) Asian studies","All","4000","2755","0.6880000000000001"
"2020","(CAH19) language and area studies","(CAH19-04-06) Asian studies","All","3525","2670","0.758"
"2021","(CAH19) language and area studies","(CAH19-04-06) Asian studies","All","3535","2725","0.771"
"2022","(CAH19) language and area studies","(CAH19-04-06) Asian studies","All","3740","2745","0.734"
"2023","(CAH19) language and area studies","(CAH19-04-06) Asian studies","All","2825","2070","0.732"
"2019","(CAH19) language and area studies","(CAH19-04-07) African and modern Middle Eastern studies","All","970","690","0.712"
"2020","(CAH19) language and area studies","(CAH19-04-07) African and modern Middle Eastern studies","All","760","555","0.73"
"2021","(CAH19) language and area studies","(CAH19-04-07) African and modern Middle Eastern studies","All","655","465","0.709"
"2022","(CAH19) language and area studies","(CAH19-04-07) African and modern Middle Eastern studies","All","705","490","0.6980000000000001"
"2023","(CAH19) language and area studies","(CAH19-04-07) African and modern Middle Eastern studies","All","655","475","0.727"
"2019","(CAH24) media, journalism and communications","(CAH24-01-05) media studies","All","27710","23280","0.84"
"2020","(CAH24) media, journalism and communications","(CAH24-01-05) media studies","All","28750","24270","0.844"
"2021","(CAH24) media, journalism and communications","(CAH24-01-05) media studies","All","31765","27190","0.856"
"2022","(CAH24) media, journalism and communications","(CAH24-01-05) media studies","All","34885","28905","0.8290000000000001"
"2023","(CAH24) media, journalism and communications","(CAH24-01-05) media studies","All","33505","27895","0.833"
"2019","(CAH24) media, journalism and communications","(CAH24-01-02) publicity studies","All","885","780","0.88"
"2020","(CAH24) media, journalism and communications","(CAH24-01-02) publicity studies","All","780","680","0.875"
"2021","(CAH24) media, journalism and communications","(CAH24-01-02) publicity studies","All","685","565","0.8210000000000001"
"2022","(CAH24) media, journalism and communications","(CAH24-01-02) publicity studies","All","735","610","0.8320000000000001"
"2023","(CAH24) media, journalism and communications","(CAH24-01-02) publicity studies","All","660","565","0.859"
"2019","(CAH24) media, journalism and communications","(CAH24-01-01) information services","All","370","195","0.534"
"2020","(CAH24) media, journalism and communications","(CAH24-01-01) information services","All","305","200","0.654"
"2021","(CAH24) media, journalism and communications","(CAH24-01-01) information services","All","355","210","0.587"
"2022","(CAH24) media, journalism and communications","(CAH24-01-01) information services","All","440","205","0.46900000000000003"
"2023","(CAH24) media, journalism and communications","(CAH24-01-01) information services","All","440","210","0.47600000000000003"
"2019","(CAH24) media, journalism and communications","(CAH24-01-04) journalism","All","12275","9505","0.774"
"2020","(CAH24) media, journalism and communications","(CAH24-01-04) journalism","All","11710","9705","0.8290000000000001"
"2021","(CAH24) media, journalism and communications","(CAH24-01-04) journalism","All","12855","11185","0.87"
"2022","(CAH24) media, journalism and communications","(CAH24-01-04) journalism","All","13910","11820","0.85"
"2023","(CAH24) media, journalism and communications","(CAH24-01-04) journalism","All","13635","11925","0.875"
"2019","(CAH24) media, journalism and communications","(CAH24-01-03) publishing","All","470","440","0.934"
"2020","(CAH24) media, journalism and communications","(CAH24-01-03) publishing","All","400","370","0.927"
"2021","(CAH24) media, journalism and communications","(CAH24-01-03) publishing","All","420","370","0.879"
"2022","(CAH24) media, journalism and communications","(CAH24-01-03) publishing","All","445","400","0.901"
"2023","(CAH24) media, journalism and communications","(CAH24-01-03) publishing","All","400","375","0.934"
"2019","(CAH23) combined and general studies","(CAH23-01-04) liberal arts (non-specific)","All","2330","2045","0.877"
"2020","(CAH23) combined and general studies","(CAH23-01-04) liberal arts (non-specific)","All","2575","2295","0.891"
"2021","(CAH23) combined and general studies","(CAH23-01-04) liberal arts (non-specific)","All","2980","2685","0.901"
"2022","(CAH23) combined and general studies","(CAH23-01-04) liberal arts (non-specific)","All","3480","2820","0.811"
"2023","(CAH23) combined and general studies","(CAH23-01-04) liberal arts (non-specific)","All","3305","2880","0.871"
"2019","(CAH23) combined and general studies","(CAH23-01-03) humanities (non-specific)","All","1040","905","0.869"
"2020","(CAH23) combined and general studies","(CAH23-01-03) humanities (non-specific)","All","865","750","0.864"
"2021","(CAH23) combined and general studies","(CAH23-01-03) humanities (non-specific)","All","815","725","0.891"
"2022","(CAH23) combined and general studies","(CAH23-01-03) humanities (non-specific)","All","1005","860","0.854"
"2023","(CAH23) combined and general studies","(CAH23-01-03) humanities (non-specific)","All","1110","935","0.841"
"2019","(CAH23) combined and general studies","(CAH23-01-02) personal development","All","1420","1030","0.726"
"2020","(CAH23) combined and general studies","(CAH23-01-02) personal development","All","1500","1055","0.7030000000000001"
"2021","(CAH23) combined and general studies","(CAH23-01-02) personal development","All","1735","1240","0.716"
"2022","(CAH23) combined and general studies","(CAH23-01-02) personal development","All","1825","1310","0.717"
"2023","(CAH23) combined and general studies","(CAH23-01-02) personal development","All","1805","1340","0.742"
"2019","(CAH23) combined and general studies","(CAH23-01-01) combined, general or negotiated studies","All","2690","2175","0.809"
"2020","(CAH23) combined and general studies","(CAH23-01-01) combined, general or negotiated studies","All","2730","2280","0.835"
"2021","(CAH23) combined and general studies","(CAH23-01-01) combined, general or negotiated studies","All","2745","2115","0.771"
"2022","(CAH23) combined and general studies","(CAH23-01-01) combined, general or negotiated studies","All","2840","1925","0.678"
"2023","(CAH23) combined and general studies","(CAH23-01-01) combined, general or negotiated studies","All","2350","1835","0.781"
"2019","(CAH17) business and management","(CAH17-01-03) marketing","All","26525","22505","0.848"
"2020","(CAH17) business and management","(CAH17-01-03) marketing","All","27160","23195","0.854"
"2021","(CAH17) business and management","(CAH17-01-03) marketing","All","31740","26950","0.849"
"2022","(CAH17) business and management","(CAH17-01-03) marketing","All","33375","27860","0.835"
"2023","(CAH17) business and management","(CAH17-01-03) marketing","All","32520","27530","0.847"
"2019","(CAH17) business and management","(CAH17-01-01) business and management (non-specific)","All","31465","26885","0.854"
"2020","(CAH17) business and management","(CAH17-01-01) business and management (non-specific)","All","35830","31035","0.866"
"2021","(CAH17) business and management","(CAH17-01-01) business and management (non-specific)","All","39765","34740","0.874"
"2022","(CAH17) business and management","(CAH17-01-01) business and management (non-specific)","All","42280","36115","0.854"
"2023","(CAH17) business and management","(CAH17-01-01) business and management (non-specific)","All","43470","37655","0.866"
"2019","(CAH17) business and management","(CAH17-01-02) business studies","All","55570","47245","0.85"
"2020","(CAH17) business and management","(CAH17-01-02) business studies","All","54510","46515","0.853"
"2021","(CAH17) business and management","(CAH17-01-02) business studies","All","56115","47215","0.841"
"2022","(CAH17) business and management","(CAH17-01-02) business studies","All","58265","47920","0.8220000000000001"
"2023","(CAH17) business and management","(CAH17-01-02) business studies","All","57390","45915","0.8"
"2019","(CAH17) business and management","(CAH17-01-06) tourism, transport and travel","All","20255","17805","0.879"
"2020","(CAH17) business and management","(CAH17-01-06) tourism, transport and travel","All","18780","16615","0.885"
"2021","(CAH17) business and management","(CAH17-01-06) tourism, transport and travel","All","19485","17285","0.887"
"2022","(CAH17) business and management","(CAH17-01-06) tourism, transport and travel","All","18890","16870","0.893"
"2023","(CAH17) business and management","(CAH17-01-06) tourism, transport and travel","All","16335","14535","0.89"
"2019","(CAH17) business and management","(CAH17-01-05) human resource management","All","3565","3075","0.863"
"2020","(CAH17) business and management","(CAH17-01-05) human resource management","All","3655","3095","0.847"
"2021","(CAH17) business and management","(CAH17-01-05) human resource management","All","3630","3090","0.852"
"2022","(CAH17) business and management","(CAH17-01-05) human resource management","All","3300","2775","0.84"
"2023","(CAH17) business and management","(CAH17-01-05) human resource management","All","3035","2555","0.841"
"2019","(CAH17) business and management","(CAH17-01-04) management studies","All","38295","29100","0.76"
"2020","(CAH17) business and management","(CAH17-01-04) management studies","All","37725","28015","0.743"
"2021","(CAH17) business and management","(CAH17-01-04) management studies","All","41025","29620","0.722"
"2022","(CAH17) business and management","(CAH17-01-04) management studies","All","42620","27860","0.654"
"2023","(CAH17) business and management","(CAH17-01-04) management studies","All","40670","28280","0.6950000000000001"
"2019","(CAH17) business and management","(CAH17-01-08) accounting","All","33950","27465","0.809"
"2020","(CAH17) business and management","(CAH17-01-08) accounting","All","34725","28460","0.8200000000000001"
"2021","(CAH17) business and management","(CAH17-01-08) accounting","All","40255","32890","0.8170000000000001"
"2022","(CAH17) business and management","(CAH17-01-08) accounting","All","39295","31155","0.793"
"2023","(CAH17) business and management","(CAH17-01-08) accounting","All","40355","32285","0.8"
"2019","(CAH17) business and management","(CAH17-01-07) finance","All","25255","20600","0.8160000000000001"
"2020","(CAH17) business and management","(CAH17-01-07) finance","All","25375","20655","0.8140000000000001"
"2021","(CAH17) business and management","(CAH17-01-07) finance","All","28620","23325","0.8150000000000001"
"2022","(CAH17) business and management","(CAH17-01-07) finance","All","30420","23300","0.766"
"2023","(CAH17) business and management","(CAH17-01-07) finance","All","32355","25560","0.79"
"2019","(CAH17) business and management","(CAH17-01-09) others in business and management","All","25","20","0.8320000000000001"
