"Year","Subject group HECoS","Detailed subject group HECoS","UK region","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2022","(CAH04) psychology","(CAH04-01-02) applied psychology","Wales","635","550","0.867"
"2023","(CAH04) psychology","(CAH04-01-02) applied psychology","Wales","535","485","0.911"
"2019","(CAH04) psychology","(CAH04-01-04) psychology and health","Wales","50","50","0.997"
"2020","(CAH04) psychology","(CAH04-01-04) psychology and health","Wales","50","50","0.967"
"2021","(CAH04) psychology","(CAH04-01-04) psychology and health","Wales","80","75","0.926"
"2022","(CAH04) psychology","(CAH04-01-04) psychology and health","Wales","55","50","0.915"
"2023","(CAH04) psychology","(CAH04-01-04) psychology and health","Wales","35","30","0.916"
"2019","(CAH04) psychology","(CAH04-01-03) developmental psychology","Wales","55","55","0.962"
"2020","(CAH04) psychology","(CAH04-01-03) developmental psychology","Wales","50","50","0.992"
"2021","(CAH04) psychology","(CAH04-01-03) developmental psychology","Wales","80","75","0.963"
"2022","(CAH04) psychology","(CAH04-01-03) developmental psychology","Wales","80","70","0.86"
"2023","(CAH04) psychology","(CAH04-01-03) developmental psychology","Wales","75","70","0.9480000000000001"
"2019","(CAH04) psychology","(CAH04-01-01) psychology (non-specific)","Wales","3975","3530","0.888"
"2020","(CAH04) psychology","(CAH04-01-01) psychology (non-specific)","Wales","4040","3530","0.874"
"2021","(CAH04) psychology","(CAH04-01-01) psychology (non-specific)","Wales","4480","3835","0.856"
"2022","(CAH04) psychology","(CAH04-01-01) psychology (non-specific)","Wales","4655","3725","0.8"
"2023","(CAH04) psychology","(CAH04-01-01) psychology (non-specific)","Wales","4160","3440","0.8270000000000001"
"2019","(CAH04) psychology","(CAH04-01-05) others in psychology","Wales","15","15","0.842"
"2020","(CAH04) psychology","(CAH04-01-05) others in psychology","Wales","15","15","0.839"
"2021","(CAH04) psychology","(CAH04-01-05) others in psychology","Wales","25","25","0.926"
"2022","(CAH04) psychology","(CAH04-01-05) others in psychology","Wales","30","20","0.705"
"2023","(CAH04) psychology","(CAH04-01-05) others in psychology","Wales","25","20","0.882"
"2019","(CAH09) mathematical sciences","(CAH09-01-01) mathematics","Wales","1290","1125","0.874"
"2020","(CAH09) mathematical sciences","(CAH09-01-01) mathematics","Wales","1210","1040","0.858"
"2021","(CAH09) mathematical sciences","(CAH09-01-01) mathematics","Wales","1290","1090","0.847"
"2022","(CAH09) mathematical sciences","(CAH09-01-01) mathematics","Wales","1360","1105","0.8130000000000001"
"2023","(CAH09) mathematical sciences","(CAH09-01-01) mathematics","Wales","1325","1025","0.773"
"2021","(CAH09) mathematical sciences","(CAH09-01-02) operational research","Wales","5","5"," "
"2022","(CAH09) mathematical sciences","(CAH09-01-02) operational research","Wales","5","5"," "
"2023","(CAH09) mathematical sciences","(CAH09-01-02) operational research","Wales","5","5"," "
"2019","(CAH09) mathematical sciences","(CAH09-01-03) statistics","Wales","25","20","0.737"
"2020","(CAH09) mathematical sciences","(CAH09-01-03) statistics","Wales","35","25","0.6980000000000001"
"2021","(CAH09) mathematical sciences","(CAH09-01-03) statistics","Wales","30","25","0.879"
"2022","(CAH09) mathematical sciences","(CAH09-01-03) statistics","Wales","40","30","0.756"
"2023","(CAH09) mathematical sciences","(CAH09-01-03) statistics","Wales","45","30","0.678"
"2019","(CAH22) education and teaching","(CAH22-01-01) education","Wales","1480","1365","0.921"
"2020","(CAH22) education and teaching","(CAH22-01-01) education","Wales","1410","1275","0.904"
"2021","(CAH22) education and teaching","(CAH22-01-01) education","Wales","1430","1325","0.928"
"2022","(CAH22) education and teaching","(CAH22-01-01) education","Wales","1735","1360","0.785"
"2023","(CAH22) education and teaching","(CAH22-01-01) education","Wales","1615","1275","0.788"
"2019","(CAH22) education and teaching","(CAH22-01-02) teacher training","Wales","1240","610","0.492"
"2020","(CAH22) education and teaching","(CAH22-01-02) teacher training","Wales","1380","730","0.529"
"2021","(CAH22) education and teaching","(CAH22-01-02) teacher training","Wales","1540","1045","0.68"
"2022","(CAH22) education and teaching","(CAH22-01-02) teacher training","Wales","3325","1860","0.56"
"2023","(CAH22) education and teaching","(CAH22-01-02) teacher training","Wales","2955","1555","0.526"
"2019","(CAH06) agriculture, food and related studies","(CAH06-01-04) rural estate management","Wales","10","10","1.086"
"2020","(CAH06) agriculture, food and related studies","(CAH06-01-04) rural estate management","Wales","15","15","0.847"
"2021","(CAH06) agriculture, food and related studies","(CAH06-01-04) rural estate management","Wales","10","10"," "
"2022","(CAH06) agriculture, food and related studies","(CAH06-01-04) rural estate management","Wales","15","15","0.856"
"2023","(CAH06) agriculture, food and related studies","(CAH06-01-04) rural estate management","Wales","15","10","0.8150000000000001"
"2019","(CAH06) agriculture, food and related studies","(CAH06-01-02) agricultural sciences","Wales","25","20","0.844"
"2020","(CAH06) agriculture, food and related studies","(CAH06-01-02) agricultural sciences","Wales","15","15","0.965"
"2021","(CAH06) agriculture, food and related studies","(CAH06-01-02) agricultural sciences","Wales","30","30","0.917"
"2022","(CAH06) agriculture, food and related studies","(CAH06-01-02) agricultural sciences","Wales","35","35","0.993"
"2023","(CAH06) agriculture, food and related studies","(CAH06-01-02) agricultural sciences","Wales","40","35","0.925"
"2019","(CAH06) agriculture, food and related studies","(CAH06-01-03) agriculture","Wales","315","270","0.857"
"2020","(CAH06) agriculture, food and related studies","(CAH06-01-03) agriculture","Wales","385","340","0.877"
"2021","(CAH06) agriculture, food and related studies","(CAH06-01-03) agriculture","Wales","355","335","0.9420000000000001"
"2022","(CAH06) agriculture, food and related studies","(CAH06-01-03) agriculture","Wales","395","365","0.92"
"2023","(CAH06) agriculture, food and related studies","(CAH06-01-03) agriculture","Wales","305","290","0.9550000000000001"
"2019","(CAH06) agriculture, food and related studies","(CAH06-01-01) animal science","Wales","325","300","0.918"
"2020","(CAH06) agriculture, food and related studies","(CAH06-01-01) animal science","Wales","400","355","0.885"
"2021","(CAH06) agriculture, food and related studies","(CAH06-01-01) animal science","Wales","395","355","0.897"
"2022","(CAH06) agriculture, food and related studies","(CAH06-01-01) animal science","Wales","440","395","0.902"
"2023","(CAH06) agriculture, food and related studies","(CAH06-01-01) animal science","Wales","360","330","0.923"
"2019","(CAH06) agriculture, food and related studies","(CAH06-01-05) forestry and arboriculture","Wales","10","10"," "
"2020","(CAH06) agriculture, food and related studies","(CAH06-01-05) forestry and arboriculture","Wales","10","5"," "
"2021","(CAH06) agriculture, food and related studies","(CAH06-01-05) forestry and arboriculture","Wales","15","15","0.839"
"2022","(CAH06) agriculture, food and related studies","(CAH06-01-05) forestry and arboriculture","Wales","15","10","0.805"
"2023","(CAH06) agriculture, food and related studies","(CAH06-01-05) forestry and arboriculture","Wales","5","5"," "
"2019","(CAH06) agriculture, food and related studies","(CAH06-01-08) food and beverage production","Wales","5","5"," "
"2020","(CAH06) agriculture, food and related studies","(CAH06-01-08) food and beverage production","Wales","10","10"," "
"2021","(CAH06) agriculture, food and related studies","(CAH06-01-08) food and beverage production","Wales","15","10","0.779"
"2022","(CAH06) agriculture, food and related studies","(CAH06-01-08) food and beverage production","Wales","10","10"," "
"2023","(CAH06) agriculture, food and related studies","(CAH06-01-08) food and beverage production","Wales","10","5"," "
"2019","(CAH06) agriculture, food and related studies","(CAH06-01-07) food sciences","Wales","15","15","0.845"
"2020","(CAH06) agriculture, food and related studies","(CAH06-01-07) food sciences","Wales","55","45","0.857"
"2021","(CAH06) agriculture, food and related studies","(CAH06-01-07) food sciences","Wales","30","25","0.793"
"2022","(CAH06) agriculture, food and related studies","(CAH06-01-07) food sciences","Wales","55","45","0.841"
"2023","(CAH06) agriculture, food and related studies","(CAH06-01-07) food sciences","Wales","40","35","0.8130000000000001"
"2019","(CAH06) agriculture, food and related studies","(CAH06-01-06) food and beverage studies (non-specific)","Wales","10","10"," "
"2020","(CAH06) agriculture, food and related studies","(CAH06-01-06) food and beverage studies (non-specific)","Wales","5","5"," "
"2021","(CAH06) agriculture, food and related studies","(CAH06-01-06) food and beverage studies (non-specific)","Wales","15","15","0.9"
"2022","(CAH06) agriculture, food and related studies","(CAH06-01-06) food and beverage studies (non-specific)","Wales","15","10","0.8"
"2023","(CAH06) agriculture, food and related studies","(CAH06-01-06) food and beverage studies (non-specific)","Wales","5","5"," "
"2019","(CAH16) law","(CAH16-01-01) law","Wales","4010","3480","0.867"
"2020","(CAH16) law","(CAH16-01-01) law","Wales","4380","3915","0.893"
"2021","(CAH16) law","(CAH16-01-01) law","Wales","4990","4250","0.852"
"2022","(CAH16) law","(CAH16-01-01) law","Wales","5040","3960","0.786"
"2023","(CAH16) law","(CAH16-01-01) law","Wales","4920","4025","0.8180000000000001"
"2019","(CAH05) veterinary sciences","(CAH05-01-01) veterinary medicine and dentistry","Wales","380","140","0.374"
"2020","(CAH05) veterinary sciences","(CAH05-01-01) veterinary medicine and dentistry","Wales","340","145","0.424"
"2021","(CAH05) veterinary sciences","(CAH05-01-01) veterinary medicine and dentistry","Wales","445","170","0.378"
"2022","(CAH05) veterinary sciences","(CAH05-01-01) veterinary medicine and dentistry","Wales","550","160","0.289"
"2023","(CAH05) veterinary sciences","(CAH05-01-01) veterinary medicine and dentistry","Wales","565","190","0.34"
"2019","(CAH05) veterinary sciences","(CAH05-01-02) others in veterinary sciences","Wales","165","75","0.442"
"2020","(CAH05) veterinary sciences","(CAH05-01-02) others in veterinary sciences","Wales","160","80","0.485"
"2021","(CAH05) veterinary sciences","(CAH05-01-02) others in veterinary sciences","Wales","255","140","0.544"
"2022","(CAH05) veterinary sciences","(CAH05-01-02) others in veterinary sciences","Wales","245","110","0.457"
"2023","(CAH05) veterinary sciences","(CAH05-01-02) others in veterinary sciences","Wales","140","85","0.605"
"2019","(CAH25) design, and creative and performing arts","(CAH25-01-03) design studies","Unknown","110","65","0.577"
"2020","(CAH25) design, and creative and performing arts","(CAH25-01-03) design studies","Unknown","175","80","0.467"
"2021","(CAH25) design, and creative and performing arts","(CAH25-01-03) design studies","Unknown","135","80","0.609"
"2022","(CAH25) design, and creative and performing arts","(CAH25-01-03) design studies","Unknown","15","10"," "
"2023","(CAH25) design, and creative and performing arts","(CAH25-01-03) design studies","Unknown","55","30","0.545"
"2019","(CAH25) design, and creative and performing arts","(CAH25-02-02) music","Unknown","65","35","0.5650000000000001"
"2020","(CAH25) design, and creative and performing arts","(CAH25-02-02) music","Unknown","50","20","0.43"
"2021","(CAH25) design, and creative and performing arts","(CAH25-02-02) music","Unknown","45","35","0.738"
"2022","(CAH25) design, and creative and performing arts","(CAH25-02-02) music","Unknown","5","5"," "
"2023","(CAH25) design, and creative and performing arts","(CAH25-02-02) music","Unknown","15","0"," "
"2019","(CAH25) design, and creative and performing arts","(CAH25-01-04) cinematics and photography","Unknown","100","70","0.711"
"2020","(CAH25) design, and creative and performing arts","(CAH25-01-04) cinematics and photography","Unknown","60","35","0.592"
"2021","(CAH25) design, and creative and performing arts","(CAH25-01-04) cinematics and photography","Unknown","65","40","0.652"
"2022","(CAH25) design, and creative and performing arts","(CAH25-01-04) cinematics and photography","Unknown","20","15","0.7000000000000001"
"2023","(CAH25) design, and creative and performing arts","(CAH25-01-04) cinematics and photography","Unknown","15","10","0.767"
"2019","(CAH25) design, and creative and performing arts","(CAH25-01-02) art","Unknown","55","30","0.5640000000000001"
"2020","(CAH25) design, and creative and performing arts","(CAH25-01-02) art","Unknown","30","15","0.578"
"2021","(CAH25) design, and creative and performing arts","(CAH25-01-02) art","Unknown","15","10"," "
"2022","(CAH25) design, and creative and performing arts","(CAH25-01-02) art","Unknown","10","5"," "
"2023","(CAH25) design, and creative and performing arts","(CAH25-01-02) art","Unknown","15","5"," "
"2019","(CAH25) design, and creative and performing arts","(CAH25-02-03) drama","Unknown","60","15","0.257"
"2020","(CAH25) design, and creative and performing arts","(CAH25-02-03) drama","Unknown","75","25","0.34900000000000003"
"2021","(CAH25) design, and creative and performing arts","(CAH25-02-03) drama","Unknown","50","15","0.26"
"2022","(CAH25) design, and creative and performing arts","(CAH25-02-03) drama","Unknown","10","5"," "
"2023","(CAH25) design, and creative and performing arts","(CAH25-02-03) drama","Unknown","20","10","0.55"
"2019","(CAH25) design, and creative and performing arts","(CAH25-02-04) dance","Unknown","10","5"," "
"2021","(CAH25) design, and creative and performing arts","(CAH25-02-04) dance","Unknown","10","5"," "
"2019","(CAH25) design, and creative and performing arts","(CAH25-02-01) performing arts (non-specific)","Unknown","5","0"," "
"2020","(CAH25) design, and creative and performing arts","(CAH25-02-01) performing arts (non-specific)","Unknown","5","0"," "
"2020","(CAH25) design, and creative and performing arts","(CAH25-01-05) others in creative arts and design","Unknown","5","0"," "
"2021","(CAH25) design, and creative and performing arts","(CAH25-01-05) others in creative arts and design","Unknown","5","5"," "
"2023","(CAH25) design, and creative and performing arts","(CAH25-01-05) others in creative arts and design","Unknown","5","5"," "
"2019","(CAH25) design, and creative and performing arts","(CAH25-01-01) creative arts and design (non-specific)","Unknown","10","5"," "
"2020","(CAH25) design, and creative and performing arts","(CAH25-01-01) creative arts and design (non-specific)","Unknown","5","0"," "
"2021","(CAH25) design, and creative and performing arts","(CAH25-01-01) creative arts and design (non-specific)","Unknown","5","5"," "
"2022","(CAH25) design, and creative and performing arts","(CAH25-01-01) creative arts and design (non-specific)","Unknown","5","0"," "
"2023","(CAH25) design, and creative and performing arts","(CAH25-01-01) creative arts and design (non-specific)","Unknown","5","0"," "
"2019","(CAH10) engineering and technology","(CAH10-01-06) bioengineering, medical and biomedical engineering","Unknown","5","0"," "
"2020","(CAH10) engineering and technology","(CAH10-01-06) bioengineering, medical and biomedical engineering","Unknown","10","5"," "
"2021","(CAH10) engineering and technology","(CAH10-01-06) bioengineering, medical and biomedical engineering","Unknown","5","5"," "
"2023","(CAH10) engineering and technology","(CAH10-01-06) bioengineering, medical and biomedical engineering","Unknown","5","5"," "
"2019","(CAH10) engineering and technology","(CAH10-03-06) others in technology","Unknown","5","5"," "
"2020","(CAH10) engineering and technology","(CAH10-03-06) others in technology","Unknown","5","0"," "
"2021","(CAH10) engineering and technology","(CAH10-03-06) others in technology","Unknown","5","5"," "
"2019","(CAH10) engineering and technology","(CAH10-01-03) production and manufacturing engineering","Unknown","10","10"," "
"2020","(CAH10) engineering and technology","(CAH10-01-03) production and manufacturing engineering","Unknown","10","10"," "
"2021","(CAH10) engineering and technology","(CAH10-01-03) production and manufacturing engineering","Unknown","15","15","0.96"
"2023","(CAH10) engineering and technology","(CAH10-01-03) production and manufacturing engineering","Unknown","5","5"," "
"2019","(CAH10) engineering and technology","(CAH10-01-04) aeronautical and aerospace engineering","Unknown","15","10"," "
"2020","(CAH10) engineering and technology","(CAH10-01-04) aeronautical and aerospace engineering","Unknown","10","10"," "
"2021","(CAH10) engineering and technology","(CAH10-01-04) aeronautical and aerospace engineering","Unknown","45","35","0.757"
"2022","(CAH10) engineering and technology","(CAH10-01-04) aeronautical and aerospace engineering","Unknown","10","10"," "
"2023","(CAH10) engineering and technology","(CAH10-01-04) aeronautical and aerospace engineering","Unknown","5","5"," "
"2019","(CAH10) engineering and technology","(CAH10-01-08) electrical and electronic engineering","Unknown","20","15","0.65"
"2020","(CAH10) engineering and technology","(CAH10-01-08) electrical and electronic engineering","Unknown","30","20","0.608"
"2021","(CAH10) engineering and technology","(CAH10-01-08) electrical and electronic engineering","Unknown","25","20","0.782"
"2022","(CAH10) engineering and technology","(CAH10-01-08) electrical and electronic engineering","Unknown","15","10","0.667"
"2023","(CAH10) engineering and technology","(CAH10-01-08) electrical and electronic engineering","Unknown","10","10"," "
"2019","(CAH10) engineering and technology","(CAH10-01-07) civil engineering","Unknown","50","30","0.639"
"2020","(CAH10) engineering and technology","(CAH10-01-07) civil engineering","Unknown","15","10"," "
"2021","(CAH10) engineering and technology","(CAH10-01-07) civil engineering","Unknown","30","10"," "
"2023","(CAH10) engineering and technology","(CAH10-01-07) civil engineering","Unknown","10","10"," "
"2019","(CAH10) engineering and technology","(CAH10-03-05) biotechnology","Unknown","5","0"," "
"2021","(CAH10) engineering and technology","(CAH10-03-05) biotechnology","Unknown","5","5"," "
"2019","(CAH10) engineering and technology","(CAH10-01-09) chemical, process and energy engineering","Unknown","10","10"," "
"2020","(CAH10) engineering and technology","(CAH10-01-09) chemical, process and energy engineering","Unknown","10","5"," "
"2023","(CAH10) engineering and technology","(CAH10-01-09) chemical, process and energy engineering","Unknown","10","10"," "
"2019","(CAH10) engineering and technology","(CAH10-01-01) engineering (non-specific)","Unknown","20","10"," "
"2020","(CAH10) engineering and technology","(CAH10-01-01) engineering (non-specific)","Unknown","15","15","0.833"
"2021","(CAH10) engineering and technology","(CAH10-01-01) engineering (non-specific)","Unknown","25","10","0.48"
"2022","(CAH10) engineering and technology","(CAH10-01-01) engineering (non-specific)","Unknown","5","5"," "
"2023","(CAH10) engineering and technology","(CAH10-01-01) engineering (non-specific)","Unknown","5","0"," "
"2019","(CAH10) engineering and technology","(CAH10-01-02) mechanical engineering","Unknown","30","25","0.882"
"2020","(CAH10) engineering and technology","(CAH10-01-02) mechanical engineering","Unknown","20","20","0.9500000000000001"
"2021","(CAH10) engineering and technology","(CAH10-01-02) mechanical engineering","Unknown","55","40","0.745"
"2022","(CAH10) engineering and technology","(CAH10-01-02) mechanical engineering","Unknown","20","15","0.8"
"2023","(CAH10) engineering and technology","(CAH10-01-02) mechanical engineering","Unknown","10","5"," "
"2019","(CAH02) subjects allied to medicine","(CAH02-06-03) ophthalmics","Unknown","5","0"," "
"2021","(CAH02) subjects allied to medicine","(CAH02-06-03) ophthalmics","Unknown","5","0"," "
"2022","(CAH02) subjects allied to medicine","(CAH02-06-03) ophthalmics","Unknown","10","5"," "
"2019","(CAH02) subjects allied to medicine","(CAH02-05-04) anatomy, physiology and pathology","Unknown","5","5"," "
"2020","(CAH02) subjects allied to medicine","(CAH02-05-04) anatomy, physiology and pathology","Unknown","5","5"," "
"2021","(CAH02) subjects allied to medicine","(CAH02-05-04) anatomy, physiology and pathology","Unknown","5","5"," "
"2019","(CAH02) subjects allied to medicine","(CAH02-05-01) medical technology","Unknown","20","10"," "
"2020","(CAH02) subjects allied to medicine","(CAH02-05-01) medical technology","Unknown","10","0"," "
"2021","(CAH02) subjects allied to medicine","(CAH02-05-01) medical technology","Unknown","25","10"," "
"2022","(CAH02) subjects allied to medicine","(CAH02-05-01) medical technology","Unknown","15","10"," "
"2023","(CAH02) subjects allied to medicine","(CAH02-05-01) medical technology","Unknown","15","0"," "
"2019","(CAH02) subjects allied to medicine","(CAH02-06-06) complementary and alternative medicine","Unknown","10","5"," "
"2020","(CAH02) subjects allied to medicine","(CAH02-06-06) complementary and alternative medicine","Unknown","5","5"," "
"2021","(CAH02) subjects allied to medicine","(CAH02-06-06) complementary and alternative medicine","Unknown","10","5"," "
"2019","(CAH02) subjects allied to medicine","(CAH02-06-01) health sciences (non-specific)","Unknown","50","20","0.36"
"2020","(CAH02) subjects allied to medicine","(CAH02-06-01) health sciences (non-specific)","Unknown","25","10"," "
"2021","(CAH02) subjects allied to medicine","(CAH02-06-01) health sciences (non-specific)","Unknown","40","20","0.45"
"2022","(CAH02) subjects allied to medicine","(CAH02-06-01) health sciences (non-specific)","Unknown","20","0"," "
"2023","(CAH02) subjects allied to medicine","(CAH02-06-01) health sciences (non-specific)","Unknown","10","5"," "
"2019","(CAH02) subjects allied to medicine","(CAH02-06-02) nutrition and dietetics","Unknown","20","10"," "
"2020","(CAH02) subjects allied to medicine","(CAH02-06-02) nutrition and dietetics","Unknown","10","5"," "
"2021","(CAH02) subjects allied to medicine","(CAH02-06-02) nutrition and dietetics","Unknown","15","10"," "
"2019","(CAH02) subjects allied to medicine","(CAH02-06-04) environmental and public health","Unknown","5","5"," "
"2020","(CAH02) subjects allied to medicine","(CAH02-06-04) environmental and public health","Unknown","5","5"," "
"2021","(CAH02) subjects allied to medicine","(CAH02-06-04) environmental and public health","Unknown","5","5"," "
"2023","(CAH02) subjects allied to medicine","(CAH02-06-04) environmental and public health","Unknown","5","5"," "
"2019","(CAH02) subjects allied to medicine","(CAH02-06-07) counselling, psychotherapy and occupational therapy","Unknown","5","5"," "
"2020","(CAH02) subjects allied to medicine","(CAH02-06-07) counselling, psychotherapy and occupational therapy","Unknown","15","5"," "
"2021","(CAH02) subjects allied to medicine","(CAH02-06-07) counselling, psychotherapy and occupational therapy","Unknown","10","5"," "
"2020","(CAH02) subjects allied to medicine","(CAH02-02-01) pharmacology","Unknown","5","0"," "
"2021","(CAH02) subjects allied to medicine","(CAH02-02-01) pharmacology","Unknown","10","10"," "
"2022","(CAH02) subjects allied to medicine","(CAH02-02-01) pharmacology","Unknown","5","5"," "
"2019","(CAH02) subjects allied to medicine","(CAH02-02-03) pharmacy","Unknown","15","10"," "
"2020","(CAH02) subjects allied to medicine","(CAH02-02-03) pharmacy","Unknown","20","10"," "
"2021","(CAH02) subjects allied to medicine","(CAH02-02-03) pharmacy","Unknown","25","15","0.5730000000000001"
"2023","(CAH02) subjects allied to medicine","(CAH02-02-03) pharmacy","Unknown","10","0"," "
"2019","(CAH02) subjects allied to medicine","(CAH02-06-05) physiotherapy","Unknown","35","10","0.28600000000000003"
"2020","(CAH02) subjects allied to medicine","(CAH02-06-05) physiotherapy","Unknown","20","5"," "
"2021","(CAH02) subjects allied to medicine","(CAH02-06-05) physiotherapy","Unknown","35","5"," "
"2022","(CAH02) subjects allied to medicine","(CAH02-06-05) physiotherapy","Unknown","10","0"," "
"2019","(CAH02) subjects allied to medicine","(CAH02-05-02) healthcare science (non-specific)","Unknown","10","5"," "
"2020","(CAH02) subjects allied to medicine","(CAH02-05-02) healthcare science (non-specific)","Unknown","5","5"," "
"2021","(CAH02) subjects allied to medicine","(CAH02-05-02) healthcare science (non-specific)","Unknown","5","5"," "
"2023","(CAH02) subjects allied to medicine","(CAH02-05-02) healthcare science (non-specific)","Unknown","5","5"," "
"2019","(CAH02) subjects allied to medicine","(CAH02-05-03) biomedical sciences (non-specific)","Unknown","75","65","0.855"
"2020","(CAH02) subjects allied to medicine","(CAH02-05-03) biomedical sciences (non-specific)","Unknown","65","45","0.727"
"2021","(CAH02) subjects allied to medicine","(CAH02-05-03) biomedical sciences (non-specific)","Unknown","60","45","0.719"
"2022","(CAH02) subjects allied to medicine","(CAH02-05-03) biomedical sciences (non-specific)","Unknown","20","15","0.8"
"2023","(CAH02) subjects allied to medicine","(CAH02-05-03) biomedical sciences (non-specific)","Unknown","10","10","1.01"
"2019","(CAH02) subjects allied to medicine","(CAH02-04-02) adult nursing","Unknown","95","40","0.432"
"2020","(CAH02) subjects allied to medicine","(CAH02-04-02) adult nursing","Unknown","150","60","0.393"
"2021","(CAH02) subjects allied to medicine","(CAH02-04-02) adult nursing","Unknown","135","60","0.43"
"2022","(CAH02) subjects allied to medicine","(CAH02-04-02) adult nursing","Unknown","55","20","0.34500000000000003"
"2023","(CAH02) subjects allied to medicine","(CAH02-04-02) adult nursing","Unknown","35","20","0.6"
"2019","(CAH02) subjects allied to medicine","(CAH02-04-05) children's nursing","Unknown","25","5"," "
"2020","(CAH02) subjects allied to medicine","(CAH02-04-05) children's nursing","Unknown","15","5"," "
"2021","(CAH02) subjects allied to medicine","(CAH02-04-05) children's nursing","Unknown","40","10"," "
"2022","(CAH02) subjects allied to medicine","(CAH02-04-05) children's nursing","Unknown","10","0"," "
"2023","(CAH02) subjects allied to medicine","(CAH02-04-05) children's nursing","Unknown","5","0"," "
"2019","(CAH02) subjects allied to medicine","(CAH02-04-06) dental nursing","Unknown","5","0"," "
"2019","(CAH02) subjects allied to medicine","(CAH02-04-08) learning disabilities nursing","Unknown","10","0"," "
"2020","(CAH02) subjects allied to medicine","(CAH02-04-08) learning disabilities nursing","Unknown","5","0"," "
"2021","(CAH02) subjects allied to medicine","(CAH02-04-08) learning disabilities nursing","Unknown","5","0"," "
"2019","(CAH02) subjects allied to medicine","(CAH02-04-07) mental health nursing","Unknown","30","10","0.383"
"2020","(CAH02) subjects allied to medicine","(CAH02-04-07) mental health nursing","Unknown","40","15","0.313"
"2021","(CAH02) subjects allied to medicine","(CAH02-04-07) mental health nursing","Unknown","80","30","0.363"
"2022","(CAH02) subjects allied to medicine","(CAH02-04-07) mental health nursing","Unknown","30","10","0.367"
"2023","(CAH02) subjects allied to medicine","(CAH02-04-07) mental health nursing","Unknown","20","5"," "
"2019","(CAH02) subjects allied to medicine","(CAH02-04-04) midwifery","Unknown","20","5"," "
"2020","(CAH02) subjects allied to medicine","(CAH02-04-04) midwifery","Unknown","25","10","0.4"
"2021","(CAH02) subjects allied to medicine","(CAH02-04-04) midwifery","Unknown","45","10"," "
"2022","(CAH02) subjects allied to medicine","(CAH02-04-04) midwifery","Unknown","10","0"," "
"2023","(CAH02) subjects allied to medicine","(CAH02-04-04) midwifery","Unknown","15","5"," "
"2019","(CAH02) subjects allied to medicine","(CAH02-04-01) nursing (non-specific)","Unknown","15","5"," "
"2020","(CAH02) subjects allied to medicine","(CAH02-04-01) nursing (non-specific)","Unknown","20","5"," "
"2021","(CAH02) subjects allied to medicine","(CAH02-04-01) nursing (non-specific)","Unknown","25","10","0.42"
"2022","(CAH02) subjects allied to medicine","(CAH02-04-01) nursing (non-specific)","Unknown","5","0"," "
"2019","(CAH19) language and area studies","(CAH19-01-05) creative writing","Unknown","20","15","0.683"
"2020","(CAH19) language and area studies","(CAH19-01-05) creative writing","Unknown","15","15","0.974"
"2021","(CAH19) language and area studies","(CAH19-01-05) creative writing","Unknown","5","5"," "
"2022","(CAH19) language and area studies","(CAH19-01-05) creative writing","Unknown","5","5"," "
"2023","(CAH19) language and area studies","(CAH19-01-05) creative writing","Unknown","5","5"," "
"2020","(CAH19) language and area studies","(CAH19-04-08) American and Australasian studies","Unknown","5","5"," "
"2020","(CAH19) language and area studies","(CAH19-01-02) English language","Unknown","5","5"," "
"2021","(CAH19) language and area studies","(CAH19-01-02) English language","Unknown","10","5"," "
"2022","(CAH19) language and area studies","(CAH19-01-02) English language","Unknown","5","5"," "
"2019","(CAH19) language and area studies","(CAH19-01-03) literature in English","Unknown","30","25","0.786"
"2020","(CAH19) language and area studies","(CAH19-01-03) literature in English","Unknown","35","30","0.864"
"2021","(CAH19) language and area studies","(CAH19-01-03) literature in English","Unknown","20","20","1.025"
"2022","(CAH19) language and area studies","(CAH19-01-03) literature in English","Unknown","10","10"," "
"2023","(CAH19) language and area studies","(CAH19-01-03) literature in English","Unknown","15","10"," "
"2019","(CAH19) language and area studies","(CAH19-01-01) English studies (non-specific)","Unknown","20","15","0.767"
"2020","(CAH19) language and area studies","(CAH19-01-01) English studies (non-specific)","Unknown","30","20","0.639"
"2021","(CAH19) language and area studies","(CAH19-01-01) English studies (non-specific)","Unknown","15","15","0.877"
"2022","(CAH19) language and area studies","(CAH19-01-01) English studies (non-specific)","Unknown","5","5"," "
"2023","(CAH19) language and area studies","(CAH19-01-01) English studies (non-specific)","Unknown","5","5"," "
"2019","(CAH19) language and area studies","(CAH19-04-01) French studies","Unknown","5","0"," "
"2020","(CAH19) language and area studies","(CAH19-04-01) French studies","Unknown","15","10"," "
"2019","(CAH19) language and area studies","(CAH19-04-02) German and Scandinavian studies","Unknown","10","10","1.091"
"2020","(CAH19) language and area studies","(CAH19-04-02) German and Scandinavian studies","Unknown","5","5"," "
"2019","(CAH19) language and area studies","(CAH19-04-04) Iberian studies","Unknown","10","10"," "
"2020","(CAH19) language and area studies","(CAH19-04-04) Iberian studies","Unknown","10","5"," "
"2021","(CAH19) language and area studies","(CAH19-04-04) Iberian studies","Unknown","5","0"," "
"2019","(CAH19) language and area studies","(CAH19-04-03) Italian studies","Unknown","5","5"," "
"2019","(CAH19) language and area studies","(CAH19-01-07) linguistics","Unknown","10","5"," "
