"Year","FSM status","Tariff group of provider","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Accepted applicants","Population estimate","Entry rate"
"2006","All","Lower tariff","18","England","All","Not main scheme applicant","All","1500","591260","0.003"
"2007","All","Lower tariff","18","England","All","Not main scheme applicant","All","1550","582770","0.003"
"2008","All","Lower tariff","18","England","All","Not main scheme applicant","All","1740","592930","0.003"
"2009","All","Lower tariff","18","England","All","Not main scheme applicant","All","1560","590060","0.003"
"2010","All","Lower tariff","18","England","All","Not main scheme applicant","All","730","587090","0.001"
"2011","All","Lower tariff","18","England","All","Not main scheme applicant","All","810","589490","0.001"
"2012","All","Lower tariff","18","England","All","Not main scheme applicant","All","1300","592110","0.002"
"2013","All","Lower tariff","18","England","All","Not main scheme applicant","All","1650","579570","0.003"
"2014","All","Lower tariff","18","England","All","Not main scheme applicant","All","1530","574350","0.003"
"2015","All","Lower tariff","18","England","All","Not main scheme applicant","All","1670","584820","0.003"
"2016","All","Lower tariff","18","England","All","Not main scheme applicant","All","1640","571290","0.003"
"2017","All","Lower tariff","18","England","All","Not main scheme applicant","All","1990","565250","0.004"
"2018","All","Lower tariff","18","England","All","Not main scheme applicant","All","2390","552650","0.004"
"2019","All","Lower tariff","18","England","All","Not main scheme applicant","All","2890","537770","0.005"
"2020","All","Lower tariff","18","England","All","Not main scheme applicant","All","3640","535350","0.007"
"2021","All","Lower tariff","18","England","All","Not main scheme applicant","All","2730","555040","0.005"
"2022","All","Lower tariff","18","England","All","Not main scheme applicant","All","2400","572320","0.004"
"2023","All","Lower tariff","18","England","All","Not main scheme applicant","All","2380","597300","0.004"
"2006","All","Higher tariff","18","England","All","Not main scheme applicant","All","80","591260","0"
"2007","All","Higher tariff","18","England","All","Not main scheme applicant","All","70","582770","0"
"2008","All","Higher tariff","18","England","All","Not main scheme applicant","All","50","592930","0"
"2009","All","Higher tariff","18","England","All","Not main scheme applicant","All","30","590060","0"
"2010","All","Higher tariff","18","England","All","Not main scheme applicant","All","10","587090","0"
"2011","All","Higher tariff","18","England","All","Not main scheme applicant","All","10","589490","0"
"2012","All","Higher tariff","18","England","All","Not main scheme applicant","All","60","592110","0"
"2013","All","Higher tariff","18","England","All","Not main scheme applicant","All","60","579570","0"
"2014","All","Higher tariff","18","England","All","Not main scheme applicant","All","50","574350","0"
"2015","All","Higher tariff","18","England","All","Not main scheme applicant","All","70","584820","0"
"2016","All","Higher tariff","18","England","All","Not main scheme applicant","All","60","571290","0"
"2017","All","Higher tariff","18","England","All","Not main scheme applicant","All","70","565250","0"
"2018","All","Higher tariff","18","England","All","Not main scheme applicant","All","120","552650","0"
"2019","All","Higher tariff","18","England","All","Not main scheme applicant","All","130","537770","0"
"2020","All","Higher tariff","18","England","All","Not main scheme applicant","All","180","535350","0"
"2021","All","Higher tariff","18","England","All","Not main scheme applicant","All","60","555040","0"
"2022","All","Higher tariff","18","England","All","Not main scheme applicant","All","40","572320","0"
"2023","All","Higher tariff","18","England","All","Not main scheme applicant","All","50","597300","0"
"2006","All","Medium tariff","18","England","All","Not main scheme applicant","All","500","591260","0.001"
"2007","All","Medium tariff","18","England","All","Not main scheme applicant","All","510","582770","0.001"
"2008","All","Medium tariff","18","England","All","Not main scheme applicant","All","420","592930","0.001"
"2009","All","Medium tariff","18","England","All","Not main scheme applicant","All","190","590060","0"
"2010","All","Medium tariff","18","England","All","Not main scheme applicant","All","90","587090","0"
"2011","All","Medium tariff","18","England","All","Not main scheme applicant","All","110","589490","0"
"2012","All","Medium tariff","18","England","All","Not main scheme applicant","All","360","592110","0.001"
"2013","All","Medium tariff","18","England","All","Not main scheme applicant","All","310","579570","0.001"
"2014","All","Medium tariff","18","England","All","Not main scheme applicant","All","260","574350","0"
"2015","All","Medium tariff","18","England","All","Not main scheme applicant","All","340","584820","0.001"
"2016","All","Medium tariff","18","England","All","Not main scheme applicant","All","420","571290","0.001"
"2017","All","Medium tariff","18","England","All","Not main scheme applicant","All","580","565250","0.001"
"2018","All","Medium tariff","18","England","All","Not main scheme applicant","All","620","552650","0.001"
"2019","All","Medium tariff","18","England","All","Not main scheme applicant","All","820","537770","0.002"
"2020","All","Medium tariff","18","England","All","Not main scheme applicant","All","1320","535350","0.002"
"2021","All","Medium tariff","18","England","All","Not main scheme applicant","All","770","555040","0.001"
"2022","All","Medium tariff","18","England","All","Not main scheme applicant","All","710","572320","0.001"
"2023","All","Medium tariff","18","England","All","Not main scheme applicant","All","760","597300","0.001"
"2006","All","Lower tariff","18","England","All","Main scheme applicant","All","49960","591260","0.084"
"2007","All","Lower tariff","18","England","All","Main scheme applicant","All","49030","582770","0.084"
"2008","All","Lower tariff","18","England","All","Main scheme applicant","All","53170","592930","0.09"
"2009","All","Lower tariff","18","England","All","Main scheme applicant","All","59380","590060","0.101"
"2010","All","Lower tariff","18","England","All","Main scheme applicant","All","62630","587090","0.107"
"2011","All","Lower tariff","18","England","All","Main scheme applicant","All","70270","589490","0.11900000000000001"
"2012","All","Lower tariff","18","England","All","Main scheme applicant","All","61530","592110","0.10400000000000001"
"2013","All","Lower tariff","18","England","All","Main scheme applicant","All","63200","579570","0.109"
"2014","All","Lower tariff","18","England","All","Main scheme applicant","All","65820","574350","0.115"
"2015","All","Lower tariff","18","England","All","Main scheme applicant","All","68100","584820","0.116"
"2016","All","Lower tariff","18","England","All","Main scheme applicant","All","65890","571290","0.115"
"2017","All","Lower tariff","18","England","All","Main scheme applicant","All","64190","565250","0.114"
"2018","All","Lower tariff","18","England","All","Main scheme applicant","All","63170","552650","0.114"
"2019","All","Lower tariff","18","England","All","Main scheme applicant","All","63500","537770","0.11800000000000001"
"2020","All","Lower tariff","18","England","All","Main scheme applicant","All","63780","535350","0.11900000000000001"
"2021","All","Lower tariff","18","England","All","Main scheme applicant","All","66590","555040","0.12"
"2022","All","Lower tariff","18","England","All","Main scheme applicant","All","74060","572320","0.129"
"2023","All","Lower tariff","18","England","All","Main scheme applicant","All","68430","597300","0.115"
"2006","All","Higher tariff","18","England","All","Main scheme applicant","All","39990","591260","0.068"
"2007","All","Higher tariff","18","England","All","Main scheme applicant","All","40450","582770","0.069"
"2008","All","Higher tariff","18","England","All","Main scheme applicant","All","41780","592930","0.07"
"2009","All","Higher tariff","18","England","All","Main scheme applicant","All","39780","590060","0.067"
"2010","All","Higher tariff","18","England","All","Main scheme applicant","All","39140","587090","0.067"
"2011","All","Higher tariff","18","England","All","Main scheme applicant","All","37500","589490","0.064"
"2012","All","Higher tariff","18","England","All","Main scheme applicant","All","40660","592110","0.069"
"2013","All","Higher tariff","18","England","All","Main scheme applicant","All","43760","579570","0.076"
"2014","All","Higher tariff","18","England","All","Main scheme applicant","All","44680","574350","0.078"
"2015","All","Higher tariff","18","England","All","Main scheme applicant","All","47570","584820","0.081"
"2016","All","Higher tariff","18","England","All","Main scheme applicant","All","48870","571290","0.08600000000000001"
"2017","All","Higher tariff","18","England","All","Main scheme applicant","All","49940","565250","0.088"
"2018","All","Higher tariff","18","England","All","Main scheme applicant","All","49500","552650","0.09"
"2019","All","Higher tariff","18","England","All","Main scheme applicant","All","50400","537770","0.094"
"2020","All","Higher tariff","18","England","All","Main scheme applicant","All","59840","535350","0.112"
"2021","All","Higher tariff","18","England","All","Main scheme applicant","All","66730","555040","0.12"
"2022","All","Higher tariff","18","England","All","Main scheme applicant","All","57910","572320","0.101"
"2023","All","Higher tariff","18","England","All","Main scheme applicant","All","57540","597300","0.096"
"2006","All","Medium tariff","18","England","All","Main scheme applicant","All","41990","591260","0.07100000000000001"
"2007","All","Medium tariff","18","England","All","Main scheme applicant","All","43310","582770","0.074"
"2008","All","Medium tariff","18","England","All","Main scheme applicant","All","47780","592930","0.081"
"2009","All","Medium tariff","18","England","All","Main scheme applicant","All","48740","590060","0.083"
"2010","All","Medium tariff","18","England","All","Main scheme applicant","All","47450","587090","0.081"
"2011","All","Medium tariff","18","England","All","Main scheme applicant","All","48540","589490","0.082"
"2012","All","Medium tariff","18","England","All","Main scheme applicant","All","47300","592110","0.08"
"2013","All","Medium tariff","18","England","All","Main scheme applicant","All","49140","579570","0.085"
"2014","All","Medium tariff","18","England","All","Main scheme applicant","All","51500","574350","0.09"
"2015","All","Medium tariff","18","England","All","Main scheme applicant","All","54590","584820","0.093"
"2016","All","Medium tariff","18","England","All","Main scheme applicant","All","58680","571290","0.10300000000000001"
"2017","All","Medium tariff","18","England","All","Main scheme applicant","All","60970","565250","0.108"
"2018","All","Medium tariff","18","England","All","Main scheme applicant","All","60190","552650","0.109"
"2019","All","Medium tariff","18","England","All","Main scheme applicant","All","61610","537770","0.115"
"2020","All","Medium tariff","18","England","All","Main scheme applicant","All","63300","535350","0.11800000000000001"
"2021","All","Medium tariff","18","England","All","Main scheme applicant","All","67640","555040","0.122"
"2022","All","Medium tariff","18","England","All","Main scheme applicant","All","70960","572320","0.124"
"2023","All","Medium tariff","18","England","All","Main scheme applicant","All","68780","597300","0.115"
"2006","Receiving FSM","All","18","England","All","Not main scheme applicant","All","210","82860","0.003"
"2006","Not receiving FSM","All","18","England","All","Not main scheme applicant","All","1870","508400","0.004"
"2007","Receiving FSM","All","18","England","All","Not main scheme applicant","All","220","80150","0.003"
"2007","Not receiving FSM","All","18","England","All","Not main scheme applicant","All","1920","502610","0.004"
"2008","Receiving FSM","All","18","England","All","Not main scheme applicant","All","280","78160","0.004"
"2008","Not receiving FSM","All","18","England","All","Not main scheme applicant","All","1930","514770","0.004"
"2009","Receiving FSM","All","18","England","All","Not main scheme applicant","All","200","75430","0.003"
"2009","Not receiving FSM","All","18","England","All","Not main scheme applicant","All","1580","514630","0.003"
"2010","Receiving FSM","All","18","England","All","Not main scheme applicant","All","100","73480","0.001"
"2010","Not receiving FSM","All","18","England","All","Not main scheme applicant","All","730","513610","0.001"
"2011","Receiving FSM","All","18","England","All","Not main scheme applicant","All","100","74410","0.001"
"2011","Not receiving FSM","All","18","England","All","Not main scheme applicant","All","820","515080","0.002"
"2012","Receiving FSM","All","18","England","All","Not main scheme applicant","All","230","80070","0.003"
"2012","Not receiving FSM","All","18","England","All","Not main scheme applicant","All","1500","512030","0.003"
"2013","Receiving FSM","All","18","England","All","Not main scheme applicant","All","270","81800","0.003"
"2013","Not receiving FSM","All","18","England","All","Not main scheme applicant","All","1740","497770","0.003"
"2014","Receiving FSM","All","18","England","All","Not main scheme applicant","All","260","82550","0.003"
"2014","Not receiving FSM","All","18","England","All","Not main scheme applicant","All","1590","491810","0.003"
"2015","Receiving FSM","All","18","England","All","Not main scheme applicant","All","320","87540","0.004"
"2015","Not receiving FSM","All","18","England","All","Not main scheme applicant","All","1760","497280","0.004"
"2016","Receiving FSM","All","18","England","All","Not main scheme applicant","All","270","83080","0.003"
"2016","Not receiving FSM","All","18","England","All","Not main scheme applicant","All","1850","488210","0.004"
"2017","Receiving FSM","All","18","England","All","Not main scheme applicant","All","330","78900","0.004"
"2017","Not receiving FSM","All","18","England","All","Not main scheme applicant","All","2300","486350","0.005"
"2018","Receiving FSM","All","18","England","All","Not main scheme applicant","All","420","74750","0.006"
"2018","Not receiving FSM","All","18","England","All","Not main scheme applicant","All","2710","477910","0.006"
"2019","Receiving FSM","All","18","England","All","Not main scheme applicant","All","480","71930","0.007"
"2019","Not receiving FSM","All","18","England","All","Not main scheme applicant","All","3360","465840","0.007"
"2020","Receiving FSM","All","18","England","All","Not main scheme applicant","All","510","68950","0.007"
"2020","Not receiving FSM","All","18","England","All","Not main scheme applicant","All","4640","466400","0.01"
"2021","Receiving FSM","All","18","England","All","Not main scheme applicant","All","480","78830","0.006"
"2021","Not receiving FSM","All","18","England","All","Not main scheme applicant","All","3080","476200","0.006"
"2022","Receiving FSM","All","18","England","All","Not main scheme applicant","All","490","91230","0.005"
"2022","Not receiving FSM","All","18","England","All","Not main scheme applicant","All","2660","481100","0.006"
"2023","Receiving FSM","All","18","England","All","Not main scheme applicant","All","560","111550","0.005"
"2023","Not receiving FSM","All","18","England","All","Not main scheme applicant","All","2640","485750","0.005"
"2006","Receiving FSM","All","18","England","All","Main scheme applicant","All","7440","82860","0.09"
"2006","Not receiving FSM","All","18","England","All","Main scheme applicant","All","124500","508400","0.245"
"2007","Receiving FSM","All","18","England","All","Main scheme applicant","All","7720","80150","0.096"
"2007","Not receiving FSM","All","18","England","All","Main scheme applicant","All","125070","502610","0.249"
"2008","Receiving FSM","All","18","England","All","Main scheme applicant","All","8330","78160","0.107"
"2008","Not receiving FSM","All","18","England","All","Main scheme applicant","All","134390","514770","0.261"
"2009","Receiving FSM","All","18","England","All","Main scheme applicant","All","8650","75430","0.115"
"2009","Not receiving FSM","All","18","England","All","Main scheme applicant","All","139240","514630","0.271"
"2010","Receiving FSM","All","18","England","All","Main scheme applicant","All","8530","73480","0.116"
"2010","Not receiving FSM","All","18","England","All","Main scheme applicant","All","140690","513610","0.274"
"2011","Receiving FSM","All","18","England","All","Main scheme applicant","All","9690","74410","0.13"
"2011","Not receiving FSM","All","18","England","All","Main scheme applicant","All","146610","515080","0.28500000000000003"
"2012","Receiving FSM","All","18","England","All","Main scheme applicant","All","10170","80070","0.127"
"2012","Not receiving FSM","All","18","England","All","Main scheme applicant","All","139320","512030","0.272"
"2013","Receiving FSM","All","18","England","All","Main scheme applicant","All","11080","81800","0.135"
"2013","Not receiving FSM","All","18","England","All","Main scheme applicant","All","145020","497770","0.291"
"2014","Receiving FSM","All","18","England","All","Main scheme applicant","All","12250","82550","0.148"
"2014","Not receiving FSM","All","18","England","All","Main scheme applicant","All","149750","491810","0.304"
"2015","Receiving FSM","All","18","England","All","Main scheme applicant","All","13980","87540","0.16"
"2015","Not receiving FSM","All","18","England","All","Main scheme applicant","All","156280","497280","0.314"
"2016","Receiving FSM","All","18","England","All","Main scheme applicant","All","13510","83080","0.163"
"2016","Not receiving FSM","All","18","England","All","Main scheme applicant","All","159920","488210","0.328"
"2017","Receiving FSM","All","18","England","All","Main scheme applicant","All","13020","78900","0.165"
"2017","Not receiving FSM","All","18","England","All","Main scheme applicant","All","162080","486350","0.333"
"2018","Receiving FSM","All","18","England","All","Main scheme applicant","All","12470","74750","0.167"
"2018","Not receiving FSM","All","18","England","All","Main scheme applicant","All","160380","477910","0.336"
"2019","Receiving FSM","All","18","England","All","Main scheme applicant","All","13120","71930","0.182"
"2019","Not receiving FSM","All","18","England","All","Main scheme applicant","All","162380","465840","0.34900000000000003"
"2020","Receiving FSM","All","18","England","All","Main scheme applicant","All","13500","68950","0.196"
"2020","Not receiving FSM","All","18","England","All","Main scheme applicant","All","173410","466400","0.372"
"2021","Receiving FSM","All","18","England","All","Main scheme applicant","All","15980","78830","0.203"
"2021","Not receiving FSM","All","18","England","All","Main scheme applicant","All","184980","476200","0.388"
"2022","Receiving FSM","All","18","England","All","Main scheme applicant","All","18500","91230","0.203"
"2022","Not receiving FSM","All","18","England","All","Main scheme applicant","All","184430","481100","0.383"
"2023","Receiving FSM","All","18","England","All","Main scheme applicant","All","20760","111550","0.186"
"2023","Not receiving FSM","All","18","England","All","Main scheme applicant","All","173980","485750","0.358"
"2006","All","All","18","England","All","Not main scheme applicant","All","2080","591260","0.004"
"2007","All","All","18","England","All","Not main scheme applicant","All","2130","582770","0.004"
"2008","All","All","18","England","All","Not main scheme applicant","All","2210","592930","0.004"
"2009","All","All","18","England","All","Not main scheme applicant","All","1780","590060","0.003"
"2010","All","All","18","England","All","Not main scheme applicant","All","830","587090","0.001"
"2011","All","All","18","England","All","Not main scheme applicant","All","920","589490","0.002"
"2012","All","All","18","England","All","Not main scheme applicant","All","1720","592110","0.003"
"2013","All","All","18","England","All","Not main scheme applicant","All","2010","579570","0.003"
"2014","All","All","18","England","All","Not main scheme applicant","All","1850","574350","0.003"
"2015","All","All","18","England","All","Not main scheme applicant","All","2080","584820","0.004"
"2016","All","All","18","England","All","Not main scheme applicant","All","2110","571290","0.004"
"2017","All","All","18","England","All","Not main scheme applicant","All","2640","565250","0.005"
"2018","All","All","18","England","All","Not main scheme applicant","All","3130","552650","0.006"
"2019","All","All","18","England","All","Not main scheme applicant","All","3840","537770","0.007"
"2020","All","All","18","England","All","Not main scheme applicant","All","5150","535350","0.01"
"2021","All","All","18","England","All","Not main scheme applicant","All","3560","555040","0.006"
"2022","All","All","18","England","All","Not main scheme applicant","All","3150","572320","0.006"
"2023","All","All","18","England","All","Not main scheme applicant","All","3200","597300","0.005"
"2006","All","All","18","England","All","Main scheme applicant","All","131930","591260","0.223"
"2007","All","All","18","England","All","Main scheme applicant","All","132780","582770","0.228"
"2008","All","All","18","England","All","Main scheme applicant","All","142720","592930","0.241"
"2009","All","All","18","England","All","Main scheme applicant","All","147890","590060","0.251"
"2010","All","All","18","England","All","Main scheme applicant","All","149220","587090","0.254"
"2011","All","All","18","England","All","Main scheme applicant","All","156300","589490","0.265"
"2012","All","All","18","England","All","Main scheme applicant","All","149490","592110","0.252"
"2013","All","All","18","England","All","Main scheme applicant","All","156100","579570","0.269"
"2014","All","All","18","England","All","Main scheme applicant","All","162000","574350","0.28200000000000003"
"2015","All","All","18","England","All","Main scheme applicant","All","170260","584820","0.291"
"2016","All","All","18","England","All","Main scheme applicant","All","173430","571290","0.304"
"2017","All","All","18","England","All","Main scheme applicant","All","175100","565250","0.31"
"2018","All","All","18","England","All","Main scheme applicant","All","172860","552650","0.313"
"2019","All","All","18","England","All","Main scheme applicant","All","175500","537770","0.326"
"2020","All","All","18","England","All","Main scheme applicant","All","186910","535350","0.34900000000000003"
"2021","All","All","18","England","All","Main scheme applicant","All","200960","555040","0.362"
"2022","All","All","18","England","All","Main scheme applicant","All","202930","572320","0.355"
"2023","All","All","18","England","All","Main scheme applicant","All","194740","597300","0.326"
"2006","Receiving FSM","Lower tariff","All","England","All","Not main scheme applicant","All","170","82860","0.002"
"2006","Not receiving FSM","Lower tariff","All","England","All","Not main scheme applicant","All","1330","508400","0.003"
"2007","Receiving FSM","Lower tariff","All","England","All","Not main scheme applicant","All","180","80150","0.002"
"2007","Not receiving FSM","Lower tariff","All","England","All","Not main scheme applicant","All","1370","502610","0.003"
"2008","Receiving FSM","Lower tariff","All","England","All","Not main scheme applicant","All","250","78160","0.003"
"2008","Not receiving FSM","Lower tariff","All","England","All","Not main scheme applicant","All","1490","514770","0.003"
"2009","Receiving FSM","Lower tariff","All","England","All","Not main scheme applicant","All","180","75430","0.002"
"2009","Not receiving FSM","Lower tariff","All","England","All","Not main scheme applicant","All","1380","514630","0.003"
"2010","Receiving FSM","Lower tariff","All","England","All","Not main scheme applicant","All","90","73480","0.001"
"2010","Not receiving FSM","Lower tariff","All","England","All","Not main scheme applicant","All","640","513610","0.001"
"2011","Receiving FSM","Lower tariff","All","England","All","Not main scheme applicant","All","100","74410","0.001"
"2011","Not receiving FSM","Lower tariff","All","England","All","Not main scheme applicant","All","710","515080","0.001"
"2012","Receiving FSM","Lower tariff","All","England","All","Not main scheme applicant","All","200","80070","0.002"
"2012","Not receiving FSM","Lower tariff","All","England","All","Not main scheme applicant","All","1110","512030","0.002"
"2013","Receiving FSM","Lower tariff","All","England","All","Not main scheme applicant","All","240","81800","0.003"
"2013","Not receiving FSM","Lower tariff","All","England","All","Not main scheme applicant","All","1410","497770","0.003"
"2014","Receiving FSM","Lower tariff","All","England","All","Not main scheme applicant","All","240","82550","0.003"
"2014","Not receiving FSM","Lower tariff","All","England","All","Not main scheme applicant","All","1290","491810","0.003"
"2015","Receiving FSM","Lower tariff","All","England","All","Not main scheme applicant","All","280","87540","0.003"
"2015","Not receiving FSM","Lower tariff","All","England","All","Not main scheme applicant","All","1380","497280","0.003"
"2016","Receiving FSM","Lower tariff","All","England","All","Not main scheme applicant","All","220","83080","0.003"
"2016","Not receiving FSM","Lower tariff","All","England","All","Not main scheme applicant","All","1410","488210","0.003"
"2017","Receiving FSM","Lower tariff","All","England","All","Not main scheme applicant","All","280","78900","0.004"
"2017","Not receiving FSM","Lower tariff","All","England","All","Not main scheme applicant","All","1710","486350","0.004"
"2018","Receiving FSM","Lower tariff","All","England","All","Not main scheme applicant","All","360","74750","0.005"
"2018","Not receiving FSM","Lower tariff","All","England","All","Not main scheme applicant","All","2030","477910","0.004"
"2019","Receiving FSM","Lower tariff","All","England","All","Not main scheme applicant","All","410","71930","0.006"
"2019","Not receiving FSM","Lower tariff","All","England","All","Not main scheme applicant","All","2480","465840","0.005"
"2020","Receiving FSM","Lower tariff","All","England","All","Not main scheme applicant","All","390","68950","0.006"
"2020","Not receiving FSM","Lower tariff","All","England","All","Not main scheme applicant","All","3250","466400","0.007"
"2021","Receiving FSM","Lower tariff","All","England","All","Not main scheme applicant","All","400","78830","0.005"
"2021","Not receiving FSM","Lower tariff","All","England","All","Not main scheme applicant","All","2340","476200","0.005"
"2022","Receiving FSM","Lower tariff","All","England","All","Not main scheme applicant","All","410","91230","0.004"
"2022","Not receiving FSM","Lower tariff","All","England","All","Not main scheme applicant","All","2000","481100","0.004"
"2023","Receiving FSM","Lower tariff","All","England","All","Not main scheme applicant","All","450","111550","0.004"
"2023","Not receiving FSM","Lower tariff","All","England","All","Not main scheme applicant","All","1930","485750","0.004"
"2006","Receiving FSM","Higher tariff","All","England","All","Not main scheme applicant","All","0","82860","0"
"2006","Not receiving FSM","Higher tariff","All","England","All","Not main scheme applicant","All","80","508400","0"
"2007","Receiving FSM","Higher tariff","All","England","All","Not main scheme applicant","All","10","80150","0"
"2007","Not receiving FSM","Higher tariff","All","England","All","Not main scheme applicant","All","70","502610","0"
"2008","Receiving FSM","Higher tariff","All","England","All","Not main scheme applicant","All","0","78160","0"
"2008","Not receiving FSM","Higher tariff","All","England","All","Not main scheme applicant","All","50","514770","0"
"2009","Receiving FSM","Higher tariff","All","England","All","Not main scheme applicant","All","0","75430","0"
"2009","Not receiving FSM","Higher tariff","All","England","All","Not main scheme applicant","All","20","514630","0"
"2010","Receiving FSM","Higher tariff","All","England","All","Not main scheme applicant","All","0","73480","0"
"2010","Not receiving FSM","Higher tariff","All","England","All","Not main scheme applicant","All","10","513610","0"
"2011","Receiving FSM","Higher tariff","All","England","All","Not main scheme applicant","All","0","74410","0"
"2011","Not receiving FSM","Higher tariff","All","England","All","Not main scheme applicant","All","10","515080","0"
"2012","Receiving FSM","Higher tariff","All","England","All","Not main scheme applicant","All","0","80070","0"
"2012","Not receiving FSM","Higher tariff","All","England","All","Not main scheme applicant","All","50","512030","0"
"2013","Receiving FSM","Higher tariff","All","England","All","Not main scheme applicant","All","10","81800","0"
"2013","Not receiving FSM","Higher tariff","All","England","All","Not main scheme applicant","All","50","497770","0"
"2014","Receiving FSM","Higher tariff","All","England","All","Not main scheme applicant","All","0","82550","0"
"2014","Not receiving FSM","Higher tariff","All","England","All","Not main scheme applicant","All","50","491810","0"
"2015","Receiving FSM","Higher tariff","All","England","All","Not main scheme applicant","All","0","87540","0"
"2015","Not receiving FSM","Higher tariff","All","England","All","Not main scheme applicant","All","70","497280","0"
"2016","Receiving FSM","Higher tariff","All","England","All","Not main scheme applicant","All","10","83080","0"
"2016","Not receiving FSM","Higher tariff","All","England","All","Not main scheme applicant","All","50","488210","0"
"2017","Receiving FSM","Higher tariff","All","England","All","Not main scheme applicant","All","10","78900","0"
"2017","Not receiving FSM","Higher tariff","All","England","All","Not main scheme applicant","All","60","486350","0"
"2018","Receiving FSM","Higher tariff","All","England","All","Not main scheme applicant","All","10","74750","0"
"2018","Not receiving FSM","Higher tariff","All","England","All","Not main scheme applicant","All","120","477910","0"
"2019","Receiving FSM","Higher tariff","All","England","All","Not main scheme applicant","All","10","71930","0"
"2019","Not receiving FSM","Higher tariff","All","England","All","Not main scheme applicant","All","130","465840","0"
"2020","Receiving FSM","Higher tariff","All","England","All","Not main scheme applicant","All","10","68950","0"
"2020","Not receiving FSM","Higher tariff","All","England","All","Not main scheme applicant","All","170","466400","0"
"2021","Receiving FSM","Higher tariff","All","England","All","Not main scheme applicant","All","0","78830","0"
"2021","Not receiving FSM","Higher tariff","All","England","All","Not main scheme applicant","All","60","476200","0"
"2022","Receiving FSM","Higher tariff","All","England","All","Not main scheme applicant","All","0","91230","0"
"2022","Not receiving FSM","Higher tariff","All","England","All","Not main scheme applicant","All","40","481100","0"
"2023","Receiving FSM","Higher tariff","All","England","All","Not main scheme applicant","All","0","111550","0"
"2023","Not receiving FSM","Higher tariff","All","England","All","Not main scheme applicant","All","50","485750","0"
"2006","Receiving FSM","Medium tariff","All","England","All","Not main scheme applicant","All","40","82860","0"
"2006","Not receiving FSM","Medium tariff","All","England","All","Not main scheme applicant","All","460","508400","0.001"
"2007","Receiving FSM","Medium tariff","All","England","All","Not main scheme applicant","All","30","80150","0"
"2007","Not receiving FSM","Medium tariff","All","England","All","Not main scheme applicant","All","480","502610","0.001"
"2008","Receiving FSM","Medium tariff","All","England","All","Not main scheme applicant","All","30","78160","0"
"2008","Not receiving FSM","Medium tariff","All","England","All","Not main scheme applicant","All","390","514770","0.001"
"2009","Receiving FSM","Medium tariff","All","England","All","Not main scheme applicant","All","20","75430","0"
"2009","Not receiving FSM","Medium tariff","All","England","All","Not main scheme applicant","All","180","514630","0"
"2010","Receiving FSM","Medium tariff","All","England","All","Not main scheme applicant","All","10","73480","0"
"2010","Not receiving FSM","Medium tariff","All","England","All","Not main scheme applicant","All","90","513610","0"
"2011","Receiving FSM","Medium tariff","All","England","All","Not main scheme applicant","All","0","74410","0"
"2011","Not receiving FSM","Medium tariff","All","England","All","Not main scheme applicant","All","100","515080","0"
"2012","Receiving FSM","Medium tariff","All","England","All","Not main scheme applicant","All","30","80070","0"
"2012","Not receiving FSM","Medium tariff","All","England","All","Not main scheme applicant","All","340","512030","0.001"
"2013","Receiving FSM","Medium tariff","All","England","All","Not main scheme applicant","All","20","81800","0"
"2013","Not receiving FSM","Medium tariff","All","England","All","Not main scheme applicant","All","280","497770","0.001"
"2014","Receiving FSM","Medium tariff","All","England","All","Not main scheme applicant","All","20","82550","0"
"2014","Not receiving FSM","Medium tariff","All","England","All","Not main scheme applicant","All","250","491810","0.001"
"2015","Receiving FSM","Medium tariff","All","England","All","Not main scheme applicant","All","30","87540","0"
"2015","Not receiving FSM","Medium tariff","All","England","All","Not main scheme applicant","All","310","497280","0.001"
"2016","Receiving FSM","Medium tariff","All","England","All","Not main scheme applicant","All","40","83080","0.001"
"2016","Not receiving FSM","Medium tariff","All","England","All","Not main scheme applicant","All","380","488210","0.001"
"2017","Receiving FSM","Medium tariff","All","England","All","Not main scheme applicant","All","50","78900","0.001"
"2017","Not receiving FSM","Medium tariff","All","England","All","Not main scheme applicant","All","540","486350","0.001"
"2018","Receiving FSM","Medium tariff","All","England","All","Not main scheme applicant","All","60","74750","0.001"
"2018","Not receiving FSM","Medium tariff","All","England","All","Not main scheme applicant","All","570","477910","0.001"
"2019","Receiving FSM","Medium tariff","All","England","All","Not main scheme applicant","All","60","71930","0.001"
"2019","Not receiving FSM","Medium tariff","All","England","All","Not main scheme applicant","All","760","465840","0.002"
"2020","Receiving FSM","Medium tariff","All","England","All","Not main scheme applicant","All","110","68950","0.002"
"2020","Not receiving FSM","Medium tariff","All","England","All","Not main scheme applicant","All","1210","466400","0.003"
"2021","Receiving FSM","Medium tariff","All","England","All","Not main scheme applicant","All","80","78830","0.001"
"2021","Not receiving FSM","Medium tariff","All","England","All","Not main scheme applicant","All","690","476200","0.001"
"2022","Receiving FSM","Medium tariff","All","England","All","Not main scheme applicant","All","80","91230","0.001"
"2022","Not receiving FSM","Medium tariff","All","England","All","Not main scheme applicant","All","630","481100","0.001"
"2023","Receiving FSM","Medium tariff","All","England","All","Not main scheme applicant","All","100","111550","0.001"
"2023","Not receiving FSM","Medium tariff","All","England","All","Not main scheme applicant","All","660","485750","0.001"
