"Year","Predicted A level points","Age group","Domicile","Gender","Applicants with conditional unconditional offer","Applicants with direct unconditional offer","Applicants with other unconditional offer","Applicants with offer with unconditional component","Conditional unconditional offers","Direct unconditional offers","Other unconditional offers","Offers with unconditional component"
"2023","18 point(s)","18","Wales","All","0","10","5","20","0","15","10","20"
"2013","All","18","England","All","0","535","540","1070","0","550","545","1095"
"2013","All","18","Northern Ireland","All","0","10","5","10","0","10","5","10"
"2013","All","18","Wales","All","0","20","120","135","0","20","120","140"
"2014","All","18","England","All","5580","3345","1995","10590","5820","3420","2040","11280"
"2014","All","18","Northern Ireland","All","35","90","30","160","35","95","35","170"
"2014","All","18","Wales","All","160","85","215","455","165","90","240","495"
"2015","All","18","England","All","11620","4495","5530","20405","12475","4660","5600","22735"
"2015","All","18","Northern Ireland","All","80","100","125","300","85","110","130","325"
"2015","All","18","Wales","All","285","230","295","770","305","245","355","905"
"2016","All","18","England","All","16265","9615","6540","30110","17685","10200","6625","34510"
"2016","All","18","Northern Ireland","All","130","155","70","345","135","165","70","370"
"2016","All","18","Wales","All","405","530","325","1180","420","620","375","1420"
"2017","All","18","England","All","26995","11405","8410","42640","30875","12370","8685","51930"
"2017","All","18","Northern Ireland","All","260","165","210","595","290","180","215","685"
"2017","All","18","Wales","All","675","630","475","1630","720","720","525","1965"
"2018","All","18","England","All","37620","13720","11505","55360","45590","15230","11710","72530"
"2018","All","18","Northern Ireland","All","455","270","205","865","510","300","210","1015"
"2018","All","18","Wales","All","1160","575","445","1935","1370","650","475","2495"
"2019","All","18","England","All","43840","14585","10350","59510","55085","16530","10625","82240"
"2019","All","18","Northern Ireland","All","445","170","125","685","515","195","130","840"
"2019","All","18","Wales","All","1150","800","280","1990","1400","950","295","2645"
"2020","All","18","England","All","19510","28745","19200","56085","21625","35430","22280","79335"
"2020","All","18","Northern Ireland","All","125","335","910","1275","135","395","1145","1675"
"2020","All","18","Wales","All","315","965","1120","2050","335","1210","1420","2965"
"2021","All","18","England","All","5","11760","2400","13635","5","13440","2480","15925"
"2021","All","18","Northern Ireland","All","0","205","20","225","0","230","25","255"
"2021","All","18","Wales","All","0","980","190","1105","0","1220","210","1430"
"2022","All","18","England","All","2385","16655","4860","22655","2475","19600","5030","27105"
"2022","All","18","Northern Ireland","All","25","140","35","195","25","155","35","220"
"2022","All","18","Wales","All","50","530","360","915","55","635","400","1090"
"2023","All","18","England","All","0","12380","4045","15770","0","13935","4295","18230"
"2023","All","18","Northern Ireland","All","0","75","30","100","0","85","30","115"
"2023","All","18","Wales","All","0","235","195","415","0","280","225","505"
"2018","3 point(s)","All","England","All","0","5","0","5","0","5","0","5"
"2019","3 point(s)","All","England","All","0","0","5","5","0","0","5","5"
"2020","3 point(s)","All","England","All","0","0","5","10","0","0","5","10"
"2021","3 point(s)","All","England","All","0","5","0","5","0","5","0","5"
"2018","4 point(s)","All","England","All","0","5","5","15","0","5","5","15"
"2019","4 point(s)","All","England","All","5","5","0","10","5","5","0","10"
"2020","4 point(s)","All","England","All","0","5","20","25","0","5","25","30"
"2021","4 point(s)","All","England","All","0","5","0","5","0","5","0","5"
"2013","5 point(s)","All","England","All","0","5","0","5","0","5","0","5"
"2014","5 point(s)","All","England","All","0","5","0","10","0","5","0","10"
"2015","5 point(s)","All","England","All","0","0","0","5","0","0","0","5"
"2016","5 point(s)","All","England","All","0","5","5","10","0","5","5","10"
"2017","5 point(s)","All","England","All","0","5","5","10","0","5","5","10"
"2018","5 point(s)","All","England","All","5","10","10","25","5","10","10","25"
"2019","5 point(s)","All","England","All","5","10","10","20","5","10","10","25"
"2020","5 point(s)","All","England","All","5","10","40","50","5","10","45","60"
"2021","5 point(s)","All","England","All","0","15","5","20","0","15","10","25"
"2022","5 point(s)","All","England","All","0","20","0","20","0","20","0","20"
"2023","5 point(s)","All","England","All","0","10","0","10","0","10","0","10"
"2013","6 point(s)","All","England","All","0","5","5","10","0","5","5","10"
"2014","6 point(s)","All","England","All","0","10","5","15","0","10","5","15"
"2015","6 point(s)","All","England","All","0","5","10","10","0","5","10","15"
"2016","6 point(s)","All","England","All","0","10","10","20","0","10","10","20"
"2017","6 point(s)","All","England","All","5","10","5","25","5","10","5","25"
"2018","6 point(s)","All","England","All","15","20","20","50","15","20","20","50"
"2019","6 point(s)","All","England","All","15","30","20","65","15","35","20","70"
"2020","6 point(s)","All","England","All","10","25","140","170","10","25","165","200"
"2020","6 point(s)","All","Wales","All","0","0","5","5","0","0","5","5"
"2021","6 point(s)","All","England","All","0","50","5","55","0","55","5","65"
"2022","6 point(s)","All","England","All","0","55","0","55","0","60","0","60"
"2023","6 point(s)","All","England","All","0","15","5","25","0","20","5","25"
"2013","7 point(s)","All","England","All","0","15","5","25","0","20","5","25"
"2014","7 point(s)","All","England","All","0","25","5","35","0","30","5","35"
"2015","7 point(s)","All","England","All","5","20","20","45","5","20","20","45"
"2016","7 point(s)","All","England","All","10","30","20","60","10","30","20","65"
"2016","7 point(s)","All","Wales","All","0","0","5","5","0","0","5","5"
"2017","7 point(s)","All","England","All","15","35","30","75","15","35","30","80"
"2018","7 point(s)","All","England","All","35","65","45","135","35","70","45","155"
"2019","7 point(s)","All","England","All","30","55","40","115","30","55","45","130"
"2020","7 point(s)","All","England","All","25","65","245","310","25","70","310","405"
"2020","7 point(s)","All","Wales","All","0","0","15","15","0","0","15","20"
"2021","7 point(s)","All","England","All","0","65","15","80","0","70","15","85"
"2021","7 point(s)","All","Wales","All","0","5","0","5","0","5","0","5"
"2022","7 point(s)","All","England","All","0","125","20","145","0","140","25","165"
"2022","7 point(s)","All","Wales","All","0","0","5","5","0","0","5","5"
"2023","7 point(s)","All","England","All","0","35","25","55","0","40","30","65"
"2013","8 point(s)","All","England","All","0","30","5","35","0","30","5","35"
"2013","8 point(s)","All","Wales","All","0","0","5","5","0","0","5","5"
"2014","8 point(s)","All","England","All","0","30","25","55","0","30","30","55"
"2015","8 point(s)","All","England","All","10","45","35","85","10","45","35","90"
"2016","8 point(s)","All","England","All","35","70","65","170","35","75","70","180"
"2016","8 point(s)","All","Wales","All","0","5","10","15","0","5","15","20"
"2017","8 point(s)","All","England","All","35","75","90","190","35","80","95","210"
"2017","8 point(s)","All","Wales","All","0","5","5","10","0","5","5","10"
"2018","8 point(s)","All","England","All","65","140","130","315","65","155","135","355"
"2018","8 point(s)","All","Wales","All","0","0","0","5","0","0","0","5"
"2019","8 point(s)","All","England","All","90","110","115","300","95","125","115","340"
"2019","8 point(s)","All","Wales","All","0","10","5","15","0","10","5","15"
"2020","8 point(s)","All","England","All","65","125","565","710","65","135","700","900"
"2020","8 point(s)","All","Northern Ireland","All","0","0","0","0","0","0","5","5"
"2020","8 point(s)","All","Wales","All","0","5","25","30","0","5","35","40"
"2021","8 point(s)","All","England","All","0","160","30","190","0","175","30","205"
"2021","8 point(s)","All","Wales","All","0","10","5","10","0","10","5","15"
"2022","8 point(s)","All","England","All","5","210","55","270","10","245","65","315"
"2022","8 point(s)","All","Wales","All","0","5","5","10","0","5","5","10"
"2023","8 point(s)","All","England","All","0","95","70","165","0","105","80","185"
"2013","9 point(s)","All","England","All","0","35","10","45","0","35","10","50"
"2013","9 point(s)","All","Northern Ireland","All","0","5","0","5","0","5","0","5"
"2014","9 point(s)","All","England","All","5","60","40","100","5","60","45","105"
"2014","9 point(s)","All","Wales","All","0","0","15","15","0","0","15","15"
"2015","9 point(s)","All","England","All","15","95","125","235","15","95","125","240"
"2015","9 point(s)","All","Northern Ireland","All","0","0","0","5","0","0","0","5"
"2015","9 point(s)","All","Wales","All","0","0","15","20","0","0","15","20"
"2016","9 point(s)","All","England","All","150","320","215","665","160","340","225","725"
"2016","9 point(s)","All","Wales","All","0","5","15","20","0","5","20","25"
"2017","9 point(s)","All","England","All","155","255","415","800","160","275","420","860"
"2017","9 point(s)","All","Northern Ireland","All","0","0","5","5","0","0","5","5"
"2017","9 point(s)","All","Wales","All","5","10","30","45","5","10","35","45"
"2018","9 point(s)","All","England","All","255","570","540","1270","265","640","545","1450"
"2018","9 point(s)","All","Northern Ireland","All","0","5","0","5","0","5","0","5"
"2018","9 point(s)","All","Wales","All","5","15","15","35","5","15","20","40"
"2019","9 point(s)","All","England","All","735","335","545","1455","800","370","565","1735"
"2019","9 point(s)","All","Northern Ireland","All","0","0","0","5","0","0","0","5"
"2019","9 point(s)","All","Wales","All","10","25","20","55","15","30","20","65"
"2020","9 point(s)","All","England","All","730","535","1375","2320","825","610","1650","3085"
"2020","9 point(s)","All","Northern Ireland","All","0","0","15","20","0","5","30","35"
"2020","9 point(s)","All","Wales","All","10","30","75","100","10","35","95","140"
"2021","9 point(s)","All","England","All","0","465","120","565","0","540","120","660"
"2021","9 point(s)","All","Wales","All","0","35","10","45","0","45","10","55"
"2022","9 point(s)","All","England","All","40","515","185","710","45","595","195","830"
"2022","9 point(s)","All","Wales","All","0","35","15","50","0","45","15","65"
"2023","9 point(s)","All","England","All","0","390","205","575","0","435","220","650"
"2023","9 point(s)","All","Wales","All","0","10","5","15","0","10","5","15"
"2013","10 point(s)","All","England","All","0","45","40","85","0","50","40","85"
"2013","10 point(s)","All","Wales","All","0","5","5","5","0","5","5","5"
"2014","10 point(s)","All","England","All","5","80","55","140","5","80","55","140"
"2014","10 point(s)","All","Wales","All","0","5","20","25","0","5","20","25"
"2015","10 point(s)","All","England","All","45","130","215","385","45","135","215","395"
"2015","10 point(s)","All","Northern Ireland","All","0","5","0","5","0","5","0","5"
"2015","10 point(s)","All","Wales","All","0","5","25","30","0","5","35","40"
"2016","10 point(s)","All","England","All","260","835","255","1305","270","870","260","1405"
"2016","10 point(s)","All","Northern Ireland","All","5","5","0","10","5","5","0","10"
"2016","10 point(s)","All","Wales","All","5","20","25","50","5","20","30","55"
"2017","10 point(s)","All","England","All","385","680","650","1625","400","725","660","1785"
"2017","10 point(s)","All","Northern Ireland","All","5","5","5","10","5","5","5","10"
"2017","10 point(s)","All","Wales","All","10","30","40","75","10","30","40","80"
"2018","10 point(s)","All","England","All","550","1185","1285","2740","595","1310","1305","3210"
"2018","10 point(s)","All","Northern Ireland","All","0","20","10","30","0","30","10","40"
"2018","10 point(s)","All","Wales","All","10","35","40","85","15","40","45","100"
"2019","10 point(s)","All","England","All","1410","855","960","2830","1605","950","980","3540"
"2019","10 point(s)","All","Northern Ireland","All","5","5","5","10","5","5","5","15"
"2019","10 point(s)","All","Wales","All","30","55","30","100","35","70","30","135"
"2020","10 point(s)","All","England","All","1160","1260","2010","3795","1300","1480","2420","5205"
"2020","10 point(s)","All","Northern Ireland","All","5","5","65","75","5","5","90","100"
"2020","10 point(s)","All","Wales","All","15","75","130","190","20","95","170","285"
"2021","10 point(s)","All","England","All","0","750","220","930","0","870","220","1090"
"2021","10 point(s)","All","Northern Ireland","All","0","5","0","5","0","5","0","5"
"2021","10 point(s)","All","Wales","All","0","85","25","105","0","110","30","145"
"2022","10 point(s)","All","England","All","80","1100","265","1410","85","1280","270","1635"
"2022","10 point(s)","All","Northern Ireland","All","0","5","0","5","0","5","0","5"
"2022","10 point(s)","All","Wales","All","0","35","25","55","0","40","25","70"
"2023","10 point(s)","All","England","All","0","755","330","1045","0","845","355","1195"
"2023","10 point(s)","All","Northern Ireland","All","0","5","0","5","0","5","0","5"
"2023","10 point(s)","All","Wales","All","0","20","15","35","0","25","15","40"
"2013","11 point(s)","All","England","All","0","65","35","100","0","65","35","100"
"2013","11 point(s)","All","Wales","All","0","10","10","20","0","10","10","20"
"2014","11 point(s)","All","England","All","25","110","85","215","25","115","85","220"
"2014","11 point(s)","All","Northern Ireland","All","0","5","0","5","0","5","0","5"
"2014","11 point(s)","All","Wales","All","0","5","20","25","0","10","25","30"
"2015","11 point(s)","All","England","All","95","200","705","990","95","205","710","1010"
"2015","11 point(s)","All","Northern Ireland","All","0","5","5","15","0","5","5","15"
"2015","11 point(s)","All","Wales","All","10","5","40","55","10","5","55","70"
"2016","11 point(s)","All","England","All","590","1240","740","2455","600","1320","750","2670"
"2016","11 point(s)","All","Northern Ireland","All","5","10","5","20","5","10","5","20"
"2016","11 point(s)","All","Wales","All","10","10","35","55","10","10","40","60"
"2017","11 point(s)","All","England","All","1490","1660","1210","3985","1590","1810","1250","4650"
"2017","11 point(s)","All","Northern Ireland","All","10","15","25","50","10","15","25","55"
"2017","11 point(s)","All","Wales","All","25","45","85","145","30","45","95","170"
"2018","11 point(s)","All","England","All","2675","2100","1935","5760","3055","2400","1965","7425"
"2018","11 point(s)","All","Northern Ireland","All","20","25","30","70","20","30","30","80"
"2018","11 point(s)","All","Wales","All","50","60","50","140","55","65","50","175"
"2019","11 point(s)","All","England","All","3690","1780","1460","5810","4610","2100","1510","8220"
"2019","11 point(s)","All","Northern Ireland","All","25","15","15","50","25","15","15","55"
"2019","11 point(s)","All","Wales","All","70","145","40","220","85","180","45","310"
"2020","11 point(s)","All","England","All","1840","3285","2935","6510","2055","4090","3500","9645"
"2020","11 point(s)","All","Northern Ireland","All","5","25","100","115","5","25","140","170"
"2020","11 point(s)","All","Wales","All","20","160","185","300","20","215","255","490"
"2021","11 point(s)","All","England","All","0","1655","325","1925","0","1935","335","2275"
"2021","11 point(s)","All","Northern Ireland","All","0","10","0","10","0","10","0","10"
"2021","11 point(s)","All","Wales","All","0","155","30","165","0","200","30","230"
"2022","11 point(s)","All","England","All","215","2425","585","3065","225","2910","610","3745"
"2022","11 point(s)","All","Northern Ireland","All","5","15","5","20","5","20","5","25"
"2022","11 point(s)","All","Wales","All","5","60","35","95","5","65","40","110"
"2023","11 point(s)","All","England","All","0","1685","510","2095","0","1920","550","2470"
"2023","11 point(s)","All","Northern Ireland","All","0","10","5","15","0","10","5","15"
"2023","11 point(s)","All","Wales","All","0","30","20","45","0","40","20","60"
"2013","12 point(s)","All","England","All","0","80","60","140","0","85","60","145"
"2013","12 point(s)","All","Wales","All","0","0","25","25","0","0","25","25"
"2014","12 point(s)","All","England","All","615","115","95","815","640","115","100","850"
"2014","12 point(s)","All","Northern Ireland","All","0","10","0","10","0","10","0","15"
"2014","12 point(s)","All","Wales","All","5","0","30","40","5","5","35","45"
"2015","12 point(s)","All","England","All","1050","305","780","2025","1110","320","785","2215"
"2015","12 point(s)","All","Northern Ireland","All","5","5","10","20","5","5","15","25"
"2015","12 point(s)","All","Wales","All","20","10","40","70","20","15","50","80"
"2016","12 point(s)","All","England","All","2075","1415","1315","4390","2175","1520","1330","5020"
"2016","12 point(s)","All","Northern Ireland","All","15","15","15","40","15","20","15","45"
"2016","12 point(s)","All","Wales","All","20","50","60","120","20","55","65","140"
"2017","12 point(s)","All","England","All","3655","2050","1750","6605","4240","2250","1825","8315"
"2017","12 point(s)","All","Northern Ireland","All","40","30","40","105","50","35","45","125"
"2017","12 point(s)","All","Wales","All","65","85","100","225","65","95","110","270"
"2018","12 point(s)","All","England","All","5290","2565","2355","8585","6435","2915","2410","11760"
"2018","12 point(s)","All","Northern Ireland","All","40","40","45","115","45","45","50","135"
"2018","12 point(s)","All","Wales","All","115","95","105","280","125","105","110","340"
"2019","12 point(s)","All","England","All","6165","3385","2005","9370","8130","3915","2070","14115"
"2019","12 point(s)","All","Northern Ireland","All","50","35","15","90","55","40","20","115"
"2019","12 point(s)","All","Wales","All","125","175","55","310","160","205","55","415"
"2020","12 point(s)","All","England","All","2340","6055","3755","9705","2635","7935","4395","14965"
"2020","12 point(s)","All","Northern Ireland","All","20","55","175","230","20","70","225","315"
"2020","12 point(s)","All","Wales","All","30","180","210","345","30","225","265","520"
"2021","12 point(s)","All","England","All","0","2140","465","2490","0","2500","485","2985"
"2021","12 point(s)","All","Northern Ireland","All","0","15","5","20","0","20","5","20"
"2021","12 point(s)","All","Wales","All","0","195","35","210","0","240","35","275"
"2022","12 point(s)","All","England","All","560","2925","870","4075","580","3495","900","4980"
"2022","12 point(s)","All","Northern Ireland","All","5","10","5","20","5","15","5","20"
"2022","12 point(s)","All","Wales","All","15","90","50","145","15","115","50","185"
"2023","12 point(s)","All","England","All","0","2205","670","2745","0","2535","705","3240"
"2023","12 point(s)","All","Northern Ireland","All","0","15","5","20","0","15","5","20"
"2023","12 point(s)","All","Wales","All","0","30","30","60","0","35","35","70"
"2013","13 point(s)","All","England","All","0","65","40","105","0","65","40","105"
"2013","13 point(s)","All","Wales","All","0","5","20","20","0","5","20","20"
"2014","13 point(s)","All","England","All","580","480","330","1350","600","500","350","1450"
"2014","13 point(s)","All","Northern Ireland","All","5","15","5","30","5","20","10","30"
"2014","13 point(s)","All","Wales","All","10","15","35","60","10","15","40","65"
"2015","13 point(s)","All","England","All","1660","700","1070","3180","1745","730","1085","3560"
"2015","13 point(s)","All","Northern Ireland","All","5","25","35","60","5","25","35","65"
"2015","13 point(s)","All","Wales","All","25","40","50","105","25","45","60","125"
"2016","13 point(s)","All","England","All","2815","1630","1100","5030","3120","1765","1110","5995"
"2016","13 point(s)","All","Northern Ireland","All","20","40","15","70","20","40","15","75"
"2016","13 point(s)","All","Wales","All","45","115","50","200","50","140","55","245"
"2017","13 point(s)","All","England","All","4865","2100","1730","7665","5715","2305","1800","9815"
"2017","13 point(s)","All","Northern Ireland","All","45","30","35","105","45","35","35","120"
"2017","13 point(s)","All","Wales","All","75","135","80","265","75","155","85","315"
"2018","13 point(s)","All","England","All","7265","2425","2070","9940","9275","2715","2110","14100"
"2018","13 point(s)","All","Northern Ireland","All","75","60","40","160","80","70","40","190"
"2018","13 point(s)","All","Wales","All","220","140","95","385","270","160","100","525"
"2019","13 point(s)","All","England","All","7500","3005","1915","10300","9835","3415","1960","15210"
"2019","13 point(s)","All","Northern Ireland","All","75","40","25","130","90","50","25","165"
"2019","13 point(s)","All","Wales","All","170","140","45","305","210","165","45","420"
"2020","13 point(s)","All","England","All","4070","5660","3175","10190","4655","7100","3630","15385"
"2020","13 point(s)","All","Northern Ireland","All","15","55","190","245","15","70","245","330"
"2020","13 point(s)","All","Wales","All","50","205","190","370","60","255","240","550"
"2021","13 point(s)","All","England","All","0","2095","460","2440","0","2385","480","2865"
"2021","13 point(s)","All","Northern Ireland","All","0","20","10","25","0","20","10","30"
"2021","13 point(s)","All","Wales","All","0","180","30","205","0","230","30","260"
"2022","13 point(s)","All","England","All","500","2975","875","4065","515","3550","905","4970"
"2022","13 point(s)","All","Northern Ireland","All","10","25","5","40","10","25","5","40"
"2022","13 point(s)","All","Wales","All","10","70","55","135","10","85","70","165"
"2023","13 point(s)","All","England","All","0","2220","590","2700","0","2505","625","3130"
"2023","13 point(s)","All","Northern Ireland","All","0","5","5","15","0","5","5","15"
"2023","13 point(s)","All","Wales","All","0","45","30","70","0","55","30","85"
"2013","14 point(s)","All","England","All","0","60","30","85","0","60","30","90"
"2013","14 point(s)","All","Northern Ireland","All","0","5","0","5","0","5","0","5"
"2013","14 point(s)","All","Wales","All","0","0","20","20","0","0","20","20"
"2014","14 point(s)","All","England","All","450","375","425","1225","460","390","435","1285"
"2014","14 point(s)","All","Northern Ireland","All","5","15","5","30","5","20","5","30"
"2014","14 point(s)","All","Wales","All","5","10","35","50","5","10","40","55"
"2015","14 point(s)","All","England","All","1570","500","915","2810","1650","530","935","3120"
"2015","14 point(s)","All","Northern Ireland","All","15","10","30","50","15","10","30","55"
"2015","14 point(s)","All","Wales","All","30","45","40","115","35","55","50","135"
"2016","14 point(s)","All","England","All","2305","1090","935","3985","2515","1170","955","4640"
"2016","14 point(s)","All","Northern Ireland","All","10","30","15","55","10","30","15","60"
"2016","14 point(s)","All","Wales","All","45","130","40","195","50","155","50","255"
"2017","14 point(s)","All","England","All","4015","1640","1195","6225","4640","1770","1235","7645"
"2017","14 point(s)","All","Northern Ireland","All","40","30","30","95","45","35","30","105"
"2017","14 point(s)","All","Wales","All","75","135","55","235","75","165","65","305"
"2018","14 point(s)","All","England","All","6560","1925","1475","8755","8080","2130","1515","11720"
"2018","14 point(s)","All","Northern Ireland","All","95","50","30","155","105","50","30","185"
"2018","14 point(s)","All","Wales","All","225","100","60","335","260","120","65","445"
"2019","14 point(s)","All","England","All","6995","2540","1435","9350","8855","2815","1470","13140"
"2019","14 point(s)","All","Northern Ireland","All","65","45","30","125","75","45","30","155"
"2019","14 point(s)","All","Wales","All","190","110","40","305","245","130","40","415"
"2020","14 point(s)","All","England","All","3250","4845","2375","8700","3645","5950","2695","12290"
"2020","14 point(s)","All","Northern Ireland","All","25","60","185","250","25","70","215","310"
"2020","14 point(s)","All","Wales","All","35","135","135","265","35","155","165","350"
"2021","14 point(s)","All","England","All","0","1520","305","1760","0","1755","315","2075"
"2021","14 point(s)","All","Northern Ireland","All","0","30","0","30","0","35","0","35"
"2021","14 point(s)","All","Wales","All","0","130","30","150","0","165","35","200"
"2022","14 point(s)","All","England","All","400","2630","720","3545","420","3075","750","4245"
"2022","14 point(s)","All","Northern Ireland","All","5","30","10","40","5","35","10","45"
"2022","14 point(s)","All","Wales","All","10","85","70","160","10","100","75","190"
"2023","14 point(s)","All","England","All","0","1920","595","2415","0","2155","630","2790"
"2023","14 point(s)","All","Northern Ireland","All","0","20","5","25","0","20","5","25"
"2023","14 point(s)","All","Wales","All","0","30","25","55","0","35","30","70"
"2013","15 point(s)","All","England","All","0","60","135","195","0","65","135","205"
"2013","15 point(s)","All","Wales","All","0","0","25","25","0","0","25","25"
"2014","15 point(s)","All","England","All","1285","1015","510","2680","1350","1035","510","2895"
"2014","15 point(s)","All","Northern Ireland","All","15","25","10","45","15","25","10","50"
"2014","15 point(s)","All","Wales","All","50","30","30","110","50","30","40","120"
"2015","15 point(s)","All","England","All","2475","1265","940","4325","2700","1305","955","4960"
"2015","15 point(s)","All","Northern Ireland","All","25","30","25","75","25","30","25","85"
"2015","15 point(s)","All","Wales","All","75","75","45","180","80","75","60","210"
"2016","15 point(s)","All","England","All","2755","1615","1030","4950","3025","1710","1045","5775"
"2016","15 point(s)","All","Northern Ireland","All","30","35","15","75","30","40","15","80"
"2016","15 point(s)","All","Wales","All","100","125","50","250","105","155","55","315"
"2017","15 point(s)","All","England","All","4685","1740","870","6585","5400","1890","890","8180"
"2017","15 point(s)","All","Northern Ireland","All","55","30","25","105","60","30","30","120"
"2017","15 point(s)","All","Wales","All","160","120","50","295","180","145","50","375"
"2018","15 point(s)","All","England","All","6230","1680","1065","8010","7600","1780","1070","10450"
"2018","15 point(s)","All","Northern Ireland","All","95","35","40","160","110","40","40","185"
"2018","15 point(s)","All","Wales","All","220","80","50","310","285","90","55","425"
"2019","15 point(s)","All","England","All","6960","1640","1120","8655","8750","1815","1145","11715"
"2019","15 point(s)","All","Northern Ireland","All","100","20","20","130","120","25","20","165"
"2019","15 point(s)","All","Wales","All","210","95","25","305","250","115","30","390"
"2020","15 point(s)","All","England","All","2790","3720","1535","6905","3030","4445","1650","9125"
"2020","15 point(s)","All","Northern Ireland","All","30","55","120","195","30","65","140","235"
"2020","15 point(s)","All","Wales","All","50","105","95","215","60","130","115","300"
"2021","15 point(s)","All","England","All","0","1310","255","1495","0","1480","265","1740"
"2021","15 point(s)","All","Northern Ireland","All","0","50","0","55","0","55","0","60"
"2021","15 point(s)","All","Wales","All","0","105","15","115","0","125","15","140"
"2022","15 point(s)","All","England","All","285","1935","655","2740","295","2210","670","3175"
"2022","15 point(s)","All","Northern Ireland","All","5","30","10","45","5","35","10","50"
"2022","15 point(s)","All","Wales","All","5","90","50","140","5","105","55","165"
"2023","15 point(s)","All","England","All","0","1520","490","1935","0","1695","515","2210"
"2023","15 point(s)","All","Northern Ireland","All","0","15","0","15","0","15","0","15"
"2023","15 point(s)","All","Wales","All","0","35","30","55","0","45","30","75"
"2013","16 point(s)","All","England","All","0","35","125","160","0","35","125","160"
"2013","16 point(s)","All","Wales","All","0","0","5","5","0","0","5","5"
"2014","16 point(s)","All","England","All","1175","590","240","1935","1230","605","245","2080"
"2014","16 point(s)","All","Northern Ireland","All","5","10","5","20","5","10","5","20"
"2014","16 point(s)","All","Wales","All","40","10","15","65","45","10","15","70"
"2015","16 point(s)","All","England","All","2150","720","455","3120","2330","740","465","3535"
"2015","16 point(s)","All","Northern Ireland","All","15","10","10","35","15","10","10","35"
"2015","16 point(s)","All","Wales","All","70","30","20","110","75","30","25","130"
"2016","16 point(s)","All","England","All","2430","815","525","3515","2700","835","530","4065"
"2016","16 point(s)","All","Northern Ireland","All","20","10","5","40","25","10","5","45"
"2016","16 point(s)","All","Wales","All","75","45","25","135","80","55","25","160"
"2017","16 point(s)","All","England","All","3790","740","305","4535","4335","790","305","5430"
"2017","16 point(s)","All","Northern Ireland","All","40","10","20","70","45","10","20","75"
"2017","16 point(s)","All","Wales","All","130","35","20","175","140","45","25","215"
"2018","16 point(s)","All","England","All","4115","645","375","4795","4935","685","380","6000"
"2018","16 point(s)","All","Northern Ireland","All","65","15","5","85","75","15","5","95"
"2018","16 point(s)","All","Wales","All","140","30","10","170","170","35","15","215"
"2019","16 point(s)","All","England","All","4765","545","485","5425","5865","585","490","6940"
"2019","16 point(s)","All","Northern Ireland","All","60","10","10","75","70","10","10","90"
"2019","16 point(s)","All","Wales","All","145","35","15","175","180","35","15","235"
"2020","16 point(s)","All","England","All","1590","1765","620","3515","1695","2045","670","4405"
"2020","16 point(s)","All","Northern Ireland","All","10","40","35","85","15","50","40","105"
"2020","16 point(s)","All","Wales","All","45","45","35","110","45","55","40","145"
"2021","16 point(s)","All","England","All","0","715","110","800","0","785","120","905"
"2021","16 point(s)","All","Northern Ireland","All","0","35","5","40","0","40","5","45"
"2021","16 point(s)","All","Wales","All","0","45","10","50","0","55","10","60"
"2022","16 point(s)","All","England","All","165","960","315","1380","170","1125","325","1625"
"2022","16 point(s)","All","Northern Ireland","All","0","10","5","10","0","10","5","15"
"2022","16 point(s)","All","Wales","All","5","45","30","75","5","45","30","80"
"2023","16 point(s)","All","England","All","0","845","300","1115","0","935","315","1255"
"2023","16 point(s)","All","Northern Ireland","All","0","5","5","10","0","5","5","10"
"2023","16 point(s)","All","Wales","All","0","10","20","30","0","10","30","40"
"2013","17 point(s)","All","England","All","0","15","30","45","0","15","30","50"
"2014","17 point(s)","All","England","All","775","270","110","1115","815","275","110","1200"
"2014","17 point(s)","All","Northern Ireland","All","0","5","5","10","0","5","5","10"
"2014","17 point(s)","All","Wales","All","30","5","5","40","30","5","5","40"
"2015","17 point(s)","All","England","All","1310","325","180","1730","1435","330","180","1950"
"2015","17 point(s)","All","Northern Ireland","All","10","5","5","20","10","5","5","20"
"2015","17 point(s)","All","Wales","All","35","10","5","50","40","10","5","50"
"2016","17 point(s)","All","England","All","1515","340","210","1980","1655","355","215","2225"
"2016","17 point(s)","All","Northern Ireland","All","15","5","5","20","15","5","5","25"
"2016","17 point(s)","All","Wales","All","60","10","10","85","65","10","15","90"
"2017","17 point(s)","All","England","All","2205","285","105","2485","2480","300","105","2885"
"2017","17 point(s)","All","Northern Ireland","All","20","5","10","35","20","5","15","40"
"2017","17 point(s)","All","Wales","All","75","20","5","90","80","20","5","105"
"2018","17 point(s)","All","England","All","2540","255","135","2815","2970","260","135","3360"
"2018","17 point(s)","All","Northern Ireland","All","30","10","5","45","35","10","5","55"
"2018","17 point(s)","All","Wales","All","90","10","10","105","105","10","10","125"
"2019","17 point(s)","All","England","All","2975","200","175","3205","3575","235","175","3985"
"2019","17 point(s)","All","Northern Ireland","All","30","5","0","35","35","5","0","40"
"2019","17 point(s)","All","Wales","All","95","5","5","105","120","5","5","130"
"2020","17 point(s)","All","England","All","870","865","260","1820","900","965","275","2140"
"2020","17 point(s)","All","Northern Ireland","All","5","15","10","30","5","15","10","30"
"2020","17 point(s)","All","Wales","All","20","20","10","50","25","25","15","60"
"2021","17 point(s)","All","England","All","0","435","55","475","0","470","55","525"
