"Year","FSM status","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2023","Don't know","21 - 24","Scotland","Female","Main scheme applicant","Not main scheme application","10","10"," ","0"
"2023","Don't know","21 - 24","Wales","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Not declared","21 - 24","England","Female","Main scheme applicant","Not main scheme application","50","35","0.667","0"
"2023","Not declared","21 - 24","Scotland","Female","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2023","In receipt of free school meals","25 - 29","Northern Ireland","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","In receipt of free school meals","25 - 29","England","Female","Main scheme applicant","Not main scheme application","100","70","0.707","0"
"2023","In receipt of free school meals","25 - 29","Scotland","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","In receipt of free school meals","25 - 29","Wales","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Not in receipt of free school meals","25 - 29","Northern Ireland","Female","Main scheme applicant","Not main scheme application","30","25","0.767","0"
"2023","Not in receipt of free school meals","25 - 29","England","Female","Main scheme applicant","Not main scheme application","500","315","0.629","0"
"2023","Not in receipt of free school meals","25 - 29","Scotland","Female","Main scheme applicant","Not main scheme application","80","55","0.671","0"
"2023","Not in receipt of free school meals","25 - 29","Wales","Female","Main scheme applicant","Not main scheme application","45","30","0.6980000000000001","0"
"2023","Don't know","25 - 29","England","Female","Main scheme applicant","Not main scheme application","45","30","0.721","0"
"2023","Don't know","25 - 29","Scotland","Female","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2023","Don't know","25 - 29","Wales","Female","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2023","Not declared","25 - 29","England","Female","Main scheme applicant","Not main scheme application","20","10","0.556","0"
"2023","In receipt of free school meals","30 - 34","England","Female","Main scheme applicant","Not main scheme application","55","35","0.655","0"
"2023","In receipt of free school meals","30 - 34","Wales","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Not in receipt of free school meals","30 - 34","Northern Ireland","Female","Main scheme applicant","Not main scheme application","20","20","0.8180000000000001","0"
"2023","Not in receipt of free school meals","30 - 34","England","Female","Main scheme applicant","Not main scheme application","370","225","0.607","0"
"2023","Not in receipt of free school meals","30 - 34","Scotland","Female","Main scheme applicant","Not main scheme application","50","30","0.588","0"
"2023","Not in receipt of free school meals","30 - 34","Wales","Female","Main scheme applicant","Not main scheme application","25","20","0.833","0"
"2023","Don't know","30 - 34","Northern Ireland","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Don't know","30 - 34","England","Female","Main scheme applicant","Not main scheme application","45","25","0.605","0"
"2023","Don't know","30 - 34","Scotland","Female","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2023","Not declared","30 - 34","England","Female","Main scheme applicant","Not main scheme application","15","15","0.9380000000000001","0"
"2023","In receipt of free school meals","35 and over","Northern Ireland","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","In receipt of free school meals","35 and over","England","Female","Main scheme applicant","Not main scheme application","65","50","0.727","0"
"2023","In receipt of free school meals","35 and over","Scotland","Female","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2023","Not in receipt of free school meals","35 and over","Northern Ireland","Female","Main scheme applicant","Not main scheme application","30","30","0.906","0"
"2023","Not in receipt of free school meals","35 and over","England","Female","Main scheme applicant","Not main scheme application","925","580","0.624","0"
"2023","Not in receipt of free school meals","35 and over","Scotland","Female","Main scheme applicant","Not main scheme application","85","45","0.554","0"
"2023","Not in receipt of free school meals","35 and over","Wales","Female","Main scheme applicant","Not main scheme application","45","35","0.837","0"
"2023","Don't know","35 and over","England","Female","Main scheme applicant","Not main scheme application","55","30","0.593","0"
"2023","Don't know","35 and over","Scotland","Female","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2023","Not declared","35 and over","England","Female","Main scheme applicant","Not main scheme application","50","25","0.521","0"
"2023","In receipt of free school meals","17 and under","England","Male","Main scheme applicant","Not main scheme application","15","10","0.667","0"
"2023","Not in receipt of free school meals","17 and under","England","Male","Main scheme applicant","Not main scheme application","45","30","0.638","0"
"2023","Not in receipt of free school meals","17 and under","Scotland","Male","Main scheme applicant","Not main scheme application","20","15","0.684","0"
"2023","Not declared","17 and under","England","Male","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2023","In receipt of free school meals","18","Northern Ireland","Male","Main scheme applicant","Not main scheme application","70","55","0.783","0"
"2023","In receipt of free school meals","18","England","Male","Main scheme applicant","Not main scheme application","2845","2605","0.916","0"
"2023","In receipt of free school meals","18","Scotland","Male","Main scheme applicant","Not main scheme application","40","30","0.789","0"
"2023","In receipt of free school meals","18","Wales","Male","Main scheme applicant","Not main scheme application","50","45","0.865","0"
"2023","Not in receipt of free school meals","18","Northern Ireland","Male","Main scheme applicant","Not main scheme application","260","230","0.877","0"
"2023","Not in receipt of free school meals","18","England","Male","Main scheme applicant","Not main scheme application","14140","13155","0.93","0"
"2023","Not in receipt of free school meals","18","Scotland","Male","Main scheme applicant","Not main scheme application","340","300","0.883","0"
"2023","Not in receipt of free school meals","18","Wales","Male","Main scheme applicant","Not main scheme application","380","345","0.911","0"
"2023","Don't know","18","Northern Ireland","Male","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Don't know","18","England","Male","Main scheme applicant","Not main scheme application","770","710","0.923","0"
"2023","Don't know","18","Scotland","Male","Main scheme applicant","Not main scheme application","15","10","0.786","0"
"2023","Don't know","18","Wales","Male","Main scheme applicant","Not main scheme application","15","10","0.846","0"
"2023","Not declared","18","Northern Ireland","Male","Main scheme applicant","Not main scheme application","5","5"," ","0"
