"Year","Number of applications","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2007","Other","18","Scotland","Female","Not main scheme applicant","Not main scheme application","80","80","0.975","5"
"2008","Other","18","Scotland","Female","Not main scheme applicant","Not main scheme application","255","255","0.992","10"
"2009","Other","18","Scotland","Female","Not main scheme applicant","Not main scheme application","225","220","0.969","5"
"2010","Other","18","Scotland","Female","Not main scheme applicant","Not main scheme application","225","220","0.996","5"
"2011","Other","18","Scotland","Female","Not main scheme applicant","Not main scheme application","100","100","1","0"
"2012","Other","18","Scotland","Female","Not main scheme applicant","Not main scheme application","155","155","0.994","5"
"2013","Other","18","Scotland","Female","Not main scheme applicant","Not main scheme application","195","190","0.99","5"
"2014","Other","18","Scotland","Female","Not main scheme applicant","Not main scheme application","25","25","1","0"
"2015","Other","18","Scotland","Female","Not main scheme applicant","Not main scheme application","185","185","0.984","5"
"2016","Other","18","Scotland","Female","Not main scheme applicant","Not main scheme application","190","190","0.995","5"
"2017","Other","18","Scotland","Female","Not main scheme applicant","Not main scheme application","190","190","0.995","5"
"2018","Other","18","Scotland","Female","Not main scheme applicant","Not main scheme application","190","190","0.995","10"
"2019","Other","18","Scotland","Female","Not main scheme applicant","Not main scheme application","175","170","0.966","5"
"2020","Other","18","Scotland","Female","Not main scheme applicant","Not main scheme application","235","220","0.9450000000000001","15"
"2021","Other","18","Scotland","Female","Not main scheme applicant","Not main scheme application","165","160","0.988","5"
"2022","Other","18","Scotland","Female","Not main scheme applicant","Not main scheme application","150","145","0.9410000000000001","10"
"2023","Other","18","Scotland","Female","Not main scheme applicant","Not main scheme application","215","205","0.9490000000000001","15"
"2006","Other","19","Scotland","Female","Not main scheme applicant","Not main scheme application","155","150","0.987","10"
"2007","Other","19","Scotland","Female","Not main scheme applicant","Not main scheme application","145","145","0.993","20"
"2008","Other","19","Scotland","Female","Not main scheme applicant","Not main scheme application","240","235","0.971","15"
"2009","Other","19","Scotland","Female","Not main scheme applicant","Not main scheme application","280","275","0.979","15"
"2010","Other","19","Scotland","Female","Not main scheme applicant","Not main scheme application","225","220","0.987","20"
"2011","Other","19","Scotland","Female","Not main scheme applicant","Not main scheme application","95","95","0.979","15"
"2012","Other","19","Scotland","Female","Not main scheme applicant","Not main scheme application","160","160","0.994","15"
"2013","Other","19","Scotland","Female","Not main scheme applicant","Not main scheme application","155","150","0.981","10"
"2014","Other","19","Scotland","Female","Not main scheme applicant","Not main scheme application","40","35","0.974","10"
"2015","Other","19","Scotland","Female","Not main scheme applicant","Not main scheme application","170","165","0.971","5"
"2016","Other","19","Scotland","Female","Not main scheme applicant","Not main scheme application","165","160","0.9580000000000001","10"
"2017","Other","19","Scotland","Female","Not main scheme applicant","Not main scheme application","190","185","0.979","15"
"2018","Other","19","Scotland","Female","Not main scheme applicant","Not main scheme application","200","190","0.9490000000000001","10"
"2019","Other","19","Scotland","Female","Not main scheme applicant","Not main scheme application","160","155","0.962","15"
"2020","Other","19","Scotland","Female","Not main scheme applicant","Not main scheme application","190","185","0.984","20"
"2021","Other","19","Scotland","Female","Not main scheme applicant","Not main scheme application","130","125","0.9390000000000001","10"
"2022","Other","19","Scotland","Female","Not main scheme applicant","Not main scheme application","180","160","0.89","20"
"2023","Other","19","Scotland","Female","Not main scheme applicant","Not main scheme application","230","210","0.914","25"
"2006","Other","20","Scotland","Female","Not main scheme applicant","Not main scheme application","115","110","0.974","15"
"2007","Other","20","Scotland","Female","Not main scheme applicant","Not main scheme application","140","135","0.978","10"
"2008","Other","20","Scotland","Female","Not main scheme applicant","Not main scheme application","190","190","0.995","20"
"2009","Other","20","Scotland","Female","Not main scheme applicant","Not main scheme application","190","190","0.99","20"
"2010","Other","20","Scotland","Female","Not main scheme applicant","Not main scheme application","140","140","1","20"
"2011","Other","20","Scotland","Female","Not main scheme applicant","Not main scheme application","60","60","0.983","10"
"2012","Other","20","Scotland","Female","Not main scheme applicant","Not main scheme application","105","105","0.991","15"
"2013","Other","20","Scotland","Female","Not main scheme applicant","Not main scheme application","120","120","0.992","10"
"2014","Other","20","Scotland","Female","Not main scheme applicant","Not main scheme application","20","20","0.9","5"
"2015","Other","20","Scotland","Female","Not main scheme applicant","Not main scheme application","110","105","0.964","5"
"2016","Other","20","Scotland","Female","Not main scheme applicant","Not main scheme application","110","105","0.9550000000000001","10"
"2017","Other","20","Scotland","Female","Not main scheme applicant","Not main scheme application","135","130","0.962","15"
"2018","Other","20","Scotland","Female","Not main scheme applicant","Not main scheme application","115","115","0.974","10"
"2019","Other","20","Scotland","Female","Not main scheme applicant","Not main scheme application","130","125","0.9540000000000001","15"
"2020","Other","20","Scotland","Female","Not main scheme applicant","Not main scheme application","160","150","0.937","15"
"2021","Other","20","Scotland","Female","Not main scheme applicant","Not main scheme application","95","90","0.9480000000000001","10"
"2022","Other","20","Scotland","Female","Not main scheme applicant","Not main scheme application","120","105","0.877","20"
"2023","Other","20","Scotland","Female","Not main scheme applicant","Not main scheme application","170","155","0.918","20"
"2006","Other","21 - 24","Scotland","Female","Not main scheme applicant","Not main scheme application","270","260","0.963","30"
"2007","Other","21 - 24","Scotland","Female","Not main scheme applicant","Not main scheme application","285","280","0.976","45"
"2008","Other","21 - 24","Scotland","Female","Not main scheme applicant","Not main scheme application","430","425","0.988","45"
"2009","Other","21 - 24","Scotland","Female","Not main scheme applicant","Not main scheme application","385","370","0.964","35"
"2010","Other","21 - 24","Scotland","Female","Not main scheme applicant","Not main scheme application","340","340","0.997","40"
"2011","Other","21 - 24","Scotland","Female","Not main scheme applicant","Not main scheme application","695","685","0.984","35"
"2012","Other","21 - 24","Scotland","Female","Not main scheme applicant","Not main scheme application","260","255","0.981","30"
"2013","Other","21 - 24","Scotland","Female","Not main scheme applicant","Not main scheme application","345","335","0.977","45"
