"Year","NPD ethnic group","Tariff group of provider","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Accepted applicants","Population estimate","Entry rate"
"2021","White","Higher tariff","18","England","Female","All","Main scheme application","25700","201190","0.128"
"2022","Any Other Ethnic Group","Higher tariff","18","England","Female","All","Main scheme application","610","5000","0.121"
"2022","Asian","Higher tariff","18","England","Female","All","Main scheme application","3900","29790","0.131"
"2022","Black","Higher tariff","18","England","Female","All","Main scheme application","1810","16490","0.11"
"2022","Chinese","Higher tariff","18","England","Female","All","Main scheme application","330","990","0.333"
"2022","Mixed","Higher tariff","18","England","Female","All","Main scheme application","1960","14770","0.132"
"2022","White","Higher tariff","18","England","Female","All","Main scheme application","21480","205180","0.105"
"2023","Any Other Ethnic Group","Higher tariff","18","England","Female","All","Main scheme application","590","5600","0.105"
"2023","Asian","Higher tariff","18","England","Female","All","Main scheme application","3840","31720","0.121"
"2023","Black","Higher tariff","18","England","Female","All","Main scheme application","1760","17790","0.099"
"2023","Chinese","Higher tariff","18","England","Female","All","Main scheme application","330","1090","0.3"
"2023","Mixed","Higher tariff","18","England","Female","All","Main scheme application","1900","16140","0.11800000000000001"
"2023","White","Higher tariff","18","England","Female","All","Main scheme application","20630","210110","0.098"
"2006","Any Other Ethnic Group","Medium tariff","18","England","Female","All","Main scheme application","170","2120","0.081"
"2006","Asian","Medium tariff","18","England","Female","All","Main scheme application","1560","17810","0.08700000000000001"
"2006","Black","Medium tariff","18","England","Female","All","Main scheme application","690","10080","0.069"
"2006","Chinese","Medium tariff","18","England","Female","All","Main scheme application","130","1040","0.121"
"2006","Mixed","Medium tariff","18","England","Female","All","Main scheme application","410","5880","0.069"
"2006","White","Medium tariff","18","England","Female","All","Main scheme application","17010","243840","0.07"
"2007","Any Other Ethnic Group","Medium tariff","18","England","Female","All","Main scheme application","160","2340","0.07"
"2007","Asian","Medium tariff","18","England","Female","All","Main scheme application","1570","17150","0.092"
"2007","Black","Medium tariff","18","England","Female","All","Main scheme application","770","10510","0.073"
"2007","Chinese","Medium tariff","18","England","Female","All","Main scheme application","150","1130","0.132"
"2007","Mixed","Medium tariff","18","England","Female","All","Main scheme application","480","6240","0.077"
"2007","White","Medium tariff","18","England","Female","All","Main scheme application","17390","240530","0.07200000000000001"
"2008","Any Other Ethnic Group","Medium tariff","18","England","Female","All","Main scheme application","200","2320","0.08700000000000001"
"2008","Asian","Medium tariff","18","England","Female","All","Main scheme application","1710","18020","0.095"
"2008","Black","Medium tariff","18","England","Female","All","Main scheme application","930","10920","0.085"
"2008","Chinese","Medium tariff","18","England","Female","All","Main scheme application","130","1070","0.124"
"2008","Mixed","Medium tariff","18","England","Female","All","Main scheme application","520","6850","0.076"
"2008","White","Medium tariff","18","England","Female","All","Main scheme application","19500","245160","0.08"
"2009","Any Other Ethnic Group","Medium tariff","18","England","Female","All","Main scheme application","200","2450","0.081"
"2009","Asian","Medium tariff","18","England","Female","All","Main scheme application","1690","18590","0.091"
"2009","Black","Medium tariff","18","England","Female","All","Main scheme application","970","11160","0.08700000000000001"
"2009","Chinese","Medium tariff","18","England","Female","All","Main scheme application","140","1070","0.132"
"2009","Mixed","Medium tariff","18","England","Female","All","Main scheme application","560","7490","0.075"
"2009","White","Medium tariff","18","England","Female","All","Main scheme application","20010","248720","0.08"
"2010","Any Other Ethnic Group","Medium tariff","18","England","Female","All","Main scheme application","200","2620","0.076"
"2010","Asian","Medium tariff","18","England","Female","All","Main scheme application","1620","19350","0.084"
"2010","Black","Medium tariff","18","England","Female","All","Main scheme application","910","11500","0.079"
"2010","Chinese","Medium tariff","18","England","Female","All","Main scheme application","160","1110","0.139"
"2010","Mixed","Medium tariff","18","England","Female","All","Main scheme application","590","8100","0.073"
"2010","White","Medium tariff","18","England","Female","All","Main scheme application","19780","246260","0.08"
"2011","Any Other Ethnic Group","Medium tariff","18","England","Female","All","Main scheme application","190","2760","0.067"
"2011","Asian","Medium tariff","18","England","Female","All","Main scheme application","1580","19930","0.079"
"2011","Black","Medium tariff","18","England","Female","All","Main scheme application","960","11960","0.08"
"2011","Chinese","Medium tariff","18","England","Female","All","Main scheme application","150","1040","0.14"
"2011","Mixed","Medium tariff","18","England","Female","All","Main scheme application","670","8500","0.079"
"2011","White","Medium tariff","18","England","Female","All","Main scheme application","19400","236310","0.082"
"2012","Any Other Ethnic Group","Medium tariff","18","England","Female","All","Main scheme application","210","3040","0.069"
"2012","Asian","Medium tariff","18","England","Female","All","Main scheme application","1470","20280","0.07200000000000001"
"2012","Black","Medium tariff","18","England","Female","All","Main scheme application","1000","12230","0.081"
"2012","Chinese","Medium tariff","18","England","Female","All","Main scheme application","150","1050","0.14"
"2012","Mixed","Medium tariff","18","England","Female","All","Main scheme application","730","9050","0.081"
"2012","White","Medium tariff","18","England","Female","All","Main scheme application","18750","234860","0.08"
"2013","Any Other Ethnic Group","Medium tariff","18","England","Female","All","Main scheme application","260","3080","0.08600000000000001"
"2013","Asian","Medium tariff","18","England","Female","All","Main scheme application","1760","20640","0.085"
"2013","Black","Medium tariff","18","England","Female","All","Main scheme application","1200","12910","0.093"
"2013","Chinese","Medium tariff","18","England","Female","All","Main scheme application","130","1080","0.124"
"2013","Mixed","Medium tariff","18","England","Female","All","Main scheme application","760","9440","0.081"
"2013","White","Medium tariff","18","England","Female","All","Main scheme application","19470","228580","0.085"
"2014","Any Other Ethnic Group","Medium tariff","18","England","Female","All","Main scheme application","290","3300","0.088"
"2014","Asian","Medium tariff","18","England","Female","All","Main scheme application","1870","21420","0.08700000000000001"
"2014","Black","Medium tariff","18","England","Female","All","Main scheme application","1290","13040","0.099"
"2014","Chinese","Medium tariff","18","England","Female","All","Main scheme application","170","1150","0.146"
"2014","Mixed","Medium tariff","18","England","Female","All","Main scheme application","920","10060","0.091"
"2014","White","Medium tariff","18","England","Female","All","Main scheme application","19730","223500","0.088"
"2015","Any Other Ethnic Group","Medium tariff","18","England","Female","All","Main scheme application","350","3380","0.10200000000000001"
"2015","Asian","Medium tariff","18","England","Female","All","Main scheme application","2260","22730","0.1"
"2015","Black","Medium tariff","18","England","Female","All","Main scheme application","1490","13770","0.108"
"2015","Chinese","Medium tariff","18","England","Female","All","Main scheme application","180","1080","0.168"
"2015","Mixed","Medium tariff","18","England","Female","All","Main scheme application","1060","10900","0.097"
"2015","White","Medium tariff","18","England","Female","All","Main scheme application","21070","226450","0.093"
"2016","Any Other Ethnic Group","Medium tariff","18","England","Female","All","Main scheme application","350","3520","0.099"
"2016","Asian","Medium tariff","18","England","Female","All","Main scheme application","2530","23140","0.109"
"2016","Black","Medium tariff","18","England","Female","All","Main scheme application","1500","13650","0.11"
"2016","Chinese","Medium tariff","18","England","Female","All","Main scheme application","170","1030","0.165"
"2016","Mixed","Medium tariff","18","England","Female","All","Main scheme application","1110","11220","0.099"
"2016","White","Medium tariff","18","England","Female","All","Main scheme application","21760","220380","0.099"
"2017","Any Other Ethnic Group","Medium tariff","18","England","Female","All","Main scheme application","400","3600","0.112"
"2017","Asian","Medium tariff","18","England","Female","All","Main scheme application","2710","23730","0.114"
"2017","Black","Medium tariff","18","England","Female","All","Main scheme application","1730","13650","0.127"
"2017","Chinese","Medium tariff","18","England","Female","All","Main scheme application","160","960","0.163"
"2017","Mixed","Medium tariff","18","England","Female","All","Main scheme application","1220","11380","0.107"
"2017","White","Medium tariff","18","England","Female","All","Main scheme application","22170","216430","0.10200000000000001"
"2018","Any Other Ethnic Group","Medium tariff","18","England","Female","All","Main scheme application","440","3850","0.113"
"2018","Asian","Medium tariff","18","England","Female","All","Main scheme application","2960","24550","0.12"
"2018","Black","Medium tariff","18","England","Female","All","Main scheme application","1750","13990","0.125"
"2018","Chinese","Medium tariff","18","England","Female","All","Main scheme application","160","950","0.169"
"2018","Mixed","Medium tariff","18","England","Female","All","Main scheme application","1200","11450","0.10400000000000001"
"2018","White","Medium tariff","18","England","Female","All","Main scheme application","21600","209250","0.10300000000000001"
"2019","Any Other Ethnic Group","Medium tariff","18","England","Female","All","Main scheme application","500","3900","0.127"
"2019","Asian","Medium tariff","18","England","Female","All","Main scheme application","3260","25570","0.128"
"2019","Black","Medium tariff","18","England","Female","All","Main scheme application","1910","13990","0.136"
"2019","Chinese","Medium tariff","18","England","Female","All","Main scheme application","150","930","0.157"
"2019","Mixed","Medium tariff","18","England","Female","All","Main scheme application","1280","11900","0.108"
"2019","White","Medium tariff","18","England","Female","All","Main scheme application","21390","201350","0.106"
"2020","Any Other Ethnic Group","Medium tariff","18","England","Female","All","Main scheme application","570","4060","0.14"
"2020","Asian","Medium tariff","18","England","Female","All","Main scheme application","3660","27050","0.135"
"2020","Black","Medium tariff","18","England","Female","All","Main scheme application","1970","14610","0.135"
"2020","Chinese","Medium tariff","18","England","Female","All","Main scheme application","150","940","0.162"
"2020","Mixed","Medium tariff","18","England","Female","All","Main scheme application","1420","12350","0.115"
"2020","White","Medium tariff","18","England","Female","All","Main scheme application","21400","196050","0.109"
"2021","Any Other Ethnic Group","Medium tariff","18","England","Female","All","Main scheme application","720","4560","0.158"
"2021","Asian","Medium tariff","18","England","Female","All","Main scheme application","4270","27980","0.152"
"2021","Black","Medium tariff","18","England","Female","All","Main scheme application","2370","15620","0.152"
"2021","Chinese","Medium tariff","18","England","Female","All","Main scheme application","160","980","0.163"
"2021","Mixed","Medium tariff","18","England","Female","All","Main scheme application","1680","13640","0.123"
"2021","White","Medium tariff","18","England","Female","All","Main scheme application","23010","201190","0.114"
"2022","Any Other Ethnic Group","Medium tariff","18","England","Female","All","Main scheme application","720","5000","0.145"
"2022","Asian","Medium tariff","18","England","Female","All","Main scheme application","4150","29790","0.139"
"2022","Black","Medium tariff","18","England","Female","All","Main scheme application","2280","16490","0.138"
"2022","Chinese","Medium tariff","18","England","Female","All","Main scheme application","190","990","0.188"
"2022","Mixed","Medium tariff","18","England","Female","All","Main scheme application","1660","14770","0.112"
"2022","White","Medium tariff","18","England","Female","All","Main scheme application","23160","205180","0.113"
"2023","Any Other Ethnic Group","Medium tariff","18","England","Female","All","Main scheme application","680","5600","0.122"
"2023","Asian","Medium tariff","18","England","Female","All","Main scheme application","3800","31720","0.12"
"2023","Black","Medium tariff","18","England","Female","All","Main scheme application","2240","17790","0.126"
"2023","Chinese","Medium tariff","18","England","Female","All","Main scheme application","170","1090","0.159"
"2023","Mixed","Medium tariff","18","England","Female","All","Main scheme application","1670","16140","0.10400000000000001"
"2023","White","Medium tariff","18","England","Female","All","Main scheme application","21770","210110","0.10400000000000001"
"2006","Any Other Ethnic Group","Lower tariff","18","England","Male","All","Main scheme application","150","2360","0.064"
"2006","Asian","Lower tariff","18","England","Male","All","Main scheme application","1970","18620","0.106"
"2006","Black","Lower tariff","18","England","Male","All","Main scheme application","670","9750","0.069"
"2006","Chinese","Lower tariff","18","England","Male","All","Main scheme application","140","1110","0.125"
"2006","Mixed","Lower tariff","18","England","Male","All","Main scheme application","350","5570","0.062"
"2006","White","Lower tariff","18","England","Male","All","Main scheme application","14840","249980","0.059000000000000004"
"2007","Any Other Ethnic Group","Lower tariff","18","England","Male","All","Main scheme application","190","2650","0.07100000000000001"
"2007","Asian","Lower tariff","18","England","Male","All","Main scheme application","1720","18260","0.094"
"2007","Black","Lower tariff","18","England","Male","All","Main scheme application","690","9980","0.069"
"2007","Chinese","Lower tariff","18","England","Male","All","Main scheme application","120","1170","0.101"
"2007","Mixed","Lower tariff","18","England","Male","All","Main scheme application","350","5900","0.059000000000000004"
"2007","White","Lower tariff","18","England","Male","All","Main scheme application","14330","247280","0.058"
"2008","Any Other Ethnic Group","Lower tariff","18","England","Male","All","Main scheme application","160","2620","0.061"
"2008","Asian","Lower tariff","18","England","Male","All","Main scheme application","1980","19380","0.10200000000000001"
"2008","Black","Lower tariff","18","England","Male","All","Main scheme application","770","10760","0.07100000000000001"
"2008","Chinese","Lower tariff","18","England","Male","All","Main scheme application","120","1120","0.108"
"2008","Mixed","Lower tariff","18","England","Male","All","Main scheme application","420","6520","0.065"
"2008","White","Lower tariff","18","England","Male","All","Main scheme application","14870","253610","0.059000000000000004"
"2009","Any Other Ethnic Group","Lower tariff","18","England","Male","All","Main scheme application","210","2820","0.073"
"2009","Asian","Lower tariff","18","England","Male","All","Main scheme application","2090","19610","0.107"
"2009","Black","Lower tariff","18","England","Male","All","Main scheme application","900","10960","0.082"
"2009","Chinese","Lower tariff","18","England","Male","All","Main scheme application","110","1060","0.105"
"2009","Mixed","Lower tariff","18","England","Male","All","Main scheme application","500","7300","0.069"
"2009","White","Lower tariff","18","England","Male","All","Main scheme application","16770","256480","0.065"
"2010","Any Other Ethnic Group","Lower tariff","18","England","Male","All","Main scheme application","220","3020","0.07100000000000001"
"2010","Asian","Lower tariff","18","England","Male","All","Main scheme application","2210","20870","0.106"
"2010","Black","Lower tariff","18","England","Male","All","Main scheme application","990","11070","0.089"
"2010","Chinese","Lower tariff","18","England","Male","All","Main scheme application","120","1130","0.109"
"2010","Mixed","Lower tariff","18","England","Male","All","Main scheme application","580","8110","0.07200000000000001"
"2010","White","Lower tariff","18","England","Male","All","Main scheme application","17610","256120","0.069"
"2011","Any Other Ethnic Group","Lower tariff","18","England","Male","All","Main scheme application","290","3190","0.09"
"2011","Asian","Lower tariff","18","England","Male","All","Main scheme application","2480","21130","0.117"
"2011","Black","Lower tariff","18","England","Male","All","Main scheme application","1240","11590","0.107"
"2011","Chinese","Lower tariff","18","England","Male","All","Main scheme application","130","1120","0.112"
"2011","Mixed","Lower tariff","18","England","Male","All","Main scheme application","720","8460","0.085"
"2011","White","Lower tariff","18","England","Male","All","Main scheme application","18780","245660","0.076"
"2012","Any Other Ethnic Group","Lower tariff","18","England","Male","All","Main scheme application","290","3470","0.082"
"2012","Asian","Lower tariff","18","England","Male","All","Main scheme application","2370","21940","0.108"
"2012","Black","Lower tariff","18","England","Male","All","Main scheme application","1130","11970","0.095"
"2012","Chinese","Lower tariff","18","England","Male","All","Main scheme application","130","1060","0.124"
"2012","Mixed","Lower tariff","18","England","Male","All","Main scheme application","650","9180","0.07100000000000001"
"2012","White","Lower tariff","18","England","Male","All","Main scheme application","16150","244360","0.066"
"2013","Any Other Ethnic Group","Lower tariff","18","England","Male","All","Main scheme application","320","3620","0.088"
"2013","Asian","Lower tariff","18","England","Male","All","Main scheme application","2720","22440","0.121"
"2013","Black","Lower tariff","18","England","Male","All","Main scheme application","1450","12650","0.115"
"2013","Chinese","Lower tariff","18","England","Male","All","Main scheme application","130","1100","0.121"
"2013","Mixed","Lower tariff","18","England","Male","All","Main scheme application","730","9540","0.077"
"2013","White","Lower tariff","18","England","Male","All","Main scheme application","16730","237680","0.07"
"2014","Any Other Ethnic Group","Lower tariff","18","England","Male","All","Main scheme application","340","3600","0.094"
"2014","Asian","Lower tariff","18","England","Male","All","Main scheme application","2890","23100","0.125"
"2014","Black","Lower tariff","18","England","Male","All","Main scheme application","1440","13150","0.11"
"2014","Chinese","Lower tariff","18","England","Male","All","Main scheme application","90","1080","0.08"
"2014","Mixed","Lower tariff","18","England","Male","All","Main scheme application","820","10240","0.08"
"2014","White","Lower tariff","18","England","Male","All","Main scheme application","17450","233620","0.075"
"2015","Any Other Ethnic Group","Lower tariff","18","England","Male","All","Main scheme application","390","3770","0.10300000000000001"
"2015","Asian","Lower tariff","18","England","Male","All","Main scheme application","3070","23910","0.128"
"2015","Black","Lower tariff","18","England","Male","All","Main scheme application","1570","13720","0.115"
"2015","Chinese","Lower tariff","18","England","Male","All","Main scheme application","130","1100","0.11900000000000001"
"2015","Mixed","Lower tariff","18","England","Male","All","Main scheme application","910","10890","0.084"
"2015","White","Lower tariff","18","England","Male","All","Main scheme application","17620","235800","0.075"
"2016","Any Other Ethnic Group","Lower tariff","18","England","Male","All","Main scheme application","380","3930","0.097"
"2016","Asian","Lower tariff","18","England","Male","All","Main scheme application","3190","24920","0.128"
"2016","Black","Lower tariff","18","England","Male","All","Main scheme application","1500","13580","0.111"
"2016","Chinese","Lower tariff","18","England","Male","All","Main scheme application","90","1010","0.08600000000000001"
"2016","Mixed","Lower tariff","18","England","Male","All","Main scheme application","890","11210","0.079"
"2016","White","Lower tariff","18","England","Male","All","Main scheme application","16940","230930","0.073"
"2017","Any Other Ethnic Group","Lower tariff","18","England","Male","All","Main scheme application","360","4130","0.088"
"2017","Asian","Lower tariff","18","England","Male","All","Main scheme application","3030","25660","0.11800000000000001"
"2017","Black","Lower tariff","18","England","Male","All","Main scheme application","1470","13760","0.107"
"2017","Chinese","Lower tariff","18","England","Male","All","Main scheme application","100","1000","0.101"
"2017","Mixed","Lower tariff","18","England","Male","All","Main scheme application","880","11530","0.077"
"2017","White","Lower tariff","18","England","Male","All","Main scheme application","16040","226910","0.07100000000000001"
"2018","Any Other Ethnic Group","Lower tariff","18","England","Male","All","Main scheme application","390","4270","0.092"
"2018","Asian","Lower tariff","18","England","Male","All","Main scheme application","3250","26580","0.122"
"2018","Black","Lower tariff","18","England","Male","All","Main scheme application","1590","14130","0.113"
"2018","Chinese","Lower tariff","18","England","Male","All","Main scheme application","100","970","0.1"
"2018","Mixed","Lower tariff","18","England","Male","All","Main scheme application","920","11810","0.078"
"2018","White","Lower tariff","18","England","Male","All","Main scheme application","15290","218750","0.07"
"2019","Any Other Ethnic Group","Lower tariff","18","England","Male","All","Main scheme application","440","4430","0.099"
"2019","Asian","Lower tariff","18","England","Male","All","Main scheme application","3530","27170","0.13"
"2019","Black","Lower tariff","18","England","Male","All","Main scheme application","1690","14140","0.11900000000000001"
"2019","Chinese","Lower tariff","18","England","Male","All","Main scheme application","100","1020","0.096"
"2019","Mixed","Lower tariff","18","England","Male","All","Main scheme application","920","12060","0.077"
"2019","White","Lower tariff","18","England","Male","All","Main scheme application","14450","210080","0.069"
"2020","Any Other Ethnic Group","Lower tariff","18","England","Male","All","Main scheme application","480","4430","0.109"
"2020","Asian","Lower tariff","18","England","Male","All","Main scheme application","3870","28670","0.135"
"2020","Black","Lower tariff","18","England","Male","All","Main scheme application","1760","14600","0.12"
"2020","Chinese","Lower tariff","18","England","Male","All","Main scheme application","90","860","0.105"
"2020","Mixed","Lower tariff","18","England","Male","All","Main scheme application","1080","12770","0.085"
"2020","White","Lower tariff","18","England","Male","All","Main scheme application","14670","206440","0.07100000000000001"
"2021","Any Other Ethnic Group","Lower tariff","18","England","Male","All","Main scheme application","510","4950","0.10400000000000001"
"2021","Asian","Lower tariff","18","England","Male","All","Main scheme application","4020","30160","0.133"
"2021","Black","Lower tariff","18","England","Male","All","Main scheme application","1950","15780","0.123"
"2021","Chinese","Lower tariff","18","England","Male","All","Main scheme application","100","980","0.099"
"2021","Mixed","Lower tariff","18","England","Male","All","Main scheme application","1210","13920","0.08700000000000001"
"2021","White","Lower tariff","18","England","Male","All","Main scheme application","15540","211220","0.074"
"2022","Any Other Ethnic Group","Lower tariff","18","England","Male","All","Main scheme application","620","5420","0.114"
"2022","Asian","Lower tariff","18","England","Male","All","Main scheme application","4190","31130","0.135"
"2022","Black","Lower tariff","18","England","Male","All","Main scheme application","2320","16630","0.139"
"2022","Chinese","Lower tariff","18","England","Male","All","Main scheme application","90","940","0.091"
"2022","Mixed","Lower tariff","18","England","Male","All","Main scheme application","1390","15150","0.092"
"2022","White","Lower tariff","18","England","Male","All","Main scheme application","16270","215900","0.075"
"2023","Any Other Ethnic Group","Lower tariff","18","England","Male","All","Main scheme application","570","6040","0.094"
"2023","Asian","Lower tariff","18","England","Male","All","Main scheme application","3800","33660","0.113"
"2023","Black","Lower tariff","18","England","Male","All","Main scheme application","2220","17900","0.124"
"2023","Chinese","Lower tariff","18","England","Male","All","Main scheme application","90","1050","0.088"
"2023","Mixed","Lower tariff","18","England","Male","All","Main scheme application","1330","16470","0.081"
"2023","White","Lower tariff","18","England","Male","All","Main scheme application","14500","219550","0.066"
"2006","Any Other Ethnic Group","Higher tariff","18","England","Male","All","Main scheme application","140","2360","0.061"
"2006","Asian","Higher tariff","18","England","Male","All","Main scheme application","1080","18620","0.058"
"2006","Black","Higher tariff","18","England","Male","All","Main scheme application","190","9750","0.019"
"2006","Chinese","Higher tariff","18","England","Male","All","Main scheme application","230","1110","0.20500000000000002"
"2006","Mixed","Higher tariff","18","England","Male","All","Main scheme application","330","5570","0.06"
"2006","White","Higher tariff","18","England","Male","All","Main scheme application","14810","249980","0.059000000000000004"
"2007","Any Other Ethnic Group","Higher tariff","18","England","Male","All","Main scheme application","170","2650","0.066"
"2007","Asian","Higher tariff","18","England","Male","All","Main scheme application","1120","18260","0.061"
"2007","Black","Higher tariff","18","England","Male","All","Main scheme application","210","9980","0.021"
"2007","Chinese","Higher tariff","18","England","Male","All","Main scheme application","250","1170","0.213"
"2007","Mixed","Higher tariff","18","England","Male","All","Main scheme application","340","5900","0.058"
"2007","White","Higher tariff","18","England","Male","All","Main scheme application","14820","247280","0.06"
"2008","Any Other Ethnic Group","Higher tariff","18","England","Male","All","Main scheme application","150","2620","0.058"
"2008","Asian","Higher tariff","18","England","Male","All","Main scheme application","1230","19380","0.064"
"2008","Black","Higher tariff","18","England","Male","All","Main scheme application","240","10760","0.022"
"2008","Chinese","Higher tariff","18","England","Male","All","Main scheme application","210","1120","0.187"
"2008","Mixed","Higher tariff","18","England","Male","All","Main scheme application","400","6520","0.061"
"2008","White","Higher tariff","18","England","Male","All","Main scheme application","15360","253610","0.061"
"2009","Any Other Ethnic Group","Higher tariff","18","England","Male","All","Main scheme application","170","2820","0.058"
"2009","Asian","Higher tariff","18","England","Male","All","Main scheme application","1170","19610","0.06"
"2009","Black","Higher tariff","18","England","Male","All","Main scheme application","240","10960","0.022"
"2009","Chinese","Higher tariff","18","England","Male","All","Main scheme application","200","1060","0.188"
"2009","Mixed","Higher tariff","18","England","Male","All","Main scheme application","390","7300","0.054"
"2009","White","Higher tariff","18","England","Male","All","Main scheme application","14890","256480","0.058"
"2010","Any Other Ethnic Group","Higher tariff","18","England","Male","All","Main scheme application","150","3020","0.051000000000000004"
"2010","Asian","Higher tariff","18","England","Male","All","Main scheme application","1290","20870","0.062"
"2010","Black","Higher tariff","18","England","Male","All","Main scheme application","250","11070","0.022"
"2010","Chinese","Higher tariff","18","England","Male","All","Main scheme application","220","1130","0.197"
"2010","Mixed","Higher tariff","18","England","Male","All","Main scheme application","430","8110","0.053"
"2010","White","Higher tariff","18","England","Male","All","Main scheme application","14670","256120","0.057"
"2011","Any Other Ethnic Group","Higher tariff","18","England","Male","All","Main scheme application","150","3190","0.047"
"2011","Asian","Higher tariff","18","England","Male","All","Main scheme application","1200","21130","0.057"
"2011","Black","Higher tariff","18","England","Male","All","Main scheme application","270","11590","0.023"
"2011","Chinese","Higher tariff","18","England","Male","All","Main scheme application","250","1120","0.226"
"2011","Mixed","Higher tariff","18","England","Male","All","Main scheme application","540","8460","0.064"
"2011","White","Higher tariff","18","England","Male","All","Main scheme application","13960","245660","0.057"
"2012","Any Other Ethnic Group","Higher tariff","18","England","Male","All","Main scheme application","200","3470","0.057"
"2012","Asian","Higher tariff","18","England","Male","All","Main scheme application","1350","21940","0.061"
"2012","Black","Higher tariff","18","England","Male","All","Main scheme application","280","11970","0.023"
"2012","Chinese","Higher tariff","18","England","Male","All","Main scheme application","220","1060","0.212"
"2012","Mixed","Higher tariff","18","England","Male","All","Main scheme application","590","9180","0.065"
"2012","White","Higher tariff","18","England","Male","All","Main scheme application","14480","244360","0.059000000000000004"
"2013","Any Other Ethnic Group","Higher tariff","18","England","Male","All","Main scheme application","240","3620","0.067"
"2013","Asian","Higher tariff","18","England","Male","All","Main scheme application","1580","22440","0.07"
"2013","Black","Higher tariff","18","England","Male","All","Main scheme application","410","12650","0.033"
"2013","Chinese","Higher tariff","18","England","Male","All","Main scheme application","260","1100","0.23600000000000002"
"2013","Mixed","Higher tariff","18","England","Male","All","Main scheme application","700","9540","0.073"
"2013","White","Higher tariff","18","England","Male","All","Main scheme application","15350","237680","0.065"
"2014","Any Other Ethnic Group","Higher tariff","18","England","Male","All","Main scheme application","230","3600","0.065"
"2014","Asian","Higher tariff","18","England","Male","All","Main scheme application","1590","23100","0.069"
"2014","Black","Higher tariff","18","England","Male","All","Main scheme application","440","13150","0.033"
"2014","Chinese","Higher tariff","18","England","Male","All","Main scheme application","250","1080","0.23500000000000001"
"2014","Mixed","Higher tariff","18","England","Male","All","Main scheme application","710","10240","0.069"
"2014","White","Higher tariff","18","England","Male","All","Main scheme application","15190","233620","0.065"
"2015","Any Other Ethnic Group","Higher tariff","18","England","Male","All","Main scheme application","260","3770","0.068"
"2015","Asian","Higher tariff","18","England","Male","All","Main scheme application","1810","23910","0.076"
"2015","Black","Higher tariff","18","England","Male","All","Main scheme application","510","13720","0.037"
"2015","Chinese","Higher tariff","18","England","Male","All","Main scheme application","280","1100","0.252"
"2015","Mixed","Higher tariff","18","England","Male","All","Main scheme application","750","10890","0.069"
"2015","White","Higher tariff","18","England","Male","All","Main scheme application","15630","235800","0.066"
"2016","Any Other Ethnic Group","Higher tariff","18","England","Male","All","Main scheme application","260","3930","0.065"
"2016","Asian","Higher tariff","18","England","Male","All","Main scheme application","1850","24920","0.074"
"2016","Black","Higher tariff","18","England","Male","All","Main scheme application","530","13580","0.039"
"2016","Chinese","Higher tariff","18","England","Male","All","Main scheme application","250","1010","0.247"
"2016","Mixed","Higher tariff","18","England","Male","All","Main scheme application","870","11210","0.078"
"2016","White","Higher tariff","18","England","Male","All","Main scheme application","15520","230930","0.067"
"2017","Any Other Ethnic Group","Higher tariff","18","England","Male","All","Main scheme application","300","4130","0.073"
"2017","Asian","Higher tariff","18","England","Male","All","Main scheme application","2130","25660","0.083"
"2017","Black","Higher tariff","18","England","Male","All","Main scheme application","570","13760","0.041"
"2017","Chinese","Higher tariff","18","England","Male","All","Main scheme application","260","1000","0.262"
"2017","Mixed","Higher tariff","18","England","Male","All","Main scheme application","950","11530","0.082"
"2017","White","Higher tariff","18","England","Male","All","Main scheme application","15870","226910","0.07"
"2018","Any Other Ethnic Group","Higher tariff","18","England","Male","All","Main scheme application","320","4270","0.075"
"2018","Asian","Higher tariff","18","England","Male","All","Main scheme application","2190","26580","0.082"
"2018","Black","Higher tariff","18","England","Male","All","Main scheme application","560","14130","0.04"
"2018","Chinese","Higher tariff","18","England","Male","All","Main scheme application","250","970","0.257"
"2018","Mixed","Higher tariff","18","England","Male","All","Main scheme application","890","11810","0.076"
"2018","White","Higher tariff","18","England","Male","All","Main scheme application","15420","218750","0.07"
"2019","Any Other Ethnic Group","Higher tariff","18","England","Male","All","Main scheme application","310","4430","0.069"
"2019","Asian","Higher tariff","18","England","Male","All","Main scheme application","2270","27170","0.084"
"2019","Black","Higher tariff","18","England","Male","All","Main scheme application","620","14140","0.044"
"2019","Chinese","Higher tariff","18","England","Male","All","Main scheme application","290","1020","0.28400000000000003"
"2019","Mixed","Higher tariff","18","England","Male","All","Main scheme application","900","12060","0.075"
"2019","White","Higher tariff","18","England","Male","All","Main scheme application","15030","210080","0.07200000000000001"
"2020","Any Other Ethnic Group","Higher tariff","18","England","Male","All","Main scheme application","360","4430","0.081"
"2020","Asian","Higher tariff","18","England","Male","All","Main scheme application","2640","28670","0.092"
"2020","Black","Higher tariff","18","England","Male","All","Main scheme application","780","14600","0.053"
"2020","Chinese","Higher tariff","18","England","Male","All","Main scheme application","270","860","0.32"
"2020","Mixed","Higher tariff","18","England","Male","All","Main scheme application","1130","12770","0.089"
"2020","White","Higher tariff","18","England","Male","All","Main scheme application","15920","206440","0.077"
"2021","Any Other Ethnic Group","Higher tariff","18","England","Male","All","Main scheme application","500","4950","0.10200000000000001"
"2021","Asian","Higher tariff","18","England","Male","All","Main scheme application","3790","30160","0.126"
"2021","Black","Higher tariff","18","England","Male","All","Main scheme application","1050","15780","0.067"
