"Year","NPD ethnic group","Tariff group of provider","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Accepted applicants","Population estimate","Entry rate"
"2023","Black","Lower tariff","18","England","Male","Main scheme applicant","Main scheme application","2220","17900","0.124"
"2023","Chinese","Lower tariff","18","England","Male","Main scheme applicant","Main scheme application","90","1050","0.088"
"2023","Mixed","Lower tariff","18","England","Male","Main scheme applicant","Main scheme application","1330","16470","0.081"
"2023","White","Lower tariff","18","England","Male","Main scheme applicant","Main scheme application","14500","219550","0.066"
"2006","Any Other Ethnic Group","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","140","2360","0.061"
"2006","Asian","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","1080","18620","0.058"
"2006","Black","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","190","9750","0.019"
"2006","Chinese","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","230","1110","0.20500000000000002"
"2006","Mixed","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","330","5570","0.06"
"2006","White","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","14810","249980","0.059000000000000004"
"2007","Any Other Ethnic Group","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","170","2650","0.066"
"2007","Asian","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","1120","18260","0.061"
"2007","Black","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","210","9980","0.021"
"2007","Chinese","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","250","1170","0.213"
"2007","Mixed","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","340","5900","0.058"
"2007","White","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","14820","247280","0.06"
"2008","Any Other Ethnic Group","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","150","2620","0.058"
"2008","Asian","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","1230","19380","0.064"
"2008","Black","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","240","10760","0.022"
"2008","Chinese","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","210","1120","0.187"
"2008","Mixed","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","400","6520","0.061"
"2008","White","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","15360","253610","0.061"
"2009","Any Other Ethnic Group","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","170","2820","0.058"
"2009","Asian","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","1170","19610","0.06"
"2009","Black","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","240","10960","0.022"
"2009","Chinese","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","200","1060","0.188"
"2009","Mixed","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","390","7300","0.054"
"2009","White","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","14890","256480","0.058"
"2010","Any Other Ethnic Group","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","150","3020","0.051000000000000004"
"2010","Asian","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","1290","20870","0.062"
"2010","Black","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","250","11070","0.022"
"2010","Chinese","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","220","1130","0.197"
"2010","Mixed","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","430","8110","0.053"
"2010","White","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","14670","256120","0.057"
"2011","Any Other Ethnic Group","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","150","3190","0.047"
"2011","Asian","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","1200","21130","0.057"
"2011","Black","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","270","11590","0.023"
"2011","Chinese","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","250","1120","0.226"
"2011","Mixed","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","540","8460","0.064"
"2011","White","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","13960","245660","0.057"
"2012","Any Other Ethnic Group","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","200","3470","0.057"
"2012","Asian","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","1350","21940","0.061"
"2012","Black","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","280","11970","0.023"
"2012","Chinese","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","220","1060","0.212"
"2012","Mixed","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","590","9180","0.065"
"2012","White","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","14480","244360","0.059000000000000004"
"2013","Any Other Ethnic Group","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","240","3620","0.067"
"2013","Asian","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","1580","22440","0.07"
"2013","Black","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","410","12650","0.033"
"2013","Chinese","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","260","1100","0.23600000000000002"
"2013","Mixed","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","700","9540","0.073"
"2013","White","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","15350","237680","0.065"
"2014","Any Other Ethnic Group","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","230","3600","0.065"
"2014","Asian","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","1590","23100","0.069"
"2014","Black","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","440","13150","0.033"
"2014","Chinese","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","250","1080","0.23500000000000001"
"2014","Mixed","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","710","10240","0.069"
"2014","White","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","15190","233620","0.065"
"2015","Any Other Ethnic Group","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","260","3770","0.068"
"2015","Asian","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","1810","23910","0.076"
"2015","Black","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","510","13720","0.037"
"2015","Chinese","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","280","1100","0.252"
"2015","Mixed","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","750","10890","0.069"
"2015","White","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","15630","235800","0.066"
"2016","Any Other Ethnic Group","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","260","3930","0.065"
"2016","Asian","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","1850","24920","0.074"
"2016","Black","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","530","13580","0.039"
"2016","Chinese","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","250","1010","0.247"
"2016","Mixed","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","870","11210","0.078"
"2016","White","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","15520","230930","0.067"
"2017","Any Other Ethnic Group","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","300","4130","0.073"
"2017","Asian","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","2130","25660","0.083"
"2017","Black","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","570","13760","0.041"
"2017","Chinese","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","260","1000","0.262"
"2017","Mixed","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","950","11530","0.082"
"2017","White","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","15870","226910","0.07"
"2018","Any Other Ethnic Group","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","320","4270","0.075"
"2018","Asian","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","2190","26580","0.082"
"2018","Black","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","560","14130","0.04"
"2018","Chinese","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","250","970","0.257"
"2018","Mixed","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","890","11810","0.076"
"2018","White","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","15420","218750","0.07"
"2019","Any Other Ethnic Group","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","310","4430","0.069"
"2019","Asian","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","2270","27170","0.084"
"2019","Black","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","620","14140","0.044"
"2019","Chinese","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","290","1020","0.28400000000000003"
"2019","Mixed","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","900","12060","0.075"
"2019","White","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","15030","210080","0.07200000000000001"
"2020","Any Other Ethnic Group","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","360","4430","0.081"
"2020","Asian","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","2640","28670","0.092"
"2020","Black","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","780","14600","0.053"
"2020","Chinese","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","270","860","0.32"
"2020","Mixed","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","1130","12770","0.089"
"2020","White","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","15920","206440","0.077"
"2021","Any Other Ethnic Group","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","500","4950","0.10200000000000001"
"2021","Asian","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","3790","30160","0.126"
"2021","Black","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","1050","15780","0.067"
"2021","Chinese","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","360","980","0.373"
"2021","Mixed","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","1530","13920","0.11"
"2021","White","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","19230","211220","0.091"
"2022","Any Other Ethnic Group","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","480","5420","0.089"
"2022","Asian","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","3230","31130","0.10400000000000001"
"2022","Black","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","930","16630","0.056"
"2022","Chinese","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","310","940","0.328"
"2022","Mixed","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","1400","15150","0.092"
"2022","White","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","16710","215900","0.077"
"2023","Any Other Ethnic Group","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","460","6040","0.076"
"2023","Asian","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","3220","33660","0.096"
"2023","Black","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","960","17900","0.053"
"2023","Chinese","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","330","1050","0.309"
"2023","Mixed","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","1470","16470","0.089"
"2023","White","Higher tariff","18","England","Male","Main scheme applicant","Main scheme application","16350","219550","0.074"
"2006","Any Other Ethnic Group","Medium tariff","18","England","Male","Main scheme applicant","Main scheme application","140","2360","0.058"
"2006","Asian","Medium tariff","18","England","Male","Main scheme applicant","Main scheme application","1310","18620","0.07"
"2006","Black","Medium tariff","18","England","Male","Main scheme applicant","Main scheme application","380","9750","0.039"
"2006","Chinese","Medium tariff","18","England","Male","Main scheme applicant","Main scheme application","110","1110","0.1"
"2006","Mixed","Medium tariff","18","England","Male","Main scheme applicant","Main scheme application","290","5570","0.053"
"2006","White","Medium tariff","18","England","Male","Main scheme applicant","Main scheme application","14270","249980","0.057"
"2007","Any Other Ethnic Group","Medium tariff","18","England","Male","Main scheme applicant","Main scheme application","160","2650","0.061"
"2007","Asian","Medium tariff","18","England","Male","Main scheme applicant","Main scheme application","1300","18260","0.07100000000000001"
"2007","Black","Medium tariff","18","England","Male","Main scheme applicant","Main scheme application","470","9980","0.048"
"2007","Chinese","Medium tariff","18","England","Male","Main scheme applicant","Main scheme application","150","1170","0.129"
