"Year","POLAR4 Quintile","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Accepted applicants","Population estimate","Entry rate"
"2008","Quintile 2","18","England","All","All","Main scheme application","22410","127550","0.176"
"2008","Quintile 3","18","England","All","All","Main scheme application","28360","127220","0.223"
"2008","Quintile 4","18","England","All","All","Main scheme application","35460","131660","0.269"
"2008","Quintile 5","18","England","All","All","Main scheme application","51520","142600","0.361"
"2009","Quintile 1","18","England","All","All","Main scheme application","15320","129760","0.11800000000000001"
"2009","Quintile 2","18","England","All","All","Main scheme application","23700","129520","0.183"
"2009","Quintile 3","18","England","All","All","Main scheme application","29520","130580","0.226"
"2009","Quintile 4","18","England","All","All","Main scheme application","36840","133520","0.276"
"2009","Quintile 5","18","England","All","All","Main scheme application","52970","144650","0.366"
"2010","Quintile 1","18","England","All","All","Main scheme application","15440","127900","0.121"
"2010","Quintile 2","18","England","All","All","Main scheme application","23580","128830","0.183"
"2010","Quintile 3","18","England","All","All","Main scheme application","29630","129320","0.229"
"2010","Quintile 4","18","England","All","All","Main scheme application","36670","131200","0.279"
"2010","Quintile 5","18","England","All","All","Main scheme application","52880","143010","0.37"
"2011","Quintile 1","18","England","All","All","Main scheme application","15710","125200","0.125"
"2011","Quintile 2","18","England","All","All","Main scheme application","23570","124710","0.189"
"2011","Quintile 3","18","England","All","All","Main scheme application","29620","125180","0.23700000000000002"
"2011","Quintile 4","18","England","All","All","Main scheme application","37200","128620","0.289"
"2011","Quintile 5","18","England","All","All","Main scheme application","53900","139940","0.385"
"2012","Quintile 1","18","England","All","All","Main scheme application","15530","124470","0.125"
"2012","Quintile 2","18","England","All","All","Main scheme application","23060","124740","0.185"
"2012","Quintile 3","18","England","All","All","Main scheme application","28530","125210","0.228"
"2012","Quintile 4","18","England","All","All","Main scheme application","35380","130320","0.271"
"2012","Quintile 5","18","England","All","All","Main scheme application","52020","143130","0.363"
"2013","Quintile 1","18","England","All","All","Main scheme application","16570","121450","0.136"
"2013","Quintile 2","18","England","All","All","Main scheme application","24330","122290","0.199"
"2013","Quintile 3","18","England","All","All","Main scheme application","30220","123220","0.245"
"2013","Quintile 4","18","England","All","All","Main scheme application","37170","128470","0.289"
"2013","Quintile 5","18","England","All","All","Main scheme application","53490","141660","0.378"
"2014","Quintile 1","18","England","All","All","Main scheme application","17940","121210","0.148"
"2014","Quintile 2","18","England","All","All","Main scheme application","25620","120850","0.212"
"2014","Quintile 3","18","England","All","All","Main scheme application","30850","121170","0.255"
"2014","Quintile 4","18","England","All","All","Main scheme application","37410","127260","0.294"
"2014","Quintile 5","18","England","All","All","Main scheme application","52980","139630","0.379"
"2015","Quintile 1","18","England","All","All","Main scheme application","19070","122190","0.156"
"2015","Quintile 2","18","England","All","All","Main scheme application","26480","123240","0.215"
"2015","Quintile 3","18","England","All","All","Main scheme application","32710","124900","0.262"
"2015","Quintile 4","18","England","All","All","Main scheme application","39360","129590","0.304"
"2015","Quintile 5","18","England","All","All","Main scheme application","55710","143530","0.388"
"2016","Quintile 1","18","England","All","All","Main scheme application","19130","117090","0.163"
"2016","Quintile 2","18","England","All","All","Main scheme application","27190","120390","0.226"
"2016","Quintile 3","18","England","All","All","Main scheme application","32700","122030","0.268"
"2016","Quintile 4","18","England","All","All","Main scheme application","39700","127570","0.311"
"2016","Quintile 5","18","England","All","All","Main scheme application","56300","142880","0.394"
"2017","Quintile 1","18","England","All","All","Main scheme application","19710","115380","0.171"
"2017","Quintile 2","18","England","All","All","Main scheme application","27250","118230","0.23"
"2017","Quintile 3","18","England","All","All","Main scheme application","33030","120720","0.274"
"2017","Quintile 4","18","England","All","All","Main scheme application","39700","127070","0.312"
"2017","Quintile 5","18","England","All","All","Main scheme application","56640","142420","0.398"
"2018","Quintile 1","18","England","All","All","Main scheme application","19250","111870","0.17200000000000001"
"2018","Quintile 2","18","England","All","All","Main scheme application","26710","114970","0.232"
"2018","Quintile 3","18","England","All","All","Main scheme application","31910","117790","0.271"
"2018","Quintile 4","18","England","All","All","Main scheme application","39260","124040","0.317"
"2018","Quintile 5","18","England","All","All","Main scheme application","55960","140510","0.398"
"2019","Quintile 1","18","England","All","All","Main scheme application","19840","109230","0.182"
"2019","Quintile 2","18","England","All","All","Main scheme application","26130","112110","0.233"
"2019","Quintile 3","18","England","All","All","Main scheme application","32190","115450","0.279"
"2019","Quintile 4","18","England","All","All","Main scheme application","39250","122450","0.321"
"2019","Quintile 5","18","England","All","All","Main scheme application","55240","138740","0.398"
"2020","Quintile 1","18","England","All","All","Main scheme application","21700","107660","0.202"
"2020","Quintile 2","18","England","All","All","Main scheme application","28250","110110","0.257"
"2020","Quintile 3","18","England","All","All","Main scheme application","33710","114030","0.296"
"2020","Quintile 4","18","England","All","All","Main scheme application","41190","120410","0.342"
"2020","Quintile 5","18","England","All","All","Main scheme application","57630","136950","0.421"
"2021","Quintile 1","18","England","All","All","Main scheme application","23920","111390","0.215"
"2021","Quintile 2","18","England","All","All","Main scheme application","31340","114100","0.275"
"2021","Quintile 3","18","England","All","All","Main scheme application","38020","116360","0.327"
"2021","Quintile 4","18","England","All","All","Main scheme application","46740","123800","0.378"
"2021","Quintile 5","18","England","All","All","Main scheme application","67860","142650","0.47600000000000003"
"2022","Quintile 1","18","England","All","All","Main scheme application","24440","114970","0.213"
"2022","Quintile 2","18","England","All","All","Main scheme application","30970","117050","0.265"
"2022","Quintile 3","18","England","All","All","Main scheme application","36990","120210","0.308"
"2022","Quintile 4","18","England","All","All","Main scheme application","45660","127050","0.359"
"2022","Quintile 5","18","England","All","All","Main scheme application","64860","146430","0.443"
"2023","Quintile 1","18","England","All","All","Main scheme application","23180","119210","0.194"
"2023","Quintile 2","18","England","All","All","Main scheme application","29560","120860","0.245"
"2023","Quintile 3","18","England","All","All","Main scheme application","35380","123400","0.28700000000000003"
"2023","Quintile 4","18","England","All","All","Main scheme application","43490","130300","0.334"
"2023","Quintile 5","18","England","All","All","Main scheme application","62670","149560","0.419"
"2006","Quintile 1","18","Scotland","All","All","Main scheme application","400","6820","0.058"
"2006","Quintile 2","18","Scotland","All","All","Main scheme application","1140","10790","0.106"
"2006","Quintile 3","18","Scotland","All","All","Main scheme application","1940","13500","0.14400000000000002"
"2006","Quintile 4","18","Scotland","All","All","Main scheme application","2990","14110","0.212"
"2006","Quintile 5","18","Scotland","All","All","Main scheme application","6470","18550","0.34900000000000003"
"2007","Quintile 1","18","Scotland","All","All","Main scheme application","410","6620","0.061"
"2007","Quintile 2","18","Scotland","All","All","Main scheme application","1100","10680","0.10300000000000001"
"2007","Quintile 3","18","Scotland","All","All","Main scheme application","1800","13340","0.135"
"2007","Quintile 4","18","Scotland","All","All","Main scheme application","2940","14090","0.209"
"2007","Quintile 5","18","Scotland","All","All","Main scheme application","6270","18460","0.339"
"2008","Quintile 1","18","Scotland","All","All","Main scheme application","400","6740","0.06"
"2008","Quintile 2","18","Scotland","All","All","Main scheme application","1030","10920","0.094"
"2008","Quintile 3","18","Scotland","All","All","Main scheme application","1920","13790","0.139"
"2008","Quintile 4","18","Scotland","All","All","Main scheme application","2940","14580","0.202"
"2008","Quintile 5","18","Scotland","All","All","Main scheme application","6490","19090","0.34"
"2009","Quintile 1","18","Scotland","All","All","Main scheme application","420","6670","0.063"
"2009","Quintile 2","18","Scotland","All","All","Main scheme application","1100","10810","0.10200000000000001"
"2009","Quintile 3","18","Scotland","All","All","Main scheme application","2010","13640","0.148"
"2009","Quintile 4","18","Scotland","All","All","Main scheme application","3050","14590","0.209"
