"Year","POLAR4 Quintile","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Accepted applicants","Population estimate","Entry rate"
"2011","Quintile 5","18","England","All","All","Not main scheme application","8200","139940","0.059000000000000004"
"2012","Quintile 1","18","England","All","All","Not main scheme application","2340","124470","0.019"
"2012","Quintile 2","18","England","All","All","Not main scheme application","3540","124740","0.028"
"2012","Quintile 3","18","England","All","All","Not main scheme application","4750","125210","0.038"
"2012","Quintile 4","18","England","All","All","Not main scheme application","6150","130320","0.047"
"2012","Quintile 5","18","England","All","All","Not main scheme application","7840","143130","0.055"
"2013","Quintile 1","18","England","All","All","Not main scheme application","2360","121450","0.019"
"2013","Quintile 2","18","England","All","All","Not main scheme application","3490","122290","0.029"
"2013","Quintile 3","18","England","All","All","Not main scheme application","4650","123220","0.038"
"2013","Quintile 4","18","England","All","All","Not main scheme application","6060","128470","0.047"
"2013","Quintile 5","18","England","All","All","Not main scheme application","7670","141660","0.054"
"2014","Quintile 1","18","England","All","All","Not main scheme application","2690","121210","0.022"
"2014","Quintile 2","18","England","All","All","Not main scheme application","3850","120850","0.032"
"2014","Quintile 3","18","England","All","All","Not main scheme application","4970","121170","0.041"
"2014","Quintile 4","18","England","All","All","Not main scheme application","6680","127260","0.052000000000000005"
"2014","Quintile 5","18","England","All","All","Not main scheme application","8460","139630","0.061"
"2015","Quintile 1","18","England","All","All","Not main scheme application","2910","122190","0.024"
"2015","Quintile 2","18","England","All","All","Not main scheme application","4180","123240","0.034"
"2015","Quintile 3","18","England","All","All","Not main scheme application","5410","124900","0.043000000000000003"
"2015","Quintile 4","18","England","All","All","Not main scheme application","6870","129590","0.053"
"2015","Quintile 5","18","England","All","All","Not main scheme application","8740","143530","0.061"
"2016","Quintile 1","18","England","All","All","Not main scheme application","3010","117090","0.026000000000000002"
"2016","Quintile 2","18","England","All","All","Not main scheme application","4160","120390","0.035"
"2016","Quintile 3","18","England","All","All","Not main scheme application","5730","122030","0.047"
"2016","Quintile 4","18","England","All","All","Not main scheme application","7110","127570","0.056"
"2016","Quintile 5","18","England","All","All","Not main scheme application","9580","142880","0.067"
"2017","Quintile 1","18","England","All","All","Not main scheme application","3240","115380","0.028"
"2017","Quintile 2","18","England","All","All","Not main scheme application","4420","118230","0.037"
"2017","Quintile 3","18","England","All","All","Not main scheme application","5850","120720","0.048"
"2017","Quintile 4","18","England","All","All","Not main scheme application","7710","127070","0.061"
"2017","Quintile 5","18","England","All","All","Not main scheme application","10180","142420","0.07100000000000001"
"2018","Quintile 1","18","England","All","All","Not main scheme application","3370","111870","0.03"
"2018","Quintile 2","18","England","All","All","Not main scheme application","4690","114970","0.041"
"2018","Quintile 3","18","England","All","All","Not main scheme application","6070","117790","0.052000000000000005"
"2018","Quintile 4","18","England","All","All","Not main scheme application","7660","124040","0.062"
"2018","Quintile 5","18","England","All","All","Not main scheme application","10090","140510","0.07200000000000001"
"2019","Quintile 1","18","England","All","All","Not main scheme application","3890","109230","0.036000000000000004"
"2019","Quintile 2","18","England","All","All","Not main scheme application","5260","112110","0.047"
"2019","Quintile 3","18","England","All","All","Not main scheme application","6870","115450","0.06"
"2019","Quintile 4","18","England","All","All","Not main scheme application","8710","122450","0.07100000000000001"
"2019","Quintile 5","18","England","All","All","Not main scheme application","11630","138740","0.084"
"2020","Quintile 1","18","England","All","All","Not main scheme application","4130","107660","0.038"
"2020","Quintile 2","18","England","All","All","Not main scheme application","5700","110110","0.052000000000000005"
"2020","Quintile 3","18","England","All","All","Not main scheme application","7540","114030","0.066"
"2020","Quintile 4","18","England","All","All","Not main scheme application","9820","120410","0.082"
"2020","Quintile 5","18","England","All","All","Not main scheme application","13630","136950","0.099"
"2021","Quintile 1","18","England","All","All","Not main scheme application","3390","111390","0.03"
"2021","Quintile 2","18","England","All","All","Not main scheme application","4550","114100","0.04"
"2021","Quintile 3","18","England","All","All","Not main scheme application","5740","116360","0.049"
"2021","Quintile 4","18","England","All","All","Not main scheme application","7180","123800","0.058"
"2021","Quintile 5","18","England","All","All","Not main scheme application","8430","142650","0.059000000000000004"
"2022","Quintile 1","18","England","All","All","Not main scheme application","4370","114970","0.038"
"2022","Quintile 2","18","England","All","All","Not main scheme application","5600","117050","0.048"
"2022","Quintile 3","18","England","All","All","Not main scheme application","7440","120210","0.062"
"2022","Quintile 4","18","England","All","All","Not main scheme application","8880","127050","0.07"
"2022","Quintile 5","18","England","All","All","Not main scheme application","10760","146430","0.073"
"2023","Quintile 1","18","England","All","All","Not main scheme application","4860","119210","0.041"
"2023","Quintile 2","18","England","All","All","Not main scheme application","6230","120860","0.052000000000000005"
"2023","Quintile 3","18","England","All","All","Not main scheme application","7990","123400","0.065"
"2023","Quintile 4","18","England","All","All","Not main scheme application","9810","130300","0.075"
"2023","Quintile 5","18","England","All","All","Not main scheme application","12290","149560","0.082"
"2006","Quintile 1","18","Scotland","All","All","Not main scheme application","50","6820","0.007"
"2006","Quintile 2","18","Scotland","All","All","Not main scheme application","100","10790","0.009000000000000001"
"2006","Quintile 3","18","Scotland","All","All","Not main scheme application","190","13500","0.014"
"2006","Quintile 4","18","Scotland","All","All","Not main scheme application","270","14110","0.019"
"2006","Quintile 5","18","Scotland","All","All","Not main scheme application","500","18550","0.027"
"2007","Quintile 1","18","Scotland","All","All","Not main scheme application","60","6620","0.008"
"2007","Quintile 2","18","Scotland","All","All","Not main scheme application","100","10680","0.01"
"2007","Quintile 3","18","Scotland","All","All","Not main scheme application","200","13340","0.015"
"2007","Quintile 4","18","Scotland","All","All","Not main scheme application","250","14090","0.018000000000000002"
"2007","Quintile 5","18","Scotland","All","All","Not main scheme application","530","18460","0.029"
"2008","Quintile 1","18","Scotland","All","All","Not main scheme application","60","6740","0.009000000000000001"
"2008","Quintile 2","18","Scotland","All","All","Not main scheme application","160","10920","0.014"
"2008","Quintile 3","18","Scotland","All","All","Not main scheme application","230","13790","0.017"
"2008","Quintile 4","18","Scotland","All","All","Not main scheme application","380","14580","0.026000000000000002"
"2008","Quintile 5","18","Scotland","All","All","Not main scheme application","630","19090","0.033"
"2009","Quintile 1","18","Scotland","All","All","Not main scheme application","40","6670","0.006"
"2009","Quintile 2","18","Scotland","All","All","Not main scheme application","140","10810","0.013000000000000001"
"2009","Quintile 3","18","Scotland","All","All","Not main scheme application","220","13640","0.016"
"2009","Quintile 4","18","Scotland","All","All","Not main scheme application","280","14590","0.019"
"2009","Quintile 5","18","Scotland","All","All","Not main scheme application","620","19150","0.032"
"2010","Quintile 1","18","Scotland","All","All","Not main scheme application","60","6540","0.009000000000000001"
"2010","Quintile 2","18","Scotland","All","All","Not main scheme application","180","10590","0.017"
"2010","Quintile 3","18","Scotland","All","All","Not main scheme application","290","13330","0.022"
"2010","Quintile 4","18","Scotland","All","All","Not main scheme application","430","14330","0.03"
"2010","Quintile 5","18","Scotland","All","All","Not main scheme application","620","19090","0.033"
"2011","Quintile 1","18","Scotland","All","All","Not main scheme application","40","6300","0.007"
"2011","Quintile 2","18","Scotland","All","All","Not main scheme application","100","10300","0.01"
"2011","Quintile 3","18","Scotland","All","All","Not main scheme application","190","13080","0.015"
"2011","Quintile 4","18","Scotland","All","All","Not main scheme application","280","14150","0.02"
"2011","Quintile 5","18","Scotland","All","All","Not main scheme application","450","19030","0.024"
"2012","Quintile 1","18","Scotland","All","All","Not main scheme application","60","6160","0.01"
"2012","Quintile 2","18","Scotland","All","All","Not main scheme application","140","10090","0.014"
"2012","Quintile 3","18","Scotland","All","All","Not main scheme application","240","12760","0.019"
"2012","Quintile 4","18","Scotland","All","All","Not main scheme application","300","14010","0.021"
"2012","Quintile 5","18","Scotland","All","All","Not main scheme application","490","18920","0.026000000000000002"
"2013","Quintile 1","18","Scotland","All","All","Not main scheme application","60","6200","0.01"
"2013","Quintile 2","18","Scotland","All","All","Not main scheme application","140","10010","0.014"
"2013","Quintile 3","18","Scotland","All","All","Not main scheme application","220","12670","0.017"
"2013","Quintile 4","18","Scotland","All","All","Not main scheme application","320","13920","0.023"
"2013","Quintile 5","18","Scotland","All","All","Not main scheme application","480","18770","0.026000000000000002"
"2014","Quintile 1","18","Scotland","All","All","Not main scheme application","50","6230","0.008"
"2014","Quintile 2","18","Scotland","All","All","Not main scheme application","80","9950","0.008"
"2014","Quintile 3","18","Scotland","All","All","Not main scheme application","150","12650","0.012"
"2014","Quintile 4","18","Scotland","All","All","Not main scheme application","200","13660","0.014"
"2014","Quintile 5","18","Scotland","All","All","Not main scheme application","340","18780","0.018000000000000002"
"2015","Quintile 1","18","Scotland","All","All","Not main scheme application","60","6000","0.009000000000000001"
"2015","Quintile 2","18","Scotland","All","All","Not main scheme application","170","9860","0.017"
"2015","Quintile 3","18","Scotland","All","All","Not main scheme application","200","12180","0.017"
"2015","Quintile 4","18","Scotland","All","All","Not main scheme application","340","13600","0.025"
"2015","Quintile 5","18","Scotland","All","All","Not main scheme application","500","18530","0.027"
"2016","Quintile 1","18","Scotland","All","All","Not main scheme application","50","5890","0.009000000000000001"
"2016","Quintile 2","18","Scotland","All","All","Not main scheme application","150","9320","0.017"
"2016","Quintile 3","18","Scotland","All","All","Not main scheme application","200","12000","0.017"
"2016","Quintile 4","18","Scotland","All","All","Not main scheme application","310","13370","0.023"
"2016","Quintile 5","18","Scotland","All","All","Not main scheme application","530","18260","0.029"
"2017","Quintile 1","18","Scotland","All","All","Not main scheme application","60","5690","0.01"
"2017","Quintile 2","18","Scotland","All","All","Not main scheme application","130","9190","0.014"
"2017","Quintile 3","18","Scotland","All","All","Not main scheme application","230","11630","0.02"
"2017","Quintile 4","18","Scotland","All","All","Not main scheme application","320","12980","0.025"
"2017","Quintile 5","18","Scotland","All","All","Not main scheme application","470","17870","0.026000000000000002"
"2018","Quintile 1","18","Scotland","All","All","Not main scheme application","40","5710","0.007"
"2018","Quintile 2","18","Scotland","All","All","Not main scheme application","140","8820","0.016"
"2018","Quintile 3","18","Scotland","All","All","Not main scheme application","180","11200","0.016"
"2018","Quintile 4","18","Scotland","All","All","Not main scheme application","290","12610","0.023"
"2018","Quintile 5","18","Scotland","All","All","Not main scheme application","430","17220","0.025"
"2019","Quintile 1","18","Scotland","All","All","Not main scheme application","50","5470","0.01"
"2019","Quintile 2","18","Scotland","All","All","Not main scheme application","140","8480","0.017"
"2019","Quintile 3","18","Scotland","All","All","Not main scheme application","180","11010","0.016"
"2019","Quintile 4","18","Scotland","All","All","Not main scheme application","290","12040","0.024"
"2019","Quintile 5","18","Scotland","All","All","Not main scheme application","430","16860","0.025"
"2020","Quintile 1","18","Scotland","All","All","Not main scheme application","90","5320","0.018000000000000002"
"2020","Quintile 2","18","Scotland","All","All","Not main scheme application","190","8440","0.023"
"2020","Quintile 3","18","Scotland","All","All","Not main scheme application","240","10820","0.022"
"2020","Quintile 4","18","Scotland","All","All","Not main scheme application","360","11920","0.03"
"2020","Quintile 5","18","Scotland","All","All","Not main scheme application","550","16640","0.033"
"2021","Quintile 1","18","Scotland","All","All","Not main scheme application","40","5460","0.008"
"2021","Quintile 2","18","Scotland","All","All","Not main scheme application","130","8680","0.015"
"2021","Quintile 3","18","Scotland","All","All","Not main scheme application","180","11300","0.016"
"2021","Quintile 4","18","Scotland","All","All","Not main scheme application","260","12350","0.021"
"2021","Quintile 5","18","Scotland","All","All","Not main scheme application","380","17370","0.022"
"2022","Quintile 1","18","Scotland","All","All","Not main scheme application","90","5510","0.016"
"2022","Quintile 2","18","Scotland","All","All","Not main scheme application","130","8870","0.014"
"2022","Quintile 3","18","Scotland","All","All","Not main scheme application","200","11460","0.018000000000000002"
"2022","Quintile 4","18","Scotland","All","All","Not main scheme application","310","12710","0.024"
"2022","Quintile 5","18","Scotland","All","All","Not main scheme application","460","17890","0.026000000000000002"
"2023","Quintile 1","18","Scotland","All","All","Not main scheme application","80","5760","0.014"
"2023","Quintile 2","18","Scotland","All","All","Not main scheme application","170","8970","0.018000000000000002"
"2023","Quintile 3","18","Scotland","All","All","Not main scheme application","200","11750","0.017"
"2023","Quintile 4","18","Scotland","All","All","Not main scheme application","310","12680","0.025"
"2023","Quintile 5","18","Scotland","All","All","Not main scheme application","510","17890","0.029"
"2006","Quintile 1","18","Wales","All","All","Not main scheme application","170","9170","0.018000000000000002"
"2006","Quintile 2","18","Wales","All","All","Not main scheme application","240","10600","0.022"
"2006","Quintile 3","18","Wales","All","All","Not main scheme application","250","8830","0.028"
"2006","Quintile 4","18","Wales","All","All","Not main scheme application","220","6100","0.036000000000000004"
"2006","Quintile 5","18","Wales","All","All","Not main scheme application","200","4910","0.04"
"2007","Quintile 1","18","Wales","All","All","Not main scheme application","130","9200","0.014"
"2007","Quintile 2","18","Wales","All","All","Not main scheme application","210","10400","0.02"
"2007","Quintile 3","18","Wales","All","All","Not main scheme application","250","8730","0.029"
"2007","Quintile 4","18","Wales","All","All","Not main scheme application","160","6110","0.026000000000000002"
"2007","Quintile 5","18","Wales","All","All","Not main scheme application","200","4840","0.041"
"2008","Quintile 1","18","Wales","All","All","Not main scheme application","150","9830","0.015"
"2008","Quintile 2","18","Wales","All","All","Not main scheme application","220","10350","0.022"
"2008","Quintile 3","18","Wales","All","All","Not main scheme application","280","8820","0.032"
"2008","Quintile 4","18","Wales","All","All","Not main scheme application","200","5950","0.034"
"2008","Quintile 5","18","Wales","All","All","Not main scheme application","210","4560","0.046"
"2009","Quintile 1","18","Wales","All","All","Not main scheme application","160","10310","0.016"
"2009","Quintile 2","18","Wales","All","All","Not main scheme application","270","10470","0.026000000000000002"
"2009","Quintile 3","18","Wales","All","All","Not main scheme application","310","8950","0.034"
"2009","Quintile 4","18","Wales","All","All","Not main scheme application","190","5900","0.033"
"2009","Quintile 5","18","Wales","All","All","Not main scheme application","240","4690","0.052000000000000005"
"2010","Quintile 1","18","Wales","All","All","Not main scheme application","150","9830","0.015"
"2010","Quintile 2","18","Wales","All","All","Not main scheme application","250","10410","0.024"
"2010","Quintile 3","18","Wales","All","All","Not main scheme application","270","9140","0.03"
"2010","Quintile 4","18","Wales","All","All","Not main scheme application","220","5910","0.037"
"2010","Quintile 5","18","Wales","All","All","Not main scheme application","220","4570","0.048"
"2011","Quintile 1","18","Wales","All","All","Not main scheme application","130","9060","0.015"
"2011","Quintile 2","18","Wales","All","All","Not main scheme application","260","10140","0.026000000000000002"
"2011","Quintile 3","18","Wales","All","All","Not main scheme application","240","8520","0.028"
"2011","Quintile 4","18","Wales","All","All","Not main scheme application","240","6060","0.04"
"2011","Quintile 5","18","Wales","All","All","Not main scheme application","230","4820","0.049"
"2012","Quintile 1","18","Wales","All","All","Not main scheme application","190","8880","0.021"
"2012","Quintile 2","18","Wales","All","All","Not main scheme application","290","10100","0.029"
"2012","Quintile 3","18","Wales","All","All","Not main scheme application","290","8710","0.033"
"2012","Quintile 4","18","Wales","All","All","Not main scheme application","240","5940","0.04"
"2012","Quintile 5","18","Wales","All","All","Not main scheme application","260","4930","0.052000000000000005"
"2013","Quintile 1","18","Wales","All","All","Not main scheme application","170","8570","0.019"
"2013","Quintile 2","18","Wales","All","All","Not main scheme application","240","9930","0.024"
"2013","Quintile 3","18","Wales","All","All","Not main scheme application","280","8380","0.033"
"2013","Quintile 4","18","Wales","All","All","Not main scheme application","200","6020","0.034"
"2013","Quintile 5","18","Wales","All","All","Not main scheme application","220","4920","0.045"
"2014","Quintile 1","18","Wales","All","All","Not main scheme application","170","8580","0.02"
"2014","Quintile 2","18","Wales","All","All","Not main scheme application","260","9810","0.026000000000000002"
"2014","Quintile 3","18","Wales","All","All","Not main scheme application","230","8250","0.027"
"2014","Quintile 4","18","Wales","All","All","Not main scheme application","230","5880","0.039"
"2014","Quintile 5","18","Wales","All","All","Not main scheme application","230","4980","0.046"
"2015","Quintile 1","18","Wales","All","All","Not main scheme application","180","8720","0.021"
"2015","Quintile 2","18","Wales","All","All","Not main scheme application","310","9960","0.031"
"2015","Quintile 3","18","Wales","All","All","Not main scheme application","260","8320","0.031"
"2015","Quintile 4","18","Wales","All","All","Not main scheme application","230","5930","0.039"
"2015","Quintile 5","18","Wales","All","All","Not main scheme application","260","4760","0.055"
"2016","Quintile 1","18","Wales","All","All","Not main scheme application","200","8520","0.024"
"2016","Quintile 2","18","Wales","All","All","Not main scheme application","320","9260","0.035"
"2016","Quintile 3","18","Wales","All","All","Not main scheme application","270","8080","0.033"
"2016","Quintile 4","18","Wales","All","All","Not main scheme application","250","5810","0.044"
"2016","Quintile 5","18","Wales","All","All","Not main scheme application","260","4650","0.056"
"2017","Quintile 1","18","Wales","All","All","Not main scheme application","190","8110","0.023"
"2017","Quintile 2","18","Wales","All","All","Not main scheme application","280","9180","0.031"
"2017","Quintile 3","18","Wales","All","All","Not main scheme application","310","8080","0.038"
"2017","Quintile 4","18","Wales","All","All","Not main scheme application","260","5580","0.046"
"2017","Quintile 5","18","Wales","All","All","Not main scheme application","270","4570","0.06"
"2018","Quintile 1","18","Wales","All","All","Not main scheme application","170","8000","0.021"
"2018","Quintile 2","18","Wales","All","All","Not main scheme application","250","8760","0.028"
"2018","Quintile 3","18","Wales","All","All","Not main scheme application","250","7730","0.032"
"2018","Quintile 4","18","Wales","All","All","Not main scheme application","220","5550","0.039"
"2018","Quintile 5","18","Wales","All","All","Not main scheme application","230","4350","0.054"
"2019","Quintile 1","18","Wales","All","All","Not main scheme application","170","7770","0.022"
"2019","Quintile 2","18","Wales","All","All","Not main scheme application","270","8710","0.03"
"2019","Quintile 3","18","Wales","All","All","Not main scheme application","280","7460","0.038"
"2019","Quintile 4","18","Wales","All","All","Not main scheme application","210","5340","0.039"
"2019","Quintile 5","18","Wales","All","All","Not main scheme application","270","4320","0.062"
"2020","Quintile 1","18","Wales","All","All","Not main scheme application","210","7530","0.027"
"2020","Quintile 2","18","Wales","All","All","Not main scheme application","310","8220","0.038"
"2020","Quintile 3","18","Wales","All","All","Not main scheme application","290","7290","0.04"
"2020","Quintile 4","18","Wales","All","All","Not main scheme application","270","5160","0.052000000000000005"
"2020","Quintile 5","18","Wales","All","All","Not main scheme application","300","4320","0.07"
"2021","Quintile 1","18","Wales","All","All","Not main scheme application","170","7760","0.022"
"2021","Quintile 2","18","Wales","All","All","Not main scheme application","220","8450","0.026000000000000002"
"2021","Quintile 3","18","Wales","All","All","Not main scheme application","240","7340","0.033"
"2021","Quintile 4","18","Wales","All","All","Not main scheme application","190","5250","0.036000000000000004"
"2021","Quintile 5","18","Wales","All","All","Not main scheme application","210","4270","0.049"
"2022","Quintile 1","18","Wales","All","All","Not main scheme application","210","7950","0.027"
"2022","Quintile 2","18","Wales","All","All","Not main scheme application","300","8610","0.035"
"2022","Quintile 3","18","Wales","All","All","Not main scheme application","340","7460","0.046"
"2022","Quintile 4","18","Wales","All","All","Not main scheme application","240","5450","0.043000000000000003"
"2022","Quintile 5","18","Wales","All","All","Not main scheme application","280","4340","0.064"
"2023","Quintile 1","18","Wales","All","All","Not main scheme application","220","8450","0.026000000000000002"
"2023","Quintile 2","18","Wales","All","All","Not main scheme application","280","8960","0.031"
"2023","Quintile 3","18","Wales","All","All","Not main scheme application","280","7890","0.036000000000000004"
"2023","Quintile 4","18","Wales","All","All","Not main scheme application","210","5440","0.038"
"2023","Quintile 5","18","Wales","All","All","Not main scheme application","240","4310","0.057"
"2006","Quintile 1","18","Northern Ireland","All","All","Main scheme application","600","5080","0.11800000000000001"
"2006","Quintile 2","18","Northern Ireland","All","All","Main scheme application","700","3260","0.214"
"2006","Quintile 3","18","Northern Ireland","All","All","Main scheme application","1250","4530","0.275"
"2006","Quintile 4","18","Northern Ireland","All","All","Main scheme application","1940","6100","0.318"
"2006","Quintile 5","18","Northern Ireland","All","All","Main scheme application","3370","7870","0.429"
"2007","Quintile 1","18","Northern Ireland","All","All","Main scheme application","610","4930","0.124"
"2007","Quintile 2","18","Northern Ireland","All","All","Main scheme application","670","3160","0.212"
"2007","Quintile 3","18","Northern Ireland","All","All","Main scheme application","1220","4460","0.274"
"2007","Quintile 4","18","Northern Ireland","All","All","Main scheme application","2070","6010","0.34500000000000003"
"2007","Quintile 5","18","Northern Ireland","All","All","Main scheme application","3510","7700","0.456"
"2008","Quintile 1","18","Northern Ireland","All","All","Main scheme application","560","4840","0.116"
"2008","Quintile 2","18","Northern Ireland","All","All","Main scheme application","710","3130","0.226"
"2008","Quintile 3","18","Northern Ireland","All","All","Main scheme application","1220","4460","0.272"
"2008","Quintile 4","18","Northern Ireland","All","All","Main scheme application","2040","5990","0.341"
"2008","Quintile 5","18","Northern Ireland","All","All","Main scheme application","3480","7600","0.458"
"2009","Quintile 1","18","Northern Ireland","All","All","Main scheme application","580","4810","0.121"
"2009","Quintile 2","18","Northern Ireland","All","All","Main scheme application","700","3130","0.224"
"2009","Quintile 3","18","Northern Ireland","All","All","Main scheme application","1220","4480","0.273"
"2009","Quintile 4","18","Northern Ireland","All","All","Main scheme application","2220","6020","0.369"
"2009","Quintile 5","18","Northern Ireland","All","All","Main scheme application","3770","7550","0.499"
"2010","Quintile 1","18","Northern Ireland","All","All","Main scheme application","630","4710","0.133"
"2010","Quintile 2","18","Northern Ireland","All","All","Main scheme application","650","3090","0.211"
"2010","Quintile 3","18","Northern Ireland","All","All","Main scheme application","1260","4450","0.28300000000000003"
"2010","Quintile 4","18","Northern Ireland","All","All","Main scheme application","2010","5930","0.339"
"2010","Quintile 5","18","Northern Ireland","All","All","Main scheme application","3530","7340","0.48"
"2011","Quintile 1","18","Northern Ireland","All","All","Main scheme application","570","4630","0.122"
"2011","Quintile 2","18","Northern Ireland","All","All","Main scheme application","610","3010","0.202"
"2011","Quintile 3","18","Northern Ireland","All","All","Main scheme application","1190","4400","0.271"
"2011","Quintile 4","18","Northern Ireland","All","All","Main scheme application","2090","5840","0.357"
"2011","Quintile 5","18","Northern Ireland","All","All","Main scheme application","3440","7130","0.483"
"2012","Quintile 1","18","Northern Ireland","All","All","Main scheme application","580","4650","0.124"
"2012","Quintile 2","18","Northern Ireland","All","All","Main scheme application","650","3040","0.214"
"2012","Quintile 3","18","Northern Ireland","All","All","Main scheme application","1100","4450","0.247"
"2012","Quintile 4","18","Northern Ireland","All","All","Main scheme application","2000","5870","0.34"
"2012","Quintile 5","18","Northern Ireland","All","All","Main scheme application","3290","7110","0.463"
"2013","Quintile 1","18","Northern Ireland","All","All","Main scheme application","580","4550","0.127"
"2013","Quintile 2","18","Northern Ireland","All","All","Main scheme application","650","2970","0.219"
"2013","Quintile 3","18","Northern Ireland","All","All","Main scheme application","1230","4370","0.281"
"2013","Quintile 4","18","Northern Ireland","All","All","Main scheme application","2070","5730","0.361"
"2013","Quintile 5","18","Northern Ireland","All","All","Main scheme application","3520","6880","0.511"
"2014","Quintile 1","18","Northern Ireland","All","All","Main scheme application","700","4540","0.154"
"2014","Quintile 2","18","Northern Ireland","All","All","Main scheme application","660","2940","0.224"
"2014","Quintile 3","18","Northern Ireland","All","All","Main scheme application","1300","4370","0.297"
"2014","Quintile 4","18","Northern Ireland","All","All","Main scheme application","1980","5670","0.34900000000000003"
"2014","Quintile 5","18","Northern Ireland","All","All","Main scheme application","3110","6750","0.461"
"2015","Quintile 1","18","Northern Ireland","All","All","Main scheme application","650","4670","0.138"
"2015","Quintile 2","18","Northern Ireland","All","All","Main scheme application","670","3020","0.221"
"2015","Quintile 3","18","Northern Ireland","All","All","Main scheme application","1250","4500","0.277"
"2015","Quintile 4","18","Northern Ireland","All","All","Main scheme application","2000","5780","0.34600000000000003"
"2015","Quintile 5","18","Northern Ireland","All","All","Main scheme application","3040","6860","0.443"
"2016","Quintile 1","18","Northern Ireland","All","All","Main scheme application","710","4620","0.153"
"2016","Quintile 2","18","Northern Ireland","All","All","Main scheme application","770","2970","0.258"
"2016","Quintile 3","18","Northern Ireland","All","All","Main scheme application","1230","4450","0.277"
"2016","Quintile 4","18","Northern Ireland","All","All","Main scheme application","2020","5680","0.356"
"2016","Quintile 5","18","Northern Ireland","All","All","Main scheme application","3030","6720","0.45"
"2017","Quintile 1","18","Northern Ireland","All","All","Main scheme application","670","4640","0.145"
"2017","Quintile 2","18","Northern Ireland","All","All","Main scheme application","720","2950","0.245"
"2017","Quintile 3","18","Northern Ireland","All","All","Main scheme application","1300","4420","0.295"
"2017","Quintile 4","18","Northern Ireland","All","All","Main scheme application","1840","5600","0.329"
"2017","Quintile 5","18","Northern Ireland","All","All","Main scheme application","2890","6600","0.438"
"2018","Quintile 1","18","Northern Ireland","All","All","Main scheme application","710","4460","0.158"
"2018","Quintile 2","18","Northern Ireland","All","All","Main scheme application","660","2820","0.23500000000000001"
"2018","Quintile 3","18","Northern Ireland","All","All","Main scheme application","1250","4230","0.295"
"2018","Quintile 4","18","Northern Ireland","All","All","Main scheme application","1830","5350","0.342"
"2018","Quintile 5","18","Northern Ireland","All","All","Main scheme application","2850","6320","0.451"
"2019","Quintile 1","18","Northern Ireland","All","All","Main scheme application","660","4330","0.153"
"2019","Quintile 2","18","Northern Ireland","All","All","Main scheme application","700","2730","0.257"
"2019","Quintile 3","18","Northern Ireland","All","All","Main scheme application","1280","4100","0.311"
"2019","Quintile 4","18","Northern Ireland","All","All","Main scheme application","1840","5140","0.357"
"2019","Quintile 5","18","Northern Ireland","All","All","Main scheme application","2710","6100","0.445"
"2020","Quintile 1","18","Northern Ireland","All","All","Main scheme application","830","4320","0.192"
"2020","Quintile 2","18","Northern Ireland","All","All","Main scheme application","750","2720","0.275"
"2020","Quintile 3","18","Northern Ireland","All","All","Main scheme application","1460","4070","0.36"
"2020","Quintile 4","18","Northern Ireland","All","All","Main scheme application","2020","5090","0.397"
"2020","Quintile 5","18","Northern Ireland","All","All","Main scheme application","3130","6060","0.517"
"2021","Quintile 1","18","Northern Ireland","All","All","Main scheme application","910","4360","0.209"
"2021","Quintile 2","18","Northern Ireland","All","All","Main scheme application","830","2730","0.305"
"2021","Quintile 3","18","Northern Ireland","All","All","Main scheme application","1510","4070","0.372"
"2021","Quintile 4","18","Northern Ireland","All","All","Main scheme application","2220","5110","0.434"
"2021","Quintile 5","18","Northern Ireland","All","All","Main scheme application","3260","6080","0.536"
"2022","Quintile 1","18","Northern Ireland","All","All","Main scheme application","880","4470","0.197"
"2022","Quintile 2","18","Northern Ireland","All","All","Main scheme application","820","2810","0.291"
"2022","Quintile 3","18","Northern Ireland","All","All","Main scheme application","1440","4160","0.34700000000000003"
"2022","Quintile 4","18","Northern Ireland","All","All","Main scheme application","2030","5200","0.389"
"2022","Quintile 5","18","Northern Ireland","All","All","Main scheme application","3100","6230","0.497"
"2023","Quintile 1","18","Northern Ireland","All","All","Main scheme application","870","4530","0.192"
"2023","Quintile 2","18","Northern Ireland","All","All","Main scheme application","790","2850","0.277"
"2023","Quintile 3","18","Northern Ireland","All","All","Main scheme application","1380","4220","0.327"
"2023","Quintile 4","18","Northern Ireland","All","All","Main scheme application","2000","5270","0.38"
"2023","Quintile 5","18","Northern Ireland","All","All","Main scheme application","2930","6320","0.463"
"2006","Quintile 1","18","England","All","All","Main scheme application","13200","130680","0.101"
"2006","Quintile 2","18","England","All","All","Main scheme application","20870","127310","0.164"
"2006","Quintile 3","18","England","All","All","Main scheme application","26830","125300","0.214"
"2006","Quintile 4","18","England","All","All","Main scheme application","33400","129630","0.258"
"2006","Quintile 5","18","England","All","All","Main scheme application","49730","139020","0.358"
"2007","Quintile 1","18","England","All","All","Main scheme application","13570","127550","0.106"
"2007","Quintile 2","18","England","All","All","Main scheme application","21010","125170","0.168"
"2007","Quintile 3","18","England","All","All","Main scheme application","26630","124430","0.214"
"2007","Quintile 4","18","England","All","All","Main scheme application","33650","127960","0.263"
"2007","Quintile 5","18","England","All","All","Main scheme application","49920","138470","0.36"
"2008","Quintile 1","18","England","All","All","Main scheme application","14600","127980","0.114"
