"Entry year","Region of provider","Age group","Domicile","Gender","Main scheme application","Accepted applicants"
"2020 - 2021","All","30 - 34","Scotland","Male","All","620"
"2021 - 2022","All","30 - 34","Scotland","Male","All","600"
"2022 - 2023","All","30 - 34","Scotland","Male","All","505"
"2023 - 2024","All","30 - 34","Scotland","Male","All","480"
"2006 - 2007","All","35 and over","Scotland","Male","All","395"
"2007 - 2008","All","35 and over","Scotland","Male","All","475"
"2008 - 2009","All","35 and over","Scotland","Male","All","455"
"2009 - 2010","All","35 and over","Scotland","Male","All","535"
"2010 - 2011","All","35 and over","Scotland","Male","All","615"
"2011 - 2012","All","35 and over","Scotland","Male","All","495"
"2012 - 2013","All","35 and over","Scotland","Male","All","545"
"2013 - 2014","All","35 and over","Scotland","Male","All","520"
"2014 - 2015","All","35 and over","Scotland","Male","All","460"
"2015 - 2016","All","35 and over","Scotland","Male","All","695"
"2016 - 2017","All","35 and over","Scotland","Male","All","710"
"2017 - 2018","All","35 and over","Scotland","Male","All","690"
"2018 - 2019","All","35 and over","Scotland","Male","All","720"
"2019 - 2020","All","35 and over","Scotland","Male","All","705"
"2020 - 2021","All","35 and over","Scotland","Male","All","860"
"2021 - 2022","All","35 and over","Scotland","Male","All","770"
"2022 - 2023","All","35 and over","Scotland","Male","All","675"
"2023 - 2024","All","35 and over","Scotland","Male","All","650"
"2006 - 2007","All","17 and under","Wales","Male","All","20"
"2007 - 2008","All","17 and under","Wales","Male","All","30"
"2008 - 2009","All","17 and under","Wales","Male","All","20"
"2009 - 2010","All","17 and under","Wales","Male","All","20"
"2010 - 2011","All","17 and under","Wales","Male","All","20"
"2011 - 2012","All","17 and under","Wales","Male","All","15"
"2012 - 2013","All","17 and under","Wales","Male","All","15"
"2013 - 2014","All","17 and under","Wales","Male","All","15"
"2014 - 2015","All","17 and under","Wales","Male","All","15"
"2015 - 2016","All","17 and under","Wales","Male","All","5"
"2016 - 2017","All","17 and under","Wales","Male","All","10"
"2017 - 2018","All","17 and under","Wales","Male","All","10"
"2018 - 2019","All","17 and under","Wales","Male","All","10"
"2019 - 2020","All","17 and under","Wales","Male","All","10"
"2020 - 2021","All","17 and under","Wales","Male","All","10"
"2021 - 2022","All","17 and under","Wales","Male","All","5"
"2022 - 2023","All","17 and under","Wales","Male","All","15"
"2023 - 2024","All","17 and under","Wales","Male","All","20"
"2006 - 2007","All","18","Wales","Male","All","4000"
"2007 - 2008","All","18","Wales","Male","All","4185"
"2008 - 2009","All","18","Wales","Male","All","4245"
"2009 - 2010","All","18","Wales","Male","All","4620"
"2010 - 2011","All","18","Wales","Male","All","4300"
"2011 - 2012","All","18","Wales","Male","All","4255"
"2012 - 2013","All","18","Wales","Male","All","4180"
"2013 - 2014","All","18","Wales","Male","All","4190"
"2014 - 2015","All","18","Wales","Male","All","4405"
"2015 - 2016","All","18","Wales","Male","All","4450"
"2016 - 2017","All","18","Wales","Male","All","4475"
"2017 - 2018","All","18","Wales","Male","All","4410"
"2018 - 2019","All","18","Wales","Male","All","4215"
"2019 - 2020","All","18","Wales","Male","All","4150"
"2020 - 2021","All","18","Wales","Male","All","4195"
"2021 - 2022","All","18","Wales","Male","All","4575"
"2022 - 2023","All","18","Wales","Male","All","4585"
"2023 - 2024","All","18","Wales","Male","All","4265"
"2006 - 2007","All","19","Wales","Male","All","1125"
"2007 - 2008","All","19","Wales","Male","All","1375"
"2008 - 2009","All","19","Wales","Male","All","1435"
"2009 - 2010","All","19","Wales","Male","All","1625"
"2010 - 2011","All","19","Wales","Male","All","1515"
"2011 - 2012","All","19","Wales","Male","All","1590"
"2012 - 2013","All","19","Wales","Male","All","1705"
"2013 - 2014","All","19","Wales","Male","All","1705"
"2014 - 2015","All","19","Wales","Male","All","1725"
"2015 - 2016","All","19","Wales","Male","All","1780"
"2016 - 2017","All","19","Wales","Male","All","1805"
"2017 - 2018","All","19","Wales","Male","All","1645"
"2018 - 2019","All","19","Wales","Male","All","1505"
"2019 - 2020","All","19","Wales","Male","All","1460"
"2020 - 2021","All","19","Wales","Male","All","1465"
"2021 - 2022","All","19","Wales","Male","All","1350"
"2022 - 2023","All","19","Wales","Male","All","1275"
"2023 - 2024","All","19","Wales","Male","All","1225"
"2006 - 2007","All","20","Wales","Male","All","465"
"2007 - 2008","All","20","Wales","Male","All","550"
"2008 - 2009","All","20","Wales","Male","All","605"
"2009 - 2010","All","20","Wales","Male","All","660"
"2010 - 2011","All","20","Wales","Male","All","615"
"2011 - 2012","All","20","Wales","Male","All","615"
"2012 - 2013","All","20","Wales","Male","All","725"
"2013 - 2014","All","20","Wales","Male","All","670"
"2014 - 2015","All","20","Wales","Male","All","690"
"2015 - 2016","All","20","Wales","Male","All","680"
"2016 - 2017","All","20","Wales","Male","All","640"
"2017 - 2018","All","20","Wales","Male","All","700"
"2018 - 2019","All","20","Wales","Male","All","605"
"2019 - 2020","All","20","Wales","Male","All","560"
"2020 - 2021","All","20","Wales","Male","All","610"
"2021 - 2022","All","20","Wales","Male","All","470"
"2022 - 2023","All","20","Wales","Male","All","520"
"2023 - 2024","All","20","Wales","Male","All","535"
"2006 - 2007","All","21 - 24","Wales","Male","All","745"
"2007 - 2008","All","21 - 24","Wales","Male","All","785"
"2008 - 2009","All","21 - 24","Wales","Male","All","905"
"2009 - 2010","All","21 - 24","Wales","Male","All","1040"
"2010 - 2011","All","21 - 24","Wales","Male","All","975"
"2011 - 2012","All","21 - 24","Wales","Male","All","870"
"2012 - 2013","All","21 - 24","Wales","Male","All","990"
"2013 - 2014","All","21 - 24","Wales","Male","All","1020"
"2014 - 2015","All","21 - 24","Wales","Male","All","925"
"2015 - 2016","All","21 - 24","Wales","Male","All","900"
"2016 - 2017","All","21 - 24","Wales","Male","All","905"
"2017 - 2018","All","21 - 24","Wales","Male","All","855"
"2018 - 2019","All","21 - 24","Wales","Male","All","830"
"2019 - 2020","All","21 - 24","Wales","Male","All","830"
"2020 - 2021","All","21 - 24","Wales","Male","All","805"
"2021 - 2022","All","21 - 24","Wales","Male","All","755"
"2022 - 2023","All","21 - 24","Wales","Male","All","820"
"2023 - 2024","All","21 - 24","Wales","Male","All","780"
"2006 - 2007","All","25 - 29","Wales","Male","All","270"
"2007 - 2008","All","25 - 29","Wales","Male","All","290"
"2008 - 2009","All","25 - 29","Wales","Male","All","340"
"2009 - 2010","All","25 - 29","Wales","Male","All","405"
"2010 - 2011","All","25 - 29","Wales","Male","All","360"
"2011 - 2012","All","25 - 29","Wales","Male","All","360"
"2012 - 2013","All","25 - 29","Wales","Male","All","340"
"2013 - 2014","All","25 - 29","Wales","Male","All","400"
"2014 - 2015","All","25 - 29","Wales","Male","All","360"
"2015 - 2016","All","25 - 29","Wales","Male","All","375"
"2016 - 2017","All","25 - 29","Wales","Male","All","310"
"2017 - 2018","All","25 - 29","Wales","Male","All","325"
"2018 - 2019","All","25 - 29","Wales","Male","All","360"
"2019 - 2020","All","25 - 29","Wales","Male","All","325"
"2020 - 2021","All","25 - 29","Wales","Male","All","315"
"2021 - 2022","All","25 - 29","Wales","Male","All","335"
"2022 - 2023","All","25 - 29","Wales","Male","All","325"
"2023 - 2024","All","25 - 29","Wales","Male","All","300"
"2006 - 2007","All","30 - 34","Wales","Male","All","120"
"2007 - 2008","All","30 - 34","Wales","Male","All","135"
"2008 - 2009","All","30 - 34","Wales","Male","All","150"
"2009 - 2010","All","30 - 34","Wales","Male","All","200"
"2010 - 2011","All","30 - 34","Wales","Male","All","155"
"2011 - 2012","All","30 - 34","Wales","Male","All","160"
"2012 - 2013","All","30 - 34","Wales","Male","All","180"
"2013 - 2014","All","30 - 34","Wales","Male","All","170"
"2014 - 2015","All","30 - 34","Wales","Male","All","170"
"2015 - 2016","All","30 - 34","Wales","Male","All","140"
"2016 - 2017","All","30 - 34","Wales","Male","All","165"
"2017 - 2018","All","30 - 34","Wales","Male","All","170"
"2018 - 2019","All","30 - 34","Wales","Male","All","160"
"2019 - 2020","All","30 - 34","Wales","Male","All","155"
"2020 - 2021","All","30 - 34","Wales","Male","All","165"
"2021 - 2022","All","30 - 34","Wales","Male","All","145"
"2022 - 2023","All","30 - 34","Wales","Male","All","160"
"2023 - 2024","All","30 - 34","Wales","Male","All","140"
"2006 - 2007","All","35 and over","Wales","Male","All","205"
"2007 - 2008","All","35 and over","Wales","Male","All","210"
"2008 - 2009","All","35 and over","Wales","Male","All","255"
"2009 - 2010","All","35 and over","Wales","Male","All","325"
"2010 - 2011","All","35 and over","Wales","Male","All","255"
"2011 - 2012","All","35 and over","Wales","Male","All","225"
"2012 - 2013","All","35 and over","Wales","Male","All","225"
"2013 - 2014","All","35 and over","Wales","Male","All","255"
"2014 - 2015","All","35 and over","Wales","Male","All","260"
"2015 - 2016","All","35 and over","Wales","Male","All","220"
"2016 - 2017","All","35 and over","Wales","Male","All","200"
"2017 - 2018","All","35 and over","Wales","Male","All","260"
"2018 - 2019","All","35 and over","Wales","Male","All","265"
"2019 - 2020","All","35 and over","Wales","Male","All","280"
"2020 - 2021","All","35 and over","Wales","Male","All","255"
"2021 - 2022","All","35 and over","Wales","Male","All","175"
"2022 - 2023","All","35 and over","Wales","Male","All","250"
"2023 - 2024","All","35 and over","Wales","Male","All","185"
"2006 - 2007","All","17 and under","Not EU","Male","All","635"
"2007 - 2008","All","17 and under","Not EU","Male","All","765"
"2008 - 2009","All","17 and under","Not EU","Male","All","805"
"2009 - 2010","All","17 and under","Not EU","Male","All","840"
"2010 - 2011","All","17 and under","Not EU","Male","All","850"
"2011 - 2012","All","17 and under","Not EU","Male","All","835"
"2012 - 2013","All","17 and under","Not EU","Male","All","980"
"2013 - 2014","All","17 and under","Not EU","Male","All","1120"
"2014 - 2015","All","17 and under","Not EU","Male","All","1230"
"2015 - 2016","All","17 and under","Not EU","Male","All","1195"
"2016 - 2017","All","17 and under","Not EU","Male","All","1165"
"2017 - 2018","All","17 and under","Not EU","Male","All","1350"
"2018 - 2019","All","17 and under","Not EU","Male","All","1560"
"2019 - 2020","All","17 and under","Not EU","Male","All","1520"
"2020 - 2021","All","17 and under","Not EU","Male","All","1760"
"2021 - 2022","All","17 and under","Not EU","Male","All","1910"
"2022 - 2023","All","17 and under","Not EU","Male","All","2005"
"2023 - 2024","All","17 and under","Not EU","Male","All","1925"
"2006 - 2007","All","18","Not EU","Male","All","3195"
"2007 - 2008","All","18","Not EU","Male","All","3610"
"2008 - 2009","All","18","Not EU","Male","All","3795"
"2009 - 2010","All","18","Not EU","Male","All","4065"
"2010 - 2011","All","18","Not EU","Male","All","4315"
"2011 - 2012","All","18","Not EU","Male","All","4515"
"2012 - 2013","All","18","Not EU","Male","All","4725"
"2013 - 2014","All","18","Not EU","Male","All","5210"
"2014 - 2015","All","18","Not EU","Male","All","5425"
"2015 - 2016","All","18","Not EU","Male","All","5865"
"2016 - 2017","All","18","Not EU","Male","All","5970"
"2017 - 2018","All","18","Not EU","Male","All","6345"
"2018 - 2019","All","18","Not EU","Male","All","7230"
"2019 - 2020","All","18","Not EU","Male","All","8025"
"2020 - 2021","All","18","Not EU","Male","All","8790"
"2021 - 2022","All","18","Not EU","Male","All","9760"
"2022 - 2023","All","18","Not EU","Male","All","10325"
"2023 - 2024","All","18","Not EU","Male","All","10255"
"2006 - 2007","All","19","Not EU","Male","All","3230"
"2007 - 2008","All","19","Not EU","Male","All","3535"
"2008 - 2009","All","19","Not EU","Male","All","3930"
"2009 - 2010","All","19","Not EU","Male","All","4285"
"2010 - 2011","All","19","Not EU","Male","All","4435"
"2011 - 2012","All","19","Not EU","Male","All","4250"
"2012 - 2013","All","19","Not EU","Male","All","4240"
"2013 - 2014","All","19","Not EU","Male","All","4550"
"2014 - 2015","All","19","Not EU","Male","All","4680"
"2015 - 2016","All","19","Not EU","Male","All","4650"
"2016 - 2017","All","19","Not EU","Male","All","4645"
"2017 - 2018","All","19","Not EU","Male","All","4900"
"2018 - 2019","All","19","Not EU","Male","All","5020"
"2019 - 2020","All","19","Not EU","Male","All","5645"
"2020 - 2021","All","19","Not EU","Male","All","6285"
"2021 - 2022","All","19","Not EU","Male","All","6515"
"2022 - 2023","All","19","Not EU","Male","All","6805"
"2023 - 2024","All","19","Not EU","Male","All","6675"
"2006 - 2007","All","20","Not EU","Male","All","2135"
"2007 - 2008","All","20","Not EU","Male","All","2280"
"2008 - 2009","All","20","Not EU","Male","All","2665"
"2009 - 2010","All","20","Not EU","Male","All","2915"
"2010 - 2011","All","20","Not EU","Male","All","3290"
"2011 - 2012","All","20","Not EU","Male","All","2895"
"2012 - 2013","All","20","Not EU","Male","All","2840"
"2013 - 2014","All","20","Not EU","Male","All","2950"
"2014 - 2015","All","20","Not EU","Male","All","2960"
"2015 - 2016","All","20","Not EU","Male","All","2790"
"2016 - 2017","All","20","Not EU","Male","All","2815"
"2017 - 2018","All","20","Not EU","Male","All","2840"
"2018 - 2019","All","20","Not EU","Male","All","2685"
"2019 - 2020","All","20","Not EU","Male","All","2820"
"2020 - 2021","All","20","Not EU","Male","All","3315"
"2021 - 2022","All","20","Not EU","Male","All","3765"
"2022 - 2023","All","20","Not EU","Male","All","4245"
"2023 - 2024","All","20","Not EU","Male","All","4175"
"2006 - 2007","All","21 - 24","Not EU","Male","All","3430"
"2007 - 2008","All","21 - 24","Not EU","Male","All","3680"
"2008 - 2009","All","21 - 24","Not EU","Male","All","3855"
"2009 - 2010","All","21 - 24","Not EU","Male","All","4250"
"2010 - 2011","All","21 - 24","Not EU","Male","All","5020"
"2011 - 2012","All","21 - 24","Not EU","Male","All","4070"
"2012 - 2013","All","21 - 24","Not EU","Male","All","3640"
"2013 - 2014","All","21 - 24","Not EU","Male","All","3500"
"2014 - 2015","All","21 - 24","Not EU","Male","All","3260"
"2015 - 2016","All","21 - 24","Not EU","Male","All","3115"
"2016 - 2017","All","21 - 24","Not EU","Male","All","2880"
"2017 - 2018","All","21 - 24","Not EU","Male","All","2725"
"2018 - 2019","All","21 - 24","Not EU","Male","All","2705"
"2019 - 2020","All","21 - 24","Not EU","Male","All","2670"
"2020 - 2021","All","21 - 24","Not EU","Male","All","3135"
"2021 - 2022","All","21 - 24","Not EU","Male","All","3900"
"2022 - 2023","All","21 - 24","Not EU","Male","All","4890"
"2023 - 2024","All","21 - 24","Not EU","Male","All","5370"
"2006 - 2007","All","25 - 29","Not EU","Male","All","1230"
"2007 - 2008","All","25 - 29","Not EU","Male","All","1355"
"2008 - 2009","All","25 - 29","Not EU","Male","All","1245"
"2009 - 2010","All","25 - 29","Not EU","Male","All","1140"
"2010 - 2011","All","25 - 29","Not EU","Male","All","1150"
"2011 - 2012","All","25 - 29","Not EU","Male","All","795"
"2012 - 2013","All","25 - 29","Not EU","Male","All","660"
"2013 - 2014","All","25 - 29","Not EU","Male","All","615"
"2014 - 2015","All","25 - 29","Not EU","Male","All","580"
"2015 - 2016","All","25 - 29","Not EU","Male","All","570"
"2016 - 2017","All","25 - 29","Not EU","Male","All","535"
"2017 - 2018","All","25 - 29","Not EU","Male","All","535"
"2018 - 2019","All","25 - 29","Not EU","Male","All","470"
"2019 - 2020","All","25 - 29","Not EU","Male","All","495"
"2020 - 2021","All","25 - 29","Not EU","Male","All","605"
"2021 - 2022","All","25 - 29","Not EU","Male","All","695"
"2022 - 2023","All","25 - 29","Not EU","Male","All","1135"
"2023 - 2024","All","25 - 29","Not EU","Male","All","970"
"2006 - 2007","All","30 - 34","Not EU","Male","All","430"
"2007 - 2008","All","30 - 34","Not EU","Male","All","455"
"2008 - 2009","All","30 - 34","Not EU","Male","All","405"
"2009 - 2010","All","30 - 34","Not EU","Male","All","375"
"2010 - 2011","All","30 - 34","Not EU","Male","All","395"
"2011 - 2012","All","30 - 34","Not EU","Male","All","275"
"2012 - 2013","All","30 - 34","Not EU","Male","All","190"
"2013 - 2014","All","30 - 34","Not EU","Male","All","150"
"2014 - 2015","All","30 - 34","Not EU","Male","All","200"
"2015 - 2016","All","30 - 34","Not EU","Male","All","160"
"2016 - 2017","All","30 - 34","Not EU","Male","All","140"
"2017 - 2018","All","30 - 34","Not EU","Male","All","135"
"2018 - 2019","All","30 - 34","Not EU","Male","All","120"
"2019 - 2020","All","30 - 34","Not EU","Male","All","150"
"2020 - 2021","All","30 - 34","Not EU","Male","All","205"
"2021 - 2022","All","30 - 34","Not EU","Male","All","225"
"2022 - 2023","All","30 - 34","Not EU","Male","All","595"
"2023 - 2024","All","30 - 34","Not EU","Male","All","410"
"2006 - 2007","All","35 and over","Not EU","Male","All","260"
"2007 - 2008","All","35 and over","Not EU","Male","All","290"
"2008 - 2009","All","35 and over","Not EU","Male","All","255"
"2009 - 2010","All","35 and over","Not EU","Male","All","270"
"2010 - 2011","All","35 and over","Not EU","Male","All","265"
"2011 - 2012","All","35 and over","Not EU","Male","All","140"
"2012 - 2013","All","35 and over","Not EU","Male","All","120"
"2013 - 2014","All","35 and over","Not EU","Male","All","120"
"2014 - 2015","All","35 and over","Not EU","Male","All","115"
"2015 - 2016","All","35 and over","Not EU","Male","All","95"
"2016 - 2017","All","35 and over","Not EU","Male","All","130"
"2017 - 2018","All","35 and over","Not EU","Male","All","165"
"2018 - 2019","All","35 and over","Not EU","Male","All","100"
"2019 - 2020","All","35 and over","Not EU","Male","All","115"
"2020 - 2021","All","35 and over","Not EU","Male","All","230"
"2021 - 2022","All","35 and over","Not EU","Male","All","245"
"2022 - 2023","All","35 and over","Not EU","Male","All","860"
"2023 - 2024","All","35 and over","Not EU","Male","All","480"
"2006 - 2007","All","17 and under","EU (excluding UK)","Male","All","475"
"2007 - 2008","All","17 and under","EU (excluding UK)","Male","All","580"
"2008 - 2009","All","17 and under","EU (excluding UK)","Male","All","470"
"2009 - 2010","All","17 and under","EU (excluding UK)","Male","All","565"
"2010 - 2011","All","17 and under","EU (excluding UK)","Male","All","525"
"2011 - 2012","All","17 and under","EU (excluding UK)","Male","All","575"
"2012 - 2013","All","17 and under","EU (excluding UK)","Male","All","540"
"2013 - 2014","All","17 and under","EU (excluding UK)","Male","All","655"
"2014 - 2015","All","17 and under","EU (excluding UK)","Male","All","705"
"2015 - 2016","All","17 and under","EU (excluding UK)","Male","All","835"
"2016 - 2017","All","17 and under","EU (excluding UK)","Male","All","885"
"2017 - 2018","All","17 and under","EU (excluding UK)","Male","All","925"
"2018 - 2019","All","17 and under","EU (excluding UK)","Male","All","985"
"2019 - 2020","All","17 and under","EU (excluding UK)","Male","All","1005"
"2020 - 2021","All","17 and under","EU (excluding UK)","Male","All","1090"
"2021 - 2022","All","17 and under","EU (excluding UK)","Male","All","580"
"2022 - 2023","All","17 and under","EU (excluding UK)","Male","All","455"
"2023 - 2024","All","17 and under","EU (excluding UK)","Male","All","425"
"2006 - 2007","All","18","EU (excluding UK)","Male","All","1735"
"2007 - 2008","All","18","EU (excluding UK)","Male","All","2065"
"2008 - 2009","All","18","EU (excluding UK)","Male","All","2265"
"2009 - 2010","All","18","EU (excluding UK)","Male","All","2505"
"2010 - 2011","All","18","EU (excluding UK)","Male","All","2865"
"2011 - 2012","All","18","EU (excluding UK)","Male","All","3060"
"2012 - 2013","All","18","EU (excluding UK)","Male","All","3030"
"2013 - 2014","All","18","EU (excluding UK)","Male","All","3210"
"2014 - 2015","All","18","EU (excluding UK)","Male","All","3470"
"2015 - 2016","All","18","EU (excluding UK)","Male","All","4050"
"2016 - 2017","All","18","EU (excluding UK)","Male","All","4340"
"2017 - 2018","All","18","EU (excluding UK)","Male","All","4350"
"2018 - 2019","All","18","EU (excluding UK)","Male","All","4500"
"2019 - 2020","All","18","EU (excluding UK)","Male","All","4410"
"2020 - 2021","All","18","EU (excluding UK)","Male","All","4725"
"2021 - 2022","All","18","EU (excluding UK)","Male","All","2385"
"2022 - 2023","All","18","EU (excluding UK)","Male","All","2145"
"2023 - 2024","All","18","EU (excluding UK)","Male","All","2010"
"2006 - 2007","All","19","EU (excluding UK)","Male","All","1570"
"2007 - 2008","All","19","EU (excluding UK)","Male","All","2005"
"2008 - 2009","All","19","EU (excluding UK)","Male","All","2310"
"2009 - 2010","All","19","EU (excluding UK)","Male","All","2845"
"2010 - 2011","All","19","EU (excluding UK)","Male","All","3245"
"2011 - 2012","All","19","EU (excluding UK)","Male","All","3700"
"2012 - 2013","All","19","EU (excluding UK)","Male","All","3025"
"2013 - 2014","All","19","EU (excluding UK)","Male","All","3215"
"2014 - 2015","All","19","EU (excluding UK)","Male","All","3305"
"2015 - 2016","All","19","EU (excluding UK)","Male","All","3640"
"2016 - 2017","All","19","EU (excluding UK)","Male","All","3930"
"2017 - 2018","All","19","EU (excluding UK)","Male","All","3930"
"2018 - 2019","All","19","EU (excluding UK)","Male","All","3895"
"2019 - 2020","All","19","EU (excluding UK)","Male","All","3960"
"2020 - 2021","All","19","EU (excluding UK)","Male","All","4000"
"2021 - 2022","All","19","EU (excluding UK)","Male","All","1340"
"2022 - 2023","All","19","EU (excluding UK)","Male","All","1090"
"2023 - 2024","All","19","EU (excluding UK)","Male","All","1095"
"2006 - 2007","All","20","EU (excluding UK)","Male","All","1355"
"2007 - 2008","All","20","EU (excluding UK)","Male","All","1525"
"2008 - 2009","All","20","EU (excluding UK)","Male","All","1620"
"2009 - 2010","All","20","EU (excluding UK)","Male","All","1835"
"2010 - 2011","All","20","EU (excluding UK)","Male","All","1775"
"2011 - 2012","All","20","EU (excluding UK)","Male","All","1795"
"2012 - 2013","All","20","EU (excluding UK)","Male","All","1435"
"2013 - 2014","All","20","EU (excluding UK)","Male","All","1480"
"2014 - 2015","All","20","EU (excluding UK)","Male","All","1675"
"2015 - 2016","All","20","EU (excluding UK)","Male","All","1655"
"2016 - 2017","All","20","EU (excluding UK)","Male","All","1715"
"2017 - 2018","All","20","EU (excluding UK)","Male","All","1815"
"2018 - 2019","All","20","EU (excluding UK)","Male","All","1510"
"2019 - 2020","All","20","EU (excluding UK)","Male","All","1535"
"2020 - 2021","All","20","EU (excluding UK)","Male","All","1465"
"2021 - 2022","All","20","EU (excluding UK)","Male","All","495"
"2022 - 2023","All","20","EU (excluding UK)","Male","All","390"
"2023 - 2024","All","20","EU (excluding UK)","Male","All","365"
"2006 - 2007","All","21 - 24","EU (excluding UK)","Male","All","2435"
"2007 - 2008","All","21 - 24","EU (excluding UK)","Male","All","2570"
"2008 - 2009","All","21 - 24","EU (excluding UK)","Male","All","2490"
"2009 - 2010","All","21 - 24","EU (excluding UK)","Male","All","2610"
"2010 - 2011","All","21 - 24","EU (excluding UK)","Male","All","2490"
"2011 - 2012","All","21 - 24","EU (excluding UK)","Male","All","2315"
"2012 - 2013","All","21 - 24","EU (excluding UK)","Male","All","1695"
"2013 - 2014","All","21 - 24","EU (excluding UK)","Male","All","1660"
"2014 - 2015","All","21 - 24","EU (excluding UK)","Male","All","1685"
"2015 - 2016","All","21 - 24","EU (excluding UK)","Male","All","1685"
"2016 - 2017","All","21 - 24","EU (excluding UK)","Male","All","1775"
"2017 - 2018","All","21 - 24","EU (excluding UK)","Male","All","1575"
"2018 - 2019","All","21 - 24","EU (excluding UK)","Male","All","1595"
"2019 - 2020","All","21 - 24","EU (excluding UK)","Male","All","1475"
"2020 - 2021","All","21 - 24","EU (excluding UK)","Male","All","1390"
"2021 - 2022","All","21 - 24","EU (excluding UK)","Male","All","635"
"2022 - 2023","All","21 - 24","EU (excluding UK)","Male","All","380"
"2023 - 2024","All","21 - 24","EU (excluding UK)","Male","All","335"
"2006 - 2007","All","25 - 29","EU (excluding UK)","Male","All","560"
"2007 - 2008","All","25 - 29","EU (excluding UK)","Male","All","575"
"2008 - 2009","All","25 - 29","EU (excluding UK)","Male","All","560"
"2009 - 2010","All","25 - 29","EU (excluding UK)","Male","All","550"
"2010 - 2011","All","25 - 29","EU (excluding UK)","Male","All","565"
"2011 - 2012","All","25 - 29","EU (excluding UK)","Male","All","520"
"2012 - 2013","All","25 - 29","EU (excluding UK)","Male","All","395"
"2013 - 2014","All","25 - 29","EU (excluding UK)","Male","All","380"
"2014 - 2015","All","25 - 29","EU (excluding UK)","Male","All","315"
"2015 - 2016","All","25 - 29","EU (excluding UK)","Male","All","370"
"2016 - 2017","All","25 - 29","EU (excluding UK)","Male","All","395"
"2017 - 2018","All","25 - 29","EU (excluding UK)","Male","All","355"
"2018 - 2019","All","25 - 29","EU (excluding UK)","Male","All","440"
"2019 - 2020","All","25 - 29","EU (excluding UK)","Male","All","370"
"2020 - 2021","All","25 - 29","EU (excluding UK)","Male","All","380"
"2021 - 2022","All","25 - 29","EU (excluding UK)","Male","All","350"
"2022 - 2023","All","25 - 29","EU (excluding UK)","Male","All","80"
"2023 - 2024","All","25 - 29","EU (excluding UK)","Male","All","50"
"2006 - 2007","All","30 - 34","EU (excluding UK)","Male","All","95"
"2007 - 2008","All","30 - 34","EU (excluding UK)","Male","All","110"
"2008 - 2009","All","30 - 34","EU (excluding UK)","Male","All","105"
"2009 - 2010","All","30 - 34","EU (excluding UK)","Male","All","110"
"2010 - 2011","All","30 - 34","EU (excluding UK)","Male","All","140"
"2011 - 2012","All","30 - 34","EU (excluding UK)","Male","All","125"
"2012 - 2013","All","30 - 34","EU (excluding UK)","Male","All","100"
"2013 - 2014","All","30 - 34","EU (excluding UK)","Male","All","105"
"2014 - 2015","All","30 - 34","EU (excluding UK)","Male","All","80"
"2015 - 2016","All","30 - 34","EU (excluding UK)","Male","All","70"
"2016 - 2017","All","30 - 34","EU (excluding UK)","Male","All","85"
"2017 - 2018","All","30 - 34","EU (excluding UK)","Male","All","80"
"2018 - 2019","All","30 - 34","EU (excluding UK)","Male","All","125"
"2019 - 2020","All","30 - 34","EU (excluding UK)","Male","All","90"
"2020 - 2021","All","30 - 34","EU (excluding UK)","Male","All","150"
"2021 - 2022","All","30 - 34","EU (excluding UK)","Male","All","250"
"2022 - 2023","All","30 - 34","EU (excluding UK)","Male","All","25"
"2023 - 2024","All","30 - 34","EU (excluding UK)","Male","All","20"
"2006 - 2007","All","35 and over","EU (excluding UK)","Male","All","55"
"2007 - 2008","All","35 and over","EU (excluding UK)","Male","All","80"
"2008 - 2009","All","35 and over","EU (excluding UK)","Male","All","80"
"2009 - 2010","All","35 and over","EU (excluding UK)","Male","All","80"
"2010 - 2011","All","35 and over","EU (excluding UK)","Male","All","85"
"2011 - 2012","All","35 and over","EU (excluding UK)","Male","All","65"
"2012 - 2013","All","35 and over","EU (excluding UK)","Male","All","65"
"2013 - 2014","All","35 and over","EU (excluding UK)","Male","All","70"
"2014 - 2015","All","35 and over","EU (excluding UK)","Male","All","60"
"2015 - 2016","All","35 and over","EU (excluding UK)","Male","All","60"
"2016 - 2017","All","35 and over","EU (excluding UK)","Male","All","60"
"2017 - 2018","All","35 and over","EU (excluding UK)","Male","All","65"
"2018 - 2019","All","35 and over","EU (excluding UK)","Male","All","105"
"2019 - 2020","All","35 and over","EU (excluding UK)","Male","All","85"
"2020 - 2021","All","35 and over","EU (excluding UK)","Male","All","125"
"2021 - 2022","All","35 and over","EU (excluding UK)","Male","All","515"
"2022 - 2023","All","35 and over","EU (excluding UK)","Male","All","20"
"2023 - 2024","All","35 and over","EU (excluding UK)","Male","All","15"
"2006 - 2007","London","All","Northern Ireland","Female","All","90"
"2006 - 2007","South East","All","Northern Ireland","Female","All","85"
"2006 - 2007","Scotland","All","Northern Ireland","Female","All","635"
"2006 - 2007","Wales","All","Northern Ireland","Female","All","65"
"2006 - 2007","West Midlands","All","Northern Ireland","Female","All","50"
"2006 - 2007","Northern Ireland","All","Northern Ireland","Female","All","4395"
"2006 - 2007","East of England","All","Northern Ireland","Female","All","55"
"2006 - 2007","South West","All","Northern Ireland","Female","All","60"
"2006 - 2007","Yorkshire and the Humber","All","Northern Ireland","Female","All","95"
"2006 - 2007","North East","All","Northern Ireland","Female","All","270"
