"Entry year","Tariff group of provider","Age group","Domicile","Gender","Main scheme application","Accepted applicants"
"2020 - 2021","Higher tariff","25 - 29","EU (excluding UK)","All","All","120"
"2020 - 2021","Medium tariff","25 - 29","EU (excluding UK)","All","All","230"
"2021 - 2022","Lower tariff","25 - 29","EU (excluding UK)","All","All","585"
"2021 - 2022","Higher tariff","25 - 29","EU (excluding UK)","All","All","45"
"2021 - 2022","Medium tariff","25 - 29","EU (excluding UK)","All","All","70"
"2022 - 2023","Lower tariff","25 - 29","EU (excluding UK)","All","All","100"
"2022 - 2023","Higher tariff","25 - 29","EU (excluding UK)","All","All","30"
"2022 - 2023","Medium tariff","25 - 29","EU (excluding UK)","All","All","50"
"2023 - 2024","Lower tariff","25 - 29","EU (excluding UK)","All","All","70"
"2023 - 2024","Higher tariff","25 - 29","EU (excluding UK)","All","All","25"
"2023 - 2024","Medium tariff","25 - 29","EU (excluding UK)","All","All","35"
"2006 - 2007","Lower tariff","30 - 34","EU (excluding UK)","All","All","85"
"2006 - 2007","Higher tariff","30 - 34","EU (excluding UK)","All","All","25"
"2006 - 2007","Medium tariff","30 - 34","EU (excluding UK)","All","All","70"
"2007 - 2008","Lower tariff","30 - 34","EU (excluding UK)","All","All","95"
"2007 - 2008","Higher tariff","30 - 34","EU (excluding UK)","All","All","30"
"2007 - 2008","Medium tariff","30 - 34","EU (excluding UK)","All","All","85"
"2008 - 2009","Lower tariff","30 - 34","EU (excluding UK)","All","All","90"
"2008 - 2009","Higher tariff","30 - 34","EU (excluding UK)","All","All","30"
"2008 - 2009","Medium tariff","30 - 34","EU (excluding UK)","All","All","80"
"2009 - 2010","Lower tariff","30 - 34","EU (excluding UK)","All","All","100"
"2009 - 2010","Higher tariff","30 - 34","EU (excluding UK)","All","All","30"
"2009 - 2010","Medium tariff","30 - 34","EU (excluding UK)","All","All","65"
"2010 - 2011","Lower tariff","30 - 34","EU (excluding UK)","All","All","115"
"2010 - 2011","Higher tariff","30 - 34","EU (excluding UK)","All","All","30"
"2010 - 2011","Medium tariff","30 - 34","EU (excluding UK)","All","All","95"
"2011 - 2012","Lower tariff","30 - 34","EU (excluding UK)","All","All","115"
"2011 - 2012","Higher tariff","30 - 34","EU (excluding UK)","All","All","30"
"2011 - 2012","Medium tariff","30 - 34","EU (excluding UK)","All","All","75"
"2012 - 2013","Lower tariff","30 - 34","EU (excluding UK)","All","All","95"
"2012 - 2013","Higher tariff","30 - 34","EU (excluding UK)","All","All","30"
"2012 - 2013","Medium tariff","30 - 34","EU (excluding UK)","All","All","60"
"2013 - 2014","Lower tariff","30 - 34","EU (excluding UK)","All","All","100"
"2013 - 2014","Higher tariff","30 - 34","EU (excluding UK)","All","All","30"
"2013 - 2014","Medium tariff","30 - 34","EU (excluding UK)","All","All","65"
"2014 - 2015","Lower tariff","30 - 34","EU (excluding UK)","All","All","75"
"2014 - 2015","Higher tariff","30 - 34","EU (excluding UK)","All","All","25"
"2014 - 2015","Medium tariff","30 - 34","EU (excluding UK)","All","All","45"
"2015 - 2016","Lower tariff","30 - 34","EU (excluding UK)","All","All","75"
"2015 - 2016","Higher tariff","30 - 34","EU (excluding UK)","All","All","25"
"2015 - 2016","Medium tariff","30 - 34","EU (excluding UK)","All","All","60"
"2016 - 2017","Lower tariff","30 - 34","EU (excluding UK)","All","All","70"
"2016 - 2017","Higher tariff","30 - 34","EU (excluding UK)","All","All","20"
"2016 - 2017","Medium tariff","30 - 34","EU (excluding UK)","All","All","55"
"2017 - 2018","Lower tariff","30 - 34","EU (excluding UK)","All","All","90"
"2017 - 2018","Higher tariff","30 - 34","EU (excluding UK)","All","All","10"
"2017 - 2018","Medium tariff","30 - 34","EU (excluding UK)","All","All","50"
"2018 - 2019","Lower tariff","30 - 34","EU (excluding UK)","All","All","165"
"2018 - 2019","Higher tariff","30 - 34","EU (excluding UK)","All","All","20"
"2018 - 2019","Medium tariff","30 - 34","EU (excluding UK)","All","All","45"
"2019 - 2020","Lower tariff","30 - 34","EU (excluding UK)","All","All","145"
"2019 - 2020","Higher tariff","30 - 34","EU (excluding UK)","All","All","30"
"2019 - 2020","Medium tariff","30 - 34","EU (excluding UK)","All","All","40"
"2020 - 2021","Lower tariff","30 - 34","EU (excluding UK)","All","All","230"
"2020 - 2021","Higher tariff","30 - 34","EU (excluding UK)","All","All","30"
"2020 - 2021","Medium tariff","30 - 34","EU (excluding UK)","All","All","40"
"2021 - 2022","Lower tariff","30 - 34","EU (excluding UK)","All","All","495"
"2021 - 2022","Higher tariff","30 - 34","EU (excluding UK)","All","All","15"
"2021 - 2022","Medium tariff","30 - 34","EU (excluding UK)","All","All","15"
"2022 - 2023","Lower tariff","30 - 34","EU (excluding UK)","All","All","30"
"2022 - 2023","Higher tariff","30 - 34","EU (excluding UK)","All","All","5"
"2022 - 2023","Medium tariff","30 - 34","EU (excluding UK)","All","All","20"
"2023 - 2024","Lower tariff","30 - 34","EU (excluding UK)","All","All","20"
"2023 - 2024","Higher tariff","30 - 34","EU (excluding UK)","All","All","5"
"2023 - 2024","Medium tariff","30 - 34","EU (excluding UK)","All","All","15"
"2006 - 2007","Lower tariff","35 and over","EU (excluding UK)","All","All","55"
"2006 - 2007","Higher tariff","35 and over","EU (excluding UK)","All","All","10"
"2006 - 2007","Medium tariff","35 and over","EU (excluding UK)","All","All","30"
"2007 - 2008","Lower tariff","35 and over","EU (excluding UK)","All","All","60"
"2007 - 2008","Higher tariff","35 and over","EU (excluding UK)","All","All","10"
"2007 - 2008","Medium tariff","35 and over","EU (excluding UK)","All","All","45"
"2008 - 2009","Lower tariff","35 and over","EU (excluding UK)","All","All","65"
"2008 - 2009","Higher tariff","35 and over","EU (excluding UK)","All","All","25"
"2008 - 2009","Medium tariff","35 and over","EU (excluding UK)","All","All","45"
"2009 - 2010","Lower tariff","35 and over","EU (excluding UK)","All","All","70"
"2009 - 2010","Higher tariff","35 and over","EU (excluding UK)","All","All","25"
"2009 - 2010","Medium tariff","35 and over","EU (excluding UK)","All","All","40"
"2010 - 2011","Lower tariff","35 and over","EU (excluding UK)","All","All","90"
"2010 - 2011","Higher tariff","35 and over","EU (excluding UK)","All","All","20"
"2010 - 2011","Medium tariff","35 and over","EU (excluding UK)","All","All","50"
"2011 - 2012","Lower tariff","35 and over","EU (excluding UK)","All","All","75"
"2011 - 2012","Higher tariff","35 and over","EU (excluding UK)","All","All","15"
"2011 - 2012","Medium tariff","35 and over","EU (excluding UK)","All","All","40"
"2012 - 2013","Lower tariff","35 and over","EU (excluding UK)","All","All","95"
"2012 - 2013","Higher tariff","35 and over","EU (excluding UK)","All","All","20"
"2012 - 2013","Medium tariff","35 and over","EU (excluding UK)","All","All","30"
"2013 - 2014","Lower tariff","35 and over","EU (excluding UK)","All","All","70"
"2013 - 2014","Higher tariff","35 and over","EU (excluding UK)","All","All","10"
"2013 - 2014","Medium tariff","35 and over","EU (excluding UK)","All","All","40"
"2014 - 2015","Lower tariff","35 and over","EU (excluding UK)","All","All","95"
"2014 - 2015","Higher tariff","35 and over","EU (excluding UK)","All","All","5"
"2014 - 2015","Medium tariff","35 and over","EU (excluding UK)","All","All","35"
"2015 - 2016","Lower tariff","35 and over","EU (excluding UK)","All","All","75"
"2015 - 2016","Higher tariff","35 and over","EU (excluding UK)","All","All","20"
"2015 - 2016","Medium tariff","35 and over","EU (excluding UK)","All","All","35"
"2016 - 2017","Lower tariff","35 and over","EU (excluding UK)","All","All","80"
"2016 - 2017","Higher tariff","35 and over","EU (excluding UK)","All","All","15"
"2016 - 2017","Medium tariff","35 and over","EU (excluding UK)","All","All","40"
"2017 - 2018","Lower tariff","35 and over","EU (excluding UK)","All","All","80"
"2017 - 2018","Higher tariff","35 and over","EU (excluding UK)","All","All","15"
"2017 - 2018","Medium tariff","35 and over","EU (excluding UK)","All","All","35"
"2018 - 2019","Lower tariff","35 and over","EU (excluding UK)","All","All","170"
"2018 - 2019","Higher tariff","35 and over","EU (excluding UK)","All","All","15"
"2018 - 2019","Medium tariff","35 and over","EU (excluding UK)","All","All","35"
"2019 - 2020","Lower tariff","35 and over","EU (excluding UK)","All","All","150"
"2019 - 2020","Higher tariff","35 and over","EU (excluding UK)","All","All","20"
"2019 - 2020","Medium tariff","35 and over","EU (excluding UK)","All","All","30"
"2020 - 2021","Lower tariff","35 and over","EU (excluding UK)","All","All","260"
"2020 - 2021","Higher tariff","35 and over","EU (excluding UK)","All","All","10"
"2020 - 2021","Medium tariff","35 and over","EU (excluding UK)","All","All","45"
"2021 - 2022","Lower tariff","35 and over","EU (excluding UK)","All","All","925"
"2021 - 2022","Higher tariff","35 and over","EU (excluding UK)","All","All","5"
"2021 - 2022","Medium tariff","35 and over","EU (excluding UK)","All","All","30"
"2022 - 2023","Lower tariff","35 and over","EU (excluding UK)","All","All","40"
"2022 - 2023","Higher tariff","35 and over","EU (excluding UK)","All","All","5"
"2022 - 2023","Medium tariff","35 and over","EU (excluding UK)","All","All","5"
"2023 - 2024","Lower tariff","35 and over","EU (excluding UK)","All","All","30"
"2023 - 2024","Higher tariff","35 and over","EU (excluding UK)","All","All","5"
"2023 - 2024","Medium tariff","35 and over","EU (excluding UK)","All","All","10"
"2006 - 2007","All","17 and under","Northern Ireland","All","All","55"
"2007 - 2008","All","17 and under","Northern Ireland","All","All","55"
"2008 - 2009","All","17 and under","Northern Ireland","All","All","40"
"2009 - 2010","All","17 and under","Northern Ireland","All","All","50"
"2010 - 2011","All","17 and under","Northern Ireland","All","All","40"
"2011 - 2012","All","17 and under","Northern Ireland","All","All","40"
"2012 - 2013","All","17 and under","Northern Ireland","All","All","40"
"2013 - 2014","All","17 and under","Northern Ireland","All","All","25"
"2014 - 2015","All","17 and under","Northern Ireland","All","All","20"
"2015 - 2016","All","17 and under","Northern Ireland","All","All","20"
"2016 - 2017","All","17 and under","Northern Ireland","All","All","30"
"2017 - 2018","All","17 and under","Northern Ireland","All","All","20"
"2018 - 2019","All","17 and under","Northern Ireland","All","All","25"
"2019 - 2020","All","17 and under","Northern Ireland","All","All","25"
"2020 - 2021","All","17 and under","Northern Ireland","All","All","25"
"2021 - 2022","All","17 and under","Northern Ireland","All","All","30"
"2022 - 2023","All","17 and under","Northern Ireland","All","All","25"
"2023 - 2024","All","17 and under","Northern Ireland","All","All","25"
"2006 - 2007","All","18","Northern Ireland","All","All","8330"
"2007 - 2008","All","18","Northern Ireland","All","All","8905"
"2008 - 2009","All","18","Northern Ireland","All","All","8875"
"2009 - 2010","All","18","Northern Ireland","All","All","9290"
"2010 - 2011","All","18","Northern Ireland","All","All","8775"
"2011 - 2012","All","18","Northern Ireland","All","All","8760"
"2012 - 2013","All","18","Northern Ireland","All","All","8330"
"2013 - 2014","All","18","Northern Ireland","All","All","8725"
"2014 - 2015","All","18","Northern Ireland","All","All","8410"
"2015 - 2016","All","18","Northern Ireland","All","All","8340"
"2016 - 2017","All","18","Northern Ireland","All","All","8455"
"2017 - 2018","All","18","Northern Ireland","All","All","8310"
"2018 - 2019","All","18","Northern Ireland","All","All","8155"
"2019 - 2020","All","18","Northern Ireland","All","All","7950"
"2020 - 2021","All","18","Northern Ireland","All","All","9085"
"2021 - 2022","All","18","Northern Ireland","All","All","9615"
"2022 - 2023","All","18","Northern Ireland","All","All","9365"
"2023 - 2024","All","18","Northern Ireland","All","All","8860"
"2006 - 2007","All","19","Northern Ireland","All","All","1440"
"2007 - 2008","All","19","Northern Ireland","All","All","1745"
"2008 - 2009","All","19","Northern Ireland","All","All","1850"
"2009 - 2010","All","19","Northern Ireland","All","All","1675"
"2010 - 2011","All","19","Northern Ireland","All","All","1845"
"2011 - 2012","All","19","Northern Ireland","All","All","2215"
"2012 - 2013","All","19","Northern Ireland","All","All","1940"
"2013 - 2014","All","19","Northern Ireland","All","All","2290"
"2014 - 2015","All","19","Northern Ireland","All","All","2325"
"2015 - 2016","All","19","Northern Ireland","All","All","2260"
"2016 - 2017","All","19","Northern Ireland","All","All","2695"
"2017 - 2018","All","19","Northern Ireland","All","All","2490"
"2018 - 2019","All","19","Northern Ireland","All","All","2465"
"2019 - 2020","All","19","Northern Ireland","All","All","2465"
"2020 - 2021","All","19","Northern Ireland","All","All","2430"
"2021 - 2022","All","19","Northern Ireland","All","All","2050"
"2022 - 2023","All","19","Northern Ireland","All","All","1845"
"2023 - 2024","All","19","Northern Ireland","All","All","1770"
"2006 - 2007","All","20","Northern Ireland","All","All","615"
"2007 - 2008","All","20","Northern Ireland","All","All","675"
"2008 - 2009","All","20","Northern Ireland","All","All","795"
"2009 - 2010","All","20","Northern Ireland","All","All","810"
"2010 - 2011","All","20","Northern Ireland","All","All","815"
"2011 - 2012","All","20","Northern Ireland","All","All","910"
"2012 - 2013","All","20","Northern Ireland","All","All","940"
"2013 - 2014","All","20","Northern Ireland","All","All","1080"
"2014 - 2015","All","20","Northern Ireland","All","All","1190"
"2015 - 2016","All","20","Northern Ireland","All","All","1065"
"2016 - 2017","All","20","Northern Ireland","All","All","1130"
"2017 - 2018","All","20","Northern Ireland","All","All","1250"
"2018 - 2019","All","20","Northern Ireland","All","All","1270"
"2019 - 2020","All","20","Northern Ireland","All","All","1195"
"2020 - 2021","All","20","Northern Ireland","All","All","1190"
"2021 - 2022","All","20","Northern Ireland","All","All","1055"
"2022 - 2023","All","20","Northern Ireland","All","All","780"
"2023 - 2024","All","20","Northern Ireland","All","All","730"
"2006 - 2007","All","21 - 24","Northern Ireland","All","All","865"
"2007 - 2008","All","21 - 24","Northern Ireland","All","All","990"
"2008 - 2009","All","21 - 24","Northern Ireland","All","All","1070"
"2009 - 2010","All","21 - 24","Northern Ireland","All","All","1120"
"2010 - 2011","All","21 - 24","Northern Ireland","All","All","1200"
"2011 - 2012","All","21 - 24","Northern Ireland","All","All","1245"
"2012 - 2013","All","21 - 24","Northern Ireland","All","All","1205"
"2013 - 2014","All","21 - 24","Northern Ireland","All","All","1490"
"2014 - 2015","All","21 - 24","Northern Ireland","All","All","1480"
"2015 - 2016","All","21 - 24","Northern Ireland","All","All","1455"
"2016 - 2017","All","21 - 24","Northern Ireland","All","All","1450"
"2017 - 2018","All","21 - 24","Northern Ireland","All","All","1375"
"2018 - 2019","All","21 - 24","Northern Ireland","All","All","1340"
"2019 - 2020","All","21 - 24","Northern Ireland","All","All","1350"
"2020 - 2021","All","21 - 24","Northern Ireland","All","All","1335"
"2021 - 2022","All","21 - 24","Northern Ireland","All","All","1380"
"2022 - 2023","All","21 - 24","Northern Ireland","All","All","1050"
"2023 - 2024","All","21 - 24","Northern Ireland","All","All","925"
"2006 - 2007","All","25 - 29","Northern Ireland","All","All","285"
"2007 - 2008","All","25 - 29","Northern Ireland","All","All","335"
"2008 - 2009","All","25 - 29","Northern Ireland","All","All","325"
"2009 - 2010","All","25 - 29","Northern Ireland","All","All","320"
"2010 - 2011","All","25 - 29","Northern Ireland","All","All","455"
"2011 - 2012","All","25 - 29","Northern Ireland","All","All","460"
"2012 - 2013","All","25 - 29","Northern Ireland","All","All","365"
"2013 - 2014","All","25 - 29","Northern Ireland","All","All","490"
"2014 - 2015","All","25 - 29","Northern Ireland","All","All","485"
"2015 - 2016","All","25 - 29","Northern Ireland","All","All","480"
"2016 - 2017","All","25 - 29","Northern Ireland","All","All","495"
"2017 - 2018","All","25 - 29","Northern Ireland","All","All","405"
"2018 - 2019","All","25 - 29","Northern Ireland","All","All","420"
"2019 - 2020","All","25 - 29","Northern Ireland","All","All","385"
"2020 - 2021","All","25 - 29","Northern Ireland","All","All","380"
"2021 - 2022","All","25 - 29","Northern Ireland","All","All","440"
"2022 - 2023","All","25 - 29","Northern Ireland","All","All","350"
"2023 - 2024","All","25 - 29","Northern Ireland","All","All","285"
"2006 - 2007","All","30 - 34","Northern Ireland","All","All","145"
"2007 - 2008","All","30 - 34","Northern Ireland","All","All","130"
"2008 - 2009","All","30 - 34","Northern Ireland","All","All","150"
"2009 - 2010","All","30 - 34","Northern Ireland","All","All","165"
"2010 - 2011","All","30 - 34","Northern Ireland","All","All","160"
"2011 - 2012","All","30 - 34","Northern Ireland","All","All","175"
"2012 - 2013","All","30 - 34","Northern Ireland","All","All","180"
"2013 - 2014","All","30 - 34","Northern Ireland","All","All","170"
"2014 - 2015","All","30 - 34","Northern Ireland","All","All","215"
"2015 - 2016","All","30 - 34","Northern Ireland","All","All","220"
"2016 - 2017","All","30 - 34","Northern Ireland","All","All","220"
"2017 - 2018","All","30 - 34","Northern Ireland","All","All","205"
"2018 - 2019","All","30 - 34","Northern Ireland","All","All","195"
"2019 - 2020","All","30 - 34","Northern Ireland","All","All","220"
"2020 - 2021","All","30 - 34","Northern Ireland","All","All","200"
"2021 - 2022","All","30 - 34","Northern Ireland","All","All","220"
"2022 - 2023","All","30 - 34","Northern Ireland","All","All","220"
"2023 - 2024","All","30 - 34","Northern Ireland","All","All","175"
"2006 - 2007","All","35 and over","Northern Ireland","All","All","195"
"2007 - 2008","All","35 and over","Northern Ireland","All","All","220"
"2008 - 2009","All","35 and over","Northern Ireland","All","All","255"
"2009 - 2010","All","35 and over","Northern Ireland","All","All","175"
"2010 - 2011","All","35 and over","Northern Ireland","All","All","230"
"2011 - 2012","All","35 and over","Northern Ireland","All","All","215"
"2012 - 2013","All","35 and over","Northern Ireland","All","All","165"
"2013 - 2014","All","35 and over","Northern Ireland","All","All","230"
"2014 - 2015","All","35 and over","Northern Ireland","All","All","270"
"2015 - 2016","All","35 and over","Northern Ireland","All","All","235"
"2016 - 2017","All","35 and over","Northern Ireland","All","All","260"
"2017 - 2018","All","35 and over","Northern Ireland","All","All","235"
"2018 - 2019","All","35 and over","Northern Ireland","All","All","265"
"2019 - 2020","All","35 and over","Northern Ireland","All","All","285"
"2020 - 2021","All","35 and over","Northern Ireland","All","All","305"
"2021 - 2022","All","35 and over","Northern Ireland","All","All","295"
"2022 - 2023","All","35 and over","Northern Ireland","All","All","240"
"2023 - 2024","All","35 and over","Northern Ireland","All","All","265"
"2006 - 2007","All","17 and under","England","All","All","860"
"2007 - 2008","All","17 and under","England","All","All","1190"
"2008 - 2009","All","17 and under","England","All","All","1325"
"2009 - 2010","All","17 and under","England","All","All","1185"
"2010 - 2011","All","17 and under","England","All","All","1025"
"2011 - 2012","All","17 and under","England","All","All","935"
"2012 - 2013","All","17 and under","England","All","All","710"
"2013 - 2014","All","17 and under","England","All","All","785"
"2014 - 2015","All","17 and under","England","All","All","815"
"2015 - 2016","All","17 and under","England","All","All","825"
"2016 - 2017","All","17 and under","England","All","All","810"
"2017 - 2018","All","17 and under","England","All","All","770"
"2018 - 2019","All","17 and under","England","All","All","750"
"2019 - 2020","All","17 and under","England","All","All","710"
"2020 - 2021","All","17 and under","England","All","All","765"
"2021 - 2022","All","17 and under","England","All","All","765"
"2022 - 2023","All","17 and under","England","All","All","955"
"2023 - 2024","All","17 and under","England","All","All","900"
"2006 - 2007","All","18","England","All","All","143350"
"2007 - 2008","All","18","England","All","All","163245"
"2008 - 2009","All","18","England","All","All","173175"
"2009 - 2010","All","18","England","All","All","180245"
"2010 - 2011","All","18","England","All","All","180130"
"2011 - 2012","All","18","England","All","All","195905"
"2012 - 2013","All","18","England","All","All","170905"
"2013 - 2014","All","18","England","All","All","186195"
"2014 - 2015","All","18","England","All","All","190780"
"2015 - 2016","All","18","England","All","All","200495"
"2016 - 2017","All","18","England","All","All","203865"
"2017 - 2018","All","18","England","All","All","206465"
"2018 - 2019","All","18","England","All","All","205805"
"2019 - 2020","All","18","England","All","All","209025"
"2020 - 2021","All","18","England","All","All","221880"
"2021 - 2022","All","18","England","All","All","234465"
"2022 - 2023","All","18","England","All","All","243350"
"2023 - 2024","All","18","England","All","All","232780"
"2006 - 2007","All","19","England","All","All","48390"
"2007 - 2008","All","19","England","All","All","61105"
"2008 - 2009","All","19","England","All","All","66800"
"2009 - 2010","All","19","England","All","All","71210"
"2010 - 2011","All","19","England","All","All","74615"
"2011 - 2012","All","19","England","All","All","79820"
"2012 - 2013","All","19","England","All","All","65460"
"2013 - 2014","All","19","England","All","All","77015"
"2014 - 2015","All","19","England","All","All","79000"
"2015 - 2016","All","19","England","All","All","81195"
"2016 - 2017","All","19","England","All","All","81050"
"2017 - 2018","All","19","England","All","All","77210"
"2018 - 2019","All","19","England","All","All","73890"
"2019 - 2020","All","19","England","All","All","72160"
"2020 - 2021","All","19","England","All","All","69050"
"2021 - 2022","All","19","England","All","All","65765"
"2022 - 2023","All","19","England","All","All","65770"
"2023 - 2024","All","19","England","All","All","65440"
"2006 - 2007","All","20","England","All","All","18410"
"2007 - 2008","All","20","England","All","All","20700"
"2008 - 2009","All","20","England","All","All","25520"
"2009 - 2010","All","20","England","All","All","25965"
"2010 - 2011","All","20","England","All","All","26210"
"2011 - 2012","All","20","England","All","All","27235"
"2012 - 2013","All","20","England","All","All","24320"
"2013 - 2014","All","20","England","All","All","26460"
"2014 - 2015","All","20","England","All","All","28160"
"2015 - 2016","All","20","England","All","All","27680"
"2016 - 2017","All","20","England","All","All","26950"
"2017 - 2018","All","20","England","All","All","26670"
"2018 - 2019","All","20","England","All","All","26560"
"2019 - 2020","All","20","England","All","All","26110"
"2020 - 2021","All","20","England","All","All","26225"
"2021 - 2022","All","20","England","All","All","23985"
"2022 - 2023","All","20","England","All","All","22820"
"2023 - 2024","All","20","England","All","All","22775"
"2006 - 2007","All","21 - 24","England","All","All","25925"
"2007 - 2008","All","21 - 24","England","All","All","29410"
"2008 - 2009","All","21 - 24","England","All","All","34545"
"2009 - 2010","All","21 - 24","England","All","All","37185"
"2010 - 2011","All","21 - 24","England","All","All","36190"
"2011 - 2012","All","21 - 24","England","All","All","36725"
"2012 - 2013","All","21 - 24","England","All","All","33370"
"2013 - 2014","All","21 - 24","England","All","All","36520"
"2014 - 2015","All","21 - 24","England","All","All","38050"
"2015 - 2016","All","21 - 24","England","All","All","38595"
"2016 - 2017","All","21 - 24","England","All","All","36900"
"2017 - 2018","All","21 - 24","England","All","All","35305"
"2018 - 2019","All","21 - 24","England","All","All","36270"
"2019 - 2020","All","21 - 24","England","All","All","35500"
"2020 - 2021","All","21 - 24","England","All","All","38035"
"2021 - 2022","All","21 - 24","England","All","All","35500"
"2022 - 2023","All","21 - 24","England","All","All","33375"
"2023 - 2024","All","21 - 24","England","All","All","28885"
"2006 - 2007","All","25 - 29","England","All","All","11105"
"2007 - 2008","All","25 - 29","England","All","All","12830"
"2008 - 2009","All","25 - 29","England","All","All","15655"
"2009 - 2010","All","25 - 29","England","All","All","16895"
"2010 - 2011","All","25 - 29","England","All","All","16500"
"2011 - 2012","All","25 - 29","England","All","All","16000"
"2012 - 2013","All","25 - 29","England","All","All","14535"
"2013 - 2014","All","25 - 29","England","All","All","15995"
"2014 - 2015","All","25 - 29","England","All","All","17175"
"2015 - 2016","All","25 - 29","England","All","All","17390"
"2016 - 2017","All","25 - 29","England","All","All","17150"
"2017 - 2018","All","25 - 29","England","All","All","15760"
"2018 - 2019","All","25 - 29","England","All","All","16715"
"2019 - 2020","All","25 - 29","England","All","All","16760"
"2020 - 2021","All","25 - 29","England","All","All","19440"
"2021 - 2022","All","25 - 29","England","All","All","19125"
"2022 - 2023","All","25 - 29","England","All","All","18090"
"2023 - 2024","All","25 - 29","England","All","All","13065"
"2006 - 2007","All","30 - 34","England","All","All","6130"
"2007 - 2008","All","30 - 34","England","All","All","6920"
"2008 - 2009","All","30 - 34","England","All","All","8400"
"2009 - 2010","All","30 - 34","England","All","All","9240"
"2010 - 2011","All","30 - 34","England","All","All","9210"
"2011 - 2012","All","30 - 34","England","All","All","9260"
"2012 - 2013","All","30 - 34","England","All","All","8555"
"2013 - 2014","All","30 - 34","England","All","All","9220"
"2014 - 2015","All","30 - 34","England","All","All","9830"
"2015 - 2016","All","30 - 34","England","All","All","9865"
"2016 - 2017","All","30 - 34","England","All","All","9785"
"2017 - 2018","All","30 - 34","England","All","All","9225"
"2018 - 2019","All","30 - 34","England","All","All","10125"
"2019 - 2020","All","30 - 34","England","All","All","10430"
"2020 - 2021","All","30 - 34","England","All","All","13055"
"2021 - 2022","All","30 - 34","England","All","All","13600"
"2022 - 2023","All","30 - 34","England","All","All","14145"
"2023 - 2024","All","30 - 34","England","All","All","9105"
"2006 - 2007","All","35 and over","England","All","All","11200"
"2007 - 2008","All","35 and over","England","All","All","12830"
"2008 - 2009","All","35 and over","England","All","All","15855"
"2009 - 2010","All","35 and over","England","All","All","16890"
"2010 - 2011","All","35 and over","England","All","All","16035"
"2011 - 2012","All","35 and over","England","All","All","15350"
"2012 - 2013","All","35 and over","England","All","All","14240"
"2013 - 2014","All","35 and over","England","All","All","15290"
"2014 - 2015","All","35 and over","England","All","All","17450"
"2015 - 2016","All","35 and over","England","All","All","17755"
"2016 - 2017","All","35 and over","England","All","All","18205"
"2017 - 2018","All","35 and over","England","All","All","17825"
"2018 - 2019","All","35 and over","England","All","All","19890"
"2019 - 2020","All","35 and over","England","All","All","22240"
"2020 - 2021","All","35 and over","England","All","All","25230"
"2021 - 2022","All","35 and over","England","All","All","26315"
"2022 - 2023","All","35 and over","England","All","All","29195"
"2023 - 2024","All","35 and over","England","All","All","21010"
"2006 - 2007","All","17 and under","Scotland","All","All","680"
"2007 - 2008","All","17 and under","Scotland","All","All","840"
"2008 - 2009","All","17 and under","Scotland","All","All","935"
"2009 - 2010","All","17 and under","Scotland","All","All","860"
"2010 - 2011","All","17 and under","Scotland","All","All","675"
"2011 - 2012","All","17 and under","Scotland","All","All","565"
"2012 - 2013","All","17 and under","Scotland","All","All","575"
"2013 - 2014","All","17 and under","Scotland","All","All","505"
"2014 - 2015","All","17 and under","Scotland","All","All","375"
"2015 - 2016","All","17 and under","Scotland","All","All","530"
"2016 - 2017","All","17 and under","Scotland","All","All","570"
"2017 - 2018","All","17 and under","Scotland","All","All","620"
"2018 - 2019","All","17 and under","Scotland","All","All","680"
"2019 - 2020","All","17 and under","Scotland","All","All","665"
"2020 - 2021","All","17 and under","Scotland","All","All","780"
"2021 - 2022","All","17 and under","Scotland","All","All","730"
"2022 - 2023","All","17 and under","Scotland","All","All","845"
"2023 - 2024","All","17 and under","Scotland","All","All","905"
"2006 - 2007","All","18","Scotland","All","All","13180"
"2007 - 2008","All","18","Scotland","All","All","13780"
"2008 - 2009","All","18","Scotland","All","All","14420"
"2009 - 2010","All","18","Scotland","All","All","15155"
"2010 - 2011","All","18","Scotland","All","All","15360"
"2011 - 2012","All","18","Scotland","All","All","14545"
"2012 - 2013","All","18","Scotland","All","All","14515"
"2013 - 2014","All","18","Scotland","All","All","14530"
"2014 - 2015","All","18","Scotland","All","All","14240"
"2015 - 2016","All","18","Scotland","All","All","14685"
"2016 - 2017","All","18","Scotland","All","All","14885"
"2017 - 2018","All","18","Scotland","All","All","14820"
"2018 - 2019","All","18","Scotland","All","All","14800"
"2019 - 2020","All","18","Scotland","All","All","14310"
"2020 - 2021","All","18","Scotland","All","All","15085"
"2021 - 2022","All","18","Scotland","All","All","16790"
"2022 - 2023","All","18","Scotland","All","All","17005"
"2023 - 2024","All","18","Scotland","All","All","16795"
"2006 - 2007","All","19","Scotland","All","All","3040"
"2007 - 2008","All","19","Scotland","All","All","3390"
"2008 - 2009","All","19","Scotland","All","All","3505"
"2009 - 2010","All","19","Scotland","All","All","3960"
"2010 - 2011","All","19","Scotland","All","All","4100"
"2011 - 2012","All","19","Scotland","All","All","3975"
"2012 - 2013","All","19","Scotland","All","All","4330"
"2013 - 2014","All","19","Scotland","All","All","4185"
"2014 - 2015","All","19","Scotland","All","All","4005"
"2015 - 2016","All","19","Scotland","All","All","4380"
"2016 - 2017","All","19","Scotland","All","All","4575"
"2017 - 2018","All","19","Scotland","All","All","4665"
"2018 - 2019","All","19","Scotland","All","All","4860"
