"Entry year","Provider country","Age group","Domicile","Gender","Main scheme application","Accepted applicants"
"2016 - 2017","England","All","Scotland","Male","All","785"
"2016 - 2017","Northern Ireland","All","Scotland","Male","All","10"
"2016 - 2017","Scotland","All","Scotland","Male","All","13810"
"2016 - 2017","Wales","All","Scotland","Male","All","20"
"2017 - 2018","England","All","Scotland","Male","All","710"
"2017 - 2018","Northern Ireland","All","Scotland","Male","All","10"
"2017 - 2018","Scotland","All","Scotland","Male","All","13755"
"2017 - 2018","Wales","All","Scotland","Male","All","35"
"2018 - 2019","England","All","Scotland","Male","All","655"
"2018 - 2019","Northern Ireland","All","Scotland","Male","All","15"
"2018 - 2019","Scotland","All","Scotland","Male","All","13950"
"2018 - 2019","Wales","All","Scotland","Male","All","20"
"2019 - 2020","England","All","Scotland","Male","All","670"
"2019 - 2020","Northern Ireland","All","Scotland","Male","All","5"
"2019 - 2020","Scotland","All","Scotland","Male","All","13290"
"2019 - 2020","Wales","All","Scotland","Male","All","20"
"2020 - 2021","England","All","Scotland","Male","All","680"
"2020 - 2021","Northern Ireland","All","Scotland","Male","All","5"
"2020 - 2021","Scotland","All","Scotland","Male","All","14155"
"2020 - 2021","Wales","All","Scotland","Male","All","30"
"2021 - 2022","England","All","Scotland","Male","All","730"
"2021 - 2022","Northern Ireland","All","Scotland","Male","All","10"
"2021 - 2022","Scotland","All","Scotland","Male","All","14110"
"2021 - 2022","Wales","All","Scotland","Male","All","20"
"2022 - 2023","England","All","Scotland","Male","All","625"
"2022 - 2023","Northern Ireland","All","Scotland","Male","All","10"
"2022 - 2023","Scotland","All","Scotland","Male","All","13875"
"2022 - 2023","Wales","All","Scotland","Male","All","25"
"2023 - 2024","England","All","Scotland","Male","All","655"
"2023 - 2024","Northern Ireland","All","Scotland","Male","All","10"
"2023 - 2024","Scotland","All","Scotland","Male","All","13830"
"2023 - 2024","Wales","All","Scotland","Male","All","25"
"2006 - 2007","England","All","Wales","Male","All","2205"
"2006 - 2007","Scotland","All","Wales","Male","All","40"
"2006 - 2007","Wales","All","Wales","Male","All","4710"
"2007 - 2008","England","All","Wales","Male","All","2490"
"2007 - 2008","Scotland","All","Wales","Male","All","50"
"2007 - 2008","Wales","All","Wales","Male","All","5015"
"2008 - 2009","England","All","Wales","Male","All","2395"
"2008 - 2009","Northern Ireland","All","Wales","Male","All","5"
"2008 - 2009","Scotland","All","Wales","Male","All","40"
"2008 - 2009","Wales","All","Wales","Male","All","5515"
"2009 - 2010","England","All","Wales","Male","All","2550"
"2009 - 2010","Northern Ireland","All","Wales","Male","All","5"
"2009 - 2010","Scotland","All","Wales","Male","All","65"
"2009 - 2010","Wales","All","Wales","Male","All","6280"
"2010 - 2011","England","All","Wales","Male","All","2870"
"2010 - 2011","Scotland","All","Wales","Male","All","45"
"2010 - 2011","Wales","All","Wales","Male","All","5280"
"2011 - 2012","England","All","Wales","Male","All","2995"
"2011 - 2012","Northern Ireland","All","Wales","Male","All","5"
"2011 - 2012","Scotland","All","Wales","Male","All","35"
"2011 - 2012","Wales","All","Wales","Male","All","5055"
"2012 - 2013","England","All","Wales","Male","All","3110"
"2012 - 2013","Scotland","All","Wales","Male","All","50"
"2012 - 2013","Wales","All","Wales","Male","All","5195"
"2013 - 2014","England","All","Wales","Male","All","3155"
"2013 - 2014","Scotland","All","Wales","Male","All","50"
"2013 - 2014","Wales","All","Wales","Male","All","5210"
"2014 - 2015","England","All","Wales","Male","All","3540"
"2014 - 2015","Northern Ireland","All","Wales","Male","All","5"
"2014 - 2015","Scotland","All","Wales","Male","All","50"
"2014 - 2015","Wales","All","Wales","Male","All","4960"
"2015 - 2016","England","All","Wales","Male","All","3610"
"2015 - 2016","Northern Ireland","All","Wales","Male","All","5"
"2015 - 2016","Scotland","All","Wales","Male","All","50"
"2015 - 2016","Wales","All","Wales","Male","All","4885"
"2016 - 2017","England","All","Wales","Male","All","3620"
"2016 - 2017","Northern Ireland","All","Wales","Male","All","10"
"2016 - 2017","Scotland","All","Wales","Male","All","65"
"2016 - 2017","Wales","All","Wales","Male","All","4820"
"2017 - 2018","England","All","Wales","Male","All","3535"
"2017 - 2018","Northern Ireland","All","Wales","Male","All","10"
"2017 - 2018","Scotland","All","Wales","Male","All","50"
"2017 - 2018","Wales","All","Wales","Male","All","4780"
"2018 - 2019","England","All","Wales","Male","All","3410"
"2018 - 2019","Northern Ireland","All","Wales","Male","All","5"
"2018 - 2019","Scotland","All","Wales","Male","All","55"
"2018 - 2019","Wales","All","Wales","Male","All","4480"
"2019 - 2020","England","All","Wales","Male","All","3415"
"2019 - 2020","Northern Ireland","All","Wales","Male","All","5"
"2019 - 2020","Scotland","All","Wales","Male","All","50"
"2019 - 2020","Wales","All","Wales","Male","All","4305"
"2020 - 2021","England","All","Wales","Male","All","3445"
"2020 - 2021","Northern Ireland","All","Wales","Male","All","10"
"2020 - 2021","Scotland","All","Wales","Male","All","65"
"2020 - 2021","Wales","All","Wales","Male","All","4300"
"2021 - 2022","England","All","Wales","Male","All","3670"
"2021 - 2022","Northern Ireland","All","Wales","Male","All","5"
"2021 - 2022","Scotland","All","Wales","Male","All","65"
"2021 - 2022","Wales","All","Wales","Male","All","4075"
"2022 - 2023","England","All","Wales","Male","All","3555"
"2022 - 2023","Northern Ireland","All","Wales","Male","All","5"
"2022 - 2023","Scotland","All","Wales","Male","All","75"
"2022 - 2023","Wales","All","Wales","Male","All","4310"
"2023 - 2024","England","All","Wales","Male","All","3315"
"2023 - 2024","Northern Ireland","All","Wales","Male","All","15"
"2023 - 2024","Scotland","All","Wales","Male","All","70"
"2023 - 2024","Wales","All","Wales","Male","All","4050"
"2006 - 2007","England","All","Not EU","Male","All","12740"
"2006 - 2007","Northern Ireland","All","Not EU","Male","All","25"
"2006 - 2007","Scotland","All","Not EU","Male","All","1245"
"2006 - 2007","Wales","All","Not EU","Male","All","535"
"2007 - 2008","England","All","Not EU","Male","All","13825"
"2007 - 2008","Northern Ireland","All","Not EU","Male","All","25"
"2007 - 2008","Scotland","All","Not EU","Male","All","1485"
"2007 - 2008","Wales","All","Not EU","Male","All","635"
"2008 - 2009","England","All","Not EU","Male","All","14280"
"2008 - 2009","Northern Ireland","All","Not EU","Male","All","30"
"2008 - 2009","Scotland","All","Not EU","Male","All","1990"
"2008 - 2009","Wales","All","Not EU","Male","All","655"
"2009 - 2010","England","All","Not EU","Male","All","15675"
"2009 - 2010","Northern Ireland","All","Not EU","Male","All","45"
"2009 - 2010","Scotland","All","Not EU","Male","All","1835"
"2009 - 2010","Wales","All","Not EU","Male","All","590"
"2010 - 2011","England","All","Not EU","Male","All","17355"
"2010 - 2011","Northern Ireland","All","Not EU","Male","All","40"
"2010 - 2011","Scotland","All","Not EU","Male","All","1625"
"2010 - 2011","Wales","All","Not EU","Male","All","700"
"2011 - 2012","England","All","Not EU","Male","All","15205"
"2011 - 2012","Northern Ireland","All","Not EU","Male","All","95"
"2011 - 2012","Scotland","All","Not EU","Male","All","1560"
"2011 - 2012","Wales","All","Not EU","Male","All","915"
"2012 - 2013","England","All","Not EU","Male","All","15070"
"2012 - 2013","Northern Ireland","All","Not EU","Male","All","95"
"2012 - 2013","Scotland","All","Not EU","Male","All","1425"
"2012 - 2013","Wales","All","Not EU","Male","All","800"
"2013 - 2014","England","All","Not EU","Male","All","15750"
"2013 - 2014","Northern Ireland","All","Not EU","Male","All","120"
"2013 - 2014","Scotland","All","Not EU","Male","All","1460"
"2013 - 2014","Wales","All","Not EU","Male","All","880"
"2014 - 2015","England","All","Not EU","Male","All","15880"
"2014 - 2015","Northern Ireland","All","Not EU","Male","All","95"
"2014 - 2015","Scotland","All","Not EU","Male","All","1420"
"2014 - 2015","Wales","All","Not EU","Male","All","1060"
"2015 - 2016","England","All","Not EU","Male","All","15935"
"2015 - 2016","Northern Ireland","All","Not EU","Male","All","80"
"2015 - 2016","Scotland","All","Not EU","Male","All","1465"
"2015 - 2016","Wales","All","Not EU","Male","All","955"
"2016 - 2017","England","All","Not EU","Male","All","15885"
"2016 - 2017","Northern Ireland","All","Not EU","Male","All","100"
"2016 - 2017","Scotland","All","Not EU","Male","All","1485"
"2016 - 2017","Wales","All","Not EU","Male","All","805"
"2017 - 2018","England","All","Not EU","Male","All","16470"
"2017 - 2018","Northern Ireland","All","Not EU","Male","All","110"
"2017 - 2018","Scotland","All","Not EU","Male","All","1550"
"2017 - 2018","Wales","All","Not EU","Male","All","865"
"2018 - 2019","England","All","Not EU","Male","All","17415"
"2018 - 2019","Northern Ireland","All","Not EU","Male","All","115"
"2018 - 2019","Scotland","All","Not EU","Male","All","1555"
"2018 - 2019","Wales","All","Not EU","Male","All","810"
"2019 - 2020","England","All","Not EU","Male","All","18545"
"2019 - 2020","Northern Ireland","All","Not EU","Male","All","105"
"2019 - 2020","Scotland","All","Not EU","Male","All","1925"
"2019 - 2020","Wales","All","Not EU","Male","All","865"
"2020 - 2021","England","All","Not EU","Male","All","21265"
"2020 - 2021","Northern Ireland","All","Not EU","Male","All","100"
"2020 - 2021","Scotland","All","Not EU","Male","All","2215"
"2020 - 2021","Wales","All","Not EU","Male","All","745"
"2021 - 2022","England","All","Not EU","Male","All","23685"
"2021 - 2022","Northern Ireland","All","Not EU","Male","All","170"
"2021 - 2022","Scotland","All","Not EU","Male","All","2195"
"2021 - 2022","Wales","All","Not EU","Male","All","965"
"2022 - 2023","England","All","Not EU","Male","All","27670"
"2022 - 2023","Northern Ireland","All","Not EU","Male","All","130"
"2022 - 2023","Scotland","All","Not EU","Male","All","2115"
"2022 - 2023","Wales","All","Not EU","Male","All","945"
"2023 - 2024","England","All","Not EU","Male","All","27025"
"2023 - 2024","Northern Ireland","All","Not EU","Male","All","115"
"2023 - 2024","Scotland","All","Not EU","Male","All","2160"
"2023 - 2024","Wales","All","Not EU","Male","All","960"
"2006 - 2007","England","All","EU (excluding UK)","Male","All","6395"
"2006 - 2007","Northern Ireland","All","EU (excluding UK)","Male","All","145"
"2006 - 2007","Scotland","All","EU (excluding UK)","Male","All","1410"
"2006 - 2007","Wales","All","EU (excluding UK)","Male","All","330"
"2007 - 2008","England","All","EU (excluding UK)","Male","All","7280"
"2007 - 2008","Northern Ireland","All","EU (excluding UK)","Male","All","180"
"2007 - 2008","Scotland","All","EU (excluding UK)","Male","All","1705"
"2007 - 2008","Wales","All","EU (excluding UK)","Male","All","355"
"2008 - 2009","England","All","EU (excluding UK)","Male","All","7330"
"2008 - 2009","Northern Ireland","All","EU (excluding UK)","Male","All","150"
"2008 - 2009","Scotland","All","EU (excluding UK)","Male","All","2005"
"2008 - 2009","Wales","All","EU (excluding UK)","Male","All","415"
"2009 - 2010","England","All","EU (excluding UK)","Male","All","8090"
"2009 - 2010","Northern Ireland","All","EU (excluding UK)","Male","All","170"
"2009 - 2010","Scotland","All","EU (excluding UK)","Male","All","2310"
"2009 - 2010","Wales","All","EU (excluding UK)","Male","All","535"
"2010 - 2011","England","All","EU (excluding UK)","Male","All","9105"
"2010 - 2011","Northern Ireland","All","EU (excluding UK)","Male","All","235"
"2010 - 2011","Scotland","All","EU (excluding UK)","Male","All","1840"
"2010 - 2011","Wales","All","EU (excluding UK)","Male","All","500"
"2011 - 2012","England","All","EU (excluding UK)","Male","All","9570"
"2011 - 2012","Northern Ireland","All","EU (excluding UK)","Male","All","180"
"2011 - 2012","Scotland","All","EU (excluding UK)","Male","All","1880"
"2011 - 2012","Wales","All","EU (excluding UK)","Male","All","520"
"2012 - 2013","England","All","EU (excluding UK)","Male","All","7670"
"2012 - 2013","Northern Ireland","All","EU (excluding UK)","Male","All","200"
"2012 - 2013","Scotland","All","EU (excluding UK)","Male","All","1910"
"2012 - 2013","Wales","All","EU (excluding UK)","Male","All","505"
"2013 - 2014","England","All","EU (excluding UK)","Male","All","8320"
"2013 - 2014","Northern Ireland","All","EU (excluding UK)","Male","All","180"
"2013 - 2014","Scotland","All","EU (excluding UK)","Male","All","1775"
"2013 - 2014","Wales","All","EU (excluding UK)","Male","All","500"
"2014 - 2015","England","All","EU (excluding UK)","Male","All","8840"
"2014 - 2015","Northern Ireland","All","EU (excluding UK)","Male","All","155"
"2014 - 2015","Scotland","All","EU (excluding UK)","Male","All","1760"
"2014 - 2015","Wales","All","EU (excluding UK)","Male","All","540"
"2015 - 2016","England","All","EU (excluding UK)","Male","All","9970"
"2015 - 2016","Northern Ireland","All","EU (excluding UK)","Male","All","115"
"2015 - 2016","Scotland","All","EU (excluding UK)","Male","All","1735"
"2015 - 2016","Wales","All","EU (excluding UK)","Male","All","545"
"2016 - 2017","England","All","EU (excluding UK)","Male","All","10595"
"2016 - 2017","Northern Ireland","All","EU (excluding UK)","Male","All","100"
"2016 - 2017","Scotland","All","EU (excluding UK)","Male","All","1775"
"2016 - 2017","Wales","All","EU (excluding UK)","Male","All","710"
"2017 - 2018","England","All","EU (excluding UK)","Male","All","10575"
"2017 - 2018","Northern Ireland","All","EU (excluding UK)","Male","All","125"
"2017 - 2018","Scotland","All","EU (excluding UK)","Male","All","1655"
"2017 - 2018","Wales","All","EU (excluding UK)","Male","All","740"
"2018 - 2019","England","All","EU (excluding UK)","Male","All","10930"
"2018 - 2019","Northern Ireland","All","EU (excluding UK)","Male","All","125"
"2018 - 2019","Scotland","All","EU (excluding UK)","Male","All","1520"
"2018 - 2019","Wales","All","EU (excluding UK)","Male","All","580"
"2019 - 2020","England","All","EU (excluding UK)","Male","All","10900"
"2019 - 2020","Northern Ireland","All","EU (excluding UK)","Male","All","125"
"2019 - 2020","Scotland","All","EU (excluding UK)","Male","All","1465"
"2019 - 2020","Wales","All","EU (excluding UK)","Male","All","435"
"2020 - 2021","England","All","EU (excluding UK)","Male","All","11130"
"2020 - 2021","Northern Ireland","All","EU (excluding UK)","Male","All","205"
"2020 - 2021","Scotland","All","EU (excluding UK)","Male","All","1490"
"2020 - 2021","Wales","All","EU (excluding UK)","Male","All","500"
"2021 - 2022","England","All","EU (excluding UK)","Male","All","5625"
"2021 - 2022","Northern Ireland","All","EU (excluding UK)","Male","All","255"
"2021 - 2022","Scotland","All","EU (excluding UK)","Male","All","480"
"2021 - 2022","Wales","All","EU (excluding UK)","Male","All","185"
"2022 - 2023","England","All","EU (excluding UK)","Male","All","3710"
"2022 - 2023","Northern Ireland","All","EU (excluding UK)","Male","All","345"
"2022 - 2023","Scotland","All","EU (excluding UK)","Male","All","385"
"2022 - 2023","Wales","All","EU (excluding UK)","Male","All","145"
"2023 - 2024","England","All","EU (excluding UK)","Male","All","3520"
"2023 - 2024","Northern Ireland","All","EU (excluding UK)","Male","All","350"
"2023 - 2024","Scotland","All","EU (excluding UK)","Male","All","330"
"2023 - 2024","Wales","All","EU (excluding UK)","Male","All","115"
"2006 - 2007","All","All","Northern Ireland","Female","All","6650"
"2007 - 2008","All","All","Northern Ireland","Female","All","7410"
"2008 - 2009","All","All","Northern Ireland","Female","All","7615"
"2009 - 2010","All","All","Northern Ireland","Female","All","7545"
"2010 - 2011","All","All","Northern Ireland","Female","All","7375"
"2011 - 2012","All","All","Northern Ireland","Female","All","7575"
"2012 - 2013","All","All","Northern Ireland","Female","All","7215"
"2013 - 2014","All","All","Northern Ireland","Female","All","7870"
"2014 - 2015","All","All","Northern Ireland","Female","All","7835"
"2015 - 2016","All","All","Northern Ireland","Female","All","7805"
"2016 - 2017","All","All","Northern Ireland","Female","All","8215"
"2017 - 2018","All","All","Northern Ireland","Female","All","8120"
"2018 - 2019","All","All","Northern Ireland","Female","All","8000"
"2019 - 2020","All","All","Northern Ireland","Female","All","7965"
"2020 - 2021","All","All","Northern Ireland","Female","All","8620"
"2021 - 2022","All","All","Northern Ireland","Female","All","8650"
"2022 - 2023","All","All","Northern Ireland","Female","All","8155"
"2023 - 2024","All","All","Northern Ireland","Female","All","7805"
"2006 - 2007","All","All","England","Female","All","144615"
"2007 - 2008","All","All","England","Female","All","169250"
"2008 - 2009","All","All","England","Female","All","191045"
"2009 - 2010","All","All","England","Female","All","199360"
"2010 - 2011","All","All","England","Female","All","198910"
"2011 - 2012","All","All","England","Female","All","209535"
"2012 - 2013","All","All","England","Female","All","184265"
"2013 - 2014","All","All","England","Female","All","203170"
"2014 - 2015","All","All","England","Female","All","212020"
"2015 - 2016","All","All","England","Female","All","220920"
"2016 - 2017","All","All","England","Female","All","222730"
"2017 - 2018","All","All","England","Female","All","219335"
"2018 - 2019","All","All","England","Female","All","221950"
"2019 - 2020","All","All","England","Female","All","224330"
"2020 - 2021","All","All","England","Female","All","238010"
"2021 - 2022","All","All","England","Female","All","239745"
"2022 - 2023","All","All","England","Female","All","242380"
"2023 - 2024","All","All","England","Female","All","222840"
"2006 - 2007","All","All","Scotland","Female","All","13715"
"2007 - 2008","All","All","Scotland","Female","All","14930"
"2008 - 2009","All","All","Scotland","Female","All","15980"
"2009 - 2010","All","All","Scotland","Female","All","16810"
"2010 - 2011","All","All","Scotland","Female","All","18410"
"2011 - 2012","All","All","Scotland","Female","All","17695"
"2012 - 2013","All","All","Scotland","Female","All","17585"
"2013 - 2014","All","All","Scotland","Female","All","18070"
"2014 - 2015","All","All","Scotland","Female","All","17545"
"2015 - 2016","All","All","Scotland","Female","All","20520"
"2016 - 2017","All","All","Scotland","Female","All","21055"
"2017 - 2018","All","All","Scotland","Female","All","21865"
"2018 - 2019","All","All","Scotland","Female","All","22400"
"2019 - 2020","All","All","Scotland","Female","All","21830"
"2020 - 2021","All","All","Scotland","Female","All","23665"
"2021 - 2022","All","All","Scotland","Female","All","24130"
"2022 - 2023","All","All","Scotland","Female","All","22930"
"2023 - 2024","All","All","Scotland","Female","All","22380"
"2006 - 2007","All","All","Wales","Female","All","9355"
"2007 - 2008","All","All","Wales","Female","All","9815"
"2008 - 2009","All","All","Wales","Female","All","10590"
"2009 - 2010","All","All","Wales","Female","All","11360"
"2010 - 2011","All","All","Wales","Female","All","10545"
"2011 - 2012","All","All","Wales","Female","All","10535"
"2012 - 2013","All","All","Wales","Female","All","10935"
"2013 - 2014","All","All","Wales","Female","All","11080"
"2014 - 2015","All","All","Wales","Female","All","11620"
"2015 - 2016","All","All","Wales","Female","All","11945"
"2016 - 2017","All","All","Wales","Female","All","12225"
"2017 - 2018","All","All","Wales","Female","All","12350"
"2018 - 2019","All","All","Wales","Female","All","11930"
"2019 - 2020","All","All","Wales","Female","All","12050"
"2020 - 2021","All","All","Wales","Female","All","12005"
"2021 - 2022","All","All","Wales","Female","All","12555"
"2022 - 2023","All","All","Wales","Female","All","12305"
"2023 - 2024","All","All","Wales","Female","All","11405"
"2006 - 2007","All","All","Not EU","Female","All","12110"
"2007 - 2008","All","All","Not EU","Female","All","13420"
"2008 - 2009","All","All","Not EU","Female","All","14510"
"2009 - 2010","All","All","Not EU","Female","All","16070"
"2010 - 2011","All","All","Not EU","Female","All","18575"
"2011 - 2012","All","All","Not EU","Female","All","18250"
"2012 - 2013","All","All","Not EU","Female","All","17965"
"2013 - 2014","All","All","Not EU","Female","All","19370"
"2014 - 2015","All","All","Not EU","Female","All","20165"
"2015 - 2016","All","All","Not EU","Female","All","21145"
"2016 - 2017","All","All","Not EU","Female","All","20495"
"2017 - 2018","All","All","Not EU","Female","All","21360"
"2018 - 2019","All","All","Not EU","Female","All","22780"
"2019 - 2020","All","All","Not EU","Female","All","23995"
"2020 - 2021","All","All","Not EU","Female","All","26395"
"2021 - 2022","All","All","Not EU","Female","All","28735"
"2022 - 2023","All","All","Not EU","Female","All","32335"
"2023 - 2024","All","All","Not EU","Female","All","30490"
"2006 - 2007","All","All","EU (excluding UK)","Female","All","9065"
"2007 - 2008","All","All","EU (excluding UK)","Female","All","10895"
"2008 - 2009","All","All","EU (excluding UK)","Female","All","11245"
"2009 - 2010","All","All","EU (excluding UK)","Female","All","12430"
"2010 - 2011","All","All","EU (excluding UK)","Female","All","13695"
"2011 - 2012","All","All","EU (excluding UK)","Female","All","14715"
"2012 - 2013","All","All","EU (excluding UK)","Female","All","12470"
"2013 - 2014","All","All","EU (excluding UK)","Female","All","13450"
"2014 - 2015","All","All","EU (excluding UK)","Female","All","14735"
"2015 - 2016","All","All","EU (excluding UK)","Female","All","16590"
"2016 - 2017","All","All","EU (excluding UK)","Female","All","17975"
"2017 - 2018","All","All","EU (excluding UK)","Female","All","17450"
"2018 - 2019","All","All","EU (excluding UK)","Female","All","18380"
"2019 - 2020","All","All","EU (excluding UK)","Female","All","18475"
"2020 - 2021","All","All","EU (excluding UK)","Female","All","19125"
"2021 - 2022","All","All","EU (excluding UK)","Female","All","9185"
"2022 - 2023","All","All","EU (excluding UK)","Female","All","6930"
"2023 - 2024","All","All","EU (excluding UK)","Female","All","6370"
"2006 - 2007","All","All","Northern Ireland","Male","All","5285"
"2007 - 2008","All","All","Northern Ireland","Male","All","5645"
"2008 - 2009","All","All","Northern Ireland","Male","All","5745"
"2009 - 2010","All","All","Northern Ireland","Male","All","6060"
"2010 - 2011","All","All","Northern Ireland","Male","All","6145"
"2011 - 2012","All","All","Northern Ireland","Male","All","6445"
"2012 - 2013","All","All","Northern Ireland","Male","All","5960"
"2013 - 2014","All","All","Northern Ireland","Male","All","6625"
"2014 - 2015","All","All","Northern Ireland","Male","All","6565"
"2015 - 2016","All","All","Northern Ireland","Male","All","6275"
"2016 - 2017","All","All","Northern Ireland","Male","All","6520"
"2017 - 2018","All","All","Northern Ireland","Male","All","6175"
"2018 - 2019","All","All","Northern Ireland","Male","All","6135"
"2019 - 2020","All","All","Northern Ireland","Male","All","5910"
"2020 - 2021","All","All","Northern Ireland","Male","All","6335"
"2021 - 2022","All","All","Northern Ireland","Male","All","6435"
"2022 - 2023","All","All","Northern Ireland","Male","All","5715"
"2023 - 2024","All","All","Northern Ireland","Male","All","5225"
"2006 - 2007","All","All","England","Male","All","120760"
"2007 - 2008","All","All","England","Male","All","138980"
"2008 - 2009","All","All","England","Male","All","150230"
"2009 - 2010","All","All","England","Male","All","159460"
"2010 - 2011","All","All","England","Male","All","161000"
"2011 - 2012","All","All","England","Male","All","171695"
"2012 - 2013","All","All","England","Male","All","147820"
"2013 - 2014","All","All","England","Male","All","164315"
"2014 - 2015","All","All","England","Male","All","169240"
"2015 - 2016","All","All","England","Male","All","172885"
"2016 - 2017","All","All","England","Male","All","171980"
"2017 - 2018","All","All","England","Male","All","169890"
"2018 - 2019","All","All","England","Male","All","168055"
"2019 - 2020","All","All","England","Male","All","168605"
"2020 - 2021","All","All","England","Male","All","175665"
"2021 - 2022","All","All","England","Male","All","179780"
"2022 - 2023","All","All","England","Male","All","185325"
"2023 - 2024","All","All","England","Male","All","171110"
"2006 - 2007","All","All","Scotland","Male","All","11610"
"2007 - 2008","All","All","Scotland","Male","All","12330"
"2008 - 2009","All","All","Scotland","Male","All","13325"
"2009 - 2010","All","All","Scotland","Male","All","14460"
"2010 - 2011","All","All","Scotland","Male","All","13885"
"2011 - 2012","All","All","Scotland","Male","All","13375"
"2012 - 2013","All","All","Scotland","Male","All","13315"
"2013 - 2014","All","All","Scotland","Male","All","13530"
"2014 - 2015","All","All","Scotland","Male","All","12685"
"2015 - 2016","All","All","Scotland","Male","All","14130"
"2016 - 2017","All","All","Scotland","Male","All","14625"
"2017 - 2018","All","All","Scotland","Male","All","14510"
"2018 - 2019","All","All","Scotland","Male","All","14640"
"2019 - 2020","All","All","Scotland","Male","All","13985"
"2020 - 2021","All","All","Scotland","Male","All","14870"
"2021 - 2022","All","All","Scotland","Male","All","14870"
"2022 - 2023","All","All","Scotland","Male","All","14540"
"2023 - 2024","All","All","Scotland","Male","All","14525"
"2006 - 2007","All","All","Wales","Male","All","6955"
"2007 - 2008","All","All","Wales","Male","All","7555"
"2008 - 2009","All","All","Wales","Male","All","7955"
"2009 - 2010","All","All","Wales","Male","All","8895"
"2010 - 2011","All","All","Wales","Male","All","8195"
"2011 - 2012","All","All","Wales","Male","All","8090"
"2012 - 2013","All","All","Wales","Male","All","8360"
"2013 - 2014","All","All","Wales","Male","All","8420"
"2014 - 2015","All","All","Wales","Male","All","8550"
"2015 - 2016","All","All","Wales","Male","All","8545"
"2016 - 2017","All","All","Wales","Male","All","8515"
"2017 - 2018","All","All","Wales","Male","All","8370"
"2018 - 2019","All","All","Wales","Male","All","7950"
"2019 - 2020","All","All","Wales","Male","All","7770"
"2020 - 2021","All","All","Wales","Male","All","7820"
"2021 - 2022","All","All","Wales","Male","All","7810"
"2022 - 2023","All","All","Wales","Male","All","7950"
"2023 - 2024","All","All","Wales","Male","All","7450"
"2006 - 2007","All","All","Not EU","Male","All","14545"
"2007 - 2008","All","All","Not EU","Male","All","15970"
"2008 - 2009","All","All","Not EU","Male","All","16955"
"2009 - 2010","All","All","Not EU","Male","All","18145"
"2010 - 2011","All","All","Not EU","Male","All","19720"
"2011 - 2012","All","All","Not EU","Male","All","17780"
"2012 - 2013","All","All","Not EU","Male","All","17390"
"2013 - 2014","All","All","Not EU","Male","All","18215"
"2014 - 2015","All","All","Not EU","Male","All","18455"
"2015 - 2016","All","All","Not EU","Male","All","18440"
"2016 - 2017","All","All","Not EU","Male","All","18280"
"2017 - 2018","All","All","Not EU","Male","All","18990"
"2018 - 2019","All","All","Not EU","Male","All","19900"
"2019 - 2020","All","All","Not EU","Male","All","21445"
"2020 - 2021","All","All","Not EU","Male","All","24325"
"2021 - 2022","All","All","Not EU","Male","All","27015"
"2022 - 2023","All","All","Not EU","Male","All","30860"
"2023 - 2024","All","All","Not EU","Male","All","30260"
"2006 - 2007","All","All","EU (excluding UK)","Male","All","8280"
"2007 - 2008","All","All","EU (excluding UK)","Male","All","9515"
"2008 - 2009","All","All","EU (excluding UK)","Male","All","9900"
"2009 - 2010","All","All","EU (excluding UK)","Male","All","11100"
"2010 - 2011","All","All","EU (excluding UK)","Male","All","11685"
"2011 - 2012","All","All","EU (excluding UK)","Male","All","12150"
"2012 - 2013","All","All","EU (excluding UK)","Male","All","10285"
"2013 - 2014","All","All","EU (excluding UK)","Male","All","10775"
"2014 - 2015","All","All","EU (excluding UK)","Male","All","11295"
"2015 - 2016","All","All","EU (excluding UK)","Male","All","12365"
"2016 - 2017","All","All","EU (excluding UK)","Male","All","13180"
"2017 - 2018","All","All","EU (excluding UK)","Male","All","13095"
"2018 - 2019","All","All","EU (excluding UK)","Male","All","13155"
"2019 - 2020","All","All","EU (excluding UK)","Male","All","12920"
"2020 - 2021","All","All","EU (excluding UK)","Male","All","13325"
"2021 - 2022","All","All","EU (excluding UK)","Male","All","6540"
"2022 - 2023","All","All","EU (excluding UK)","Male","All","4590"
"2023 - 2024","All","All","EU (excluding UK)","Male","All","4315"
"2006 - 2007","England","17 and under","All","Female","All","1610"
"2006 - 2007","Northern Ireland","17 and under","All","Female","All","50"
"2006 - 2007","Scotland","17 and under","All","Female","All","520"
"2006 - 2007","Wales","17 and under","All","Female","All","50"
"2007 - 2008","England","17 and under","All","Female","All","2020"
"2007 - 2008","Northern Ireland","17 and under","All","Female","All","80"
"2007 - 2008","Scotland","17 and under","All","Female","All","650"
"2007 - 2008","Wales","17 and under","All","Female","All","80"
"2008 - 2009","England","17 and under","All","Female","All","2165"
"2008 - 2009","Northern Ireland","17 and under","All","Female","All","55"
"2008 - 2009","Scotland","17 and under","All","Female","All","730"
"2008 - 2009","Wales","17 and under","All","Female","All","80"
"2009 - 2010","England","17 and under","All","Female","All","2200"
"2009 - 2010","Northern Ireland","17 and under","All","Female","All","55"
"2009 - 2010","Scotland","17 and under","All","Female","All","665"
"2009 - 2010","Wales","17 and under","All","Female","All","70"
"2010 - 2011","England","17 and under","All","Female","All","2200"
"2010 - 2011","Northern Ireland","17 and under","All","Female","All","55"
"2010 - 2011","Scotland","17 and under","All","Female","All","585"
"2010 - 2011","Wales","17 and under","All","Female","All","75"
"2011 - 2012","England","17 and under","All","Female","All","2210"
