2022 KS5 excel and csv download data files: field names and descriptions,,,,,,
 '.' indicates that a field is intentionally null/blank,,,,,,
Note: retention data will be made available in March.,,,,,,
,,,,,,
Column,Field Name,Field description,Null/blank field for Rectype 1,Null/blank field for Rectype 3,Null/blank field for Rectype 4,Null/blank field for Rectype 5 or 7
IU,T_INSCOPE_ACAD_RET_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,,
IV,T_INSCOPE_ACAD_RET_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,,,,
IW,T_INSCOPE_ACAD_RET_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
IX,PT_RETAINED_ACAD_RET_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
IY,PT_RETAINED_ACAD_RET_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
IZ,PT_RETAINED_ACAD_RET_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
JA,T_INSCOPE_AGEN_RET_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,,
JB,T_INSCOPE_AGEN_RET_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,,,,
JC,T_INSCOPE_AGEN_RET_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
JD,PT_RETAINED_AGEN_RET_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
JE,PT_RETAINED_AGEN_RET_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
JF,PT_RETAINED_AGEN_RET_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
JG,T_INSCOPE_TLEV_RET_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,,
JH,T_INSCOPE_TLEV_RET_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,,,,
JI,T_INSCOPE_TLEV_RET_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
JJ,PT_RETAINED_TLEV_RET_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
JK,PT_RETAINED_TLEV_RET_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
JL,PT_RETAINED_TLEV_RET_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
JM,T_INSCOPE_TECHCERT_RET_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,,
JN,T_INSCOPE_TECHCERT_RET_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,,,,
JO,T_INSCOPE_TECHCERT_RET_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
JP,PT_RETAINED_TECHCERT_RET_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
JQ,PT_RETAINED_TECHCERT_RET_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
JR,PT_RETAINED_TECHCERT_RET_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
JS,TALLPUP_1618_DIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,,
JT,TALLPUP_1618_DIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
JU,TALLPUP_1618_DIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
JV,TALLPUP_ALEV_1618_DIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
JW,TALLPUP_ALEV_1618_DIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
JX,TALLPUP_ALEV_1618_DIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
JY,TALLPPE_ALEV_1618_DIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
JZ,TALLPPE_ALEV_1618_DIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
KA,TALLPPE_ALEV_1618_DIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
KB,TALLPPEGRD_ALEV_DIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,,
KC,TALLPPEGRD_ALEV_DIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
KD,TALLPPEGRD_ALEV_DIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
KE,TALLPUP_ACAD_1618_DIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,,
KF,TALLPUP_ACAD_1618_DIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
KG,TALLPUP_ACAD_1618_DIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
KH,TALLPPE_ACAD_1618_DIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
KI,TALLPPE_ACAD_1618_DIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
KJ,TALLPPE_ACAD_1618_DIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
KK,TALLPPEGRD_ACAD_DIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,,
KL,TALLPPEGRD_ACAD_DIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
KM,TALLPPEGRD_ACAD_DIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
KN,TALLPUP_AGEN_DIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,,
KO,TALLPUP_AGEN_DIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
KP,TALLPUP_AGEN_DIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
KQ,TALLPPE_AGEN_DIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
KR,TALLPPE_AGEN_DIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
KS,TALLPPE_AGEN_DIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
KT,TALLPPEGRD_AGEN_DIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,,
KU,TALLPPEGRD_AGEN_DIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
KV,TALLPPEGRD_AGEN_DIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
KW,TALLPUP_TLEV_DIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,,
KX,TALLPUP_TLEV_DIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
KY,TALLPUP_TLEV_DIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
KZ,TALLPPE_TLEV_DIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
LA,TALLPPE_TLEV_DIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
LB,TALLPPE_TLEV_DIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
LC,TALLPPEGRD_TLEV_DIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,,
LD,TALLPPEGRD_TLEV_DIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
LE,TALLPPEGRD_TLEV_DIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
LF,TALLPUP_TECHCERT_DIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,,
LG,TALLPUP_TECHCERT_DIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
LH,TALLPUP_TECHCERT_DIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
LI,TALLPPE_TECHCERT_DIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
LJ,TALLPPE_TECHCERT_DIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
LK,TALLPPE_TECHCERT_DIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
LL,TALLPPEGRD_TECHCERT_DIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,,
LM,TALLPPEGRD_TECHCERT_DIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
LN,TALLPPEGRD_TECHCERT_DIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
LO,T_SCOPEEX_E_DIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,,
LP,T_SCOPEEX_E_DIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
LQ,T_SCOPEEX_E_DIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
LR,PROGEX_E_DIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
LS,PROGEX_E_DIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
LT,PROGEX_E_DIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
LU,T_SCOPEEX_M_DIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,,
LV,T_SCOPEEX_M_DIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
LW,T_SCOPEEX_M_DIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
LX,PROGEX_M_DIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
LY,PROGEX_M_DIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
LZ,PROGEX_M_DIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
MA,ENTRIES_ALEV_DIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,,
MB,ENTRIES_ALEV_DIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
MC,ENTRIES_ALEV_DIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
MD,VA_INS_ALEV_DIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,,
ME,VA_INS_ALEV_DIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
MF,VA_INS_ALEV_DIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
MG,UCI_INS_ALEV_DIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,,
MH,UCI_INS_ALEV_DIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
MI,UCI_INS_ALEV_DIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
MJ,LCI_INS_ALEV_DIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,,
MK,LCI_INS_ALEV_DIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
ML,LCI_INS_ALEV_DIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
MM,ENTRIES_ACAD_DIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,,
MN,ENTRIES_ACAD_DIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
MO,ENTRIES_ACAD_DIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
MP,VA_INS_ACAD_DIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,,
MQ,VA_INS_ACAD_DIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
MR,VA_INS_ACAD_DIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
MS,UCI_INS_ACAD_DIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,,
MT,UCI_INS_ACAD_DIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
MU,UCI_INS_ACAD_DIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
MV,LCI_INS_ACAD_DIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,,
MW,LCI_INS_ACAD_DIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
MX,LCI_INS_ACAD_DIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
MY,ENTRIES_AGEN_DIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,,
MZ,ENTRIES_AGEN_DIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
NA,ENTRIES_AGEN_DIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
NB,VA_INS_AGEN_DIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,,
NC,VA_INS_AGEN_DIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
ND,VA_INS_AGEN_DIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
NE,UCI_INS_AGEN_DIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,,
NF,UCI_INS_AGEN_DIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
NG,UCI_INS_AGEN_DIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
NH,LCI_INS_AGEN_DIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,,
NI,LCI_INS_AGEN_DIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
NJ,LCI_INS_AGEN_DIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
NK,T_INSCOPE_ALEV_RET_DIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,,
NL,T_INSCOPE_ALEV_RET_DIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
NM,T_INSCOPE_ALEV_RET_DIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
NN,PT_RETAINED_ALEV_RET_DIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
NO,PT_RETAINED_ALEV_RET_DIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
NP,PT_RETAINED_ALEV_RET_DIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
NQ,T_INSCOPE_ACAD_RET_DIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,,
NR,T_INSCOPE_ACAD_RET_DIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
NS,T_INSCOPE_ACAD_RET_DIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
NT,PT_RETAINED_ACAD_RET_DIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
NU,PT_RETAINED_ACAD_RET_DIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
NV,PT_RETAINED_ACAD_RET_DIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
NW,T_INSCOPE_AGEN_RET_DIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,,
NX,T_INSCOPE_AGEN_RET_DIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
NY,T_INSCOPE_AGEN_RET_DIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
NZ,PT_RETAINED_AGEN_RET_DIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
OA,PT_RETAINED_AGEN_RET_DIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
OB,PT_RETAINED_AGEN_RET_DIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
OC,T_INSCOPE_TLEV_RET_DIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,,
OD,T_INSCOPE_TLEV_RET_DIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
OE,T_INSCOPE_TLEV_RET_DIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
OF,PT_RETAINED_TLEV_RET_DIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
OG,PT_RETAINED_TLEV_RET_DIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
OH,PT_RETAINED_TLEV_RET_DIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
OI,T_INSCOPE_TECHCERT_RET_DIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,,
OJ,T_INSCOPE_TECHCERT_RET_DIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
OK,T_INSCOPE_TECHCERT_RET_DIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
OL,PT_RETAINED_TECHCERT_RET_DIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
OM,PT_RETAINED_TECHCERT_RET_DIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
ON,PT_RETAINED_TECHCERT_RET_DIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
OO,TALLPUP_1618_NOTDIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,,
OP,TALLPUP_1618_NOTDIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
OQ,TALLPUP_1618_NOTDIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
OR,TALLPUP_ALEV_1618_NOTDIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
OS,TALLPUP_ALEV_1618_NOTDIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
OT,TALLPUP_ALEV_1618_NOTDIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
OU,TALLPPE_ALEV_1618_NOTDIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
OV,TALLPPE_ALEV_1618_NOTDIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
OW,TALLPPE_ALEV_1618_NOTDIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
OX,TALLPPEGRD_ALEV_NOTDIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,,
OY,TALLPPEGRD_ALEV_NOTDIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
OZ,TALLPPEGRD_ALEV_NOTDIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
PA,TALLPUP_ACAD_1618_NOTDIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,,
PB,TALLPUP_ACAD_1618_NOTDIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
PC,TALLPUP_ACAD_1618_NOTDIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
PD,TALLPPE_ACAD_1618_NOTDIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
PE,TALLPPE_ACAD_1618_NOTDIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
PF,TALLPPE_ACAD_1618_NOTDIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
PG,TALLPPEGRD_ACAD_NOTDIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,,
PH,TALLPPEGRD_ACAD_NOTDIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
PI,TALLPPEGRD_ACAD_NOTDIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
PJ,TALLPUP_AGEN_NOTDIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,,
PK,TALLPUP_AGEN_NOTDIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
PL,TALLPUP_AGEN_NOTDIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
PM,TALLPPE_AGEN_NOTDIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
PN,TALLPPE_AGEN_NOTDIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
PO,TALLPPE_AGEN_NOTDIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
PP,TALLPPEGRD_AGEN_NOTDIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,,
PQ,TALLPPEGRD_AGEN_NOTDIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
PR,TALLPPEGRD_AGEN_NOTDIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
PS,TALLPUP_TLEV_NOTDIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,,
PT,TALLPUP_TLEV_NOTDIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
PU,TALLPUP_TLEV_NOTDIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
PV,TALLPPE_TLEV_NOTDIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
PW,TALLPPE_TLEV_NOTDIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
PX,TALLPPE_TLEV_NOTDIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
PY,TALLPPEGRD_TLEV_NOTDIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,,
PZ,TALLPPEGRD_TLEV_NOTDIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
QA,TALLPPEGRD_TLEV_NOTDIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
QB,TALLPUP_TECHCERT_NOTDIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,,
QC,TALLPUP_TECHCERT_NOTDIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
QD,TALLPUP_TECHCERT_NOTDIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
QE,TALLPPE_TECHCERT_NOTDIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
QF,TALLPPE_TECHCERT_NOTDIS_20,This is a historical variable. It holds the 2020 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
QG,TALLPPE_TECHCERT_NOTDIS_19,This is a historical variable. It holds the 2019 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
QH,TALLPPEGRD_TECHCERT_NOTDIS_21,This is a historical variable. It holds the 2021 value of the corresponding variable. Please see the current variable for the variable description.,,,,
