"Year","POLAR4 Quintile","Age group","Domicile","Gender","Applicants with conditional unconditional offer","Applicants with direct unconditional offer","Applicants with other unconditional offer","Applicants with offer with unconditional component","Conditional unconditional offers","Direct unconditional offers","Other unconditional offers","Offers with unconditional component"
"2020","Quintile 1","18","Northern Ireland","All","25","70","265","330","25","80","370","480"
"2020","Quintile 1","18","Wales","All","65","465","490","840","70","620","635","1325"
"2021","Quintile 1","18","England","All","0","3455","725","4030","0","4045","745","4795"
"2021","Quintile 1","18","Northern Ireland","All","0","35","5","40","0","35","5","40"
"2021","Quintile 1","18","Wales","All","0","445","80","495","0","570","95","665"
"2022","Quintile 1","18","England","All","1010","5200","1295","6970","1105","6355","1395","8855"
"2022","Quintile 1","18","Northern Ireland","All","5","40","10","50","5","45","10","60"
"2022","Quintile 1","18","Wales","All","15","175","105","285","20","210","120","345"
"2023","Quintile 1","18","England","All","0","3835","1130","4745","0","4520","1210","5730"
"2023","Quintile 1","18","Northern Ireland","All","0","20","10","25","0","25","10","35"
"2023","Quintile 1","18","Wales","All","0","75","40","110","0","80","45","130"
"2013","Quintile 2","18","England","All","0","275","135","405","0","345","135","480"
"2013","Quintile 2","18","Northern Ireland","All","0","0","0","5","0","0","5","5"
"2013","Quintile 2","18","Wales","All","0","20","25","45","0","25","25","50"
"2014","Quintile 2","18","England","All","1005","935","530","2370","1085","1030","555","2670"
"2014","Quintile 2","18","Northern Ireland","All","5","10","0","15","5","15","0","15"
"2014","Quintile 2","18","Wales","All","25","40","60","125","25","45","75","140"
"2015","Quintile 2","18","England","All","1925","1510","1745","4810","2130","1655","1770","5555"
"2015","Quintile 2","18","Northern Ireland","All","10","15","10","35","10","15","10","40"
"2015","Quintile 2","18","Wales","All","45","75","85","200","50","80","100","230"
"2016","Quintile 2","18","England","All","3290","3245","1885","7675","3725","3570","1910","9205"
"2016","Quintile 2","18","Northern Ireland","All","20","30","15","60","20","35","15","65"
"2016","Quintile 2","18","Wales","All","70","210","100","355","75","250","115","435"
"2017","Quintile 2","18","England","All","5315","3875","2610","10515","6375","4345","2725","13445"
"2017","Quintile 2","18","Northern Ireland","All","50","30","35","105","50","35","40","120"
"2017","Quintile 2","18","Wales","All","155","245","165","515","160","290","175","625"
"2018","Quintile 2","18","England","All","7380","5015","3580","13695","9305","5800","3635","18740"
"2018","Quintile 2","18","Northern Ireland","All","55","50","30","125","65","55","35","155"
"2018","Quintile 2","18","Wales","All","300","305","180","695","345","360","195","900"
"2019","Quintile 2","18","England","All","9045","5150","3370","14625","11785","6140","3480","21405"
"2019","Quintile 2","18","Northern Ireland","All","45","30","30","95","60","35","30","125"
"2019","Quintile 2","18","Wales","All","355","525","140","895","420","650","150","1220"
"2020","Quintile 2","18","England","All","4305","9345","7160","16980","4895","12330","8770","25995"
"2020","Quintile 2","18","Northern Ireland","All","15","75","240","300","15","90","330","435"
"2020","Quintile 2","18","Wales","All","85","615","715","1165","90","810","935","1835"
"2021","Quintile 2","18","England","All","0","4495","940","5220","0","5335","980","6315"
"2021","Quintile 2","18","Northern Ireland","All","0","35","5","40","0","40","5","45"
"2021","Quintile 2","18","Wales","All","0","585","100","645","0","765","115","880"
"2022","Quintile 2","18","England","All","935","6670","1555","8605","1005","8200","1640","10845"
"2022","Quintile 2","18","Northern Ireland","All","5","30","5","40","5","40","5","50"
"2022","Quintile 2","18","Wales","All","20","260","150","415","20","325","170","520"
"2023","Quintile 2","18","England","All","0","4710","1390","5830","0","5515","1495","7010"
"2023","Quintile 2","18","Northern Ireland","All","0","15","5","20","0","20","5","25"
"2023","Quintile 2","18","Wales","All","0","125","65","185","0","145","75","220"
"2013","Quintile 3","18","England","All","0","300","160","450","0","355","160","515"
"2013","Quintile 3","18","Northern Ireland","All","0","5","0","5","0","5","0","5"
"2013","Quintile 3","18","Wales","All","0","25","45","65","0","25","45","70"
"2014","Quintile 3","18","England","All","1195","1135","610","2840","1280","1230","640","3150"
"2014","Quintile 3","18","Northern Ireland","All","5","15","5","25","5","15","5","25"
"2014","Quintile 3","18","Wales","All","35","40","105","175","35","45","125","200"
"2015","Quintile 3","18","England","All","2475","1780","1820","5640","2670","1945","1845","6455"
"2015","Quintile 3","18","Northern Ireland","All","10","20","40","70","10","20","40","75"
"2015","Quintile 3","18","Wales","All","75","75","110","255","80","85","145","310"
"2016","Quintile 3","18","England","All","3925","3360","2125","8640","4315","3645","2170","10130"
"2016","Quintile 3","18","Northern Ireland","All","15","45","20","80","15","50","20","85"
"2016","Quintile 3","18","Wales","All","95","185","130","385","100","205","155","460"
"2017","Quintile 3","18","England","All","6770","4140","2885","12335","7840","4630","3025","15495"
"2017","Quintile 3","18","Northern Ireland","All","40","35","55","120","45","35","55","135"
"2017","Quintile 3","18","Wales","All","170","275","225","605","190","325","255","770"
"2018","Quintile 3","18","England","All","9455","5340","3885","16055","11680","6070","3975","21725"
"2018","Quintile 3","18","Northern Ireland","All","95","70","50","195","105","75","55","235"
"2018","Quintile 3","18","Wales","All","335","280","185","710","410","325","200","935"
"2019","Quintile 3","18","England","All","12065","5585","3880","18120","15535","6470","4030","26035"
"2019","Quintile 3","18","Northern Ireland","All","95","45","45","175","110","55","45","210"
"2019","Quintile 3","18","Wales","All","355","410","115","785","425","540","120","1085"
"2020","Quintile 3","18","England","All","5640","9985","7830","19145","6415","12755","9325","28490"
"2020","Quintile 3","18","Northern Ireland","All","35","90","340","430","40","110","470","620"
"2020","Quintile 3","18","Wales","All","85","510","695","1105","95","665","950","1715"
"2021","Quintile 3","18","England","All","0","4290","955","5030","0","5015","985","6000"
"2021","Quintile 3","18","Northern Ireland","All","0","45","5","50","0","55","5","60"
"2021","Quintile 3","18","Wales","All","0","490","110","550","0","630","135","765"
"2022","Quintile 3","18","England","All","915","6315","1595","8360","980","7600","1695","10275"
"2022","Quintile 3","18","Northern Ireland","All","5","40","10","55","5","45","10","60"
"2022","Quintile 3","18","Wales","All","25","225","190","425","30","275","235","540"
"2023","Quintile 3","18","England","All","0","4815","1530","6095","0","5535","1645","7180"
"2023","Quintile 3","18","Northern Ireland","All","0","25","5","30","0","25","5","30"
"2023","Quintile 3","18","Wales","All","0","135","100","225","0","170","110","280"
"2013","Quintile 4","18","England","All","0","360","195","535","0","420","200","620"
"2013","Quintile 4","18","Northern Ireland","All","0","5","10","10","0","5","10","15"
"2013","Quintile 4","18","Wales","All","0","10","45","55","0","10","45","55"
"2014","Quintile 4","18","England","All","1530","1330","685","3425","1595","1435","710","3745"
"2014","Quintile 4","18","Northern Ireland","All","15","35","15","60","15","35","15","65"
"2014","Quintile 4","18","Wales","All","40","25","55","120","40","25","65","135"
"2015","Quintile 4","18","England","All","3120","1800","1860","6380","3320","1965","1885","7170"
"2015","Quintile 4","18","Northern Ireland","All","15","35","40","85","15","45","40","100"
"2015","Quintile 4","18","Wales","All","55","75","120","235","55","85","150","290"
"2016","Quintile 4","18","England","All","4745","3785","2270","9980","5125","4160","2315","11600"
"2016","Quintile 4","18","Northern Ireland","All","40","45","20","105","45","55","25","120"
"2016","Quintile 4","18","Wales","All","110","150","135","375","115","190","170","470"
"2017","Quintile 4","18","England","All","8270","4555","3025","14350","9510","5085","3155","17750"
"2017","Quintile 4","18","Northern Ireland","All","60","55","70","175","60","65","70","190"
"2017","Quintile 4","18","Wales","All","175","225","130","495","180","255","155","590"
"2018","Quintile 4","18","England","All","11905","5685","4340","19065","14525","6455","4420","25400"
"2018","Quintile 4","18","Northern Ireland","All","130","85","80","270","140","95","80","310"
"2018","Quintile 4","18","Wales","All","350","200","180","650","430","225","205","860"
"2019","Quintile 4","18","England","All","14400","6430","4170","21170","18390","7420","4300","30110"
"2019","Quintile 4","18","Northern Ireland","All","145","60","40","230","170","70","40","280"
"2019","Quintile 4","18","Wales","All","360","305","115","695","455","380","115","950"
"2020","Quintile 4","18","England","All","6680","11735","8570","22225","7495","14800","10265","32555"
"2020","Quintile 4","18","Northern Ireland","All","45","105","445","565","45","140","585","770"
"2020","Quintile 4","18","Wales","All","100","350","605","910","115","475","845","1430"
"2021","Quintile 4","18","England","All","0","5200","1085","6035","0","6010","1130","7140"
"2021","Quintile 4","18","Northern Ireland","All","0","70","10","80","0","80","10","90"
"2021","Quintile 4","18","Wales","All","0","335","85","395","0","440","95","535"
"2022","Quintile 4","18","England","All","915","7695","1850","9950","960","9180","1925","12070"
"2022","Quintile 4","18","Northern Ireland","All","15","55","10","75","15","65","10","90"
"2022","Quintile 4","18","Wales","All","25","165","140","320","25","200","160","385"
"2023","Quintile 4","18","England","All","0","5405","1605","6760","0","6120","1735","7850"
"2023","Quintile 4","18","Northern Ireland","All","0","40","10","45","0","45","10","55"
"2023","Quintile 4","18","Wales","All","0","100","70","170","0","115","85","200"
"2013","Quintile 5","18","England","All","0","390","305","680","0","515","305","820"
"2013","Quintile 5","18","Northern Ireland","All","0","10","5","15","0","15","5","20"
"2013","Quintile 5","18","Wales","All","0","15","25","40","0","20","25","45"
"2014","Quintile 5","18","England","All","2890","1595","875","5200","3030","1700","910","5640"
"2014","Quintile 5","18","Northern Ireland","All","20","45","25","90","20","55","30","100"
"2014","Quintile 5","18","Wales","All","65","30","45","135","70","30","45","145"
"2015","Quintile 5","18","England","All","5670","2250","2130","9535","6100","2405","2160","10670"
"2015","Quintile 5","18","Northern Ireland","All","50","50","70","165","55","60","70","185"
"2015","Quintile 5","18","Wales","All","125","60","75","245","135","60","90","285"
"2016","Quintile 5","18","England","All","7865","3805","2545","13320","8460","4115","2585","15160"
"2016","Quintile 5","18","Northern Ireland","All","65","70","35","160","65","80","35","180"
"2016","Quintile 5","18","Wales","All","165","110","90","345","170","130","95","395"
"2017","Quintile 5","18","England","All","12530","4905","3205","18960","14240","5490","3330","23055"
"2017","Quintile 5","18","Northern Ireland","All","115","100","90","280","135","110","90","340"
"2017","Quintile 5","18","Wales","All","230","160","140","500","250","175","155","580"
"2018","Quintile 5","18","England","All","17260","5735","4520","24515","20805","6545","4610","31955"
"2018","Quintile 5","18","Northern Ireland","All","225","155","120","465","255","175","120","550"
"2018","Quintile 5","18","Wales","All","365","195","150","630","420","220","165","805"
"2019","Quintile 5","18","England","All","20420","6255","4695","27340","25390","7210","4850","37455"
"2019","Quintile 5","18","Northern Ireland","All","235","110","60","375","265","135","65","460"
"2019","Quintile 5","18","Wales","All","410","280","135","730","490","345","140","975"
"2020","Quintile 5","18","England","All","9510","12665","8975","25915","10540","15600","10600","36740"
"2020","Quintile 5","18","Northern Ireland","All","65","185","645","830","75","210","845","1125"
"2020","Quintile 5","18","Wales","All","140","365","515","850","145","465","670","1285"
"2021","Quintile 5","18","England","All","0","5765","1150","6625","0","6675","1210","7885"
"2021","Quintile 5","18","Northern Ireland","All","0","120","20","135","0","140","25","160"
"2021","Quintile 5","18","Wales","All","0","335","65","375","0","410","80","490"
"2022","Quintile 5","18","England","All","935","7275","2145","9880","985","8685","2245","11915"
"2022","Quintile 5","18","Northern Ireland","All","15","90","20","120","15","105","20","140"
"2022","Quintile 5","18","Wales","All","15","190","125","320","15","220","150","385"
"2023","Quintile 5","18","England","All","0","5200","1965","6875","0","5960","2115","8075"
"2023","Quintile 5","18","Northern Ireland","All","0","50","25","75","0","55","25","85"
"2023","Quintile 5","18","Wales","All","0","95","60","155","0","115","75","190"
"2013","All","18","England","All","0","1545","870","2365","0","1885","885","2770"
"2013","All","18","Northern Ireland","All","0","20","15","35","0","25","20","45"
"2013","All","18","Wales","All","0","75","155","225","0","85","155","240"
"2014","All","18","England","All","7290","5675","3030","15460","7710","6145","3160","17015"
"2014","All","18","Northern Ireland","All","45","115","45","210","45","130","55","235"
"2014","All","18","Wales","All","190","155","295","630","195","165","340","705"
"2015","All","18","England","All","14590","8460","8885","29930","15750","9185","9005","33945"
"2015","All","18","Northern Ireland","All","100","135","170","390","105","160","175","435"
"2015","All","18","Wales","All","330","330","450","1065","355","355","540","1245"
"2016","All","18","England","All","21925","16530","10250","44910","24035","18070","10435","52535"
"2016","All","18","Northern Ireland","All","150","220","105","460","155","245","105","505"
"2016","All","18","Wales","All","480","765","505","1645","505","895","590","1990"
"2017","All","18","England","All","36680","20445","13675","63915","42595","22905","14280","79780"
"2017","All","18","Northern Ireland","All","300","245","275","770","330","270","285","880"
"2017","All","18","Wales","All","820","1045","755","2415","870","1205","845","2920"
"2018","All","18","England","All","51275","25555","19070","83375","62985","29295","19420","111705"
"2018","All","18","Northern Ireland","All","560","410","310","1185","635","455","315","1405"
"2018","All","18","Wales","All","1515","1155","815","3090","1785","1335","890","4005"
"2019","All","18","England","All","62580","27580","18750","92430","79875","32210","19420","131505"
"2019","All","18","Northern Ireland","All","580","300","210","1000","670","355","220","1240"
"2019","All","18","Wales","All","1665","1905","590","3695","2015","2420","620","5055"
"2020","All","18","England","All","29830","51225","38290","97950","33625","65460","46145","145235"
"2020","All","18","Northern Ireland","All","180","525","1940","2460","205","630","2605","3440"
"2020","All","18","Wales","All","475","2310","3025","4875","515","3045","4045","7605"
"2021","All","18","England","All","5","23235","4860","26970","5","27110","5060","32170"
"2021","All","18","Northern Ireland","All","0","310","45","345","0","350","45","395"
"2021","All","18","Wales","All","0","2190","440","2460","0","2810","525","3335"
"2022","All","18","England","All","4710","33165","8440","43780","5035","40045","8900","53980"
"2022","All","18","Northern Ireland","All","40","255","55","345","45","300","55","400"
"2022","All","18","Wales","All","105","1020","710","1765","110","1230","830","2170"
"2023","All","18","England","All","0","23975","7620","30325","0","27660","8205","35860"
"2023","All","18","Northern Ireland","All","0","150","55","195","0","175","55","230"
"2023","All","18","Wales","All","0","530","340","840","0","625","390","1015"
"2013","Unknown","All","England","All","0","10","0","10","0","15","0","15"
"2014","Unknown","All","England","All","5","5","10","20","5","10","10","25"
"2015","Unknown","All","England","All","10","10","5","30","10","15","5","30"
"2015","Unknown","All","Wales","All","0","0","0","5","5","0","0","5"
"2016","Unknown","All","England","All","10","20","15","45","10","25","15","50"
"2016","Unknown","All","Wales","All","0","0","0","5","0","0","0","5"
"2017","Unknown","All","England","All","30","20","10","55","35","25","15","70"
"2017","Unknown","All","Wales","All","0","0","0","5","0","0","5","5"
"2018","Unknown","All","England","All","35","30","15","70","45","35","15","95"
"2018","Unknown","All","Northern Ireland","All","0","0","0","5","5","0","0","5"
"2019","Unknown","All","England","All","45","30","15","75","55","40","15","110"
"2019","Unknown","All","Northern Ireland","All","5","0","0","5","5","0","0","5"
"2019","Unknown","All","Wales","All","0","5","0","5","0","5","0","5"
"2020","Unknown","All","England","All","20","35","35","80","25","45","40","110"
"2020","Unknown","All","Wales","All","0","5","5","10","0","5","5","10"
"2021","Unknown","All","England","All","0","25","5","30","0","30","10","40"
"2022","Unknown","All","England","All","0","15","5","20","0","20","5","25"
"2023","Unknown","All","England","All","0","10","0","10","0","10","0","10"
"2013","Quintile 1","All","England","All","0","210","80","285","0","240","80","320"
"2013","Quintile 1","All","Wales","All","0","5","10","15","0","5","10","15"
"2014","Quintile 1","All","England","All","665","675","320","1605","715","740","330","1785"
"2014","Quintile 1","All","Northern Ireland","All","5","10","5","20","5","15","5","20"
"2014","Quintile 1","All","Wales","All","25","20","30","70","25","20","30","80"
"2015","Quintile 1","All","England","All","1390","1100","1325","3535","1520","1200","1345","4060"
"2015","Quintile 1","All","Northern Ireland","All","10","15","10","35","10","15","10","35"
"2015","Quintile 1","All","Wales","All","30","40","55","120","30","45","55","130"
"2016","Quintile 1","All","England","All","2095","2305","1410","5245","2400","2550","1440","6385"
"2016","Quintile 1","All","Northern Ireland","All","10","30","15","55","10","30","15","55"
"2016","Quintile 1","All","Wales","All","40","110","45","180","45","125","50","220"
"2017","Quintile 1","All","England","All","3765","2950","1935","7695","4600","3330","2035","9960"
"2017","Quintile 1","All","Northern Ireland","All","35","25","30","80","35","25","30","90"
"2017","Quintile 1","All","Wales","All","85","140","95","295","90","160","100","355"
"2018","Quintile 1","All","England","All","5240","3755","2735","9975","6630","4395","2765","13790"
"2018","Quintile 1","All","Northern Ireland","All","55","55","30","125","65","55","30","155"
"2018","Quintile 1","All","Wales","All","160","175","120","405","180","205","120","505"
"2019","Quintile 1","All","England","All","6605","4130","2620","11100","8715","4930","2750","16390"
"2019","Quintile 1","All","Northern Ireland","All","55","50","30","115","65","60","35","155"
"2019","Quintile 1","All","Wales","All","185","375","90","585","220","500","100","820"
"2020","Quintile 1","All","England","All","3680","7460","5720","13605","4255","9940","7145","21340"
"2020","Quintile 1","All","Northern Ireland","All","25","70","265","330","25","80","370","480"
"2020","Quintile 1","All","Wales","All","65","465","490","840","70","620","635","1325"
"2021","Quintile 1","All","England","All","0","3455","725","4030","0","4045","745","4795"
"2021","Quintile 1","All","Northern Ireland","All","0","35","5","40","0","35","5","40"
"2021","Quintile 1","All","Wales","All","0","445","80","495","0","570","95","665"
"2022","Quintile 1","All","England","All","1010","5200","1295","6970","1105","6355","1395","8855"
"2022","Quintile 1","All","Northern Ireland","All","5","40","10","50","5","45","10","60"
"2022","Quintile 1","All","Wales","All","15","175","105","285","20","210","120","345"
"2023","Quintile 1","All","England","All","0","3835","1130","4745","0","4520","1210","5730"
"2023","Quintile 1","All","Northern Ireland","All","0","20","10","25","0","25","10","35"
"2023","Quintile 1","All","Wales","All","0","75","40","110","0","80","45","130"
"2013","Quintile 2","All","England","All","0","275","135","405","0","345","135","480"
"2013","Quintile 2","All","Northern Ireland","All","0","0","0","5","0","0","5","5"
"2013","Quintile 2","All","Wales","All","0","20","25","45","0","25","25","50"
"2014","Quintile 2","All","England","All","1005","935","530","2370","1085","1030","555","2670"
"2014","Quintile 2","All","Northern Ireland","All","5","10","0","15","5","15","0","15"
"2014","Quintile 2","All","Wales","All","25","40","60","125","25","45","75","140"
"2015","Quintile 2","All","England","All","1925","1510","1745","4810","2130","1655","1770","5555"
"2015","Quintile 2","All","Northern Ireland","All","10","15","10","35","10","15","10","40"
"2015","Quintile 2","All","Wales","All","45","75","85","200","50","80","100","230"
"2016","Quintile 2","All","England","All","3290","3245","1885","7675","3725","3570","1910","9205"
"2016","Quintile 2","All","Northern Ireland","All","20","30","15","60","20","35","15","65"
"2016","Quintile 2","All","Wales","All","70","210","100","355","75","250","115","435"
"2017","Quintile 2","All","England","All","5315","3875","2610","10515","6375","4345","2725","13445"
"2017","Quintile 2","All","Northern Ireland","All","50","30","35","105","50","35","40","120"
"2017","Quintile 2","All","Wales","All","155","245","165","515","160","290","175","625"
"2018","Quintile 2","All","England","All","7380","5015","3580","13695","9305","5800","3635","18740"
"2018","Quintile 2","All","Northern Ireland","All","55","50","30","125","65","55","35","155"
"2018","Quintile 2","All","Wales","All","300","305","180","695","345","360","195","900"
"2019","Quintile 2","All","England","All","9045","5150","3370","14625","11785","6140","3480","21405"
"2019","Quintile 2","All","Northern Ireland","All","45","30","30","95","60","35","30","125"
"2019","Quintile 2","All","Wales","All","355","525","140","895","420","650","150","1220"
"2020","Quintile 2","All","England","All","4305","9345","7160","16980","4895","12330","8770","25995"
"2020","Quintile 2","All","Northern Ireland","All","15","75","240","300","15","90","330","435"
"2020","Quintile 2","All","Wales","All","85","615","715","1165","90","810","935","1835"
"2021","Quintile 2","All","England","All","0","4495","940","5220","0","5335","980","6315"
"2021","Quintile 2","All","Northern Ireland","All","0","35","5","40","0","40","5","45"
"2021","Quintile 2","All","Wales","All","0","585","100","645","0","765","115","880"
"2022","Quintile 2","All","England","All","935","6670","1555","8605","1005","8200","1640","10845"
"2022","Quintile 2","All","Northern Ireland","All","5","30","5","40","5","40","5","50"
"2022","Quintile 2","All","Wales","All","20","260","150","415","20","325","170","520"
"2023","Quintile 2","All","England","All","0","4710","1390","5830","0","5515","1495","7010"
"2023","Quintile 2","All","Northern Ireland","All","0","15","5","20","0","20","5","25"
"2023","Quintile 2","All","Wales","All","0","125","65","185","0","145","75","220"
"2013","Quintile 3","All","England","All","0","300","160","450","0","355","160","515"
"2013","Quintile 3","All","Northern Ireland","All","0","5","0","5","0","5","0","5"
"2013","Quintile 3","All","Wales","All","0","25","45","65","0","25","45","70"
"2014","Quintile 3","All","England","All","1195","1135","610","2840","1280","1230","640","3150"
"2014","Quintile 3","All","Northern Ireland","All","5","15","5","25","5","15","5","25"
"2014","Quintile 3","All","Wales","All","35","40","105","175","35","45","125","200"
"2015","Quintile 3","All","England","All","2475","1780","1820","5640","2670","1945","1845","6455"
"2015","Quintile 3","All","Northern Ireland","All","10","20","40","70","10","20","40","75"
"2015","Quintile 3","All","Wales","All","75","75","110","255","80","85","145","310"
"2016","Quintile 3","All","England","All","3925","3360","2125","8640","4315","3645","2170","10130"
"2016","Quintile 3","All","Northern Ireland","All","15","45","20","80","15","50","20","85"
"2016","Quintile 3","All","Wales","All","95","185","130","385","100","205","155","460"
"2017","Quintile 3","All","England","All","6770","4140","2885","12335","7840","4630","3025","15495"
"2017","Quintile 3","All","Northern Ireland","All","40","35","55","120","45","35","55","135"
"2017","Quintile 3","All","Wales","All","170","275","225","605","190","325","255","770"
"2018","Quintile 3","All","England","All","9455","5340","3885","16055","11680","6070","3975","21725"
"2018","Quintile 3","All","Northern Ireland","All","95","70","50","195","105","75","55","235"
"2018","Quintile 3","All","Wales","All","335","280","185","710","410","325","200","935"
"2019","Quintile 3","All","England","All","12065","5585","3880","18120","15535","6470","4030","26035"
"2019","Quintile 3","All","Northern Ireland","All","95","45","45","175","110","55","45","210"
"2019","Quintile 3","All","Wales","All","355","410","115","785","425","540","120","1085"
"2020","Quintile 3","All","England","All","5640","9985","7830","19145","6415","12755","9325","28490"
"2020","Quintile 3","All","Northern Ireland","All","35","90","340","430","40","110","470","620"
"2020","Quintile 3","All","Wales","All","85","510","695","1105","95","665","950","1715"
"2021","Quintile 3","All","England","All","0","4290","955","5030","0","5015","985","6000"
"2021","Quintile 3","All","Northern Ireland","All","0","45","5","50","0","55","5","60"
"2021","Quintile 3","All","Wales","All","0","490","110","550","0","630","135","765"
"2022","Quintile 3","All","England","All","915","6315","1595","8360","980","7600","1695","10275"
"2022","Quintile 3","All","Northern Ireland","All","5","40","10","55","5","45","10","60"
"2022","Quintile 3","All","Wales","All","25","225","190","425","30","275","235","540"
"2023","Quintile 3","All","England","All","0","4815","1530","6095","0","5535","1645","7180"
"2023","Quintile 3","All","Northern Ireland","All","0","25","5","30","0","25","5","30"
"2023","Quintile 3","All","Wales","All","0","135","100","225","0","170","110","280"
"2013","Quintile 4","All","England","All","0","360","195","535","0","420","200","620"
"2013","Quintile 4","All","Northern Ireland","All","0","5","10","10","0","5","10","15"
"2013","Quintile 4","All","Wales","All","0","10","45","55","0","10","45","55"
"2014","Quintile 4","All","England","All","1530","1330","685","3425","1595","1435","710","3745"
"2014","Quintile 4","All","Northern Ireland","All","15","35","15","60","15","35","15","65"
"2014","Quintile 4","All","Wales","All","40","25","55","120","40","25","65","135"
"2015","Quintile 4","All","England","All","3120","1800","1860","6380","3320","1965","1885","7170"
"2015","Quintile 4","All","Northern Ireland","All","15","35","40","85","15","45","40","100"
"2015","Quintile 4","All","Wales","All","55","75","120","235","55","85","150","290"
"2016","Quintile 4","All","England","All","4745","3785","2270","9980","5125","4160","2315","11600"
"2016","Quintile 4","All","Northern Ireland","All","40","45","20","105","45","55","25","120"
"2016","Quintile 4","All","Wales","All","110","150","135","375","115","190","170","470"
"2017","Quintile 4","All","England","All","8270","4555","3025","14350","9510","5085","3155","17750"
"2017","Quintile 4","All","Northern Ireland","All","60","55","70","175","60","65","70","190"
"2017","Quintile 4","All","Wales","All","175","225","130","495","180","255","155","590"
"2018","Quintile 4","All","England","All","11905","5685","4340","19065","14525","6455","4420","25400"
"2018","Quintile 4","All","Northern Ireland","All","130","85","80","270","140","95","80","310"
"2018","Quintile 4","All","Wales","All","350","200","180","650","430","225","205","860"
"2019","Quintile 4","All","England","All","14400","6430","4170","21170","18390","7420","4300","30110"
"2019","Quintile 4","All","Northern Ireland","All","145","60","40","230","170","70","40","280"
"2019","Quintile 4","All","Wales","All","360","305","115","695","455","380","115","950"
"2020","Quintile 4","All","England","All","6680","11735","8570","22225","7495","14800","10265","32555"
"2020","Quintile 4","All","Northern Ireland","All","45","105","445","565","45","140","585","770"
"2020","Quintile 4","All","Wales","All","100","350","605","910","115","475","845","1430"
"2021","Quintile 4","All","England","All","0","5200","1085","6035","0","6010","1130","7140"
"2021","Quintile 4","All","Northern Ireland","All","0","70","10","80","0","80","10","90"
"2021","Quintile 4","All","Wales","All","0","335","85","395","0","440","95","535"
"2022","Quintile 4","All","England","All","915","7695","1850","9950","960","9180","1925","12070"
"2022","Quintile 4","All","Northern Ireland","All","15","55","10","75","15","65","10","90"
"2022","Quintile 4","All","Wales","All","25","165","140","320","25","200","160","385"
"2023","Quintile 4","All","England","All","0","5405","1605","6760","0","6120","1735","7850"
"2023","Quintile 4","All","Northern Ireland","All","0","40","10","45","0","45","10","55"
"2023","Quintile 4","All","Wales","All","0","100","70","170","0","115","85","200"
"2013","Quintile 5","All","England","All","0","390","305","680","0","515","305","820"
"2013","Quintile 5","All","Northern Ireland","All","0","10","5","15","0","15","5","20"
"2013","Quintile 5","All","Wales","All","0","15","25","40","0","20","25","45"
"2014","Quintile 5","All","England","All","2890","1595","875","5200","3030","1700","910","5640"
"2014","Quintile 5","All","Northern Ireland","All","20","45","25","90","20","55","30","100"
"2014","Quintile 5","All","Wales","All","65","30","45","135","70","30","45","145"
"2015","Quintile 5","All","England","All","5670","2250","2130","9535","6100","2405","2160","10670"
"2015","Quintile 5","All","Northern Ireland","All","50","50","70","165","55","60","70","185"
"2015","Quintile 5","All","Wales","All","125","60","75","245","135","60","90","285"
"2016","Quintile 5","All","England","All","7865","3805","2545","13320","8460","4115","2585","15160"
"2016","Quintile 5","All","Northern Ireland","All","65","70","35","160","65","80","35","180"
"2016","Quintile 5","All","Wales","All","165","110","90","345","170","130","95","395"
"2017","Quintile 5","All","England","All","12530","4905","3205","18960","14240","5490","3330","23055"
"2017","Quintile 5","All","Northern Ireland","All","115","100","90","280","135","110","90","340"
"2017","Quintile 5","All","Wales","All","230","160","140","500","250","175","155","580"
"2018","Quintile 5","All","England","All","17260","5735","4520","24515","20805","6545","4610","31955"
"2018","Quintile 5","All","Northern Ireland","All","225","155","120","465","255","175","120","550"
"2018","Quintile 5","All","Wales","All","365","195","150","630","420","220","165","805"
"2019","Quintile 5","All","England","All","20420","6255","4695","27340","25390","7210","4850","37455"
"2019","Quintile 5","All","Northern Ireland","All","235","110","60","375","265","135","65","460"
"2019","Quintile 5","All","Wales","All","410","280","135","730","490","345","140","975"
"2020","Quintile 5","All","England","All","9510","12665","8975","25915","10540","15600","10600","36740"
"2020","Quintile 5","All","Northern Ireland","All","65","185","645","830","75","210","845","1125"
"2020","Quintile 5","All","Wales","All","140","365","515","850","145","465","670","1285"
"2021","Quintile 5","All","England","All","0","5765","1150","6625","0","6675","1210","7885"
"2021","Quintile 5","All","Northern Ireland","All","0","120","20","135","0","140","25","160"
"2021","Quintile 5","All","Wales","All","0","335","65","375","0","410","80","490"
"2022","Quintile 5","All","England","All","935","7275","2145","9880","985","8685","2245","11915"
"2022","Quintile 5","All","Northern Ireland","All","15","90","20","120","15","105","20","140"
"2022","Quintile 5","All","Wales","All","15","190","125","320","15","220","150","385"
"2023","Quintile 5","All","England","All","0","5200","1965","6875","0","5960","2115","8075"
"2023","Quintile 5","All","Northern Ireland","All","0","50","25","75","0","55","25","85"
"2023","Quintile 5","All","Wales","All","0","95","60","155","0","115","75","190"
"2013","All","All","England","All","0","1545","870","2365","0","1885","885","2770"
"2013","All","All","Northern Ireland","All","0","20","15","35","0","25","20","45"
"2013","All","All","Wales","All","0","75","155","225","0","85","155","240"
"2014","All","All","England","All","7290","5675","3030","15460","7710","6145","3160","17015"
"2014","All","All","Northern Ireland","All","45","115","45","210","45","130","55","235"
