"Year","Predicted BTEC Extended diploma points","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2018","10 points (D*D*D*)","18","Northern Ireland","All","All","Not main scheme application","5","5"," ","0"
"2019","10 points (D*D*D*)","18","Northern Ireland","All","All","Not main scheme application","5","5"," ","0"
"2021","10 points (D*D*D*)","18","Northern Ireland","All","All","Not main scheme application","10","10"," ","0"
"2022","10 points (D*D*D*)","18","Northern Ireland","All","All","Not main scheme application","10","10","0.917","0"
"2012","10 points (D*D*D*)","18","England","All","All","Not main scheme application","5","5"," ","0"
"2013","10 points (D*D*D*)","18","England","All","All","Not main scheme application","160","130","0.795","0"
"2014","10 points (D*D*D*)","18","England","All","All","Not main scheme application","265","195","0.733","0"
"2015","10 points (D*D*D*)","18","England","All","All","Not main scheme application","385","315","0.8130000000000001","0"
"2016","10 points (D*D*D*)","18","England","All","All","Not main scheme application","385","305","0.797","0"
"2017","10 points (D*D*D*)","18","England","All","All","Not main scheme application","390","335","0.862","0"
"2018","10 points (D*D*D*)","18","England","All","All","Not main scheme application","310","275","0.875","5"
"2019","10 points (D*D*D*)","18","England","All","All","Not main scheme application","305","270","0.895","0"
"2020","10 points (D*D*D*)","18","England","All","All","Not main scheme application","325","295","0.908","0"
"2021","10 points (D*D*D*)","18","England","All","All","Not main scheme application","365","325","0.901","0"
"2022","10 points (D*D*D*)","18","England","All","All","Not main scheme application","200","175","0.876","5"
"2023","10 points (D*D*D*)","18","England","All","All","Not main scheme application","145","130","0.909","0"
"2013","10 points (D*D*D*)","18","Wales","All","All","Not main scheme application","5","5"," ","0"
"2014","10 points (D*D*D*)","18","Wales","All","All","Not main scheme application","10","5"," ","0"
"2015","10 points (D*D*D*)","18","Wales","All","All","Not main scheme application","10","5"," ","0"
"2016","10 points (D*D*D*)","18","Wales","All","All","Not main scheme application","5","5"," ","0"
"2017","10 points (D*D*D*)","18","Wales","All","All","Not main scheme application","10","10"," ","0"
"2018","10 points (D*D*D*)","18","Wales","All","All","Not main scheme application","5","5"," ","0"
"2019","10 points (D*D*D*)","18","Wales","All","All","Not main scheme application","10","10"," ","0"
"2020","10 points (D*D*D*)","18","Wales","All","All","Not main scheme application","15","10"," ","0"
"2021","10 points (D*D*D*)","18","Wales","All","All","Not main scheme application","15","10","0.786","0"
"2022","10 points (D*D*D*)","18","Wales","All","All","Not main scheme application","20","15","0.737","0"
"2023","10 points (D*D*D*)","18","Wales","All","All","Not main scheme application","5","0"," ","0"
"2010","1 point (PPP)","18","Northern Ireland","All","All","Main scheme application","15","5"," ","0"
"2011","1 point (PPP)","18","Northern Ireland","All","All","Main scheme application","15","5"," ","0"
"2012","1 point (PPP)","18","Northern Ireland","All","All","Main scheme application","5","0"," ","0"
"2013","1 point (PPP)","18","Northern Ireland","All","All","Main scheme application","15","5"," ","0"
"2014","1 point (PPP)","18","Northern Ireland","All","All","Main scheme application","10","0"," ","0"
"2015","1 point (PPP)","18","Northern Ireland","All","All","Main scheme application","5","0"," ","0"
"2016","1 point (PPP)","18","Northern Ireland","All","All","Main scheme application","5","0"," ","0"
"2017","1 point (PPP)","18","Northern Ireland","All","All","Main scheme application","5","0"," ","0"
"2018","1 point (PPP)","18","Northern Ireland","All","All","Main scheme application","5","0"," ","0"
"2020","1 point (PPP)","18","Northern Ireland","All","All","Main scheme application","5","0"," ","0"
"2021","1 point (PPP)","18","Northern Ireland","All","All","Main scheme application","10","0"," ","0"
"2022","1 point (PPP)","18","Northern Ireland","All","All","Main scheme application","10","0"," ","0"
"2023","1 point (PPP)","18","Northern Ireland","All","All","Main scheme application","10","5"," ","0"
"2010","1 point (PPP)","18","England","All","All","Main scheme application","750","360","0.481","0"
"2011","1 point (PPP)","18","England","All","All","Main scheme application","500","235","0.467","0"
"2012","1 point (PPP)","18","England","All","All","Main scheme application","375","190","0.503","0"
"2013","1 point (PPP)","18","England","All","All","Main scheme application","350","190","0.54","0"
"2014","1 point (PPP)","18","England","All","All","Main scheme application","285","140","0.491","0"
"2015","1 point (PPP)","18","England","All","All","Main scheme application","305","155","0.515","0"
"2016","1 point (PPP)","18","England","All","All","Main scheme application","270","150","0.561","0"
"2017","1 point (PPP)","18","England","All","All","Main scheme application","210","120","0.5720000000000001","0"
"2018","1 point (PPP)","18","England","All","All","Main scheme application","170","105","0.602","0"
"2019","1 point (PPP)","18","England","All","All","Main scheme application","195","115","0.593","0"
"2020","1 point (PPP)","18","England","All","All","Main scheme application","220","135","0.614","0"
"2021","1 point (PPP)","18","England","All","All","Main scheme application","330","215","0.652","0"
"2022","1 point (PPP)","18","England","All","All","Main scheme application","410","225","0.55","0"
"2023","1 point (PPP)","18","England","All","All","Main scheme application","420","215","0.514","0"
"2010","1 point (PPP)","18","Wales","All","All","Main scheme application","30","15","0.448","0"
"2011","1 point (PPP)","18","Wales","All","All","Main scheme application","35","20","0.541","0"
"2012","1 point (PPP)","18","Wales","All","All","Main scheme application","20","10"," ","0"
"2013","1 point (PPP)","18","Wales","All","All","Main scheme application","25","15","0.5650000000000001","0"
"2014","1 point (PPP)","18","Wales","All","All","Main scheme application","35","20","0.6","0"
"2015","1 point (PPP)","18","Wales","All","All","Main scheme application","35","25","0.6940000000000001","0"
"2016","1 point (PPP)","18","Wales","All","All","Main scheme application","25","15","0.615","0"
"2017","1 point (PPP)","18","Wales","All","All","Main scheme application","25","20","0.741","0"
"2018","1 point (PPP)","18","Wales","All","All","Main scheme application","30","20","0.714","0"
"2019","1 point (PPP)","18","Wales","All","All","Main scheme application","25","20","0.731","0"
"2020","1 point (PPP)","18","Wales","All","All","Main scheme application","20","15","0.722","0"
"2021","1 point (PPP)","18","Wales","All","All","Main scheme application","25","10","0.444","0"
"2022","1 point (PPP)","18","Wales","All","All","Main scheme application","30","20","0.613","0"
"2023","1 point (PPP)","18","Wales","All","All","Main scheme application","60","30","0.533","0"
"2010","2 points (MPP)","18","Northern Ireland","All","All","Main scheme application","25","10","0.458","0"
"2011","2 points (MPP)","18","Northern Ireland","All","All","Main scheme application","15","5"," ","0"
"2012","2 points (MPP)","18","Northern Ireland","All","All","Main scheme application","10","0"," ","0"
"2013","2 points (MPP)","18","Northern Ireland","All","All","Main scheme application","10","0"," ","0"
"2014","2 points (MPP)","18","Northern Ireland","All","All","Main scheme application","10","0"," ","0"
"2015","2 points (MPP)","18","Northern Ireland","All","All","Main scheme application","15","5"," ","0"
"2016","2 points (MPP)","18","Northern Ireland","All","All","Main scheme application","10","5"," ","0"
"2017","2 points (MPP)","18","Northern Ireland","All","All","Main scheme application","5","0"," ","0"
"2018","2 points (MPP)","18","Northern Ireland","All","All","Main scheme application","5","0"," ","0"
"2019","2 points (MPP)","18","Northern Ireland","All","All","Main scheme application","5","0"," ","0"
"2020","2 points (MPP)","18","Northern Ireland","All","All","Main scheme application","5","5"," ","0"
"2021","2 points (MPP)","18","Northern Ireland","All","All","Main scheme application","10","5"," ","0"
"2022","2 points (MPP)","18","Northern Ireland","All","All","Main scheme application","15","5"," ","0"
"2023","2 points (MPP)","18","Northern Ireland","All","All","Main scheme application","10","5"," ","0"
"2010","2 points (MPP)","18","England","All","All","Main scheme application","1085","620","0.5740000000000001","0"
"2011","2 points (MPP)","18","England","All","All","Main scheme application","770","420","0.542","0"
"2012","2 points (MPP)","18","England","All","All","Main scheme application","495","260","0.523","0"
"2013","2 points (MPP)","18","England","All","All","Main scheme application","460","275","0.603","0"
"2014","2 points (MPP)","18","England","All","All","Main scheme application","515","290","0.5660000000000001","0"
"2015","2 points (MPP)","18","England","All","All","Main scheme application","490","295","0.606","0"
"2016","2 points (MPP)","18","England","All","All","Main scheme application","435","270","0.622","0"
"2017","2 points (MPP)","18","England","All","All","Main scheme application","370","230","0.62","0"
"2018","2 points (MPP)","18","England","All","All","Main scheme application","335","205","0.606","0"
"2019","2 points (MPP)","18","England","All","All","Main scheme application","330","205","0.631","0"
"2020","2 points (MPP)","18","England","All","All","Main scheme application","365","250","0.684","0"
"2021","2 points (MPP)","18","England","All","All","Main scheme application","450","300","0.669","0"
"2022","2 points (MPP)","18","England","All","All","Main scheme application","570","305","0.535","0"
"2023","2 points (MPP)","18","England","All","All","Main scheme application","630","395","0.622","0"
"2010","2 points (MPP)","18","Wales","All","All","Main scheme application","45","30","0.6960000000000001","0"
"2011","2 points (MPP)","18","Wales","All","All","Main scheme application","40","25","0.595","0"
"2012","2 points (MPP)","18","Wales","All","All","Main scheme application","25","15","0.6960000000000001","0"
"2013","2 points (MPP)","18","Wales","All","All","Main scheme application","10","10","0.833","0"
"2014","2 points (MPP)","18","Wales","All","All","Main scheme application","35","30","0.857","0"
"2015","2 points (MPP)","18","Wales","All","All","Main scheme application","50","30","0.653","0"
"2016","2 points (MPP)","18","Wales","All","All","Main scheme application","35","25","0.73","0"
"2017","2 points (MPP)","18","Wales","All","All","Main scheme application","35","20","0.514","0"
"2018","2 points (MPP)","18","Wales","All","All","Main scheme application","50","35","0.729","0"
"2019","2 points (MPP)","18","Wales","All","All","Main scheme application","35","25","0.7030000000000001","0"
"2020","2 points (MPP)","18","Wales","All","All","Main scheme application","45","35","0.795","0"
"2021","2 points (MPP)","18","Wales","All","All","Main scheme application","15","10","0.6880000000000001","0"
"2022","2 points (MPP)","18","Wales","All","All","Main scheme application","45","25","0.591","0"
"2023","2 points (MPP)","18","Wales","All","All","Main scheme application","50","30","0.667","0"
"2010","3 points (MMP)","18","Northern Ireland","All","All","Main scheme application","35","15","0.361","0"
"2011","3 points (MMP)","18","Northern Ireland","All","All","Main scheme application","25","5"," ","0"
"2012","3 points (MMP)","18","Northern Ireland","All","All","Main scheme application","10","0"," ","0"
"2013","3 points (MMP)","18","Northern Ireland","All","All","Main scheme application","10","5"," ","0"
"2014","3 points (MMP)","18","Northern Ireland","All","All","Main scheme application","10","0"," ","0"
"2015","3 points (MMP)","18","Northern Ireland","All","All","Main scheme application","20","5"," ","0"
"2016","3 points (MMP)","18","Northern Ireland","All","All","Main scheme application","25","10","0.40700000000000003","0"
"2017","3 points (MMP)","18","Northern Ireland","All","All","Main scheme application","5","0"," ","0"
"2018","3 points (MMP)","18","Northern Ireland","All","All","Main scheme application","15","10"," ","0"
"2019","3 points (MMP)","18","Northern Ireland","All","All","Main scheme application","20","10"," ","0"
"2020","3 points (MMP)","18","Northern Ireland","All","All","Main scheme application","15","5"," ","0"
"2021","3 points (MMP)","18","Northern Ireland","All","All","Main scheme application","15","5"," ","0"
"2022","3 points (MMP)","18","Northern Ireland","All","All","Main scheme application","20","5"," ","0"
"2023","3 points (MMP)","18","Northern Ireland","All","All","Main scheme application","20","5"," ","0"
"2010","3 points (MMP)","18","England","All","All","Main scheme application","1525","935","0.613","0"
"2011","3 points (MMP)","18","England","All","All","Main scheme application","1150","670","0.581","0"
"2012","3 points (MMP)","18","England","All","All","Main scheme application","850","495","0.581","0"
"2013","3 points (MMP)","18","England","All","All","Main scheme application","810","515","0.635","0"
"2014","3 points (MMP)","18","England","All","All","Main scheme application","730","440","0.606","0"
"2015","3 points (MMP)","18","England","All","All","Main scheme application","730","445","0.609","0"
"2016","3 points (MMP)","18","England","All","All","Main scheme application","685","450","0.655","0"
"2017","3 points (MMP)","18","England","All","All","Main scheme application","470","305","0.652","0"
"2018","3 points (MMP)","18","England","All","All","Main scheme application","490","320","0.658","0"
"2019","3 points (MMP)","18","England","All","All","Main scheme application","465","310","0.665","0"
"2020","3 points (MMP)","18","England","All","All","Main scheme application","435","305","0.6970000000000001","0"
"2021","3 points (MMP)","18","England","All","All","Main scheme application","635","430","0.675","0"
"2022","3 points (MMP)","18","England","All","All","Main scheme application","700","425","0.611","0"
"2023","3 points (MMP)","18","England","All","All","Main scheme application","775","455","0.585","0"
"2010","3 points (MMP)","18","Wales","All","All","Main scheme application","65","45","0.682","0"
"2011","3 points (MMP)","18","Wales","All","All","Main scheme application","45","25","0.553","0"
"2012","3 points (MMP)","18","Wales","All","All","Main scheme application","30","20","0.594","0"
"2013","3 points (MMP)","18","Wales","All","All","Main scheme application","30","25","0.8130000000000001","0"
"2014","3 points (MMP)","18","Wales","All","All","Main scheme application","50","30","0.6","0"
"2015","3 points (MMP)","18","Wales","All","All","Main scheme application","45","30","0.681","0"
"2016","3 points (MMP)","18","Wales","All","All","Main scheme application","55","40","0.717","0"
"2017","3 points (MMP)","18","Wales","All","All","Main scheme application","55","30","0.5640000000000001","0"
"2018","3 points (MMP)","18","Wales","All","All","Main scheme application","65","45","0.7030000000000001","0"
"2019","3 points (MMP)","18","Wales","All","All","Main scheme application","40","20","0.55","0"
"2020","3 points (MMP)","18","Wales","All","All","Main scheme application","30","25","0.781","0"
"2021","3 points (MMP)","18","Wales","All","All","Main scheme application","40","25","0.711","0"
"2022","3 points (MMP)","18","Wales","All","All","Main scheme application","45","30","0.644","0"
"2023","3 points (MMP)","18","Wales","All","All","Main scheme application","45","30","0.651","0"
"2010","4 points (MMM)","18","Northern Ireland","All","All","Main scheme application","85","40","0.5","0"
"2011","4 points (MMM)","18","Northern Ireland","All","All","Main scheme application","85","35","0.388","0"
"2012","4 points (MMM)","18","Northern Ireland","All","All","Main scheme application","60","15","0.276","0"
"2013","4 points (MMM)","18","Northern Ireland","All","All","Main scheme application","45","15","0.326","0"
"2014","4 points (MMM)","18","Northern Ireland","All","All","Main scheme application","55","20","0.358","0"
"2015","4 points (MMM)","18","Northern Ireland","All","All","Main scheme application","50","20","0.365","0"
"2016","4 points (MMM)","18","Northern Ireland","All","All","Main scheme application","50","20","0.44","0"
"2017","4 points (MMM)","18","Northern Ireland","All","All","Main scheme application","35","15","0.444","0"
"2018","4 points (MMM)","18","Northern Ireland","All","All","Main scheme application","35","15","0.382","0"
"2019","4 points (MMM)","18","Northern Ireland","All","All","Main scheme application","30","15","0.452","0"
"2020","4 points (MMM)","18","Northern Ireland","All","All","Main scheme application","40","20","0.47600000000000003","0"
"2021","4 points (MMM)","18","Northern Ireland","All","All","Main scheme application","45","20","0.444","0"
"2022","4 points (MMM)","18","Northern Ireland","All","All","Main scheme application","45","10","0.244","0"
"2023","4 points (MMM)","18","Northern Ireland","All","All","Main scheme application","40","20","0.47500000000000003","0"
"2010","4 points (MMM)","18","England","All","All","Main scheme application","3880","2540","0.655","0"
"2011","4 points (MMM)","18","England","All","All","Main scheme application","3475","2240","0.644","0"
"2012","4 points (MMM)","18","England","All","All","Main scheme application","2815","1765","0.627","0"
"2013","4 points (MMM)","18","England","All","All","Main scheme application","2860","1910","0.668","0"
"2014","4 points (MMM)","18","England","All","All","Main scheme application","2535","1725","0.682","0"
"2015","4 points (MMM)","18","England","All","All","Main scheme application","2310","1525","0.66","0"
"2016","4 points (MMM)","18","England","All","All","Main scheme application","1865","1270","0.68","0"
"2017","4 points (MMM)","18","England","All","All","Main scheme application","1430","1010","0.708","0"
"2018","4 points (MMM)","18","England","All","All","Main scheme application","1300","925","0.709","0"
"2019","4 points (MMM)","18","England","All","All","Main scheme application","1215","855","0.7010000000000001","0"
"2020","4 points (MMM)","18","England","All","All","Main scheme application","1280","970","0.757","0"
"2021","4 points (MMM)","18","England","All","All","Main scheme application","1545","1075","0.6950000000000001","0"
"2022","4 points (MMM)","18","England","All","All","Main scheme application","2110","1335","0.633","0"
"2023","4 points (MMM)","18","England","All","All","Main scheme application","2045","1330","0.649","0"
"2010","4 points (MMM)","18","Wales","All","All","Main scheme application","200","130","0.658","0"
"2011","4 points (MMM)","18","Wales","All","All","Main scheme application","205","130","0.635","0"
"2012","4 points (MMM)","18","Wales","All","All","Main scheme application","165","105","0.628","0"
"2013","4 points (MMM)","18","Wales","All","All","Main scheme application","130","95","0.723","0"
"2014","4 points (MMM)","18","Wales","All","All","Main scheme application","125","100","0.794","0"
"2015","4 points (MMM)","18","Wales","All","All","Main scheme application","130","100","0.773","0"
"2016","4 points (MMM)","18","Wales","All","All","Main scheme application","140","110","0.799","0"
"2017","4 points (MMM)","18","Wales","All","All","Main scheme application","125","90","0.706","0"
"2018","4 points (MMM)","18","Wales","All","All","Main scheme application","125","100","0.792","0"
"2019","4 points (MMM)","18","Wales","All","All","Main scheme application","90","65","0.733","0"
"2020","4 points (MMM)","18","Wales","All","All","Main scheme application","85","65","0.765","0"
"2021","4 points (MMM)","18","Wales","All","All","Main scheme application","100","70","0.713","0"
"2022","4 points (MMM)","18","Wales","All","All","Main scheme application","95","65","0.681","0"
"2023","4 points (MMM)","18","Wales","All","All","Main scheme application","75","55","0.72","0"
"2010","5 points (DMM)","18","Northern Ireland","All","All","Main scheme application","95","60","0.634","0"
"2011","5 points (DMM)","18","Northern Ireland","All","All","Main scheme application","100","50","0.49","0"
"2012","5 points (DMM)","18","Northern Ireland","All","All","Main scheme application","90","40","0.47700000000000004","0"
"2013","5 points (DMM)","18","Northern Ireland","All","All","Main scheme application","60","35","0.557","0"
"2014","5 points (DMM)","18","Northern Ireland","All","All","Main scheme application","80","45","0.561","0"
"2015","5 points (DMM)","18","Northern Ireland","All","All","Main scheme application","85","50","0.581","0"
"2016","5 points (DMM)","18","Northern Ireland","All","All","Main scheme application","90","55","0.5760000000000001","0"
"2017","5 points (DMM)","18","Northern Ireland","All","All","Main scheme application","90","40","0.457","0"
"2018","5 points (DMM)","18","Northern Ireland","All","All","Main scheme application","80","35","0.462","0"
"2019","5 points (DMM)","18","Northern Ireland","All","All","Main scheme application","70","40","0.528","0"
"2020","5 points (DMM)","18","Northern Ireland","All","All","Main scheme application","80","45","0.5640000000000001","0"
"2021","5 points (DMM)","18","Northern Ireland","All","All","Main scheme application","80","40","0.506","0"
"2022","5 points (DMM)","18","Northern Ireland","All","All","Main scheme application","65","30","0.508","0"
"2023","5 points (DMM)","18","Northern Ireland","All","All","Main scheme application","80","35","0.457","0"
"2010","5 points (DMM)","18","England","All","All","Main scheme application","3550","2605","0.734","0"
"2011","5 points (DMM)","18","England","All","All","Main scheme application","3995","2790","0.6980000000000001","0"
"2012","5 points (DMM)","18","England","All","All","Main scheme application","3280","2190","0.667","0"
"2013","5 points (DMM)","18","England","All","All","Main scheme application","3505","2485","0.708","0"
"2014","5 points (DMM)","18","England","All","All","Main scheme application","3745","2695","0.719","0"
"2015","5 points (DMM)","18","England","All","All","Main scheme application","3520","2500","0.71","0"
"2016","5 points (DMM)","18","England","All","All","Main scheme application","3175","2295","0.723","0"
"2017","5 points (DMM)","18","England","All","All","Main scheme application","2555","1875","0.735","0"
"2018","5 points (DMM)","18","England","All","All","Main scheme application","2460","1830","0.744","0"
"2019","5 points (DMM)","18","England","All","All","Main scheme application","2290","1675","0.732","0"
"2020","5 points (DMM)","18","England","All","All","Main scheme application","2500","1955","0.782","0"
"2021","5 points (DMM)","18","England","All","All","Main scheme application","2800","2060","0.736","0"
"2022","5 points (DMM)","18","England","All","All","Main scheme application","2915","1995","0.685","0"
"2023","5 points (DMM)","18","England","All","All","Main scheme application","3090","2120","0.687","0"
"2010","5 points (DMM)","18","Wales","All","All","Main scheme application","170","130","0.766","0"
"2011","5 points (DMM)","18","Wales","All","All","Main scheme application","165","120","0.72","0"
"2012","5 points (DMM)","18","Wales","All","All","Main scheme application","150","115","0.76","0"
"2013","5 points (DMM)","18","Wales","All","All","Main scheme application","160","125","0.785","0"
"2014","5 points (DMM)","18","Wales","All","All","Main scheme application","160","130","0.795","0"
"2015","5 points (DMM)","18","Wales","All","All","Main scheme application","170","115","0.68","0"
"2016","5 points (DMM)","18","Wales","All","All","Main scheme application","160","120","0.744","0"
"2017","5 points (DMM)","18","Wales","All","All","Main scheme application","155","120","0.756","0"
"2018","5 points (DMM)","18","Wales","All","All","Main scheme application","170","135","0.784","0"
"2019","5 points (DMM)","18","Wales","All","All","Main scheme application","100","85","0.8220000000000001","0"
"2020","5 points (DMM)","18","Wales","All","All","Main scheme application","100","80","0.794","0"
"2021","5 points (DMM)","18","Wales","All","All","Main scheme application","130","95","0.75","0"
"2022","5 points (DMM)","18","Wales","All","All","Main scheme application","125","85","0.654","0"
"2023","5 points (DMM)","18","Wales","All","All","Main scheme application","110","75","0.667","0"
"2010","6 points (DDM)","18","Northern Ireland","All","All","Main scheme application","100","65","0.653","0"
"2011","6 points (DDM)","18","Northern Ireland","All","All","Main scheme application","130","75","0.561","0"
"2012","6 points (DDM)","18","Northern Ireland","All","All","Main scheme application","95","55","0.6","0"
"2013","6 points (DDM)","18","Northern Ireland","All","All","Main scheme application","90","50","0.562","0"
"2014","6 points (DDM)","18","Northern Ireland","All","All","Main scheme application","75","45","0.618","0"
"2015","6 points (DDM)","18","Northern Ireland","All","All","Main scheme application","80","50","0.622","0"
"2016","6 points (DDM)","18","Northern Ireland","All","All","Main scheme application","125","80","0.661","0"
"2017","6 points (DDM)","18","Northern Ireland","All","All","Main scheme application","85","45","0.553","0"
"2018","6 points (DDM)","18","Northern Ireland","All","All","Main scheme application","95","70","0.708","0"
"2019","6 points (DDM)","18","Northern Ireland","All","All","Main scheme application","90","50","0.545","0"
"2020","6 points (DDM)","18","Northern Ireland","All","All","Main scheme application","90","60","0.663","0"
"2021","6 points (DDM)","18","Northern Ireland","All","All","Main scheme application","75","40","0.519","0"
"2022","6 points (DDM)","18","Northern Ireland","All","All","Main scheme application","85","45","0.494","0"
"2023","6 points (DDM)","18","Northern Ireland","All","All","Main scheme application","90","50","0.591","0"
"2010","6 points (DDM)","18","England","All","All","Main scheme application","3240","2460","0.759","0"
"2011","6 points (DDM)","18","England","All","All","Main scheme application","3900","2890","0.741","0"
"2012","6 points (DDM)","18","England","All","All","Main scheme application","3170","2275","0.718","0"
"2013","6 points (DDM)","18","England","All","All","Main scheme application","3605","2635","0.731","0"
"2014","6 points (DDM)","18","England","All","All","Main scheme application","4190","3040","0.725","0"
"2015","6 points (DDM)","18","England","All","All","Main scheme application","4585","3490","0.761","0"
"2016","6 points (DDM)","18","England","All","All","Main scheme application","4150","3035","0.732","0"
"2017","6 points (DDM)","18","England","All","All","Main scheme application","3595","2680","0.746","0"
"2018","6 points (DDM)","18","England","All","All","Main scheme application","3055","2285","0.748","0"
"2019","6 points (DDM)","18","England","All","All","Main scheme application","2850","2170","0.761","0"
"2020","6 points (DDM)","18","England","All","All","Main scheme application","3055","2360","0.772","0"
"2021","6 points (DDM)","18","England","All","All","Main scheme application","3435","2550","0.741","0"
"2022","6 points (DDM)","18","England","All","All","Main scheme application","3640","2555","0.7010000000000001","0"
"2023","6 points (DDM)","18","England","All","All","Main scheme application","3400","2410","0.709","0"
"2010","6 points (DDM)","18","Wales","All","All","Main scheme application","175","135","0.76","0"
"2011","6 points (DDM)","18","Wales","All","All","Main scheme application","180","135","0.736","0"
"2012","6 points (DDM)","18","Wales","All","All","Main scheme application","160","105","0.671","0"
"2013","6 points (DDM)","18","Wales","All","All","Main scheme application","150","115","0.777","0"
"2014","6 points (DDM)","18","Wales","All","All","Main scheme application","150","115","0.791","0"
"2015","6 points (DDM)","18","Wales","All","All","Main scheme application","190","145","0.754","0"
"2016","6 points (DDM)","18","Wales","All","All","Main scheme application","190","145","0.758","0"
"2017","6 points (DDM)","18","Wales","All","All","Main scheme application","170","130","0.766","0"
"2018","6 points (DDM)","18","Wales","All","All","Main scheme application","165","135","0.8170000000000001","0"
"2019","6 points (DDM)","18","Wales","All","All","Main scheme application","135","110","0.8150000000000001","0"
"2020","6 points (DDM)","18","Wales","All","All","Main scheme application","120","100","0.84","0"
"2021","6 points (DDM)","18","Wales","All","All","Main scheme application","170","120","0.712","0"
"2022","6 points (DDM)","18","Wales","All","All","Main scheme application","125","75","0.593","0"
"2023","6 points (DDM)","18","Wales","All","All","Main scheme application","95","75","0.789","0"
"2010","7 points (DDD)","18","Northern Ireland","All","All","Main scheme application","180","130","0.742","0"
"2011","7 points (DDD)","18","Northern Ireland","All","All","Main scheme application","205","145","0.71","0"
"2012","7 points (DDD)","18","Northern Ireland","All","All","Main scheme application","160","100","0.621","0"
"2013","7 points (DDD)","18","Northern Ireland","All","All","Main scheme application","135","85","0.649","0"
"2014","7 points (DDD)","18","Northern Ireland","All","All","Main scheme application","100","70","0.6900000000000001","0"
"2015","7 points (DDD)","18","Northern Ireland","All","All","Main scheme application","105","70","0.673","0"
"2016","7 points (DDD)","18","Northern Ireland","All","All","Main scheme application","115","70","0.637","0"
"2017","7 points (DDD)","18","Northern Ireland","All","All","Main scheme application","110","80","0.709","0"
"2018","7 points (DDD)","18","Northern Ireland","All","All","Main scheme application","110","65","0.5630000000000001","0"
"2019","7 points (DDD)","18","Northern Ireland","All","All","Main scheme application","125","75","0.602","0"
"2020","7 points (DDD)","18","Northern Ireland","All","All","Main scheme application","125","85","0.659","0"
"2021","7 points (DDD)","18","Northern Ireland","All","All","Main scheme application","150","105","0.6960000000000001","0"
"2022","7 points (DDD)","18","Northern Ireland","All","All","Main scheme application","125","75","0.603","0"
"2023","7 points (DDD)","18","Northern Ireland","All","All","Main scheme application","110","70","0.625","0"
"2010","7 points (DDD)","18","England","All","All","Main scheme application","4865","3785","0.778","0"
"2011","7 points (DDD)","18","England","All","All","Main scheme application","6505","5015","0.771","0"
"2012","7 points (DDD)","18","England","All","All","Main scheme application","5100","3835","0.752","0"
"2013","7 points (DDD)","18","England","All","All","Main scheme application","4545","3380","0.744","0"
"2014","7 points (DDD)","18","England","All","All","Main scheme application","5150","3880","0.753","0"
"2015","7 points (DDD)","18","England","All","All","Main scheme application","4925","3635","0.738","0"
"2016","7 points (DDD)","18","England","All","All","Main scheme application","4400","3325","0.756","0"
"2017","7 points (DDD)","18","England","All","All","Main scheme application","4155","3230","0.778","0"
"2018","7 points (DDD)","18","England","All","All","Main scheme application","3925","3010","0.767","0"
"2019","7 points (DDD)","18","England","All","All","Main scheme application","3865","2945","0.762","0"
"2020","7 points (DDD)","18","England","All","All","Main scheme application","4035","3185","0.789","0"
"2021","7 points (DDD)","18","England","All","All","Main scheme application","4300","3260","0.758","0"
"2022","7 points (DDD)","18","England","All","All","Main scheme application","4415","3210","0.727","0"
"2023","7 points (DDD)","18","England","All","All","Main scheme application","4070","2990","0.734","0"
"2011","7 points (DDD)","18","Scotland","All","All","Main scheme application","5","5"," ","0"
"2010","7 points (DDD)","18","Wales","All","All","Main scheme application","210","165","0.769","0"
"2011","7 points (DDD)","18","Wales","All","All","Main scheme application","245","190","0.776","0"
"2012","7 points (DDD)","18","Wales","All","All","Main scheme application","210","145","0.7020000000000001","0"
"2013","7 points (DDD)","18","Wales","All","All","Main scheme application","150","105","0.6950000000000001","0"
"2014","7 points (DDD)","18","Wales","All","All","Main scheme application","180","125","0.6980000000000001","0"
"2015","7 points (DDD)","18","Wales","All","All","Main scheme application","195","150","0.76","0"
"2016","7 points (DDD)","18","Wales","All","All","Main scheme application","185","135","0.723","0"
"2017","7 points (DDD)","18","Wales","All","All","Main scheme application","165","125","0.761","0"
"2018","7 points (DDD)","18","Wales","All","All","Main scheme application","175","130","0.736","0"
"2019","7 points (DDD)","18","Wales","All","All","Main scheme application","155","130","0.845","0"
"2020","7 points (DDD)","18","Wales","All","All","Main scheme application","160","130","0.8150000000000001","0"
"2021","7 points (DDD)","18","Wales","All","All","Main scheme application","140","105","0.752","0"
"2022","7 points (DDD)","18","Wales","All","All","Main scheme application","105","65","0.613","0"
"2023","7 points (DDD)","18","Wales","All","All","Main scheme application","95","65","0.713","0"
"2012","8 points (D*DD)","18","Northern Ireland","All","All","Main scheme application","15","10"," ","0"
"2013","8 points (D*DD)","18","Northern Ireland","All","All","Main scheme application","20","15","0.778","0"
"2014","8 points (D*DD)","18","Northern Ireland","All","All","Main scheme application","25","15","0.6960000000000001","0"
"2015","8 points (D*DD)","18","Northern Ireland","All","All","Main scheme application","40","25","0.561","0"
