"Year","Achieved BTEC Extended diploma points","POLAR4 Quintile","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2016","9 points (D*D*D)","All","Main scheme applicant","All","3140","2630","0.837","0"
"2017","9 points (D*D*D)","All","Main scheme applicant","All","2990","2535","0.848","0"
"2018","9 points (D*D*D)","All","Main scheme applicant","All","2905","2465","0.848","0"
"2019","9 points (D*D*D)","All","Main scheme applicant","All","2700","2305","0.854","0"
"2020","9 points (D*D*D)","All","Main scheme applicant","All","3160","2785","0.882","0"
"2021","9 points (D*D*D)","All","Main scheme applicant","All","3325","2835","0.852","0"
"2022","9 points (D*D*D)","All","Main scheme applicant","All","3695","3105","0.84","0"
"2023","9 points (D*D*D)","All","Main scheme applicant","All","2605","2205","0.846","0"
"2010","10 points (D*D*D*)","All","Main scheme applicant","All","5","0"," ","0"
"2011","10 points (D*D*D*)","All","Main scheme applicant","All","55","45","0.87","0"
"2012","10 points (D*D*D*)","All","Main scheme applicant","All","4525","3780","0.835","0"
"2013","10 points (D*D*D*)","All","Main scheme applicant","All","5420","4545","0.839","0"
"2014","10 points (D*D*D*)","All","Main scheme applicant","All","6945","5860","0.844","0"
"2015","10 points (D*D*D*)","All","Main scheme applicant","All","7810","6565","0.841","0"
"2016","10 points (D*D*D*)","All","Main scheme applicant","All","7620","6525","0.856","0"
"2017","10 points (D*D*D*)","All","Main scheme applicant","All","8340","7155","0.857","0"
"2018","10 points (D*D*D*)","All","Main scheme applicant","All","7195","6225","0.865","0"
"2019","10 points (D*D*D*)","All","Main scheme applicant","All","5975","5145","0.862","0"
"2020","10 points (D*D*D*)","All","Main scheme applicant","All","7325","6455","0.881","0"
"2021","10 points (D*D*D*)","All","Main scheme applicant","All","8325","7125","0.856","0"
"2022","10 points (D*D*D*)","All","Main scheme applicant","All","4170","3480","0.834","0"
"2023","10 points (D*D*D*)","All","Main scheme applicant","All","2590","2145","0.8290000000000001","0"
"2010","All","All","Not main scheme applicant","All","215","205","0.963","50"
"2011","All","All","Not main scheme applicant","All","220","210","0.9500000000000001","55"
"2013","All","All","Not main scheme applicant","All","5","5"," ","0"
"2015","All","All","Not main scheme applicant","All","5","5"," ","0"
"2016","All","All","Not main scheme applicant","All","5","5"," ","0"
"2017","All","All","Not main scheme applicant","All","35","35","0.971","5"
"2018","All","All","Not main scheme applicant","All","25","25","1","0"
"2019","All","All","Not main scheme applicant","All","10","10","1","0"
"2020","All","All","Not main scheme applicant","All","30","30","1","0"
"2021","All","All","Not main scheme applicant","All","45","40","0.891","0"
"2022","All","All","Not main scheme applicant","All","5","5"," ","0"
"2023","All","All","Not main scheme applicant","All","5","5"," ","0"
"2010","All","All","Main scheme applicant","All","24525","18470","0.753","0"
"2011","All","All","Main scheme applicant","All","24265","18685","0.77","0"
"2012","All","All","Main scheme applicant","All","23180","17915","0.773","0"
"2013","All","All","Main scheme applicant","All","24885","19815","0.796","0"
"2014","All","All","Main scheme applicant","All","28010","22595","0.807","0"
"2015","All","All","Main scheme applicant","All","28910","23610","0.8170000000000001","0"
"2016","All","All","Main scheme applicant","All","27555","22755","0.8260000000000001","0"
"2017","All","All","Main scheme applicant","All","25765","21595","0.838","0"
"2018","All","All","Main scheme applicant","All","24510","20670","0.843","0"
"2019","All","All","Main scheme applicant","All","22845","19345","0.847","0"
"2020","All","All","Main scheme applicant","All","24740","21520","0.87","0"
"2021","All","All","Main scheme applicant","All","27835","23365","0.839","0"
"2022","All","All","Main scheme applicant","All","25485","20675","0.811","0"
"2023","All","All","Main scheme applicant","All","22785","18550","0.8140000000000001","0"
"2010","3 points (MMP)","Unknown","All","All","5","5"," ","0"
"2013","3 points (MMP)","Unknown","All","All","5","5"," ","0"
"2018","3 points (MMP)","Unknown","All","All","5","5"," ","0"
"2010","4 points (MMM)","Unknown","All","All","5","5"," ","0"
"2011","4 points (MMM)","Unknown","All","All","5","5"," ","0"
"2013","4 points (MMM)","Unknown","All","All","5","0"," ","0"
"2014","4 points (MMM)","Unknown","All","All","5","5"," ","0"
"2015","4 points (MMM)","Unknown","All","All","5","5"," ","0"
"2010","5 points (DMM)","Unknown","All","All","5","5"," ","0"
"2011","5 points (DMM)","Unknown","All","All","5","5"," ","0"
"2012","5 points (DMM)","Unknown","All","All","5","5"," ","0"
"2013","5 points (DMM)","Unknown","All","All","5","5"," ","0"
"2014","5 points (DMM)","Unknown","All","All","5","5"," ","0"
"2015","5 points (DMM)","Unknown","All","All","5","5"," ","0"
"2016","5 points (DMM)","Unknown","All","All","5","5"," ","0"
"2017","5 points (DMM)","Unknown","All","All","5","5"," ","0"
"2018","5 points (DMM)","Unknown","All","All","5","5"," ","0"
"2019","5 points (DMM)","Unknown","All","All","5","0"," ","0"
"2021","5 points (DMM)","Unknown","All","All","5","5"," ","0"
"2011","6 points (DDM)","Unknown","All","All","5","5"," ","0"
"2012","6 points (DDM)","Unknown","All","All","5","5"," ","0"
"2013","6 points (DDM)","Unknown","All","All","5","0"," ","0"
"2014","6 points (DDM)","Unknown","All","All","5","5"," ","0"
"2016","6 points (DDM)","Unknown","All","All","5","0"," ","0"
"2017","6 points (DDM)","Unknown","All","All","5","5"," ","0"
"2019","6 points (DDM)","Unknown","All","All","5","5"," ","0"
"2020","6 points (DDM)","Unknown","All","All","5","5"," ","0"
"2021","6 points (DDM)","Unknown","All","All","5","5"," ","0"
"2010","7 points (DDD)","Unknown","All","All","10","10","0.909","0"
"2011","7 points (DDD)","Unknown","All","All","10","10","1","0"
"2013","7 points (DDD)","Unknown","All","All","5","5"," ","0"
"2014","7 points (DDD)","Unknown","All","All","5","5"," ","0"
"2017","7 points (DDD)","Unknown","All","All","5","0"," ","0"
"2018","7 points (DDD)","Unknown","All","All","5","5"," ","0"
"2020","7 points (DDD)","Unknown","All","All","5","0"," ","0"
"2012","8 points (D*DD)","Unknown","All","All","5","5"," ","0"
"2013","8 points (D*DD)","Unknown","All","All","5","5"," ","0"
"2014","8 points (D*DD)","Unknown","All","All","5","0"," ","0"
"2015","8 points (D*DD)","Unknown","All","All","5","5"," ","0"
"2016","8 points (D*DD)","Unknown","All","All","5","5"," ","0"
"2020","8 points (D*DD)","Unknown","All","All","5","0"," ","0"
"2012","9 points (D*D*D)","Unknown","All","All","5","5"," ","0"
"2013","9 points (D*D*D)","Unknown","All","All","5","5"," ","0"
"2014","9 points (D*D*D)","Unknown","All","All","5","5"," ","0"
"2017","9 points (D*D*D)","Unknown","All","All","5","5"," ","0"
"2021","9 points (D*D*D)","Unknown","All","All","5","0"," ","0"
"2012","10 points (D*D*D*)","Unknown","All","All","10","5"," ","0"
"2013","10 points (D*D*D*)","Unknown","All","All","5","0"," ","0"
"2014","10 points (D*D*D*)","Unknown","All","All","5","0"," ","0"
"2015","10 points (D*D*D*)","Unknown","All","All","15","15","1","0"
"2016","10 points (D*D*D*)","Unknown","All","All","5","0"," ","0"
"2017","10 points (D*D*D*)","Unknown","All","All","5","5"," ","0"
"2018","10 points (D*D*D*)","Unknown","All","All","10","5"," ","0"
"2019","10 points (D*D*D*)","Unknown","All","All","5","5"," ","0"
"2020","10 points (D*D*D*)","Unknown","All","All","5","5"," ","0"
"2021","10 points (D*D*D*)","Unknown","All","All","5","5"," ","0"
"2010","1 point (PPP)","Quintile 1","All","All","305","145","0.47400000000000003","5"
"2011","1 point (PPP)","Quintile 1","All","All","230","95","0.419","0"
"2012","1 point (PPP)","Quintile 1","All","All","180","90","0.489","0"
"2013","1 point (PPP)","Quintile 1","All","All","165","70","0.436","0"
"2014","1 point (PPP)","Quintile 1","All","All","215","105","0.493","0"
"2015","1 point (PPP)","Quintile 1","All","All","155","85","0.541","0"
"2016","1 point (PPP)","Quintile 1","All","All","140","80","0.58","0"
"2017","1 point (PPP)","Quintile 1","All","All","95","65","0.656","0"
"2018","1 point (PPP)","Quintile 1","All","All","100","65","0.673","0"
"2019","1 point (PPP)","Quintile 1","All","All","75","55","0.6880000000000001","0"
"2020","1 point (PPP)","Quintile 1","All","All","110","90","0.8270000000000001","0"
"2021","1 point (PPP)","Quintile 1","All","All","125","85","0.677","0"
"2022","1 point (PPP)","Quintile 1","All","All","130","70","0.523","0"
"2023","1 point (PPP)","Quintile 1","All","All","155","95","0.617","0"
"2010","2 points (MPP)","Quintile 1","All","All","280","130","0.461","0"
"2011","2 points (MPP)","Quintile 1","All","All","245","115","0.47400000000000003","5"
"2012","2 points (MPP)","Quintile 1","All","All","230","125","0.55","0"
"2013","2 points (MPP)","Quintile 1","All","All","205","110","0.547","0"
"2014","2 points (MPP)","Quintile 1","All","All","210","140","0.668","0"
"2015","2 points (MPP)","Quintile 1","All","All","190","115","0.608","0"
"2016","2 points (MPP)","Quintile 1","All","All","190","140","0.743","0"
"2017","2 points (MPP)","Quintile 1","All","All","165","110","0.669","0"
"2018","2 points (MPP)","Quintile 1","All","All","165","115","0.6930000000000001","0"
"2019","2 points (MPP)","Quintile 1","All","All","150","100","0.669","0"
"2020","2 points (MPP)","Quintile 1","All","All","160","135","0.836","0"
"2021","2 points (MPP)","Quintile 1","All","All","145","105","0.733","0"
"2022","2 points (MPP)","Quintile 1","All","All","205","145","0.711","0"
"2023","2 points (MPP)","Quintile 1","All","All","240","165","0.686","0"
"2010","3 points (MMP)","Quintile 1","All","All","370","240","0.65","0"
"2011","3 points (MMP)","Quintile 1","All","All","280","170","0.613","0"
"2012","3 points (MMP)","Quintile 1","All","All","305","190","0.621","0"
"2013","3 points (MMP)","Quintile 1","All","All","230","155","0.675","0"
"2014","3 points (MMP)","Quintile 1","All","All","285","195","0.686","0"
"2015","3 points (MMP)","Quintile 1","All","All","285","200","0.6950000000000001","0"
"2016","3 points (MMP)","Quintile 1","All","All","250","190","0.755","0"
"2017","3 points (MMP)","Quintile 1","All","All","195","150","0.768","0"
"2018","3 points (MMP)","Quintile 1","All","All","180","140","0.787","0"
"2019","3 points (MMP)","Quintile 1","All","All","185","140","0.75","0"
"2020","3 points (MMP)","Quintile 1","All","All","220","170","0.785","0"
"2021","3 points (MMP)","Quintile 1","All","All","210","160","0.75","0"
"2022","3 points (MMP)","Quintile 1","All","All","300","225","0.759","0"
"2023","3 points (MMP)","Quintile 1","All","All","270","200","0.745","0"
"2010","4 points (MMM)","Quintile 1","All","All","560","420","0.746","0"
"2011","4 points (MMM)","Quintile 1","All","All","505","370","0.73","0"
"2012","4 points (MMM)","Quintile 1","All","All","440","330","0.75","0"
"2013","4 points (MMM)","Quintile 1","All","All","405","315","0.776","0"
"2014","4 points (MMM)","Quintile 1","All","All","445","350","0.791","0"
"2015","4 points (MMM)","Quintile 1","All","All","380","300","0.789","0"
"2016","4 points (MMM)","Quintile 1","All","All","375","290","0.783","0"
"2017","4 points (MMM)","Quintile 1","All","All","265","215","0.8150000000000001","0"
"2018","4 points (MMM)","Quintile 1","All","All","315","255","0.804","0"
"2019","4 points (MMM)","Quintile 1","All","All","290","240","0.8210000000000001","0"
"2020","4 points (MMM)","Quintile 1","All","All","300","245","0.8190000000000001","0"
"2021","4 points (MMM)","Quintile 1","All","All","330","260","0.788","0"
"2022","4 points (MMM)","Quintile 1","All","All","385","290","0.75","0"
"2023","4 points (MMM)","Quintile 1","All","All","390","315","0.798","0"
"2010","5 points (DMM)","Quintile 1","All","All","660","500","0.755","5"
"2011","5 points (DMM)","Quintile 1","All","All","540","405","0.748","0"
"2012","5 points (DMM)","Quintile 1","All","All","595","480","0.809","0"
"2013","5 points (DMM)","Quintile 1","All","All","620","500","0.808","0"
"2014","5 points (DMM)","Quintile 1","All","All","595","485","0.8180000000000001","0"
"2015","5 points (DMM)","Quintile 1","All","All","600","505","0.842","0"
"2016","5 points (DMM)","Quintile 1","All","All","510","425","0.835","0"
"2017","5 points (DMM)","Quintile 1","All","All","400","335","0.84","0"
"2018","5 points (DMM)","Quintile 1","All","All","455","395","0.864","0"
"2019","5 points (DMM)","Quintile 1","All","All","380","320","0.847","0"
"2020","5 points (DMM)","Quintile 1","All","All","380","330","0.859","0"
"2021","5 points (DMM)","Quintile 1","All","All","440","360","0.8180000000000001","0"
"2022","5 points (DMM)","Quintile 1","All","All","485","395","0.811","0"
"2023","5 points (DMM)","Quintile 1","All","All","465","380","0.8180000000000001","0"
"2010","6 points (DDM)","Quintile 1","All","All","545","415","0.767","0"
"2011","6 points (DDM)","Quintile 1","All","All","650","535","0.8230000000000001","0"
"2012","6 points (DDM)","Quintile 1","All","All","540","440","0.81","0"
"2013","6 points (DDM)","Quintile 1","All","All","565","470","0.8250000000000001","0"
"2014","6 points (DDM)","Quintile 1","All","All","690","575","0.8320000000000001","0"
"2015","6 points (DDM)","Quintile 1","All","All","685","555","0.811","0"
"2016","6 points (DDM)","Quintile 1","All","All","690","580","0.841","0"
"2017","6 points (DDM)","Quintile 1","All","All","545","465","0.852","0"
"2018","6 points (DDM)","Quintile 1","All","All","500","410","0.8190000000000001","0"
"2019","6 points (DDM)","Quintile 1","All","All","465","395","0.85","0"
"2020","6 points (DDM)","Quintile 1","All","All","435","365","0.839","0"
"2021","6 points (DDM)","Quintile 1","All","All","540","460","0.853","0"
"2022","6 points (DDM)","Quintile 1","All","All","555","470","0.854","0"
"2023","6 points (DDM)","Quintile 1","All","All","515","430","0.833","0"
"2010","7 points (DDD)","Quintile 1","All","All","1765","1415","0.802","5"
"2011","7 points (DDD)","Quintile 1","All","All","2155","1725","0.801","5"
"2012","7 points (DDD)","Quintile 1","All","All","595","470","0.791","0"
"2013","7 points (DDD)","Quintile 1","All","All","610","485","0.799","0"
"2014","7 points (DDD)","Quintile 1","All","All","665","555","0.8320000000000001","0"
"2015","7 points (DDD)","Quintile 1","All","All","665","540","0.811","0"
"2016","7 points (DDD)","Quintile 1","All","All","510","420","0.8230000000000001","0"
"2017","7 points (DDD)","Quintile 1","All","All","445","380","0.86","0"
"2018","7 points (DDD)","Quintile 1","All","All","450","390","0.867","0"
"2019","7 points (DDD)","Quintile 1","All","All","445","385","0.863","0"
"2020","7 points (DDD)","Quintile 1","All","All","430","360","0.841","0"
"2021","7 points (DDD)","Quintile 1","All","All","485","410","0.842","0"
"2022","7 points (DDD)","Quintile 1","All","All","520","430","0.8230000000000001","0"
"2023","7 points (DDD)","Quintile 1","All","All","505","430","0.848","0"
"2011","8 points (D*DD)","Quintile 1","All","All","10","5"," ","0"
"2012","8 points (D*DD)","Quintile 1","All","All","375","295","0.787","0"
"2013","8 points (D*DD)","Quintile 1","All","All","410","335","0.8240000000000001","0"
"2014","8 points (D*DD)","Quintile 1","All","All","465","405","0.869","0"
"2015","8 points (D*DD)","Quintile 1","All","All","525","425","0.81","0"
"2016","8 points (D*DD)","Quintile 1","All","All","535","445","0.833","0"
"2017","8 points (D*DD)","Quintile 1","All","All","470","405","0.862","0"
"2018","8 points (D*DD)","Quintile 1","All","All","455","380","0.8320000000000001","0"
"2019","8 points (D*DD)","Quintile 1","All","All","470","410","0.874","0"
"2020","8 points (D*DD)","Quintile 1","All","All","475","415","0.876","0"
"2021","8 points (D*DD)","Quintile 1","All","All","495","420","0.841","0"
"2022","8 points (D*DD)","Quintile 1","All","All","555","460","0.8300000000000001","0"
"2023","8 points (D*DD)","Quintile 1","All","All","505","425","0.844","0"
"2012","9 points (D*D*D)","Quintile 1","All","All","360","295","0.8170000000000001","0"
"2013","9 points (D*D*D)","Quintile 1","All","All","375","290","0.769","0"
"2014","9 points (D*D*D)","Quintile 1","All","All","490","400","0.8200000000000001","0"
"2015","9 points (D*D*D)","Quintile 1","All","All","535","430","0.809","0"
"2016","9 points (D*D*D)","Quintile 1","All","All","565","455","0.807","0"
"2017","9 points (D*D*D)","Quintile 1","All","All","545","460","0.84","0"
"2018","9 points (D*D*D)","Quintile 1","All","All","500","425","0.85","0"
"2019","9 points (D*D*D)","Quintile 1","All","All","470","395","0.837","0"
"2020","9 points (D*D*D)","Quintile 1","All","All","530","460","0.872","0"
"2021","9 points (D*D*D)","Quintile 1","All","All","520","435","0.84","0"
"2022","9 points (D*D*D)","Quintile 1","All","All","590","495","0.834","0"
"2023","9 points (D*D*D)","Quintile 1","All","All","430","365","0.855","0"
"2011","10 points (D*D*D*)","Quintile 1","All","All","15","10","0.846","0"
"2012","10 points (D*D*D*)","Quintile 1","All","All","800","670","0.833","0"
"2013","10 points (D*D*D*)","Quintile 1","All","All","945","775","0.8230000000000001","0"
"2014","10 points (D*D*D*)","Quintile 1","All","All","1245","1030","0.8280000000000001","0"
"2015","10 points (D*D*D*)","Quintile 1","All","All","1415","1180","0.835","0"
"2016","10 points (D*D*D*)","Quintile 1","All","All","1290","1100","0.854","0"
"2017","10 points (D*D*D*)","Quintile 1","All","All","1400","1210","0.864","0"
"2018","10 points (D*D*D*)","Quintile 1","All","All","1260","1100","0.876","0"
"2019","10 points (D*D*D*)","Quintile 1","All","All","990","865","0.876","0"
"2020","10 points (D*D*D*)","Quintile 1","All","All","1220","1065","0.874","0"
"2021","10 points (D*D*D*)","Quintile 1","All","All","1325","1145","0.864","0"
"2022","10 points (D*D*D*)","Quintile 1","All","All","685","575","0.838","0"
"2023","10 points (D*D*D*)","Quintile 1","All","All","390","340","0.872","0"
"2010","1 point (PPP)","Quintile 2","All","All","335","150","0.452","5"
"2011","1 point (PPP)","Quintile 2","All","All","250","115","0.47000000000000003","0"
"2012","1 point (PPP)","Quintile 2","All","All","185","75","0.40800000000000003","0"
"2013","1 point (PPP)","Quintile 2","All","All","165","70","0.434","0"
"2014","1 point (PPP)","Quintile 2","All","All","185","80","0.433","0"
"2015","1 point (PPP)","Quintile 2","All","All","170","95","0.547","0"
"2016","1 point (PPP)","Quintile 2","All","All","125","70","0.553","0"
"2017","1 point (PPP)","Quintile 2","All","All","135","80","0.609","0"
"2018","1 point (PPP)","Quintile 2","All","All","140","100","0.707","0"
"2019","1 point (PPP)","Quintile 2","All","All","105","70","0.67","0"
"2020","1 point (PPP)","Quintile 2","All","All","125","100","0.8160000000000001","0"
"2021","1 point (PPP)","Quintile 2","All","All","145","100","0.708","0"
"2022","1 point (PPP)","Quintile 2","All","All","115","60","0.526","0"
"2023","1 point (PPP)","Quintile 2","All","All","165","95","0.5660000000000001","0"
"2010","2 points (MPP)","Quintile 2","All","All","345","200","0.584","0"
"2011","2 points (MPP)","Quintile 2","All","All","240","140","0.579","5"
"2012","2 points (MPP)","Quintile 2","All","All","255","125","0.49","0"
"2013","2 points (MPP)","Quintile 2","All","All","210","130","0.624","0"
"2014","2 points (MPP)","Quintile 2","All","All","260","155","0.59","0"
"2015","2 points (MPP)","Quintile 2","All","All","210","145","0.675","0"
"2016","2 points (MPP)","Quintile 2","All","All","210","140","0.66","0"
"2017","2 points (MPP)","Quintile 2","All","All","175","115","0.653","0"
"2018","2 points (MPP)","Quintile 2","All","All","140","105","0.764","0"
"2019","2 points (MPP)","Quintile 2","All","All","155","110","0.6940000000000001","0"
"2020","2 points (MPP)","Quintile 2","All","All","210","160","0.779","0"
"2021","2 points (MPP)","Quintile 2","All","All","170","115","0.68","0"
"2022","2 points (MPP)","Quintile 2","All","All","185","125","0.67","0"
"2023","2 points (MPP)","Quintile 2","All","All","235","150","0.627","0"
"2010","3 points (MMP)","Quintile 2","All","All","420","275","0.656","0"
"2011","3 points (MMP)","Quintile 2","All","All","335","210","0.62","0"
"2012","3 points (MMP)","Quintile 2","All","All","290","200","0.6880000000000001","0"
"2013","3 points (MMP)","Quintile 2","All","All","275","185","0.682","0"
"2014","3 points (MMP)","Quintile 2","All","All","280","190","0.68","0"
"2015","3 points (MMP)","Quintile 2","All","All","285","200","0.7000000000000001","0"
"2016","3 points (MMP)","Quintile 2","All","All","285","200","0.7000000000000001","0"
"2017","3 points (MMP)","Quintile 2","All","All","225","165","0.735","0"
"2018","3 points (MMP)","Quintile 2","All","All","230","190","0.81","0"
"2019","3 points (MMP)","Quintile 2","All","All","230","185","0.803","0"
"2020","3 points (MMP)","Quintile 2","All","All","230","195","0.852","0"
"2021","3 points (MMP)","Quintile 2","All","All","225","170","0.759","0"
"2022","3 points (MMP)","Quintile 2","All","All","265","195","0.723","0"
"2023","3 points (MMP)","Quintile 2","All","All","285","215","0.764","0"
"2010","4 points (MMM)","Quintile 2","All","All","625","480","0.77","0"
"2011","4 points (MMM)","Quintile 2","All","All","525","365","0.6960000000000001","0"
"2012","4 points (MMM)","Quintile 2","All","All","480","360","0.751","0"
"2013","4 points (MMM)","Quintile 2","All","All","490","380","0.772","0"
"2014","4 points (MMM)","Quintile 2","All","All","475","380","0.8","0"
"2015","4 points (MMM)","Quintile 2","All","All","445","340","0.765","0"
"2016","4 points (MMM)","Quintile 2","All","All","405","325","0.803","0"
"2017","4 points (MMM)","Quintile 2","All","All","315","245","0.78","0"
"2018","4 points (MMM)","Quintile 2","All","All","320","255","0.797","0"
"2019","4 points (MMM)","Quintile 2","All","All","295","240","0.8190000000000001","0"
"2020","4 points (MMM)","Quintile 2","All","All","335","285","0.862","0"
"2021","4 points (MMM)","Quintile 2","All","All","335","280","0.8300000000000001","0"
"2022","4 points (MMM)","Quintile 2","All","All","420","330","0.783","0"
"2023","4 points (MMM)","Quintile 2","All","All","425","330","0.78","0"
"2010","5 points (DMM)","Quintile 2","All","All","695","530","0.768","0"
"2011","5 points (DMM)","Quintile 2","All","All","700","560","0.801","5"
"2012","5 points (DMM)","Quintile 2","All","All","635","505","0.798","0"
"2013","5 points (DMM)","Quintile 2","All","All","640","530","0.8280000000000001","0"
"2014","5 points (DMM)","Quintile 2","All","All","695","590","0.847","0"
"2015","5 points (DMM)","Quintile 2","All","All","620","525","0.85","0"
"2016","5 points (DMM)","Quintile 2","All","All","545","435","0.803","0"
"2017","5 points (DMM)","Quintile 2","All","All","475","400","0.845","0"
"2018","5 points (DMM)","Quintile 2","All","All","410","350","0.852","0"
"2019","5 points (DMM)","Quintile 2","All","All","430","370","0.854","0"
"2020","5 points (DMM)","Quintile 2","All","All","430","375","0.879","0"
"2021","5 points (DMM)","Quintile 2","All","All","475","400","0.838","0"
"2022","5 points (DMM)","Quintile 2","All","All","480","385","0.795","0"
"2023","5 points (DMM)","Quintile 2","All","All","510","405","0.801","0"
"2010","6 points (DDM)","Quintile 2","All","All","650","530","0.8170000000000001","0"
"2011","6 points (DDM)","Quintile 2","All","All","685","530","0.775","0"
"2012","6 points (DDM)","Quintile 2","All","All","590","485","0.8230000000000001","0"
"2013","6 points (DDM)","Quintile 2","All","All","705","590","0.834","0"
"2014","6 points (DDM)","Quintile 2","All","All","765","640","0.833","0"
"2015","6 points (DDM)","Quintile 2","All","All","770","650","0.844","0"
"2016","6 points (DDM)","Quintile 2","All","All","685","585","0.854","0"
"2017","6 points (DDM)","Quintile 2","All","All","555","470","0.843","0"
"2018","6 points (DDM)","Quintile 2","All","All","585","485","0.8300000000000001","0"
"2019","6 points (DDM)","Quintile 2","All","All","515","440","0.854","0"
"2020","6 points (DDM)","Quintile 2","All","All","515","440","0.854","0"
"2021","6 points (DDM)","Quintile 2","All","All","560","470","0.836","0"
"2022","6 points (DDM)","Quintile 2","All","All","605","505","0.8320000000000001","0"
"2023","6 points (DDM)","Quintile 2","All","All","600","520","0.865","0"
"2010","7 points (DDD)","Quintile 2","All","All","2140","1740","0.8130000000000001","5"
"2011","7 points (DDD)","Quintile 2","All","All","2490","2075","0.833","0"
"2012","7 points (DDD)","Quintile 2","All","All","650","520","0.802","0"
"2013","7 points (DDD)","Quintile 2","All","All","705","575","0.8150000000000001","0"
"2014","7 points (DDD)","Quintile 2","All","All","785","665","0.844","0"
"2015","7 points (DDD)","Quintile 2","All","All","755","620","0.8260000000000001","0"
"2016","7 points (DDD)","Quintile 2","All","All","585","490","0.838","0"
"2017","7 points (DDD)","Quintile 2","All","All","515","430","0.838","0"
"2018","7 points (DDD)","Quintile 2","All","All","540","465","0.862","0"
"2019","7 points (DDD)","Quintile 2","All","All","505","425","0.84","0"
"2020","7 points (DDD)","Quintile 2","All","All","505","440","0.87","0"
"2021","7 points (DDD)","Quintile 2","All","All","595","510","0.862","0"
"2022","7 points (DDD)","Quintile 2","All","All","620","510","0.8200000000000001","0"
"2023","7 points (DDD)","Quintile 2","All","All","575","490","0.852","0"
"2011","8 points (D*DD)","Quintile 2","All","All","5","5"," ","0"
"2012","8 points (D*DD)","Quintile 2","All","All","455","375","0.8200000000000001","0"
"2013","8 points (D*DD)","Quintile 2","All","All","500","400","0.798","0"
"2014","8 points (D*DD)","Quintile 2","All","All","545","440","0.808","0"
"2015","8 points (D*DD)","Quintile 2","All","All","545","445","0.8150000000000001","0"
"2016","8 points (D*DD)","Quintile 2","All","All","565","475","0.844","0"
"2017","8 points (D*DD)","Quintile 2","All","All","490","430","0.874","0"
"2018","8 points (D*DD)","Quintile 2","All","All","520","445","0.856","0"
"2019","8 points (D*DD)","Quintile 2","All","All","520","445","0.849","0"
"2020","8 points (D*DD)","Quintile 2","All","All","535","455","0.853","0"
"2021","8 points (D*DD)","Quintile 2","All","All","595","500","0.841","0"
"2022","8 points (D*DD)","Quintile 2","All","All","635","520","0.8180000000000001","0"
"2023","8 points (D*DD)","Quintile 2","All","All","610","510","0.833","0"
"2011","9 points (D*D*D)","Quintile 2","All","All","5","5"," ","0"
"2012","9 points (D*D*D)","Quintile 2","All","All","430","350","0.8170000000000001","0"
"2013","9 points (D*D*D)","Quintile 2","All","All","495","405","0.8200000000000001","0"
"2014","9 points (D*D*D)","Quintile 2","All","All","570","475","0.838","0"
"2015","9 points (D*D*D)","Quintile 2","All","All","600","495","0.8290000000000001","0"
"2016","9 points (D*D*D)","Quintile 2","All","All","715","595","0.833","0"
"2017","9 points (D*D*D)","Quintile 2","All","All","615","525","0.849","0"
"2018","9 points (D*D*D)","Quintile 2","All","All","535","460","0.853","0"
"2019","9 points (D*D*D)","Quintile 2","All","All","550","465","0.85","0"
"2020","9 points (D*D*D)","Quintile 2","All","All","590","520","0.885","0"
"2021","9 points (D*D*D)","Quintile 2","All","All","645","540","0.838","0"
"2022","9 points (D*D*D)","Quintile 2","All","All","675","545","0.81","0"
"2023","9 points (D*D*D)","Quintile 2","All","All","495","415","0.833","0"
"2010","10 points (D*D*D*)","Quintile 2","All","All","5","0"," ","0"
"2011","10 points (D*D*D*)","Quintile 2","All","All","15","15","0.933","0"
"2012","10 points (D*D*D*)","Quintile 2","All","All","945","800","0.846","0"
"2013","10 points (D*D*D*)","Quintile 2","All","All","1165","995","0.856","0"
"2014","10 points (D*D*D*)","Quintile 2","All","All","1500","1285","0.859","0"
"2015","10 points (D*D*D*)","Quintile 2","All","All","1690","1410","0.836","0"
"2016","10 points (D*D*D*)","Quintile 2","All","All","1585","1350","0.851","0"
"2017","10 points (D*D*D*)","Quintile 2","All","All","1685","1465","0.869","0"
"2018","10 points (D*D*D*)","Quintile 2","All","All","1400","1235","0.883","0"
"2019","10 points (D*D*D*)","Quintile 2","All","All","1215","1060","0.87","0"
"2020","10 points (D*D*D*)","Quintile 2","All","All","1475","1305","0.885","0"
"2021","10 points (D*D*D*)","Quintile 2","All","All","1650","1405","0.852","0"
"2022","10 points (D*D*D*)","Quintile 2","All","All","820","685","0.837","0"
"2023","10 points (D*D*D*)","Quintile 2","All","All","540","460","0.848","0"
"2010","1 point (PPP)","Quintile 3","All","All","355","180","0.511","0"
"2011","1 point (PPP)","Quintile 3","All","All","255","135","0.521","0"
"2012","1 point (PPP)","Quintile 3","All","All","210","95","0.443","0"
"2013","1 point (PPP)","Quintile 3","All","All","185","95","0.511","0"
"2014","1 point (PPP)","Quintile 3","All","All","185","100","0.532","0"
"2015","1 point (PPP)","Quintile 3","All","All","190","115","0.609","0"
"2016","1 point (PPP)","Quintile 3","All","All","150","95","0.631","0"
"2017","1 point (PPP)","Quintile 3","All","All","145","90","0.622","0"
