"Year","Qualification group","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2014","A level Only (With extended project)","18","All","All","Main scheme applicant","All","23655","21345","0.902","0"
"2015","A level Only (With extended project)","18","All","All","Main scheme applicant","All","24570","22455","0.914","0"
"2016","A level Only (With extended project)","18","All","All","Main scheme applicant","All","25300","23155","0.915","0"
"2017","A level Only (With extended project)","18","All","All","Main scheme applicant","All","27435","25150","0.917","0"
"2018","A level Only (With extended project)","18","All","All","Main scheme applicant","All","29955","27265","0.91","0"
"2019","A level Only (With extended project)","18","All","All","Main scheme applicant","All","31585","28805","0.912","0"
"2020","A level Only (With extended project)","18","All","All","Main scheme applicant","All","31610","29075","0.92","0"
"2021","A level Only (With extended project)","18","All","All","Main scheme applicant","All","32790","29695","0.906","0"
"2022","A level Only (With extended project)","18","All","All","Main scheme applicant","All","35570","31345","0.881","0"
"2023","A level Only (With extended project)","18","All","All","Main scheme applicant","All","33930","30255","0.892","0"
"2008","A level Only (Without extended project)","18","All","All","Main scheme applicant","All","165480","146375","0.885","0"
"2009","A level Only (Without extended project)","18","All","All","Main scheme applicant","All","169235","146910","0.868","0"
"2010","A level Only (Without extended project)","18","All","All","Main scheme applicant","All","167175","139405","0.834","0"
"2011","A level Only (Without extended project)","18","All","All","Main scheme applicant","All","159930","137010","0.857","0"
"2012","A level Only (Without extended project)","18","All","All","Main scheme applicant","All","147420","125550","0.852","0"
"2013","A level Only (Without extended project)","18","All","All","Main scheme applicant","All","142050","123460","0.869","0"
"2014","A level Only (Without extended project)","18","All","All","Main scheme applicant","All","134725","116950","0.868","0"
"2015","A level Only (Without extended project)","18","All","All","Main scheme applicant","All","138085","120540","0.873","0"
"2016","A level Only (Without extended project)","18","All","All","Main scheme applicant","All","138160","121420","0.879","0"
"2017","A level Only (Without extended project)","18","All","All","Main scheme applicant","All","137785","121535","0.882","0"
"2018","A level Only (Without extended project)","18","All","All","Main scheme applicant","All","130680","115390","0.883","0"
"2019","A level Only (Without extended project)","18","All","All","Main scheme applicant","All","126555","111795","0.883","0"
"2020","A level Only (Without extended project)","18","All","All","Main scheme applicant","All","131315","118720","0.904","0"
"2021","A level Only (Without extended project)","18","All","All","Main scheme applicant","All","142505","126410","0.887","0"
"2022","A level Only (Without extended project)","18","All","All","Main scheme applicant","All","143330","123250","0.86","0"
"2023","A level Only (Without extended project)","18","All","All","Main scheme applicant","All","144160","123880","0.859","0"
"2008","BTEC Only","18","All","All","Main scheme applicant","All","245","185","0.77","0"
"2009","BTEC Only","18","All","All","Main scheme applicant","All","325","235","0.729","0"
"2010","BTEC Only","18","All","All","Main scheme applicant","All","430","280","0.65","0"
"2011","BTEC Only","18","All","All","Main scheme applicant","All","435","310","0.713","0"
"2012","BTEC Only","18","All","All","Main scheme applicant","All","23645","18190","0.769","0"
"2013","BTEC Only","18","All","All","Main scheme applicant","All","26185","20820","0.795","0"
"2014","BTEC Only","18","All","All","Main scheme applicant","All","30500","24575","0.806","0"
"2015","BTEC Only","18","All","All","Main scheme applicant","All","32420","26435","0.8150000000000001","0"
"2016","BTEC Only","18","All","All","Main scheme applicant","All","30780","25405","0.8250000000000001","0"
"2017","BTEC Only","18","All","All","Main scheme applicant","All","29040","24365","0.839","0"
"2018","BTEC Only","18","All","All","Main scheme applicant","All","26925","22715","0.844","0"
"2019","BTEC Only","18","All","All","Main scheme applicant","All","25655","21765","0.848","0"
"2020","BTEC Only","18","All","All","Main scheme applicant","All","28060","24490","0.873","0"
"2021","BTEC Only","18","All","All","Main scheme applicant","All","31675","26675","0.842","0"
"2022","BTEC Only","18","All","All","Main scheme applicant","All","28940","23535","0.8130000000000001","0"
"2023","BTEC Only","18","All","All","Main scheme applicant","All","25775","21045","0.8160000000000001","0"
"2008","A level & BTEC","18","All","All","Main scheme applicant","All","300","250","0.836","0"
"2009","A level & BTEC","18","All","All","Main scheme applicant","All","725","635","0.877","0"
"2010","A level & BTEC","18","All","All","Main scheme applicant","All","945","735","0.779","0"
"2011","A level & BTEC","18","All","All","Main scheme applicant","All","1425","1155","0.812","0"
"2012","A level & BTEC","18","All","All","Main scheme applicant","All","13220","10945","0.8280000000000001","0"
"2013","A level & BTEC","18","All","All","Main scheme applicant","All","16160","13650","0.845","0"
"2014","A level & BTEC","18","All","All","Main scheme applicant","All","20865","17885","0.857","0"
"2015","A level & BTEC","18","All","All","Main scheme applicant","All","22870","19710","0.862","0"
"2016","A level & BTEC","18","All","All","Main scheme applicant","All","22790","19730","0.866","0"
"2017","A level & BTEC","18","All","All","Main scheme applicant","All","21485","18710","0.871","0"
"2018","A level & BTEC","18","All","All","Main scheme applicant","All","19415","16875","0.869","0"
"2019","A level & BTEC","18","All","All","Main scheme applicant","All","20150","17650","0.876","0"
"2020","A level & BTEC","18","All","All","Main scheme applicant","All","22845","20455","0.895","0"
"2021","A level & BTEC","18","All","All","Main scheme applicant","All","26240","23035","0.878","0"
"2022","A level & BTEC","18","All","All","Main scheme applicant","All","25615","22045","0.861","0"
"2023","A level & BTEC","18","All","All","Main scheme applicant","All","22650","19160","0.846","0"
"2008","SQA Only","18","All","All","Main scheme applicant","All","16790","13470","0.802","0"
"2009","SQA Only","18","All","All","Main scheme applicant","All","17195","14005","0.8140000000000001","0"
"2010","SQA Only","18","All","All","Main scheme applicant","All","18820","14345","0.762","0"
"2011","SQA Only","18","All","All","Main scheme applicant","All","18605","13575","0.73","0"
"2012","SQA Only","18","All","All","Main scheme applicant","All","18390","13620","0.741","0"
"2013","SQA Only","18","All","All","Main scheme applicant","All","18395","13690","0.744","0"
"2014","SQA Only","18","All","All","Main scheme applicant","All","18790","13835","0.736","0"
"2015","SQA Only","18","All","All","Main scheme applicant","All","18940","13915","0.735","0"
"2016","SQA Only","18","All","All","Main scheme applicant","All","18805","14135","0.752","0"
"2017","SQA Only","18","All","All","Main scheme applicant","All","18325","14080","0.769","0"
"2018","SQA Only","18","All","All","Main scheme applicant","All","17700","14145","0.799","0"
"2019","SQA Only","18","All","All","Main scheme applicant","All","17120","13560","0.792","0"
"2020","SQA Only","18","All","All","Main scheme applicant","All","16710","14260","0.854","0"
"2021","SQA Only","18","All","All","Main scheme applicant","All","19385","16245","0.838","0"
"2022","SQA Only","18","All","All","Main scheme applicant","All","19685","16305","0.8280000000000001","0"
"2023","SQA Only","18","All","All","Main scheme applicant","All","18695","15885","0.85","0"
"2008","IB Only","18","All","All","Main scheme applicant","All","1235","1040","0.842","0"
"2009","IB Only","18","All","All","Main scheme applicant","All","1855","1510","0.8160000000000001","0"
"2010","IB Only","18","All","All","Main scheme applicant","All","2205","1770","0.804","0"
"2011","IB Only","18","All","All","Main scheme applicant","All","2435","2035","0.837","0"
"2012","IB Only","18","All","All","Main scheme applicant","All","2375","2025","0.851","0"
"2013","IB Only","18","All","All","Main scheme applicant","All","2145","1805","0.841","0"
"2014","IB Only","18","All","All","Main scheme applicant","All","2310","2010","0.871","0"
"2015","IB Only","18","All","All","Main scheme applicant","All","2310","2000","0.865","0"
"2016","IB Only","18","All","All","Main scheme applicant","All","2340","2035","0.87","0"
"2017","IB Only","18","All","All","Main scheme applicant","All","2460","2145","0.873","0"
"2018","IB Only","18","All","All","Main scheme applicant","All","2335","2045","0.875","0"
"2019","IB Only","18","All","All","Main scheme applicant","All","2485","2190","0.882","0"
"2020","IB Only","18","All","All","Main scheme applicant","All","2480","2225","0.898","0"
"2021","IB Only","18","All","All","Main scheme applicant","All","2675","2345","0.876","0"
"2022","IB Only","18","All","All","Main scheme applicant","All","2715","2315","0.853","0"
"2023","IB Only","18","All","All","Main scheme applicant","All","2595","2260","0.871","0"
"2008","A level & WB","18","All","All","Main scheme applicant","All","750","670","0.893","0"
"2009","A level & WB","18","All","All","Main scheme applicant","All","1605","1470","0.918","0"
"2010","A level & WB","18","All","All","Main scheme applicant","All","2785","2485","0.893","0"
"2011","A level & WB","18","All","All","Main scheme applicant","All","4475","3935","0.879","0"
"2012","A level & WB","18","All","All","Main scheme applicant","All","4675","4205","0.9","0"
"2013","A level & WB","18","All","All","Main scheme applicant","All","4950","4500","0.909","0"
"2014","A level & WB","18","All","All","Main scheme applicant","All","4935","4470","0.906","0"
"2015","A level & WB","18","All","All","Main scheme applicant","All","4895","4485","0.916","0"
"2016","A level & WB","18","All","All","Main scheme applicant","All","5185","4775","0.92","0"
"2017","A level & WB","18","All","All","Main scheme applicant","All","5160","4795","0.93","0"
"2018","A level & WB","18","All","All","Main scheme applicant","All","5200","4810","0.925","0"
"2019","A level & WB","18","All","All","Main scheme applicant","All","5170","4730","0.915","0"
"2020","A level & WB","18","All","All","Main scheme applicant","All","5075","4755","0.937","0"
"2021","A level & WB","18","All","All","Main scheme applicant","All","5815","5290","0.91","0"
"2022","A level & WB","18","All","All","Main scheme applicant","All","6150","5435","0.884","0"
"2023","A level & WB","18","All","All","Main scheme applicant","All","5730","5145","0.898","0"
"2013","Cambridge Technicals only","18","All","All","Main scheme applicant","All","10","5"," ","0"
"2014","Cambridge Technicals only","18","All","All","Main scheme applicant","All","380","275","0.722","0"
"2015","Cambridge Technicals only","18","All","All","Main scheme applicant","All","480","375","0.782","0"
"2016","Cambridge Technicals only","18","All","All","Main scheme applicant","All","730","595","0.8130000000000001","0"
"2017","Cambridge Technicals only","18","All","All","Main scheme applicant","All","1060","850","0.804","0"
"2018","Cambridge Technicals only","18","All","All","Main scheme applicant","All","1405","1160","0.8260000000000001","0"
"2019","Cambridge Technicals only","18","All","All","Main scheme applicant","All","2030","1655","0.8150000000000001","0"
"2020","Cambridge Technicals only","18","All","All","Main scheme applicant","All","2190","1880","0.857","0"
"2021","Cambridge Technicals only","18","All","All","Main scheme applicant","All","2450","2025","0.8260000000000001","0"
"2022","Cambridge Technicals only","18","All","All","Main scheme applicant","All","3325","2610","0.785","0"
"2023","Cambridge Technicals only","18","All","All","Main scheme applicant","All","3140","2400","0.764","0"
"2009","Access to HE only","18","All","All","Main scheme applicant","All","5","5"," ","0"
"2012","Access to HE only","18","All","All","Main scheme applicant","All","5","0"," ","0"
"2013","Access to HE only","18","All","All","Main scheme applicant","All","25","15","0.609","0"
"2014","Access to HE only","18","All","All","Main scheme applicant","All","25","25","0.852","0"
"2015","Access to HE only","18","All","All","Main scheme applicant","All","15","10","0.714","0"
"2016","Access to HE only","18","All","All","Main scheme applicant","All","15","15","0.8240000000000001","0"
"2017","Access to HE only","18","All","All","Main scheme applicant","All","35","35","0.892","0"
"2018","Access to HE only","18","All","All","Main scheme applicant","All","55","45","0.8180000000000001","0"
"2019","Access to HE only","18","All","All","Main scheme applicant","All","65","55","0.8310000000000001","0"
"2020","Access to HE only","18","All","All","Main scheme applicant","All","75","65","0.865","0"
"2021","Access to HE only","18","All","All","Main scheme applicant","All","55","45","0.796","0"
"2022","Access to HE only","18","All","All","Main scheme applicant","All","70","50","0.735","0"
"2023","Access to HE only","18","All","All","Main scheme applicant","All","85","65","0.786","0"
"2013","A level & Cambridge Technicals","18","All","All","Main scheme applicant","All","60","45","0.758","0"
"2014","A level & Cambridge Technicals","18","All","All","Main scheme applicant","All","1210","1030","0.854","0"
"2015","A level & Cambridge Technicals","18","All","All","Main scheme applicant","All","1890","1645","0.87","0"
"2016","A level & Cambridge Technicals","18","All","All","Main scheme applicant","All","2385","2080","0.873","0"
"2017","A level & Cambridge Technicals","18","All","All","Main scheme applicant","All","2570","2290","0.891","0"
"2018","A level & Cambridge Technicals","18","All","All","Main scheme applicant","All","3350","2920","0.871","0"
"2019","A level & Cambridge Technicals","18","All","All","Main scheme applicant","All","4470","3930","0.879","0"
"2020","A level & Cambridge Technicals","18","All","All","Main scheme applicant","All","5255","4705","0.895","0"
"2021","A level & Cambridge Technicals","18","All","All","Main scheme applicant","All","5510","4825","0.876","0"
"2022","A level & Cambridge Technicals","18","All","All","Main scheme applicant","All","6330","5410","0.855","0"
"2023","A level & Cambridge Technicals","18","All","All","Main scheme applicant","All","6145","5190","0.845","0"
"2008","Other","18","All","All","Main scheme applicant","All","54750","41225","0.753","0"
"2009","Other","18","All","All","Main scheme applicant","All","60370","44535","0.738","0"
"2010","Other","18","All","All","Main scheme applicant","All","66790","44325","0.664","0"
"2011","Other","18","All","All","Main scheme applicant","All","65105","44580","0.685","0"
"2012","Other","18","All","All","Main scheme applicant","All","29710","18965","0.638","0"
"2013","Other","18","All","All","Main scheme applicant","All","28705","19600","0.683","0"
"2014","Other","18","All","All","Main scheme applicant","All","28585","19765","0.6910000000000001","0"
"2015","Other","18","All","All","Main scheme applicant","All","29405","20720","0.705","0"
"2016","Other","18","All","All","Main scheme applicant","All","31005","22500","0.726","0"
"2017","Other","18","All","All","Main scheme applicant","All","32795","23900","0.729","0"
"2018","Other","18","All","All","Main scheme applicant","All","35905","26815","0.747","0"
"2019","Other","18","All","All","Main scheme applicant","All","40245","30315","0.753","0"
"2020","Other","18","All","All","Main scheme applicant","All","36385","30580","0.84","0"
"2021","Other","18","All","All","Main scheme applicant","All","41985","34000","0.81","0"
"2022","Other","18","All","All","Main scheme applicant","All","54520","40785","0.748","0"
"2023","Other","18","All","All","Main scheme applicant","All","56690","41800","0.737","0"
"2008","A level Only (With extended project)","19","All","All","Main scheme applicant","All","30","30","0.966","0"
"2009","A level Only (With extended project)","19","All","All","Main scheme applicant","All","290","265","0.911","0"
"2010","A level Only (With extended project)","19","All","All","Main scheme applicant","All","975","870","0.892","0"
"2011","A level Only (With extended project)","19","All","All","Main scheme applicant","All","2470","2230","0.902","0"
"2012","A level Only (With extended project)","19","All","All","Main scheme applicant","All","2660","2400","0.902","0"
"2013","A level Only (With extended project)","19","All","All","Main scheme applicant","All","4285","3915","0.914","0"
"2014","A level Only (With extended project)","19","All","All","Main scheme applicant","All","4740","4350","0.918","0"
"2015","A level Only (With extended project)","19","All","All","Main scheme applicant","All","5260","4835","0.919","0"
"2016","A level Only (With extended project)","19","All","All","Main scheme applicant","All","5235","4825","0.922","0"
"2017","A level Only (With extended project)","19","All","All","Main scheme applicant","All","5085","4685","0.921","0"
"2018","A level Only (With extended project)","19","All","All","Main scheme applicant","All","5430","5025","0.926","0"
"2019","A level Only (With extended project)","19","All","All","Main scheme applicant","All","5715","5225","0.914","0"
"2020","A level Only (With extended project)","19","All","All","Main scheme applicant","All","5615","5110","0.91","0"
"2021","A level Only (With extended project)","19","All","All","Main scheme applicant","All","5180","4630","0.893","0"
"2022","A level Only (With extended project)","19","All","All","Main scheme applicant","All","5100","4505","0.883","0"
"2023","A level Only (With extended project)","19","All","All","Main scheme applicant","All","6095","5440","0.892","0"
"2008","A level Only (Without extended project)","19","All","All","Main scheme applicant","All","46940","42330","0.902","0"
"2009","A level Only (Without extended project)","19","All","All","Main scheme applicant","All","51090","45525","0.891","0"
"2010","A level Only (Without extended project)","19","All","All","Main scheme applicant","All","55670","47920","0.861","0"
"2011","A level Only (Without extended project)","19","All","All","Main scheme applicant","All","58070","49940","0.86","0"
"2012","A level Only (Without extended project)","19","All","All","Main scheme applicant","All","42600","36870","0.866","0"
"2013","A level Only (Without extended project)","19","All","All","Main scheme applicant","All","47145","41805","0.887","0"
"2014","A level Only (Without extended project)","19","All","All","Main scheme applicant","All","44585","39575","0.888","0"
"2015","A level Only (Without extended project)","19","All","All","Main scheme applicant","All","42340","37675","0.89","0"
"2016","A level Only (Without extended project)","19","All","All","Main scheme applicant","All","41075","36670","0.893","0"
"2017","A level Only (Without extended project)","19","All","All","Main scheme applicant","All","38045","34005","0.894","0"
"2018","A level Only (Without extended project)","19","All","All","Main scheme applicant","All","35675","31810","0.892","0"
"2019","A level Only (Without extended project)","19","All","All","Main scheme applicant","All","33420","29760","0.89","0"
"2020","A level Only (Without extended project)","19","All","All","Main scheme applicant","All","31750","28440","0.896","0"
"2021","A level Only (Without extended project)","19","All","All","Main scheme applicant","All","29885","26245","0.878","0"
"2022","A level Only (Without extended project)","19","All","All","Main scheme applicant","All","31420","27055","0.861","0"
"2023","A level Only (Without extended project)","19","All","All","Main scheme applicant","All","33135","28685","0.866","0"
"2008","BTEC Only","19","All","All","Main scheme applicant","All","2480","1995","0.805","0"
"2009","BTEC Only","19","All","All","Main scheme applicant","All","3020","2365","0.783","0"
"2010","BTEC Only","19","All","All","Main scheme applicant","All","3945","2895","0.734","0"
"2011","BTEC Only","19","All","All","Main scheme applicant","All","4345","3250","0.748","0"
"2012","BTEC Only","19","All","All","Main scheme applicant","All","17305","13755","0.795","0"
"2013","BTEC Only","19","All","All","Main scheme applicant","All","19650","16205","0.8250000000000001","0"
"2014","BTEC Only","19","All","All","Main scheme applicant","All","22210","18305","0.8240000000000001","0"
"2015","BTEC Only","19","All","All","Main scheme applicant","All","22710","18890","0.8320000000000001","0"
"2016","BTEC Only","19","All","All","Main scheme applicant","All","23110","19325","0.836","0"
"2017","BTEC Only","19","All","All","Main scheme applicant","All","21070","17980","0.853","0"
"2018","BTEC Only","19","All","All","Main scheme applicant","All","18720","16070","0.858","0"
"2019","BTEC Only","19","All","All","Main scheme applicant","All","16820","14420","0.857","0"
"2020","BTEC Only","19","All","All","Main scheme applicant","All","15385","13420","0.872","0"
"2021","BTEC Only","19","All","All","Main scheme applicant","All","15755","13220","0.839","0"
"2022","BTEC Only","19","All","All","Main scheme applicant","All","14580","11885","0.8150000000000001","0"
"2023","BTEC Only","19","All","All","Main scheme applicant","All","11435","9335","0.8160000000000001","0"
"2008","A level & BTEC","19","All","All","Main scheme applicant","All","850","715","0.839","0"
"2009","A level & BTEC","19","All","All","Main scheme applicant","All","1300","1095","0.843","0"
"2010","A level & BTEC","19","All","All","Main scheme applicant","All","1925","1560","0.809","0"
"2011","A level & BTEC","19","All","All","Main scheme applicant","All","2730","2185","0.799","0"
"2012","A level & BTEC","19","All","All","Main scheme applicant","All","6175","5260","0.852","0"
"2013","A level & BTEC","19","All","All","Main scheme applicant","All","7745","6695","0.864","0"
"2014","A level & BTEC","19","All","All","Main scheme applicant","All","8995","7825","0.87","0"
"2015","A level & BTEC","19","All","All","Main scheme applicant","All","10785","9455","0.877","0"
"2016","A level & BTEC","19","All","All","Main scheme applicant","All","10615","9335","0.879","0"
"2017","A level & BTEC","19","All","All","Main scheme applicant","All","8710","7725","0.887","0"
"2018","A level & BTEC","19","All","All","Main scheme applicant","All","6610","5830","0.882","0"
"2019","A level & BTEC","19","All","All","Main scheme applicant","All","6050","5330","0.881","0"
"2020","A level & BTEC","19","All","All","Main scheme applicant","All","5295","4760","0.898","0"
"2021","A level & BTEC","19","All","All","Main scheme applicant","All","5155","4485","0.87","0"
"2022","A level & BTEC","19","All","All","Main scheme applicant","All","4575","3910","0.854","0"
"2023","A level & BTEC","19","All","All","Main scheme applicant","All","4515","3820","0.846","0"
"2008","SQA Only","19","All","All","Main scheme applicant","All","3265","2530","0.774","0"
"2009","SQA Only","19","All","All","Main scheme applicant","All","3675","2830","0.77","0"
"2010","SQA Only","19","All","All","Main scheme applicant","All","4505","3105","0.6890000000000001","0"
"2011","SQA Only","19","All","All","Main scheme applicant","All","4755","3245","0.683","0"
"2012","SQA Only","19","All","All","Main scheme applicant","All","4915","3455","0.7020000000000001","0"
"2013","SQA Only","19","All","All","Main scheme applicant","All","4785","3325","0.6950000000000001","0"
"2014","SQA Only","19","All","All","Main scheme applicant","All","4885","3500","0.716","0"
"2015","SQA Only","19","All","All","Main scheme applicant","All","5055","3595","0.711","0"
"2016","SQA Only","19","All","All","Main scheme applicant","All","5305","3765","0.709","0"
"2017","SQA Only","19","All","All","Main scheme applicant","All","5250","3855","0.734","0"
"2018","SQA Only","19","All","All","Main scheme applicant","All","5415","4080","0.754","0"
"2019","SQA Only","19","All","All","Main scheme applicant","All","5120","3900","0.761","0"
"2020","SQA Only","19","All","All","Main scheme applicant","All","4870","3850","0.79","0"
"2021","SQA Only","19","All","All","Main scheme applicant","All","5340","4055","0.759","0"
"2022","SQA Only","19","All","All","Main scheme applicant","All","5240","4020","0.767","0"
"2023","SQA Only","19","All","All","Main scheme applicant","All","5160","4120","0.798","0"
"2008","IB Only","19","All","All","Main scheme applicant","All","205","175","0.862","0"
"2009","IB Only","19","All","All","Main scheme applicant","All","265","230","0.868","0"
"2010","IB Only","19","All","All","Main scheme applicant","All","715","605","0.845","0"
"2011","IB Only","19","All","All","Main scheme applicant","All","800","690","0.862","0"
"2012","IB Only","19","All","All","Main scheme applicant","All","700","600","0.86","0"
"2013","IB Only","19","All","All","Main scheme applicant","All","725","625","0.866","0"
"2014","IB Only","19","All","All","Main scheme applicant","All","730","615","0.842","0"
"2015","IB Only","19","All","All","Main scheme applicant","All","675","605","0.894","0"
"2016","IB Only","19","All","All","Main scheme applicant","All","685","590","0.86","0"
"2017","IB Only","19","All","All","Main scheme applicant","All","700","615","0.877","0"
"2018","IB Only","19","All","All","Main scheme applicant","All","735","615","0.839","0"
"2019","IB Only","19","All","All","Main scheme applicant","All","630","555","0.88","0"
"2020","IB Only","19","All","All","Main scheme applicant","All","640","555","0.87","0"
"2021","IB Only","19","All","All","Main scheme applicant","All","610","525","0.859","0"
"2022","IB Only","19","All","All","Main scheme applicant","All","700","575","0.8240000000000001","0"
"2023","IB Only","19","All","All","Main scheme applicant","All","720","575","0.796","0"
"2008","A level & WB","19","All","All","Main scheme applicant","All","130","120","0.93","0"
"2009","A level & WB","19","All","All","Main scheme applicant","All","215","185","0.874","0"
"2010","A level & WB","19","All","All","Main scheme applicant","All","410","355","0.861","0"
"2011","A level & WB","19","All","All","Main scheme applicant","All","740","645","0.873","0"
"2012","A level & WB","19","All","All","Main scheme applicant","All","1080","970","0.901","0"
"2013","A level & WB","19","All","All","Main scheme applicant","All","1090","980","0.901","0"
"2014","A level & WB","19","All","All","Main scheme applicant","All","1205","1085","0.899","0"
"2015","A level & WB","19","All","All","Main scheme applicant","All","1190","1070","0.901","0"
"2016","A level & WB","19","All","All","Main scheme applicant","All","1195","1080","0.904","0"
"2017","A level & WB","19","All","All","Main scheme applicant","All","945","865","0.915","0"
"2018","A level & WB","19","All","All","Main scheme applicant","All","590","555","0.9390000000000001","0"
"2019","A level & WB","19","All","All","Main scheme applicant","All","420","395","0.9380000000000001","0"
"2020","A level & WB","19","All","All","Main scheme applicant","All","395","375","0.9520000000000001","0"
"2021","A level & WB","19","All","All","Main scheme applicant","All","415","395","0.9450000000000001","0"
"2022","A level & WB","19","All","All","Main scheme applicant","All","165","150","0.902","0"
"2023","A level & WB","19","All","All","Main scheme applicant","All","165","155","0.9390000000000001","0"
"2014","Cambridge Technicals only","19","All","All","Main scheme applicant","All","90","75","0.8200000000000001","0"
"2015","Cambridge Technicals only","19","All","All","Main scheme applicant","All","225","190","0.844","0"
"2016","Cambridge Technicals only","19","All","All","Main scheme applicant","All","430","355","0.8170000000000001","0"
"2017","Cambridge Technicals only","19","All","All","Main scheme applicant","All","630","530","0.842","0"
"2018","Cambridge Technicals only","19","All","All","Main scheme applicant","All","710","590","0.834","0"
"2019","Cambridge Technicals only","19","All","All","Main scheme applicant","All","945","810","0.861","0"
"2020","Cambridge Technicals only","19","All","All","Main scheme applicant","All","1020","880","0.86","0"
"2021","Cambridge Technicals only","19","All","All","Main scheme applicant","All","1075","905","0.841","0"
"2022","Cambridge Technicals only","19","All","All","Main scheme applicant","All","1135","920","0.811","0"
"2023","Cambridge Technicals only","19","All","All","Main scheme applicant","All","965","755","0.781","0"
"2009","Access to HE only","19","All","All","Main scheme applicant","All","15","10","0.786","0"
"2010","Access to HE only","19","All","All","Main scheme applicant","All","5","5"," ","0"
"2012","Access to HE only","19","All","All","Main scheme applicant","All","20","15","0.727","0"
"2013","Access to HE only","19","All","All","Main scheme applicant","All","130","110","0.848","0"
"2014","Access to HE only","19","All","All","Main scheme applicant","All","180","150","0.839","0"
"2015","Access to HE only","19","All","All","Main scheme applicant","All","210","185","0.881","0"
"2016","Access to HE only","19","All","All","Main scheme applicant","All","235","210","0.885","0"
"2017","Access to HE only","19","All","All","Main scheme applicant","All","350","305","0.866","0"
"2018","Access to HE only","19","All","All","Main scheme applicant","All","495","435","0.885","0"
"2019","Access to HE only","19","All","All","Main scheme applicant","All","625","560","0.894","0"
"2020","Access to HE only","19","All","All","Main scheme applicant","All","555","480","0.863","0"
"2021","Access to HE only","19","All","All","Main scheme applicant","All","555","470","0.848","0"
"2022","Access to HE only","19","All","All","Main scheme applicant","All","510","400","0.779","0"
"2023","Access to HE only","19","All","All","Main scheme applicant","All","610","505","0.8270000000000001","0"
"2013","A level & Cambridge Technicals","19","All","All","Main scheme applicant","All","30","25","0.8130000000000001","0"
"2014","A level & Cambridge Technicals","19","All","All","Main scheme applicant","All","265","240","0.902","0"
"2015","A level & Cambridge Technicals","19","All","All","Main scheme applicant","All","550","500","0.908","0"
"2016","A level & Cambridge Technicals","19","All","All","Main scheme applicant","All","755","675","0.894","0"
"2017","A level & Cambridge Technicals","19","All","All","Main scheme applicant","All","785","715","0.912","0"
"2018","A level & Cambridge Technicals","19","All","All","Main scheme applicant","All","965","860","0.891","0"
"2019","A level & Cambridge Technicals","19","All","All","Main scheme applicant","All","1195","1070","0.896","0"
"2020","A level & Cambridge Technicals","19","All","All","Main scheme applicant","All","1250","1115","0.891","0"
"2021","A level & Cambridge Technicals","19","All","All","Main scheme applicant","All","1320","1150","0.873","0"
"2022","A level & Cambridge Technicals","19","All","All","Main scheme applicant","All","1255","1070","0.851","0"
"2023","A level & Cambridge Technicals","19","All","All","Main scheme applicant","All","1235","1055","0.854","0"
"2008","Other","19","All","All","Main scheme applicant","All","29295","22510","0.768","0"
"2009","Other","19","All","All","Main scheme applicant","All","31050","23365","0.753","0"
"2010","Other","19","All","All","Main scheme applicant","All","34220","23945","0.7000000000000001","0"
"2011","Other","19","All","All","Main scheme applicant","All","33630","23650","0.7030000000000001","0"
"2012","Other","19","All","All","Main scheme applicant","All","14065","9210","0.655","0"
"2013","Other","19","All","All","Main scheme applicant","All","13885","9750","0.7020000000000001","0"
"2014","Other","19","All","All","Main scheme applicant","All","13530","9490","0.7010000000000001","0"
"2015","Other","19","All","All","Main scheme applicant","All","13445","9780","0.727","0"
"2016","Other","19","All","All","Main scheme applicant","All","14085","10270","0.729","0"
"2017","Other","19","All","All","Main scheme applicant","All","14620","10990","0.752","0"
"2018","Other","19","All","All","Main scheme applicant","All","15685","11940","0.761","0"
"2019","Other","19","All","All","Main scheme applicant","All","16930","13025","0.769","0"
"2020","Other","19","All","All","Main scheme applicant","All","16200","12975","0.801","0"
"2021","Other","19","All","All","Main scheme applicant","All","16835","12995","0.772","0"
"2022","Other","19","All","All","Main scheme applicant","All","18495","13435","0.726","0"
"2023","Other","19","All","All","Main scheme applicant","All","17735","12690","0.716","0"
"2008","A level Only (With extended project)","20","All","All","Main scheme applicant","All","5","5"," ","0"
"2009","A level Only (With extended project)","20","All","All","Main scheme applicant","All","20","20","1","0"
"2010","A level Only (With extended project)","20","All","All","Main scheme applicant","All","100","85","0.85","0"
"2011","A level Only (With extended project)","20","All","All","Main scheme applicant","All","245","205","0.833","0"
"2012","A level Only (With extended project)","20","All","All","Main scheme applicant","All","340","280","0.8290000000000001","0"
"2013","A level Only (With extended project)","20","All","All","Main scheme applicant","All","455","380","0.836","0"
"2014","A level Only (With extended project)","20","All","All","Main scheme applicant","All","575","475","0.8260000000000001","0"
"2015","A level Only (With extended project)","20","All","All","Main scheme applicant","All","560","465","0.8310000000000001","0"
"2016","A level Only (With extended project)","20","All","All","Main scheme applicant","All","625","525","0.837","0"
"2017","A level Only (With extended project)","20","All","All","Main scheme applicant","All","560","475","0.845","0"
"2018","A level Only (With extended project)","20","All","All","Main scheme applicant","All","650","540","0.835","0"
"2019","A level Only (With extended project)","20","All","All","Main scheme applicant","All","660","555","0.842","0"
