"Year","Predicted A level points","Age group","Domicile","Gender","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2015","13 point(s)","18","Scotland","All","145","110","0.752"
"2016","13 point(s)","18","Scotland","All","135","110","0.8"
"2017","13 point(s)","18","Scotland","All","140","105","0.75"
"2018","13 point(s)","18","Scotland","All","130","95","0.723"
"2019","13 point(s)","18","Scotland","All","95","75","0.789"
"2020","13 point(s)","18","Scotland","All","80","65","0.8250000000000001"
"2021","13 point(s)","18","Scotland","All","65","45","0.6920000000000001"
"2022","13 point(s)","18","Scotland","All","75","55","0.733"
"2023","13 point(s)","18","Scotland","All","115","80","0.713"
"2010","13 point(s)","18","Wales","All","5320","4205","0.79"
"2011","13 point(s)","18","Wales","All","5145","4035","0.784"
"2012","13 point(s)","18","Wales","All","5120","4130","0.807"
"2013","13 point(s)","18","Wales","All","4845","4070","0.84"
"2014","13 point(s)","18","Wales","All","4950","4160","0.84"
"2015","13 point(s)","18","Wales","All","5080","4255","0.838"
"2016","13 point(s)","18","Wales","All","5020","4210","0.838"
"2017","13 point(s)","18","Wales","All","4530","3905","0.862"
"2018","13 point(s)","18","Wales","All","4335","3720","0.858"
"2019","13 point(s)","18","Wales","All","3800","3330","0.876"
"2020","13 point(s)","18","Wales","All","3660","3170","0.866"
"2021","13 point(s)","18","Wales","All","4225","3585","0.848"
"2022","13 point(s)","18","Wales","All","4145","3280","0.792"
"2023","13 point(s)","18","Wales","All","3760","3120","0.8290000000000001"
"2010","14 point(s)","18","Northern Ireland","All","6180","4940","0.799"
"2011","14 point(s)","18","Northern Ireland","All","6720","5205","0.775"
"2012","14 point(s)","18","Northern Ireland","All","6695","5400","0.807"
"2013","14 point(s)","18","Northern Ireland","All","6775","5575","0.8230000000000001"
"2014","14 point(s)","18","Northern Ireland","All","6885","5810","0.844"
"2015","14 point(s)","18","Northern Ireland","All","7380","6270","0.85"
"2016","14 point(s)","18","Northern Ireland","All","7485","6390","0.854"
"2017","14 point(s)","18","Northern Ireland","All","7110","6045","0.85"
"2018","14 point(s)","18","Northern Ireland","All","6915","5850","0.846"
"2019","14 point(s)","18","Northern Ireland","All","5795","4850","0.837"
"2020","14 point(s)","18","Northern Ireland","All","5630","4845","0.86"
"2021","14 point(s)","18","Northern Ireland","All","6155","5075","0.8250000000000001"
"2022","14 point(s)","18","Northern Ireland","All","6155","4995","0.812"
"2023","14 point(s)","18","Northern Ireland","All","6450","5450","0.845"
"2010","14 point(s)","18","England","All","95115","73705","0.775"
"2011","14 point(s)","18","England","All","95570","75830","0.793"
"2012","14 point(s)","18","England","All","96955","81745","0.843"
"2013","14 point(s)","18","England","All","99935","86200","0.863"
"2014","14 point(s)","18","England","All","102035","88825","0.871"
"2015","14 point(s)","18","England","All","106325","93240","0.877"
"2016","14 point(s)","18","England","All","109040","96105","0.881"
"2017","14 point(s)","18","England","All","112890","99540","0.882"
"2018","14 point(s)","18","England","All","111425","98155","0.881"
"2019","14 point(s)","18","England","All","108040","95505","0.884"
"2020","14 point(s)","18","England","All","106140","93660","0.882"
"2021","14 point(s)","18","England","All","108475","92965","0.857"
"2022","14 point(s)","18","England","All","110090","87450","0.794"
"2023","14 point(s)","18","England","All","110300","91230","0.8270000000000001"
"2010","14 point(s)","18","Scotland","All","175","120","0.686"
"2011","14 point(s)","18","Scotland","All","155","110","0.723"
"2012","14 point(s)","18","Scotland","All","190","135","0.716"
"2013","14 point(s)","18","Scotland","All","130","100","0.754"
"2014","14 point(s)","18","Scotland","All","155","125","0.806"
"2015","14 point(s)","18","Scotland","All","225","190","0.84"
"2016","14 point(s)","18","Scotland","All","150","110","0.727"
"2017","14 point(s)","18","Scotland","All","160","130","0.806"
"2018","14 point(s)","18","Scotland","All","135","105","0.77"
"2019","14 point(s)","18","Scotland","All","130","110","0.8310000000000001"
"2020","14 point(s)","18","Scotland","All","120","100","0.842"
"2021","14 point(s)","18","Scotland","All","130","100","0.785"
"2022","14 point(s)","18","Scotland","All","95","65","0.684"
"2023","14 point(s)","18","Scotland","All","120","95","0.8"
"2010","14 point(s)","18","Wales","All","5055","4020","0.796"
"2011","14 point(s)","18","Wales","All","4945","3915","0.792"
"2012","14 point(s)","18","Wales","All","5105","4260","0.834"
"2013","14 point(s)","18","Wales","All","5000","4235","0.847"
"2014","14 point(s)","18","Wales","All","4910","4250","0.865"
"2015","14 point(s)","18","Wales","All","5220","4520","0.866"
"2016","14 point(s)","18","Wales","All","5220","4430","0.848"
"2017","14 point(s)","18","Wales","All","4775","4190","0.878"
"2018","14 point(s)","18","Wales","All","4190","3705","0.885"
"2019","14 point(s)","18","Wales","All","4125","3625","0.879"
"2020","14 point(s)","18","Wales","All","3885","3420","0.881"
"2021","14 point(s)","18","Wales","All","4750","3965","0.835"
"2022","14 point(s)","18","Wales","All","4770","3795","0.796"
"2023","14 point(s)","18","Wales","All","4080","3395","0.8320000000000001"
"2010","15 point(s)","18","Northern Ireland","All","9620","7245","0.753"
"2011","15 point(s)","18","Northern Ireland","All","8155","6270","0.769"
"2012","15 point(s)","18","Northern Ireland","All","7550","6135","0.812"
"2013","15 point(s)","18","Northern Ireland","All","8360","6780","0.811"
"2014","15 point(s)","18","Northern Ireland","All","7255","5950","0.8200000000000001"
"2015","15 point(s)","18","Northern Ireland","All","7765","6390","0.8230000000000001"
"2016","15 point(s)","18","Northern Ireland","All","7280","6030","0.8280000000000001"
"2017","15 point(s)","18","Northern Ireland","All","7610","6430","0.845"
"2018","15 point(s)","18","Northern Ireland","All","7410","6225","0.84"
"2019","15 point(s)","18","Northern Ireland","All","6280","5305","0.845"
"2020","15 point(s)","18","Northern Ireland","All","6985","5965","0.854"
"2021","15 point(s)","18","Northern Ireland","All","8025","6610","0.8240000000000001"
"2022","15 point(s)","18","Northern Ireland","All","8995","7145","0.794"
"2023","15 point(s)","18","Northern Ireland","All","8560","7130","0.833"
"2010","15 point(s)","18","England","All","121850","87280","0.716"
"2011","15 point(s)","18","England","All","112220","81910","0.73"
"2012","15 point(s)","18","England","All","104425","81400","0.78"
"2013","15 point(s)","18","England","All","107020","85630","0.8"
"2014","15 point(s)","18","England","All","103890","84350","0.812"
"2015","15 point(s)","18","England","All","103290","86245","0.835"
"2016","15 point(s)","18","England","All","104405","87140","0.835"
"2017","15 point(s)","18","England","All","110735","93420","0.844"
"2018","15 point(s)","18","England","All","111580","93355","0.837"
"2019","15 point(s)","18","England","All","112950","93855","0.8310000000000001"
"2020","15 point(s)","18","England","All","113675","95020","0.836"
"2021","15 point(s)","18","England","All","120870","96970","0.802"
"2022","15 point(s)","18","England","All","121170","88735","0.732"
"2023","15 point(s)","18","England","All","124460","96265","0.773"
"2010","15 point(s)","18","Scotland","All","270","165","0.607"
"2011","15 point(s)","18","Scotland","All","190","120","0.642"
"2012","15 point(s)","18","Scotland","All","235","160","0.672"
"2013","15 point(s)","18","Scotland","All","265","205","0.77"
"2014","15 point(s)","18","Scotland","All","190","145","0.758"
"2015","15 point(s)","18","Scotland","All","145","100","0.683"
"2016","15 point(s)","18","Scotland","All","105","65","0.638"
"2017","15 point(s)","18","Scotland","All","185","140","0.746"
"2018","15 point(s)","18","Scotland","All","180","130","0.722"
"2019","15 point(s)","18","Scotland","All","190","135","0.716"
"2020","15 point(s)","18","Scotland","All","115","85","0.757"
"2021","15 point(s)","18","Scotland","All","180","125","0.683"
"2022","15 point(s)","18","Scotland","All","110","60","0.555"
"2023","15 point(s)","18","Scotland","All","155","95","0.613"
"2010","15 point(s)","18","Wales","All","6260","4515","0.722"
"2011","15 point(s)","18","Wales","All","5525","3980","0.72"
"2012","15 point(s)","18","Wales","All","5710","4435","0.777"
"2013","15 point(s)","18","Wales","All","4950","3835","0.775"
"2014","15 point(s)","18","Wales","All","4970","3985","0.802"
"2015","15 point(s)","18","Wales","All","5180","4240","0.8190000000000001"
"2016","15 point(s)","18","Wales","All","5125","4245","0.8280000000000001"
"2017","15 point(s)","18","Wales","All","4645","3955","0.851"
"2018","15 point(s)","18","Wales","All","4665","3880","0.8320000000000001"
"2019","15 point(s)","18","Wales","All","4755","3910","0.8230000000000001"
"2020","15 point(s)","18","Wales","All","4120","3505","0.851"
"2021","15 point(s)","18","Wales","All","5365","4265","0.795"
"2022","15 point(s)","18","Wales","All","6450","4695","0.728"
"2023","15 point(s)","18","Wales","All","5040","4015","0.797"
"2010","16 point(s)","18","Northern Ireland","All","2700","1940","0.719"
"2011","16 point(s)","18","Northern Ireland","All","3585","2590","0.723"
"2012","16 point(s)","18","Northern Ireland","All","3915","3005","0.768"
"2013","16 point(s)","18","Northern Ireland","All","3565","2755","0.773"
"2014","16 point(s)","18","Northern Ireland","All","3770","2955","0.784"
"2015","16 point(s)","18","Northern Ireland","All","3390","2675","0.79"
"2016","16 point(s)","18","Northern Ireland","All","3400","2665","0.784"
"2017","16 point(s)","18","Northern Ireland","All","3530","2900","0.8210000000000001"
"2018","16 point(s)","18","Northern Ireland","All","3160","2615","0.8280000000000001"
"2019","16 point(s)","18","Northern Ireland","All","3210","2665","0.8300000000000001"
"2020","16 point(s)","18","Northern Ireland","All","3185","2560","0.803"
"2021","16 point(s)","18","Northern Ireland","All","3850","3020","0.785"
"2022","16 point(s)","18","Northern Ireland","All","4520","3335","0.738"
"2023","16 point(s)","18","Northern Ireland","All","4630","3610","0.78"
"2010","16 point(s)","18","England","All","47115","32010","0.679"
"2011","16 point(s)","18","England","All","59565","41200","0.6920000000000001"
"2012","16 point(s)","18","England","All","64500","47675","0.739"
"2013","16 point(s)","18","England","All","68230","51510","0.755"
"2014","16 point(s)","18","England","All","69695","53895","0.773"
"2015","16 point(s)","18","England","All","71145","56650","0.796"
"2016","16 point(s)","18","England","All","73170","58705","0.802"
"2017","16 point(s)","18","England","All","76055","61390","0.807"
"2018","16 point(s)","18","England","All","75840","60810","0.802"
"2019","16 point(s)","18","England","All","82890","66035","0.797"
"2020","16 point(s)","18","England","All","86250","69105","0.801"
"2021","16 point(s)","18","England","All","93220","70980","0.761"
"2022","16 point(s)","18","England","All","104755","71930","0.687"
"2023","16 point(s)","18","England","All","111455","80660","0.724"
"2010","16 point(s)","18","Scotland","All","115","65","0.548"
"2011","16 point(s)","18","Scotland","All","125","75","0.6"
"2012","16 point(s)","18","Scotland","All","170","115","0.6880000000000001"
"2013","16 point(s)","18","Scotland","All","140","105","0.736"
"2014","16 point(s)","18","Scotland","All","130","110","0.8310000000000001"
"2015","16 point(s)","18","Scotland","All","185","130","0.714"
"2016","16 point(s)","18","Scotland","All","130","100","0.762"
"2017","16 point(s)","18","Scotland","All","160","105","0.663"
"2018","16 point(s)","18","Scotland","All","95","65","0.663"
"2019","16 point(s)","18","Scotland","All","110","80","0.709"
"2020","16 point(s)","18","Scotland","All","85","70","0.812"
"2021","16 point(s)","18","Scotland","All","125","90","0.728"
"2022","16 point(s)","18","Scotland","All","90","45","0.489"
"2023","16 point(s)","18","Scotland","All","90","70","0.767"
"2010","16 point(s)","18","Wales","All","2045","1320","0.644"
"2011","16 point(s)","18","Wales","All","2625","1805","0.6880000000000001"
"2012","16 point(s)","18","Wales","All","2600","1905","0.732"
"2013","16 point(s)","18","Wales","All","2865","2120","0.741"
"2014","16 point(s)","18","Wales","All","2995","2290","0.765"
"2015","16 point(s)","18","Wales","All","3150","2455","0.779"
"2016","16 point(s)","18","Wales","All","2805","2230","0.795"
"2017","16 point(s)","18","Wales","All","3155","2530","0.802"
"2018","16 point(s)","18","Wales","All","2935","2360","0.803"
"2019","16 point(s)","18","Wales","All","3150","2580","0.8180000000000001"
"2020","16 point(s)","18","Wales","All","2835","2310","0.8140000000000001"
"2021","16 point(s)","18","Wales","All","3545","2695","0.76"
"2022","16 point(s)","18","Wales","All","4245","3040","0.717"
"2023","16 point(s)","18","Wales","All","3615","2725","0.754"
"2010","17 point(s)","18","Northern Ireland","All","1510","975","0.646"
"2011","17 point(s)","18","Northern Ireland","All","2110","1450","0.6880000000000001"
"2012","17 point(s)","18","Northern Ireland","All","1995","1450","0.727"
"2013","17 point(s)","18","Northern Ireland","All","1905","1400","0.734"
"2014","17 point(s)","18","Northern Ireland","All","1780","1345","0.754"
"2015","17 point(s)","18","Northern Ireland","All","1760","1340","0.761"
"2016","17 point(s)","18","Northern Ireland","All","2120","1700","0.801"
"2017","17 point(s)","18","Northern Ireland","All","1890","1485","0.785"
"2018","17 point(s)","18","Northern Ireland","All","1675","1340","0.801"
"2019","17 point(s)","18","Northern Ireland","All","1925","1515","0.787"
"2020","17 point(s)","18","Northern Ireland","All","1670","1295","0.776"
"2021","17 point(s)","18","Northern Ireland","All","2190","1685","0.77"
"2022","17 point(s)","18","Northern Ireland","All","2465","1735","0.7030000000000001"
"2023","17 point(s)","18","Northern Ireland","All","2915","2170","0.744"
"2010","17 point(s)","18","England","All","30305","20170","0.666"
"2011","17 point(s)","18","England","All","36420","24585","0.675"
"2012","17 point(s)","18","England","All","42255","30430","0.72"
"2013","17 point(s)","18","England","All","42450","31240","0.736"
"2014","17 point(s)","18","England","All","43740","33030","0.755"
"2015","17 point(s)","18","England","All","46615","35990","0.772"
"2016","17 point(s)","18","England","All","47670","36910","0.774"
"2017","17 point(s)","18","England","All","49525","38905","0.786"
"2018","17 point(s)","18","England","All","51760","40410","0.781"
"2019","17 point(s)","18","England","All","56905","44220","0.777"
"2020","17 point(s)","18","England","All","60745","47005","0.774"
"2021","17 point(s)","18","England","All","68990","50675","0.735"
"2022","17 point(s)","18","England","All","80375","53395","0.664"
"2023","17 point(s)","18","England","All","88655","61845","0.6980000000000001"
"2010","17 point(s)","18","Scotland","All","90","60","0.678"
"2011","17 point(s)","18","Scotland","All","100","65","0.64"
"2012","17 point(s)","18","Scotland","All","80","55","0.6880000000000001"
"2013","17 point(s)","18","Scotland","All","75","55","0.72"
"2014","17 point(s)","18","Scotland","All","70","50","0.729"
"2015","17 point(s)","18","Scotland","All","80","55","0.713"
"2016","17 point(s)","18","Scotland","All","85","65","0.753"
"2017","17 point(s)","18","Scotland","All","120","90","0.742"
"2018","17 point(s)","18","Scotland","All","55","30","0.582"
"2019","17 point(s)","18","Scotland","All","75","50","0.64"
"2020","17 point(s)","18","Scotland","All","75","55","0.733"
"2021","17 point(s)","18","Scotland","All","75","55","0.733"
"2022","17 point(s)","18","Scotland","All","130","75","0.577"
"2023","17 point(s)","18","Scotland","All","90","60","0.656"
"2010","17 point(s)","18","Wales","All","1170","770","0.656"
"2011","17 point(s)","18","Wales","All","1625","1085","0.666"
"2012","17 point(s)","18","Wales","All","1735","1215","0.7010000000000001"
"2013","17 point(s)","18","Wales","All","1745","1210","0.6940000000000001"
"2014","17 point(s)","18","Wales","All","1910","1340","0.7020000000000001"
"2015","17 point(s)","18","Wales","All","1660","1295","0.78"
"2016","17 point(s)","18","Wales","All","1975","1505","0.763"
"2017","17 point(s)","18","Wales","All","2005","1560","0.777"
"2018","17 point(s)","18","Wales","All","2040","1585","0.776"
"2019","17 point(s)","18","Wales","All","2220","1735","0.781"
"2020","17 point(s)","18","Wales","All","2125","1640","0.771"
"2021","17 point(s)","18","Wales","All","2650","1985","0.749"
"2022","17 point(s)","18","Wales","All","2905","1960","0.675"
"2023","17 point(s)","18","Wales","All","3345","2415","0.722"
"2010","18 point(s)","18","Northern Ireland","All","1805","1250","0.6930000000000001"
"2011","18 point(s)","18","Northern Ireland","All","2260","1515","0.671"
"2012","18 point(s)","18","Northern Ireland","All","2220","1535","0.6910000000000001"
"2013","18 point(s)","18","Northern Ireland","All","1985","1385","0.6980000000000001"
"2014","18 point(s)","18","Northern Ireland","All","1690","1250","0.741"
"2015","18 point(s)","18","Northern Ireland","All","1780","1365","0.766"
"2016","18 point(s)","18","Northern Ireland","All","1745","1335","0.765"
"2017","18 point(s)","18","Northern Ireland","All","1855","1435","0.773"
"2018","18 point(s)","18","Northern Ireland","All","1860","1485","0.799"
"2019","18 point(s)","18","Northern Ireland","All","1710","1300","0.761"
"2020","18 point(s)","18","Northern Ireland","All","1620","1250","0.77"
"2021","18 point(s)","18","Northern Ireland","All","2070","1550","0.749"
"2022","18 point(s)","18","Northern Ireland","All","2680","1835","0.685"
"2023","18 point(s)","18","Northern Ireland","All","3075","2255","0.734"
"2010","18 point(s)","18","England","All","34355","24630","0.717"
"2011","18 point(s)","18","England","All","40780","29290","0.718"
"2012","18 point(s)","18","England","All","45485","33735","0.742"
"2013","18 point(s)","18","England","All","44940","34055","0.758"
"2014","18 point(s)","18","England","All","44720","34845","0.779"
"2015","18 point(s)","18","England","All","48820","38555","0.79"
"2016","18 point(s)","18","England","All","48285","38425","0.796"
"2017","18 point(s)","18","England","All","47075","38110","0.81"
"2018","18 point(s)","18","England","All","50325","40385","0.803"
"2019","18 point(s)","18","England","All","56580","45385","0.802"
"2020","18 point(s)","18","England","All","63210","50025","0.791"
"2021","18 point(s)","18","England","All","74665","55900","0.749"
"2022","18 point(s)","18","England","All","98160","68490","0.6980000000000001"
"2023","18 point(s)","18","England","All","108760","78960","0.726"
"2010","18 point(s)","18","Scotland","All","75","45","0.5730000000000001"
"2011","18 point(s)","18","Scotland","All","85","55","0.647"
"2012","18 point(s)","18","Scotland","All","95","65","0.674"
"2013","18 point(s)","18","Scotland","All","85","55","0.659"
"2014","18 point(s)","18","Scotland","All","95","70","0.737"
"2015","18 point(s)","18","Scotland","All","65","35","0.5690000000000001"
"2016","18 point(s)","18","Scotland","All","55","40","0.764"
"2017","18 point(s)","18","Scotland","All","125","105","0.8240000000000001"
"2018","18 point(s)","18","Scotland","All","95","65","0.705"
"2019","18 point(s)","18","Scotland","All","55","40","0.764"
"2020","18 point(s)","18","Scotland","All","55","40","0.745"
"2021","18 point(s)","18","Scotland","All","100","70","0.71"
"2022","18 point(s)","18","Scotland","All","125","80","0.632"
"2023","18 point(s)","18","Scotland","All","150","110","0.72"
"2010","18 point(s)","18","Wales","All","1385","900","0.651"
"2011","18 point(s)","18","Wales","All","1500","995","0.663"
"2012","18 point(s)","18","Wales","All","1780","1225","0.6890000000000001"
"2013","18 point(s)","18","Wales","All","1455","1040","0.715"
"2014","18 point(s)","18","Wales","All","1770","1275","0.719"
"2015","18 point(s)","18","Wales","All","1805","1330","0.736"
"2016","18 point(s)","18","Wales","All","2040","1570","0.771"
"2017","18 point(s)","18","Wales","All","2070","1610","0.778"
"2018","18 point(s)","18","Wales","All","2170","1650","0.761"
"2019","18 point(s)","18","Wales","All","2570","1985","0.773"
"2020","18 point(s)","18","Wales","All","2710","2095","0.773"
"2021","18 point(s)","18","Wales","All","3115","2240","0.718"
"2022","18 point(s)","18","Wales","All","3785","2570","0.68"
"2023","18 point(s)","18","Wales","All","4715","3345","0.709"
"2010","All","18","Northern Ireland","All","44100","33695","0.764"
"2011","All","18","Northern Ireland","All","43770","31930","0.729"
"2012","All","18","Northern Ireland","All","43485","33140","0.762"
"2013","All","18","Northern Ireland","All","44660","35130","0.787"
"2014","All","18","Northern Ireland","All","42945","34555","0.805"
"2015","All","18","Northern Ireland","All","43835","35510","0.81"
"2016","All","18","Northern Ireland","All","42075","34130","0.811"
"2017","All","18","Northern Ireland","All","40815","33375","0.8180000000000001"
"2018","All","18","Northern Ireland","All","37230","30640","0.8230000000000001"
"2019","All","18","Northern Ireland","All","32060","26500","0.8270000000000001"
"2020","All","18","Northern Ireland","All","31830","26385","0.8290000000000001"
"2021","All","18","Northern Ireland","All","34360","27715","0.807"
"2022","All","18","Northern Ireland","All","36965","28735","0.777"
"2023","All","18","Northern Ireland","All","37575","30435","0.81"
"2010","All","18","England","All","785590","579795","0.738"
"2011","All","18","England","All","792535","578075","0.729"
"2012","All","18","England","All","755335","573465","0.759"
"2013","All","18","England","All","751625","597540","0.795"
"2014","All","18","England","All","746110","603460","0.809"
"2015","All","18","England","All","765430","627380","0.8200000000000001"
"2016","All","18","England","All","767410","632760","0.8250000000000001"
"2017","All","18","England","All","777260","644980","0.8300000000000001"
"2018","All","18","England","All","758595","630965","0.8320000000000001"
"2019","All","18","England","All","754345","626005","0.8300000000000001"
"2020","All","18","England","All","752795","625245","0.8310000000000001"
"2021","All","18","England","All","816775","660745","0.809"
"2022","All","18","England","All","857470","647400","0.755"
"2023","All","18","England","All","865725","672660","0.777"
"2010","All","18","Scotland","All","1330","895","0.671"
"2011","All","18","Scotland","All","1100","700","0.635"
"2012","All","18","Scotland","All","1205","845","0.7000000000000001"
"2013","All","18","Scotland","All","1095","820","0.747"
"2014","All","18","Scotland","All","1115","860","0.77"
"2015","All","18","Scotland","All","1040","770","0.739"
"2016","All","18","Scotland","All","935","695","0.742"
"2017","All","18","Scotland","All","1065","795","0.746"
"2018","All","18","Scotland","All","895","660","0.737"
"2019","All","18","Scotland","All","865","640","0.74"
"2020","All","18","Scotland","All","670","525","0.781"
"2021","All","18","Scotland","All","870","630","0.726"
"2022","All","18","Scotland","All","775","485","0.623"
"2023","All","18","Scotland","All","880","640","0.727"
"2010","All","18","Wales","All","39350","29145","0.741"
"2011","All","18","Wales","All","37940","27615","0.728"
"2012","All","18","Wales","All","36360","27745","0.763"
"2013","All","18","Wales","All","34515","27155","0.787"
"2014","All","18","Wales","All","33990","27280","0.803"
"2015","All","18","Wales","All","34755","28385","0.8170000000000001"
"2016","All","18","Wales","All","34490","28225","0.8180000000000001"
"2017","All","18","Wales","All","32400","26970","0.8320000000000001"
"2018","All","18","Wales","All","29690","24570","0.8280000000000001"
"2019","All","18","Wales","All","29410","24510","0.833"
"2020","All","18","Wales","All","27775","23200","0.835"
"2021","All","18","Wales","All","34520","27815","0.806"
"2022","All","18","Wales","All","36590","27545","0.753"
"2023","All","18","Wales","All","32645","25660","0.786"
"2013","0 point(s)","All","England","All","5","5"," "
"2023","0 point(s)","All","England","All","5","5"," "
"2022","0 point(s)","All","Wales","All","5","0"," "
"2018","1 point(s)","All","England","All","5","0"," "
"2020","1 point(s)","All","England","All","5","5"," "
"2023","1 point(s)","All","England","All","5","0"," "
"2014","2 point(s)","All","Northern Ireland","All","5","5"," "
"2010","2 point(s)","All","England","All","10","0"," "
"2011","2 point(s)","All","England","All","5","5"," "
"2012","2 point(s)","All","England","All","5","0"," "
"2013","2 point(s)","All","England","All","15","5"," "
"2017","2 point(s)","All","England","All","5","5"," "
"2018","2 point(s)","All","England","All","5","5"," "
"2019","2 point(s)","All","England","All","10","10"," "
"2020","2 point(s)","All","England","All","5","0"," "
"2021","2 point(s)","All","England","All","20","15","0.75"
"2022","2 point(s)","All","England","All","10","5"," "
"2023","2 point(s)","All","England","All","25","15","0.56"
"2011","3 point(s)","All","Northern Ireland","All","5","5"," "
"2012","3 point(s)","All","Northern Ireland","All","10","5"," "
"2010","3 point(s)","All","England","All","245","135","0.543"
"2011","3 point(s)","All","England","All","120","45","0.392"
"2012","3 point(s)","All","England","All","60","30","0.517"
"2013","3 point(s)","All","England","All","60","35","0.55"
"2014","3 point(s)","All","England","All","35","15","0.457"
"2015","3 point(s)","All","England","All","25","10","0.44"
"2016","3 point(s)","All","England","All","45","20","0.489"
"2017","3 point(s)","All","England","All","45","15","0.378"
"2018","3 point(s)","All","England","All","100","55","0.5700000000000001"
"2019","3 point(s)","All","England","All","120","60","0.508"
"2020","3 point(s)","All","England","All","135","95","0.6890000000000001"
"2021","3 point(s)","All","England","All","155","90","0.587"
"2022","3 point(s)","All","England","All","235","140","0.596"
"2023","3 point(s)","All","England","All","200","125","0.63"
"2010","3 point(s)","All","Wales","All","15","5"," "
"2011","3 point(s)","All","Wales","All","10","5"," "
"2013","3 point(s)","All","Wales","All","5","0"," "
"2020","3 point(s)","All","Wales","All","5","5"," "
"2021","3 point(s)","All","Wales","All","20","10","0.6"
"2022","3 point(s)","All","Wales","All","10","10"," "
"2023","3 point(s)","All","Wales","All","5","5"," "
"2010","4 point(s)","All","Northern Ireland","All","15","10","0.8"
"2011","4 point(s)","All","Northern Ireland","All","40","15","0.4"
"2019","4 point(s)","All","Northern Ireland","All","5","5"," "
"2020","4 point(s)","All","Northern Ireland","All","5","5"," "
"2023","4 point(s)","All","Northern Ireland","All","5","0"," "
"2010","4 point(s)","All","England","All","670","400","0.599"
"2011","4 point(s)","All","England","All","555","290","0.519"
"2012","4 point(s)","All","England","All","295","145","0.498"
"2013","4 point(s)","All","England","All","240","135","0.5670000000000001"
"2014","4 point(s)","All","England","All","200","115","0.5750000000000001"
"2015","4 point(s)","All","England","All","185","85","0.459"
"2016","4 point(s)","All","England","All","145","75","0.524"
"2017","4 point(s)","All","England","All","180","90","0.506"
"2018","4 point(s)","All","England","All","300","185","0.623"
"2019","4 point(s)","All","England","All","405","255","0.63"
"2020","4 point(s)","All","England","All","350","225","0.646"
"2021","4 point(s)","All","England","All","535","360","0.677"
"2022","4 point(s)","All","England","All","535","360","0.669"
"2023","4 point(s)","All","England","All","515","340","0.656"
"2010","4 point(s)","All","Scotland","All","5","0"," "
"2012","4 point(s)","All","Scotland","All","5","0"," "
"2010","4 point(s)","All","Wales","All","30","15","0.5"
"2011","4 point(s)","All","Wales","All","30","15","0.533"
"2012","4 point(s)","All","Wales","All","10","10"," "
"2013","4 point(s)","All","Wales","All","10","10"," "
"2014","4 point(s)","All","Wales","All","10","5"," "
"2017","4 point(s)","All","Wales","All","5","5"," "
"2019","4 point(s)","All","Wales","All","5","5"," "
"2020","4 point(s)","All","Wales","All","5","5"," "
"2021","4 point(s)","All","Wales","All","10","10"," "
"2022","4 point(s)","All","Wales","All","15","10","0.733"
"2023","4 point(s)","All","Wales","All","5","5"," "
"2010","5 point(s)","All","Northern Ireland","All","45","30","0.711"
"2011","5 point(s)","All","Northern Ireland","All","45","25","0.578"
"2012","5 point(s)","All","Northern Ireland","All","50","20","0.44"
"2013","5 point(s)","All","Northern Ireland","All","45","20","0.422"
"2014","5 point(s)","All","Northern Ireland","All","30","25","0.767"
"2015","5 point(s)","All","Northern Ireland","All","15","10"," "
"2016","5 point(s)","All","Northern Ireland","All","15","10","0.733"
"2018","5 point(s)","All","Northern Ireland","All","5","0"," "
"2019","5 point(s)","All","Northern Ireland","All","5","5"," "
"2021","5 point(s)","All","Northern Ireland","All","5","5"," "
"2010","5 point(s)","All","England","All","2600","1575","0.605"
"2011","5 point(s)","All","England","All","2005","955","0.47700000000000004"
"2012","5 point(s)","All","England","All","1290","665","0.515"
"2013","5 point(s)","All","England","All","900","540","0.602"
"2014","5 point(s)","All","England","All","760","450","0.595"
"2015","5 point(s)","All","England","All","660","400","0.608"
"2016","5 point(s)","All","England","All","580","375","0.643"
"2017","5 point(s)","All","England","All","755","440","0.584"
"2018","5 point(s)","All","England","All","820","555","0.677"
"2019","5 point(s)","All","England","All","995","655","0.66"
"2020","5 point(s)","All","England","All","925","670","0.723"
"2021","5 point(s)","All","England","All","1105","795","0.719"
"2022","5 point(s)","All","England","All","1350","900","0.666"
"2023","5 point(s)","All","England","All","1240","825","0.665"
"2013","5 point(s)","All","Scotland","All","5","5"," "
"2016","5 point(s)","All","Scotland","All","5","5"," "
"2020","5 point(s)","All","Scotland","All","5","5"," "
"2010","5 point(s)","All","Wales","All","90","45","0.5"
"2011","5 point(s)","All","Wales","All","60","25","0.45"
"2012","5 point(s)","All","Wales","All","30","25","0.867"
"2013","5 point(s)","All","Wales","All","20","20","0.9"
"2014","5 point(s)","All","Wales","All","20","15","0.8"
"2015","5 point(s)","All","Wales","All","15","10","0.667"
"2016","5 point(s)","All","Wales","All","10","10"," "
"2017","5 point(s)","All","Wales","All","15","15","1"
"2018","5 point(s)","All","Wales","All","15","15","0.867"
"2020","5 point(s)","All","Wales","All","5","5"," "
"2021","5 point(s)","All","Wales","All","40","30","0.75"
"2022","5 point(s)","All","Wales","All","15","10","0.733"
"2023","5 point(s)","All","Wales","All","15","15","0.867"
"2010","6 point(s)","All","Northern Ireland","All","140","105","0.764"
