"Year","Applied by deadline","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2017","Applied by January deadline","25 - 29","England","Male","All","All","3300","2370","0.719","0"
"2018","Applied by January deadline","25 - 29","England","Male","All","All","2990","2130","0.712","0"
"2019","Applied by January deadline","25 - 29","England","Male","All","All","2990","2155","0.72","0"
"2020","Applied by January deadline","25 - 29","England","Male","All","All","2745","2075","0.755","0"
"2021","Applied by January deadline","25 - 29","England","Male","All","All","3400","2305","0.678","0"
"2022","Applied by January deadline","25 - 29","England","Male","All","All","3145","2235","0.71","0"
"2023","Applied by January deadline","25 - 29","England","Male","All","All","2720","1915","0.705","0"
"2006","Applied by June deadline","25 - 29","England","Male","All","All","2465","1680","0.681","0"
"2007","Applied by June deadline","25 - 29","England","Male","All","All","2565","1735","0.677","0"
"2008","Applied by June deadline","25 - 29","England","Male","All","All","3070","2070","0.674","0"
"2009","Applied by June deadline","25 - 29","England","Male","All","All","4030","2565","0.636","0"
"2010","Applied by June deadline","25 - 29","England","Male","All","All","3100","1650","0.533","0"
"2011","Applied by June deadline","25 - 29","England","Male","All","All","2780","1550","0.558","0"
"2012","Applied by June deadline","25 - 29","England","Male","All","All","2390","1430","0.599","0"
"2013","Applied by June deadline","25 - 29","England","Male","All","All","2380","1520","0.638","0"
"2014","Applied by June deadline","25 - 29","England","Male","All","All","2500","1540","0.615","0"
"2015","Applied by June deadline","25 - 29","England","Male","All","All","2455","1570","0.64","0"
"2016","Applied by June deadline","25 - 29","England","Male","All","All","2365","1525","0.643","0"
"2017","Applied by June deadline","25 - 29","England","Male","All","All","2280","1550","0.68","0"
"2018","Applied by June deadline","25 - 29","England","Male","All","All","2210","1515","0.687","0"
"2019","Applied by June deadline","25 - 29","England","Male","All","All","1995","1450","0.728","0"
"2020","Applied by June deadline","25 - 29","England","Male","All","All","2340","1720","0.735","0"
"2021","Applied by June deadline","25 - 29","England","Male","All","All","2010","1425","0.708","0"
"2022","Applied by June deadline","25 - 29","England","Male","All","All","2495","1895","0.759","0"
"2023","Applied by June deadline","25 - 29","England","Male","All","All","2780","2065","0.743","0"
"2006","Other","25 - 29","England","Male","All","All","1575","1555","0.985","215"
"2007","Other","25 - 29","England","Male","All","All","1610","1590","0.987","210"
"2008","Other","25 - 29","England","Male","All","All","1900","1865","0.981","300"
"2009","Other","25 - 29","England","Male","All","All","1780","1680","0.9430000000000001","405"
"2010","Other","25 - 29","England","Male","All","All","1040","955","0.917","375"
"2011","Other","25 - 29","England","Male","All","All","905","800","0.884","350"
"2012","Other","25 - 29","England","Male","All","All","1175","1055","0.895","245"
"2013","Other","25 - 29","England","Male","All","All","1385","1280","0.924","285"
"2014","Other","25 - 29","England","Male","All","All","1450","1350","0.93","230"
"2015","Other","25 - 29","England","Male","All","All","1415","1330","0.9410000000000001","225"
"2016","Other","25 - 29","England","Male","All","All","1325","1240","0.9390000000000001","200"
"2017","Other","25 - 29","England","Male","All","All","1550","1420","0.914","150"
"2018","Other","25 - 29","England","Male","All","All","2015","1890","0.9380000000000001","145"
"2019","Other","25 - 29","England","Male","All","All","2280","2125","0.931","155"
"2020","Other","25 - 29","England","Male","All","All","2655","2435","0.918","200"
"2021","Other","25 - 29","England","Male","All","All","2375","2225","0.937","100"
"2022","Other","25 - 29","England","Male","All","All","2650","2415","0.911","140"
"2023","Other","25 - 29","England","Male","All","All","2770","2570","0.927","150"
"2006","Applied by October deadline","30 - 34","England","Male","All","All","335","120","0.358","0"
"2007","Applied by October deadline","30 - 34","England","Male","All","All","345","145","0.425","0"
"2008","Applied by October deadline","30 - 34","England","Male","All","All","280","135","0.47300000000000003","0"
"2009","Applied by October deadline","30 - 34","England","Male","All","All","330","120","0.364","0"
"2010","Applied by October deadline","30 - 34","England","Male","All","All","450","190","0.41600000000000004","0"
"2011","Applied by October deadline","30 - 34","England","Male","All","All","510","180","0.354","0"
"2012","Applied by October deadline","30 - 34","England","Male","All","All","415","155","0.372","0"
"2013","Applied by October deadline","30 - 34","England","Male","All","All","335","115","0.342","0"
"2014","Applied by October deadline","30 - 34","England","Male","All","All","365","135","0.375","0"
"2015","Applied by October deadline","30 - 34","England","Male","All","All","295","125","0.42","0"
"2016","Applied by October deadline","30 - 34","England","Male","All","All","265","100","0.384","0"
"2017","Applied by October deadline","30 - 34","England","Male","All","All","220","80","0.376","0"
"2018","Applied by October deadline","30 - 34","England","Male","All","All","190","75","0.387","0"
"2019","Applied by October deadline","30 - 34","England","Male","All","All","210","85","0.399","0"
"2020","Applied by October deadline","30 - 34","England","Male","All","All","215","90","0.423","0"
"2021","Applied by October deadline","30 - 34","England","Male","All","All","270","100","0.367","0"
"2022","Applied by October deadline","30 - 34","England","Male","All","All","275","120","0.437","0"
"2023","Applied by October deadline","30 - 34","England","Male","All","All","240","90","0.371","0"
"2006","Applied by January deadline","30 - 34","England","Male","All","All","1130","740","0.655","0"
"2007","Applied by January deadline","30 - 34","England","Male","All","All","1225","820","0.67","0"
"2008","Applied by January deadline","30 - 34","England","Male","All","All","1315","885","0.675","0"
"2009","Applied by January deadline","30 - 34","England","Male","All","All","1505","1010","0.67","0"
"2010","Applied by January deadline","30 - 34","England","Male","All","All","2705","1615","0.597","0"
"2011","Applied by January deadline","30 - 34","England","Male","All","All","2825","1675","0.593","0"
"2012","Applied by January deadline","30 - 34","England","Male","All","All","2345","1365","0.582","0"
"2013","Applied by January deadline","30 - 34","England","Male","All","All","2250","1385","0.616","0"
"2014","Applied by January deadline","30 - 34","England","Male","All","All","2325","1410","0.608","0"
"2015","Applied by January deadline","30 - 34","England","Male","All","All","2155","1390","0.645","0"
"2016","Applied by January deadline","30 - 34","England","Male","All","All","2045","1300","0.636","0"
"2017","Applied by January deadline","30 - 34","England","Male","All","All","1470","1000","0.68","0"
"2018","Applied by January deadline","30 - 34","England","Male","All","All","1335","920","0.6900000000000001","0"
"2019","Applied by January deadline","30 - 34","England","Male","All","All","1305","925","0.711","0"
"2020","Applied by January deadline","30 - 34","England","Male","All","All","1255","905","0.721","0"
"2021","Applied by January deadline","30 - 34","England","Male","All","All","1745","1165","0.668","0"
"2022","Applied by January deadline","30 - 34","England","Male","All","All","1800","1310","0.727","0"
"2023","Applied by January deadline","30 - 34","England","Male","All","All","1610","1145","0.711","0"
"2006","Applied by June deadline","30 - 34","England","Male","All","All","1350","860","0.637","0"
"2007","Applied by June deadline","30 - 34","England","Male","All","All","1250","830","0.667","0"
"2008","Applied by June deadline","30 - 34","England","Male","All","All","1445","915","0.633","0"
"2009","Applied by June deadline","30 - 34","England","Male","All","All","2195","1265","0.577","0"
"2010","Applied by June deadline","30 - 34","England","Male","All","All","1770","875","0.495","0"
"2011","Applied by June deadline","30 - 34","England","Male","All","All","1690","850","0.503","0"
"2012","Applied by June deadline","30 - 34","England","Male","All","All","1385","755","0.545","0"
"2013","Applied by June deadline","30 - 34","England","Male","All","All","1435","840","0.586","0"
"2014","Applied by June deadline","30 - 34","England","Male","All","All","1400","815","0.581","0"
"2015","Applied by June deadline","30 - 34","England","Male","All","All","1420","810","0.5720000000000001","0"
"2016","Applied by June deadline","30 - 34","England","Male","All","All","1385","785","0.5680000000000001","0"
"2017","Applied by June deadline","30 - 34","England","Male","All","All","1245","775","0.622","0"
"2018","Applied by June deadline","30 - 34","England","Male","All","All","1240","785","0.631","0"
"2019","Applied by June deadline","30 - 34","England","Male","All","All","1120","765","0.683","0"
"2020","Applied by June deadline","30 - 34","England","Male","All","All","1375","955","0.6960000000000001","0"
"2021","Applied by June deadline","30 - 34","England","Male","All","All","1310","930","0.709","0"
"2022","Applied by June deadline","30 - 34","England","Male","All","All","1765","1415","0.801","0"
"2023","Applied by June deadline","30 - 34","England","Male","All","All","2315","1725","0.744","0"
"2006","Other","30 - 34","England","Male","All","All","760","745","0.982","125"
"2007","Other","30 - 34","England","Male","All","All","780","765","0.983","100"
"2008","Other","30 - 34","England","Male","All","All","955","935","0.978","145"
"2009","Other","30 - 34","England","Male","All","All","885","815","0.92","220"
"2010","Other","30 - 34","England","Male","All","All","545","505","0.92","200"
"2011","Other","30 - 34","England","Male","All","All","510","465","0.912","230"
"2012","Other","30 - 34","England","Male","All","All","720","635","0.883","155"
"2013","Other","30 - 34","England","Male","All","All","780","720","0.921","180"
"2014","Other","30 - 34","England","Male","All","All","840","780","0.929","145"
"2015","Other","30 - 34","England","Male","All","All","825","745","0.903","160"
"2016","Other","30 - 34","England","Male","All","All","790","720","0.915","120"
"2017","Other","30 - 34","England","Male","All","All","955","850","0.889","110"
"2018","Other","30 - 34","England","Male","All","All","1160","1090","0.9400000000000001","75"
"2019","Other","30 - 34","England","Male","All","All","1500","1420","0.9480000000000001","85"
"2020","Other","30 - 34","England","Male","All","All","1815","1680","0.925","155"
"2021","Other","30 - 34","England","Male","All","All","1915","1790","0.935","60"
"2022","Other","30 - 34","England","Male","All","All","2195","2040","0.929","95"
"2023","Other","30 - 34","England","Male","All","All","2110","1950","0.924","95"
"2006","Applied by October deadline","35 and over","England","Male","All","All","325","110","0.342","0"
"2007","Applied by October deadline","35 and over","England","Male","All","All","290","100","0.34400000000000003","0"
"2008","Applied by October deadline","35 and over","England","Male","All","All","320","130","0.41200000000000003","0"
"2009","Applied by October deadline","35 and over","England","Male","All","All","370","170","0.465","0"
"2010","Applied by October deadline","35 and over","England","Male","All","All","530","205","0.385","0"
"2011","Applied by October deadline","35 and over","England","Male","All","All","645","220","0.342","0"
"2012","Applied by October deadline","35 and over","England","Male","All","All","495","190","0.387","0"
"2013","Applied by October deadline","35 and over","England","Male","All","All","400","125","0.307","0"
"2014","Applied by October deadline","35 and over","England","Male","All","All","480","150","0.316","0"
"2015","Applied by October deadline","35 and over","England","Male","All","All","435","160","0.366","0"
"2016","Applied by October deadline","35 and over","England","Male","All","All","365","140","0.389","0"
"2017","Applied by October deadline","35 and over","England","Male","All","All","345","150","0.428","0"
"2018","Applied by October deadline","35 and over","England","Male","All","All","280","130","0.457","0"
"2019","Applied by October deadline","35 and over","England","Male","All","All","275","125","0.449","0"
"2020","Applied by October deadline","35 and over","England","Male","All","All","280","155","0.544","0"
"2021","Applied by October deadline","35 and over","England","Male","All","All","390","195","0.496","0"
"2022","Applied by October deadline","35 and over","England","Male","All","All","365","170","0.458","0"
"2023","Applied by October deadline","35 and over","England","Male","All","All","410","190","0.461","0"
"2006","Applied by January deadline","35 and over","England","Male","All","All","1670","1060","0.635","0"
"2007","Applied by January deadline","35 and over","England","Male","All","All","1625","1055","0.649","0"
"2008","Applied by January deadline","35 and over","England","Male","All","All","1960","1320","0.673","0"
"2009","Applied by January deadline","35 and over","England","Male","All","All","2320","1490","0.641","0"
"2010","Applied by January deadline","35 and over","England","Male","All","All","4300","2375","0.552","0"
"2011","Applied by January deadline","35 and over","England","Male","All","All","4140","2250","0.544","0"
"2012","Applied by January deadline","35 and over","England","Male","All","All","3760","2090","0.556","0"
"2013","Applied by January deadline","35 and over","England","Male","All","All","3415","1990","0.583","0"
"2014","Applied by January deadline","35 and over","England","Male","All","All","3715","2160","0.582","0"
"2015","Applied by January deadline","35 and over","England","Male","All","All","3605","2065","0.5730000000000001","0"
"2016","Applied by January deadline","35 and over","England","Male","All","All","3710","2090","0.5630000000000001","0"
"2017","Applied by January deadline","35 and over","England","Male","All","All","2705","1700","0.628","0"
"2018","Applied by January deadline","35 and over","England","Male","All","All","2455","1570","0.639","0"
"2019","Applied by January deadline","35 and over","England","Male","All","All","2525","1775","0.7020000000000001","0"
"2020","Applied by January deadline","35 and over","England","Male","All","All","2635","1860","0.705","0"
"2021","Applied by January deadline","35 and over","England","Male","All","All","3290","2025","0.616","0"
"2022","Applied by January deadline","35 and over","England","Male","All","All","3715","2630","0.709","0"
"2023","Applied by January deadline","35 and over","England","Male","All","All","3760","2595","0.6900000000000001","0"
"2006","Applied by June deadline","35 and over","England","Male","All","All","1940","1230","0.634","0"
"2007","Applied by June deadline","35 and over","England","Male","All","All","1905","1250","0.655","0"
"2008","Applied by June deadline","35 and over","England","Male","All","All","2440","1515","0.62","0"
"2009","Applied by June deadline","35 and over","England","Male","All","All","3660","2105","0.5750000000000001","0"
"2010","Applied by June deadline","35 and over","England","Male","All","All","2895","1340","0.462","0"
"2011","Applied by June deadline","35 and over","England","Male","All","All","2730","1300","0.47500000000000003","0"
"2012","Applied by June deadline","35 and over","England","Male","All","All","2455","1300","0.529","0"
"2013","Applied by June deadline","35 and over","England","Male","All","All","2645","1450","0.548","0"
"2014","Applied by June deadline","35 and over","England","Male","All","All","2775","1475","0.532","0"
"2015","Applied by June deadline","35 and over","England","Male","All","All","3135","1715","0.547","0"
"2016","Applied by June deadline","35 and over","England","Male","All","All","3080","1665","0.541","0"
"2017","Applied by June deadline","35 and over","England","Male","All","All","2550","1560","0.613","0"
"2018","Applied by June deadline","35 and over","England","Male","All","All","2645","1660","0.628","0"
"2019","Applied by June deadline","35 and over","England","Male","All","All","2435","1580","0.648","0"
"2020","Applied by June deadline","35 and over","England","Male","All","All","3080","2015","0.654","0"
"2021","Applied by June deadline","35 and over","England","Male","All","All","2845","1820","0.641","0"
"2022","Applied by June deadline","35 and over","England","Male","All","All","3715","2660","0.716","0"
"2023","Applied by June deadline","35 and over","England","Male","All","All","5490","3950","0.719","0"
"2006","Other","35 and over","England","Male","All","All","1225","1200","0.982","190"
"2007","Other","35 and over","England","Male","All","All","1305","1270","0.975","210"
"2008","Other","35 and over","England","Male","All","All","1565","1535","0.979","245"
"2009","Other","35 and over","England","Male","All","All","1500","1405","0.936","425"
"2010","Other","35 and over","England","Male","All","All","855","800","0.937","375"
"2011","Other","35 and over","England","Male","All","All","775","700","0.903","365"
"2012","Other","35 and over","England","Male","All","All","1110","990","0.89","285"
"2013","Other","35 and over","England","Male","All","All","1300","1180","0.905","355"
"2014","Other","35 and over","England","Male","All","All","2020","1885","0.932","335"
"2015","Other","35 and over","England","Male","All","All","1930","1770","0.919","355"
"2016","Other","35 and over","England","Male","All","All","1675","1520","0.908","285"
"2017","Other","35 and over","England","Male","All","All","2030","1810","0.891","255"
"2018","Other","35 and over","England","Male","All","All","2740","2570","0.9380000000000001","200"
"2019","Other","35 and over","England","Male","All","All","3975","3765","0.9480000000000001","230"
"2020","Other","35 and over","England","Male","All","All","3515","3240","0.921","355"
"2021","Other","35 and over","England","Male","All","All","3925","3670","0.935","185"
"2022","Other","35 and over","England","Male","All","All","4520","4155","0.919","265"
"2023","Other","35 and over","England","Male","All","All","4940","4550","0.921","265"
"2006","Applied by October deadline","17 and under","Scotland","Male","All","All","15","15","0.8130000000000001","0"
"2007","Applied by October deadline","17 and under","Scotland","Male","All","All","15","15","0.8130000000000001","0"
"2008","Applied by October deadline","17 and under","Scotland","Male","All","All","20","15","0.737","0"
"2009","Applied by October deadline","17 and under","Scotland","Male","All","All","20","15","0.778","0"
"2010","Applied by October deadline","17 and under","Scotland","Male","All","All","15","5"," ","0"
"2011","Applied by October deadline","17 and under","Scotland","Male","All","All","15","10"," ","0"
"2012","Applied by October deadline","17 and under","Scotland","Male","All","All","5","5"," ","0"
"2013","Applied by October deadline","17 and under","Scotland","Male","All","All","5","5"," ","0"
"2014","Applied by October deadline","17 and under","Scotland","Male","All","All","10","5"," ","0"
"2015","Applied by October deadline","17 and under","Scotland","Male","All","All","10","5"," ","0"
"2016","Applied by October deadline","17 and under","Scotland","Male","All","All","5","5"," ","0"
"2017","Applied by October deadline","17 and under","Scotland","Male","All","All","10","10"," ","0"
"2018","Applied by October deadline","17 and under","Scotland","Male","All","All","5","5"," ","0"
"2019","Applied by October deadline","17 and under","Scotland","Male","All","All","5","5"," ","0"
"2020","Applied by October deadline","17 and under","Scotland","Male","All","All","5","5"," ","0"
"2021","Applied by October deadline","17 and under","Scotland","Male","All","All","10","5"," ","0"
"2022","Applied by October deadline","17 and under","Scotland","Male","All","All","10","5"," ","0"
"2023","Applied by October deadline","17 and under","Scotland","Male","All","All","5","5"," ","0"
"2006","Applied by January deadline","17 and under","Scotland","Male","All","All","385","220","0.58","0"
"2007","Applied by January deadline","17 and under","Scotland","Male","All","All","380","220","0.577","0"
"2008","Applied by January deadline","17 and under","Scotland","Male","All","All","335","205","0.619","0"
"2009","Applied by January deadline","17 and under","Scotland","Male","All","All","345","200","0.58","0"
"2010","Applied by January deadline","17 and under","Scotland","Male","All","All","325","150","0.457","0"
"2011","Applied by January deadline","17 and under","Scotland","Male","All","All","325","175","0.532","0"
"2012","Applied by January deadline","17 and under","Scotland","Male","All","All","290","140","0.488","0"
"2013","Applied by January deadline","17 and under","Scotland","Male","All","All","260","125","0.481","0"
"2014","Applied by January deadline","17 and under","Scotland","Male","All","All","235","120","0.502","0"
"2015","Applied by January deadline","17 and under","Scotland","Male","All","All","245","125","0.52","0"
"2016","Applied by January deadline","17 and under","Scotland","Male","All","All","280","165","0.582","0"
"2017","Applied by January deadline","17 and under","Scotland","Male","All","All","300","175","0.583","0"
"2018","Applied by January deadline","17 and under","Scotland","Male","All","All","300","170","0.577","0"
"2019","Applied by January deadline","17 and under","Scotland","Male","All","All","290","190","0.655","0"
"2020","Applied by January deadline","17 and under","Scotland","Male","All","All","265","195","0.723","0"
"2021","Applied by January deadline","17 and under","Scotland","Male","All","All","305","195","0.637","0"
"2022","Applied by January deadline","17 and under","Scotland","Male","All","All","370","225","0.614","0"
"2023","Applied by January deadline","17 and under","Scotland","Male","All","All","340","215","0.625","0"
"2006","Applied by June deadline","17 and under","Scotland","Male","All","All","50","30","0.5710000000000001","0"
"2007","Applied by June deadline","17 and under","Scotland","Male","All","All","80","55","0.6920000000000001","0"
"2008","Applied by June deadline","17 and under","Scotland","Male","All","All","60","40","0.629","0"
"2009","Applied by June deadline","17 and under","Scotland","Male","All","All","55","35","0.63","0"
"2010","Applied by June deadline","17 and under","Scotland","Male","All","All","35","15","0.47100000000000003","0"
"2011","Applied by June deadline","17 and under","Scotland","Male","All","All","25","10","0.462","0"
"2012","Applied by June deadline","17 and under","Scotland","Male","All","All","25","15","0.52","0"
"2013","Applied by June deadline","17 and under","Scotland","Male","All","All","15","5"," ","0"
"2014","Applied by June deadline","17 and under","Scotland","Male","All","All","15","5"," ","0"
"2015","Applied by June deadline","17 and under","Scotland","Male","All","All","15","10"," ","0"
"2016","Applied by June deadline","17 and under","Scotland","Male","All","All","25","15","0.556","0"
"2017","Applied by June deadline","17 and under","Scotland","Male","All","All","35","30","0.757","0"
"2018","Applied by June deadline","17 and under","Scotland","Male","All","All","25","15","0.583","0"
"2019","Applied by June deadline","17 and under","Scotland","Male","All","All","30","20","0.5630000000000001","0"
"2020","Applied by June deadline","17 and under","Scotland","Male","All","All","50","35","0.647","0"
"2021","Applied by June deadline","17 and under","Scotland","Male","All","All","40","25","0.65","0"
"2022","Applied by June deadline","17 and under","Scotland","Male","All","All","50","30","0.5690000000000001","0"
"2023","Applied by June deadline","17 and under","Scotland","Male","All","All","45","25","0.581","0"
"2006","Other","17 and under","Scotland","Male","All","All","70","65","0.9570000000000001","5"
"2007","Other","17 and under","Scotland","Male","All","All","65","65","0.97","0"
"2008","Other","17 and under","Scotland","Male","All","All","145","145","0.993","5"
"2009","Other","17 and under","Scotland","Male","All","All","140","140","0.986","0"
"2010","Other","17 and under","Scotland","Male","All","All","60","60","1","0"
"2011","Other","17 and under","Scotland","Male","All","All","35","35","0.9440000000000001","0"
"2012","Other","17 and under","Scotland","Male","All","All","70","70","1","5"
"2013","Other","17 and under","Scotland","Male","All","All","60","55","0.966","0"
"2014","Other","17 and under","Scotland","Male","All","All","10","10","1","0"
"2015","Other","17 and under","Scotland","Male","All","All","75","75","0.987","0"
"2016","Other","17 and under","Scotland","Male","All","All","70","70","1","0"
"2017","Other","17 and under","Scotland","Male","All","All","85","80","0.9530000000000001","0"
"2018","Other","17 and under","Scotland","Male","All","All","85","85","1","0"
"2019","Other","17 and under","Scotland","Male","All","All","75","70","0.973","5"
"2020","Other","17 and under","Scotland","Male","All","All","95","95","0.99","5"
"2021","Other","17 and under","Scotland","Male","All","All","55","55","0.981","5"
"2022","Other","17 and under","Scotland","Male","All","All","115","110","0.974","5"
"2023","Other","17 and under","Scotland","Male","All","All","125","125","0.976","5"
"2006","Applied by October deadline","18","Scotland","Male","All","All","615","545","0.885","0"
"2007","Applied by October deadline","18","Scotland","Male","All","All","605","545","0.902","0"
"2008","Applied by October deadline","18","Scotland","Male","All","All","550","510","0.922","0"
"2009","Applied by October deadline","18","Scotland","Male","All","All","615","545","0.884","0"
"2010","Applied by October deadline","18","Scotland","Male","All","All","600","530","0.877","0"
"2011","Applied by October deadline","18","Scotland","Male","All","All","660","575","0.87","0"
"2012","Applied by October deadline","18","Scotland","Male","All","All","585","500","0.853","0"
"2013","Applied by October deadline","18","Scotland","Male","All","All","600","505","0.837","0"
"2014","Applied by October deadline","18","Scotland","Male","All","All","530","465","0.877","0"
"2015","Applied by October deadline","18","Scotland","Male","All","All","505","430","0.851","0"
"2016","Applied by October deadline","18","Scotland","Male","All","All","490","425","0.869","0"
"2017","Applied by October deadline","18","Scotland","Male","All","All","480","420","0.874","0"
"2018","Applied by October deadline","18","Scotland","Male","All","All","485","435","0.899","0"
"2019","Applied by October deadline","18","Scotland","Male","All","All","415","375","0.906","0"
"2020","Applied by October deadline","18","Scotland","Male","All","All","490","430","0.876","0"
"2021","Applied by October deadline","18","Scotland","Male","All","All","555","485","0.874","0"
"2022","Applied by October deadline","18","Scotland","Male","All","All","540","475","0.881","0"
"2023","Applied by October deadline","18","Scotland","Male","All","All","505","465","0.919","0"
"2006","Applied by January deadline","18","Scotland","Male","All","All","6935","5695","0.8210000000000001","0"
"2007","Applied by January deadline","18","Scotland","Male","All","All","6510","5340","0.8200000000000001","0"
"2008","Applied by January deadline","18","Scotland","Male","All","All","6915","5645","0.8170000000000001","0"
"2009","Applied by January deadline","18","Scotland","Male","All","All","7180","5935","0.8270000000000001","0"
"2010","Applied by January deadline","18","Scotland","Male","All","All","7715","5880","0.762","0"
"2011","Applied by January deadline","18","Scotland","Male","All","All","7580","5500","0.725","0"
"2012","Applied by January deadline","18","Scotland","Male","All","All","7420","5475","0.738","0"
"2013","Applied by January deadline","18","Scotland","Male","All","All","7455","5505","0.738","0"
"2014","Applied by January deadline","18","Scotland","Male","All","All","7460","5495","0.736","0"
"2015","Applied by January deadline","18","Scotland","Male","All","All","7540","5480","0.727","0"
"2016","Applied by January deadline","18","Scotland","Male","All","All","7275","5505","0.757","0"
"2017","Applied by January deadline","18","Scotland","Male","All","All","7000","5440","0.777","0"
"2018","Applied by January deadline","18","Scotland","Male","All","All","6710","5410","0.806","0"
"2019","Applied by January deadline","18","Scotland","Male","All","All","6310","5055","0.801","0"
"2020","Applied by January deadline","18","Scotland","Male","All","All","6095","5315","0.872","0"
"2021","Applied by January deadline","18","Scotland","Male","All","All","7085","6050","0.854","0"
"2022","Applied by January deadline","18","Scotland","Male","All","All","7490","6280","0.839","0"
"2023","Applied by January deadline","18","Scotland","Male","All","All","7340","6200","0.844","0"
"2006","Applied by June deadline","18","Scotland","Male","All","All","265","170","0.644","0"
"2007","Applied by June deadline","18","Scotland","Male","All","All","235","155","0.661","0"
"2008","Applied by June deadline","18","Scotland","Male","All","All","225","145","0.644","0"
"2009","Applied by June deadline","18","Scotland","Male","All","All","210","135","0.645","0"
"2010","Applied by June deadline","18","Scotland","Male","All","All","90","40","0.467","0"
"2011","Applied by June deadline","18","Scotland","Male","All","All","105","50","0.449","0"
"2012","Applied by June deadline","18","Scotland","Male","All","All","70","30","0.41200000000000003","0"
"2013","Applied by June deadline","18","Scotland","Male","All","All","55","25","0.429","0"
"2014","Applied by June deadline","18","Scotland","Male","All","All","55","15","0.309","0"
"2015","Applied by June deadline","18","Scotland","Male","All","All","55","30","0.526","0"
"2016","Applied by June deadline","18","Scotland","Male","All","All","65","40","0.582","0"
"2017","Applied by June deadline","18","Scotland","Male","All","All","95","60","0.621","0"
"2018","Applied by June deadline","18","Scotland","Male","All","All","65","45","0.642","0"
"2019","Applied by June deadline","18","Scotland","Male","All","All","60","35","0.548","0"
"2020","Applied by June deadline","18","Scotland","Male","All","All","105","70","0.68","0"
"2021","Applied by June deadline","18","Scotland","Male","All","All","95","60","0.621","0"
"2022","Applied by June deadline","18","Scotland","Male","All","All","100","65","0.637","0"
"2023","Applied by June deadline","18","Scotland","Male","All","All","100","60","0.592","0"
"2006","Other","18","Scotland","Male","All","All","65","65","0.985","10"
"2007","Other","18","Scotland","Male","All","All","105","105","0.981","5"
"2008","Other","18","Scotland","Male","All","All","280","280","1","5"
"2009","Other","18","Scotland","Male","All","All","290","285","0.979","15"
"2010","Other","18","Scotland","Male","All","All","275","275","1","5"
"2011","Other","18","Scotland","Male","All","All","95","95","1","5"
"2012","Other","18","Scotland","Male","All","All","190","190","1","5"
"2013","Other","18","Scotland","Male","All","All","185","185","0.989","5"
"2014","Other","18","Scotland","Male","All","All","25","20","0.9570000000000001","5"
"2015","Other","18","Scotland","Male","All","All","235","230","0.979","5"
"2016","Other","18","Scotland","Male","All","All","200","200","1","5"
"2017","Other","18","Scotland","Male","All","All","185","185","0.984","0"
"2018","Other","18","Scotland","Male","All","All","160","160","1","0"
"2019","Other","18","Scotland","Male","All","All","145","145","1","5"
"2020","Other","18","Scotland","Male","All","All","205","200","0.971","15"
"2021","Other","18","Scotland","Male","All","All","155","150","0.987","10"
"2022","Other","18","Scotland","Male","All","All","170","165","0.9590000000000001","10"
"2023","Other","18","Scotland","Male","All","All","235","230","0.979","15"
"2006","Applied by October deadline","19","Scotland","Male","All","All","140","125","0.892","0"
"2007","Applied by October deadline","19","Scotland","Male","All","All","160","130","0.8290000000000001","0"
"2008","Applied by October deadline","19","Scotland","Male","All","All","115","100","0.887","0"
"2009","Applied by October deadline","19","Scotland","Male","All","All","125","105","0.839","0"
"2010","Applied by October deadline","19","Scotland","Male","All","All","145","120","0.8290000000000001","0"
"2011","Applied by October deadline","19","Scotland","Male","All","All","170","145","0.837","0"
"2012","Applied by October deadline","19","Scotland","Male","All","All","175","150","0.869","0"
"2013","Applied by October deadline","19","Scotland","Male","All","All","155","135","0.859","0"
"2014","Applied by October deadline","19","Scotland","Male","All","All","175","150","0.861","0"
"2015","Applied by October deadline","19","Scotland","Male","All","All","155","130","0.857","0"
"2016","Applied by October deadline","19","Scotland","Male","All","All","155","135","0.854","0"
"2017","Applied by October deadline","19","Scotland","Male","All","All","170","150","0.899","0"
"2018","Applied by October deadline","19","Scotland","Male","All","All","165","145","0.88","0"
"2019","Applied by October deadline","19","Scotland","Male","All","All","160","140","0.877","0"
"2020","Applied by October deadline","19","Scotland","Male","All","All","160","140","0.874","0"
"2021","Applied by October deadline","19","Scotland","Male","All","All","190","170","0.901","0"
"2022","Applied by October deadline","19","Scotland","Male","All","All","190","165","0.865","0"
"2023","Applied by October deadline","19","Scotland","Male","All","All","155","145","0.917","0"
"2006","Applied by January deadline","19","Scotland","Male","All","All","1085","870","0.804","0"
"2007","Applied by January deadline","19","Scotland","Male","All","All","1230","985","0.802","0"
"2008","Applied by January deadline","19","Scotland","Male","All","All","1235","965","0.781","0"
"2009","Applied by January deadline","19","Scotland","Male","All","All","1475","1185","0.804","0"
"2010","Applied by January deadline","19","Scotland","Male","All","All","1905","1330","0.6990000000000001","0"
"2011","Applied by January deadline","19","Scotland","Male","All","All","1990","1415","0.711","0"
"2012","Applied by January deadline","19","Scotland","Male","All","All","2055","1515","0.737","0"
"2013","Applied by January deadline","19","Scotland","Male","All","All","2050","1455","0.708","0"
"2014","Applied by January deadline","19","Scotland","Male","All","All","2035","1460","0.718","0"
"2015","Applied by January deadline","19","Scotland","Male","All","All","2130","1515","0.713","0"
