"Year","Tariff group of provider","Deferred entry","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate"
"2015","Lower tariff","Deferred","All","All","19080","10375","0.544"
"2016","Lower tariff","Deferred","All","All","19325","10035","0.519"
"2017","Lower tariff","Deferred","All","All","18280","10185","0.557"
"2018","Lower tariff","Deferred","All","All","17085","9540","0.558"
"2019","Lower tariff","Deferred","All","All","16400","9165","0.559"
"2020","Lower tariff","Deferred","All","All","17665","9920","0.562"
"2021","Lower tariff","Deferred","All","All","19655","9985","0.508"
"2022","Lower tariff","Deferred","All","All","19025","9040","0.47500000000000003"
"2023","Lower tariff","Deferred","All","All","19130","9225","0.482"
"2006","Higher tariff","Deferred","All","All","22035","11035","0.501"
"2007","Higher tariff","Deferred","All","All","21730","11005","0.507"
"2008","Higher tariff","Deferred","All","All","22265","11275","0.506"
"2009","Higher tariff","Deferred","All","All","22255","10845","0.487"
"2010","Higher tariff","Deferred","All","All","22595","9970","0.441"
"2011","Higher tariff","Deferred","All","All","13335","4655","0.34900000000000003"
"2012","Higher tariff","Deferred","All","All","17790","7930","0.446"
"2013","Higher tariff","Deferred","All","All","16820","7940","0.47200000000000003"
"2014","Higher tariff","Deferred","All","All","17810","8375","0.47000000000000003"
"2015","Higher tariff","Deferred","All","All","19095","8940","0.468"
"2016","Higher tariff","Deferred","All","All","19290","8845","0.458"
"2017","Higher tariff","Deferred","All","All","20100","9565","0.47600000000000003"
"2018","Higher tariff","Deferred","All","All","19080","9775","0.512"
"2019","Higher tariff","Deferred","All","All","19640","10195","0.519"
"2020","Higher tariff","Deferred","All","All","22580","13765","0.61"
"2021","Higher tariff","Deferred","All","All","24530","14585","0.595"
"2022","Higher tariff","Deferred","All","All","21365","10825","0.507"
"2023","Higher tariff","Deferred","All","All","22410","11440","0.511"
"2006","Medium tariff","Deferred","All","All","21255","8795","0.41400000000000003"
"2007","Medium tariff","Deferred","All","All","21690","9010","0.41500000000000004"
"2008","Medium tariff","Deferred","All","All","21885","9700","0.443"
"2009","Medium tariff","Deferred","All","All","22120","9390","0.424"
"2010","Medium tariff","Deferred","All","All","23725","9525","0.401"
"2011","Medium tariff","Deferred","All","All","13190","4120","0.313"
"2012","Medium tariff","Deferred","All","All","18855","7975","0.423"
"2013","Medium tariff","Deferred","All","All","18160","8385","0.462"
"2014","Medium tariff","Deferred","All","All","18880","8900","0.47100000000000003"
"2015","Medium tariff","Deferred","All","All","19880","9490","0.47700000000000004"
"2016","Medium tariff","Deferred","All","All","20535","10150","0.494"
"2017","Medium tariff","Deferred","All","All","21115","11345","0.537"
"2018","Medium tariff","Deferred","All","All","20315","11045","0.544"
"2019","Medium tariff","Deferred","All","All","20410","10960","0.537"
"2020","Medium tariff","Deferred","All","All","21140","12040","0.5690000000000001"
"2021","Medium tariff","Deferred","All","All","22795","12220","0.536"
"2022","Medium tariff","Deferred","All","All","21700","11105","0.512"
"2023","Medium tariff","Deferred","All","All","23900","12535","0.525"
"2006","All","Not deferred","All","All","478850","362820","0.758"
"2007","All","Not deferred","All","All","507425","385110","0.759"
"2008","All","Not deferred","All","All","559285","426350","0.762"
"2009","All","Not deferred","All","All","608855","451780","0.742"
"2010","All","Not deferred","All","All","668825","458055","0.685"
"2011","All","Not deferred","All","All","682815","478810","0.7010000000000001"
"2012","All","Not deferred","All","All","633060","440715","0.6960000000000001"
"2013","All","Not deferred","All","All","657190","470070","0.715"
"2014","All","Not deferred","All","All","680010","485010","0.713"
"2015","All","Not deferred","All","All","697590","503460","0.722"
"2016","All","Not deferred","All","All","698840","506155","0.724"
"2017","All","Not deferred","All","All","680340","502795","0.739"
"2018","All","Not deferred","All","All","676605","503005","0.743"
"2019","All","Not deferred","All","All","687225","510915","0.743"
"2020","All","Not deferred","All","All","708565","534750","0.755"
"2021","All","Not deferred","All","All","729555","525270","0.72"
"2022","All","Not deferred","All","All","747645","532210","0.712"
"2023","All","Not deferred","All","All","737210","521265","0.707"
"2006","All","Deferred","All","All","40355","28070","0.6960000000000001"
"2007","All","Deferred","All","All","41075","28320","0.6890000000000001"
"2008","All","Deferred","All","All","44480","30275","0.681"
"2009","All","Deferred","All","All","46060","30075","0.653"
"2010","All","Deferred","All","All","50240","29275","0.583"
"2011","All","Deferred","All","All","28960","13220","0.456"
"2012","All","Deferred","All","All","39835","24195","0.607"
"2013","All","Deferred","All","All","39560","25525","0.645"
"2014","All","Deferred","All","All","42700","27355","0.641"
"2015","All","Deferred","All","All","44265","28805","0.651"
"2016","All","Deferred","All","All","45440","29025","0.639"
"2017","All","Deferred","All","All","45620","31095","0.682"
"2018","All","Deferred","All","All","42835","30360","0.709"
"2019","All","Deferred","All","All","42785","30325","0.709"
"2020","All","Deferred","All","All","48665","35725","0.734"
"2021","All","Deferred","All","All","50900","36790","0.723"
"2022","All","Deferred","All","All","47740","30970","0.649"
"2023","All","Deferred","All","All","49590","33200","0.669"
"2006","Lower tariff","All","All","All","300985","156720","0.521"
"2007","Lower tariff","All","All","All","317330","165375","0.521"
"2008","Lower tariff","All","All","All","338130","185785","0.549"
"2009","Lower tariff","All","All","All","373735","205400","0.55"
"2010","Lower tariff","All","All","All","414995","208395","0.502"
"2011","Lower tariff","All","All","All","432620","217780","0.503"
"2012","Lower tariff","All","All","All","395135","196060","0.496"
"2013","Lower tariff","All","All","All","405880","210000","0.517"
"2014","Lower tariff","All","All","All","422160","219520","0.52"
"2015","Lower tariff","All","All","All","424285","221005","0.521"
"2016","Lower tariff","All","All","All","417900","214660","0.514"
"2017","Lower tariff","All","All","All","397985","208920","0.525"
"2018","Lower tariff","All","All","All","389825","210670","0.54"
"2019","Lower tariff","All","All","All","393230","214925","0.547"
"2020","Lower tariff","All","All","All","399545","217365","0.544"
"2021","Lower tariff","All","All","All","415585","213270","0.513"
"2022","Lower tariff","All","All","All","434335","224820","0.518"
"2023","Lower tariff","All","All","All","420765","213120","0.507"
"2006","Higher tariff","All","All","All","263610","112080","0.425"
"2007","Higher tariff","All","All","All","277000","117375","0.424"
"2008","Higher tariff","All","All","All","290305","125285","0.432"
"2009","Higher tariff","All","All","All","307580","125825","0.40900000000000003"
"2010","Higher tariff","All","All","All","333470","123970","0.372"
"2011","Higher tariff","All","All","All","335405","121380","0.362"
"2012","Higher tariff","All","All","All","320025","123285","0.385"
"2013","Higher tariff","All","All","All","334135","131610","0.394"
"2014","Higher tariff","All","All","All","347845","135840","0.391"
"2015","Higher tariff","All","All","All","366945","145335","0.396"
"2016","Higher tariff","All","All","All","376040","149365","0.397"
"2017","Higher tariff","All","All","All","374420","149890","0.4"
"2018","Higher tariff","All","All","All","372915","150290","0.403"
"2019","Higher tariff","All","All","All","380805","153955","0.404"
"2020","Higher tariff","All","All","All","392105","174325","0.445"
"2021","Higher tariff","All","All","All","419645","176650","0.421"
"2022","Higher tariff","All","All","All","426575","162055","0.38"
"2023","Higher tariff","All","All","All","420265","162825","0.387"
"2006","Medium tariff","All","All","All","314390","122090","0.388"
"2007","Medium tariff","All","All","All","334780","130680","0.39"
"2008","Medium tariff","All","All","All","351200","145555","0.41400000000000003"
"2009","Medium tariff","All","All","All","382300","150635","0.394"
"2010","Medium tariff","All","All","All","436285","154960","0.355"
"2011","Medium tariff","All","All","All","451215","152865","0.339"
"2012","Medium tariff","All","All","All","415130","145565","0.35100000000000003"
"2013","Medium tariff","All","All","All","429320","153985","0.359"
"2014","Medium tariff","All","All","All","442210","157005","0.355"
"2015","Medium tariff","All","All","All","456600","165925","0.363"
"2016","Medium tariff","All","All","All","457930","171155","0.374"
"2017","Medium tariff","All","All","All","442590","175080","0.396"
"2018","Medium tariff","All","All","All","432405","172400","0.399"
"2019","Medium tariff","All","All","All","430740","172360","0.4"
"2020","Medium tariff","All","All","All","436060","178785","0.41000000000000003"
"2021","Medium tariff","All","All","All","450485","172140","0.382"
"2022","Medium tariff","All","All","All","462925","176300","0.381"
"2023","Medium tariff","All","All","All","458905","178520","0.389"
"2006","All","All","All","All","501615","390890","0.779"
"2007","All","All","All","All","529645","413430","0.781"
"2008","All","All","All","All","582335","456625","0.784"
"2009","All","All","All","All","632145","481855","0.762"
"2010","All","All","All","All","690645","487330","0.706"
"2011","All","All","All","All","693430","492030","0.71"
"2012","All","All","All","All","648640","464910","0.717"
"2013","All","All","All","All","671925","495595","0.738"
"2014","All","All","All","All","694810","512370","0.737"
"2015","All","All","All","All","712995","532265","0.747"
"2016","All","All","All","All","713750","535175","0.75"
"2017","All","All","All","All","695605","533890","0.768"
"2018","All","All","All","All","691875","533360","0.771"
"2019","All","All","All","All","702470","541240","0.77"
"2020","All","All","All","All","722905","570475","0.789"
"2021","All","All","All","All","746120","562060","0.753"
"2022","All","All","All","All","761740","563175","0.739"
"2023","All","All","All","All","752025","554465","0.737"
