"Year","Predicted SQA higher points","POLAR4 Quintile","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2012","11 point(s)","Quintile 1","Main scheme applicant","All","5","0"," ","0"
"2013","11 point(s)","Quintile 1","Main scheme applicant","All","5","0"," ","0"
"2014","11 point(s)","Quintile 1","Main scheme applicant","All","5","0"," ","0"
"2019","11 point(s)","Quintile 1","Main scheme applicant","All","5","0"," ","0"
"2021","11 point(s)","Quintile 1","Main scheme applicant","All","5","0"," ","0"
"2010","12 point(s)","Quintile 1","Main scheme applicant","All","5","5"," ","0"
"2014","12 point(s)","Quintile 1","Main scheme applicant","All","5","0"," ","0"
"2015","12 point(s)","Quintile 1","Main scheme applicant","All","5","5"," ","0"
"2022","12 point(s)","Quintile 1","Main scheme applicant","All","5","0"," ","0"
"2023","12 point(s)","Quintile 1","Main scheme applicant","All","5","0"," ","0"
"2010","13 point(s)","Quintile 1","Main scheme applicant","All","5","0"," ","0"
"2012","13 point(s)","Quintile 1","Main scheme applicant","All","5","5"," ","0"
"2013","13 point(s)","Quintile 1","Main scheme applicant","All","5","0"," ","0"
"2014","13 point(s)","Quintile 1","Main scheme applicant","All","5","0"," ","0"
"2015","13 point(s)","Quintile 1","Main scheme applicant","All","5","0"," ","0"
"2016","13 point(s)","Quintile 1","Main scheme applicant","All","5","0"," ","0"
"2017","13 point(s)","Quintile 1","Main scheme applicant","All","5","5"," ","0"
"2018","13 point(s)","Quintile 1","Main scheme applicant","All","5","0"," ","0"
"2019","13 point(s)","Quintile 1","Main scheme applicant","All","5","0"," ","0"
"2020","13 point(s)","Quintile 1","Main scheme applicant","All","5","5"," ","0"
"2011","14 point(s)","Quintile 1","Main scheme applicant","All","5","5"," ","0"
"2013","14 point(s)","Quintile 1","Main scheme applicant","All","5","5"," ","0"
"2014","14 point(s)","Quintile 1","Main scheme applicant","All","5","5"," ","0"
"2015","14 point(s)","Quintile 1","Main scheme applicant","All","15","10"," ","0"
"2016","14 point(s)","Quintile 1","Main scheme applicant","All","5","5"," ","0"
"2017","14 point(s)","Quintile 1","Main scheme applicant","All","10","5"," ","0"
"2018","14 point(s)","Quintile 1","Main scheme applicant","All","5","5"," ","0"
"2019","14 point(s)","Quintile 1","Main scheme applicant","All","5","5"," ","0"
"2020","14 point(s)","Quintile 1","Main scheme applicant","All","10","5"," ","0"
"2021","14 point(s)","Quintile 1","Main scheme applicant","All","5","5"," ","0"
"2022","14 point(s)","Quintile 1","Main scheme applicant","All","5","0"," ","0"
"2023","14 point(s)","Quintile 1","Main scheme applicant","All","5","0"," ","0"
"2010","15 point(s)","Quintile 1","Main scheme applicant","All","5","5"," ","0"
"2011","15 point(s)","Quintile 1","Main scheme applicant","All","5","0"," ","0"
"2013","15 point(s)","Quintile 1","Main scheme applicant","All","5","0"," ","0"
"2014","15 point(s)","Quintile 1","Main scheme applicant","All","5","5"," ","0"
"2015","15 point(s)","Quintile 1","Main scheme applicant","All","10","5"," ","0"
"2016","15 point(s)","Quintile 1","Main scheme applicant","All","5","5"," ","0"
"2017","15 point(s)","Quintile 1","Main scheme applicant","All","5","5"," ","0"
"2018","15 point(s)","Quintile 1","Main scheme applicant","All","5","5"," ","0"
"2019","15 point(s)","Quintile 1","Main scheme applicant","All","10","5"," ","0"
"2020","15 point(s)","Quintile 1","Main scheme applicant","All","5","5"," ","0"
"2021","15 point(s)","Quintile 1","Main scheme applicant","All","5","5"," ","0"
"2023","15 point(s)","Quintile 1","Main scheme applicant","All","10","5"," ","0"
"2014","16 point(s)","Quintile 1","Main scheme applicant","All","5","0"," ","0"
"2015","16 point(s)","Quintile 1","Main scheme applicant","All","10","5"," ","0"
"2016","16 point(s)","Quintile 1","Main scheme applicant","All","5","5"," ","0"
"2017","16 point(s)","Quintile 1","Main scheme applicant","All","5","5"," ","0"
"2020","16 point(s)","Quintile 1","Main scheme applicant","All","5","5"," ","0"
"2021","16 point(s)","Quintile 1","Main scheme applicant","All","5","5"," ","0"
"2022","16 point(s)","Quintile 1","Main scheme applicant","All","5","5"," ","0"
"2023","16 point(s)","Quintile 1","Main scheme applicant","All","5","5"," ","0"
"2010","17 point(s)","Quintile 1","Main scheme applicant","All","5","5"," ","0"
"2013","17 point(s)","Quintile 1","Main scheme applicant","All","5","5"," ","0"
"2014","17 point(s)","Quintile 1","Main scheme applicant","All","5","5"," ","0"
"2015","17 point(s)","Quintile 1","Main scheme applicant","All","5","5"," ","0"
"2017","17 point(s)","Quintile 1","Main scheme applicant","All","5","5"," ","0"
"2018","17 point(s)","Quintile 1","Main scheme applicant","All","5","0"," ","0"
"2019","17 point(s)","Quintile 1","Main scheme applicant","All","5","5"," ","0"
"2020","17 point(s)","Quintile 1","Main scheme applicant","All","5","0"," ","0"
"2021","17 point(s)","Quintile 1","Main scheme applicant","All","5","5"," ","0"
"2023","17 point(s)","Quintile 1","Main scheme applicant","All","5","5"," ","0"
"2010","18 point(s)","Quintile 1","Main scheme applicant","All","5","5"," ","0"
"2014","18 point(s)","Quintile 1","Main scheme applicant","All","5","5"," ","0"
"2015","18 point(s)","Quintile 1","Main scheme applicant","All","5","5"," ","0"
"2018","18 point(s)","Quintile 1","Main scheme applicant","All","5","5"," ","0"
"2019","18 point(s)","Quintile 1","Main scheme applicant","All","10","5"," ","0"
"2021","18 point(s)","Quintile 1","Main scheme applicant","All","5","5"," ","0"
"2023","18 point(s)","Quintile 1","Main scheme applicant","All","5","5"," ","0"
"2016","19 point(s)","Quintile 1","Main scheme applicant","All","5","5"," ","0"
"2017","19 point(s)","Quintile 1","Main scheme applicant","All","5","5"," ","0"
"2018","19 point(s)","Quintile 1","Main scheme applicant","All","5","5"," ","0"
"2020","19 point(s)","Quintile 1","Main scheme applicant","All","5","5"," ","0"
"2021","19 point(s)","Quintile 1","Main scheme applicant","All","5","5"," ","0"
"2022","19 point(s)","Quintile 1","Main scheme applicant","All","5","0"," ","0"
"2023","19 point(s)","Quintile 1","Main scheme applicant","All","10","5"," ","0"
"2020","20 point(s)","Quintile 1","Main scheme applicant","All","5","5"," ","0"
"2022","20 point(s)","Quintile 1","Main scheme applicant","All","5","5"," ","0"
"2023","20 point(s)","Quintile 1","Main scheme applicant","All","5","5"," ","0"
"2022","10 point(s)","Quintile 2","Main scheme applicant","All","5","0"," ","0"
"2013","11 point(s)","Quintile 2","Main scheme applicant","All","5","5"," ","0"
"2014","11 point(s)","Quintile 2","Main scheme applicant","All","5","0"," ","0"
"2016","11 point(s)","Quintile 2","Main scheme applicant","All","5","0"," ","0"
"2017","11 point(s)","Quintile 2","Main scheme applicant","All","5","0"," ","0"
"2020","11 point(s)","Quintile 2","Main scheme applicant","All","5","0"," ","0"
"2021","11 point(s)","Quintile 2","Main scheme applicant","All","5","0"," ","0"
"2010","12 point(s)","Quintile 2","Main scheme applicant","All","5","0"," ","0"
"2011","12 point(s)","Quintile 2","Main scheme applicant","All","5","0"," ","0"
"2012","12 point(s)","Quintile 2","Main scheme applicant","All","5","0"," ","0"
"2013","12 point(s)","Quintile 2","Main scheme applicant","All","5","0"," ","0"
"2014","12 point(s)","Quintile 2","Main scheme applicant","All","5","0"," ","0"
"2015","12 point(s)","Quintile 2","Main scheme applicant","All","10","0"," ","0"
"2016","12 point(s)","Quintile 2","Main scheme applicant","All","5","0"," ","0"
"2019","12 point(s)","Quintile 2","Main scheme applicant","All","5","0"," ","0"
"2020","12 point(s)","Quintile 2","Main scheme applicant","All","5","5"," ","0"
"2022","12 point(s)","Quintile 2","Main scheme applicant","All","5","0"," ","0"
"2023","12 point(s)","Quintile 2","Main scheme applicant","All","5","5"," ","0"
"2010","13 point(s)","Quintile 2","Main scheme applicant","All","5","5"," ","0"
"2011","13 point(s)","Quintile 2","Main scheme applicant","All","10","5"," ","0"
"2012","13 point(s)","Quintile 2","Main scheme applicant","All","10","5"," ","0"
"2013","13 point(s)","Quintile 2","Main scheme applicant","All","10","5"," ","0"
"2014","13 point(s)","Quintile 2","Main scheme applicant","All","10","5"," ","0"
"2015","13 point(s)","Quintile 2","Main scheme applicant","All","5","0"," ","0"
"2016","13 point(s)","Quintile 2","Main scheme applicant","All","5","0"," ","0"
"2018","13 point(s)","Quintile 2","Main scheme applicant","All","5","0"," ","0"
"2019","13 point(s)","Quintile 2","Main scheme applicant","All","5","0"," ","0"
"2020","13 point(s)","Quintile 2","Main scheme applicant","All","5","5"," ","0"
"2021","13 point(s)","Quintile 2","Main scheme applicant","All","10","10"," ","0"
"2023","13 point(s)","Quintile 2","Main scheme applicant","All","5","5"," ","0"
"2010","14 point(s)","Quintile 2","Main scheme applicant","All","5","5"," ","0"
"2011","14 point(s)","Quintile 2","Main scheme applicant","All","10","0"," ","0"
"2012","14 point(s)","Quintile 2","Main scheme applicant","All","5","0"," ","0"
"2013","14 point(s)","Quintile 2","Main scheme applicant","All","10","5"," ","0"
"2014","14 point(s)","Quintile 2","Main scheme applicant","All","15","5"," ","0"
"2015","14 point(s)","Quintile 2","Main scheme applicant","All","15","10"," ","0"
"2016","14 point(s)","Quintile 2","Main scheme applicant","All","10","5"," ","0"
"2017","14 point(s)","Quintile 2","Main scheme applicant","All","10","5"," ","0"
"2018","14 point(s)","Quintile 2","Main scheme applicant","All","5","5"," ","0"
"2019","14 point(s)","Quintile 2","Main scheme applicant","All","5","0"," ","0"
"2020","14 point(s)","Quintile 2","Main scheme applicant","All","5","5"," ","0"
"2021","14 point(s)","Quintile 2","Main scheme applicant","All","10","5"," ","0"
"2022","14 point(s)","Quintile 2","Main scheme applicant","All","5","5"," ","0"
"2023","14 point(s)","Quintile 2","Main scheme applicant","All","10","5"," ","0"
"2010","15 point(s)","Quintile 2","Main scheme applicant","All","5","5"," ","0"
"2011","15 point(s)","Quintile 2","Main scheme applicant","All","5","5"," ","0"
"2012","15 point(s)","Quintile 2","Main scheme applicant","All","15","5"," ","0"
"2013","15 point(s)","Quintile 2","Main scheme applicant","All","10","5"," ","0"
"2014","15 point(s)","Quintile 2","Main scheme applicant","All","25","10","0.522","0"
"2015","15 point(s)","Quintile 2","Main scheme applicant","All","10","5"," ","0"
"2016","15 point(s)","Quintile 2","Main scheme applicant","All","10","5"," ","0"
"2017","15 point(s)","Quintile 2","Main scheme applicant","All","10","5"," ","0"
"2018","15 point(s)","Quintile 2","Main scheme applicant","All","5","5"," ","0"
"2019","15 point(s)","Quintile 2","Main scheme applicant","All","10","5"," ","0"
