"Year","NPD ethnic group","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Accepted applicants","Population estimate","Entry rate"
"2012","Any Other Ethnic Group","18","All","Male","All","All","950","3470","0.273"
"2012","Asian","18","All","Male","All","All","6910","21940","0.315"
"2012","Black","18","All","Male","All","All","2950","11970","0.247"
"2012","Chinese","18","All","Male","All","All","570","1060","0.535"
"2012","Mixed","18","All","Male","All","All","2200","9180","0.24"
"2012","White","18","All","Male","All","All","51930","244360","0.213"
"2013","Any Other Ethnic Group","18","All","Male","All","All","1030","3620","0.28500000000000003"
"2013","Asian","18","All","Male","All","All","7620","22440","0.34"
"2013","Black","18","All","Male","All","All","3590","12650","0.28400000000000003"
"2013","Chinese","18","All","Male","All","All","610","1100","0.555"
"2013","Mixed","18","All","Male","All","All","2400","9540","0.251"
"2013","White","18","All","Male","All","All","53580","237680","0.225"
"2014","Any Other Ethnic Group","18","All","Male","All","All","1070","3600","0.296"
"2014","Asian","18","All","Male","All","All","8110","23100","0.35100000000000003"
"2014","Black","18","All","Male","All","All","3920","13150","0.298"
"2014","Chinese","18","All","Male","All","All","610","1080","0.5650000000000001"
"2014","Mixed","18","All","Male","All","All","2770","10240","0.27"
"2014","White","18","All","Male","All","All","54930","233620","0.23500000000000001"
"2015","Any Other Ethnic Group","18","All","Male","All","All","1190","3770","0.316"
"2015","Asian","18","All","Male","All","All","8860","23910","0.371"
"2015","Black","18","All","Male","All","All","4330","13720","0.315"
"2015","Chinese","18","All","Male","All","All","640","1100","0.584"
"2015","Mixed","18","All","Male","All","All","2940","10890","0.27"
"2015","White","18","All","Male","All","All","55550","235800","0.23600000000000002"
"2016","Any Other Ethnic Group","18","All","Male","All","All","1340","3930","0.34"
"2016","Asian","18","All","Male","All","All","9630","24920","0.386"
"2016","Black","18","All","Male","All","All","4360","13580","0.321"
"2016","Chinese","18","All","Male","All","All","560","1010","0.554"
"2016","Mixed","18","All","Male","All","All","3210","11210","0.28600000000000003"
"2016","White","18","All","Male","All","All","56110","230930","0.243"
"2017","Any Other Ethnic Group","18","All","Male","All","All","1470","4130","0.355"
"2017","Asian","18","All","Male","All","All","10350","25660","0.403"
"2017","Black","18","All","Male","All","All","4420","13760","0.321"
"2017","Chinese","18","All","Male","All","All","590","1000","0.596"
"2017","Mixed","18","All","Male","All","All","3350","11530","0.291"
"2017","White","18","All","Male","All","All","55710","226910","0.246"
"2018","Any Other Ethnic Group","18","All","Male","All","All","1540","4270","0.36"
"2018","Asian","18","All","Male","All","All","11000","26580","0.41400000000000003"
"2018","Black","18","All","Male","All","All","4710","14130","0.333"
"2018","Chinese","18","All","Male","All","All","620","970","0.633"
"2018","Mixed","18","All","Male","All","All","3370","11810","0.28600000000000003"
"2018","White","18","All","Male","All","All","53570","218750","0.245"
"2019","Any Other Ethnic Group","18","All","Male","All","All","1660","4430","0.374"
"2019","Asian","18","All","Male","All","All","12050","27170","0.444"
"2019","Black","18","All","Male","All","All","5170","14140","0.366"
"2019","Chinese","18","All","Male","All","All","670","1020","0.655"
"2019","Mixed","18","All","Male","All","All","3650","12060","0.303"
"2019","White","18","All","Male","All","All","53000","210080","0.252"
"2020","Any Other Ethnic Group","18","All","Male","All","All","1780","4430","0.401"
"2020","Asian","18","All","Male","All","All","13440","28670","0.46900000000000003"
"2020","Black","18","All","Male","All","All","5730","14600","0.393"
"2020","Chinese","18","All","Male","All","All","590","860","0.6930000000000001"
"2020","Mixed","18","All","Male","All","All","4260","12770","0.333"
"2020","White","18","All","Male","All","All","55370","206440","0.268"
"2021","Any Other Ethnic Group","18","All","Male","All","All","2070","4950","0.418"
"2021","Asian","18","All","Male","All","All","14680","30160","0.487"
"2021","Black","18","All","Male","All","All","6330","15780","0.401"
"2021","Chinese","18","All","Male","All","All","680","980","0.6980000000000001"
"2021","Mixed","18","All","Male","All","All","4820","13920","0.34600000000000003"
"2021","White","18","All","Male","All","All","57960","211220","0.274"
"2022","Any Other Ethnic Group","18","All","Male","All","All","2210","5420","0.40800000000000003"
"2022","Asian","18","All","Male","All","All","14990","31130","0.481"
"2022","Black","18","All","Male","All","All","7070","16630","0.425"
"2022","Chinese","18","All","Male","All","All","630","940","0.673"
"2022","Mixed","18","All","Male","All","All","5120","15150","0.338"
"2022","White","18","All","Male","All","All","57260","215900","0.265"
"2023","Any Other Ethnic Group","18","All","Male","All","All","2250","6040","0.373"
"2023","Asian","18","All","Male","All","All","14770","33660","0.439"
"2023","Black","18","All","Male","All","All","7260","17900","0.405"
"2023","Chinese","18","All","Male","All","All","700","1050","0.66"
"2023","Mixed","18","All","Male","All","All","5130","16470","0.311"
"2023","White","18","All","Male","All","All","54260","219550","0.247"
"2006","All","18","All","Female","All","All","72440","280760","0.258"
"2007","All","18","All","Female","All","All","73490","277890","0.264"
"2008","All","18","All","Female","All","All","80420","284340","0.28300000000000003"
"2009","All","18","All","Female","All","All","83330","289490","0.28800000000000003"
"2010","All","18","All","Female","All","All","83020","288950","0.28700000000000003"
"2011","All","18","All","Female","All","All","86180","280500","0.307"
"2012","All","18","All","Female","All","All","83730","280520","0.298"
"2013","All","18","All","Female","All","All","87540","275730","0.317"
"2014","All","18","All","Female","All","All","90560","272480","0.332"
"2015","All","18","All","Female","All","All","96850","278310","0.34800000000000003"
"2016","All","18","All","Female","All","All","98420","272930","0.361"
"2017","All","18","All","Female","All","All","99760","269750","0.37"
"2018","All","18","All","Female","All","All","99340","264030","0.376"
"2019","All","18","All","Female","All","All","100970","257640","0.392"
"2020","All","18","All","Female","All","All","108460","255050","0.425"
"2021","All","18","All","Female","All","All","115100","263970","0.436"
"2022","All","18","All","Female","All","All","115840","272220","0.426"
"2023","All","18","All","Female","All","All","110400","282450","0.391"
"2006","All","18","All","Male","All","All","57160","287390","0.199"
"2007","All","18","All","Male","All","All","57520","285240","0.202"
"2008","All","18","All","Male","All","All","61360","294010","0.209"
"2009","All","18","All","Male","All","All","64660","298240","0.217"
"2010","All","18","All","Male","All","All","66070","300320","0.22"
"2011","All","18","All","Male","All","All","68840","291150","0.23600000000000002"
"2012","All","18","All","Male","All","All","65500","291960","0.224"
"2013","All","18","All","Male","All","All","68830","287020","0.24"
"2014","All","18","All","Male","All","All","71410","284780","0.251"
"2015","All","18","All","Male","All","All","73500","289190","0.254"
"2016","All","18","All","Male","All","All","75200","285590","0.263"
"2017","All","18","All","Male","All","All","75890","282980","0.268"
"2018","All","18","All","Male","All","All","74800","276510","0.271"
"2019","All","18","All","Male","All","All","76190","268900","0.28300000000000003"
"2020","All","18","All","Male","All","All","81170","267770","0.303"
"2021","All","18","All","Male","All","All","86540","277000","0.312"
"2022","All","18","All","Male","All","All","87280","285160","0.306"
"2023","All","18","All","Male","All","All","84370","294680","0.28600000000000003"
"2006","Any Other Ethnic Group","All","All","Female","All","All","690","2120","0.326"
"2006","Asian","All","All","Female","All","All","6970","17810","0.391"
"2006","Black","All","All","Female","All","All","2740","10080","0.272"
"2006","Chinese","All","All","Female","All","All","600","1040","0.579"
"2006","Mixed","All","All","Female","All","All","1520","5880","0.259"
"2006","White","All","All","Female","All","All","59920","243840","0.246"
"2007","Any Other Ethnic Group","All","All","Female","All","All","700","2340","0.299"
"2007","Asian","All","All","Female","All","All","6830","17150","0.398"
"2007","Black","All","All","Female","All","All","3010","10510","0.28700000000000003"
"2007","Chinese","All","All","Female","All","All","630","1130","0.556"
"2007","Mixed","All","All","Female","All","All","1730","6240","0.278"
"2007","White","All","All","Female","All","All","60590","240530","0.252"
"2008","Any Other Ethnic Group","All","All","Female","All","All","750","2320","0.323"
"2008","Asian","All","All","Female","All","All","7370","18020","0.40900000000000003"
"2008","Black","All","All","Female","All","All","3510","10920","0.322"
"2008","Chinese","All","All","Female","All","All","610","1070","0.5690000000000001"
"2008","Mixed","All","All","Female","All","All","1950","6850","0.28400000000000003"
"2008","White","All","All","Female","All","All","66230","245160","0.27"
"2009","Any Other Ethnic Group","All","All","Female","All","All","800","2450","0.325"
"2009","Asian","All","All","Female","All","All","7700","18590","0.41400000000000003"
"2009","Black","All","All","Female","All","All","3710","11160","0.332"
"2009","Chinese","All","All","Female","All","All","580","1070","0.538"
"2009","Mixed","All","All","Female","All","All","2250","7490","0.3"
"2009","White","All","All","Female","All","All","68300","248720","0.275"
"2010","Any Other Ethnic Group","All","All","Female","All","All","840","2620","0.321"
"2010","Asian","All","All","Female","All","All","7800","19350","0.403"
"2010","Black","All","All","Female","All","All","3930","11500","0.341"
"2010","Chinese","All","All","Female","All","All","620","1110","0.555"
"2010","Mixed","All","All","Female","All","All","2350","8100","0.29"
"2010","White","All","All","Female","All","All","67500","246260","0.274"
