"Year","NPD ethnic group","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Accepted applicants","Population estimate","Entry rate"
"2022","Any Other Ethnic Group","18","England","Female","Main scheme applicant","Not main scheme application","620","5000","0.124"
"2022","Asian","18","England","Female","Main scheme applicant","Not main scheme application","4230","29790","0.14200000000000002"
"2022","Black","18","England","Female","Main scheme applicant","Not main scheme application","2460","16490","0.149"
"2022","Chinese","18","England","Female","Main scheme applicant","Not main scheme application","120","990","0.11800000000000001"
"2022","Mixed","18","England","Female","Main scheme applicant","Not main scheme application","1050","14770","0.07100000000000001"
"2022","White","18","England","Female","Main scheme applicant","Not main scheme application","8020","205180","0.039"
"2023","Any Other Ethnic Group","18","England","Female","Main scheme applicant","Not main scheme application","690","5600","0.122"
"2023","Asian","18","England","Female","Main scheme applicant","Not main scheme application","4820","31720","0.152"
"2023","Black","18","England","Female","Main scheme applicant","Not main scheme application","2700","17790","0.152"
"2023","Chinese","18","England","Female","Main scheme applicant","Not main scheme application","160","1090","0.14200000000000002"
"2023","Mixed","18","England","Female","Main scheme applicant","Not main scheme application","1130","16140","0.07"
"2023","White","18","England","Female","Main scheme applicant","Not main scheme application","7840","210110","0.037"
"2006","Any Other Ethnic Group","18","England","Male","Main scheme applicant","Not main scheme application","80","2360","0.033"
"2006","Asian","18","England","Male","Main scheme applicant","Not main scheme application","1070","18620","0.058"
"2006","Black","18","England","Male","Main scheme applicant","Not main scheme application","250","9750","0.025"
"2006","Chinese","18","England","Male","Main scheme applicant","Not main scheme application","70","1110","0.062"
"2006","Mixed","18","England","Male","Main scheme applicant","Not main scheme application","110","5570","0.019"
"2006","White","18","England","Male","Main scheme applicant","Not main scheme application","3040","249980","0.012"
"2007","Any Other Ethnic Group","18","England","Male","Main scheme applicant","Not main scheme application","110","2650","0.043000000000000003"
"2007","Asian","18","England","Male","Main scheme applicant","Not main scheme application","1170","18260","0.064"
"2007","Black","18","England","Male","Main scheme applicant","Not main scheme application","300","9980","0.03"
"2007","Chinese","18","England","Male","Main scheme applicant","Not main scheme application","60","1170","0.053"
"2007","Mixed","18","England","Male","Main scheme applicant","Not main scheme application","130","5900","0.022"
"2007","White","18","England","Male","Main scheme applicant","Not main scheme application","3290","247280","0.013000000000000001"
"2008","Any Other Ethnic Group","18","England","Male","Main scheme applicant","Not main scheme application","130","2620","0.048"
"2008","Asian","18","England","Male","Main scheme applicant","Not main scheme application","1220","19380","0.063"
"2008","Black","18","England","Male","Main scheme applicant","Not main scheme application","420","10760","0.039"
"2008","Chinese","18","England","Male","Main scheme applicant","Not main scheme application","80","1120","0.07"
"2008","Mixed","18","England","Male","Main scheme applicant","Not main scheme application","160","6520","0.024"
"2008","White","18","England","Male","Main scheme applicant","Not main scheme application","3680","253610","0.015"
"2009","Any Other Ethnic Group","18","England","Male","Main scheme applicant","Not main scheme application","120","2820","0.042"
"2009","Asian","18","England","Male","Main scheme applicant","Not main scheme application","1290","19610","0.066"
"2009","Black","18","England","Male","Main scheme applicant","Not main scheme application","470","10960","0.043000000000000003"
"2009","Chinese","18","England","Male","Main scheme applicant","Not main scheme application","80","1060","0.073"
"2009","Mixed","18","England","Male","Main scheme applicant","Not main scheme application","220","7300","0.03"
"2009","White","18","England","Male","Main scheme applicant","Not main scheme application","4450","256480","0.017"
"2010","Any Other Ethnic Group","18","England","Male","Main scheme applicant","Not main scheme application","160","3020","0.053"
"2010","Asian","18","England","Male","Main scheme applicant","Not main scheme application","1350","20870","0.065"
"2010","Black","18","England","Male","Main scheme applicant","Not main scheme application","630","11070","0.056"
"2010","Chinese","18","England","Male","Main scheme applicant","Not main scheme application","80","1130","0.068"
"2010","Mixed","18","England","Male","Main scheme applicant","Not main scheme application","240","8110","0.029"
"2010","White","18","England","Male","Main scheme applicant","Not main scheme application","4820","256120","0.019"
"2011","Any Other Ethnic Group","18","England","Male","Main scheme applicant","Not main scheme application","200","3190","0.064"
"2011","Asian","18","England","Male","Main scheme applicant","Not main scheme application","1690","21130","0.08"
"2011","Black","18","England","Male","Main scheme applicant","Not main scheme application","810","11590","0.07"
"2011","Chinese","18","England","Male","Main scheme applicant","Not main scheme application","110","1120","0.094"
"2011","Mixed","18","England","Male","Main scheme applicant","Not main scheme application","330","8460","0.039"
"2011","White","18","England","Male","Main scheme applicant","Not main scheme application","5690","245660","0.023"
"2012","Any Other Ethnic Group","18","England","Male","Main scheme applicant","Not main scheme application","240","3470","0.07"
"2012","Asian","18","England","Male","Main scheme applicant","Not main scheme application","1720","21940","0.078"
"2012","Black","18","England","Male","Main scheme applicant","Not main scheme application","800","11970","0.067"
"2012","Chinese","18","England","Male","Main scheme applicant","Not main scheme application","80","1060","0.077"
"2012","Mixed","18","England","Male","Main scheme applicant","Not main scheme application","360","9180","0.039"
"2012","White","18","England","Male","Main scheme applicant","Not main scheme application","5000","244360","0.02"
"2013","Any Other Ethnic Group","18","England","Male","Main scheme applicant","Not main scheme application","220","3620","0.062"
"2013","Asian","18","England","Male","Main scheme applicant","Not main scheme application","1580","22440","0.07"
"2013","Black","18","England","Male","Main scheme applicant","Not main scheme application","810","12650","0.064"
