"Year","IMD2019 NIMDM2017 SIMD2012 2016 2020 WIMD2019","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2013","Quintile 2","18","England","Female","Not main scheme applicant","Not main scheme application","260","245","0.9420000000000001","20"
"2014","Quintile 2","18","England","Female","Not main scheme applicant","Not main scheme application","220","215","0.973","25"
"2015","Quintile 2","18","England","Female","Not main scheme applicant","Not main scheme application","260","240","0.934","25"
"2016","Quintile 2","18","England","Female","Not main scheme applicant","Not main scheme application","265","245","0.917","30"
"2017","Quintile 2","18","England","Female","Not main scheme applicant","Not main scheme application","325","305","0.9380000000000001","30"
"2018","Quintile 2","18","England","Female","Not main scheme applicant","Not main scheme application","410","395","0.964","20"
"2019","Quintile 2","18","England","Female","Not main scheme applicant","Not main scheme application","450","430","0.962","15"
"2020","Quintile 2","18","England","Female","Not main scheme applicant","Not main scheme application","555","525","0.9460000000000001","40"
"2021","Quintile 2","18","England","Female","Not main scheme applicant","Not main scheme application","410","385","0.9410000000000001","20"
"2022","Quintile 2","18","England","Female","Not main scheme applicant","Not main scheme application","395","360","0.919","25"
"2023","Quintile 2","18","England","Female","Not main scheme applicant","Not main scheme application","450","420","0.927","30"
"2006","Quintile 2","18","Scotland","Female","Not main scheme applicant","Not main scheme application","10","10","0.917","0"
"2007","Quintile 2","18","Scotland","Female","Not main scheme applicant","Not main scheme application","10","10","0.909","0"
"2008","Quintile 2","18","Scotland","Female","Not main scheme applicant","Not main scheme application","25","25","1","0"
"2009","Quintile 2","18","Scotland","Female","Not main scheme applicant","Not main scheme application","25","20","0.9570000000000001","0"
"2010","Quintile 2","18","Scotland","Female","Not main scheme applicant","Not main scheme application","45","45","1","0"
"2011","Quintile 2","18","Scotland","Female","Not main scheme applicant","Not main scheme application","15","15","1","0"
"2012","Quintile 2","18","Scotland","Female","Not main scheme applicant","Not main scheme application","30","30","1","0"
"2013","Quintile 2","18","Scotland","Female","Not main scheme applicant","Not main scheme application","35","35","0.971","0"
"2014","Quintile 2","18","Scotland","Female","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2015","Quintile 2","18","Scotland","Female","Not main scheme applicant","Not main scheme application","35","35","0.973","0"
"2016","Quintile 2","18","Scotland","Female","Not main scheme applicant","Not main scheme application","35","35","1","0"
"2017","Quintile 2","18","Scotland","Female","Not main scheme applicant","Not main scheme application","40","40","1","0"
"2018","Quintile 2","18","Scotland","Female","Not main scheme applicant","Not main scheme application","35","35","1","0"
"2019","Quintile 2","18","Scotland","Female","Not main scheme applicant","Not main scheme application","25","25","0.926","0"
"2020","Quintile 2","18","Scotland","Female","Not main scheme applicant","Not main scheme application","35","35","0.9430000000000001","0"
"2021","Quintile 2","18","Scotland","Female","Not main scheme applicant","Not main scheme application","20","20","0.9550000000000001","0"
"2022","Quintile 2","18","Scotland","Female","Not main scheme applicant","Not main scheme application","25","25","0.92","0"
"2023","Quintile 2","18","Scotland","Female","Not main scheme applicant","Not main scheme application","30","25","0.893","5"
"2006","Quintile 2","18","Wales","Female","Not main scheme applicant","Not main scheme application","25","25","1","0"
"2007","Quintile 2","18","Wales","Female","Not main scheme applicant","Not main scheme application","15","15","1","5"
"2008","Quintile 2","18","Wales","Female","Not main scheme applicant","Not main scheme application","25","25","0.962","0"
"2009","Quintile 2","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","20","1","0"
"2010","Quintile 2","18","Wales","Female","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2011","Quintile 2","18","Wales","Female","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2012","Quintile 2","18","Wales","Female","Not main scheme applicant","Not main scheme application","15","15","1","0"
"2013","Quintile 2","18","Wales","Female","Not main scheme applicant","Not main scheme application","15","15","0.929","0"
"2014","Quintile 2","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","20","1","5"
"2015","Quintile 2","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","20","1","0"
"2016","Quintile 2","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","20","0.9500000000000001","0"
"2017","Quintile 2","18","Wales","Female","Not main scheme applicant","Not main scheme application","30","25","0.9","0"
"2018","Quintile 2","18","Wales","Female","Not main scheme applicant","Not main scheme application","15","15","1","0"
"2019","Quintile 2","18","Wales","Female","Not main scheme applicant","Not main scheme application","25","25","1","0"
"2020","Quintile 2","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","20","1","0"
"2021","Quintile 2","18","Wales","Female","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2022","Quintile 2","18","Wales","Female","Not main scheme applicant","Not main scheme application","25","25","1","0"
"2023","Quintile 2","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","20","1","0"
"2011","Quintile 3","18","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2018","Quintile 3","18","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2021","Quintile 3","18","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2022","Quintile 3","18","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2006","Quintile 3","18","England","Female","Not main scheme applicant","Not main scheme application","215","210","0.981","25"
"2007","Quintile 3","18","England","Female","Not main scheme applicant","Not main scheme application","245","245","0.988","20"
"2008","Quintile 3","18","England","Female","Not main scheme applicant","Not main scheme application","215","205","0.963","30"
"2009","Quintile 3","18","England","Female","Not main scheme applicant","Not main scheme application","185","180","0.9570000000000001","45"
"2010","Quintile 3","18","England","Female","Not main scheme applicant","Not main scheme application","100","90","0.929","20"
"2011","Quintile 3","18","England","Female","Not main scheme applicant","Not main scheme application","120","110","0.933","20"
"2012","Quintile 3","18","England","Female","Not main scheme applicant","Not main scheme application","175","165","0.9430000000000001","20"
"2013","Quintile 3","18","England","Female","Not main scheme applicant","Not main scheme application","265","245","0.936","25"
"2014","Quintile 3","18","England","Female","Not main scheme applicant","Not main scheme application","195","185","0.9480000000000001","35"
"2015","Quintile 3","18","England","Female","Not main scheme applicant","Not main scheme application","230","220","0.961","20"
"2016","Quintile 3","18","England","Female","Not main scheme applicant","Not main scheme application","245","225","0.934","15"
"2017","Quintile 3","18","England","Female","Not main scheme applicant","Not main scheme application","290","275","0.9450000000000001","15"
"2018","Quintile 3","18","England","Female","Not main scheme applicant","Not main scheme application","375","355","0.9470000000000001","25"
"2019","Quintile 3","18","England","Female","Not main scheme applicant","Not main scheme application","415","390","0.9470000000000001","25"
"2020","Quintile 3","18","England","Female","Not main scheme applicant","Not main scheme application","570","540","0.9410000000000001","35"
"2021","Quintile 3","18","England","Female","Not main scheme applicant","Not main scheme application","370","350","0.9490000000000001","20"
"2022","Quintile 3","18","England","Female","Not main scheme applicant","Not main scheme application","345","320","0.922","20"
