"Year","Achieved A level points","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2010","All","All","Northern Ireland","Female","Main scheme applicant","All","5840","4455","0.763","0"
"2011","All","All","Northern Ireland","Female","Main scheme applicant","All","5660","4270","0.754","0"
"2012","All","All","Northern Ireland","Female","Main scheme applicant","All","5710","4250","0.744","0"
"2013","All","All","Northern Ireland","Female","Main scheme applicant","All","5560","4370","0.785","0"
"2014","All","All","Northern Ireland","Female","Main scheme applicant","All","5360","4135","0.771","0"
"2015","All","All","Northern Ireland","Female","Main scheme applicant","All","5545","4030","0.727","0"
"2016","All","All","Northern Ireland","Female","Main scheme applicant","All","5325","4035","0.758","0"
"2017","All","All","Northern Ireland","Female","Main scheme applicant","All","5245","4025","0.767","0"
"2018","All","All","Northern Ireland","Female","Main scheme applicant","All","4755","3655","0.769","0"
"2019","All","All","Northern Ireland","Female","Main scheme applicant","All","4075","3290","0.808","0"
"2020","All","All","Northern Ireland","Female","Main scheme applicant","All","4200","3660","0.871","0"
"2021","All","All","Northern Ireland","Female","Main scheme applicant","All","4405","3730","0.847","0"
"2022","All","All","Northern Ireland","Female","Main scheme applicant","All","4750","3865","0.8140000000000001","0"
"2023","All","All","Northern Ireland","Female","Main scheme applicant","All","4800","3925","0.8170000000000001","0"
"2010","All","All","England","Female","Main scheme applicant","All","91455","76760","0.839","0"
"2011","All","All","England","Female","Main scheme applicant","All","91650","79210","0.864","0"
"2012","All","All","England","Female","Main scheme applicant","All","88380","76225","0.862","0"
"2013","All","All","England","Female","Main scheme applicant","All","87775","77155","0.879","0"
"2014","All","All","England","Female","Main scheme applicant","All","86645","76270","0.88","0"
"2015","All","All","England","Female","Main scheme applicant","All","89705","79820","0.89","0"
"2016","All","All","England","Female","Main scheme applicant","All","89645","80165","0.894","0"
"2017","All","All","England","Female","Main scheme applicant","All","89705","80655","0.899","0"
"2018","All","All","England","Female","Main scheme applicant","All","86735","77940","0.899","0"
"2019","All","All","England","Female","Main scheme applicant","All","84780","76085","0.897","0"
"2020","All","All","England","Female","Main scheme applicant","All","87750","80065","0.912","0"
"2021","All","All","England","Female","Main scheme applicant","All","93300","83590","0.896","0"
"2022","All","All","England","Female","Main scheme applicant","All","94355","82445","0.874","0"
"2023","All","All","England","Female","Main scheme applicant","All","92990","81625","0.878","0"
"2010","All","All","Scotland","Female","Main scheme applicant","All","130","90","0.713","0"
"2011","All","All","Scotland","Female","Main scheme applicant","All","110","95","0.861","0"
"2012","All","All","Scotland","Female","Main scheme applicant","All","100","85","0.8220000000000001","0"
"2013","All","All","Scotland","Female","Main scheme applicant","All","95","80","0.854","0"
"2014","All","All","Scotland","Female","Main scheme applicant","All","115","100","0.86","0"
"2015","All","All","Scotland","Female","Main scheme applicant","All","115","90","0.779","0"
"2016","All","All","Scotland","Female","Main scheme applicant","All","90","70","0.795","0"
"2017","All","All","Scotland","Female","Main scheme applicant","All","110","100","0.902","0"
"2018","All","All","Scotland","Female","Main scheme applicant","All","90","70","0.791","0"
"2019","All","All","Scotland","Female","Main scheme applicant","All","90","80","0.857","0"
"2020","All","All","Scotland","Female","Main scheme applicant","All","65","55","0.836","0"
"2021","All","All","Scotland","Female","Main scheme applicant","All","100","85","0.861","0"
"2022","All","All","Scotland","Female","Main scheme applicant","All","90","70","0.778","0"
"2023","All","All","Scotland","Female","Main scheme applicant","All","90","85","0.922","0"
"2010","All","All","Wales","Female","Main scheme applicant","All","4705","4125","0.877","0"
"2011","All","All","Wales","Female","Main scheme applicant","All","4450","3875","0.871","0"
"2012","All","All","Wales","Female","Main scheme applicant","All","4345","3885","0.895","0"
"2013","All","All","Wales","Female","Main scheme applicant","All","4105","3690","0.899","0"
"2014","All","All","Wales","Female","Main scheme applicant","All","4045","3665","0.906","0"
"2015","All","All","Wales","Female","Main scheme applicant","All","4175","3815","0.914","0"
"2016","All","All","Wales","Female","Main scheme applicant","All","4210","3885","0.923","0"
"2017","All","All","Wales","Female","Main scheme applicant","All","3790","3540","0.933","0"
"2018","All","All","Wales","Female","Main scheme applicant","All","3505","3240","0.924","0"
"2019","All","All","Wales","Female","Main scheme applicant","All","3470","3195","0.922","0"
"2020","All","All","Wales","Female","Main scheme applicant","All","3315","3100","0.936","0"
"2021","All","All","Wales","Female","Main scheme applicant","All","4155","3770","0.907","0"
"2022","All","All","Wales","Female","Main scheme applicant","All","4120","3615","0.877","0"
"2023","All","All","Wales","Female","Main scheme applicant","All","3655","3315","0.908","0"
"2010","All","All","Northern Ireland","Male","Main scheme applicant","All","3945","3090","0.783","0"
"2011","All","All","Northern Ireland","Male","Main scheme applicant","All","3950","3130","0.792","0"
"2012","All","All","Northern Ireland","Male","Main scheme applicant","All","3810","2985","0.784","0"
"2013","All","All","Northern Ireland","Male","Main scheme applicant","All","3915","3170","0.809","0"
"2014","All","All","Northern Ireland","Male","Main scheme applicant","All","3725","2885","0.774","0"
"2015","All","All","Northern Ireland","Male","Main scheme applicant","All","3630","2655","0.731","0"
"2016","All","All","Northern Ireland","Male","Main scheme applicant","All","3540","2685","0.758","0"
"2017","All","All","Northern Ireland","Male","Main scheme applicant","All","3400","2535","0.746","0"
"2018","All","All","Northern Ireland","Male","Main scheme applicant","All","3100","2455","0.792","0"
"2019","All","All","Northern Ireland","Male","Main scheme applicant","All","2570","2105","0.8200000000000001","0"
"2020","All","All","Northern Ireland","Male","Main scheme applicant","All","2475","2245","0.907","0"
"2021","All","All","Northern Ireland","Male","Main scheme applicant","All","2810","2495","0.887","0"
"2022","All","All","Northern Ireland","Male","Main scheme applicant","All","2865","2385","0.833","0"
"2023","All","All","Northern Ireland","Male","Main scheme applicant","All","2960","2425","0.8200000000000001","0"
"2010","All","All","England","Male","Main scheme applicant","All","72565","60725","0.837","0"
"2011","All","All","England","Male","Main scheme applicant","All","72285","62685","0.867","0"
"2012","All","All","England","Male","Main scheme applicant","All","68230","58505","0.857","0"
"2013","All","All","England","Male","Main scheme applicant","All","67385","58925","0.874","0"
"2014","All","All","England","Male","Main scheme applicant","All","66315","58010","0.875","0"
"2015","All","All","England","Male","Main scheme applicant","All","66985","59190","0.884","0"
"2016","All","All","England","Male","Main scheme applicant","All","66890","59225","0.885","0"
"2017","All","All","England","Male","Main scheme applicant","All","67610","59995","0.887","0"
"2018","All","All","England","Male","Main scheme applicant","All","65745","58295","0.887","0"
"2019","All","All","England","Male","Main scheme applicant","All","65585","58065","0.885","0"
"2020","All","All","England","Male","Main scheme applicant","All","67670","61020","0.902","0"
"2021","All","All","England","Male","Main scheme applicant","All","73765","65360","0.886","0"
"2022","All","All","England","Male","Main scheme applicant","All","76435","65520","0.857","0"
"2023","All","All","England","Male","Main scheme applicant","All","76680","65550","0.855","0"
"2010","All","All","Scotland","Male","Main scheme applicant","All","140","115","0.842","0"
"2011","All","All","Scotland","Male","Main scheme applicant","All","120","90","0.744","0"
"2012","All","All","Scotland","Male","Main scheme applicant","All","140","110","0.782","0"
"2013","All","All","Scotland","Male","Main scheme applicant","All","130","100","0.797","0"
"2014","All","All","Scotland","Male","Main scheme applicant","All","115","95","0.812","0"
"2015","All","All","Scotland","Male","Main scheme applicant","All","105","85","0.804","0"
"2016","All","All","Scotland","Male","Main scheme applicant","All","110","95","0.853","0"
"2017","All","All","Scotland","Male","Main scheme applicant","All","110","80","0.752","0"
"2018","All","All","Scotland","Male","Main scheme applicant","All","100","75","0.745","0"
"2019","All","All","Scotland","Male","Main scheme applicant","All","90","80","0.878","0"
"2020","All","All","Scotland","Male","Main scheme applicant","All","80","75","0.901","0"
"2021","All","All","Scotland","Male","Main scheme applicant","All","90","85","0.912","0"
"2022","All","All","Scotland","Male","Main scheme applicant","All","75","60","0.8270000000000001","0"
"2023","All","All","Scotland","Male","Main scheme applicant","All","95","75","0.779","0"
"2010","All","All","Wales","Male","Main scheme applicant","All","3420","3015","0.882","0"
"2011","All","All","Wales","Male","Main scheme applicant","All","3300","2880","0.872","0"
"2012","All","All","Wales","Male","Main scheme applicant","All","3010","2710","0.9","0"
"2013","All","All","Wales","Male","Main scheme applicant","All","2885","2630","0.911","0"
"2014","All","All","Wales","Male","Main scheme applicant","All","2805","2545","0.907","0"
"2015","All","All","Wales","Male","Main scheme applicant","All","2845","2605","0.916","0"
"2016","All","All","Wales","Male","Main scheme applicant","All","2775","2550","0.919","0"
"2017","All","All","Wales","Male","Main scheme applicant","All","2690","2470","0.919","0"
"2018","All","All","Wales","Male","Main scheme applicant","All","2440","2235","0.916","0"
"2019","All","All","Wales","Male","Main scheme applicant","All","2400","2170","0.904","0"
"2020","All","All","Wales","Male","Main scheme applicant","All","2360","2195","0.931","0"
"2021","All","All","Wales","Male","Main scheme applicant","All","2905","2630","0.907","0"
"2022","All","All","Wales","Male","Main scheme applicant","All","2960","2605","0.881","0"
"2023","All","All","Wales","Male","Main scheme applicant","All","2670","2360","0.884","0"
"2023","3 point(s)","18","All","Female","Not main scheme applicant","All","5","5"," ","0"
"2011","4 point(s)","18","All","Female","Not main scheme applicant","All","5","5"," ","0"
"2019","4 point(s)","18","All","Female","Not main scheme applicant","All","10","10"," ","0"
"2020","4 point(s)","18","All","Female","Not main scheme applicant","All","5","5"," ","0"
"2021","4 point(s)","18","All","Female","Not main scheme applicant","All","5","0"," ","0"
"2022","4 point(s)","18","All","Female","Not main scheme applicant","All","5","0"," ","0"
"2023","4 point(s)","18","All","Female","Not main scheme applicant","All","10","5"," ","0"
"2017","5 point(s)","18","All","Female","Not main scheme applicant","All","5","5"," ","5"
"2019","5 point(s)","18","All","Female","Not main scheme applicant","All","20","20","1","0"
"2020","5 point(s)","18","All","Female","Not main scheme applicant","All","5","5"," ","5"
"2021","5 point(s)","18","All","Female","Not main scheme applicant","All","5","5"," ","0"
"2022","5 point(s)","18","All","Female","Not main scheme applicant","All","10","10","1","0"
"2023","5 point(s)","18","All","Female","Not main scheme applicant","All","5","5"," ","0"
"2013","6 point(s)","18","All","Female","Not main scheme applicant","All","5","0"," ","0"
"2017","6 point(s)","18","All","Female","Not main scheme applicant","All","5","5"," ","0"
"2019","6 point(s)","18","All","Female","Not main scheme applicant","All","35","35","0.972","0"
"2020","6 point(s)","18","All","Female","Not main scheme applicant","All","15","15","1","5"
"2021","6 point(s)","18","All","Female","Not main scheme applicant","All","20","20","0.905","0"
"2022","6 point(s)","18","All","Female","Not main scheme applicant","All","20","20","1","0"
"2023","6 point(s)","18","All","Female","Not main scheme applicant","All","10","10"," ","5"
"2011","7 point(s)","18","All","Female","Not main scheme applicant","All","5","5"," ","0"
"2013","7 point(s)","18","All","Female","Not main scheme applicant","All","5","5"," ","0"
"2014","7 point(s)","18","All","Female","Not main scheme applicant","All","5","5"," ","0"
"2015","7 point(s)","18","All","Female","Not main scheme applicant","All","5","5"," ","0"
"2016","7 point(s)","18","All","Female","Not main scheme applicant","All","10","10"," ","0"
"2017","7 point(s)","18","All","Female","Not main scheme applicant","All","10","10"," ","0"
"2018","7 point(s)","18","All","Female","Not main scheme applicant","All","10","10","1","0"
"2019","7 point(s)","18","All","Female","Not main scheme applicant","All","55","55","0.982","5"
"2020","7 point(s)","18","All","Female","Not main scheme applicant","All","30","30","1","5"
"2021","7 point(s)","18","All","Female","Not main scheme applicant","All","10","10","1","0"
"2022","7 point(s)","18","All","Female","Not main scheme applicant","All","25","20","0.913","0"
"2023","7 point(s)","18","All","Female","Not main scheme applicant","All","15","15","0.929","0"
"2010","8 point(s)","18","All","Female","Not main scheme applicant","All","5","5"," ","0"
"2011","8 point(s)","18","All","Female","Not main scheme applicant","All","5","5"," ","0"
"2013","8 point(s)","18","All","Female","Not main scheme applicant","All","10","5"," ","0"
"2015","8 point(s)","18","All","Female","Not main scheme applicant","All","5","5"," ","0"
"2016","8 point(s)","18","All","Female","Not main scheme applicant","All","10","10"," ","0"
"2017","8 point(s)","18","All","Female","Not main scheme applicant","All","5","5"," ","0"
"2018","8 point(s)","18","All","Female","Not main scheme applicant","All","5","5"," ","0"
"2019","8 point(s)","18","All","Female","Not main scheme applicant","All","50","45","0.9590000000000001","5"
"2020","8 point(s)","18","All","Female","Not main scheme applicant","All","30","30","0.967","5"
"2021","8 point(s)","18","All","Female","Not main scheme applicant","All","25","25","1","0"
"2022","8 point(s)","18","All","Female","Not main scheme applicant","All","30","30","1","0"
"2023","8 point(s)","18","All","Female","Not main scheme applicant","All","20","20","1","0"
"2010","9 point(s)","18","All","Female","Not main scheme applicant","All","5","5"," ","0"
"2011","9 point(s)","18","All","Female","Not main scheme applicant","All","5","5"," ","5"
"2012","9 point(s)","18","All","Female","Not main scheme applicant","All","5","5"," ","0"
"2013","9 point(s)","18","All","Female","Not main scheme applicant","All","5","5"," ","0"
"2015","9 point(s)","18","All","Female","Not main scheme applicant","All","10","10","1","0"
"2016","9 point(s)","18","All","Female","Not main scheme applicant","All","5","5"," ","0"
"2017","9 point(s)","18","All","Female","Not main scheme applicant","All","10","10"," ","0"
"2018","9 point(s)","18","All","Female","Not main scheme applicant","All","5","5"," ","0"
"2019","9 point(s)","18","All","Female","Not main scheme applicant","All","60","55","0.983","0"
"2020","9 point(s)","18","All","Female","Not main scheme applicant","All","55","55","0.93","5"
"2021","9 point(s)","18","All","Female","Not main scheme applicant","All","35","30","0.912","0"
"2022","9 point(s)","18","All","Female","Not main scheme applicant","All","30","30","0.933","0"
"2023","9 point(s)","18","All","Female","Not main scheme applicant","All","20","20","0.9470000000000001","5"
"2013","10 point(s)","18","All","Female","Not main scheme applicant","All","5","5"," ","0"
"2015","10 point(s)","18","All","Female","Not main scheme applicant","All","5","5"," ","0"
"2016","10 point(s)","18","All","Female","Not main scheme applicant","All","10","10","1","0"
"2017","10 point(s)","18","All","Female","Not main scheme applicant","All","5","5"," ","5"
"2018","10 point(s)","18","All","Female","Not main scheme applicant","All","10","10","1","0"
"2019","10 point(s)","18","All","Female","Not main scheme applicant","All","60","60","0.967","0"
"2020","10 point(s)","18","All","Female","Not main scheme applicant","All","55","50","0.963","5"
"2021","10 point(s)","18","All","Female","Not main scheme applicant","All","30","25","0.964","5"
"2022","10 point(s)","18","All","Female","Not main scheme applicant","All","25","25","1","0"
"2023","10 point(s)","18","All","Female","Not main scheme applicant","All","20","20","1","5"
"2012","11 point(s)","18","All","Female","Not main scheme applicant","All","5","5"," ","5"
"2015","11 point(s)","18","All","Female","Not main scheme applicant","All","5","5"," ","0"
"2016","11 point(s)","18","All","Female","Not main scheme applicant","All","5","5"," ","0"
"2017","11 point(s)","18","All","Female","Not main scheme applicant","All","10","5"," ","5"
"2018","11 point(s)","18","All","Female","Not main scheme applicant","All","15","15","1","0"
"2019","11 point(s)","18","All","Female","Not main scheme applicant","All","60","55","0.9500000000000001","5"
"2020","11 point(s)","18","All","Female","Not main scheme applicant","All","70","65","0.9430000000000001","10"
"2021","11 point(s)","18","All","Female","Not main scheme applicant","All","25","25","0.92","0"
"2022","11 point(s)","18","All","Female","Not main scheme applicant","All","25","25","1","0"
"2023","11 point(s)","18","All","Female","Not main scheme applicant","All","10","10"," ","0"
"2011","12 point(s)","18","All","Female","Not main scheme applicant","All","10","10"," ","0"
"2012","12 point(s)","18","All","Female","Not main scheme applicant","All","5","5"," ","0"
"2013","12 point(s)","18","All","Female","Not main scheme applicant","All","5","5"," ","0"
"2015","12 point(s)","18","All","Female","Not main scheme applicant","All","5","5"," ","0"
"2016","12 point(s)","18","All","Female","Not main scheme applicant","All","5","5"," ","0"
"2017","12 point(s)","18","All","Female","Not main scheme applicant","All","5","5"," ","5"
"2018","12 point(s)","18","All","Female","Not main scheme applicant","All","10","10","1","0"
"2019","12 point(s)","18","All","Female","Not main scheme applicant","All","45","45","0.977","0"
"2020","12 point(s)","18","All","Female","Not main scheme applicant","All","50","50","0.9410000000000001","10"
"2021","12 point(s)","18","All","Female","Not main scheme applicant","All","30","25","0.931","0"
"2022","12 point(s)","18","All","Female","Not main scheme applicant","All","20","20","1","0"
"2023","12 point(s)","18","All","Female","Not main scheme applicant","All","15","15","0.875","0"
"2011","13 point(s)","18","All","Female","Not main scheme applicant","All","5","0"," ","0"
"2012","13 point(s)","18","All","Female","Not main scheme applicant","All","5","5"," ","0"
"2013","13 point(s)","18","All","Female","Not main scheme applicant","All","5","5"," ","0"
"2015","13 point(s)","18","All","Female","Not main scheme applicant","All","10","5"," ","0"
"2017","13 point(s)","18","All","Female","Not main scheme applicant","All","10","5"," ","5"
"2018","13 point(s)","18","All","Female","Not main scheme applicant","All","5","5"," ","0"
"2019","13 point(s)","18","All","Female","Not main scheme applicant","All","30","25","0.893","0"
"2020","13 point(s)","18","All","Female","Not main scheme applicant","All","40","35","0.902","10"
"2021","13 point(s)","18","All","Female","Not main scheme applicant","All","15","10","0.8","0"
"2022","13 point(s)","18","All","Female","Not main scheme applicant","All","20","15","0.81","0"
"2023","13 point(s)","18","All","Female","Not main scheme applicant","All","10","10","1","0"
"2017","14 point(s)","18","All","Female","Not main scheme applicant","All","5","5"," ","0"
"2019","14 point(s)","18","All","Female","Not main scheme applicant","All","10","10","1","0"
"2020","14 point(s)","18","All","Female","Not main scheme applicant","All","35","30","0.889","5"
"2021","14 point(s)","18","All","Female","Not main scheme applicant","All","10","10"," ","0"
"2022","14 point(s)","18","All","Female","Not main scheme applicant","All","5","5"," ","0"
"2023","14 point(s)","18","All","Female","Not main scheme applicant","All","5","0"," ","0"
"2012","15 point(s)","18","All","Female","Not main scheme applicant","All","5","5"," ","0"
"2015","15 point(s)","18","All","Female","Not main scheme applicant","All","5","0"," ","0"
"2018","15 point(s)","18","All","Female","Not main scheme applicant","All","5","5"," ","0"
"2019","15 point(s)","18","All","Female","Not main scheme applicant","All","10","10"," ","0"
"2020","15 point(s)","18","All","Female","Not main scheme applicant","All","20","15","0.889","5"
"2021","15 point(s)","18","All","Female","Not main scheme applicant","All","5","5"," ","0"
"2022","15 point(s)","18","All","Female","Not main scheme applicant","All","5","5"," ","0"
"2023","15 point(s)","18","All","Female","Not main scheme applicant","All","5","5"," ","0"
"2020","16 point(s)","18","All","Female","Not main scheme applicant","All","20","15","0.9440000000000001","5"
"2021","16 point(s)","18","All","Female","Not main scheme applicant","All","5","5"," ","0"
"2020","17 point(s)","18","All","Female","Not main scheme applicant","All","5","5"," ","5"
"2020","18 point(s)","18","All","Female","Not main scheme applicant","All","5","5"," ","0"
"2019","3 point(s)","18","All","Male","Not main scheme applicant","All","5","5"," ","0"
"2022","3 point(s)","18","All","Male","Not main scheme applicant","All","5","5"," ","0"
"2023","3 point(s)","18","All","Male","Not main scheme applicant","All","5","5"," ","0"
"2013","4 point(s)","18","All","Male","Not main scheme applicant","All","5","0"," ","0"
"2019","4 point(s)","18","All","Male","Not main scheme applicant","All","10","10"," ","0"
"2020","4 point(s)","18","All","Male","Not main scheme applicant","All","5","5"," ","0"
"2021","4 point(s)","18","All","Male","Not main scheme applicant","All","5","5"," ","0"
"2022","4 point(s)","18","All","Male","Not main scheme applicant","All","5","5"," ","0"
"2023","4 point(s)","18","All","Male","Not main scheme applicant","All","10","10"," ","5"
"2010","5 point(s)","18","All","Male","Not main scheme applicant","All","5","5"," ","0"
"2011","5 point(s)","18","All","Male","Not main scheme applicant","All","5","5"," ","0"
"2012","5 point(s)","18","All","Male","Not main scheme applicant","All","5","5"," ","0"
"2015","5 point(s)","18","All","Male","Not main scheme applicant","All","5","5"," ","0"
"2016","5 point(s)","18","All","Male","Not main scheme applicant","All","5","5"," ","0"
"2018","5 point(s)","18","All","Male","Not main scheme applicant","All","5","5"," ","0"
"2019","5 point(s)","18","All","Male","Not main scheme applicant","All","30","30","1","0"
"2020","5 point(s)","18","All","Male","Not main scheme applicant","All","10","10"," ","0"
"2021","5 point(s)","18","All","Male","Not main scheme applicant","All","10","10"," ","0"
"2022","5 point(s)","18","All","Male","Not main scheme applicant","All","20","15","0.9440000000000001","5"
"2023","5 point(s)","18","All","Male","Not main scheme applicant","All","10","10"," ","0"
"2012","6 point(s)","18","All","Male","Not main scheme applicant","All","5","5"," ","0"
"2014","6 point(s)","18","All","Male","Not main scheme applicant","All","5","5"," ","0"
"2016","6 point(s)","18","All","Male","Not main scheme applicant","All","5","5"," ","0"
"2017","6 point(s)","18","All","Male","Not main scheme applicant","All","5","5"," ","5"
"2018","6 point(s)","18","All","Male","Not main scheme applicant","All","5","5"," ","0"
"2019","6 point(s)","18","All","Male","Not main scheme applicant","All","30","25","0.857","5"
"2020","6 point(s)","18","All","Male","Not main scheme applicant","All","30","30","1","5"
"2021","6 point(s)","18","All","Male","Not main scheme applicant","All","25","20","0.913","0"
"2022","6 point(s)","18","All","Male","Not main scheme applicant","All","20","20","1","0"
"2023","6 point(s)","18","All","Male","Not main scheme applicant","All","15","15","1","0"
"2011","7 point(s)","18","All","Male","Not main scheme applicant","All","5","5"," ","0"
"2012","7 point(s)","18","All","Male","Not main scheme applicant","All","5","5"," ","0"
"2013","7 point(s)","18","All","Male","Not main scheme applicant","All","5","5"," ","0"
"2014","7 point(s)","18","All","Male","Not main scheme applicant","All","5","5"," ","0"
"2015","7 point(s)","18","All","Male","Not main scheme applicant","All","5","5"," ","0"
"2016","7 point(s)","18","All","Male","Not main scheme applicant","All","5","5"," ","0"
"2017","7 point(s)","18","All","Male","Not main scheme applicant","All","5","5"," ","5"
"2018","7 point(s)","18","All","Male","Not main scheme applicant","All","5","5"," ","5"
"2019","7 point(s)","18","All","Male","Not main scheme applicant","All","45","45","0.936","5"
"2020","7 point(s)","18","All","Male","Not main scheme applicant","All","35","30","0.97","5"
"2021","7 point(s)","18","All","Male","Not main scheme applicant","All","25","25","1","5"
"2022","7 point(s)","18","All","Male","Not main scheme applicant","All","35","35","1","0"
"2023","7 point(s)","18","All","Male","Not main scheme applicant","All","25","25","0.926","5"
"2010","8 point(s)","18","All","Male","Not main scheme applicant","All","5","5"," ","5"
"2011","8 point(s)","18","All","Male","Not main scheme applicant","All","5","5"," ","0"
"2013","8 point(s)","18","All","Male","Not main scheme applicant","All","5","5"," ","0"
"2015","8 point(s)","18","All","Male","Not main scheme applicant","All","5","5"," ","0"
"2016","8 point(s)","18","All","Male","Not main scheme applicant","All","5","5"," ","0"
"2017","8 point(s)","18","All","Male","Not main scheme applicant","All","10","10"," ","5"
"2018","8 point(s)","18","All","Male","Not main scheme applicant","All","5","5"," ","0"
"2019","8 point(s)","18","All","Male","Not main scheme applicant","All","45","35","0.86","0"
"2020","8 point(s)","18","All","Male","Not main scheme applicant","All","45","45","0.936","10"
"2021","8 point(s)","18","All","Male","Not main scheme applicant","All","25","25","1","5"
"2022","8 point(s)","18","All","Male","Not main scheme applicant","All","35","35","0.919","5"
"2023","8 point(s)","18","All","Male","Not main scheme applicant","All","15","15","1","0"
"2010","9 point(s)","18","All","Male","Not main scheme applicant","All","5","5"," ","0"
"2012","9 point(s)","18","All","Male","Not main scheme applicant","All","5","5"," ","0"
"2013","9 point(s)","18","All","Male","Not main scheme applicant","All","10","10"," ","0"
"2015","9 point(s)","18","All","Male","Not main scheme applicant","All","5","5"," ","0"
"2016","9 point(s)","18","All","Male","Not main scheme applicant","All","5","5"," ","0"
"2017","9 point(s)","18","All","Male","Not main scheme applicant","All","10","5"," ","5"
"2018","9 point(s)","18","All","Male","Not main scheme applicant","All","5","5"," ","0"
"2019","9 point(s)","18","All","Male","Not main scheme applicant","All","70","65","0.9430000000000001","0"
"2020","9 point(s)","18","All","Male","Not main scheme applicant","All","60","60","0.983","0"
"2021","9 point(s)","18","All","Male","Not main scheme applicant","All","25","25","1","0"
"2022","9 point(s)","18","All","Male","Not main scheme applicant","All","40","35","0.9490000000000001","0"
"2023","9 point(s)","18","All","Male","Not main scheme applicant","All","30","25","0.931","0"
"2011","10 point(s)","18","All","Male","Not main scheme applicant","All","10","10"," ","0"
"2012","10 point(s)","18","All","Male","Not main scheme applicant","All","5","5"," ","0"
"2013","10 point(s)","18","All","Male","Not main scheme applicant","All","5","5"," ","0"
"2014","10 point(s)","18","All","Male","Not main scheme applicant","All","5","5"," ","0"
"2015","10 point(s)","18","All","Male","Not main scheme applicant","All","10","10"," ","0"
"2016","10 point(s)","18","All","Male","Not main scheme applicant","All","5","5"," ","0"
"2017","10 point(s)","18","All","Male","Not main scheme applicant","All","10","5"," ","5"
"2018","10 point(s)","18","All","Male","Not main scheme applicant","All","5","5"," ","0"
"2019","10 point(s)","18","All","Male","Not main scheme applicant","All","55","55","0.982","5"
"2020","10 point(s)","18","All","Male","Not main scheme applicant","All","70","65","0.9410000000000001","10"
"2021","10 point(s)","18","All","Male","Not main scheme applicant","All","50","50","0.98","5"
"2022","10 point(s)","18","All","Male","Not main scheme applicant","All","50","45","0.9590000000000001","5"
"2023","10 point(s)","18","All","Male","Not main scheme applicant","All","15","15","1","5"
"2011","11 point(s)","18","All","Male","Not main scheme applicant","All","5","5"," ","0"
"2012","11 point(s)","18","All","Male","Not main scheme applicant","All","5","5"," ","0"
"2013","11 point(s)","18","All","Male","Not main scheme applicant","All","5","5"," ","0"
"2016","11 point(s)","18","All","Male","Not main scheme applicant","All","5","5"," ","0"
"2017","11 point(s)","18","All","Male","Not main scheme applicant","All","5","5"," ","5"
"2018","11 point(s)","18","All","Male","Not main scheme applicant","All","5","5"," ","0"
"2019","11 point(s)","18","All","Male","Not main scheme applicant","All","35","30","0.97","5"
"2020","11 point(s)","18","All","Male","Not main scheme applicant","All","50","50","0.962","10"
"2021","11 point(s)","18","All","Male","Not main scheme applicant","All","25","25","1","0"
"2022","11 point(s)","18","All","Male","Not main scheme applicant","All","30","30","0.968","5"
"2023","11 point(s)","18","All","Male","Not main scheme applicant","All","15","15","0.875","5"
"2012","12 point(s)","18","All","Male","Not main scheme applicant","All","5","5"," ","0"
"2013","12 point(s)","18","All","Male","Not main scheme applicant","All","5","5"," ","0"
"2014","12 point(s)","18","All","Male","Not main scheme applicant","All","5","5"," ","5"
"2015","12 point(s)","18","All","Male","Not main scheme applicant","All","5","5"," ","0"
"2017","12 point(s)","18","All","Male","Not main scheme applicant","All","5","5"," ","0"
"2018","12 point(s)","18","All","Male","Not main scheme applicant","All","5","5"," ","0"
"2019","12 point(s)","18","All","Male","Not main scheme applicant","All","30","30","0.966","5"
"2020","12 point(s)","18","All","Male","Not main scheme applicant","All","40","35","0.925","10"
"2021","12 point(s)","18","All","Male","Not main scheme applicant","All","25","20","0.808","0"
"2022","12 point(s)","18","All","Male","Not main scheme applicant","All","20","20","1","5"
"2023","12 point(s)","18","All","Male","Not main scheme applicant","All","10","10"," ","0"
"2013","13 point(s)","18","All","Male","Not main scheme applicant","All","5","5"," ","0"
"2019","13 point(s)","18","All","Male","Not main scheme applicant","All","25","25","1","0"
"2020","13 point(s)","18","All","Male","Not main scheme applicant","All","30","25","0.844","5"
"2021","13 point(s)","18","All","Male","Not main scheme applicant","All","15","15","1","5"
"2022","13 point(s)","18","All","Male","Not main scheme applicant","All","10","10"," ","5"
"2023","13 point(s)","18","All","Male","Not main scheme applicant","All","10","10"," ","0"
"2016","14 point(s)","18","All","Male","Not main scheme applicant","All","5","5"," ","0"
"2018","14 point(s)","18","All","Male","Not main scheme applicant","All","5","5"," ","0"
"2019","14 point(s)","18","All","Male","Not main scheme applicant","All","10","10","1","0"
"2020","14 point(s)","18","All","Male","Not main scheme applicant","All","25","25","0.926","0"
"2021","14 point(s)","18","All","Male","Not main scheme applicant","All","10","10"," ","5"
"2022","14 point(s)","18","All","Male","Not main scheme applicant","All","10","10","1","0"
"2023","14 point(s)","18","All","Male","Not main scheme applicant","All","5","5"," ","0"
"2019","15 point(s)","18","All","Male","Not main scheme applicant","All","5","5"," ","0"
"2020","15 point(s)","18","All","Male","Not main scheme applicant","All","15","10","0.846","5"
