"Year","Subject group HECoS","Detailed subject group HECoS","UK region","Main scheme applicant","Main scheme application","Accepted applicants"
"2019","(CAH17) business and management","(CAH17-01-03) marketing","East of England","Main scheme applicant","All","505"
"2020","(CAH17) business and management","(CAH17-01-03) marketing","East of England","Main scheme applicant","All","595"
"2021","(CAH17) business and management","(CAH17-01-03) marketing","East of England","Main scheme applicant","All","600"
"2022","(CAH17) business and management","(CAH17-01-03) marketing","East of England","Main scheme applicant","All","620"
"2023","(CAH17) business and management","(CAH17-01-03) marketing","East of England","Main scheme applicant","All","605"
"2019","(CAH17) business and management","(CAH17-01-01) business and management (non-specific)","East of England","Main scheme applicant","All","485"
"2020","(CAH17) business and management","(CAH17-01-01) business and management (non-specific)","East of England","Main scheme applicant","All","565"
"2021","(CAH17) business and management","(CAH17-01-01) business and management (non-specific)","East of England","Main scheme applicant","All","620"
"2022","(CAH17) business and management","(CAH17-01-01) business and management (non-specific)","East of England","Main scheme applicant","All","725"
"2023","(CAH17) business and management","(CAH17-01-01) business and management (non-specific)","East of England","Main scheme applicant","All","770"
"2019","(CAH17) business and management","(CAH17-01-02) business studies","East of England","Main scheme applicant","All","910"
"2020","(CAH17) business and management","(CAH17-01-02) business studies","East of England","Main scheme applicant","All","930"
"2021","(CAH17) business and management","(CAH17-01-02) business studies","East of England","Main scheme applicant","All","965"
"2022","(CAH17) business and management","(CAH17-01-02) business studies","East of England","Main scheme applicant","All","910"
"2023","(CAH17) business and management","(CAH17-01-02) business studies","East of England","Main scheme applicant","All","795"
"2019","(CAH17) business and management","(CAH17-01-06) tourism, transport and travel","East of England","Main scheme applicant","All","385"
"2020","(CAH17) business and management","(CAH17-01-06) tourism, transport and travel","East of England","Main scheme applicant","All","325"
"2021","(CAH17) business and management","(CAH17-01-06) tourism, transport and travel","East of England","Main scheme applicant","All","375"
"2022","(CAH17) business and management","(CAH17-01-06) tourism, transport and travel","East of England","Main scheme applicant","All","290"
"2023","(CAH17) business and management","(CAH17-01-06) tourism, transport and travel","East of England","Main scheme applicant","All","230"
"2019","(CAH17) business and management","(CAH17-01-05) human resource management","East of England","Main scheme applicant","All","55"
"2020","(CAH17) business and management","(CAH17-01-05) human resource management","East of England","Main scheme applicant","All","65"
"2021","(CAH17) business and management","(CAH17-01-05) human resource management","East of England","Main scheme applicant","All","60"
"2022","(CAH17) business and management","(CAH17-01-05) human resource management","East of England","Main scheme applicant","All","50"
"2023","(CAH17) business and management","(CAH17-01-05) human resource management","East of England","Main scheme applicant","All","45"
"2019","(CAH17) business and management","(CAH17-01-04) management studies","East of England","Main scheme applicant","All","595"
"2020","(CAH17) business and management","(CAH17-01-04) management studies","East of England","Main scheme applicant","All","660"
"2021","(CAH17) business and management","(CAH17-01-04) management studies","East of England","Main scheme applicant","All","670"
"2022","(CAH17) business and management","(CAH17-01-04) management studies","East of England","Main scheme applicant","All","660"
"2023","(CAH17) business and management","(CAH17-01-04) management studies","East of England","Main scheme applicant","All","595"
"2019","(CAH17) business and management","(CAH17-01-08) accounting","East of England","Main scheme applicant","All","435"
"2020","(CAH17) business and management","(CAH17-01-08) accounting","East of England","Main scheme applicant","All","480"
"2021","(CAH17) business and management","(CAH17-01-08) accounting","East of England","Main scheme applicant","All","585"
"2022","(CAH17) business and management","(CAH17-01-08) accounting","East of England","Main scheme applicant","All","505"
"2023","(CAH17) business and management","(CAH17-01-08) accounting","East of England","Main scheme applicant","All","545"
"2019","(CAH17) business and management","(CAH17-01-07) finance","East of England","Main scheme applicant","All","365"
"2020","(CAH17) business and management","(CAH17-01-07) finance","East of England","Main scheme applicant","All","395"
"2021","(CAH17) business and management","(CAH17-01-07) finance","East of England","Main scheme applicant","All","445"
"2022","(CAH17) business and management","(CAH17-01-07) finance","East of England","Main scheme applicant","All","465"
"2023","(CAH17) business and management","(CAH17-01-07) finance","East of England","Main scheme applicant","All","530"
"2019","(CAH15) social sciences","(CAH15-03-01) politics","East of England","Main scheme applicant","All","875"
"2020","(CAH15) social sciences","(CAH15-03-01) politics","East of England","Main scheme applicant","All","845"
"2021","(CAH15) social sciences","(CAH15-03-01) politics","East of England","Main scheme applicant","All","925"
"2022","(CAH15) social sciences","(CAH15-03-01) politics","East of England","Main scheme applicant","All","825"
"2023","(CAH15) social sciences","(CAH15-03-01) politics","East of England","Main scheme applicant","All","900"
"2019","(CAH15) social sciences","(CAH15-01-04) anthropology","East of England","Main scheme applicant","All","85"
"2020","(CAH15) social sciences","(CAH15-01-04) anthropology","East of England","Main scheme applicant","All","105"
"2021","(CAH15) social sciences","(CAH15-01-04) anthropology","East of England","Main scheme applicant","All","90"
"2022","(CAH15) social sciences","(CAH15-01-04) anthropology","East of England","Main scheme applicant","All","85"
"2023","(CAH15) social sciences","(CAH15-01-04) anthropology","East of England","Main scheme applicant","All","75"
"2019","(CAH15) social sciences","(CAH15-02-01) economics","East of England","Main scheme applicant","All","990"
"2020","(CAH15) social sciences","(CAH15-02-01) economics","East of England","Main scheme applicant","All","1025"
"2021","(CAH15) social sciences","(CAH15-02-01) economics","East of England","Main scheme applicant","All","1145"
"2022","(CAH15) social sciences","(CAH15-02-01) economics","East of England","Main scheme applicant","All","1045"
"2023","(CAH15) social sciences","(CAH15-02-01) economics","East of England","Main scheme applicant","All","1080"
"2019","(CAH15) social sciences","(CAH15-04-02) childhood and youth studies","East of England","Main scheme applicant","All","315"
"2020","(CAH15) social sciences","(CAH15-04-02) childhood and youth studies","East of England","Main scheme applicant","All","255"
"2021","(CAH15) social sciences","(CAH15-04-02) childhood and youth studies","East of England","Main scheme applicant","All","270"
"2022","(CAH15) social sciences","(CAH15-04-02) childhood and youth studies","East of England","Main scheme applicant","All","215"
"2023","(CAH15) social sciences","(CAH15-04-02) childhood and youth studies","East of England","Main scheme applicant","All","180"
"2019","(CAH15) social sciences","(CAH15-04-01) social work","East of England","Main scheme applicant","All","340"
"2020","(CAH15) social sciences","(CAH15-04-01) social work","East of England","Main scheme applicant","All","380"
"2021","(CAH15) social sciences","(CAH15-04-01) social work","East of England","Main scheme applicant","All","440"
"2022","(CAH15) social sciences","(CAH15-04-01) social work","East of England","Main scheme applicant","All","345"
"2023","(CAH15) social sciences","(CAH15-04-01) social work","East of England","Main scheme applicant","All","280"
"2019","(CAH15) social sciences","(CAH15-01-01) social sciences (non-specific)","East of England","Main scheme applicant","All","70"
"2020","(CAH15) social sciences","(CAH15-01-01) social sciences (non-specific)","East of England","Main scheme applicant","All","75"
"2021","(CAH15) social sciences","(CAH15-01-01) social sciences (non-specific)","East of England","Main scheme applicant","All","75"
"2022","(CAH15) social sciences","(CAH15-01-01) social sciences (non-specific)","East of England","Main scheme applicant","All","65"
"2023","(CAH15) social sciences","(CAH15-01-01) social sciences (non-specific)","East of England","Main scheme applicant","All","65"
"2019","(CAH15) social sciences","(CAH15-04-03) health studies","East of England","Main scheme applicant","All","180"
"2020","(CAH15) social sciences","(CAH15-04-03) health studies","East of England","Main scheme applicant","All","160"
"2021","(CAH15) social sciences","(CAH15-04-03) health studies","East of England","Main scheme applicant","All","130"
"2022","(CAH15) social sciences","(CAH15-04-03) health studies","East of England","Main scheme applicant","All","120"
"2023","(CAH15) social sciences","(CAH15-04-03) health studies","East of England","Main scheme applicant","All","110"
"2019","(CAH15) social sciences","(CAH15-01-03) social policy","East of England","Main scheme applicant","All","110"
"2020","(CAH15) social sciences","(CAH15-01-03) social policy","East of England","Main scheme applicant","All","120"
"2021","(CAH15) social sciences","(CAH15-01-03) social policy","East of England","Main scheme applicant","All","110"
"2022","(CAH15) social sciences","(CAH15-01-03) social policy","East of England","Main scheme applicant","All","85"
"2023","(CAH15) social sciences","(CAH15-01-03) social policy","East of England","Main scheme applicant","All","95"
"2019","(CAH15) social sciences","(CAH15-01-02) sociology","East of England","Main scheme applicant","All","1350"
"2020","(CAH15) social sciences","(CAH15-01-02) sociology","East of England","Main scheme applicant","All","1415"
"2021","(CAH15) social sciences","(CAH15-01-02) sociology","East of England","Main scheme applicant","All","1490"
"2022","(CAH15) social sciences","(CAH15-01-02) sociology","East of England","Main scheme applicant","All","1465"
"2023","(CAH15) social sciences","(CAH15-01-02) sociology","East of England","Main scheme applicant","All","1300"
"2019","(CAH15) social sciences","(CAH15-01-05) development studies","East of England","Main scheme applicant","All","50"
"2020","(CAH15) social sciences","(CAH15-01-05) development studies","East of England","Main scheme applicant","All","45"
"2021","(CAH15) social sciences","(CAH15-01-05) development studies","East of England","Main scheme applicant","All","45"
"2022","(CAH15) social sciences","(CAH15-01-05) development studies","East of England","Main scheme applicant","All","45"
"2023","(CAH15) social sciences","(CAH15-01-05) development studies","East of England","Main scheme applicant","All","45"
"2019","(CAH15) social sciences","(CAH15-01-06) cultural studies","East of England","Main scheme applicant","All","15"
"2020","(CAH15) social sciences","(CAH15-01-06) cultural studies","East of England","Main scheme applicant","All","10"
"2021","(CAH15) social sciences","(CAH15-01-06) cultural studies","East of England","Main scheme applicant","All","5"
"2022","(CAH15) social sciences","(CAH15-01-06) cultural studies","East of England","Main scheme applicant","All","10"
"2023","(CAH15) social sciences","(CAH15-01-06) cultural studies","East of England","Main scheme applicant","All","10"
"2019","(CAH03) biological and sport sciences","(CAH03-02-01) sport and exercise sciences","East of England","Main scheme applicant","All","1345"
"2020","(CAH03) biological and sport sciences","(CAH03-02-01) sport and exercise sciences","East of England","Main scheme applicant","All","1390"
"2021","(CAH03) biological and sport sciences","(CAH03-02-01) sport and exercise sciences","East of England","Main scheme applicant","All","1425"
"2022","(CAH03) biological and sport sciences","(CAH03-02-01) sport and exercise sciences","East of England","Main scheme applicant","All","1465"
"2023","(CAH03) biological and sport sciences","(CAH03-02-01) sport and exercise sciences","East of England","Main scheme applicant","All","1245"
"2019","(CAH03) biological and sport sciences","(CAH03-01-07) genetics","East of England","Main scheme applicant","All","25"
"2020","(CAH03) biological and sport sciences","(CAH03-01-07) genetics","East of England","Main scheme applicant","All","25"
"2021","(CAH03) biological and sport sciences","(CAH03-01-07) genetics","East of England","Main scheme applicant","All","25"
"2022","(CAH03) biological and sport sciences","(CAH03-01-07) genetics","East of England","Main scheme applicant","All","30"
"2023","(CAH03) biological and sport sciences","(CAH03-01-07) genetics","East of England","Main scheme applicant","All","20"
"2019","(CAH03) biological and sport sciences","(CAH03-01-10) others in biosciences","East of England","Main scheme applicant","All","20"
"2020","(CAH03) biological and sport sciences","(CAH03-01-10) others in biosciences","East of England","Main scheme applicant","All","25"
"2021","(CAH03) biological and sport sciences","(CAH03-01-10) others in biosciences","East of England","Main scheme applicant","All","35"
"2022","(CAH03) biological and sport sciences","(CAH03-01-10) others in biosciences","East of England","Main scheme applicant","All","30"
"2023","(CAH03) biological and sport sciences","(CAH03-01-10) others in biosciences","East of England","Main scheme applicant","All","35"
"2019","(CAH03) biological and sport sciences","(CAH03-01-08) molecular biology, biophysics and biochemistry","East of England","Main scheme applicant","All","270"
"2020","(CAH03) biological and sport sciences","(CAH03-01-08) molecular biology, biophysics and biochemistry","East of England","Main scheme applicant","All","260"
"2021","(CAH03) biological and sport sciences","(CAH03-01-08) molecular biology, biophysics and biochemistry","East of England","Main scheme applicant","All","270"
"2022","(CAH03) biological and sport sciences","(CAH03-01-08) molecular biology, biophysics and biochemistry","East of England","Main scheme applicant","All","270"
"2023","(CAH03) biological and sport sciences","(CAH03-01-08) molecular biology, biophysics and biochemistry","East of England","Main scheme applicant","All","295"
"2019","(CAH03) biological and sport sciences","(CAH03-01-01) biosciences (non-specific)","East of England","Main scheme applicant","All","185"
"2020","(CAH03) biological and sport sciences","(CAH03-01-01) biosciences (non-specific)","East of England","Main scheme applicant","All","170"
"2021","(CAH03) biological and sport sciences","(CAH03-01-01) biosciences (non-specific)","East of England","Main scheme applicant","All","165"
"2022","(CAH03) biological and sport sciences","(CAH03-01-01) biosciences (non-specific)","East of England","Main scheme applicant","All","150"
"2023","(CAH03) biological and sport sciences","(CAH03-01-01) biosciences (non-specific)","East of England","Main scheme applicant","All","195"
"2019","(CAH03) biological and sport sciences","(CAH03-01-02) biology (non-specific)","East of England","Main scheme applicant","All","425"
"2020","(CAH03) biological and sport sciences","(CAH03-01-02) biology (non-specific)","East of England","Main scheme applicant","All","445"
"2021","(CAH03) biological and sport sciences","(CAH03-01-02) biology (non-specific)","East of England","Main scheme applicant","All","375"
"2022","(CAH03) biological and sport sciences","(CAH03-01-02) biology (non-specific)","East of England","Main scheme applicant","All","345"
"2023","(CAH03) biological and sport sciences","(CAH03-01-02) biology (non-specific)","East of England","Main scheme applicant","All","355"
"2019","(CAH03) biological and sport sciences","(CAH03-01-03) ecology and environmental biology","East of England","Main scheme applicant","All","170"
"2020","(CAH03) biological and sport sciences","(CAH03-01-03) ecology and environmental biology","East of England","Main scheme applicant","All","200"
"2021","(CAH03) biological and sport sciences","(CAH03-01-03) ecology and environmental biology","East of England","Main scheme applicant","All","185"
"2022","(CAH03) biological and sport sciences","(CAH03-01-03) ecology and environmental biology","East of England","Main scheme applicant","All","200"
"2023","(CAH03) biological and sport sciences","(CAH03-01-03) ecology and environmental biology","East of England","Main scheme applicant","All","185"
"2019","(CAH03) biological and sport sciences","(CAH03-01-04) microbiology and cell science","East of England","Main scheme applicant","All","30"
"2020","(CAH03) biological and sport sciences","(CAH03-01-04) microbiology and cell science","East of England","Main scheme applicant","All","30"
"2021","(CAH03) biological and sport sciences","(CAH03-01-04) microbiology and cell science","East of England","Main scheme applicant","All","30"
"2022","(CAH03) biological and sport sciences","(CAH03-01-04) microbiology and cell science","East of England","Main scheme applicant","All","25"
"2023","(CAH03) biological and sport sciences","(CAH03-01-04) microbiology and cell science","East of England","Main scheme applicant","All","30"
"2019","(CAH03) biological and sport sciences","(CAH03-01-05) plant sciences","East of England","Main scheme applicant","All","5"
"2020","(CAH03) biological and sport sciences","(CAH03-01-05) plant sciences","East of England","Main scheme applicant","All","5"
"2021","(CAH03) biological and sport sciences","(CAH03-01-05) plant sciences","East of England","Main scheme applicant","All","5"
"2022","(CAH03) biological and sport sciences","(CAH03-01-05) plant sciences","East of England","Main scheme applicant","All","5"
"2023","(CAH03) biological and sport sciences","(CAH03-01-05) plant sciences","East of England","Main scheme applicant","All","5"
"2019","(CAH03) biological and sport sciences","(CAH03-01-06) zoology","East of England","Main scheme applicant","All","150"
"2020","(CAH03) biological and sport sciences","(CAH03-01-06) zoology","East of England","Main scheme applicant","All","160"
"2021","(CAH03) biological and sport sciences","(CAH03-01-06) zoology","East of England","Main scheme applicant","All","190"
"2022","(CAH03) biological and sport sciences","(CAH03-01-06) zoology","East of England","Main scheme applicant","All","180"
"2023","(CAH03) biological and sport sciences","(CAH03-01-06) zoology","East of England","Main scheme applicant","All","145"
"2019","(CAH03) biological and sport sciences","(CAH03-01-09) hair and beauty sciences","East of England","Main scheme applicant","All","5"
"2022","(CAH03) biological and sport sciences","(CAH03-01-09) hair and beauty sciences","East of England","Main scheme applicant","All","5"
"2023","(CAH03) biological and sport sciences","(CAH03-01-09) hair and beauty sciences","East of England","Main scheme applicant","All","5"
"2019","(CAH13) architecture, building and planning","(CAH13-01-01) architecture","East of England","Main scheme applicant","All","345"
"2020","(CAH13) architecture, building and planning","(CAH13-01-01) architecture","East of England","Main scheme applicant","All","345"
"2021","(CAH13) architecture, building and planning","(CAH13-01-01) architecture","East of England","Main scheme applicant","All","390"
"2022","(CAH13) architecture, building and planning","(CAH13-01-01) architecture","East of England","Main scheme applicant","All","400"
"2023","(CAH13) architecture, building and planning","(CAH13-01-01) architecture","East of England","Main scheme applicant","All","400"
"2019","(CAH13) architecture, building and planning","(CAH13-01-03) landscape design","East of England","Main scheme applicant","All","10"
"2020","(CAH13) architecture, building and planning","(CAH13-01-03) landscape design","East of England","Main scheme applicant","All","10"
"2021","(CAH13) architecture, building and planning","(CAH13-01-03) landscape design","East of England","Main scheme applicant","All","10"
"2022","(CAH13) architecture, building and planning","(CAH13-01-03) landscape design","East of England","Main scheme applicant","All","5"
"2023","(CAH13) architecture, building and planning","(CAH13-01-03) landscape design","East of England","Main scheme applicant","All","10"
"2019","(CAH13) architecture, building and planning","(CAH13-01-02) building","East of England","Main scheme applicant","All","190"
"2020","(CAH13) architecture, building and planning","(CAH13-01-02) building","East of England","Main scheme applicant","All","180"
"2021","(CAH13) architecture, building and planning","(CAH13-01-02) building","East of England","Main scheme applicant","All","205"
"2022","(CAH13) architecture, building and planning","(CAH13-01-02) building","East of England","Main scheme applicant","All","195"
"2023","(CAH13) architecture, building and planning","(CAH13-01-02) building","East of England","Main scheme applicant","All","155"
"2019","(CAH13) architecture, building and planning","(CAH13-01-04) planning (urban, rural and regional)","East of England","Main scheme applicant","All","55"
"2020","(CAH13) architecture, building and planning","(CAH13-01-04) planning (urban, rural and regional)","East of England","Main scheme applicant","All","55"
"2021","(CAH13) architecture, building and planning","(CAH13-01-04) planning (urban, rural and regional)","East of England","Main scheme applicant","All","50"
"2022","(CAH13) architecture, building and planning","(CAH13-01-04) planning (urban, rural and regional)","East of England","Main scheme applicant","All","35"
"2023","(CAH13) architecture, building and planning","(CAH13-01-04) planning (urban, rural and regional)","East of England","Main scheme applicant","All","40"
"2019","(CAH01) medicine and dentistry","(CAH01-01-03) medicine by specialism","East of England","Main scheme applicant","All","20"
"2020","(CAH01) medicine and dentistry","(CAH01-01-03) medicine by specialism","East of England","Main scheme applicant","All","25"
"2021","(CAH01) medicine and dentistry","(CAH01-01-03) medicine by specialism","East of England","Main scheme applicant","All","20"
"2022","(CAH01) medicine and dentistry","(CAH01-01-03) medicine by specialism","East of England","Main scheme applicant","All","25"
"2023","(CAH01) medicine and dentistry","(CAH01-01-03) medicine by specialism","East of England","Main scheme applicant","All","20"
"2019","(CAH01) medicine and dentistry","(CAH01-01-04) dentistry","East of England","Main scheme applicant","All","75"
"2020","(CAH01) medicine and dentistry","(CAH01-01-04) dentistry","East of England","Main scheme applicant","All","80"
"2021","(CAH01) medicine and dentistry","(CAH01-01-04) dentistry","East of England","Main scheme applicant","All","80"
"2022","(CAH01) medicine and dentistry","(CAH01-01-04) dentistry","East of England","Main scheme applicant","All","75"
"2023","(CAH01) medicine and dentistry","(CAH01-01-04) dentistry","East of England","Main scheme applicant","All","80"
"2019","(CAH01) medicine and dentistry","(CAH01-01-02) medicine (non-specific)","East of England","Main scheme applicant","All","685"
"2020","(CAH01) medicine and dentistry","(CAH01-01-02) medicine (non-specific)","East of England","Main scheme applicant","All","750"
"2021","(CAH01) medicine and dentistry","(CAH01-01-02) medicine (non-specific)","East of England","Main scheme applicant","All","735"
"2022","(CAH01) medicine and dentistry","(CAH01-01-02) medicine (non-specific)","East of England","Main scheme applicant","All","705"
"2023","(CAH01) medicine and dentistry","(CAH01-01-02) medicine (non-specific)","East of England","Main scheme applicant","All","780"
"2019","(CAH01) medicine and dentistry","(CAH01-01-01) medical sciences (non-specific)","East of England","Main scheme applicant","All","15"
"2020","(CAH01) medicine and dentistry","(CAH01-01-01) medical sciences (non-specific)","East of England","Main scheme applicant","All","25"
"2021","(CAH01) medicine and dentistry","(CAH01-01-01) medical sciences (non-specific)","East of England","Main scheme applicant","All","15"
"2022","(CAH01) medicine and dentistry","(CAH01-01-01) medical sciences (non-specific)","East of England","Main scheme applicant","All","25"
"2023","(CAH01) medicine and dentistry","(CAH01-01-01) medical sciences (non-specific)","East of England","Main scheme applicant","All","20"
"2019","(CAH20) historical, philosophical and religious studies","(CAH20-01-01) history","East of England","Main scheme applicant","All","1070"
"2020","(CAH20) historical, philosophical and religious studies","(CAH20-01-01) history","East of England","Main scheme applicant","All","925"
"2021","(CAH20) historical, philosophical and religious studies","(CAH20-01-01) history","East of England","Main scheme applicant","All","950"
"2022","(CAH20) historical, philosophical and religious studies","(CAH20-01-01) history","East of England","Main scheme applicant","All","885"
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-01-01) history","East of England","Main scheme applicant","All","920"
"2019","(CAH20) historical, philosophical and religious studies","(CAH20-01-03) archaeology","East of England","Main scheme applicant","All","70"
"2020","(CAH20) historical, philosophical and religious studies","(CAH20-01-03) archaeology","East of England","Main scheme applicant","All","60"
"2021","(CAH20) historical, philosophical and religious studies","(CAH20-01-03) archaeology","East of England","Main scheme applicant","All","75"
"2022","(CAH20) historical, philosophical and religious studies","(CAH20-01-03) archaeology","East of England","Main scheme applicant","All","75"
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-01-03) archaeology","East of England","Main scheme applicant","All","70"
"2019","(CAH20) historical, philosophical and religious studies","(CAH20-01-05) classics","East of England","Main scheme applicant","All","135"
"2020","(CAH20) historical, philosophical and religious studies","(CAH20-01-05) classics","East of England","Main scheme applicant","All","145"
"2021","(CAH20) historical, philosophical and religious studies","(CAH20-01-05) classics","East of England","Main scheme applicant","All","145"
"2022","(CAH20) historical, philosophical and religious studies","(CAH20-01-05) classics","East of England","Main scheme applicant","All","140"
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-01-05) classics","East of England","Main scheme applicant","All","140"
"2019","(CAH20) historical, philosophical and religious studies","(CAH20-01-02) history of art, architecture and design","East of England","Main scheme applicant","All","95"
"2020","(CAH20) historical, philosophical and religious studies","(CAH20-01-02) history of art, architecture and design","East of England","Main scheme applicant","All","85"
"2021","(CAH20) historical, philosophical and religious studies","(CAH20-01-02) history of art, architecture and design","East of England","Main scheme applicant","All","90"
"2022","(CAH20) historical, philosophical and religious studies","(CAH20-01-02) history of art, architecture and design","East of England","Main scheme applicant","All","90"
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-01-02) history of art, architecture and design","East of England","Main scheme applicant","All","80"
"2019","(CAH20) historical, philosophical and religious studies","(CAH20-02-01) philosophy","East of England","Main scheme applicant","All","325"
"2020","(CAH20) historical, philosophical and religious studies","(CAH20-02-01) philosophy","East of England","Main scheme applicant","All","305"
"2021","(CAH20) historical, philosophical and religious studies","(CAH20-02-01) philosophy","East of England","Main scheme applicant","All","315"
"2022","(CAH20) historical, philosophical and religious studies","(CAH20-02-01) philosophy","East of England","Main scheme applicant","All","310"
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-02-01) philosophy","East of England","Main scheme applicant","All","330"
"2019","(CAH20) historical, philosophical and religious studies","(CAH20-02-02) theology and religious studies","East of England","Main scheme applicant","All","85"
"2020","(CAH20) historical, philosophical and religious studies","(CAH20-02-02) theology and religious studies","East of England","Main scheme applicant","All","80"
"2021","(CAH20) historical, philosophical and religious studies","(CAH20-02-02) theology and religious studies","East of England","Main scheme applicant","All","50"
"2022","(CAH20) historical, philosophical and religious studies","(CAH20-02-02) theology and religious studies","East of England","Main scheme applicant","All","65"
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-02-02) theology and religious studies","East of England","Main scheme applicant","All","55"
"2020","(CAH20) historical, philosophical and religious studies","(CAH20-01-04) heritage studies","East of England","Main scheme applicant","All","5"
"2021","(CAH20) historical, philosophical and religious studies","(CAH20-01-04) heritage studies","East of England","Main scheme applicant","All","5"
"2022","(CAH20) historical, philosophical and religious studies","(CAH20-01-04) heritage studies","East of England","Main scheme applicant","All","5"
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-01-04) heritage studies","East of England","Main scheme applicant","All","5"
"2019","(CAH11) computing","(CAH11-01-08) others in computing","East of England","Main scheme applicant","All","40"
"2020","(CAH11) computing","(CAH11-01-08) others in computing","East of England","Main scheme applicant","All","50"
"2021","(CAH11) computing","(CAH11-01-08) others in computing","East of England","Main scheme applicant","All","25"
"2022","(CAH11) computing","(CAH11-01-08) others in computing","East of England","Main scheme applicant","All","35"
"2023","(CAH11) computing","(CAH11-01-08) others in computing","East of England","Main scheme applicant","All","45"
"2019","(CAH11) computing","(CAH11-01-05) artificial intelligence","East of England","Main scheme applicant","All","30"
"2020","(CAH11) computing","(CAH11-01-05) artificial intelligence","East of England","Main scheme applicant","All","35"
"2021","(CAH11) computing","(CAH11-01-05) artificial intelligence","East of England","Main scheme applicant","All","40"
"2022","(CAH11) computing","(CAH11-01-05) artificial intelligence","East of England","Main scheme applicant","All","50"
"2023","(CAH11) computing","(CAH11-01-05) artificial intelligence","East of England","Main scheme applicant","All","55"
"2019","(CAH11) computing","(CAH11-01-07) business computing","East of England","Main scheme applicant","All","30"
"2020","(CAH11) computing","(CAH11-01-07) business computing","East of England","Main scheme applicant","All","25"
"2021","(CAH11) computing","(CAH11-01-07) business computing","East of England","Main scheme applicant","All","15"
"2022","(CAH11) computing","(CAH11-01-07) business computing","East of England","Main scheme applicant","All","25"
"2023","(CAH11) computing","(CAH11-01-07) business computing","East of England","Main scheme applicant","All","20"
"2019","(CAH11) computing","(CAH11-01-06) computer games and animation","East of England","Main scheme applicant","All","495"
"2020","(CAH11) computing","(CAH11-01-06) computer games and animation","East of England","Main scheme applicant","All","490"
"2021","(CAH11) computing","(CAH11-01-06) computer games and animation","East of England","Main scheme applicant","All","510"
"2022","(CAH11) computing","(CAH11-01-06) computer games and animation","East of England","Main scheme applicant","All","530"
"2023","(CAH11) computing","(CAH11-01-06) computer games and animation","East of England","Main scheme applicant","All","490"
"2019","(CAH11) computing","(CAH11-01-01) computer science","East of England","Main scheme applicant","All","915"
"2020","(CAH11) computing","(CAH11-01-01) computer science","East of England","Main scheme applicant","All","1020"
"2021","(CAH11) computing","(CAH11-01-01) computer science","East of England","Main scheme applicant","All","990"
"2022","(CAH11) computing","(CAH11-01-01) computer science","East of England","Main scheme applicant","All","1230"
"2023","(CAH11) computing","(CAH11-01-01) computer science","East of England","Main scheme applicant","All","1220"
"2019","(CAH11) computing","(CAH11-01-02) information technology","East of England","Main scheme applicant","All","75"
"2020","(CAH11) computing","(CAH11-01-02) information technology","East of England","Main scheme applicant","All","45"
"2021","(CAH11) computing","(CAH11-01-02) information technology","East of England","Main scheme applicant","All","40"
"2022","(CAH11) computing","(CAH11-01-02) information technology","East of England","Main scheme applicant","All","55"
"2023","(CAH11) computing","(CAH11-01-02) information technology","East of England","Main scheme applicant","All","40"
"2019","(CAH11) computing","(CAH11-01-03) information systems","East of England","Main scheme applicant","All","30"
"2020","(CAH11) computing","(CAH11-01-03) information systems","East of England","Main scheme applicant","All","30"
"2021","(CAH11) computing","(CAH11-01-03) information systems","East of England","Main scheme applicant","All","30"
"2022","(CAH11) computing","(CAH11-01-03) information systems","East of England","Main scheme applicant","All","35"
"2023","(CAH11) computing","(CAH11-01-03) information systems","East of England","Main scheme applicant","All","40"
"2019","(CAH11) computing","(CAH11-01-04) software engineering","East of England","Main scheme applicant","All","225"
"2020","(CAH11) computing","(CAH11-01-04) software engineering","East of England","Main scheme applicant","All","285"
"2021","(CAH11) computing","(CAH11-01-04) software engineering","East of England","Main scheme applicant","All","250"
"2022","(CAH11) computing","(CAH11-01-04) software engineering","East of England","Main scheme applicant","All","275"
"2023","(CAH11) computing","(CAH11-01-04) software engineering","East of England","Main scheme applicant","All","280"
"2019","(CAH26) geography, earth and environmental studies","(CAH26-01-06) earth sciences","East of England","Main scheme applicant","All","130"
"2020","(CAH26) geography, earth and environmental studies","(CAH26-01-06) earth sciences","East of England","Main scheme applicant","All","125"
"2021","(CAH26) geography, earth and environmental studies","(CAH26-01-06) earth sciences","East of England","Main scheme applicant","All","140"
"2022","(CAH26) geography, earth and environmental studies","(CAH26-01-06) earth sciences","East of England","Main scheme applicant","All","120"
"2023","(CAH26) geography, earth and environmental studies","(CAH26-01-06) earth sciences","East of England","Main scheme applicant","All","135"
"2019","(CAH26) geography, earth and environmental studies","(CAH26-01-04) environmental sciences","East of England","Main scheme applicant","All","110"
"2020","(CAH26) geography, earth and environmental studies","(CAH26-01-04) environmental sciences","East of England","Main scheme applicant","All","115"
"2021","(CAH26) geography, earth and environmental studies","(CAH26-01-04) environmental sciences","East of England","Main scheme applicant","All","130"
