"Year","MEM quintile","Tariff group of provider","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Accepted applicants","Population estimate","Entry rate"
"2023","Quintile 1","Higher tariff","18","England","All","Not main scheme applicant","All","10","128990","0"
"2023","Quintile 2","Higher tariff","18","England","All","Not main scheme applicant","All","10","108290","0"
"2023","Quintile 3","Higher tariff","18","England","All","Not main scheme applicant","All","10","118620","0"
"2023","Quintile 4","Higher tariff","18","England","All","Not main scheme applicant","All","10","129090","0"
"2023","Quintile 5","Higher tariff","18","England","All","Not main scheme applicant","All","40","141650","0"
"2006","Quintile 1","Medium tariff","18","England","All","Not main scheme applicant","All","60","125480","0.001"
"2006","Quintile 2","Medium tariff","18","England","All","Not main scheme applicant","All","90","122440","0.001"
"2006","Quintile 3","Medium tariff","18","England","All","Not main scheme applicant","All","110","121540","0.001"
"2006","Quintile 4","Medium tariff","18","England","All","Not main scheme applicant","All","120","120340","0.001"
"2006","Quintile 5","Medium tariff","18","England","All","Not main scheme applicant","All","150","120110","0.001"
"2007","Quintile 1","Medium tariff","18","England","All","Not main scheme applicant","All","50","122540","0"
"2007","Quintile 2","Medium tariff","18","England","All","Not main scheme applicant","All","110","120910","0.001"
"2007","Quintile 3","Medium tariff","18","England","All","Not main scheme applicant","All","120","120670","0.001"
"2007","Quintile 4","Medium tariff","18","England","All","Not main scheme applicant","All","110","120780","0.001"
"2007","Quintile 5","Medium tariff","18","England","All","Not main scheme applicant","All","160","120320","0.001"
"2008","Quintile 1","Medium tariff","18","England","All","Not main scheme applicant","All","40","123530","0"
"2008","Quintile 2","Medium tariff","18","England","All","Not main scheme applicant","All","80","124140","0.001"
"2008","Quintile 3","Medium tariff","18","England","All","Not main scheme applicant","All","100","124610","0.001"
"2008","Quintile 4","Medium tariff","18","England","All","Not main scheme applicant","All","110","124400","0.001"
"2008","Quintile 5","Medium tariff","18","England","All","Not main scheme applicant","All","140","124390","0.001"
"2009","Quintile 1","Medium tariff","18","England","All","Not main scheme applicant","All","20","122350","0"
"2009","Quintile 2","Medium tariff","18","England","All","Not main scheme applicant","All","30","124860","0"
"2009","Quintile 3","Medium tariff","18","England","All","Not main scheme applicant","All","50","124180","0"
"2009","Quintile 4","Medium tariff","18","England","All","Not main scheme applicant","All","40","124410","0"
"2009","Quintile 5","Medium tariff","18","England","All","Not main scheme applicant","All","60","124730","0"
"2010","Quintile 1","Medium tariff","18","England","All","Not main scheme applicant","All","10","121890","0"
"2010","Quintile 2","Medium tariff","18","England","All","Not main scheme applicant","All","10","123410","0"
"2010","Quintile 3","Medium tariff","18","England","All","Not main scheme applicant","All","30","124780","0"
"2010","Quintile 4","Medium tariff","18","England","All","Not main scheme applicant","All","20","125830","0"
"2010","Quintile 5","Medium tariff","18","England","All","Not main scheme applicant","All","30","126210","0"
"2011","Quintile 1","Medium tariff","18","England","All","Not main scheme applicant","All","10","119150","0"
"2011","Quintile 2","Medium tariff","18","England","All","Not main scheme applicant","All","20","120220","0"
"2011","Quintile 3","Medium tariff","18","England","All","Not main scheme applicant","All","20","122440","0"
"2011","Quintile 4","Medium tariff","18","England","All","Not main scheme applicant","All","30","123980","0"
"2011","Quintile 5","Medium tariff","18","England","All","Not main scheme applicant","All","30","123640","0"
"2012","Quintile 1","Medium tariff","18","England","All","Not main scheme applicant","All","40","116570","0"
"2012","Quintile 2","Medium tariff","18","England","All","Not main scheme applicant","All","70","118950","0.001"
"2012","Quintile 3","Medium tariff","18","England","All","Not main scheme applicant","All","60","123560","0"
"2012","Quintile 4","Medium tariff","18","England","All","Not main scheme applicant","All","90","125960","0.001"
"2012","Quintile 5","Medium tariff","18","England","All","Not main scheme applicant","All","160","125460","0.001"
"2013","Quintile 1","Medium tariff","18","England","All","Not main scheme applicant","All","20","115210","0"
"2013","Quintile 2","Medium tariff","18","England","All","Not main scheme applicant","All","60","116100","0"
"2013","Quintile 3","Medium tariff","18","England","All","Not main scheme applicant","All","60","121130","0"
"2013","Quintile 4","Medium tariff","18","England","All","Not main scheme applicant","All","80","123700","0.001"
"2013","Quintile 5","Medium tariff","18","England","All","Not main scheme applicant","All","140","124920","0.001"
"2014","Quintile 1","Medium tariff","18","England","All","Not main scheme applicant","All","20","114800","0"
"2014","Quintile 2","Medium tariff","18","England","All","Not main scheme applicant","All","40","113810","0"
"2014","Quintile 3","Medium tariff","18","England","All","Not main scheme applicant","All","70","119430","0.001"
"2014","Quintile 4","Medium tariff","18","England","All","Not main scheme applicant","All","60","122900","0"
"2014","Quintile 5","Medium tariff","18","England","All","Not main scheme applicant","All","130","124360","0.001"
"2015","Quintile 1","Medium tariff","18","England","All","Not main scheme applicant","All","40","118270","0"
"2015","Quintile 2","Medium tariff","18","England","All","Not main scheme applicant","All","50","115170","0"
"2015","Quintile 3","Medium tariff","18","England","All","Not main scheme applicant","All","70","121520","0.001"
"2015","Quintile 4","Medium tariff","18","England","All","Not main scheme applicant","All","90","124860","0.001"
"2015","Quintile 5","Medium tariff","18","England","All","Not main scheme applicant","All","140","127520","0.001"
"2016","Quintile 1","Medium tariff","18","England","All","Not main scheme applicant","All","50","118990","0"
"2016","Quintile 2","Medium tariff","18","England","All","Not main scheme applicant","All","80","111170","0.001"
"2016","Quintile 3","Medium tariff","18","England","All","Not main scheme applicant","All","90","119040","0.001"
"2016","Quintile 4","Medium tariff","18","England","All","Not main scheme applicant","All","100","124340","0.001"
"2016","Quintile 5","Medium tariff","18","England","All","Not main scheme applicant","All","160","126600","0.001"
"2017","Quintile 1","Medium tariff","18","England","All","Not main scheme applicant","All","60","116390","0.001"
"2017","Quintile 2","Medium tariff","18","England","All","Not main scheme applicant","All","110","109630","0.001"
"2017","Quintile 3","Medium tariff","18","England","All","Not main scheme applicant","All","130","117550","0.001"
"2017","Quintile 4","Medium tariff","18","England","All","Not main scheme applicant","All","140","123990","0.001"
"2017","Quintile 5","Medium tariff","18","England","All","Not main scheme applicant","All","220","127120","0.002"
"2018","Quintile 1","Medium tariff","18","England","All","Not main scheme applicant","All","60","112990","0.001"
"2018","Quintile 2","Medium tariff","18","England","All","Not main scheme applicant","All","90","106010","0.001"
"2018","Quintile 3","Medium tariff","18","England","All","Not main scheme applicant","All","130","114520","0.001"
"2018","Quintile 4","Medium tariff","18","England","All","Not main scheme applicant","All","190","122560","0.002"
"2018","Quintile 5","Medium tariff","18","England","All","Not main scheme applicant","All","220","125440","0.002"
"2019","Quintile 1","Medium tariff","18","England","All","Not main scheme applicant","All","80","108100","0.001"
"2019","Quintile 2","Medium tariff","18","England","All","Not main scheme applicant","All","140","102760","0.001"
"2019","Quintile 3","Medium tariff","18","England","All","Not main scheme applicant","All","170","112010","0.001"
"2019","Quintile 4","Medium tariff","18","England","All","Not main scheme applicant","All","230","120200","0.002"
"2019","Quintile 5","Medium tariff","18","England","All","Not main scheme applicant","All","280","124290","0.002"
"2020","Quintile 1","Medium tariff","18","England","All","Not main scheme applicant","All","160","106620","0.001"
"2020","Quintile 2","Medium tariff","18","England","All","Not main scheme applicant","All","240","100580","0.002"
"2020","Quintile 3","Medium tariff","18","England","All","Not main scheme applicant","All","290","111240","0.003"
"2020","Quintile 4","Medium tariff","18","England","All","Not main scheme applicant","All","380","119940","0.003"
"2020","Quintile 5","Medium tariff","18","England","All","Not main scheme applicant","All","390","124720","0.003"
"2021","Quintile 1","Medium tariff","18","England","All","Not main scheme applicant","All","100","111600","0.001"
"2021","Quintile 2","Medium tariff","18","England","All","Not main scheme applicant","All","140","103600","0.001"
"2021","Quintile 3","Medium tariff","18","England","All","Not main scheme applicant","All","170","114040","0.001"
"2021","Quintile 4","Medium tariff","18","England","All","Not main scheme applicant","All","210","124310","0.002"
"2021","Quintile 5","Medium tariff","18","England","All","Not main scheme applicant","All","200","130060","0.002"
"2022","Quintile 1","Medium tariff","18","England","All","Not main scheme applicant","All","80","118730","0.001"
"2022","Quintile 2","Medium tariff","18","England","All","Not main scheme applicant","All","120","106520","0.001"
"2022","Quintile 3","Medium tariff","18","England","All","Not main scheme applicant","All","170","116190","0.001"
"2022","Quintile 4","Medium tariff","18","England","All","Not main scheme applicant","All","190","126370","0.002"
"2022","Quintile 5","Medium tariff","18","England","All","Not main scheme applicant","All","190","133310","0.001"
"2023","Quintile 1","Medium tariff","18","England","All","Not main scheme applicant","All","90","128990","0.001"
"2023","Quintile 2","Medium tariff","18","England","All","Not main scheme applicant","All","130","108290","0.001"
"2023","Quintile 3","Medium tariff","18","England","All","Not main scheme applicant","All","160","118620","0.001"
"2023","Quintile 4","Medium tariff","18","England","All","Not main scheme applicant","All","210","129090","0.002"
