"Year","Achieved SQA higher points","POLAR4 Quintile","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2020","15 point(s)","All","Main scheme applicant","Main scheme application","1185","920","0.777","0"
"2021","15 point(s)","All","Main scheme applicant","Main scheme application","1035","795","0.766","0"
"2022","15 point(s)","All","Main scheme applicant","Main scheme application","1035","785","0.758","0"
"2023","15 point(s)","All","Main scheme applicant","Main scheme application","1125","935","0.833","0"
"2010","16 point(s)","All","Main scheme applicant","Main scheme application","1590","1390","0.876","0"
"2011","16 point(s)","All","Main scheme applicant","Main scheme application","1650","1385","0.839","0"
"2012","16 point(s)","All","Main scheme applicant","Main scheme application","1605","1345","0.84","0"
"2013","16 point(s)","All","Main scheme applicant","Main scheme application","1655","1380","0.835","0"
"2014","16 point(s)","All","Main scheme applicant","Main scheme application","1630","1400","0.858","0"
"2015","16 point(s)","All","Main scheme applicant","Main scheme application","1665","1350","0.81","0"
"2016","16 point(s)","All","Main scheme applicant","Main scheme application","1705","1355","0.795","0"
"2017","16 point(s)","All","Main scheme applicant","Main scheme application","1680","1330","0.791","0"
"2018","16 point(s)","All","Main scheme applicant","Main scheme application","1660","1365","0.8220000000000001","0"
"2019","16 point(s)","All","Main scheme applicant","Main scheme application","1495","1230","0.8220000000000001","0"
"2020","16 point(s)","All","Main scheme applicant","Main scheme application","1420","1185","0.834","0"
"2021","16 point(s)","All","Main scheme applicant","Main scheme application","1370","1110","0.809","0"
"2022","16 point(s)","All","Main scheme applicant","Main scheme application","1285","1055","0.8230000000000001","0"
"2023","16 point(s)","All","Main scheme applicant","Main scheme application","1360","1175","0.864","0"
"2010","17 point(s)","All","Main scheme applicant","Main scheme application","1485","1350","0.909","0"
"2011","17 point(s)","All","Main scheme applicant","Main scheme application","1720","1530","0.889","0"
"2012","17 point(s)","All","Main scheme applicant","Main scheme application","1705","1520","0.89","0"
"2013","17 point(s)","All","Main scheme applicant","Main scheme application","1675","1470","0.88","0"
"2014","17 point(s)","All","Main scheme applicant","Main scheme application","1765","1570","0.89","0"
"2015","17 point(s)","All","Main scheme applicant","Main scheme application","1800","1590","0.883","0"
"2016","17 point(s)","All","Main scheme applicant","Main scheme application","1945","1670","0.859","0"
"2017","17 point(s)","All","Main scheme applicant","Main scheme application","1860","1570","0.844","0"
"2018","17 point(s)","All","Main scheme applicant","Main scheme application","1785","1525","0.855","0"
"2019","17 point(s)","All","Main scheme applicant","Main scheme application","1590","1390","0.872","0"
"2020","17 point(s)","All","Main scheme applicant","Main scheme application","1710","1485","0.869","0"
"2021","17 point(s)","All","Main scheme applicant","Main scheme application","1695","1455","0.858","0"
"2022","17 point(s)","All","Main scheme applicant","Main scheme application","1500","1310","0.872","0"
"2023","17 point(s)","All","Main scheme applicant","Main scheme application","1595","1410","0.883","0"
"2010","18 point(s)","All","Main scheme applicant","Main scheme application","1395","1290","0.925","0"
"2011","18 point(s)","All","Main scheme applicant","Main scheme application","1505","1370","0.908","0"
"2012","18 point(s)","All","Main scheme applicant","Main scheme application","1680","1545","0.919","0"
"2013","18 point(s)","All","Main scheme applicant","Main scheme application","1630","1490","0.916","0"
"2014","18 point(s)","All","Main scheme applicant","Main scheme application","1920","1780","0.926","0"
"2015","18 point(s)","All","Main scheme applicant","Main scheme application","1880","1725","0.917","0"
"2016","18 point(s)","All","Main scheme applicant","Main scheme application","1915","1715","0.896","0"
"2017","18 point(s)","All","Main scheme applicant","Main scheme application","1960","1730","0.882","0"
"2018","18 point(s)","All","Main scheme applicant","Main scheme application","1745","1555","0.89","0"
"2019","18 point(s)","All","Main scheme applicant","Main scheme application","1695","1535","0.906","0"
"2020","18 point(s)","All","Main scheme applicant","Main scheme application","1845","1645","0.893","0"
"2021","18 point(s)","All","Main scheme applicant","Main scheme application","1985","1745","0.88","0"
"2022","18 point(s)","All","Main scheme applicant","Main scheme application","1785","1555","0.87","0"
"2023","18 point(s)","All","Main scheme applicant","Main scheme application","1810","1660","0.917","0"
"2010","19 point(s)","All","Main scheme applicant","Main scheme application","1325","1220","0.92","0"
"2011","19 point(s)","All","Main scheme applicant","Main scheme application","1345","1250","0.929","0"
"2012","19 point(s)","All","Main scheme applicant","Main scheme application","1570","1435","0.915","0"
"2013","19 point(s)","All","Main scheme applicant","Main scheme application","1665","1545","0.929","0"
"2014","19 point(s)","All","Main scheme applicant","Main scheme application","1735","1585","0.914","0"
"2015","19 point(s)","All","Main scheme applicant","Main scheme application","1765","1605","0.91","0"
"2016","19 point(s)","All","Main scheme applicant","Main scheme application","1905","1735","0.912","0"
"2017","19 point(s)","All","Main scheme applicant","Main scheme application","1840","1685","0.915","0"
"2018","19 point(s)","All","Main scheme applicant","Main scheme application","1775","1615","0.911","0"
"2019","19 point(s)","All","Main scheme applicant","Main scheme application","1735","1590","0.917","0"
"2020","19 point(s)","All","Main scheme applicant","Main scheme application","1885","1715","0.91","0"
"2021","19 point(s)","All","Main scheme applicant","Main scheme application","2230","1985","0.891","0"
"2022","19 point(s)","All","Main scheme applicant","Main scheme application","2065","1830","0.886","0"
"2023","19 point(s)","All","Main scheme applicant","Main scheme application","1935","1770","0.914","0"
"2010","20 point(s)","All","Main scheme applicant","Main scheme application","2180","2015","0.923","0"
"2011","20 point(s)","All","Main scheme applicant","Main scheme application","2375","2185","0.919","0"
"2012","20 point(s)","All","Main scheme applicant","Main scheme application","2630","2410","0.916","0"
"2013","20 point(s)","All","Main scheme applicant","Main scheme application","2965","2695","0.91","0"
"2014","20 point(s)","All","Main scheme applicant","Main scheme application","3080","2820","0.915","0"
"2015","20 point(s)","All","Main scheme applicant","Main scheme application","3230","2960","0.915","0"
"2016","20 point(s)","All","Main scheme applicant","Main scheme application","3315","3025","0.913","0"
"2017","20 point(s)","All","Main scheme applicant","Main scheme application","3405","3120","0.916","0"
"2018","20 point(s)","All","Main scheme applicant","Main scheme application","3400","3120","0.918","0"
"2019","20 point(s)","All","Main scheme applicant","Main scheme application","3240","2995","0.924","0"
"2020","20 point(s)","All","Main scheme applicant","Main scheme application","4000","3690","0.922","0"
"2021","20 point(s)","All","Main scheme applicant","Main scheme application","6100","5625","0.923","0"
"2022","20 point(s)","All","Main scheme applicant","Main scheme application","6390","5795","0.907","0"
"2023","20 point(s)","All","Main scheme applicant","Main scheme application","4955","4585","0.925","0"
"2010","All","All","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2011","All","All","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2012","All","All","Not main scheme applicant","Not main scheme application","5","5"," ","5"
"2013","All","All","Not main scheme applicant","Not main scheme application","5","5"," ","5"
"2014","All","All","Not main scheme applicant","Not main scheme application","10","10","1","0"
"2015","All","All","Not main scheme applicant","Not main scheme application","10","10"," ","5"
"2016","All","All","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2017","All","All","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2018","All","All","Not main scheme applicant","Not main scheme application","5","5"," ","5"
"2019","All","All","Not main scheme applicant","Not main scheme application","10","10","1","0"
"2020","All","All","Not main scheme applicant","Not main scheme application","30","25","0.931","5"
"2021","All","All","Not main scheme applicant","Not main scheme application","10","10","1","0"
"2022","All","All","Not main scheme applicant","Not main scheme application","15","10","0.923","5"
"2023","All","All","Not main scheme applicant","Not main scheme application","10","10","1","0"
"2010","All","All","Main scheme applicant","Not main scheme application","855","740","0.869","0"
"2011","All","All","Main scheme applicant","Not main scheme application","820","660","0.808","0"
"2012","All","All","Main scheme applicant","Not main scheme application","855","695","0.8170000000000001","0"
"2013","All","All","Main scheme applicant","Not main scheme application","850","690","0.811","0"
"2014","All","All","Main scheme applicant","Not main scheme application","830","590","0.711","0"
"2015","All","All","Main scheme applicant","Not main scheme application","950","670","0.704","0"
"2016","All","All","Main scheme applicant","Not main scheme application","980","705","0.721","0"
"2017","All","All","Main scheme applicant","Not main scheme application","935","665","0.71","0"
"2018","All","All","Main scheme applicant","Not main scheme application","790","595","0.751","0"
"2019","All","All","Main scheme applicant","Not main scheme application","820","620","0.759","0"
