"Year","Parent in UK armed forces status","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2023","Not declared","18","England","All","Main scheme applicant","Not main scheme application","450","410","0.909","0"
"2023","Not declared","18","Scotland","All","Main scheme applicant","Not main scheme application","15","15","0.875","0"
"2023","Not declared","18","Wales","All","Main scheme applicant","Not main scheme application","15","15","1","0"
"2023","Parent has not served in UK armed forces","18","Northern Ireland","All","Main scheme applicant","Not main scheme application","985","820","0.833","0"
"2023","Parent has not served in UK armed forces","18","England","All","Main scheme applicant","Not main scheme application","38715","35735","0.923","0"
"2023","Parent has not served in UK armed forces","18","Scotland","All","Main scheme applicant","Not main scheme application","950","775","0.8180000000000001","0"
"2023","Parent has not served in UK armed forces","18","Wales","All","Main scheme applicant","Not main scheme application","1085","985","0.909","0"
"2023","Parent has served in UK armed forces","18","Northern Ireland","All","Main scheme applicant","Not main scheme application","40","30","0.795","0"
"2023","Parent has served in UK armed forces","18","England","All","Main scheme applicant","Not main scheme application","1200","1120","0.936","0"
"2023","Parent has served in UK armed forces","18","Scotland","All","Main scheme applicant","Not main scheme application","55","50","0.889","0"
"2023","Parent has served in UK armed forces","18","Wales","All","Main scheme applicant","Not main scheme application","65","60","0.922","0"
"2023","Not declared","19","England","All","Main scheme applicant","Not main scheme application","170","145","0.855","0"
"2023","Not declared","19","Scotland","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Not declared","19","Wales","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Parent has not served in UK armed forces","19","Northern Ireland","All","Main scheme applicant","Not main scheme application","240","195","0.808","0"
"2023","Parent has not served in UK armed forces","19","England","All","Main scheme applicant","Not main scheme application","8365","7325","0.876","0"
"2023","Parent has not served in UK armed forces","19","Scotland","All","Main scheme applicant","Not main scheme application","340","250","0.735","0"
"2023","Parent has not served in UK armed forces","19","Wales","All","Main scheme applicant","Not main scheme application","275","250","0.905","0"
"2023","Parent has served in UK armed forces","19","Northern Ireland","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Parent has served in UK armed forces","19","England","All","Main scheme applicant","Not main scheme application","215","190","0.88","0"
"2023","Parent has served in UK armed forces","19","Scotland","All","Main scheme applicant","Not main scheme application","20","15","0.789","0"
"2023","Parent has served in UK armed forces","19","Wales","All","Main scheme applicant","Not main scheme application","10","10"," ","0"
"2023","Not declared","20","Northern Ireland","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Not declared","20","England","All","Main scheme applicant","Not main scheme application","55","45","0.811","0"
"2023","Not declared","20","Scotland","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Parent has not served in UK armed forces","20","Northern Ireland","All","Main scheme applicant","Not main scheme application","80","60","0.747","0"
"2023","Parent has not served in UK armed forces","20","England","All","Main scheme applicant","Not main scheme application","2555","2125","0.8310000000000001","0"
"2023","Parent has not served in UK armed forces","20","Scotland","All","Main scheme applicant","Not main scheme application","165","115","0.713","0"
"2023","Parent has not served in UK armed forces","20","Wales","All","Main scheme applicant","Not main scheme application","115","90","0.789","0"
"2023","Parent has served in UK armed forces","20","England","All","Main scheme applicant","Not main scheme application","55","45","0.833","0"
"2023","Parent has served in UK armed forces","20","Scotland","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Not declared","21 - 24","England","All","Main scheme applicant","Not main scheme application","75","55","0.724","0"
"2023","Not declared","21 - 24","Scotland","All","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2023","Parent has not served in UK armed forces","21 - 24","Northern Ireland","All","Main scheme applicant","Not main scheme application","120","85","0.708","0"
"2023","Parent has not served in UK armed forces","21 - 24","England","All","Main scheme applicant","Not main scheme application","2860","2085","0.729","0"
"2023","Parent has not served in UK armed forces","21 - 24","Scotland","All","Main scheme applicant","Not main scheme application","330","215","0.648","0"
"2023","Parent has not served in UK armed forces","21 - 24","Wales","All","Main scheme applicant","Not main scheme application","130","100","0.785","0"
"2023","Parent has served in UK armed forces","21 - 24","Northern Ireland","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Parent has served in UK armed forces","21 - 24","England","All","Main scheme applicant","Not main scheme application","65","45","0.672","0"
"2023","Parent has served in UK armed forces","21 - 24","Scotland","All","Main scheme applicant","Not main scheme application","15","10"," ","0"
"2023","Parent has served in UK armed forces","21 - 24","Wales","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Not declared","25 - 29","England","All","Main scheme applicant","Not main scheme application","35","20","0.636","0"
"2023","Parent has not served in UK armed forces","25 - 29","Northern Ireland","All","Main scheme applicant","Not main scheme application","55","35","0.679","0"
"2023","Parent has not served in UK armed forces","25 - 29","England","All","Main scheme applicant","Not main scheme application","975","655","0.672","0"
"2023","Parent has not served in UK armed forces","25 - 29","Scotland","All","Main scheme applicant","Not main scheme application","140","95","0.674","0"
"2023","Parent has not served in UK armed forces","25 - 29","Wales","All","Main scheme applicant","Not main scheme application","75","55","0.747","0"
"2023","Parent has served in UK armed forces","25 - 29","England","All","Main scheme applicant","Not main scheme application","30","25","0.767","0"
"2023","Parent has served in UK armed forces","25 - 29","Scotland","All","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Not declared","30 - 34","England","All","Main scheme applicant","Not main scheme application","30","20","0.75","0"
"2023","Parent has not served in UK armed forces","30 - 34","Northern Ireland","All","Main scheme applicant","Not main scheme application","30","25","0.774","0"
"2023","Parent has not served in UK armed forces","30 - 34","England","All","Main scheme applicant","Not main scheme application","625","375","0.601","0"
"2023","Parent has not served in UK armed forces","30 - 34","Scotland","All","Main scheme applicant","Not main scheme application","75","40","0.553","0"
"2023","Parent has not served in UK armed forces","30 - 34","Wales","All","Main scheme applicant","Not main scheme application","45","40","0.867","0"
"2023","Parent has served in UK armed forces","30 - 34","England","All","Main scheme applicant","Not main scheme application","20","10","0.47600000000000003","0"
