"Year","Subject group HECoS","Detailed subject group HECoS","Ethnic group","Main scheme applicant","Main scheme application","Accepted applicants"
"2021","(CAH10) engineering and technology","(CAH10-01-09) chemical, process and energy engineering","Mixed","All","All","80"
"2022","(CAH10) engineering and technology","(CAH10-01-09) chemical, process and energy engineering","Mixed","All","All","100"
"2023","(CAH10) engineering and technology","(CAH10-01-09) chemical, process and energy engineering","Mixed","All","All","120"
"2023","(CAH10) engineering and technology","(CAH10-03-03) polymers and textiles","Mixed","All","All","5"
"2019","(CAH10) engineering and technology","(CAH10-01-01) engineering (non-specific)","Mixed","All","All","190"
"2020","(CAH10) engineering and technology","(CAH10-01-01) engineering (non-specific)","Mixed","All","All","195"
"2021","(CAH10) engineering and technology","(CAH10-01-01) engineering (non-specific)","Mixed","All","All","235"
"2022","(CAH10) engineering and technology","(CAH10-01-01) engineering (non-specific)","Mixed","All","All","200"
"2023","(CAH10) engineering and technology","(CAH10-01-01) engineering (non-specific)","Mixed","All","All","260"
"2019","(CAH10) engineering and technology","(CAH10-01-02) mechanical engineering","Mixed","All","All","330"
"2020","(CAH10) engineering and technology","(CAH10-01-02) mechanical engineering","Mixed","All","All","305"
"2021","(CAH10) engineering and technology","(CAH10-01-02) mechanical engineering","Mixed","All","All","350"
"2022","(CAH10) engineering and technology","(CAH10-01-02) mechanical engineering","Mixed","All","All","370"
"2023","(CAH10) engineering and technology","(CAH10-01-02) mechanical engineering","Mixed","All","All","380"
"2020","(CAH10) engineering and technology","(CAH10-03-04) maritime technology","Mixed","All","All","5"
"2021","(CAH10) engineering and technology","(CAH10-03-04) maritime technology","Mixed","All","All","5"
"2023","(CAH10) engineering and technology","(CAH10-03-04) maritime technology","Mixed","All","All","5"
"2019","(CAH10) engineering and technology","(CAH10-03-07) materials science","Mixed","All","All","10"
"2020","(CAH10) engineering and technology","(CAH10-03-07) materials science","Mixed","All","All","20"
"2021","(CAH10) engineering and technology","(CAH10-03-07) materials science","Mixed","All","All","15"
"2022","(CAH10) engineering and technology","(CAH10-03-07) materials science","Mixed","All","All","10"
"2023","(CAH10) engineering and technology","(CAH10-03-07) materials science","Mixed","All","All","15"
"2019","(CAH02) subjects allied to medicine","(CAH02-06-03) ophthalmics","Mixed","All","All","20"
"2020","(CAH02) subjects allied to medicine","(CAH02-06-03) ophthalmics","Mixed","All","All","20"
"2021","(CAH02) subjects allied to medicine","(CAH02-06-03) ophthalmics","Mixed","All","All","20"
"2022","(CAH02) subjects allied to medicine","(CAH02-06-03) ophthalmics","Mixed","All","All","30"
"2023","(CAH02) subjects allied to medicine","(CAH02-06-03) ophthalmics","Mixed","All","All","35"
"2019","(CAH02) subjects allied to medicine","(CAH02-05-04) anatomy, physiology and pathology","Mixed","All","All","35"
"2020","(CAH02) subjects allied to medicine","(CAH02-05-04) anatomy, physiology and pathology","Mixed","All","All","40"
"2021","(CAH02) subjects allied to medicine","(CAH02-05-04) anatomy, physiology and pathology","Mixed","All","All","35"
"2022","(CAH02) subjects allied to medicine","(CAH02-05-04) anatomy, physiology and pathology","Mixed","All","All","40"
"2023","(CAH02) subjects allied to medicine","(CAH02-05-04) anatomy, physiology and pathology","Mixed","All","All","40"
"2019","(CAH02) subjects allied to medicine","(CAH02-05-01) medical technology","Mixed","All","All","50"
"2020","(CAH02) subjects allied to medicine","(CAH02-05-01) medical technology","Mixed","All","All","65"
"2021","(CAH02) subjects allied to medicine","(CAH02-05-01) medical technology","Mixed","All","All","60"
"2022","(CAH02) subjects allied to medicine","(CAH02-05-01) medical technology","Mixed","All","All","75"
"2023","(CAH02) subjects allied to medicine","(CAH02-05-01) medical technology","Mixed","All","All","70"
"2019","(CAH02) subjects allied to medicine","(CAH02-06-06) complementary and alternative medicine","Mixed","All","All","40"
"2020","(CAH02) subjects allied to medicine","(CAH02-06-06) complementary and alternative medicine","Mixed","All","All","50"
"2021","(CAH02) subjects allied to medicine","(CAH02-06-06) complementary and alternative medicine","Mixed","All","All","65"
"2022","(CAH02) subjects allied to medicine","(CAH02-06-06) complementary and alternative medicine","Mixed","All","All","80"
"2023","(CAH02) subjects allied to medicine","(CAH02-06-06) complementary and alternative medicine","Mixed","All","All","70"
"2019","(CAH02) subjects allied to medicine","(CAH02-06-01) health sciences (non-specific)","Mixed","All","All","160"
"2020","(CAH02) subjects allied to medicine","(CAH02-06-01) health sciences (non-specific)","Mixed","All","All","180"
"2021","(CAH02) subjects allied to medicine","(CAH02-06-01) health sciences (non-specific)","Mixed","All","All","180"
"2022","(CAH02) subjects allied to medicine","(CAH02-06-01) health sciences (non-specific)","Mixed","All","All","225"
"2023","(CAH02) subjects allied to medicine","(CAH02-06-01) health sciences (non-specific)","Mixed","All","All","215"
"2019","(CAH02) subjects allied to medicine","(CAH02-06-02) nutrition and dietetics","Mixed","All","All","55"
"2020","(CAH02) subjects allied to medicine","(CAH02-06-02) nutrition and dietetics","Mixed","All","All","75"
"2021","(CAH02) subjects allied to medicine","(CAH02-06-02) nutrition and dietetics","Mixed","All","All","75"
"2022","(CAH02) subjects allied to medicine","(CAH02-06-02) nutrition and dietetics","Mixed","All","All","65"
"2023","(CAH02) subjects allied to medicine","(CAH02-06-02) nutrition and dietetics","Mixed","All","All","55"
"2019","(CAH02) subjects allied to medicine","(CAH02-06-04) environmental and public health","Mixed","All","All","30"
"2020","(CAH02) subjects allied to medicine","(CAH02-06-04) environmental and public health","Mixed","All","All","15"
"2021","(CAH02) subjects allied to medicine","(CAH02-06-04) environmental and public health","Mixed","All","All","25"
"2022","(CAH02) subjects allied to medicine","(CAH02-06-04) environmental and public health","Mixed","All","All","25"
"2023","(CAH02) subjects allied to medicine","(CAH02-06-04) environmental and public health","Mixed","All","All","10"
"2019","(CAH02) subjects allied to medicine","(CAH02-06-07) counselling, psychotherapy and occupational therapy","Mixed","All","All","95"
"2020","(CAH02) subjects allied to medicine","(CAH02-06-07) counselling, psychotherapy and occupational therapy","Mixed","All","All","115"
"2021","(CAH02) subjects allied to medicine","(CAH02-06-07) counselling, psychotherapy and occupational therapy","Mixed","All","All","135"
"2022","(CAH02) subjects allied to medicine","(CAH02-06-07) counselling, psychotherapy and occupational therapy","Mixed","All","All","140"
"2023","(CAH02) subjects allied to medicine","(CAH02-06-07) counselling, psychotherapy and occupational therapy","Mixed","All","All","135"
"2019","(CAH02) subjects allied to medicine","(CAH02-02-01) pharmacology","Mixed","All","All","45"
"2020","(CAH02) subjects allied to medicine","(CAH02-02-01) pharmacology","Mixed","All","All","45"
"2021","(CAH02) subjects allied to medicine","(CAH02-02-01) pharmacology","Mixed","All","All","60"
"2022","(CAH02) subjects allied to medicine","(CAH02-02-01) pharmacology","Mixed","All","All","65"
"2023","(CAH02) subjects allied to medicine","(CAH02-02-01) pharmacology","Mixed","All","All","65"
"2019","(CAH02) subjects allied to medicine","(CAH02-02-03) pharmacy","Mixed","All","All","95"
"2020","(CAH02) subjects allied to medicine","(CAH02-02-03) pharmacy","Mixed","All","All","105"
"2021","(CAH02) subjects allied to medicine","(CAH02-02-03) pharmacy","Mixed","All","All","130"
"2022","(CAH02) subjects allied to medicine","(CAH02-02-03) pharmacy","Mixed","All","All","135"
"2023","(CAH02) subjects allied to medicine","(CAH02-02-03) pharmacy","Mixed","All","All","160"
"2019","(CAH02) subjects allied to medicine","(CAH02-06-05) physiotherapy","Mixed","All","All","95"
"2020","(CAH02) subjects allied to medicine","(CAH02-06-05) physiotherapy","Mixed","All","All","120"
"2021","(CAH02) subjects allied to medicine","(CAH02-06-05) physiotherapy","Mixed","All","All","135"
"2022","(CAH02) subjects allied to medicine","(CAH02-06-05) physiotherapy","Mixed","All","All","145"
"2023","(CAH02) subjects allied to medicine","(CAH02-06-05) physiotherapy","Mixed","All","All","150"
"2019","(CAH02) subjects allied to medicine","(CAH02-05-02) healthcare science (non-specific)","Mixed","All","All","50"
"2020","(CAH02) subjects allied to medicine","(CAH02-05-02) healthcare science (non-specific)","Mixed","All","All","50"
"2021","(CAH02) subjects allied to medicine","(CAH02-05-02) healthcare science (non-specific)","Mixed","All","All","55"
"2022","(CAH02) subjects allied to medicine","(CAH02-05-02) healthcare science (non-specific)","Mixed","All","All","40"
"2023","(CAH02) subjects allied to medicine","(CAH02-05-02) healthcare science (non-specific)","Mixed","All","All","200"
"2019","(CAH02) subjects allied to medicine","(CAH02-05-03) biomedical sciences (non-specific)","Mixed","All","All","370"
"2020","(CAH02) subjects allied to medicine","(CAH02-05-03) biomedical sciences (non-specific)","Mixed","All","All","435"
"2021","(CAH02) subjects allied to medicine","(CAH02-05-03) biomedical sciences (non-specific)","Mixed","All","All","455"
"2022","(CAH02) subjects allied to medicine","(CAH02-05-03) biomedical sciences (non-specific)","Mixed","All","All","495"
"2023","(CAH02) subjects allied to medicine","(CAH02-05-03) biomedical sciences (non-specific)","Mixed","All","All","500"
"2019","(CAH02) subjects allied to medicine","(CAH02-04-02) adult nursing","Mixed","All","All","380"
"2020","(CAH02) subjects allied to medicine","(CAH02-04-02) adult nursing","Mixed","All","All","525"
"2021","(CAH02) subjects allied to medicine","(CAH02-04-02) adult nursing","Mixed","All","All","545"
"2022","(CAH02) subjects allied to medicine","(CAH02-04-02) adult nursing","Mixed","All","All","555"
"2023","(CAH02) subjects allied to medicine","(CAH02-04-02) adult nursing","Mixed","All","All","475"
"2019","(CAH02) subjects allied to medicine","(CAH02-04-05) children's nursing","Mixed","All","All","90"
"2020","(CAH02) subjects allied to medicine","(CAH02-04-05) children's nursing","Mixed","All","All","130"
"2021","(CAH02) subjects allied to medicine","(CAH02-04-05) children's nursing","Mixed","All","All","100"
"2022","(CAH02) subjects allied to medicine","(CAH02-04-05) children's nursing","Mixed","All","All","130"
"2023","(CAH02) subjects allied to medicine","(CAH02-04-05) children's nursing","Mixed","All","All","130"
"2022","(CAH02) subjects allied to medicine","(CAH02-04-09) others in nursing","Mixed","All","All","5"
"2023","(CAH02) subjects allied to medicine","(CAH02-04-09) others in nursing","Mixed","All","All","5"
"2019","(CAH02) subjects allied to medicine","(CAH02-04-06) dental nursing","Mixed","All","All","10"
"2020","(CAH02) subjects allied to medicine","(CAH02-04-06) dental nursing","Mixed","All","All","5"
"2021","(CAH02) subjects allied to medicine","(CAH02-04-06) dental nursing","Mixed","All","All","10"
"2022","(CAH02) subjects allied to medicine","(CAH02-04-06) dental nursing","Mixed","All","All","10"
"2023","(CAH02) subjects allied to medicine","(CAH02-04-06) dental nursing","Mixed","All","All","10"
"2019","(CAH02) subjects allied to medicine","(CAH02-04-08) learning disabilities nursing","Mixed","All","All","10"
"2020","(CAH02) subjects allied to medicine","(CAH02-04-08) learning disabilities nursing","Mixed","All","All","10"
"2021","(CAH02) subjects allied to medicine","(CAH02-04-08) learning disabilities nursing","Mixed","All","All","15"
"2022","(CAH02) subjects allied to medicine","(CAH02-04-08) learning disabilities nursing","Mixed","All","All","20"
"2023","(CAH02) subjects allied to medicine","(CAH02-04-08) learning disabilities nursing","Mixed","All","All","10"
"2019","(CAH02) subjects allied to medicine","(CAH02-04-07) mental health nursing","Mixed","All","All","90"
"2020","(CAH02) subjects allied to medicine","(CAH02-04-07) mental health nursing","Mixed","All","All","155"
"2021","(CAH02) subjects allied to medicine","(CAH02-04-07) mental health nursing","Mixed","All","All","185"
"2022","(CAH02) subjects allied to medicine","(CAH02-04-07) mental health nursing","Mixed","All","All","140"
"2023","(CAH02) subjects allied to medicine","(CAH02-04-07) mental health nursing","Mixed","All","All","145"
"2019","(CAH02) subjects allied to medicine","(CAH02-04-04) midwifery","Mixed","All","All","140"
"2020","(CAH02) subjects allied to medicine","(CAH02-04-04) midwifery","Mixed","All","All","170"
"2021","(CAH02) subjects allied to medicine","(CAH02-04-04) midwifery","Mixed","All","All","170"
"2022","(CAH02) subjects allied to medicine","(CAH02-04-04) midwifery","Mixed","All","All","140"
"2023","(CAH02) subjects allied to medicine","(CAH02-04-04) midwifery","Mixed","All","All","170"
"2019","(CAH02) subjects allied to medicine","(CAH02-04-01) nursing (non-specific)","Mixed","All","All","60"
"2020","(CAH02) subjects allied to medicine","(CAH02-04-01) nursing (non-specific)","Mixed","All","All","80"
"2021","(CAH02) subjects allied to medicine","(CAH02-04-01) nursing (non-specific)","Mixed","All","All","65"
"2022","(CAH02) subjects allied to medicine","(CAH02-04-01) nursing (non-specific)","Mixed","All","All","80"
"2023","(CAH02) subjects allied to medicine","(CAH02-04-01) nursing (non-specific)","Mixed","All","All","75"
"2019","(CAH19) language and area studies","(CAH19-01-05) creative writing","Mixed","All","All","75"
"2020","(CAH19) language and area studies","(CAH19-01-05) creative writing","Mixed","All","All","105"
"2021","(CAH19) language and area studies","(CAH19-01-05) creative writing","Mixed","All","All","95"
"2022","(CAH19) language and area studies","(CAH19-01-05) creative writing","Mixed","All","All","100"
"2023","(CAH19) language and area studies","(CAH19-01-05) creative writing","Mixed","All","All","110"
"2019","(CAH19) language and area studies","(CAH19-04-08) American and Australasian studies","Mixed","All","All","30"
"2020","(CAH19) language and area studies","(CAH19-04-08) American and Australasian studies","Mixed","All","All","20"
"2021","(CAH19) language and area studies","(CAH19-04-08) American and Australasian studies","Mixed","All","All","15"
"2022","(CAH19) language and area studies","(CAH19-04-08) American and Australasian studies","Mixed","All","All","20"
"2023","(CAH19) language and area studies","(CAH19-04-08) American and Australasian studies","Mixed","All","All","15"
"2019","(CAH19) language and area studies","(CAH19-01-06) others in English studies","Mixed","All","All","5"
"2019","(CAH19) language and area studies","(CAH19-01-02) English language","Mixed","All","All","45"
"2020","(CAH19) language and area studies","(CAH19-01-02) English language","Mixed","All","All","45"
"2021","(CAH19) language and area studies","(CAH19-01-02) English language","Mixed","All","All","45"
"2022","(CAH19) language and area studies","(CAH19-01-02) English language","Mixed","All","All","45"
"2023","(CAH19) language and area studies","(CAH19-01-02) English language","Mixed","All","All","40"
"2019","(CAH19) language and area studies","(CAH19-01-03) literature in English","Mixed","All","All","195"
"2020","(CAH19) language and area studies","(CAH19-01-03) literature in English","Mixed","All","All","210"
"2021","(CAH19) language and area studies","(CAH19-01-03) literature in English","Mixed","All","All","215"
"2022","(CAH19) language and area studies","(CAH19-01-03) literature in English","Mixed","All","All","220"
"2023","(CAH19) language and area studies","(CAH19-01-03) literature in English","Mixed","All","All","220"
"2019","(CAH19) language and area studies","(CAH19-01-01) English studies (non-specific)","Mixed","All","All","245"
"2020","(CAH19) language and area studies","(CAH19-01-01) English studies (non-specific)","Mixed","All","All","235"
"2021","(CAH19) language and area studies","(CAH19-01-01) English studies (non-specific)","Mixed","All","All","220"
"2022","(CAH19) language and area studies","(CAH19-01-01) English studies (non-specific)","Mixed","All","All","215"
"2023","(CAH19) language and area studies","(CAH19-01-01) English studies (non-specific)","Mixed","All","All","230"
"2019","(CAH19) language and area studies","(CAH19-04-01) French studies","Mixed","All","All","60"
"2020","(CAH19) language and area studies","(CAH19-04-01) French studies","Mixed","All","All","65"
"2021","(CAH19) language and area studies","(CAH19-04-01) French studies","Mixed","All","All","60"
"2022","(CAH19) language and area studies","(CAH19-04-01) French studies","Mixed","All","All","65"
"2023","(CAH19) language and area studies","(CAH19-04-01) French studies","Mixed","All","All","60"
"2019","(CAH19) language and area studies","(CAH19-04-02) German and Scandinavian studies","Mixed","All","All","15"
"2020","(CAH19) language and area studies","(CAH19-04-02) German and Scandinavian studies","Mixed","All","All","25"
"2021","(CAH19) language and area studies","(CAH19-04-02) German and Scandinavian studies","Mixed","All","All","20"
"2022","(CAH19) language and area studies","(CAH19-04-02) German and Scandinavian studies","Mixed","All","All","20"
"2023","(CAH19) language and area studies","(CAH19-04-02) German and Scandinavian studies","Mixed","All","All","15"
"2019","(CAH19) language and area studies","(CAH19-04-04) Iberian studies","Mixed","All","All","70"
"2020","(CAH19) language and area studies","(CAH19-04-04) Iberian studies","Mixed","All","All","70"
"2021","(CAH19) language and area studies","(CAH19-04-04) Iberian studies","Mixed","All","All","70"
"2022","(CAH19) language and area studies","(CAH19-04-04) Iberian studies","Mixed","All","All","75"
"2023","(CAH19) language and area studies","(CAH19-04-04) Iberian studies","Mixed","All","All","80"
"2019","(CAH19) language and area studies","(CAH19-04-03) Italian studies","Mixed","All","All","10"
"2020","(CAH19) language and area studies","(CAH19-04-03) Italian studies","Mixed","All","All","10"
"2021","(CAH19) language and area studies","(CAH19-04-03) Italian studies","Mixed","All","All","10"
"2022","(CAH19) language and area studies","(CAH19-04-03) Italian studies","Mixed","All","All","10"
"2023","(CAH19) language and area studies","(CAH19-04-03) Italian studies","Mixed","All","All","10"
"2019","(CAH19) language and area studies","(CAH19-01-07) linguistics","Mixed","All","All","30"
"2020","(CAH19) language and area studies","(CAH19-01-07) linguistics","Mixed","All","All","50"
"2021","(CAH19) language and area studies","(CAH19-01-07) linguistics","Mixed","All","All","50"
"2022","(CAH19) language and area studies","(CAH19-01-07) linguistics","Mixed","All","All","50"
"2023","(CAH19) language and area studies","(CAH19-01-07) linguistics","Mixed","All","All","50"
"2019","(CAH19) language and area studies","(CAH19-04-09) others in language and area studies","Mixed","All","All","145"
"2020","(CAH19) language and area studies","(CAH19-04-09) others in language and area studies","Mixed","All","All","150"
"2021","(CAH19) language and area studies","(CAH19-04-09) others in language and area studies","Mixed","All","All","150"
"2022","(CAH19) language and area studies","(CAH19-04-09) others in language and area studies","Mixed","All","All","180"
"2023","(CAH19) language and area studies","(CAH19-04-09) others in language and area studies","Mixed","All","All","145"
"2019","(CAH19) language and area studies","(CAH19-04-05) Slavic studies","Mixed","All","All","5"
"2020","(CAH19) language and area studies","(CAH19-04-05) Slavic studies","Mixed","All","All","10"
"2021","(CAH19) language and area studies","(CAH19-04-05) Slavic studies","Mixed","All","All","10"
"2022","(CAH19) language and area studies","(CAH19-04-05) Slavic studies","Mixed","All","All","10"
"2023","(CAH19) language and area studies","(CAH19-04-05) Slavic studies","Mixed","All","All","10"
"2021","(CAH19) language and area studies","(CAH19-02-01) Celtic studies (non-specific)","Mixed","All","All","5"
"2019","(CAH19) language and area studies","(CAH19-04-06) Asian studies","Mixed","All","All","95"
"2020","(CAH19) language and area studies","(CAH19-04-06) Asian studies","Mixed","All","All","90"
"2021","(CAH19) language and area studies","(CAH19-04-06) Asian studies","Mixed","All","All","90"
"2022","(CAH19) language and area studies","(CAH19-04-06) Asian studies","Mixed","All","All","95"
"2023","(CAH19) language and area studies","(CAH19-04-06) Asian studies","Mixed","All","All","75"
"2019","(CAH19) language and area studies","(CAH19-04-07) African and modern Middle Eastern studies","Mixed","All","All","25"
"2020","(CAH19) language and area studies","(CAH19-04-07) African and modern Middle Eastern studies","Mixed","All","All","20"
"2021","(CAH19) language and area studies","(CAH19-04-07) African and modern Middle Eastern studies","Mixed","All","All","20"
"2022","(CAH19) language and area studies","(CAH19-04-07) African and modern Middle Eastern studies","Mixed","All","All","15"
"2023","(CAH19) language and area studies","(CAH19-04-07) African and modern Middle Eastern studies","Mixed","All","All","15"
"2019","(CAH24) media, journalism and communications","(CAH24-01-05) media studies","Mixed","All","All","425"
"2020","(CAH24) media, journalism and communications","(CAH24-01-05) media studies","Mixed","All","All","415"
"2021","(CAH24) media, journalism and communications","(CAH24-01-05) media studies","Mixed","All","All","440"
"2022","(CAH24) media, journalism and communications","(CAH24-01-05) media studies","Mixed","All","All","490"
"2023","(CAH24) media, journalism and communications","(CAH24-01-05) media studies","Mixed","All","All","480"
"2019","(CAH24) media, journalism and communications","(CAH24-01-02) publicity studies","Mixed","All","All","15"
"2020","(CAH24) media, journalism and communications","(CAH24-01-02) publicity studies","Mixed","All","All","15"
"2021","(CAH24) media, journalism and communications","(CAH24-01-02) publicity studies","Mixed","All","All","10"
"2022","(CAH24) media, journalism and communications","(CAH24-01-02) publicity studies","Mixed","All","All","20"
"2023","(CAH24) media, journalism and communications","(CAH24-01-02) publicity studies","Mixed","All","All","15"
"2019","(CAH24) media, journalism and communications","(CAH24-01-01) information services","Mixed","All","All","5"
"2021","(CAH24) media, journalism and communications","(CAH24-01-01) information services","Mixed","All","All","5"
"2023","(CAH24) media, journalism and communications","(CAH24-01-01) information services","Mixed","All","All","5"
"2019","(CAH24) media, journalism and communications","(CAH24-01-04) journalism","Mixed","All","All","125"
"2020","(CAH24) media, journalism and communications","(CAH24-01-04) journalism","Mixed","All","All","135"
"2021","(CAH24) media, journalism and communications","(CAH24-01-04) journalism","Mixed","All","All","155"
"2022","(CAH24) media, journalism and communications","(CAH24-01-04) journalism","Mixed","All","All","155"
"2023","(CAH24) media, journalism and communications","(CAH24-01-04) journalism","Mixed","All","All","160"
"2019","(CAH24) media, journalism and communications","(CAH24-01-03) publishing","Mixed","All","All","15"
"2020","(CAH24) media, journalism and communications","(CAH24-01-03) publishing","Mixed","All","All","5"
"2021","(CAH24) media, journalism and communications","(CAH24-01-03) publishing","Mixed","All","All","10"
"2022","(CAH24) media, journalism and communications","(CAH24-01-03) publishing","Mixed","All","All","5"
"2023","(CAH24) media, journalism and communications","(CAH24-01-03) publishing","Mixed","All","All","10"
"2019","(CAH23) combined and general studies","(CAH23-01-04) liberal arts (non-specific)","Mixed","All","All","35"
"2020","(CAH23) combined and general studies","(CAH23-01-04) liberal arts (non-specific)","Mixed","All","All","50"
"2021","(CAH23) combined and general studies","(CAH23-01-04) liberal arts (non-specific)","Mixed","All","All","55"
"2022","(CAH23) combined and general studies","(CAH23-01-04) liberal arts (non-specific)","Mixed","All","All","45"
"2023","(CAH23) combined and general studies","(CAH23-01-04) liberal arts (non-specific)","Mixed","All","All","65"
"2019","(CAH23) combined and general studies","(CAH23-01-03) humanities (non-specific)","Mixed","All","All","35"
"2020","(CAH23) combined and general studies","(CAH23-01-03) humanities (non-specific)","Mixed","All","All","30"
"2021","(CAH23) combined and general studies","(CAH23-01-03) humanities (non-specific)","Mixed","All","All","25"
"2022","(CAH23) combined and general studies","(CAH23-01-03) humanities (non-specific)","Mixed","All","All","25"
"2023","(CAH23) combined and general studies","(CAH23-01-03) humanities (non-specific)","Mixed","All","All","35"
"2019","(CAH23) combined and general studies","(CAH23-01-02) personal development","Mixed","All","All","20"
"2020","(CAH23) combined and general studies","(CAH23-01-02) personal development","Mixed","All","All","20"
"2021","(CAH23) combined and general studies","(CAH23-01-02) personal development","Mixed","All","All","30"
"2022","(CAH23) combined and general studies","(CAH23-01-02) personal development","Mixed","All","All","30"
"2023","(CAH23) combined and general studies","(CAH23-01-02) personal development","Mixed","All","All","25"
"2019","(CAH23) combined and general studies","(CAH23-01-01) combined, general or negotiated studies","Mixed","All","All","45"
"2020","(CAH23) combined and general studies","(CAH23-01-01) combined, general or negotiated studies","Mixed","All","All","35"
"2021","(CAH23) combined and general studies","(CAH23-01-01) combined, general or negotiated studies","Mixed","All","All","45"
"2022","(CAH23) combined and general studies","(CAH23-01-01) combined, general or negotiated studies","Mixed","All","All","60"
"2023","(CAH23) combined and general studies","(CAH23-01-01) combined, general or negotiated studies","Mixed","All","All","50"
"2019","(CAH17) business and management","(CAH17-01-03) marketing","Mixed","All","All","305"
"2020","(CAH17) business and management","(CAH17-01-03) marketing","Mixed","All","All","385"
"2021","(CAH17) business and management","(CAH17-01-03) marketing","Mixed","All","All","400"
"2022","(CAH17) business and management","(CAH17-01-03) marketing","Mixed","All","All","455"
"2023","(CAH17) business and management","(CAH17-01-03) marketing","Mixed","All","All","465"
"2019","(CAH17) business and management","(CAH17-01-01) business and management (non-specific)","Mixed","All","All","405"
"2020","(CAH17) business and management","(CAH17-01-01) business and management (non-specific)","Mixed","All","All","465"
"2021","(CAH17) business and management","(CAH17-01-01) business and management (non-specific)","Mixed","All","All","555"
"2022","(CAH17) business and management","(CAH17-01-01) business and management (non-specific)","Mixed","All","All","655"
"2023","(CAH17) business and management","(CAH17-01-01) business and management (non-specific)","Mixed","All","All","765"
"2019","(CAH17) business and management","(CAH17-01-02) business studies","Mixed","All","All","685"
"2020","(CAH17) business and management","(CAH17-01-02) business studies","Mixed","All","All","750"
"2021","(CAH17) business and management","(CAH17-01-02) business studies","Mixed","All","All","755"
"2022","(CAH17) business and management","(CAH17-01-02) business studies","Mixed","All","All","1025"
"2023","(CAH17) business and management","(CAH17-01-02) business studies","Mixed","All","All","1000"
"2019","(CAH17) business and management","(CAH17-01-06) tourism, transport and travel","Mixed","All","All","285"
"2020","(CAH17) business and management","(CAH17-01-06) tourism, transport and travel","Mixed","All","All","280"
"2021","(CAH17) business and management","(CAH17-01-06) tourism, transport and travel","Mixed","All","All","275"
"2022","(CAH17) business and management","(CAH17-01-06) tourism, transport and travel","Mixed","All","All","305"
"2023","(CAH17) business and management","(CAH17-01-06) tourism, transport and travel","Mixed","All","All","275"
"2019","(CAH17) business and management","(CAH17-01-05) human resource management","Mixed","All","All","40"
"2020","(CAH17) business and management","(CAH17-01-05) human resource management","Mixed","All","All","35"
"2021","(CAH17) business and management","(CAH17-01-05) human resource management","Mixed","All","All","35"
"2022","(CAH17) business and management","(CAH17-01-05) human resource management","Mixed","All","All","40"
"2023","(CAH17) business and management","(CAH17-01-05) human resource management","Mixed","All","All","50"
"2019","(CAH17) business and management","(CAH17-01-04) management studies","Mixed","All","All","420"
"2020","(CAH17) business and management","(CAH17-01-04) management studies","Mixed","All","All","390"
"2021","(CAH17) business and management","(CAH17-01-04) management studies","Mixed","All","All","450"
"2022","(CAH17) business and management","(CAH17-01-04) management studies","Mixed","All","All","460"
"2023","(CAH17) business and management","(CAH17-01-04) management studies","Mixed","All","All","440"
"2019","(CAH17) business and management","(CAH17-01-08) accounting","Mixed","All","All","280"
"2020","(CAH17) business and management","(CAH17-01-08) accounting","Mixed","All","All","305"
"2021","(CAH17) business and management","(CAH17-01-08) accounting","Mixed","All","All","350"
"2022","(CAH17) business and management","(CAH17-01-08) accounting","Mixed","All","All","395"
"2023","(CAH17) business and management","(CAH17-01-08) accounting","Mixed","All","All","415"
"2019","(CAH17) business and management","(CAH17-01-07) finance","Mixed","All","All","245"
"2020","(CAH17) business and management","(CAH17-01-07) finance","Mixed","All","All","280"
"2021","(CAH17) business and management","(CAH17-01-07) finance","Mixed","All","All","295"
"2022","(CAH17) business and management","(CAH17-01-07) finance","Mixed","All","All","350"
"2023","(CAH17) business and management","(CAH17-01-07) finance","Mixed","All","All","390"
"2019","(CAH15) social sciences","(CAH15-03-01) politics","Mixed","All","All","480"
"2020","(CAH15) social sciences","(CAH15-03-01) politics","Mixed","All","All","555"
"2021","(CAH15) social sciences","(CAH15-03-01) politics","Mixed","All","All","580"
"2022","(CAH15) social sciences","(CAH15-03-01) politics","Mixed","All","All","625"
"2023","(CAH15) social sciences","(CAH15-03-01) politics","Mixed","All","All","665"
"2019","(CAH15) social sciences","(CAH15-01-04) anthropology","Mixed","All","All","80"
"2020","(CAH15) social sciences","(CAH15-01-04) anthropology","Mixed","All","All","100"
"2021","(CAH15) social sciences","(CAH15-01-04) anthropology","Mixed","All","All","95"
"2022","(CAH15) social sciences","(CAH15-01-04) anthropology","Mixed","All","All","105"
"2023","(CAH15) social sciences","(CAH15-01-04) anthropology","Mixed","All","All","85"
"2019","(CAH15) social sciences","(CAH15-02-01) economics","Mixed","All","All","595"
"2020","(CAH15) social sciences","(CAH15-02-01) economics","Mixed","All","All","600"
"2021","(CAH15) social sciences","(CAH15-02-01) economics","Mixed","All","All","630"
"2022","(CAH15) social sciences","(CAH15-02-01) economics","Mixed","All","All","690"
"2023","(CAH15) social sciences","(CAH15-02-01) economics","Mixed","All","All","730"
"2019","(CAH15) social sciences","(CAH15-04-02) childhood and youth studies","Mixed","All","All","140"
"2020","(CAH15) social sciences","(CAH15-04-02) childhood and youth studies","Mixed","All","All","130"
"2021","(CAH15) social sciences","(CAH15-04-02) childhood and youth studies","Mixed","All","All","125"
"2022","(CAH15) social sciences","(CAH15-04-02) childhood and youth studies","Mixed","All","All","115"
