"Year","Predicted BTEC Extended diploma points","POLAR4 Quintile","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2013","4 points (MMM)","Quintile 2","Main scheme applicant","Not main scheme application","60","45","0.75","0"
"2014","4 points (MMM)","Quintile 2","Main scheme applicant","Not main scheme application","65","55","0.844","0"
"2015","4 points (MMM)","Quintile 2","Main scheme applicant","Not main scheme application","45","35","0.8220000000000001","0"
"2016","4 points (MMM)","Quintile 2","Main scheme applicant","Not main scheme application","30","25","0.893","0"
"2017","4 points (MMM)","Quintile 2","Main scheme applicant","Not main scheme application","30","25","0.862","0"
"2018","4 points (MMM)","Quintile 2","Main scheme applicant","Not main scheme application","25","25","0.852","0"
"2019","4 points (MMM)","Quintile 2","Main scheme applicant","Not main scheme application","20","20","0.9550000000000001","0"
"2020","4 points (MMM)","Quintile 2","Main scheme applicant","Not main scheme application","30","30","0.9380000000000001","0"
"2021","4 points (MMM)","Quintile 2","Main scheme applicant","Not main scheme application","35","30","0.886","0"
"2022","4 points (MMM)","Quintile 2","Main scheme applicant","Not main scheme application","55","45","0.849","0"
"2023","4 points (MMM)","Quintile 2","Main scheme applicant","Not main scheme application","35","35","0.973","0"
"2010","5 points (DMM)","Quintile 2","Main scheme applicant","Not main scheme application","55","40","0.745","0"
"2011","5 points (DMM)","Quintile 2","Main scheme applicant","Not main scheme application","70","55","0.783","0"
"2012","5 points (DMM)","Quintile 2","Main scheme applicant","Not main scheme application","70","50","0.681","0"
"2013","5 points (DMM)","Quintile 2","Main scheme applicant","Not main scheme application","60","45","0.767","0"
"2014","5 points (DMM)","Quintile 2","Main scheme applicant","Not main scheme application","60","55","0.915","0"
"2015","5 points (DMM)","Quintile 2","Main scheme applicant","Not main scheme application","75","60","0.808","0"
"2016","5 points (DMM)","Quintile 2","Main scheme applicant","Not main scheme application","50","40","0.833","0"
"2017","5 points (DMM)","Quintile 2","Main scheme applicant","Not main scheme application","50","45","0.863","0"
"2018","5 points (DMM)","Quintile 2","Main scheme applicant","Not main scheme application","45","40","0.932","0"
"2019","5 points (DMM)","Quintile 2","Main scheme applicant","Not main scheme application","40","35","0.9490000000000001","0"
"2020","5 points (DMM)","Quintile 2","Main scheme applicant","Not main scheme application","50","45","0.917","0"
"2021","5 points (DMM)","Quintile 2","Main scheme applicant","Not main scheme application","55","55","0.93","0"
"2022","5 points (DMM)","Quintile 2","Main scheme applicant","Not main scheme application","50","40","0.769","0"
"2023","5 points (DMM)","Quintile 2","Main scheme applicant","Not main scheme application","65","55","0.891","0"
"2010","6 points (DDM)","Quintile 2","Main scheme applicant","Not main scheme application","35","25","0.73","0"
"2011","6 points (DDM)","Quintile 2","Main scheme applicant","Not main scheme application","65","50","0.754","0"
"2012","6 points (DDM)","Quintile 2","Main scheme applicant","Not main scheme application","50","45","0.843","0"
"2013","6 points (DDM)","Quintile 2","Main scheme applicant","Not main scheme application","55","50","0.86","0"
"2014","6 points (DDM)","Quintile 2","Main scheme applicant","Not main scheme application","70","40","0.609","0"
"2015","6 points (DDM)","Quintile 2","Main scheme applicant","Not main scheme application","70","60","0.833","0"
"2016","6 points (DDM)","Quintile 2","Main scheme applicant","Not main scheme application","85","70","0.8210000000000001","0"
"2017","6 points (DDM)","Quintile 2","Main scheme applicant","Not main scheme application","50","45","0.904","0"
"2018","6 points (DDM)","Quintile 2","Main scheme applicant","Not main scheme application","50","45","0.846","0"
"2019","6 points (DDM)","Quintile 2","Main scheme applicant","Not main scheme application","45","40","0.891","0"
"2020","6 points (DDM)","Quintile 2","Main scheme applicant","Not main scheme application","60","55","0.9","0"
"2021","6 points (DDM)","Quintile 2","Main scheme applicant","Not main scheme application","90","80","0.899","0"
"2022","6 points (DDM)","Quintile 2","Main scheme applicant","Not main scheme application","90","75","0.811","0"
"2023","6 points (DDM)","Quintile 2","Main scheme applicant","Not main scheme application","60","50","0.8310000000000001","0"
"2010","7 points (DDD)","Quintile 2","Main scheme applicant","Not main scheme application","60","40","0.655","0"
"2011","7 points (DDD)","Quintile 2","Main scheme applicant","Not main scheme application","85","60","0.723","0"
"2012","7 points (DDD)","Quintile 2","Main scheme applicant","Not main scheme application","85","65","0.753","0"
"2013","7 points (DDD)","Quintile 2","Main scheme applicant","Not main scheme application","85","60","0.6900000000000001","0"
"2014","7 points (DDD)","Quintile 2","Main scheme applicant","Not main scheme application","80","55","0.679","0"
"2015","7 points (DDD)","Quintile 2","Main scheme applicant","Not main scheme application","105","80","0.781","0"
"2016","7 points (DDD)","Quintile 2","Main scheme applicant","Not main scheme application","80","65","0.79","0"
"2017","7 points (DDD)","Quintile 2","Main scheme applicant","Not main scheme application","65","55","0.8280000000000001","0"
"2018","7 points (DDD)","Quintile 2","Main scheme applicant","Not main scheme application","70","60","0.8310000000000001","0"
"2019","7 points (DDD)","Quintile 2","Main scheme applicant","Not main scheme application","80","65","0.835","0"
"2020","7 points (DDD)","Quintile 2","Main scheme applicant","Not main scheme application","65","55","0.8310000000000001","0"
"2021","7 points (DDD)","Quintile 2","Main scheme applicant","Not main scheme application","65","50","0.754","0"
"2022","7 points (DDD)","Quintile 2","Main scheme applicant","Not main scheme application","90","80","0.867","0"
"2023","7 points (DDD)","Quintile 2","Main scheme applicant","Not main scheme application","75","75","0.961","0"
"2012","8 points (D*DD)","Quintile 2","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2013","8 points (D*DD)","Quintile 2","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2014","8 points (D*DD)","Quintile 2","Main scheme applicant","Not main scheme application","20","15","0.789","0"
"2015","8 points (D*DD)","Quintile 2","Main scheme applicant","Not main scheme application","40","35","0.854","0"
"2016","8 points (D*DD)","Quintile 2","Main scheme applicant","Not main scheme application","45","35","0.795","0"
"2017","8 points (D*DD)","Quintile 2","Main scheme applicant","Not main scheme application","35","30","0.861","0"
"2018","8 points (D*DD)","Quintile 2","Main scheme applicant","Not main scheme application","35","30","0.97","0"
"2019","8 points (D*DD)","Quintile 2","Main scheme applicant","Not main scheme application","45","40","0.864","0"
"2020","8 points (D*DD)","Quintile 2","Main scheme applicant","Not main scheme application","40","35","0.8290000000000001","0"
"2021","8 points (D*DD)","Quintile 2","Main scheme applicant","Not main scheme application","65","60","0.922","0"
"2022","8 points (D*DD)","Quintile 2","Main scheme applicant","Not main scheme application","40","35","0.85","0"
"2023","8 points (D*DD)","Quintile 2","Main scheme applicant","Not main scheme application","45","40","0.891","0"
"2012","9 points (D*D*D)","Quintile 2","Main scheme applicant","Not main scheme application","20","15","0.889","0"
"2014","9 points (D*D*D)","Quintile 2","Main scheme applicant","Not main scheme application","20","15","0.636","0"
"2015","9 points (D*D*D)","Quintile 2","Main scheme applicant","Not main scheme application","30","25","0.893","0"
"2016","9 points (D*D*D)","Quintile 2","Main scheme applicant","Not main scheme application","55","40","0.732","0"
"2017","9 points (D*D*D)","Quintile 2","Main scheme applicant","Not main scheme application","35","30","0.886","0"
"2018","9 points (D*D*D)","Quintile 2","Main scheme applicant","Not main scheme application","30","30","0.875","0"
"2019","9 points (D*D*D)","Quintile 2","Main scheme applicant","Not main scheme application","25","25","0.885","0"
"2020","9 points (D*D*D)","Quintile 2","Main scheme applicant","Not main scheme application","20","20","1","0"
"2021","9 points (D*D*D)","Quintile 2","Main scheme applicant","Not main scheme application","45","45","0.9570000000000001","0"
"2022","9 points (D*D*D)","Quintile 2","Main scheme applicant","Not main scheme application","40","35","0.8290000000000001","0"
"2023","9 points (D*D*D)","Quintile 2","Main scheme applicant","Not main scheme application","30","30","0.903","0"
"2013","10 points (D*D*D*)","Quintile 2","Main scheme applicant","Not main scheme application","40","30","0.775","0"
"2014","10 points (D*D*D*)","Quintile 2","Main scheme applicant","Not main scheme application","50","35","0.667","0"
"2015","10 points (D*D*D*)","Quintile 2","Main scheme applicant","Not main scheme application","80","60","0.772","0"
"2016","10 points (D*D*D*)","Quintile 2","Main scheme applicant","Not main scheme application","80","60","0.756","0"
"2017","10 points (D*D*D*)","Quintile 2","Main scheme applicant","Not main scheme application","80","70","0.885","0"
"2018","10 points (D*D*D*)","Quintile 2","Main scheme applicant","Not main scheme application","55","50","0.907","0"
"2019","10 points (D*D*D*)","Quintile 2","Main scheme applicant","Not main scheme application","55","45","0.852","0"
"2020","10 points (D*D*D*)","Quintile 2","Main scheme applicant","Not main scheme application","55","45","0.87","0"
"2021","10 points (D*D*D*)","Quintile 2","Main scheme applicant","Not main scheme application","90","75","0.846","0"
"2022","10 points (D*D*D*)","Quintile 2","Main scheme applicant","Not main scheme application","35","35","0.892","0"
"2023","10 points (D*D*D*)","Quintile 2","Main scheme applicant","Not main scheme application","30","25","0.964","0"
"2010","1 point (PPP)","Quintile 3","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2011","1 point (PPP)","Quintile 3","Main scheme applicant","Not main scheme application","15","10"," ","0"
"2012","1 point (PPP)","Quintile 3","Main scheme applicant","Not main scheme application","15","15","1","0"
"2013","1 point (PPP)","Quintile 3","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2014","1 point (PPP)","Quintile 3","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2015","1 point (PPP)","Quintile 3","Main scheme applicant","Not main scheme application","20","15","0.895","0"
"2016","1 point (PPP)","Quintile 3","Main scheme applicant","Not main scheme application","15","15","0.867","0"
"2017","1 point (PPP)","Quintile 3","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2018","1 point (PPP)","Quintile 3","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","1 point (PPP)","Quintile 3","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2020","1 point (PPP)","Quintile 3","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2021","1 point (PPP)","Quintile 3","Main scheme applicant","Not main scheme application","10","10","0.917","0"
"2022","1 point (PPP)","Quintile 3","Main scheme applicant","Not main scheme application","10","10"," ","0"
"2023","1 point (PPP)","Quintile 3","Main scheme applicant","Not main scheme application","25","20","0.913","0"
"2010","2 points (MPP)","Quintile 3","Main scheme applicant","Not main scheme application","25","15","0.625","0"
"2011","2 points (MPP)","Quintile 3","Main scheme applicant","Not main scheme application","20","20","0.857","0"
"2012","2 points (MPP)","Quintile 3","Main scheme applicant","Not main scheme application","20","15","0.682","0"
"2013","2 points (MPP)","Quintile 3","Main scheme applicant","Not main scheme application","15","10","0.769","0"
"2014","2 points (MPP)","Quintile 3","Main scheme applicant","Not main scheme application","25","20","0.8","0"
"2015","2 points (MPP)","Quintile 3","Main scheme applicant","Not main scheme application","10","10","1","0"
