"Year","Difference between predicted and achieved SQA higher points","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2019","1 points","All","Scotland","All","All","Main scheme application","15","15","0.882","0"
"2020","1 points","All","Scotland","All","All","Main scheme application","45","40","0.8260000000000001","0"
"2021","1 points","All","Scotland","All","All","Main scheme application","50","35","0.735","0"
"2022","1 points","All","Scotland","All","All","Main scheme application","20","15","0.714","0"
"2023","1 points","All","Scotland","All","All","Main scheme application","35","25","0.727","0"
"2010","2 points","All","Scotland","All","All","Main scheme application","20","15","0.773","0"
"2011","2 points","All","Scotland","All","All","Main scheme application","25","20","0.769","0"
"2012","2 points","All","Scotland","All","All","Main scheme application","20","15","0.636","0"
"2013","2 points","All","Scotland","All","All","Main scheme application","30","25","0.8130000000000001","0"
"2014","2 points","All","Scotland","All","All","Main scheme application","30","25","0.833","0"
"2015","2 points","All","Scotland","All","All","Main scheme application","25","20","0.846","0"
"2016","2 points","All","Scotland","All","All","Main scheme application","25","20","0.76","0"
"2017","2 points","All","Scotland","All","All","Main scheme application","30","20","0.679","0"
"2018","2 points","All","Scotland","All","All","Main scheme application","25","15","0.5650000000000001","0"
"2019","2 points","All","Scotland","All","All","Main scheme application","20","15","0.667","0"
"2020","2 points","All","Scotland","All","All","Main scheme application","35","30","0.909","0"
"2021","2 points","All","Scotland","All","All","Main scheme application","40","35","0.897","0"
"2022","2 points","All","Scotland","All","All","Main scheme application","15","10"," ","0"
"2023","2 points","All","Scotland","All","All","Main scheme application","15","10","0.846","0"
"2010","3 points","All","Scotland","All","All","Main scheme application","20","15","0.789","0"
"2011","3 points","All","Scotland","All","All","Main scheme application","15","15","0.8240000000000001","0"
"2012","3 points","All","Scotland","All","All","Main scheme application","15","10","0.75","0"
"2013","3 points","All","Scotland","All","All","Main scheme application","20","15","0.833","0"
"2014","3 points","All","Scotland","All","All","Main scheme application","10","5"," ","0"
"2015","3 points","All","Scotland","All","All","Main scheme application","10","10","1","0"
"2016","3 points","All","Scotland","All","All","Main scheme application","10","10","1","0"
"2017","3 points","All","Scotland","All","All","Main scheme application","5","5"," ","0"
"2018","3 points","All","Scotland","All","All","Main scheme application","10","5"," ","0"
"2019","3 points","All","Scotland","All","All","Main scheme application","10","5"," ","0"
"2020","3 points","All","Scotland","All","All","Main scheme application","20","15","0.773","0"
"2021","3 points","All","Scotland","All","All","Main scheme application","25","20","0.8150000000000001","0"
"2022","3 points","All","Scotland","All","All","Main scheme application","5","5"," ","0"
"2023","3 points","All","Scotland","All","All","Main scheme application","5","5"," ","0"
"2010","More than 3 points","All","Scotland","All","All","Main scheme application","15","15","0.875","0"
"2011","More than 3 points","All","Scotland","All","All","Main scheme application","15","10","0.857","0"
"2012","More than 3 points","All","Scotland","All","All","Main scheme application","15","10","0.8","0"
"2013","More than 3 points","All","Scotland","All","All","Main scheme application","15","10","0.857","0"
"2014","More than 3 points","All","Scotland","All","All","Main scheme application","15","15","0.875","0"
"2015","More than 3 points","All","Scotland","All","All","Main scheme application","10","10"," ","0"
"2016","More than 3 points","All","Scotland","All","All","Main scheme application","15","10","0.714","0"
"2017","More than 3 points","All","Scotland","All","All","Main scheme application","10","5"," ","0"
"2018","More than 3 points","All","Scotland","All","All","Main scheme application","10","5"," ","0"
"2019","More than 3 points","All","Scotland","All","All","Main scheme application","10","5"," ","0"
"2020","More than 3 points","All","Scotland","All","All","Main scheme application","15","10","0.75","0"
"2021","More than 3 points","All","Scotland","All","All","Main scheme application","15","15","0.882","0"
"2022","More than 3 points","All","Scotland","All","All","Main scheme application","20","15","0.778","0"
"2023","More than 3 points","All","Scotland","All","All","Main scheme application","10","10","0.909","0"
"2010","-1 points","All","Scotland","All","All","Main scheme application","45","25","0.558","0"
"2011","-1 points","All","Scotland","All","All","Main scheme application","25","15","0.519","0"
"2012","-1 points","All","Scotland","All","All","Main scheme application","55","30","0.536","0"
"2013","-1 points","All","Scotland","All","All","Main scheme application","50","35","0.6880000000000001","0"
"2014","-1 points","All","Scotland","All","All","Main scheme application","50","30","0.667","0"
"2015","-1 points","All","Scotland","All","All","Main scheme application","65","30","0.438","0"
"2016","-1 points","All","Scotland","All","All","Main scheme application","45","30","0.6980000000000001","0"
"2017","-1 points","All","Scotland","All","All","Main scheme application","50","35","0.667","0"
"2018","-1 points","All","Scotland","All","All","Main scheme application","45","35","0.8140000000000001","0"
"2019","-1 points","All","Scotland","All","All","Main scheme application","40","30","0.75","0"
"2020","-1 points","All","Scotland","All","All","Main scheme application","50","35","0.66","0"
"2021","-1 points","All","Scotland","All","All","Main scheme application","50","40","0.745","0"
"2022","-1 points","All","Scotland","All","All","Main scheme application","35","25","0.735","0"
"2023","-1 points","All","Scotland","All","All","Main scheme application","40","30","0.6900000000000001","0"
"2010","-2 points","All","Scotland","All","All","Main scheme application","45","20","0.47700000000000004","0"
"2011","-2 points","All","Scotland","All","All","Main scheme application","50","30","0.58","0"
"2012","-2 points","All","Scotland","All","All","Main scheme application","50","25","0.521","0"
"2013","-2 points","All","Scotland","All","All","Main scheme application","40","20","0.525","0"
"2014","-2 points","All","Scotland","All","All","Main scheme application","55","30","0.509","0"
"2015","-2 points","All","Scotland","All","All","Main scheme application","55","30","0.544","0"
"2016","-2 points","All","Scotland","All","All","Main scheme application","45","30","0.609","0"
"2017","-2 points","All","Scotland","All","All","Main scheme application","50","30","0.64","0"
"2018","-2 points","All","Scotland","All","All","Main scheme application","35","25","0.722","0"
"2019","-2 points","All","Scotland","All","All","Main scheme application","45","25","0.5680000000000001","0"
"2020","-2 points","All","Scotland","All","All","Main scheme application","45","25","0.5680000000000001","0"
"2021","-2 points","All","Scotland","All","All","Main scheme application","35","25","0.722","0"
"2022","-2 points","All","Scotland","All","All","Main scheme application","35","30","0.853","0"
"2023","-2 points","All","Scotland","All","All","Main scheme application","45","30","0.674","0"
"2010","-3 points","All","Scotland","All","All","Main scheme application","30","20","0.5630000000000001","0"
"2011","-3 points","All","Scotland","All","All","Main scheme application","30","15","0.5","0"
"2012","-3 points","All","Scotland","All","All","Main scheme application","45","20","0.442","0"
"2013","-3 points","All","Scotland","All","All","Main scheme application","45","20","0.435","0"
"2014","-3 points","All","Scotland","All","All","Main scheme application","65","20","0.333","0"
"2015","-3 points","All","Scotland","All","All","Main scheme application","45","15","0.333","0"
"2016","-3 points","All","Scotland","All","All","Main scheme application","45","20","0.489","0"
"2017","-3 points","All","Scotland","All","All","Main scheme application","35","20","0.486","0"
"2018","-3 points","All","Scotland","All","All","Main scheme application","40","25","0.5710000000000001","0"
"2019","-3 points","All","Scotland","All","All","Main scheme application","40","20","0.525","0"
"2020","-3 points","All","Scotland","All","All","Main scheme application","30","10"," ","0"
"2021","-3 points","All","Scotland","All","All","Main scheme application","25","15","0.667","0"
"2022","-3 points","All","Scotland","All","All","Main scheme application","25","10","0.444","0"
"2023","-3 points","All","Scotland","All","All","Main scheme application","30","25","0.833","0"
"2010","-4 points","All","Scotland","All","All","Main scheme application","20","10","0.5","0"
"2011","-4 points","All","Scotland","All","All","Main scheme application","25","5"," ","0"
"2012","-4 points","All","Scotland","All","All","Main scheme application","50","15","0.3","0"
"2013","-4 points","All","Scotland","All","All","Main scheme application","20","10"," ","0"
"2014","-4 points","All","Scotland","All","All","Main scheme application","45","20","0.391","0"
"2015","-4 points","All","Scotland","All","All","Main scheme application","50","15","0.32","0"
"2016","-4 points","All","Scotland","All","All","Main scheme application","50","15","0.333","0"
"2017","-4 points","All","Scotland","All","All","Main scheme application","35","15","0.486","0"
"2018","-4 points","All","Scotland","All","All","Main scheme application","40","20","0.537","0"
"2019","-4 points","All","Scotland","All","All","Main scheme application","45","25","0.533","0"
