"Year","UK region","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Accepted applicants","Population estimate","Entry rate"
"2019","North East","All","All","All","Not main scheme applicant","Not main scheme application","270","27150","0.01"
"2019","North West","All","All","All","Not main scheme applicant","Not main scheme application","660","78610","0.008"
"2019","Yorkshire and The Humber","All","All","All","Not main scheme applicant","Not main scheme application","520","58350","0.009000000000000001"
"2019","East Midlands","All","All","All","Not main scheme applicant","Not main scheme application","310","50920","0.006"
"2019","West Midlands","All","All","All","Not main scheme applicant","Not main scheme application","630","65410","0.01"
"2019","East of England","All","All","All","Not main scheme applicant","Not main scheme application","460","67300","0.007"
"2019","London","All","All","All","Not main scheme applicant","Not main scheme application","650","92260","0.007"
"2019","South East","All","All","All","Not main scheme applicant","Not main scheme application","600","100620","0.006"
"2019","South West","All","All","All","Not main scheme applicant","Not main scheme application","360","57370","0.006"
"2019","Northern Ireland","All","All","All","Not main scheme applicant","Not main scheme application","20","22390","0.001"
"2019","Scotland","All","All","All","Not main scheme applicant","Not main scheme application","320","53850","0.006"
"2019","Wales","All","All","All","Not main scheme applicant","Not main scheme application","240","33600","0.007"
"2020","North East","All","All","All","Not main scheme applicant","Not main scheme application","340","26650","0.013000000000000001"
"2020","North West","All","All","All","Not main scheme applicant","Not main scheme application","750","77610","0.01"
"2020","Yorkshire and The Humber","All","All","All","Not main scheme applicant","Not main scheme application","630","58300","0.011"
"2020","East Midlands","All","All","All","Not main scheme applicant","Not main scheme application","510","49910","0.01"
"2020","West Midlands","All","All","All","Not main scheme applicant","Not main scheme application","730","64800","0.011"
"2020","East of England","All","All","All","Not main scheme applicant","Not main scheme application","620","66150","0.009000000000000001"
"2020","London","All","All","All","Not main scheme applicant","Not main scheme application","900","91010","0.01"
"2020","South East","All","All","All","Not main scheme applicant","Not main scheme application","940","98550","0.01"
"2020","South West","All","All","All","Not main scheme applicant","Not main scheme application","510","56160","0.009000000000000001"
"2020","Northern Ireland","All","All","All","Not main scheme applicant","Not main scheme application","60","22260","0.003"
"2020","Scotland","All","All","All","Not main scheme applicant","Not main scheme application","420","53140","0.008"
"2020","Wales","All","All","All","Not main scheme applicant","Not main scheme application","240","32510","0.007"
"2021","North East","All","All","All","Not main scheme applicant","Not main scheme application","290","27460","0.01"
"2021","North West","All","All","All","Not main scheme applicant","Not main scheme application","570","79170","0.007"
"2021","Yorkshire and The Humber","All","All","All","Not main scheme applicant","Not main scheme application","420","59620","0.007"
"2021","East Midlands","All","All","All","Not main scheme applicant","Not main scheme application","360","51570","0.007"
"2021","West Midlands","All","All","All","Not main scheme applicant","Not main scheme application","550","66520","0.008"
"2021","East of England","All","All","All","Not main scheme applicant","Not main scheme application","400","67780","0.006"
"2021","London","All","All","All","Not main scheme applicant","Not main scheme application","590","95650","0.006"
"2021","South East","All","All","All","Not main scheme applicant","Not main scheme application","540","101850","0.005"
"2021","South West","All","All","All","Not main scheme applicant","Not main scheme application","310","58690","0.005"
"2021","Northern Ireland","All","All","All","Not main scheme applicant","Not main scheme application","30","22340","0.001"
"2021","Scotland","All","All","All","Not main scheme applicant","Not main scheme application","320","55160","0.006"
"2021","Wales","All","All","All","Not main scheme applicant","Not main scheme application","160","33070","0.005"
"2022","North East","All","All","All","Not main scheme applicant","Not main scheme application","270","28130","0.009000000000000001"
"2022","North West","All","All","All","Not main scheme applicant","Not main scheme application","470","81550","0.006"
"2022","Yorkshire and The Humber","All","All","All","Not main scheme applicant","Not main scheme application","330","61360","0.005"
"2022","East Midlands","All","All","All","Not main scheme applicant","Not main scheme application","330","53400","0.006"
"2022","West Midlands","All","All","All","Not main scheme applicant","Not main scheme application","560","68920","0.008"
"2022","East of England","All","All","All","Not main scheme applicant","Not main scheme application","340","70390","0.005"
"2022","London","All","All","All","Not main scheme applicant","Not main scheme application","620","97150","0.006"
"2022","South East","All","All","All","Not main scheme applicant","Not main scheme application","530","105300","0.005"
"2022","South West","All","All","All","Not main scheme applicant","Not main scheme application","250","59490","0.004"
"2022","Northern Ireland","All","All","All","Not main scheme applicant","Not main scheme application","30","22880","0.001"
"2022","Scotland","All","All","All","Not main scheme applicant","Not main scheme application","310","56440","0.005"
"2022","Wales","All","All","All","Not main scheme applicant","Not main scheme application","150","33810","0.004"
"2023","North East","All","All","All","Not main scheme applicant","Not main scheme application","260","28900","0.009000000000000001"
"2023","North West","All","All","All","Not main scheme applicant","Not main scheme application","560","84610","0.007"
"2023","Yorkshire and The Humber","All","All","All","Not main scheme applicant","Not main scheme application","370","63320","0.006"
"2023","East Midlands","All","All","All","Not main scheme applicant","Not main scheme application","370","54190","0.007"
"2023","West Midlands","All","All","All","Not main scheme applicant","Not main scheme application","530","71200","0.007"
"2023","East of England","All","All","All","Not main scheme applicant","Not main scheme application","330","71690","0.005"
"2023","London","All","All","All","Not main scheme applicant","Not main scheme application","730","101200","0.007"
"2023","South East","All","All","All","Not main scheme applicant","Not main scheme application","540","107240","0.005"
"2023","South West","All","All","All","Not main scheme applicant","Not main scheme application","250","60980","0.004"
"2023","Northern Ireland","All","All","All","Not main scheme applicant","Not main scheme application","30","23190","0.001"
"2023","Scotland","All","All","All","Not main scheme applicant","Not main scheme application","430","57040","0.008"
"2023","Wales","All","All","All","Not main scheme applicant","Not main scheme application","180","35040","0.005"
"2006","North East","All","All","All","Main scheme applicant","Not main scheme application","690","33910","0.02"
"2006","North West","All","All","All","Main scheme applicant","Not main scheme application","1960","94150","0.021"
"2006","Yorkshire and The Humber","All","All","All","Main scheme applicant","Not main scheme application","1190","66970","0.018000000000000002"
"2006","East Midlands","All","All","All","Main scheme applicant","Not main scheme application","1060","56360","0.019"
"2006","West Midlands","All","All","All","Main scheme applicant","Not main scheme application","1480","72260","0.02"
"2006","East of England","All","All","All","Main scheme applicant","Not main scheme application","1220","71240","0.017"
"2006","London","All","All","All","Main scheme applicant","Not main scheme application","3500","88250","0.04"
"2006","South East","All","All","All","Main scheme applicant","Not main scheme application","1900","104280","0.018000000000000002"
"2006","South West","All","All","All","Main scheme applicant","Not main scheme application","820","64520","0.013000000000000001"
"2006","Northern Ireland","All","All","All","Main scheme applicant","Not main scheme application","740","26840","0.028"
"2006","Scotland","All","All","All","Main scheme applicant","Not main scheme application","980","63770","0.015"
"2006","Wales","All","All","All","Main scheme applicant","Not main scheme application","810","39610","0.021"
"2007","North East","All","All","All","Main scheme applicant","Not main scheme application","610","32600","0.019"
"2007","North West","All","All","All","Main scheme applicant","Not main scheme application","2040","92050","0.022"
"2007","Yorkshire and The Humber","All","All","All","Main scheme applicant","Not main scheme application","1150","65050","0.018000000000000002"
"2007","East Midlands","All","All","All","Main scheme applicant","Not main scheme application","1030","55420","0.019"
"2007","West Midlands","All","All","All","Main scheme applicant","Not main scheme application","1600","71680","0.022"
"2007","East of England","All","All","All","Main scheme applicant","Not main scheme application","1320","70980","0.019"
"2007","London","All","All","All","Main scheme applicant","Not main scheme application","3720","87290","0.043000000000000003"
"2007","South East","All","All","All","Main scheme applicant","Not main scheme application","2030","104450","0.019"
"2007","South West","All","All","All","Main scheme applicant","Not main scheme application","930","64070","0.014"
"2007","Northern Ireland","All","All","All","Main scheme applicant","Not main scheme application","710","26260","0.027"
"2007","Scotland","All","All","All","Main scheme applicant","Not main scheme application","960","63200","0.015"
"2007","Wales","All","All","All","Main scheme applicant","Not main scheme application","740","39290","0.019"
"2008","North East","All","All","All","Main scheme applicant","Not main scheme application","720","32820","0.022"
"2008","North West","All","All","All","Main scheme applicant","Not main scheme application","2220","93850","0.024"
"2008","Yorkshire and The Humber","All","All","All","Main scheme applicant","Not main scheme application","1250","66560","0.019"
"2008","East Midlands","All","All","All","Main scheme applicant","Not main scheme application","1190","57200","0.021"
"2008","West Midlands","All","All","All","Main scheme applicant","Not main scheme application","1780","73330","0.024"
"2008","East of England","All","All","All","Main scheme applicant","Not main scheme application","1560","72360","0.022"
"2008","London","All","All","All","Main scheme applicant","Not main scheme application","4080","88850","0.046"
"2008","South East","All","All","All","Main scheme applicant","Not main scheme application","2300","106750","0.021"
"2008","South West","All","All","All","Main scheme applicant","Not main scheme application","1120","65290","0.017"
"2008","Northern Ireland","All","All","All","Main scheme applicant","Not main scheme application","700","26030","0.027"
"2008","Scotland","All","All","All","Main scheme applicant","Not main scheme application","960","65130","0.015"
"2008","Wales","All","All","All","Main scheme applicant","Not main scheme application","830","39510","0.021"
"2009","North East","All","All","All","Main scheme applicant","Not main scheme application","750","33970","0.022"
"2009","North West","All","All","All","Main scheme applicant","Not main scheme application","2450","95980","0.025"
"2009","Yorkshire and The Humber","All","All","All","Main scheme applicant","Not main scheme application","1460","68350","0.021"
"2009","East Midlands","All","All","All","Main scheme applicant","Not main scheme application","1450","58250","0.025"
"2009","West Midlands","All","All","All","Main scheme applicant","Not main scheme application","2100","75190","0.028"
"2009","East of England","All","All","All","Main scheme applicant","Not main scheme application","1950","73540","0.027"
"2009","London","All","All","All","Main scheme applicant","Not main scheme application","4500","89330","0.05"
"2009","South East","All","All","All","Main scheme applicant","Not main scheme application","2570","108120","0.024"
"2009","South West","All","All","All","Main scheme applicant","Not main scheme application","1110","65300","0.017"
"2009","Northern Ireland","All","All","All","Main scheme applicant","Not main scheme application","740","25990","0.028"
"2009","Scotland","All","All","All","Main scheme applicant","Not main scheme application","1120","64860","0.017"
"2009","Wales","All","All","All","Main scheme applicant","Not main scheme application","970","40320","0.024"
"2010","North East","All","All","All","Main scheme applicant","Not main scheme application","810","34120","0.024"
"2010","North West","All","All","All","Main scheme applicant","Not main scheme application","2810","94420","0.03"
"2010","Yorkshire and The Humber","All","All","All","Main scheme applicant","Not main scheme application","1580","67880","0.023"
"2010","East Midlands","All","All","All","Main scheme applicant","Not main scheme application","1490","57200","0.026000000000000002"
"2010","West Midlands","All","All","All","Main scheme applicant","Not main scheme application","2020","73990","0.027"
"2010","East of England","All","All","All","Main scheme applicant","Not main scheme application","2010","72290","0.028"
"2010","London","All","All","All","Main scheme applicant","Not main scheme application","5140","88850","0.058"
"2010","South East","All","All","All","Main scheme applicant","Not main scheme application","2560","107360","0.024"
"2010","South West","All","All","All","Main scheme applicant","Not main scheme application","1160","64160","0.018000000000000002"
"2010","Northern Ireland","All","All","All","Main scheme applicant","Not main scheme application","640","25510","0.025"
"2010","Scotland","All","All","All","Main scheme applicant","Not main scheme application","1090","63880","0.017"
"2010","Wales","All","All","All","Main scheme applicant","Not main scheme application","1030","39860","0.026000000000000002"
"2011","North East","All","All","All","Main scheme applicant","Not main scheme application","860","32230","0.027"
"2011","North West","All","All","All","Main scheme applicant","Not main scheme application","3250","89850","0.036000000000000004"
"2011","Yorkshire and The Humber","All","All","All","Main scheme applicant","Not main scheme application","1970","65850","0.03"
"2011","East Midlands","All","All","All","Main scheme applicant","Not main scheme application","1700","56090","0.03"
"2011","West Midlands","All","All","All","Main scheme applicant","Not main scheme application","2450","71030","0.034"
"2011","East of England","All","All","All","Main scheme applicant","Not main scheme application","2480","71610","0.035"
"2011","London","All","All","All","Main scheme applicant","Not main scheme application","6330","88420","0.07200000000000001"
"2011","South East","All","All","All","Main scheme applicant","Not main scheme application","3300","105150","0.031"
"2011","South West","All","All","All","Main scheme applicant","Not main scheme application","1590","63420","0.025"
"2011","Northern Ireland","All","All","All","Main scheme applicant","Not main scheme application","670","25000","0.027"
"2011","Scotland","All","All","All","Main scheme applicant","Not main scheme application","870","62860","0.014"
"2011","Wales","All","All","All","Main scheme applicant","Not main scheme application","1030","38600","0.027"
"2012","North East","All","All","All","Main scheme applicant","Not main scheme application","840","31550","0.027"
"2012","North West","All","All","All","Main scheme applicant","Not main scheme application","3140","88230","0.036000000000000004"
"2012","Yorkshire and The Humber","All","All","All","Main scheme applicant","Not main scheme application","1920","65340","0.029"
"2012","East Midlands","All","All","All","Main scheme applicant","Not main scheme application","1750","56770","0.031"
"2012","West Midlands","All","All","All","Main scheme applicant","Not main scheme application","2430","72040","0.034"
"2012","East of England","All","All","All","Main scheme applicant","Not main scheme application","2170","73330","0.03"
"2012","London","All","All","All","Main scheme applicant","Not main scheme application","5940","89500","0.066"
"2012","South East","All","All","All","Main scheme applicant","Not main scheme application","3030","107070","0.028"
"2012","South West","All","All","All","Main scheme applicant","Not main scheme application","1350","64060","0.021"
"2012","Northern Ireland","All","All","All","Main scheme applicant","Not main scheme application","770","25130","0.031"
"2012","Scotland","All","All","All","Main scheme applicant","Not main scheme application","900","61940","0.014"
"2012","Wales","All","All","All","Main scheme applicant","Not main scheme application","1090","38560","0.028"
"2013","North East","All","All","All","Main scheme applicant","Not main scheme application","900","30920","0.029"
"2013","North West","All","All","All","Main scheme applicant","Not main scheme application","3060","86340","0.035"
"2013","Yorkshire and The Humber","All","All","All","Main scheme applicant","Not main scheme application","1960","63110","0.031"
"2013","East Midlands","All","All","All","Main scheme applicant","Not main scheme application","1540","55730","0.028"
"2013","West Midlands","All","All","All","Main scheme applicant","Not main scheme application","2240","70710","0.032"
"2013","East of England","All","All","All","Main scheme applicant","Not main scheme application","2170","72040","0.03"
"2013","London","All","All","All","Main scheme applicant","Not main scheme application","5790","90250","0.064"
"2013","South East","All","All","All","Main scheme applicant","Not main scheme application","2950","105510","0.028"
"2013","South West","All","All","All","Main scheme applicant","Not main scheme application","1220","62480","0.019"
"2013","Northern Ireland","All","All","All","Main scheme applicant","Not main scheme application","680","24510","0.028"
"2013","Scotland","All","All","All","Main scheme applicant","Not main scheme application","860","61580","0.014"
"2013","Wales","All","All","All","Main scheme applicant","Not main scheme application","930","37810","0.025"
"2014","North East","All","All","All","Main scheme applicant","Not main scheme application","1020","30270","0.034"
"2014","North West","All","All","All","Main scheme applicant","Not main scheme application","3480","84920","0.041"
"2014","Yorkshire and The Humber","All","All","All","Main scheme applicant","Not main scheme application","2250","63790","0.035"
"2014","East Midlands","All","All","All","Main scheme applicant","Not main scheme application","1650","54550","0.03"
"2014","West Midlands","All","All","All","Main scheme applicant","Not main scheme application","2520","69700","0.036000000000000004"
"2014","East of England","All","All","All","Main scheme applicant","Not main scheme application","2300","70990","0.032"
"2014","London","All","All","All","Main scheme applicant","Not main scheme application","6560","90670","0.07200000000000001"
"2014","South East","All","All","All","Main scheme applicant","Not main scheme application","3350","103520","0.032"
"2014","South West","All","All","All","Main scheme applicant","Not main scheme application","1340","61720","0.022"
"2014","Northern Ireland","All","All","All","Main scheme applicant","Not main scheme application","690","24270","0.029"
"2014","Scotland","All","All","All","Main scheme applicant","Not main scheme application","770","61270","0.013000000000000001"
"2014","Wales","All","All","All","Main scheme applicant","Not main scheme application","960","37490","0.026000000000000002"
"2015","North East","All","All","All","Main scheme applicant","Not main scheme application","1020","30730","0.033"
"2015","North West","All","All","All","Main scheme applicant","Not main scheme application","3400","87370","0.039"
"2015","Yorkshire and The Humber","All","All","All","Main scheme applicant","Not main scheme application","2240","63820","0.035"
"2015","East Midlands","All","All","All","Main scheme applicant","Not main scheme application","1830","55340","0.033"
"2015","West Midlands","All","All","All","Main scheme applicant","Not main scheme application","2720","71740","0.038"
"2015","East of England","All","All","All","Main scheme applicant","Not main scheme application","2530","72060","0.035"
"2015","London","All","All","All","Main scheme applicant","Not main scheme application","6950","92600","0.075"
"2015","South East","All","All","All","Main scheme applicant","Not main scheme application","3540","106380","0.033"
"2015","South West","All","All","All","Main scheme applicant","Not main scheme application","1440","63420","0.023"
"2015","Northern Ireland","All","All","All","Main scheme applicant","Not main scheme application","700","24840","0.028"
"2015","Scotland","All","All","All","Main scheme applicant","Not main scheme application","850","60170","0.014"
"2015","Wales","All","All","All","Main scheme applicant","Not main scheme application","1050","37680","0.028"
"2016","North East","All","All","All","Main scheme applicant","Not main scheme application","990","29750","0.033"
"2016","North West","All","All","All","Main scheme applicant","Not main scheme application","3480","83720","0.042"
"2016","Yorkshire and The Humber","All","All","All","Main scheme applicant","Not main scheme application","2160","62500","0.035"
"2016","East Midlands","All","All","All","Main scheme applicant","Not main scheme application","1880","54170","0.035"
"2016","West Midlands","All","All","All","Main scheme applicant","Not main scheme application","3040","69950","0.043000000000000003"
"2016","East of England","All","All","All","Main scheme applicant","Not main scheme application","2670","70870","0.038"
"2016","London","All","All","All","Main scheme applicant","Not main scheme application","7450","91940","0.081"
"2016","South East","All","All","All","Main scheme applicant","Not main scheme application","3830","105560","0.036000000000000004"
"2016","South West","All","All","All","Main scheme applicant","Not main scheme application","1590","61490","0.026000000000000002"
"2016","Northern Ireland","All","All","All","Main scheme applicant","Not main scheme application","740","24450","0.03"
"2016","Scotland","All","All","All","Main scheme applicant","Not main scheme application","870","58840","0.015"
"2016","Wales","All","All","All","Main scheme applicant","Not main scheme application","1120","36310","0.031"
"2017","North East","All","All","All","Main scheme applicant","Not main scheme application","950","28860","0.033"
"2017","North West","All","All","All","Main scheme applicant","Not main scheme application","3660","82770","0.044"
"2017","Yorkshire and The Humber","All","All","All","Main scheme applicant","Not main scheme application","2430","61800","0.039"
"2017","East Midlands","All","All","All","Main scheme applicant","Not main scheme application","1970","54390","0.036000000000000004"
"2017","West Midlands","All","All","All","Main scheme applicant","Not main scheme application","2990","68050","0.044"
"2017","East of England","All","All","All","Main scheme applicant","Not main scheme application","2800","70030","0.04"
"2017","London","All","All","All","Main scheme applicant","Not main scheme application","7780","91790","0.085"
"2017","South East","All","All","All","Main scheme applicant","Not main scheme application","4060","104940","0.039"
"2017","South West","All","All","All","Main scheme applicant","Not main scheme application","1610","61200","0.026000000000000002"
"2017","Northern Ireland","All","All","All","Main scheme applicant","Not main scheme application","880","24200","0.036000000000000004"
"2017","Scotland","All","All","All","Main scheme applicant","Not main scheme application","840","57340","0.015"
"2017","Wales","All","All","All","Main scheme applicant","Not main scheme application","1120","35520","0.032"
"2018","North East","All","All","All","Main scheme applicant","Not main scheme application","880","28040","0.032"
"2018","North West","All","All","All","Main scheme applicant","Not main scheme application","3710","80240","0.046"
"2018","Yorkshire and The Humber","All","All","All","Main scheme applicant","Not main scheme application","2310","59720","0.039"
"2018","East Midlands","All","All","All","Main scheme applicant","Not main scheme application","1960","52190","0.038"
"2018","West Midlands","All","All","All","Main scheme applicant","Not main scheme application","3110","66950","0.046"
"2018","East of England","All","All","All","Main scheme applicant","Not main scheme application","2730","68210","0.04"
"2018","London","All","All","All","Main scheme applicant","Not main scheme application","7870","92180","0.085"
"2018","South East","All","All","All","Main scheme applicant","Not main scheme application","4100","102160","0.04"
"2018","South West","All","All","All","Main scheme applicant","Not main scheme application","1580","59480","0.027"
"2018","Northern Ireland","All","All","All","Main scheme applicant","Not main scheme application","820","23200","0.036000000000000004"
"2018","Scotland","All","All","All","Main scheme applicant","Not main scheme application","730","55570","0.013000000000000001"
"2018","Wales","All","All","All","Main scheme applicant","Not main scheme application","970","34400","0.028"
"2019","North East","All","All","All","Main scheme applicant","Not main scheme application","1000","27150","0.037"
"2019","North West","All","All","All","Main scheme applicant","Not main scheme application","3940","78610","0.05"
"2019","Yorkshire and The Humber","All","All","All","Main scheme applicant","Not main scheme application","2780","58350","0.048"
"2019","East Midlands","All","All","All","Main scheme applicant","Not main scheme application","2210","50920","0.043000000000000003"
"2019","West Midlands","All","All","All","Main scheme applicant","Not main scheme application","3350","65410","0.051000000000000004"
"2019","East of England","All","All","All","Main scheme applicant","Not main scheme application","3070","67300","0.046"
"2019","London","All","All","All","Main scheme applicant","Not main scheme application","9020","92260","0.098"
"2019","South East","All","All","All","Main scheme applicant","Not main scheme application","4730","100620","0.047"
"2019","South West","All","All","All","Main scheme applicant","Not main scheme application","1800","57370","0.031"
"2019","Northern Ireland","All","All","All","Main scheme applicant","Not main scheme application","780","22390","0.035"
"2019","Scotland","All","All","All","Main scheme applicant","Not main scheme application","770","53850","0.014"
"2019","Wales","All","All","All","Main scheme applicant","Not main scheme application","960","33600","0.029"
"2020","North East","All","All","All","Main scheme applicant","Not main scheme application","1120","26650","0.042"
"2020","North West","All","All","All","Main scheme applicant","Not main scheme application","3880","77610","0.05"
"2020","Yorkshire and The Humber","All","All","All","Main scheme applicant","Not main scheme application","2630","58300","0.045"
"2020","East Midlands","All","All","All","Main scheme applicant","Not main scheme application","2390","49910","0.048"
"2020","West Midlands","All","All","All","Main scheme applicant","Not main scheme application","3650","64800","0.056"
"2020","East of England","All","All","All","Main scheme applicant","Not main scheme application","3420","66150","0.052000000000000005"
"2020","London","All","All","All","Main scheme applicant","Not main scheme application","10150","91010","0.111"
"2020","South East","All","All","All","Main scheme applicant","Not main scheme application","5440","98550","0.055"
"2020","South West","All","All","All","Main scheme applicant","Not main scheme application","2210","56160","0.039"
"2020","Northern Ireland","All","All","All","Main scheme applicant","Not main scheme application","880","22260","0.039"
"2020","Scotland","All","All","All","Main scheme applicant","Not main scheme application","1010","53140","0.019"
"2020","Wales","All","All","All","Main scheme applicant","Not main scheme application","1140","32510","0.035"
"2021","North East","All","All","All","Main scheme applicant","Not main scheme application","770","27460","0.028"
"2021","North West","All","All","All","Main scheme applicant","Not main scheme application","3120","79170","0.039"
"2021","Yorkshire and The Humber","All","All","All","Main scheme applicant","Not main scheme application","1990","59620","0.033"
"2021","East Midlands","All","All","All","Main scheme applicant","Not main scheme application","1740","51570","0.034"
"2021","West Midlands","All","All","All","Main scheme applicant","Not main scheme application","2810","66520","0.042"
"2021","East of England","All","All","All","Main scheme applicant","Not main scheme application","2480","67780","0.037"
"2021","London","All","All","All","Main scheme applicant","Not main scheme application","7310","95650","0.076"
"2021","South East","All","All","All","Main scheme applicant","Not main scheme application","3610","101850","0.035"
"2021","South West","All","All","All","Main scheme applicant","Not main scheme application","1430","58690","0.024"
"2021","Northern Ireland","All","All","All","Main scheme applicant","Not main scheme application","800","22340","0.036000000000000004"
"2021","Scotland","All","All","All","Main scheme applicant","Not main scheme application","680","55160","0.012"
"2021","Wales","All","All","All","Main scheme applicant","Not main scheme application","870","33070","0.026000000000000002"
"2022","North East","All","All","All","Main scheme applicant","Not main scheme application","1050","28130","0.037"
"2022","North West","All","All","All","Main scheme applicant","Not main scheme application","4140","81550","0.051000000000000004"
"2022","Yorkshire and The Humber","All","All","All","Main scheme applicant","Not main scheme application","2800","61360","0.046"
"2022","East Midlands","All","All","All","Main scheme applicant","Not main scheme application","2420","53400","0.045"
"2022","West Midlands","All","All","All","Main scheme applicant","Not main scheme application","3860","68920","0.056"
"2022","East of England","All","All","All","Main scheme applicant","Not main scheme application","3230","70390","0.046"
"2022","London","All","All","All","Main scheme applicant","Not main scheme application","9340","97150","0.096"
"2022","South East","All","All","All","Main scheme applicant","Not main scheme application","4810","105300","0.046"
"2022","South West","All","All","All","Main scheme applicant","Not main scheme application","1720","59490","0.029"
"2022","Northern Ireland","All","All","All","Main scheme applicant","Not main scheme application","990","22880","0.043000000000000003"
"2022","Scotland","All","All","All","Main scheme applicant","Not main scheme application","890","56440","0.016"
"2022","Wales","All","All","All","Main scheme applicant","Not main scheme application","1230","33810","0.036000000000000004"
"2023","North East","All","All","All","Main scheme applicant","Not main scheme application","1110","28900","0.038"
"2023","North West","All","All","All","Main scheme applicant","Not main scheme application","4300","84610","0.051000000000000004"
"2023","Yorkshire and The Humber","All","All","All","Main scheme applicant","Not main scheme application","2740","63320","0.043000000000000003"
"2023","East Midlands","All","All","All","Main scheme applicant","Not main scheme application","2590","54190","0.048"
"2023","West Midlands","All","All","All","Main scheme applicant","Not main scheme application","4050","71200","0.057"
"2023","East of England","All","All","All","Main scheme applicant","Not main scheme application","3700","71690","0.052000000000000005"
"2023","London","All","All","All","Main scheme applicant","Not main scheme application","11280","101200","0.111"
"2023","South East","All","All","All","Main scheme applicant","Not main scheme application","5490","107240","0.051000000000000004"
"2023","South West","All","All","All","Main scheme applicant","Not main scheme application","1990","60980","0.033"
"2023","Northern Ireland","All","All","All","Main scheme applicant","Not main scheme application","860","23190","0.037"
"2023","Scotland","All","All","All","Main scheme applicant","Not main scheme application","840","57040","0.015"
"2023","Wales","All","All","All","Main scheme applicant","Not main scheme application","1060","35040","0.03"
"2006","North East","All","All","All","Not main scheme applicant","Main scheme application","0","33910","0"
"2006","North West","All","All","All","Not main scheme applicant","Main scheme application","0","94150","0"
"2006","Yorkshire and The Humber","All","All","All","Not main scheme applicant","Main scheme application","0","66970","0"
"2006","East Midlands","All","All","All","Not main scheme applicant","Main scheme application","0","56360","0"
"2006","West Midlands","All","All","All","Not main scheme applicant","Main scheme application","0","72260","0"
"2006","East of England","All","All","All","Not main scheme applicant","Main scheme application","0","71240","0"
"2006","London","All","All","All","Not main scheme applicant","Main scheme application","0","88250","0"
"2006","South East","All","All","All","Not main scheme applicant","Main scheme application","0","104280","0"
"2006","South West","All","All","All","Not main scheme applicant","Main scheme application","0","64520","0"
"2006","Northern Ireland","All","All","All","Not main scheme applicant","Main scheme application","0","26840","0"
"2006","Scotland","All","All","All","Not main scheme applicant","Main scheme application","0","63770","0"
"2006","Wales","All","All","All","Not main scheme applicant","Main scheme application","0","39610","0"
"2007","North East","All","All","All","Not main scheme applicant","Main scheme application","0","32600","0"
"2007","North West","All","All","All","Not main scheme applicant","Main scheme application","0","92050","0"
"2007","Yorkshire and The Humber","All","All","All","Not main scheme applicant","Main scheme application","0","65050","0"
"2007","East Midlands","All","All","All","Not main scheme applicant","Main scheme application","0","55420","0"
"2007","West Midlands","All","All","All","Not main scheme applicant","Main scheme application","0","71680","0"
"2007","East of England","All","All","All","Not main scheme applicant","Main scheme application","0","70980","0"
"2007","London","All","All","All","Not main scheme applicant","Main scheme application","0","87290","0"
"2007","South East","All","All","All","Not main scheme applicant","Main scheme application","0","104450","0"
"2007","South West","All","All","All","Not main scheme applicant","Main scheme application","0","64070","0"
"2007","Northern Ireland","All","All","All","Not main scheme applicant","Main scheme application","0","26260","0"
"2007","Scotland","All","All","All","Not main scheme applicant","Main scheme application","0","63200","0"
"2007","Wales","All","All","All","Not main scheme applicant","Main scheme application","0","39290","0"
"2008","North East","All","All","All","Not main scheme applicant","Main scheme application","0","32820","0"
"2008","North West","All","All","All","Not main scheme applicant","Main scheme application","0","93850","0"
"2008","Yorkshire and The Humber","All","All","All","Not main scheme applicant","Main scheme application","0","66560","0"
"2008","East Midlands","All","All","All","Not main scheme applicant","Main scheme application","0","57200","0"
"2008","West Midlands","All","All","All","Not main scheme applicant","Main scheme application","0","73330","0"
"2008","East of England","All","All","All","Not main scheme applicant","Main scheme application","0","72360","0"
"2008","London","All","All","All","Not main scheme applicant","Main scheme application","0","88850","0"
"2008","South East","All","All","All","Not main scheme applicant","Main scheme application","0","106750","0"
"2008","South West","All","All","All","Not main scheme applicant","Main scheme application","0","65290","0"
"2008","Northern Ireland","All","All","All","Not main scheme applicant","Main scheme application","0","26030","0"
"2008","Scotland","All","All","All","Not main scheme applicant","Main scheme application","0","65130","0"
"2008","Wales","All","All","All","Not main scheme applicant","Main scheme application","0","39510","0"
"2009","North East","All","All","All","Not main scheme applicant","Main scheme application","0","33970","0"
"2009","North West","All","All","All","Not main scheme applicant","Main scheme application","0","95980","0"
"2009","Yorkshire and The Humber","All","All","All","Not main scheme applicant","Main scheme application","0","68350","0"
"2009","East Midlands","All","All","All","Not main scheme applicant","Main scheme application","0","58250","0"
"2009","West Midlands","All","All","All","Not main scheme applicant","Main scheme application","0","75190","0"
"2009","East of England","All","All","All","Not main scheme applicant","Main scheme application","0","73540","0"
"2009","London","All","All","All","Not main scheme applicant","Main scheme application","0","89330","0"
"2009","South East","All","All","All","Not main scheme applicant","Main scheme application","0","108120","0"
"2009","South West","All","All","All","Not main scheme applicant","Main scheme application","0","65300","0"
"2009","Northern Ireland","All","All","All","Not main scheme applicant","Main scheme application","0","25990","0"
"2009","Scotland","All","All","All","Not main scheme applicant","Main scheme application","0","64860","0"
"2009","Wales","All","All","All","Not main scheme applicant","Main scheme application","0","40320","0"
