"Year","Subject group HECoS","Detailed subject group HECoS","IMD2019 NIMDM2017 SIMD2012 2016 2020 WIMD2019","Domicile","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2019","(CAH20) historical, philosophical and religious studies","All","All","England","73270","63700","0.869"
"2020","(CAH20) historical, philosophical and religious studies","All","All","England","68320","59480","0.871"
"2021","(CAH20) historical, philosophical and religious studies","All","All","England","67075","57155","0.852"
"2022","(CAH20) historical, philosophical and religious studies","All","All","England","70450","56530","0.802"
"2023","(CAH20) historical, philosophical and religious studies","All","All","England","72610","59495","0.8190000000000001"
"2019","(CAH20) historical, philosophical and religious studies","All","All","Scotland","5945","3520","0.592"
"2020","(CAH20) historical, philosophical and religious studies","All","All","Scotland","5250","3395","0.647"
"2021","(CAH20) historical, philosophical and religious studies","All","All","Scotland","5905","3650","0.618"
"2022","(CAH20) historical, philosophical and religious studies","All","All","Scotland","6120","3620","0.591"
"2023","(CAH20) historical, philosophical and religious studies","All","All","Scotland","5860","3845","0.656"
"2019","(CAH20) historical, philosophical and religious studies","All","All","Wales","3125","2795","0.895"
"2020","(CAH20) historical, philosophical and religious studies","All","All","Wales","2640","2375","0.899"
"2021","(CAH20) historical, philosophical and religious studies","All","All","Wales","2715","2405","0.885"
"2022","(CAH20) historical, philosophical and religious studies","All","All","Wales","3010","2550","0.846"
"2023","(CAH20) historical, philosophical and religious studies","All","All","Wales","2975","2540","0.854"
"2019","(CAH11) computing","All","All","Northern Ireland","6510","5815","0.893"
"2020","(CAH11) computing","All","All","Northern Ireland","5965","5335","0.895"
"2021","(CAH11) computing","All","All","Northern Ireland","5480","4885","0.891"
"2022","(CAH11) computing","All","All","Northern Ireland","5565","4830","0.868"
"2023","(CAH11) computing","All","All","Northern Ireland","5470","4845","0.886"
"2019","(CAH11) computing","All","All","England","87575","69305","0.791"
"2020","(CAH11) computing","All","All","England","89700","71410","0.796"
"2021","(CAH11) computing","All","All","England","94965","74060","0.78"
"2022","(CAH11) computing","All","All","England","113505","84705","0.746"
"2023","(CAH11) computing","All","All","England","123255","91525","0.743"
"2019","(CAH11) computing","All","All","Scotland","11420","8435","0.738"
"2020","(CAH11) computing","All","All","Scotland","10690","8145","0.762"
"2021","(CAH11) computing","All","All","Scotland","11055","8380","0.758"
"2022","(CAH11) computing","All","All","Scotland","11420","8245","0.722"
"2023","(CAH11) computing","All","All","Scotland","11455","8145","0.711"
"2019","(CAH11) computing","All","All","Wales","3830","3275","0.855"
"2020","(CAH11) computing","All","All","Wales","3945","3375","0.856"
"2021","(CAH11) computing","All","All","Wales","3900","3240","0.8310000000000001"
"2022","(CAH11) computing","All","All","Wales","4185","3375","0.807"
"2023","(CAH11) computing","All","All","Wales","5010","4035","0.805"
"2019","(CAH26) geography, earth and environmental studies","All","All","Northern Ireland","1390","1285","0.926"
"2020","(CAH26) geography, earth and environmental studies","All","All","Northern Ireland","1285","1210","0.9400000000000001"
"2021","(CAH26) geography, earth and environmental studies","All","All","Northern Ireland","1400","1300","0.929"
"2022","(CAH26) geography, earth and environmental studies","All","All","Northern Ireland","1480","1345","0.908"
"2023","(CAH26) geography, earth and environmental studies","All","All","Northern Ireland","1740","1635","0.9400000000000001"
"2019","(CAH26) geography, earth and environmental studies","All","All","England","37255","34205","0.918"
"2020","(CAH26) geography, earth and environmental studies","All","All","England","36530","33175","0.908"
"2021","(CAH26) geography, earth and environmental studies","All","All","England","38380","34195","0.891"
"2022","(CAH26) geography, earth and environmental studies","All","All","England","39545","34125","0.863"
"2023","(CAH26) geography, earth and environmental studies","All","All","England","40535","35825","0.884"
"2019","(CAH26) geography, earth and environmental studies","All","All","Scotland","2315","1605","0.6930000000000001"
"2020","(CAH26) geography, earth and environmental studies","All","All","Scotland","2405","1845","0.768"
"2021","(CAH26) geography, earth and environmental studies","All","All","Scotland","2580","1980","0.767"
"2022","(CAH26) geography, earth and environmental studies","All","All","Scotland","3160","2280","0.721"
"2023","(CAH26) geography, earth and environmental studies","All","All","Scotland","3100","2490","0.803"
"2019","(CAH26) geography, earth and environmental studies","All","All","Wales","1825","1680","0.92"
"2020","(CAH26) geography, earth and environmental studies","All","All","Wales","1710","1575","0.92"
"2021","(CAH26) geography, earth and environmental studies","All","All","Wales","1820","1660","0.913"
"2022","(CAH26) geography, earth and environmental studies","All","All","Wales","2035","1820","0.894"
"2023","(CAH26) geography, earth and environmental studies","All","All","Wales","1745","1580","0.907"
"2019","(CAH07) physical sciences","All","All","Northern Ireland","1155","1025","0.887"
"2020","(CAH07) physical sciences","All","All","Northern Ireland","1240","1085","0.876"
"2021","(CAH07) physical sciences","All","All","Northern Ireland","1265","1115","0.883"
"2022","(CAH07) physical sciences","All","All","Northern Ireland","1290","1095","0.847"
"2023","(CAH07) physical sciences","All","All","Northern Ireland","1325","1160","0.877"
"2019","(CAH07) physical sciences","All","All","England","53475","45740","0.855"
"2020","(CAH07) physical sciences","All","All","England","53670","45540","0.848"
"2021","(CAH07) physical sciences","All","All","England","53210","45285","0.851"
"2022","(CAH07) physical sciences","All","All","England","53255","43440","0.8160000000000001"
"2023","(CAH07) physical sciences","All","All","England","52335","43435","0.8300000000000001"
"2019","(CAH07) physical sciences","All","All","Scotland","5360","4280","0.799"
"2020","(CAH07) physical sciences","All","All","Scotland","5405","4365","0.807"
"2021","(CAH07) physical sciences","All","All","Scotland","5445","4295","0.789"
"2022","(CAH07) physical sciences","All","All","Scotland","5400","4295","0.796"
"2023","(CAH07) physical sciences","All","All","Scotland","5355","4400","0.8220000000000001"
"2019","(CAH07) physical sciences","All","All","Wales","2595","2225","0.858"
"2020","(CAH07) physical sciences","All","All","Wales","2295","1975","0.86"
"2021","(CAH07) physical sciences","All","All","Wales","2495","2185","0.876"
"2022","(CAH07) physical sciences","All","All","Wales","2420","1985","0.8200000000000001"
"2023","(CAH07) physical sciences","All","All","Wales","2175","1855","0.852"
"2019","(CAH04) psychology","All","All","Northern Ireland","2885","2595","0.899"
"2020","(CAH04) psychology","All","All","Northern Ireland","2750","2460","0.894"
"2021","(CAH04) psychology","All","All","Northern Ireland","2810","2475","0.881"
"2022","(CAH04) psychology","All","All","Northern Ireland","2680","2210","0.8250000000000001"
"2023","(CAH04) psychology","All","All","Northern Ireland","2560","2100","0.8210000000000001"
"2019","(CAH04) psychology","All","All","England","99030","85965","0.868"
"2020","(CAH04) psychology","All","All","England","101085","87565","0.866"
"2021","(CAH04) psychology","All","All","England","105560","90235","0.855"
"2022","(CAH04) psychology","All","All","England","113675","90775","0.799"
"2023","(CAH04) psychology","All","All","England","110550","90380","0.8180000000000001"
"2019","(CAH04) psychology","All","All","Scotland","8325","5215","0.627"
"2020","(CAH04) psychology","All","All","Scotland","8325","5410","0.65"
"2021","(CAH04) psychology","All","All","Scotland","9635","5900","0.612"
"2022","(CAH04) psychology","All","All","Scotland","9195","5985","0.651"
"2023","(CAH04) psychology","All","All","Scotland","8770","6205","0.707"
"2019","(CAH04) psychology","All","All","Wales","4540","4065","0.895"
"2020","(CAH04) psychology","All","All","Wales","4660","4105","0.88"
"2021","(CAH04) psychology","All","All","Wales","5220","4520","0.866"
"2022","(CAH04) psychology","All","All","Wales","5455","4415","0.809"
"2023","(CAH04) psychology","All","All","Wales","4835","4050","0.838"
"2019","(CAH09) mathematical sciences","All","All","Northern Ireland","1140","1045","0.916"
"2020","(CAH09) mathematical sciences","All","All","Northern Ireland","1050","930","0.886"
"2021","(CAH09) mathematical sciences","All","All","Northern Ireland","1020","915","0.899"
"2022","(CAH09) mathematical sciences","All","All","Northern Ireland","1030","885","0.857"
"2023","(CAH09) mathematical sciences","All","All","Northern Ireland","955","825","0.865"
"2019","(CAH09) mathematical sciences","All","All","England","31445","26295","0.836"
"2020","(CAH09) mathematical sciences","All","All","England","31480","25930","0.8240000000000001"
"2021","(CAH09) mathematical sciences","All","All","England","32655","26515","0.812"
"2022","(CAH09) mathematical sciences","All","All","England","31625","24415","0.772"
"2023","(CAH09) mathematical sciences","All","All","England","31610","24040","0.761"
"2019","(CAH09) mathematical sciences","All","All","Scotland","3090","2200","0.711"
"2020","(CAH09) mathematical sciences","All","All","Scotland","2910","2195","0.754"
"2021","(CAH09) mathematical sciences","All","All","Scotland","2755","2060","0.748"
"2022","(CAH09) mathematical sciences","All","All","Scotland","2615","1970","0.753"
"2023","(CAH09) mathematical sciences","All","All","Scotland","3000","2200","0.734"
"2019","(CAH09) mathematical sciences","All","All","Wales","1315","1150","0.873"
"2020","(CAH09) mathematical sciences","All","All","Wales","1250","1065","0.852"
"2021","(CAH09) mathematical sciences","All","All","Wales","1325","1120","0.846"
"2022","(CAH09) mathematical sciences","All","All","Wales","1405","1140","0.81"
"2023","(CAH09) mathematical sciences","All","All","Wales","1375","1055","0.769"
"2019","(CAH22) education and teaching","All","All","Northern Ireland","2360","1250","0.53"
"2020","(CAH22) education and teaching","All","All","Northern Ireland","2235","1290","0.578"
"2021","(CAH22) education and teaching","All","All","Northern Ireland","2555","1505","0.589"
"2022","(CAH22) education and teaching","All","All","Northern Ireland","2230","1340","0.602"
"2023","(CAH22) education and teaching","All","All","Northern Ireland","1965","1175","0.599"
"2019","(CAH22) education and teaching","All","All","England","43310","30190","0.6970000000000001"
"2020","(CAH22) education and teaching","All","All","England","40980","28435","0.6940000000000001"
"2021","(CAH22) education and teaching","All","All","England","44200","33100","0.749"
"2022","(CAH22) education and teaching","All","All","England","45495","31770","0.6980000000000001"
"2023","(CAH22) education and teaching","All","All","England","39915","27835","0.6970000000000001"
"2019","(CAH22) education and teaching","All","All","Scotland","22900","6000","0.262"
"2020","(CAH22) education and teaching","All","All","Scotland","22805","6470","0.28400000000000003"
"2021","(CAH22) education and teaching","All","All","Scotland","28280","6725","0.23800000000000002"
"2022","(CAH22) education and teaching","All","All","Scotland","22585","6420","0.28400000000000003"
"2023","(CAH22) education and teaching","All","All","Scotland","17905","5900","0.33"
"2019","(CAH22) education and teaching","All","All","Wales","2720","1975","0.726"
"2020","(CAH22) education and teaching","All","All","Wales","2790","2005","0.718"
"2021","(CAH22) education and teaching","All","All","Wales","2970","2375","0.799"
"2022","(CAH22) education and teaching","All","All","Wales","5060","3225","0.637"
"2023","(CAH22) education and teaching","All","All","Wales","4570","2830","0.619"
"2019","(CAH06) agriculture, food and related studies","All","All","Northern Ireland","800","675","0.845"
"2020","(CAH06) agriculture, food and related studies","All","All","Northern Ireland","915","770","0.844"
"2021","(CAH06) agriculture, food and related studies","All","All","Northern Ireland","830","745","0.897"
"2022","(CAH06) agriculture, food and related studies","All","All","Northern Ireland","810","730","0.9"
"2023","(CAH06) agriculture, food and related studies","All","All","Northern Ireland","840","765","0.909"
"2019","(CAH06) agriculture, food and related studies","All","All","England","11415","10240","0.897"
"2020","(CAH06) agriculture, food and related studies","All","All","England","11650","10310","0.885"
"2021","(CAH06) agriculture, food and related studies","All","All","England","13115","11815","0.901"
"2022","(CAH06) agriculture, food and related studies","All","All","England","13495","12110","0.897"
"2023","(CAH06) agriculture, food and related studies","All","All","England","12175","11000","0.903"
"2019","(CAH06) agriculture, food and related studies","All","All","Scotland","1585","1290","0.8140000000000001"
"2020","(CAH06) agriculture, food and related studies","All","All","Scotland","1675","1430","0.853"
"2021","(CAH06) agriculture, food and related studies","All","All","Scotland","1925","1615","0.84"
"2022","(CAH06) agriculture, food and related studies","All","All","Scotland","2025","1710","0.844"
"2023","(CAH06) agriculture, food and related studies","All","All","Scotland","1805","1540","0.852"
"2019","(CAH06) agriculture, food and related studies","All","All","Wales","720","635","0.88"
"2020","(CAH06) agriculture, food and related studies","All","All","Wales","900","785","0.872"
"2021","(CAH06) agriculture, food and related studies","All","All","Wales","860","790","0.916"
"2022","(CAH06) agriculture, food and related studies","All","All","Wales","980","885","0.905"
"2023","(CAH06) agriculture, food and related studies","All","All","Wales","775","720","0.93"
"2019","(CAH16) law","All","All","Northern Ireland","2955","2695","0.912"
"2020","(CAH16) law","All","All","Northern Ireland","3105","2840","0.915"
"2021","(CAH16) law","All","All","Northern Ireland","3215","2835","0.882"
"2022","(CAH16) law","All","All","Northern Ireland","3305","2760","0.836"
"2023","(CAH16) law","All","All","Northern Ireland","3325","2875","0.864"
"2019","(CAH16) law","All","All","England","86705","70705","0.8150000000000001"
"2020","(CAH16) law","All","All","England","89065","73675","0.8270000000000001"
"2021","(CAH16) law","All","All","England","95625","77015","0.805"
"2022","(CAH16) law","All","All","England","102060","75780","0.743"
"2023","(CAH16) law","All","All","England","104660","78355","0.749"
"2019","(CAH16) law","All","All","Scotland","8140","5120","0.629"
"2020","(CAH16) law","All","All","Scotland","8275","5260","0.635"
"2021","(CAH16) law","All","All","Scotland","9590","5405","0.5630000000000001"
"2022","(CAH16) law","All","All","Scotland","9295","5260","0.5660000000000001"
"2023","(CAH16) law","All","All","Scotland","8830","5600","0.634"
"2019","(CAH16) law","All","All","Wales","4010","3480","0.867"
"2020","(CAH16) law","All","All","Wales","4380","3915","0.893"
"2021","(CAH16) law","All","All","Wales","4990","4250","0.852"
"2022","(CAH16) law","All","All","Wales","5040","3960","0.786"
"2023","(CAH16) law","All","All","Wales","4920","4025","0.8180000000000001"
"2019","(CAH05) veterinary sciences","All","All","Northern Ireland","400","160","0.398"
"2020","(CAH05) veterinary sciences","All","All","Northern Ireland","355","145","0.40900000000000003"
"2021","(CAH05) veterinary sciences","All","All","Northern Ireland","475","160","0.337"
"2022","(CAH05) veterinary sciences","All","All","Northern Ireland","515","185","0.359"
"2023","(CAH05) veterinary sciences","All","All","Northern Ireland","555","180","0.328"
"2019","(CAH05) veterinary sciences","All","All","England","11045","4210","0.381"
"2020","(CAH05) veterinary sciences","All","All","England","9735","4295","0.441"
"2021","(CAH05) veterinary sciences","All","All","England","11865","4500","0.379"
"2022","(CAH05) veterinary sciences","All","All","England","11995","4005","0.334"
"2023","(CAH05) veterinary sciences","All","All","England","10905","4165","0.382"
"2019","(CAH05) veterinary sciences","All","All","Scotland","1095","405","0.371"
"2020","(CAH05) veterinary sciences","All","All","Scotland","950","425","0.446"
"2021","(CAH05) veterinary sciences","All","All","Scotland","1250","460","0.366"
"2022","(CAH05) veterinary sciences","All","All","Scotland","1050","405","0.383"
"2023","(CAH05) veterinary sciences","All","All","Scotland","1050","450","0.427"
"2019","(CAH05) veterinary sciences","All","All","Wales","545","215","0.394"
"2020","(CAH05) veterinary sciences","All","All","Wales","500","220","0.443"
"2021","(CAH05) veterinary sciences","All","All","Wales","700","305","0.438"
"2022","(CAH05) veterinary sciences","All","All","Wales","795","270","0.341"
"2023","(CAH05) veterinary sciences","All","All","Wales","705","275","0.392"
"2019","All","All","All","Northern Ireland","82285","60605","0.737"
"2020","All","All","All","Northern Ireland","80625","60505","0.75"
"2021","All","All","All","Northern Ireland","85020","60960","0.717"
"2022","All","All","All","Northern Ireland","83620","58645","0.7010000000000001"
"2023","All","All","All","Northern Ireland","80605","59235","0.735"
"2019","All","All","All","England","1797510","1321210","0.735"
"2020","All","All","All","England","1826005","1347645","0.738"
"2021","All","All","All","England","1990510","1435710","0.721"
"2022","All","All","All","England","2061975","1407510","0.683"
"2023","All","All","All","England","2003095","1406130","0.7020000000000001"
"2019","All","All","All","Scotland","188835","103825","0.55"
"2020","All","All","All","Scotland","187215","105805","0.5650000000000001"
"2021","All","All","All","Scotland","213520","113585","0.532"
"2022","All","All","All","Scotland","201255","112320","0.558"
"2023","All","All","All","Scotland","185170","113305","0.612"
"2019","All","All","All","Wales","85300","62865","0.737"
"2020","All","All","All","Wales","85250","63295","0.742"
"2021","All","All","All","Wales","95690","68815","0.719"
"2022","All","All","All","Wales","97880","67020","0.685"
"2023","All","All","All","Wales","90125","64355","0.714"
"2019","(CAH25) design, and creative and performing arts","(CAH25-01-03) design studies","Unknown","All","100","55","0.5700000000000001"
"2020","(CAH25) design, and creative and performing arts","(CAH25-01-03) design studies","Unknown","All","175","80","0.463"
"2021","(CAH25) design, and creative and performing arts","(CAH25-01-03) design studies","Unknown","All","135","85","0.631"
"2022","(CAH25) design, and creative and performing arts","(CAH25-01-03) design studies","Unknown","All","20","10","0.542"
"2023","(CAH25) design, and creative and performing arts","(CAH25-01-03) design studies","Unknown","All","40","20","0.543"
"2019","(CAH25) design, and creative and performing arts","(CAH25-02-02) music","Unknown","All","35","20","0.562"
"2020","(CAH25) design, and creative and performing arts","(CAH25-02-02) music","Unknown","All","60","30","0.513"
"2021","(CAH25) design, and creative and performing arts","(CAH25-02-02) music","Unknown","All","35","25","0.764"
"2022","(CAH25) design, and creative and performing arts","(CAH25-02-02) music","Unknown","All","5","0"," "
"2023","(CAH25) design, and creative and performing arts","(CAH25-02-02) music","Unknown","All","10","0"," "
"2019","(CAH25) design, and creative and performing arts","(CAH25-01-04) cinematics and photography","Unknown","All","90","65","0.734"
"2020","(CAH25) design, and creative and performing arts","(CAH25-01-04) cinematics and photography","Unknown","All","50","30","0.552"
"2021","(CAH25) design, and creative and performing arts","(CAH25-01-04) cinematics and photography","Unknown","All","60","40","0.657"
"2022","(CAH25) design, and creative and performing arts","(CAH25-01-04) cinematics and photography","Unknown","All","20","15","0.775"
"2023","(CAH25) design, and creative and performing arts","(CAH25-01-04) cinematics and photography","Unknown","All","15","10","0.7000000000000001"
"2019","(CAH25) design, and creative and performing arts","(CAH25-01-02) art","Unknown","All","45","25","0.5630000000000001"
"2020","(CAH25) design, and creative and performing arts","(CAH25-01-02) art","Unknown","All","20","15","0.675"
"2021","(CAH25) design, and creative and performing arts","(CAH25-01-02) art","Unknown","All","25","10","0.434"
"2022","(CAH25) design, and creative and performing arts","(CAH25-01-02) art","Unknown","All","5","5"," "
"2023","(CAH25) design, and creative and performing arts","(CAH25-01-02) art","Unknown","All","10","5"," "
"2019","(CAH25) design, and creative and performing arts","(CAH25-02-03) drama","Unknown","All","50","10","0.225"
"2020","(CAH25) design, and creative and performing arts","(CAH25-02-03) drama","Unknown","All","70","25","0.325"
"2021","(CAH25) design, and creative and performing arts","(CAH25-02-03) drama","Unknown","All","35","5"," "
"2022","(CAH25) design, and creative and performing arts","(CAH25-02-03) drama","Unknown","All","5","5"," "
"2023","(CAH25) design, and creative and performing arts","(CAH25-02-03) drama","Unknown","All","20","10"," "
"2019","(CAH25) design, and creative and performing arts","(CAH25-02-04) dance","Unknown","All","10","5"," "
"2020","(CAH25) design, and creative and performing arts","(CAH25-02-04) dance","Unknown","All","10","5"," "
"2021","(CAH25) design, and creative and performing arts","(CAH25-02-04) dance","Unknown","All","10","5"," "
"2019","(CAH25) design, and creative and performing arts","(CAH25-02-01) performing arts (non-specific)","Unknown","All","5","0"," "
"2020","(CAH25) design, and creative and performing arts","(CAH25-02-01) performing arts (non-specific)","Unknown","All","5","0"," "
"2020","(CAH25) design, and creative and performing arts","(CAH25-01-05) others in creative arts and design","Unknown","All","10","5"," "
"2021","(CAH25) design, and creative and performing arts","(CAH25-01-05) others in creative arts and design","Unknown","All","5","5"," "
"2023","(CAH25) design, and creative and performing arts","(CAH25-01-05) others in creative arts and design","Unknown","All","5","5"," "
"2019","(CAH25) design, and creative and performing arts","(CAH25-01-01) creative arts and design (non-specific)","Unknown","All","5","5"," "
"2021","(CAH25) design, and creative and performing arts","(CAH25-01-01) creative arts and design (non-specific)","Unknown","All","10","5"," "
"2022","(CAH25) design, and creative and performing arts","(CAH25-01-01) creative arts and design (non-specific)","Unknown","All","5","0"," "
"2019","(CAH10) engineering and technology","(CAH10-01-06) bioengineering, medical and biomedical engineering","Unknown","All","10","10"," "
"2020","(CAH10) engineering and technology","(CAH10-01-06) bioengineering, medical and biomedical engineering","Unknown","All","5","5"," "
"2021","(CAH10) engineering and technology","(CAH10-01-06) bioengineering, medical and biomedical engineering","Unknown","All","5","5"," "
"2023","(CAH10) engineering and technology","(CAH10-01-06) bioengineering, medical and biomedical engineering","Unknown","All","5","5"," "
"2019","(CAH10) engineering and technology","(CAH10-03-06) others in technology","Unknown","All","5","0"," "
"2020","(CAH10) engineering and technology","(CAH10-03-06) others in technology","Unknown","All","5","0"," "
"2019","(CAH10) engineering and technology","(CAH10-01-03) production and manufacturing engineering","Unknown","All","10","5"," "
"2020","(CAH10) engineering and technology","(CAH10-01-03) production and manufacturing engineering","Unknown","All","5","5"," "
"2021","(CAH10) engineering and technology","(CAH10-01-03) production and manufacturing engineering","Unknown","All","10","10"," "
"2023","(CAH10) engineering and technology","(CAH10-01-03) production and manufacturing engineering","Unknown","All","5","5"," "
"2019","(CAH10) engineering and technology","(CAH10-01-04) aeronautical and aerospace engineering","Unknown","All","15","10","0.8"
"2020","(CAH10) engineering and technology","(CAH10-01-04) aeronautical and aerospace engineering","Unknown","All","20","15","0.775"
"2021","(CAH10) engineering and technology","(CAH10-01-04) aeronautical and aerospace engineering","Unknown","All","35","30","0.8310000000000001"
"2022","(CAH10) engineering and technology","(CAH10-01-04) aeronautical and aerospace engineering","Unknown","All","10","5"," "
"2023","(CAH10) engineering and technology","(CAH10-01-04) aeronautical and aerospace engineering","Unknown","All","5","5"," "
"2019","(CAH10) engineering and technology","(CAH10-01-08) electrical and electronic engineering","Unknown","All","15","10"," "
"2020","(CAH10) engineering and technology","(CAH10-01-08) electrical and electronic engineering","Unknown","All","35","20","0.636"
"2021","(CAH10) engineering and technology","(CAH10-01-08) electrical and electronic engineering","Unknown","All","25","20","0.8320000000000001"
"2022","(CAH10) engineering and technology","(CAH10-01-08) electrical and electronic engineering","Unknown","All","15","10","0.733"
"2023","(CAH10) engineering and technology","(CAH10-01-08) electrical and electronic engineering","Unknown","All","5","5"," "
"2019","(CAH10) engineering and technology","(CAH10-01-07) civil engineering","Unknown","All","35","20","0.629"
"2020","(CAH10) engineering and technology","(CAH10-01-07) civil engineering","Unknown","All","20","10","0.525"
"2021","(CAH10) engineering and technology","(CAH10-01-07) civil engineering","Unknown","All","30","10","0.342"
"2022","(CAH10) engineering and technology","(CAH10-01-07) civil engineering","Unknown","All","10","5"," "
"2023","(CAH10) engineering and technology","(CAH10-01-07) civil engineering","Unknown","All","10","10"," "
"2019","(CAH10) engineering and technology","(CAH10-03-05) biotechnology","Unknown","All","5","0"," "
"2021","(CAH10) engineering and technology","(CAH10-03-05) biotechnology","Unknown","All","5","5"," "
"2019","(CAH10) engineering and technology","(CAH10-01-09) chemical, process and energy engineering","Unknown","All","15","15","0.967"
"2020","(CAH10) engineering and technology","(CAH10-01-09) chemical, process and energy engineering","Unknown","All","10","5"," "
"2021","(CAH10) engineering and technology","(CAH10-01-09) chemical, process and energy engineering","Unknown","All","5","0"," "
"2023","(CAH10) engineering and technology","(CAH10-01-09) chemical, process and energy engineering","Unknown","All","5","5"," "
"2019","(CAH10) engineering and technology","(CAH10-01-01) engineering (non-specific)","Unknown","All","20","10","0.5"
"2020","(CAH10) engineering and technology","(CAH10-01-01) engineering (non-specific)","Unknown","All","20","15","0.75"
"2021","(CAH10) engineering and technology","(CAH10-01-01) engineering (non-specific)","Unknown","All","20","10"," "
"2022","(CAH10) engineering and technology","(CAH10-01-01) engineering (non-specific)","Unknown","All","5","5"," "
"2023","(CAH10) engineering and technology","(CAH10-01-01) engineering (non-specific)","Unknown","All","5","0"," "
"2019","(CAH10) engineering and technology","(CAH10-01-02) mechanical engineering","Unknown","All","25","20","0.7000000000000001"
"2020","(CAH10) engineering and technology","(CAH10-01-02) mechanical engineering","Unknown","All","15","15","1"
"2021","(CAH10) engineering and technology","(CAH10-01-02) mechanical engineering","Unknown","All","45","30","0.66"
"2022","(CAH10) engineering and technology","(CAH10-01-02) mechanical engineering","Unknown","All","25","20","0.8200000000000001"
"2023","(CAH10) engineering and technology","(CAH10-01-02) mechanical engineering","Unknown","All","10","5"," "
"2019","(CAH02) subjects allied to medicine","(CAH02-06-03) ophthalmics","Unknown","All","5","0"," "
"2021","(CAH02) subjects allied to medicine","(CAH02-06-03) ophthalmics","Unknown","All","5","0"," "
"2022","(CAH02) subjects allied to medicine","(CAH02-06-03) ophthalmics","Unknown","All","10","5"," "
"2019","(CAH02) subjects allied to medicine","(CAH02-05-04) anatomy, physiology and pathology","Unknown","All","5","5"," "
"2020","(CAH02) subjects allied to medicine","(CAH02-05-04) anatomy, physiology and pathology","Unknown","All","5","5"," "
"2021","(CAH02) subjects allied to medicine","(CAH02-05-04) anatomy, physiology and pathology","Unknown","All","10","5"," "
"2019","(CAH02) subjects allied to medicine","(CAH02-05-01) medical technology","Unknown","All","15","10"," "
"2020","(CAH02) subjects allied to medicine","(CAH02-05-01) medical technology","Unknown","All","5","0"," "
"2021","(CAH02) subjects allied to medicine","(CAH02-05-01) medical technology","Unknown","All","25","5"," "
"2022","(CAH02) subjects allied to medicine","(CAH02-05-01) medical technology","Unknown","All","15","10"," "
"2019","(CAH02) subjects allied to medicine","(CAH02-06-06) complementary and alternative medicine","Unknown","All","5","5"," "
"2021","(CAH02) subjects allied to medicine","(CAH02-06-06) complementary and alternative medicine","Unknown","All","5","5"," "
"2019","(CAH02) subjects allied to medicine","(CAH02-06-01) health sciences (non-specific)","Unknown","All","40","10","0.3"
"2020","(CAH02) subjects allied to medicine","(CAH02-06-01) health sciences (non-specific)","Unknown","All","25","5"," "
"2021","(CAH02) subjects allied to medicine","(CAH02-06-01) health sciences (non-specific)","Unknown","All","20","10","0.5"
"2022","(CAH02) subjects allied to medicine","(CAH02-06-01) health sciences (non-specific)","Unknown","All","15","5"," "
"2023","(CAH02) subjects allied to medicine","(CAH02-06-01) health sciences (non-specific)","Unknown","All","10","5"," "
"2019","(CAH02) subjects allied to medicine","(CAH02-06-02) nutrition and dietetics","Unknown","All","20","10"," "
"2020","(CAH02) subjects allied to medicine","(CAH02-06-02) nutrition and dietetics","Unknown","All","10","10"," "
"2021","(CAH02) subjects allied to medicine","(CAH02-06-02) nutrition and dietetics","Unknown","All","10","5"," "
"2019","(CAH02) subjects allied to medicine","(CAH02-06-04) environmental and public health","Unknown","All","5","5"," "
"2020","(CAH02) subjects allied to medicine","(CAH02-06-04) environmental and public health","Unknown","All","5","5"," "
"2021","(CAH02) subjects allied to medicine","(CAH02-06-04) environmental and public health","Unknown","All","5","5"," "
"2023","(CAH02) subjects allied to medicine","(CAH02-06-04) environmental and public health","Unknown","All","5","5"," "
"2019","(CAH02) subjects allied to medicine","(CAH02-06-07) counselling, psychotherapy and occupational therapy","Unknown","All","5","5"," "
"2020","(CAH02) subjects allied to medicine","(CAH02-06-07) counselling, psychotherapy and occupational therapy","Unknown","All","15","5"," "
"2021","(CAH02) subjects allied to medicine","(CAH02-06-07) counselling, psychotherapy and occupational therapy","Unknown","All","10","5"," "
"2020","(CAH02) subjects allied to medicine","(CAH02-02-01) pharmacology","Unknown","All","5","5"," "
"2021","(CAH02) subjects allied to medicine","(CAH02-02-01) pharmacology","Unknown","All","10","5"," "
"2022","(CAH02) subjects allied to medicine","(CAH02-02-01) pharmacology","Unknown","All","5","5"," "
"2019","(CAH02) subjects allied to medicine","(CAH02-02-03) pharmacy","Unknown","All","15","10"," "
"2020","(CAH02) subjects allied to medicine","(CAH02-02-03) pharmacy","Unknown","All","15","5"," "
"2021","(CAH02) subjects allied to medicine","(CAH02-02-03) pharmacy","Unknown","All","20","15","0.717"
"2023","(CAH02) subjects allied to medicine","(CAH02-02-03) pharmacy","Unknown","All","5","0"," "
"2019","(CAH02) subjects allied to medicine","(CAH02-06-05) physiotherapy","Unknown","All","35","10","0.314"
"2020","(CAH02) subjects allied to medicine","(CAH02-06-05) physiotherapy","Unknown","All","20","5"," "
"2021","(CAH02) subjects allied to medicine","(CAH02-06-05) physiotherapy","Unknown","All","35","5"," "
"2022","(CAH02) subjects allied to medicine","(CAH02-06-05) physiotherapy","Unknown","All","10","0"," "
"2019","(CAH02) subjects allied to medicine","(CAH02-05-02) healthcare science (non-specific)","Unknown","All","10","5"," "
