"Year","Served in UK armed forces status","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2023","Has served in UK armed forces","30 - 34","England","All","Not main scheme applicant","All","10","5"," ","5"
"2023","Not declared","35 and over","England","All","Not main scheme applicant","All","15605","14720","0.9440000000000001","40"
"2023","Not declared","35 and over","Scotland","All","Not main scheme applicant","All","365","350","0.964","5"
"2023","Not declared","35 and over","Wales","All","Not main scheme applicant","All","185","180","0.963","0"
"2023","Has not served in UK armed forces","35 and over","Northern Ireland","All","Not main scheme applicant","All","10","10"," ","10"
"2023","Has not served in UK armed forces","35 and over","England","All","Not main scheme applicant","All","2065","1540","0.747","805"
"2023","Has not served in UK armed forces","35 and over","Scotland","All","Not main scheme applicant","All","215","155","0.721","105"
"2023","Has not served in UK armed forces","35 and over","Wales","All","Not main scheme applicant","All","115","90","0.765","30"
"2023","Has served in UK armed forces","35 and over","England","All","Not main scheme applicant","All","40","30","0.718","15"
"2023","Has served in UK armed forces","35 and over","Scotland","All","Not main scheme applicant","All","10","5"," ","5"
"2023","Has served in UK armed forces","35 and over","Wales","All","Not main scheme applicant","All","5","5"," ","0"
"2023","Not declared","17 and under","England","All","Main scheme applicant","All","50","25","0.51","0"
"2023","Not declared","17 and under","Scotland","All","Main scheme applicant","All","10","10"," ","0"
"2023","Has not served in UK armed forces","17 and under","Northern Ireland","All","Main scheme applicant","All","30","20","0.613","0"
"2023","Has not served in UK armed forces","17 and under","England","All","Main scheme applicant","All","1060","690","0.648","0"
"2023","Has not served in UK armed forces","17 and under","Scotland","All","Main scheme applicant","All","945","620","0.658","0"
"2023","Has not served in UK armed forces","17 and under","Wales","All","Main scheme applicant","All","40","25","0.625","0"
"2023","Not declared","18","Northern Ireland","All","Main scheme applicant","All","160","120","0.753","0"
"2023","Not declared","18","England","All","Main scheme applicant","All","3190","2635","0.8260000000000001","0"
"2023","Not declared","18","Scotland","All","Main scheme applicant","All","185","160","0.875","0"
"2023","Not declared","18","Wales","All","Main scheme applicant","All","90","75","0.8150000000000001","0"
"2023","Has not served in UK armed forces","18","Northern Ireland","All","Main scheme applicant","All","11700","8720","0.745","0"
"2023","Has not served in UK armed forces","18","England","All","Main scheme applicant","All","273155","228925","0.838","0"
"2023","Has not served in UK armed forces","18","Scotland","All","Main scheme applicant","All","19125","16155","0.845","0"
"2023","Has not served in UK armed forces","18","Wales","All","Main scheme applicant","All","11900","10230","0.86","0"
"2023","Has served in UK armed forces","18","Northern Ireland","All","Main scheme applicant","All","5","0"," ","0"
"2023","Has served in UK armed forces","18","England","All","Main scheme applicant","All","75","65","0.8290000000000001","0"
"2023","Has served in UK armed forces","18","Scotland","All","Main scheme applicant","All","10","5"," ","0"
"2023","Not declared","19","Northern Ireland","All","Main scheme applicant","All","40","25","0.711","0"
"2023","Not declared","19","England","All","Main scheme applicant","All","1340","1035","0.773","0"
"2023","Not declared","19","Scotland","All","Main scheme applicant","All","65","55","0.862","0"
"2023","Not declared","19","Wales","All","Main scheme applicant","All","40","35","0.85","0"
"2023","Has not served in UK armed forces","19","Northern Ireland","All","Main scheme applicant","All","2130","1610","0.755","0"
"2023","Has not served in UK armed forces","19","England","All","Main scheme applicant","All","69165","57095","0.8250000000000001","0"
"2023","Has not served in UK armed forces","19","Scotland","All","Main scheme applicant","All","5780","4550","0.788","0"
"2023","Has not served in UK armed forces","19","Wales","All","Main scheme applicant","All","3120","2650","0.849","0"
"2023","Has served in UK armed forces","19","Northern Ireland","All","Main scheme applicant","All","5","5"," ","0"
"2023","Has served in UK armed forces","19","England","All","Main scheme applicant","All","75","65","0.842","0"
"2023","Has served in UK armed forces","19","Wales","All","Main scheme applicant","All","5","5"," ","0"
"2023","Not declared","20","Northern Ireland","All","Main scheme applicant","All","20","15","0.8","0"
"2023","Not declared","20","England","All","Main scheme applicant","All","550","375","0.685","0"
"2023","Not declared","20","Scotland","All","Main scheme applicant","All","45","35","0.8180000000000001","0"
"2023","Not declared","20","Wales","All","Main scheme applicant","All","25","15","0.708","0"
"2023","Has not served in UK armed forces","20","Northern Ireland","All","Main scheme applicant","All","915","625","0.684","0"
"2023","Has not served in UK armed forces","20","England","All","Main scheme applicant","All","23145","17490","0.756","0"
"2023","Has not served in UK armed forces","20","Scotland","All","Main scheme applicant","All","2905","2145","0.739","0"
"2023","Has not served in UK armed forces","20","Wales","All","Main scheme applicant","All","1175","915","0.78","0"
"2023","Has served in UK armed forces","20","England","All","Main scheme applicant","All","55","40","0.717","0"
"2023","Has served in UK armed forces","20","Scotland","All","Main scheme applicant","All","5","5"," ","0"
"2023","Has served in UK armed forces","20","Wales","All","Main scheme applicant","All","5","5"," ","0"
"2023","Not declared","21 - 24","Northern Ireland","All","Main scheme applicant","All","35","15","0.515","0"
"2023","Not declared","21 - 24","England","All","Main scheme applicant","All","1025","575","0.561","0"
"2023","Not declared","21 - 24","Scotland","All","Main scheme applicant","All","120","75","0.62","0"
"2023","Not declared","21 - 24","Wales","All","Main scheme applicant","All","40","25","0.625","0"
"2023","Has not served in UK armed forces","21 - 24","Northern Ireland","All","Main scheme applicant","All","1365","855","0.625","0"
"2023","Has not served in UK armed forces","21 - 24","England","All","Main scheme applicant","All","30125","19380","0.643","0"
"2023","Has not served in UK armed forces","21 - 24","Scotland","All","Main scheme applicant","All","6295","4240","0.674","0"
"2023","Has not served in UK armed forces","21 - 24","Wales","All","Main scheme applicant","All","2275","1595","0.7020000000000001","0"
"2023","Has served in UK armed forces","21 - 24","Northern Ireland","All","Main scheme applicant","All","5","0"," ","0"
"2023","Has served in UK armed forces","21 - 24","England","All","Main scheme applicant","All","215","145","0.673","0"
"2023","Has served in UK armed forces","21 - 24","Scotland","All","Main scheme applicant","All","20","15","0.619","0"
"2023","Has served in UK armed forces","21 - 24","Wales","All","Main scheme applicant","All","20","10","0.5","0"
"2023","Not declared","25 - 29","Northern Ireland","All","Main scheme applicant","All","10","5"," ","0"
"2023","Not declared","25 - 29","England","All","Main scheme applicant","All","670","380","0.5630000000000001","0"
"2023","Not declared","25 - 29","Scotland","All","Main scheme applicant","All","50","35","0.635","0"
"2023","Not declared","25 - 29","Wales","All","Main scheme applicant","All","20","5"," ","0"
"2023","Has not served in UK armed forces","25 - 29","Northern Ireland","All","Main scheme applicant","All","495","255","0.515","0"
"2023","Has not served in UK armed forces","25 - 29","England","All","Main scheme applicant","All","12605","7665","0.608","0"
"2023","Has not served in UK armed forces","25 - 29","Scotland","All","Main scheme applicant","All","3290","2115","0.642","0"
"2023","Has not served in UK armed forces","25 - 29","Wales","All","Main scheme applicant","All","1020","660","0.649","0"
"2023","Has served in UK armed forces","25 - 29","Northern Ireland","All","Main scheme applicant","All","5","0"," ","0"
"2023","Has served in UK armed forces","25 - 29","England","All","Main scheme applicant","All","190","115","0.606","0"
"2023","Has served in UK armed forces","25 - 29","Scotland","All","Main scheme applicant","All","35","25","0.73","0"
"2023","Has served in UK armed forces","25 - 29","Wales","All","Main scheme applicant","All","20","15","0.714","0"
"2023","Not declared","30 - 34","Northern Ireland","All","Main scheme applicant","All","5","5"," ","0"
"2023","Not declared","30 - 34","England","All","Main scheme applicant","All","650","400","0.613","0"
"2023","Not declared","30 - 34","Scotland","All","Main scheme applicant","All","30","20","0.5630000000000001","0"
"2023","Not declared","30 - 34","Wales","All","Main scheme applicant","All","10","5"," ","0"
"2023","Has not served in UK armed forces","30 - 34","Northern Ireland","All","Main scheme applicant","All","275","160","0.5740000000000001","0"
"2023","Has not served in UK armed forces","30 - 34","England","All","Main scheme applicant","All","8170","4925","0.603","0"
"2023","Has not served in UK armed forces","30 - 34","Scotland","All","Main scheme applicant","All","1915","1275","0.665","0"
"2023","Has not served in UK armed forces","30 - 34","Wales","All","Main scheme applicant","All","605","410","0.677","0"
"2023","Has served in UK armed forces","30 - 34","Northern Ireland","All","Main scheme applicant","All","5","0"," ","0"
"2023","Has served in UK armed forces","30 - 34","England","All","Main scheme applicant","All","155","95","0.623","0"
"2023","Has served in UK armed forces","30 - 34","Scotland","All","Main scheme applicant","All","35","25","0.686","0"
"2023","Has served in UK armed forces","30 - 34","Wales","All","Main scheme applicant","All","10","5"," ","0"
"2023","Not declared","35 and over","Northern Ireland","All","Main scheme applicant","All","10","5"," ","0"
"2023","Not declared","35 and over","England","All","Main scheme applicant","All","1825","1155","0.634","0"
"2023","Not declared","35 and over","Scotland","All","Main scheme applicant","All","55","40","0.741","0"
"2023","Not declared","35 and over","Wales","All","Main scheme applicant","All","20","10","0.611","0"
"2023","Has not served in UK armed forces","35 and over","Northern Ireland","All","Main scheme applicant","All","405","240","0.595","0"
"2023","Has not served in UK armed forces","35 and over","England","All","Main scheme applicant","All","18640","11225","0.602","0"
"2023","Has not served in UK armed forces","35 and over","Scotland","All","Main scheme applicant","All","3130","2020","0.646","0"
"2023","Has not served in UK armed forces","35 and over","Wales","All","Main scheme applicant","All","855","545","0.637","0"
"2023","Has served in UK armed forces","35 and over","Northern Ireland","All","Main scheme applicant","All","10","5"," ","0"
"2023","Has served in UK armed forces","35 and over","England","All","Main scheme applicant","All","345","215","0.627","0"
"2023","Has served in UK armed forces","35 and over","Scotland","All","Main scheme applicant","All","75","45","0.5730000000000001","0"
"2023","Has served in UK armed forces","35 and over","Wales","All","Main scheme applicant","All","40","20","0.579","0"
"2023","All","17 and under","Northern Ireland","All","Not main scheme applicant","All","5","5"," ","0"
"2023","All","17 and under","England","All","Not main scheme applicant","All","195","170","0.858","25"
"2023","All","17 and under","Scotland","All","Not main scheme applicant","All","290","285","0.969","10"
"2023","All","17 and under","Wales","All","Not main scheme applicant","All","15","10","0.8","0"
"2023","All","18","Northern Ireland","All","Not main scheme applicant","All","25","25","0.962","5"
"2023","All","18","England","All","Not main scheme applicant","All","4315","4010","0.929","280"
"2023","All","18","Scotland","All","Not main scheme applicant","All","450","435","0.962","30"
"2023","All","18","Wales","All","Not main scheme applicant","All","190","180","0.9430000000000001","15"
"2023","All","19","Northern Ireland","All","Not main scheme applicant","All","140","125","0.907","10"
"2023","All","19","England","All","Not main scheme applicant","All","8180","7570","0.926","435"
"2023","All","19","Scotland","All","Not main scheme applicant","All","460","425","0.93","50"
"2023","All","19","Wales","All","Not main scheme applicant","All","345","320","0.919","20"
"2023","All","20","Northern Ireland","All","Not main scheme applicant","All","90","80","0.901","10"
"2023","All","20","England","All","Not main scheme applicant","All","5730","5230","0.913","360"
"2023","All","20","Scotland","All","Not main scheme applicant","All","345","315","0.922","40"
"2023","All","20","Wales","All","Not main scheme applicant","All","250","240","0.9560000000000001","25"
"2023","All","21 - 24","Northern Ireland","All","Not main scheme applicant","All","75","65","0.8180000000000001","15"
"2023","All","21 - 24","England","All","Not main scheme applicant","All","12200","11060","0.907","715"
"2023","All","21 - 24","Scotland","All","Not main scheme applicant","All","705","630","0.895","90"
"2023","All","21 - 24","Wales","All","Not main scheme applicant","All","430","390","0.909","45"
"2023","All","25 - 29","Northern Ireland","All","Not main scheme applicant","All","30","20","0.714","10"
"2023","All","25 - 29","England","All","Not main scheme applicant","All","8655","7975","0.922","355"
"2023","All","25 - 29","Scotland","All","Not main scheme applicant","All","375","340","0.899","65"
"2023","All","25 - 29","Wales","All","Not main scheme applicant","All","230","200","0.873","25"
"2023","All","30 - 34","Northern Ireland","All","Not main scheme applicant","All","10","10"," ","5"
"2023","All","30 - 34","England","All","Not main scheme applicant","All","7610","7000","0.92","250"
"2023","All","30 - 34","Scotland","All","Not main scheme applicant","All","270","230","0.845","25"
"2023","All","30 - 34","Wales","All","Not main scheme applicant","All","140","125","0.906","25"
"2023","All","35 and over","Northern Ireland","All","Not main scheme applicant","All","10","10"," ","10"
"2023","All","35 and over","England","All","Not main scheme applicant","All","17705","16290","0.92","860"
"2023","All","35 and over","Scotland","All","Not main scheme applicant","All","590","515","0.871","110"
"2023","All","35 and over","Wales","All","Not main scheme applicant","All","305","270","0.889","30"
"2023","All","17 and under","Northern Ireland","All","Main scheme applicant","All","30","20","0.625","0"
"2023","All","17 and under","England","All","Main scheme applicant","All","1115","715","0.642","0"
"2023","All","17 and under","Scotland","All","Main scheme applicant","All","955","630","0.658","0"
"2023","All","17 and under","Wales","All","Main scheme applicant","All","40","25","0.634","0"
"2023","All","18","Northern Ireland","All","Main scheme applicant","All","11860","8840","0.745","0"
"2023","All","18","England","All","Main scheme applicant","All","276420","231620","0.838","0"
"2023","All","18","Scotland","All","Main scheme applicant","All","19320","16320","0.845","0"
"2023","All","18","Wales","All","Main scheme applicant","All","11990","10305","0.859","0"
"2023","All","19","Northern Ireland","All","Main scheme applicant","All","2175","1640","0.754","0"
"2023","All","19","England","All","Main scheme applicant","All","70580","58195","0.8250000000000001","0"
"2023","All","19","Scotland","All","Main scheme applicant","All","5845","4610","0.788","0"
"2023","All","19","Wales","All","Main scheme applicant","All","3165","2685","0.849","0"
"2023","All","20","Northern Ireland","All","Main scheme applicant","All","935","640","0.687","0"
"2023","All","20","England","All","Main scheme applicant","All","23745","17905","0.754","0"
"2023","All","20","Scotland","All","Main scheme applicant","All","2950","2185","0.74","0"
"2023","All","20","Wales","All","Main scheme applicant","All","1200","935","0.779","0"
"2023","All","21 - 24","Northern Ireland","All","Main scheme applicant","All","1405","875","0.621","0"
"2023","All","21 - 24","England","All","Main scheme applicant","All","31365","20100","0.641","0"
"2023","All","21 - 24","Scotland","All","Main scheme applicant","All","6435","4330","0.673","0"
"2023","All","21 - 24","Wales","All","Main scheme applicant","All","2335","1630","0.6990000000000001","0"
"2023","All","25 - 29","Northern Ireland","All","Main scheme applicant","All","510","265","0.519","0"
"2023","All","25 - 29","England","All","Main scheme applicant","All","13465","8160","0.606","0"
"2023","All","25 - 29","Scotland","All","Main scheme applicant","All","3380","2175","0.643","0"
"2023","All","25 - 29","Wales","All","Main scheme applicant","All","1060","685","0.646","0"
"2023","All","30 - 34","Northern Ireland","All","Main scheme applicant","All","290","165","0.5690000000000001","0"
"2023","All","30 - 34","England","All","Main scheme applicant","All","8970","5420","0.604","0"
"2023","All","30 - 34","Scotland","All","Main scheme applicant","All","1985","1315","0.663","0"
"2023","All","30 - 34","Wales","All","Main scheme applicant","All","625","420","0.677","0"
"2023","All","35 and over","Northern Ireland","All","Main scheme applicant","All","420","245","0.585","0"
"2023","All","35 and over","England","All","Main scheme applicant","All","20810","12600","0.605","0"
"2023","All","35 and over","Scotland","All","Main scheme applicant","All","3260","2105","0.646","0"
"2023","All","35 and over","Wales","All","Main scheme applicant","All","910","580","0.634","0"
"2023","Not declared","All","Northern Ireland","All","Not main scheme applicant","All","60","60","0.935","0"
"2023","Not declared","All","England","All","Not main scheme applicant","All","46865","44205","0.9430000000000001","120"
"2023","Not declared","All","Scotland","All","Not main scheme applicant","All","2180","2115","0.971","10"
"2023","Not declared","All","Wales","All","Not main scheme applicant","All","985","950","0.962","0"
"2023","Has not served in UK armed forces","All","Northern Ireland","All","Not main scheme applicant","All","325","280","0.862","65"
"2023","Has not served in UK armed forces","All","England","All","Not main scheme applicant","All","17630","15025","0.852","3130"
"2023","Has not served in UK armed forces","All","Scotland","All","Not main scheme applicant","All","1290","1045","0.808","405"
"2023","Has not served in UK armed forces","All","Wales","All","Not main scheme applicant","All","910","780","0.857","185"
"2023","Has served in UK armed forces","All","England","All","Not main scheme applicant","All","95","75","0.8","25"
"2023","Has served in UK armed forces","All","Scotland","All","Not main scheme applicant","All","15","10","0.8","5"
"2023","Has served in UK armed forces","All","Wales","All","Not main scheme applicant","All","10","10","0.909","0"
"2023","Not declared","All","Northern Ireland","All","Main scheme applicant","All","275","195","0.6970000000000001","0"
"2023","Not declared","All","England","All","Main scheme applicant","All","9305","6585","0.708","0"
"2023","Not declared","All","Scotland","All","Main scheme applicant","All","565","425","0.757","0"
"2023","Not declared","All","Wales","All","Main scheme applicant","All","245","175","0.724","0"
"2023","Has not served in UK armed forces","All","Northern Ireland","All","Main scheme applicant","All","17320","12480","0.721","0"
"2023","Has not served in UK armed forces","All","England","All","Main scheme applicant","All","436065","347395","0.797","0"
"2023","Has not served in UK armed forces","All","Scotland","All","Main scheme applicant","All","43385","33120","0.763","0"
"2023","Has not served in UK armed forces","All","Wales","All","Main scheme applicant","All","20980","17030","0.812","0"
"2023","Has served in UK armed forces","All","Northern Ireland","All","Main scheme applicant","All","30","15","0.483","0"
"2023","Has served in UK armed forces","All","England","All","Main scheme applicant","All","1110","735","0.664","0"
"2023","Has served in UK armed forces","All","Scotland","All","Main scheme applicant","All","185","120","0.645","0"
"2023","Has served in UK armed forces","All","Wales","All","Main scheme applicant","All","100","60","0.626","0"
"2023","All","All","Northern Ireland","All","Not main scheme applicant","All","390","340","0.874","65"
"2023","All","All","England","All","Not main scheme applicant","All","64590","59310","0.918","3275"
"2023","All","All","Scotland","All","Not main scheme applicant","All","3490","3175","0.91","420"
"2023","All","All","Wales","All","Not main scheme applicant","All","1905","1735","0.912","190"
"2023","All","All","Northern Ireland","All","Main scheme applicant","All","17625","12690","0.72","0"
"2023","All","All","England","All","Main scheme applicant","All","446475","354715","0.794","0"
"2023","All","All","Scotland","All","Main scheme applicant","All","44130","33665","0.763","0"
"2023","All","All","Wales","All","Main scheme applicant","All","21325","17265","0.81","0"
"2023","Not declared","17 and under","All","All","Not main scheme applicant","All","365","355","0.97","0"
"2023","Has not served in UK armed forces","17 and under","All","All","Not main scheme applicant","All","145","115","0.804","35"
"2023","Not declared","18","All","All","Not main scheme applicant","All","2735","2625","0.9590000000000001","10"
"2023","Has not served in UK armed forces","18","All","All","Not main scheme applicant","All","2245","2020","0.901","320"
"2023","Has served in UK armed forces","18","All","All","Not main scheme applicant","All","5","0"," ","0"
"2023","Not declared","19","All","All","Not main scheme applicant","All","4225","4025","0.9520000000000001","10"
"2023","Has not served in UK armed forces","19","All","All","Not main scheme applicant","All","4890","4410","0.902","505"
"2023","Has served in UK armed forces","19","All","All","Not main scheme applicant","All","10","5"," ","0"
"2023","Not declared","20","All","All","Not main scheme applicant","All","3300","3120","0.9450000000000001","15"
"2023","Has not served in UK armed forces","20","All","All","Not main scheme applicant","All","3105","2745","0.883","420"
"2023","Has served in UK armed forces","20","All","All","Not main scheme applicant","All","5","5"," ","0"
"2023","Not declared","21 - 24","All","All","Not main scheme applicant","All","8770","8225","0.9380000000000001","35"
"2023","Has not served in UK armed forces","21 - 24","All","All","Not main scheme applicant","All","4620","3900","0.844","830"
"2023","Has served in UK armed forces","21 - 24","All","All","Not main scheme applicant","All","20","20","0.9520000000000001","0"
"2023","Not declared","25 - 29","All","All","Not main scheme applicant","All","7615","7195","0.9450000000000001","15"
"2023","Has not served in UK armed forces","25 - 29","All","All","Not main scheme applicant","All","1655","1325","0.798","435"
"2023","Has served in UK armed forces","25 - 29","All","All","Not main scheme applicant","All","15","15","1","0"
"2023","Not declared","30 - 34","All","All","Not main scheme applicant","All","6925","6530","0.9430000000000001","10"
"2023","Has not served in UK armed forces","30 - 34","All","All","Not main scheme applicant","All","1095","825","0.754","285"
"2023","Has served in UK armed forces","30 - 34","All","All","Not main scheme applicant","All","10","10"," ","5"
"2023","Not declared","35 and over","All","All","Not main scheme applicant","All","16155","15255","0.9440000000000001","45"
"2023","Has not served in UK armed forces","35 and over","All","All","Not main scheme applicant","All","2405","1795","0.746","945"
"2023","Has served in UK armed forces","35 and over","All","All","Not main scheme applicant","All","55","40","0.736","20"
"2023","Not declared","17 and under","All","All","Main scheme applicant","All","65","35","0.554","0"
"2023","Has not served in UK armed forces","17 and under","All","All","Main scheme applicant","All","2075","1355","0.652","0"
"2023","Not declared","18","All","All","Main scheme applicant","All","3625","2990","0.8250000000000001","0"
"2023","Has not served in UK armed forces","18","All","All","Main scheme applicant","All","315880","264025","0.836","0"
"2023","Has served in UK armed forces","18","All","All","Main scheme applicant","All","90","70","0.798","0"
"2023","Not declared","19","All","All","Main scheme applicant","All","1485","1155","0.777","0"
"2023","Has not served in UK armed forces","19","All","All","Main scheme applicant","All","80195","65905","0.8220000000000001","0"
"2023","Has served in UK armed forces","19","All","All","Main scheme applicant","All","85","75","0.839","0"
"2023","Not declared","20","All","All","Main scheme applicant","All","640","445","0.6990000000000001","0"
"2023","Has not served in UK armed forces","20","All","All","Main scheme applicant","All","28135","21175","0.753","0"
"2023","Has served in UK armed forces","20","All","All","Main scheme applicant","All","65","45","0.714","0"
"2023","Not declared","21 - 24","All","All","Main scheme applicant","All","1220","695","0.5680000000000001","0"
"2023","Has not served in UK armed forces","21 - 24","All","All","Main scheme applicant","All","40060","26070","0.651","0"
"2023","Has served in UK armed forces","21 - 24","All","All","Main scheme applicant","All","260","170","0.65","0"
"2023","Not declared","25 - 29","All","All","Main scheme applicant","All","755","425","0.5640000000000001","0"
"2023","Has not served in UK armed forces","25 - 29","All","All","Main scheme applicant","All","17410","10695","0.614","0"
"2023","Has served in UK armed forces","25 - 29","All","All","Main scheme applicant","All","250","160","0.635","0"
"2023","Not declared","30 - 34","All","All","Main scheme applicant","All","695","425","0.61","0"
"2023","Has not served in UK armed forces","30 - 34","All","All","Main scheme applicant","All","10965","6765","0.617","0"
"2023","Has served in UK armed forces","30 - 34","All","All","Main scheme applicant","All","205","130","0.635","0"
"2023","Not declared","35 and over","All","All","Main scheme applicant","All","1905","1210","0.636","0"
"2023","Has not served in UK armed forces","35 and over","All","All","Main scheme applicant","All","23030","14035","0.609","0"
"2023","Has served in UK armed forces","35 and over","All","All","Main scheme applicant","All","465","285","0.61","0"
"2023","All","17 and under","All","All","Not main scheme applicant","All","510","470","0.921","35"
"2023","All","18","All","All","Not main scheme applicant","All","4985","4650","0.933","330"
"2023","All","19","All","All","Not main scheme applicant","All","9125","8440","0.925","520"
"2023","All","20","All","All","Not main scheme applicant","All","6415","5870","0.915","435"
"2023","All","21 - 24","All","All","Not main scheme applicant","All","13410","12145","0.906","865"
"2023","All","25 - 29","All","All","Not main scheme applicant","All","9290","8535","0.919","450"
"2023","All","30 - 34","All","All","Not main scheme applicant","All","8030","7365","0.917","300"
"2023","All","35 and over","All","All","Not main scheme applicant","All","18615","17085","0.918","1010"
"2023","All","17 and under","All","All","Main scheme applicant","All","2145","1390","0.649","0"
"2023","All","18","All","All","Main scheme applicant","All","319595","267085","0.836","0"
"2023","All","19","All","All","Main scheme applicant","All","81770","67130","0.8210000000000001","0"
"2023","All","20","All","All","Main scheme applicant","All","28835","21665","0.751","0"
"2023","All","21 - 24","All","All","Main scheme applicant","All","41540","26935","0.648","0"
"2023","All","25 - 29","All","All","Main scheme applicant","All","18410","11280","0.613","0"
"2023","All","30 - 34","All","All","Main scheme applicant","All","11865","7320","0.617","0"
"2023","All","35 and over","All","All","Main scheme applicant","All","25400","15530","0.611","0"
"2023","Not declared","All","All","All","Not main scheme applicant","All","50095","47330","0.9450000000000001","135"
"2023","Has not served in UK armed forces","All","All","All","Not main scheme applicant","All","20155","17130","0.85","3780"
"2023","Has served in UK armed forces","All","All","All","Not main scheme applicant","All","120","100","0.811","30"
"2023","Not declared","All","All","All","Main scheme applicant","All","10385","7380","0.71","0"
"2023","Has not served in UK armed forces","All","All","All","Main scheme applicant","All","517755","410025","0.792","0"
"2023","Has served in UK armed forces","All","All","All","Main scheme applicant","All","1420","930","0.655","0"
"2023","All","All","All","All","Not main scheme applicant","All","70370","64555","0.917","3945"
"2023","All","All","All","All","Main scheme applicant","All","529560","418335","0.79","0"
"2023","Not declared","17 and under","England","Female","All","All","95","75","0.8280000000000001","0"
"2023","Not declared","17 and under","Scotland","Female","All","All","125","125","0.969","0"
"2023","Not declared","17 and under","Wales","Female","All","All","5","5"," ","0"
"2023","Has not served in UK armed forces","17 and under","Northern Ireland","Female","All","All","20","10","0.556","0"
"2023","Has not served in UK armed forces","17 and under","England","Female","All","All","620","405","0.648","20"
"2023","Has not served in UK armed forces","17 and under","Scotland","Female","All","All","605","425","0.6990000000000001","5"
"2023","Has not served in UK armed forces","17 and under","Wales","Female","All","All","25","15","0.64","0"
"2023","Not declared","18","Northern Ireland","Female","All","All","95","75","0.784","0"
"2023","Not declared","18","England","Female","All","All","2545","2270","0.892","5"
"2023","Not declared","18","Scotland","Female","All","All","275","255","0.9410000000000001","0"
"2023","Not declared","18","Wales","Female","All","All","90","80","0.9","0"
"2023","Has not served in UK armed forces","18","Northern Ireland","Female","All","All","6800","5160","0.759","5"
"2023","Has not served in UK armed forces","18","England","Female","All","All","152495","129190","0.847","125"
"2023","Has not served in UK armed forces","18","Scotland","Female","All","All","11315","9545","0.843","15"
"2023","Has not served in UK armed forces","18","Wales","Female","All","All","7025","6100","0.868","5"
"2023","Has served in UK armed forces","18","England","Female","All","All","45","35","0.8220000000000001","0"
"2023","Has served in UK armed forces","18","Scotland","Female","All","All","5","5"," ","0"
"2023","Not declared","19","Northern Ireland","Female","All","All","35","25","0.758","0"
"2023","Not declared","19","England","Female","All","All","2590","2330","0.901","0"
"2023","Not declared","19","Scotland","Female","All","All","165","160","0.9580000000000001","0"
"2023","Not declared","19","Wales","Female","All","All","100","90","0.918","0"
"2023","Has not served in UK armed forces","19","Northern Ireland","Female","All","All","1390","1065","0.766","5"
"2023","Has not served in UK armed forces","19","England","Female","All","All","41615","34535","0.8300000000000001","200"
"2023","Has not served in UK armed forces","19","Scotland","Female","All","All","3450","2695","0.781","25"
"2023","Has not served in UK armed forces","19","Wales","Female","All","All","1995","1685","0.845","15"
"2023","Has served in UK armed forces","19","England","Female","All","All","30","25","0.8280000000000001","0"
"2023","Not declared","20","Northern Ireland","Female","All","All","15","10","0.714","0"
"2023","Not declared","20","England","Female","All","All","1705","1550","0.91","5"
"2023","Not declared","20","Scotland","Female","All","All","120","115","0.9420000000000001","0"
"2023","Not declared","20","Wales","Female","All","All","70","65","0.93","0"
"2023","Has not served in UK armed forces","20","Northern Ireland","Female","All","All","565","390","0.6890000000000001","5"
"2023","Has not served in UK armed forces","20","England","Female","All","All","14400","10915","0.758","165"
"2023","Has not served in UK armed forces","20","Scotland","Female","All","All","1840","1345","0.729","20"
"2023","Has not served in UK armed forces","20","Wales","Female","All","All","745","575","0.767","15"
"2023","Has served in UK armed forces","20","England","Female","All","All","15","15","0.875","0"
"2023","Not declared","21 - 24","Northern Ireland","Female","All","All","25","15","0.625","0"
"2023","Not declared","21 - 24","England","Female","All","All","4505","4005","0.889","15"
"2023","Not declared","21 - 24","Scotland","Female","All","All","255","220","0.866","0"
"2023","Not declared","21 - 24","Wales","Female","All","All","135","120","0.896","0"
"2023","Has not served in UK armed forces","21 - 24","Northern Ireland","Female","All","All","855","510","0.595","10"
"2023","Has not served in UK armed forces","21 - 24","England","Female","All","All","19965","12745","0.638","370"
"2023","Has not served in UK armed forces","21 - 24","Scotland","Female","All","All","4220","2810","0.666","55"
"2023","Has not served in UK armed forces","21 - 24","Wales","Female","All","All","1605","1115","0.6940000000000001","20"
"2023","Has served in UK armed forces","21 - 24","England","Female","All","All","60","35","0.581","0"
"2023","Has served in UK armed forces","21 - 24","Scotland","Female","All","All","5","5"," ","0"
"2023","Has served in UK armed forces","21 - 24","Wales","Female","All","All","10","5"," ","0"
"2023","Not declared","25 - 29","Northern Ireland","Female","All","All","10","5"," ","0"
"2023","Not declared","25 - 29","England","Female","All","All","3970","3635","0.915","5"
"2023","Not declared","25 - 29","Scotland","Female","All","All","165","150","0.892","0"
"2023","Not declared","25 - 29","Wales","Female","All","All","90","80","0.859","0"
"2023","Has not served in UK armed forces","25 - 29","Northern Ireland","Female","All","All","340","185","0.544","5"
"2023","Has not served in UK armed forces","25 - 29","England","Female","All","All","9235","5665","0.613","195"
"2023","Has not served in UK armed forces","25 - 29","Scotland","Female","All","All","2240","1455","0.648","35"
"2023","Has not served in UK armed forces","25 - 29","Wales","Female","All","All","775","500","0.644","15"
