"Year","Subject group HECoS","Detailed subject group HECoS","Provider country","Main scheme applicant","Main scheme application","Accepted applicants"
"2021","(CAH13) architecture, building and planning","All","Scotland","All","All","1035"
"2022","(CAH13) architecture, building and planning","All","Scotland","All","All","955"
"2023","(CAH13) architecture, building and planning","All","Scotland","All","All","890"
"2019","(CAH01) medicine and dentistry","All","Scotland","All","All","1445"
"2020","(CAH01) medicine and dentistry","All","Scotland","All","All","1580"
"2021","(CAH01) medicine and dentistry","All","Scotland","All","All","1520"
"2022","(CAH01) medicine and dentistry","All","Scotland","All","All","1565"
"2023","(CAH01) medicine and dentistry","All","Scotland","All","All","1785"
"2019","(CAH20) historical, philosophical and religious studies","All","Scotland","All","All","1935"
"2020","(CAH20) historical, philosophical and religious studies","All","Scotland","All","All","2120"
"2021","(CAH20) historical, philosophical and religious studies","All","Scotland","All","All","2215"
"2022","(CAH20) historical, philosophical and religious studies","All","Scotland","All","All","1980"
"2023","(CAH20) historical, philosophical and religious studies","All","Scotland","All","All","1970"
"2019","(CAH11) computing","All","Scotland","All","All","3790"
"2020","(CAH11) computing","All","Scotland","All","All","3940"
"2021","(CAH11) computing","All","Scotland","All","All","3395"
"2022","(CAH11) computing","All","Scotland","All","All","3375"
"2023","(CAH11) computing","All","Scotland","All","All","3365"
"2019","(CAH26) geography, earth and environmental studies","All","Scotland","All","All","730"
"2020","(CAH26) geography, earth and environmental studies","All","Scotland","All","All","865"
"2021","(CAH26) geography, earth and environmental studies","All","Scotland","All","All","860"
"2022","(CAH26) geography, earth and environmental studies","All","Scotland","All","All","870"
"2023","(CAH26) geography, earth and environmental studies","All","Scotland","All","All","860"
"2019","(CAH07) physical sciences","All","Scotland","All","All","1655"
"2020","(CAH07) physical sciences","All","Scotland","All","All","1740"
"2021","(CAH07) physical sciences","All","Scotland","All","All","1635"
"2022","(CAH07) physical sciences","All","Scotland","All","All","1535"
"2023","(CAH07) physical sciences","All","Scotland","All","All","1610"
"2019","(CAH04) psychology","All","Scotland","All","All","1935"
"2020","(CAH04) psychology","All","Scotland","All","All","2285"
"2021","(CAH04) psychology","All","Scotland","All","All","2245"
"2022","(CAH04) psychology","All","Scotland","All","All","2065"
"2023","(CAH04) psychology","All","Scotland","All","All","2160"
"2019","(CAH09) mathematical sciences","All","Scotland","All","All","950"
"2020","(CAH09) mathematical sciences","All","Scotland","All","All","1040"
"2021","(CAH09) mathematical sciences","All","Scotland","All","All","1170"
"2022","(CAH09) mathematical sciences","All","Scotland","All","All","925"
"2023","(CAH09) mathematical sciences","All","Scotland","All","All","930"
"2019","(CAH22) education and teaching","All","Scotland","All","All","3625"
"2020","(CAH22) education and teaching","All","Scotland","All","All","3955"
"2021","(CAH22) education and teaching","All","Scotland","All","All","3760"
"2022","(CAH22) education and teaching","All","Scotland","All","All","3370"
"2023","(CAH22) education and teaching","All","Scotland","All","All","2960"
"2019","(CAH06) agriculture, food and related studies","All","Scotland","All","All","685"
"2020","(CAH06) agriculture, food and related studies","All","Scotland","All","All","840"
"2021","(CAH06) agriculture, food and related studies","All","Scotland","All","All","720"
"2022","(CAH06) agriculture, food and related studies","All","Scotland","All","All","695"
"2023","(CAH06) agriculture, food and related studies","All","Scotland","All","All","745"
"2019","(CAH16) law","All","Scotland","All","All","1785"
"2020","(CAH16) law","All","Scotland","All","All","2000"
"2021","(CAH16) law","All","Scotland","All","All","2155"
"2022","(CAH16) law","All","Scotland","All","All","1960"
"2023","(CAH16) law","All","Scotland","All","All","1970"
"2019","(CAH05) veterinary sciences","All","Scotland","All","All","405"
"2020","(CAH05) veterinary sciences","All","Scotland","All","All","460"
"2021","(CAH05) veterinary sciences","All","Scotland","All","All","420"
"2022","(CAH05) veterinary sciences","All","Scotland","All","All","395"
"2023","(CAH05) veterinary sciences","All","Scotland","All","All","380"
"2019","(CAH25) design, and creative and performing arts","All","Wales","All","All","1680"
"2020","(CAH25) design, and creative and performing arts","All","Wales","All","All","1595"
"2021","(CAH25) design, and creative and performing arts","All","Wales","All","All","1495"
"2022","(CAH25) design, and creative and performing arts","All","Wales","All","All","1605"
"2023","(CAH25) design, and creative and performing arts","All","Wales","All","All","1525"
"2019","(CAH10) engineering and technology","All","Wales","All","All","1735"
"2020","(CAH10) engineering and technology","All","Wales","All","All","1800"
"2021","(CAH10) engineering and technology","All","Wales","All","All","1660"
"2022","(CAH10) engineering and technology","All","Wales","All","All","1610"
"2023","(CAH10) engineering and technology","All","Wales","All","All","1445"
"2019","(CAH02) subjects allied to medicine","All","Wales","All","All","2880"
"2020","(CAH02) subjects allied to medicine","All","Wales","All","All","3190"
"2021","(CAH02) subjects allied to medicine","All","Wales","All","All","3440"
"2022","(CAH02) subjects allied to medicine","All","Wales","All","All","3010"
"2023","(CAH02) subjects allied to medicine","All","Wales","All","All","2840"
"2019","(CAH19) language and area studies","All","Wales","All","All","1060"
"2020","(CAH19) language and area studies","All","Wales","All","All","975"
"2021","(CAH19) language and area studies","All","Wales","All","All","945"
"2022","(CAH19) language and area studies","All","Wales","All","All","985"
"2023","(CAH19) language and area studies","All","Wales","All","All","955"
"2019","(CAH24) media, journalism and communications","All","Wales","All","All","515"
"2020","(CAH24) media, journalism and communications","All","Wales","All","All","565"
"2021","(CAH24) media, journalism and communications","All","Wales","All","All","520"
"2022","(CAH24) media, journalism and communications","All","Wales","All","All","570"
"2023","(CAH24) media, journalism and communications","All","Wales","All","All","555"
"2019","(CAH23) combined and general studies","All","Wales","All","All","20"
"2020","(CAH23) combined and general studies","All","Wales","All","All","30"
"2021","(CAH23) combined and general studies","All","Wales","All","All","25"
"2022","(CAH23) combined and general studies","All","Wales","All","All","20"
"2023","(CAH23) combined and general studies","All","Wales","All","All","15"
"2019","(CAH17) business and management","All","Wales","All","All","2295"
"2020","(CAH17) business and management","All","Wales","All","All","2320"
"2021","(CAH17) business and management","All","Wales","All","All","2355"
"2022","(CAH17) business and management","All","Wales","All","All","2275"
"2023","(CAH17) business and management","All","Wales","All","All","2320"
"2019","(CAH15) social sciences","All","Wales","All","All","3055"
"2020","(CAH15) social sciences","All","Wales","All","All","2845"
"2021","(CAH15) social sciences","All","Wales","All","All","2855"
"2022","(CAH15) social sciences","All","Wales","All","All","2725"
"2023","(CAH15) social sciences","All","Wales","All","All","2760"
"2019","(CAH03) biological and sport sciences","All","Wales","All","All","2655"
"2020","(CAH03) biological and sport sciences","All","Wales","All","All","2915"
"2021","(CAH03) biological and sport sciences","All","Wales","All","All","2975"
"2022","(CAH03) biological and sport sciences","All","Wales","All","All","3275"
"2023","(CAH03) biological and sport sciences","All","Wales","All","All","3115"
"2019","(CAH13) architecture, building and planning","All","Wales","All","All","340"
"2020","(CAH13) architecture, building and planning","All","Wales","All","All","395"
"2021","(CAH13) architecture, building and planning","All","Wales","All","All","465"
"2022","(CAH13) architecture, building and planning","All","Wales","All","All","415"
"2023","(CAH13) architecture, building and planning","All","Wales","All","All","410"
"2019","(CAH01) medicine and dentistry","All","Wales","All","All","710"
"2020","(CAH01) medicine and dentistry","All","Wales","All","All","755"
"2021","(CAH01) medicine and dentistry","All","Wales","All","All","765"
"2022","(CAH01) medicine and dentistry","All","Wales","All","All","715"
"2023","(CAH01) medicine and dentistry","All","Wales","All","All","815"
"2019","(CAH20) historical, philosophical and religious studies","All","Wales","All","All","970"
"2020","(CAH20) historical, philosophical and religious studies","All","Wales","All","All","920"
"2021","(CAH20) historical, philosophical and religious studies","All","Wales","All","All","820"
"2022","(CAH20) historical, philosophical and religious studies","All","Wales","All","All","1010"
"2023","(CAH20) historical, philosophical and religious studies","All","Wales","All","All","980"
"2019","(CAH11) computing","All","Wales","All","All","1475"
"2020","(CAH11) computing","All","Wales","All","All","1530"
"2021","(CAH11) computing","All","Wales","All","All","1450"
"2022","(CAH11) computing","All","Wales","All","All","1520"
"2023","(CAH11) computing","All","Wales","All","All","1535"
"2019","(CAH26) geography, earth and environmental studies","All","Wales","All","All","710"
"2020","(CAH26) geography, earth and environmental studies","All","Wales","All","All","690"
"2021","(CAH26) geography, earth and environmental studies","All","Wales","All","All","765"
"2022","(CAH26) geography, earth and environmental studies","All","Wales","All","All","795"
"2023","(CAH26) geography, earth and environmental studies","All","Wales","All","All","775"
"2019","(CAH07) physical sciences","All","Wales","All","All","710"
"2020","(CAH07) physical sciences","All","Wales","All","All","570"
"2021","(CAH07) physical sciences","All","Wales","All","All","625"
"2022","(CAH07) physical sciences","All","Wales","All","All","640"
"2023","(CAH07) physical sciences","All","Wales","All","All","610"
"2019","(CAH04) psychology","All","Wales","All","All","1330"
"2020","(CAH04) psychology","All","Wales","All","All","1460"
"2021","(CAH04) psychology","All","Wales","All","All","1545"
"2022","(CAH04) psychology","All","Wales","All","All","1345"
"2023","(CAH04) psychology","All","Wales","All","All","1285"
"2019","(CAH09) mathematical sciences","All","Wales","All","All","330"
"2020","(CAH09) mathematical sciences","All","Wales","All","All","290"
"2021","(CAH09) mathematical sciences","All","Wales","All","All","340"
"2022","(CAH09) mathematical sciences","All","Wales","All","All","365"
"2023","(CAH09) mathematical sciences","All","Wales","All","All","425"
"2019","(CAH22) education and teaching","All","Wales","All","All","615"
"2020","(CAH22) education and teaching","All","Wales","All","All","670"
"2021","(CAH22) education and teaching","All","Wales","All","All","590"
"2022","(CAH22) education and teaching","All","Wales","All","All","1385"
"2023","(CAH22) education and teaching","All","Wales","All","All","1275"
"2019","(CAH06) agriculture, food and related studies","All","Wales","All","All","240"
"2020","(CAH06) agriculture, food and related studies","All","Wales","All","All","230"
"2021","(CAH06) agriculture, food and related studies","All","Wales","All","All","205"
"2022","(CAH06) agriculture, food and related studies","All","Wales","All","All","200"
"2023","(CAH06) agriculture, food and related studies","All","Wales","All","All","165"
"2019","(CAH16) law","All","Wales","All","All","1110"
"2020","(CAH16) law","All","Wales","All","All","1265"
"2021","(CAH16) law","All","Wales","All","All","1565"
"2022","(CAH16) law","All","Wales","All","All","1370"
"2023","(CAH16) law","All","Wales","All","All","1350"
"2019","(CAH05) veterinary sciences","All","Wales","All","All","15"
"2020","(CAH05) veterinary sciences","All","Wales","All","All","45"
"2021","(CAH05) veterinary sciences","All","Wales","All","All","60"
"2022","(CAH05) veterinary sciences","All","Wales","All","All","65"
"2023","(CAH05) veterinary sciences","All","Wales","All","All","70"
"2019","All","All","England","All","All","458570"
"2020","All","All","England","All","All","481040"
"2021","All","All","England","All","All","473705"
"2022","All","All","England","All","All","478335"
"2023","All","All","England","All","All","471415"
"2019","All","All","Northern Ireland","All","All","10680"
"2020","All","All","Northern Ireland","All","All","12105"
"2021","All","All","Northern Ireland","All","All","11915"
"2022","All","All","Northern Ireland","All","All","11805"
"2023","All","All","Northern Ireland","All","All","11480"
"2019","All","All","Scotland","All","All","47535"
"2020","All","All","Scotland","All","All","52265"
"2021","All","All","Scotland","All","All","50975"
"2022","All","All","Scotland","All","All","47140"
"2023","All","All","Scotland","All","All","46350"
"2019","All","All","Wales","All","All","24455"
"2020","All","All","Wales","All","All","25060"
"2021","All","All","Wales","All","All","25465"
"2022","All","All","Wales","All","All","25900"
"2023","All","All","Wales","All","All","25220"
"2019","(CAH25) design, and creative and performing arts","(CAH25-01-03) design studies","All","All","All","19530"
"2020","(CAH25) design, and creative and performing arts","(CAH25-01-03) design studies","All","All","All","20110"
"2021","(CAH25) design, and creative and performing arts","(CAH25-01-03) design studies","All","All","All","18420"
"2022","(CAH25) design, and creative and performing arts","(CAH25-01-03) design studies","All","All","All","19165"
"2023","(CAH25) design, and creative and performing arts","(CAH25-01-03) design studies","All","All","All","18250"
"2019","(CAH25) design, and creative and performing arts","(CAH25-02-02) music","All","All","All","10050"
"2020","(CAH25) design, and creative and performing arts","(CAH25-02-02) music","All","All","All","10370"
"2021","(CAH25) design, and creative and performing arts","(CAH25-02-02) music","All","All","All","9415"
"2022","(CAH25) design, and creative and performing arts","(CAH25-02-02) music","All","All","All","9435"
"2023","(CAH25) design, and creative and performing arts","(CAH25-02-02) music","All","All","All","8955"
"2019","(CAH25) design, and creative and performing arts","(CAH25-01-04) cinematics and photography","All","All","All","10580"
"2020","(CAH25) design, and creative and performing arts","(CAH25-01-04) cinematics and photography","All","All","All","10880"
"2021","(CAH25) design, and creative and performing arts","(CAH25-01-04) cinematics and photography","All","All","All","10035"
"2022","(CAH25) design, and creative and performing arts","(CAH25-01-04) cinematics and photography","All","All","All","10250"
"2023","(CAH25) design, and creative and performing arts","(CAH25-01-04) cinematics and photography","All","All","All","9690"
"2019","(CAH25) design, and creative and performing arts","(CAH25-01-02) art","All","All","All","4550"
"2020","(CAH25) design, and creative and performing arts","(CAH25-01-02) art","All","All","All","4520"
"2021","(CAH25) design, and creative and performing arts","(CAH25-01-02) art","All","All","All","4210"
"2022","(CAH25) design, and creative and performing arts","(CAH25-01-02) art","All","All","All","4565"
"2023","(CAH25) design, and creative and performing arts","(CAH25-01-02) art","All","All","All","4395"
"2019","(CAH25) design, and creative and performing arts","(CAH25-02-03) drama","All","All","All","6180"
"2020","(CAH25) design, and creative and performing arts","(CAH25-02-03) drama","All","All","All","6470"
"2021","(CAH25) design, and creative and performing arts","(CAH25-02-03) drama","All","All","All","6030"
"2022","(CAH25) design, and creative and performing arts","(CAH25-02-03) drama","All","All","All","6000"
"2023","(CAH25) design, and creative and performing arts","(CAH25-02-03) drama","All","All","All","5860"
"2019","(CAH25) design, and creative and performing arts","(CAH25-02-04) dance","All","All","All","1090"
"2020","(CAH25) design, and creative and performing arts","(CAH25-02-04) dance","All","All","All","1180"
"2021","(CAH25) design, and creative and performing arts","(CAH25-02-04) dance","All","All","All","1300"
"2022","(CAH25) design, and creative and performing arts","(CAH25-02-04) dance","All","All","All","1195"
"2023","(CAH25) design, and creative and performing arts","(CAH25-02-04) dance","All","All","All","1215"
"2019","(CAH25) design, and creative and performing arts","(CAH25-02-01) performing arts (non-specific)","All","All","All","770"
"2020","(CAH25) design, and creative and performing arts","(CAH25-02-01) performing arts (non-specific)","All","All","All","610"
"2021","(CAH25) design, and creative and performing arts","(CAH25-02-01) performing arts (non-specific)","All","All","All","525"
"2022","(CAH25) design, and creative and performing arts","(CAH25-02-01) performing arts (non-specific)","All","All","All","500"
"2023","(CAH25) design, and creative and performing arts","(CAH25-02-01) performing arts (non-specific)","All","All","All","425"
"2019","(CAH25) design, and creative and performing arts","(CAH25-01-05) others in creative arts and design","All","All","All","1125"
"2020","(CAH25) design, and creative and performing arts","(CAH25-01-05) others in creative arts and design","All","All","All","1130"
"2021","(CAH25) design, and creative and performing arts","(CAH25-01-05) others in creative arts and design","All","All","All","1025"
"2022","(CAH25) design, and creative and performing arts","(CAH25-01-05) others in creative arts and design","All","All","All","1020"
"2023","(CAH25) design, and creative and performing arts","(CAH25-01-05) others in creative arts and design","All","All","All","815"
"2019","(CAH25) design, and creative and performing arts","(CAH25-01-01) creative arts and design (non-specific)","All","All","All","815"
"2020","(CAH25) design, and creative and performing arts","(CAH25-01-01) creative arts and design (non-specific)","All","All","All","985"
"2021","(CAH25) design, and creative and performing arts","(CAH25-01-01) creative arts and design (non-specific)","All","All","All","940"
"2022","(CAH25) design, and creative and performing arts","(CAH25-01-01) creative arts and design (non-specific)","All","All","All","1015"
"2023","(CAH25) design, and creative and performing arts","(CAH25-01-01) creative arts and design (non-specific)","All","All","All","1035"
"2019","(CAH10) engineering and technology","(CAH10-01-06) bioengineering, medical and biomedical engineering","All","All","All","1295"
"2020","(CAH10) engineering and technology","(CAH10-01-06) bioengineering, medical and biomedical engineering","All","All","All","1445"
"2021","(CAH10) engineering and technology","(CAH10-01-06) bioengineering, medical and biomedical engineering","All","All","All","1390"
"2022","(CAH10) engineering and technology","(CAH10-01-06) bioengineering, medical and biomedical engineering","All","All","All","1510"
"2023","(CAH10) engineering and technology","(CAH10-01-06) bioengineering, medical and biomedical engineering","All","All","All","1510"
"2019","(CAH10) engineering and technology","(CAH10-03-02) materials technology","All","All","All","255"
"2020","(CAH10) engineering and technology","(CAH10-03-02) materials technology","All","All","All","235"
"2021","(CAH10) engineering and technology","(CAH10-03-02) materials technology","All","All","All","215"
"2022","(CAH10) engineering and technology","(CAH10-03-02) materials technology","All","All","All","210"
"2023","(CAH10) engineering and technology","(CAH10-03-02) materials technology","All","All","All","290"
"2019","(CAH10) engineering and technology","(CAH10-03-06) others in technology","All","All","All","910"
"2020","(CAH10) engineering and technology","(CAH10-03-06) others in technology","All","All","All","960"
"2021","(CAH10) engineering and technology","(CAH10-03-06) others in technology","All","All","All","975"
"2022","(CAH10) engineering and technology","(CAH10-03-06) others in technology","All","All","All","995"
"2023","(CAH10) engineering and technology","(CAH10-03-06) others in technology","All","All","All","995"
"2019","(CAH10) engineering and technology","(CAH10-01-03) production and manufacturing engineering","All","All","All","2005"
"2020","(CAH10) engineering and technology","(CAH10-01-03) production and manufacturing engineering","All","All","All","2065"
"2021","(CAH10) engineering and technology","(CAH10-01-03) production and manufacturing engineering","All","All","All","2055"
"2022","(CAH10) engineering and technology","(CAH10-01-03) production and manufacturing engineering","All","All","All","2250"
"2023","(CAH10) engineering and technology","(CAH10-01-03) production and manufacturing engineering","All","All","All","2060"
"2019","(CAH10) engineering and technology","(CAH10-01-04) aeronautical and aerospace engineering","All","All","All","3545"
"2020","(CAH10) engineering and technology","(CAH10-01-04) aeronautical and aerospace engineering","All","All","All","3820"
"2021","(CAH10) engineering and technology","(CAH10-01-04) aeronautical and aerospace engineering","All","All","All","3895"
"2022","(CAH10) engineering and technology","(CAH10-01-04) aeronautical and aerospace engineering","All","All","All","3750"
"2023","(CAH10) engineering and technology","(CAH10-01-04) aeronautical and aerospace engineering","All","All","All","3830"
"2019","(CAH10) engineering and technology","(CAH10-01-08) electrical and electronic engineering","All","All","All","4770"
"2020","(CAH10) engineering and technology","(CAH10-01-08) electrical and electronic engineering","All","All","All","5160"
"2021","(CAH10) engineering and technology","(CAH10-01-08) electrical and electronic engineering","All","All","All","5030"
"2022","(CAH10) engineering and technology","(CAH10-01-08) electrical and electronic engineering","All","All","All","5065"
"2023","(CAH10) engineering and technology","(CAH10-01-08) electrical and electronic engineering","All","All","All","4955"
"2019","(CAH10) engineering and technology","(CAH10-01-07) civil engineering","All","All","All","4380"
"2020","(CAH10) engineering and technology","(CAH10-01-07) civil engineering","All","All","All","4565"
"2021","(CAH10) engineering and technology","(CAH10-01-07) civil engineering","All","All","All","4520"
"2022","(CAH10) engineering and technology","(CAH10-01-07) civil engineering","All","All","All","4040"
"2023","(CAH10) engineering and technology","(CAH10-01-07) civil engineering","All","All","All","3830"
"2019","(CAH10) engineering and technology","(CAH10-03-05) biotechnology","All","All","All","225"
"2020","(CAH10) engineering and technology","(CAH10-03-05) biotechnology","All","All","All","225"
"2021","(CAH10) engineering and technology","(CAH10-03-05) biotechnology","All","All","All","170"
"2022","(CAH10) engineering and technology","(CAH10-03-05) biotechnology","All","All","All","210"
"2023","(CAH10) engineering and technology","(CAH10-03-05) biotechnology","All","All","All","200"
"2019","(CAH10) engineering and technology","(CAH10-01-09) chemical, process and energy engineering","All","All","All","2720"
"2020","(CAH10) engineering and technology","(CAH10-01-09) chemical, process and energy engineering","All","All","All","2675"
"2021","(CAH10) engineering and technology","(CAH10-01-09) chemical, process and energy engineering","All","All","All","2430"
"2022","(CAH10) engineering and technology","(CAH10-01-09) chemical, process and energy engineering","All","All","All","2280"
"2023","(CAH10) engineering and technology","(CAH10-01-09) chemical, process and energy engineering","All","All","All","2425"
"2019","(CAH10) engineering and technology","(CAH10-03-03) polymers and textiles","All","All","All","70"
"2020","(CAH10) engineering and technology","(CAH10-03-03) polymers and textiles","All","All","All","45"
"2021","(CAH10) engineering and technology","(CAH10-03-03) polymers and textiles","All","All","All","45"
"2022","(CAH10) engineering and technology","(CAH10-03-03) polymers and textiles","All","All","All","55"
"2023","(CAH10) engineering and technology","(CAH10-03-03) polymers and textiles","All","All","All","70"
"2019","(CAH10) engineering and technology","(CAH10-03-01) minerals technology","All","All","All","10"
"2020","(CAH10) engineering and technology","(CAH10-03-01) minerals technology","All","All","All","10"
"2021","(CAH10) engineering and technology","(CAH10-03-01) minerals technology","All","All","All","10"
"2022","(CAH10) engineering and technology","(CAH10-03-01) minerals technology","All","All","All","10"
"2023","(CAH10) engineering and technology","(CAH10-03-01) minerals technology","All","All","All","5"
"2019","(CAH10) engineering and technology","(CAH10-01-01) engineering (non-specific)","All","All","All","4280"
"2020","(CAH10) engineering and technology","(CAH10-01-01) engineering (non-specific)","All","All","All","4185"
"2021","(CAH10) engineering and technology","(CAH10-01-01) engineering (non-specific)","All","All","All","4475"
"2022","(CAH10) engineering and technology","(CAH10-01-01) engineering (non-specific)","All","All","All","4115"
"2023","(CAH10) engineering and technology","(CAH10-01-01) engineering (non-specific)","All","All","All","3960"
"2019","(CAH10) engineering and technology","(CAH10-01-10) others in engineering","All","All","All","45"
"2020","(CAH10) engineering and technology","(CAH10-01-10) others in engineering","All","All","All","35"
"2021","(CAH10) engineering and technology","(CAH10-01-10) others in engineering","All","All","All","15"
"2022","(CAH10) engineering and technology","(CAH10-01-10) others in engineering","All","All","All","20"
"2023","(CAH10) engineering and technology","(CAH10-01-10) others in engineering","All","All","All","15"
"2019","(CAH10) engineering and technology","(CAH10-01-02) mechanical engineering","All","All","All","7590"
"2020","(CAH10) engineering and technology","(CAH10-01-02) mechanical engineering","All","All","All","8275"
"2021","(CAH10) engineering and technology","(CAH10-01-02) mechanical engineering","All","All","All","7865"
"2022","(CAH10) engineering and technology","(CAH10-01-02) mechanical engineering","All","All","All","7750"
"2023","(CAH10) engineering and technology","(CAH10-01-02) mechanical engineering","All","All","All","7675"
"2019","(CAH10) engineering and technology","(CAH10-03-04) maritime technology","All","All","All","95"
"2020","(CAH10) engineering and technology","(CAH10-03-04) maritime technology","All","All","All","115"
"2021","(CAH10) engineering and technology","(CAH10-03-04) maritime technology","All","All","All","120"
"2022","(CAH10) engineering and technology","(CAH10-03-04) maritime technology","All","All","All","110"
"2023","(CAH10) engineering and technology","(CAH10-03-04) maritime technology","All","All","All","90"
"2019","(CAH10) engineering and technology","(CAH10-01-05) naval architecture","All","All","All","75"
"2020","(CAH10) engineering and technology","(CAH10-01-05) naval architecture","All","All","All","90"
"2021","(CAH10) engineering and technology","(CAH10-01-05) naval architecture","All","All","All","50"
"2022","(CAH10) engineering and technology","(CAH10-01-05) naval architecture","All","All","All","35"
"2023","(CAH10) engineering and technology","(CAH10-01-05) naval architecture","All","All","All","45"
"2019","(CAH10) engineering and technology","(CAH10-03-07) materials science","All","All","All","345"
"2020","(CAH10) engineering and technology","(CAH10-03-07) materials science","All","All","All","385"
"2021","(CAH10) engineering and technology","(CAH10-03-07) materials science","All","All","All","310"
"2022","(CAH10) engineering and technology","(CAH10-03-07) materials science","All","All","All","300"
"2023","(CAH10) engineering and technology","(CAH10-03-07) materials science","All","All","All","320"
"2019","(CAH02) subjects allied to medicine","(CAH02-06-03) ophthalmics","All","All","All","1230"
"2020","(CAH02) subjects allied to medicine","(CAH02-06-03) ophthalmics","All","All","All","1310"
"2021","(CAH02) subjects allied to medicine","(CAH02-06-03) ophthalmics","All","All","All","1280"
"2022","(CAH02) subjects allied to medicine","(CAH02-06-03) ophthalmics","All","All","All","1205"
"2023","(CAH02) subjects allied to medicine","(CAH02-06-03) ophthalmics","All","All","All","1290"
"2019","(CAH02) subjects allied to medicine","(CAH02-05-04) anatomy, physiology and pathology","All","All","All","875"
"2020","(CAH02) subjects allied to medicine","(CAH02-05-04) anatomy, physiology and pathology","All","All","All","955"
"2021","(CAH02) subjects allied to medicine","(CAH02-05-04) anatomy, physiology and pathology","All","All","All","1025"
"2022","(CAH02) subjects allied to medicine","(CAH02-05-04) anatomy, physiology and pathology","All","All","All","895"
"2023","(CAH02) subjects allied to medicine","(CAH02-05-04) anatomy, physiology and pathology","All","All","All","810"
"2019","(CAH02) subjects allied to medicine","(CAH02-05-01) medical technology","All","All","All","1760"
"2020","(CAH02) subjects allied to medicine","(CAH02-05-01) medical technology","All","All","All","2075"
"2021","(CAH02) subjects allied to medicine","(CAH02-05-01) medical technology","All","All","All","2055"
"2022","(CAH02) subjects allied to medicine","(CAH02-05-01) medical technology","All","All","All","2045"
"2023","(CAH02) subjects allied to medicine","(CAH02-05-01) medical technology","All","All","All","2045"
"2019","(CAH02) subjects allied to medicine","(CAH02-06-06) complementary and alternative medicine","All","All","All","1200"
"2020","(CAH02) subjects allied to medicine","(CAH02-06-06) complementary and alternative medicine","All","All","All","1360"
"2021","(CAH02) subjects allied to medicine","(CAH02-06-06) complementary and alternative medicine","All","All","All","1490"
"2022","(CAH02) subjects allied to medicine","(CAH02-06-06) complementary and alternative medicine","All","All","All","1360"
"2023","(CAH02) subjects allied to medicine","(CAH02-06-06) complementary and alternative medicine","All","All","All","1070"
"2019","(CAH02) subjects allied to medicine","(CAH02-06-01) health sciences (non-specific)","All","All","All","5045"
"2020","(CAH02) subjects allied to medicine","(CAH02-06-01) health sciences (non-specific)","All","All","All","5805"
"2021","(CAH02) subjects allied to medicine","(CAH02-06-01) health sciences (non-specific)","All","All","All","6230"
"2022","(CAH02) subjects allied to medicine","(CAH02-06-01) health sciences (non-specific)","All","All","All","6235"
"2023","(CAH02) subjects allied to medicine","(CAH02-06-01) health sciences (non-specific)","All","All","All","5920"
"2019","(CAH02) subjects allied to medicine","(CAH02-06-02) nutrition and dietetics","All","All","All","1545"
"2020","(CAH02) subjects allied to medicine","(CAH02-06-02) nutrition and dietetics","All","All","All","1685"
"2021","(CAH02) subjects allied to medicine","(CAH02-06-02) nutrition and dietetics","All","All","All","1650"
"2022","(CAH02) subjects allied to medicine","(CAH02-06-02) nutrition and dietetics","All","All","All","1435"
"2023","(CAH02) subjects allied to medicine","(CAH02-06-02) nutrition and dietetics","All","All","All","1350"
"2019","(CAH02) subjects allied to medicine","(CAH02-06-04) environmental and public health","All","All","All","640"
"2020","(CAH02) subjects allied to medicine","(CAH02-06-04) environmental and public health","All","All","All","475"
"2021","(CAH02) subjects allied to medicine","(CAH02-06-04) environmental and public health","All","All","All","605"
"2022","(CAH02) subjects allied to medicine","(CAH02-06-04) environmental and public health","All","All","All","485"
"2023","(CAH02) subjects allied to medicine","(CAH02-06-04) environmental and public health","All","All","All","440"
"2019","(CAH02) subjects allied to medicine","(CAH02-06-07) counselling, psychotherapy and occupational therapy","All","All","All","3330"
"2020","(CAH02) subjects allied to medicine","(CAH02-06-07) counselling, psychotherapy and occupational therapy","All","All","All","3745"
"2021","(CAH02) subjects allied to medicine","(CAH02-06-07) counselling, psychotherapy and occupational therapy","All","All","All","3730"
"2022","(CAH02) subjects allied to medicine","(CAH02-06-07) counselling, psychotherapy and occupational therapy","All","All","All","3700"
"2023","(CAH02) subjects allied to medicine","(CAH02-06-07) counselling, psychotherapy and occupational therapy","All","All","All","3650"
"2019","(CAH02) subjects allied to medicine","(CAH02-02-01) pharmacology","All","All","All","1120"
"2020","(CAH02) subjects allied to medicine","(CAH02-02-01) pharmacology","All","All","All","1185"
"2021","(CAH02) subjects allied to medicine","(CAH02-02-01) pharmacology","All","All","All","1355"
"2022","(CAH02) subjects allied to medicine","(CAH02-02-01) pharmacology","All","All","All","1445"
"2023","(CAH02) subjects allied to medicine","(CAH02-02-01) pharmacology","All","All","All","1710"
"2019","(CAH02) subjects allied to medicine","(CAH02-02-03) pharmacy","All","All","All","3575"
"2020","(CAH02) subjects allied to medicine","(CAH02-02-03) pharmacy","All","All","All","3865"
"2021","(CAH02) subjects allied to medicine","(CAH02-02-03) pharmacy","All","All","All","4400"
"2022","(CAH02) subjects allied to medicine","(CAH02-02-03) pharmacy","All","All","All","4675"
"2023","(CAH02) subjects allied to medicine","(CAH02-02-03) pharmacy","All","All","All","4800"
