"Year","Domicile UK International","Domicile","Domicile named country","Age group","Gender","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2020","UK","Scotland","Scotland","17 and under","Male","10","0"," "
"2021","UK","Scotland","Scotland","17 and under","Male","15","5"," "
"2023","UK","Scotland","Scotland","17 and under","Male","5","0"," "
"2019","International","EU (excluding UK)","Ireland","17 and under","Male","5","0"," "
"2021","International","EU (excluding UK)","Ireland","17 and under","Male","25","5"," "
"2022","International","EU (excluding UK)","Ireland","17 and under","Male","15","5"," "
"2020","International","EU (excluding UK)","Portugal","17 and under","Male","5","0"," "
"2021","International","Not EU","Hong Kong","17 and under","Male","5","0"," "
"2022","International","Not EU","India","17 and under","Male","5","0"," "
"2023","International","Not EU","India","17 and under","Male","25","0"," "
"2023","International","Not EU","Macao","17 and under","Male","5","0"," "
"2019","International","Not EU","Nigeria","17 and under","Male","10","0"," "
"2020","International","Not EU","Nigeria","17 and under","Male","10","0"," "
"2021","International","Not EU","Nigeria","17 and under","Male","10","0"," "
"2022","International","Not EU","Nigeria","17 and under","Male","40","0"," "
"2023","International","Not EU","Nigeria","17 and under","Male","50","0"," "
"2022","International","Not EU","Zimbabwe","17 and under","Male","5","0"," "
"2023","International","Not EU","South Africa","17 and under","Male","5","0"," "
"2022","International","Not EU","United States of America","17 and under","Male","5","0"," "
"2019","UK","England","England","18","Male","990","500","0.503"
"2020","UK","England","England","18","Male","955","485","0.51"
"2021","UK","England","England","18","Male","1460","730","0.499"
"2022","UK","England","England","18","Male","1925","940","0.488"
"2023","UK","England","England","18","Male","1530","765","0.501"
"2019","UK","Northern Ireland","Northern Ireland","18","Male","175","45","0.257"
"2020","UK","Northern Ireland","Northern Ireland","18","Male","150","30","0.213"
"2021","UK","Northern Ireland","Northern Ireland","18","Male","240","75","0.304"
"2022","UK","Northern Ireland","Northern Ireland","18","Male","190","60","0.321"
"2023","UK","Northern Ireland","Northern Ireland","18","Male","155","60","0.387"
"2019","UK","Scotland","Scotland","18","Male","220","100","0.464"
"2020","UK","Scotland","Scotland","18","Male","190","85","0.447"
"2021","UK","Scotland","Scotland","18","Male","245","95","0.396"
"2022","UK","Scotland","Scotland","18","Male","195","90","0.451"
"2023","UK","Scotland","Scotland","18","Male","185","120","0.654"
"2019","UK","Wales","Wales","18","Male","70","30","0.4"
"2020","UK","Wales","Wales","18","Male","85","40","0.459"
"2021","UK","Wales","Wales","18","Male","100","50","0.48"
"2022","UK","Wales","Wales","18","Male","135","65","0.481"
"2023","UK","Wales","Wales","18","Male","105","50","0.467"
"2021","International","EU (excluding UK)","France","18","Male","5","0"," "
"2019","International","EU (excluding UK)","Ireland","18","Male","30","5"," "
"2020","International","EU (excluding UK)","Ireland","18","Male","35","10"," "
"2021","International","EU (excluding UK)","Ireland","18","Male","40","10"," "
"2022","International","EU (excluding UK)","Ireland","18","Male","45","5"," "
"2023","International","EU (excluding UK)","Ireland","18","Male","50","20","0.36"
"2021","International","EU (excluding UK)","Italy","18","Male","5","0"," "
"2021","International","EU (excluding UK)","Portugal","18","Male","5","0"," "
"2019","International","EU (excluding UK)","Spain","18","Male","5","0"," "
"2020","International","EU (excluding UK)","Spain","18","Male","5","0"," "
"2020","International","EU (excluding UK)","Lithuania","18","Male","5","0"," "
"2019","International","Not EU","Isle of Man","18","Male","5","0"," "
"2021","International","Not EU","Isle of Man","18","Male","5","0"," "
"2022","International","Not EU","Sri Lanka","18","Male","5","5"," "
"2022","International","Not EU","China","18","Male","5","0"," "
"2023","International","Not EU","China","18","Male","5","0"," "
"2020","International","Not EU","Ghana","18","Male","5","0"," "
"2022","International","Not EU","Ghana","18","Male","5","0"," "
"2019","International","Not EU","Hong Kong","18","Male","15","5"," "
"2020","International","Not EU","Hong Kong","18","Male","10","5"," "
"2021","International","Not EU","Hong Kong","18","Male","25","5"," "
"2022","International","Not EU","Hong Kong","18","Male","15","0"," "
"2023","International","Not EU","Hong Kong","18","Male","5","5"," "
"2020","International","Not EU","India","18","Male","10","5"," "
"2021","International","Not EU","India","18","Male","30","5"," "
"2022","International","Not EU","India","18","Male","75","15","0.17300000000000001"
"2023","International","Not EU","India","18","Male","105","25","0.219"
"2022","International","Not EU","Kenya","18","Male","5","0"," "
"2023","International","Not EU","Kenya","18","Male","10","0"," "
"2022","International","Not EU","Lao PDR","18","Male","5","0"," "
"2023","International","Not EU","Liberia","18","Male","5","0"," "
"2020","International","Not EU","Macao","18","Male","5","5"," "
"2023","International","Not EU","Malaysia","18","Male","10","5"," "
"2019","International","Not EU","Nigeria","18","Male","5","0"," "
"2020","International","Not EU","Nigeria","18","Male","15","0"," "
"2022","International","Not EU","Nigeria","18","Male","45","0"," "
"2023","International","Not EU","Nigeria","18","Male","55","5"," "
"2021","International","Not EU","Pakistan","18","Male","5","0"," "
"2022","International","Not EU","Philippines","18","Male","5","0"," "
"2023","International","Not EU","Philippines","18","Male","5","0"," "
"2021","International","Not EU","Zimbabwe","18","Male","5","0"," "
"2022","International","Not EU","Zimbabwe","18","Male","10","0"," "
"2023","International","Not EU","Zimbabwe","18","Male","5","0"," "
"2022","International","Not EU","United Arab Emirates","18","Male","5","0"," "
"2023","International","Not EU","United Arab Emirates","18","Male","10","5"," "
"2023","International","Not EU","Egypt","18","Male","5","0"," "
"2020","International","Not EU","United States of America","18","Male","5","0"," "
"2021","International","Not EU","United States of America","18","Male","5","0"," "
"2022","International","Not EU","United States of America","18","Male","5","0"," "
"2023","International","Not EU","United States of America","18","Male","10","0"," "
"2020","International","Not EU","Vietnam [Viet Nam]","18","Male","5","0"," "
"2022","International","Not EU","Cayman Islands","18","Male","5","5"," "
"2019","UK","England","England","19","Male","695","290","0.41400000000000003"
"2020","UK","England","England","19","Male","695","315","0.45"
"2021","UK","England","England","19","Male","775","340","0.441"
"2022","UK","England","England","19","Male","880","325","0.37"
"2023","UK","England","England","19","Male","780","315","0.404"
"2019","UK","Northern Ireland","Northern Ireland","19","Male","90","30","0.34400000000000003"
"2020","UK","Northern Ireland","Northern Ireland","19","Male","100","55","0.53"
"2021","UK","Northern Ireland","Northern Ireland","19","Male","90","20","0.244"
"2022","UK","Northern Ireland","Northern Ireland","19","Male","65","20","0.338"
"2023","UK","Northern Ireland","Northern Ireland","19","Male","40","10","0.275"
"2019","UK","Scotland","Scotland","19","Male","105","50","0.457"
"2020","UK","Scotland","Scotland","19","Male","100","40","0.41000000000000003"
"2021","UK","Scotland","Scotland","19","Male","125","55","0.44"
"2022","UK","Scotland","Scotland","19","Male","95","40","0.4"
"2023","UK","Scotland","Scotland","19","Male","105","60","0.562"
"2019","UK","Wales","Wales","19","Male","75","25","0.307"
"2020","UK","Wales","Wales","19","Male","50","25","0.52"
"2021","UK","Wales","Wales","19","Male","65","30","0.431"
"2022","UK","Wales","Wales","19","Male","60","25","0.4"
"2023","UK","Wales","Wales","19","Male","55","25","0.491"
"2022","International","EU (excluding UK)","Germany","19","Male","5","0"," "
"2019","International","EU (excluding UK)","Ireland","19","Male","55","25","0.418"
"2020","International","EU (excluding UK)","Ireland","19","Male","40","15","0.4"
"2021","International","EU (excluding UK)","Ireland","19","Male","40","10","0.25"
"2022","International","EU (excluding UK)","Ireland","19","Male","45","5"," "
"2023","International","EU (excluding UK)","Ireland","19","Male","35","15","0.371"
"2020","International","EU (excluding UK)","Italy","19","Male","5","0"," "
"2019","International","EU (excluding UK)","Romania","19","Male","5","0"," "
"2021","International","EU (excluding UK)","Spain","19","Male","5","0"," "
"2019","International","Not EU","Alderney","19","Male","5","0"," "
"2019","International","Not EU","Jersey","19","Male","10","5"," "
"2023","International","Not EU","Burma (Myanmar)","19","Male","5","5"," "
"2021","International","Not EU","Cameroon","19","Male","5","0"," "
"2020","International","Not EU","China","19","Male","5","0"," "
"2021","International","Not EU","China","19","Male","5","0"," "
"2021","International","Not EU","Ghana","19","Male","5","0"," "
"2022","International","Not EU","Ghana","19","Male","5","0"," "
"2023","International","Not EU","Ghana","19","Male","15","5"," "
"2019","International","Not EU","Hong Kong","19","Male","5","0"," "
"2020","International","Not EU","Hong Kong","19","Male","5","0"," "
"2021","International","Not EU","Hong Kong","19","Male","20","5"," "
"2022","International","Not EU","Hong Kong","19","Male","10","0"," "
"2023","International","Not EU","Hong Kong","19","Male","10","10"," "
"2019","International","Not EU","India","19","Male","10","0"," "
"2020","International","Not EU","India","19","Male","25","10","0.44"
"2021","International","Not EU","India","19","Male","95","15","0.179"
"2022","International","Not EU","India","19","Male","285","45","0.165"
"2023","International","Not EU","India","19","Male","210","45","0.21"
"2022","International","Not EU","Kenya","19","Male","10","0"," "
"2023","International","Not EU","Kenya","19","Male","5","0"," "
"2023","International","Not EU","Nepal","19","Male","5","0"," "
"2020","International","Not EU","Nigeria","19","Male","5","0"," "
"2021","International","Not EU","Nigeria","19","Male","20","0"," "
"2022","International","Not EU","Nigeria","19","Male","80","5"," "
"2023","International","Not EU","Nigeria","19","Male","50","5"," "
"2023","International","Not EU","Pakistan","19","Male","15","0"," "
"2022","International","Not EU","Philippines","19","Male","5","0"," "
"2020","International","Not EU","Zimbabwe","19","Male","25","0"," "
"2021","International","Not EU","Zimbabwe","19","Male","20","0"," "
"2022","International","Not EU","Zimbabwe","19","Male","20","5"," "
"2023","International","Not EU","Zimbabwe","19","Male","10","0"," "
"2020","International","Not EU","Saudi Arabia","19","Male","5","5"," "
"2021","International","Not EU","Saudi Arabia","19","Male","10","0"," "
"2022","International","Not EU","Saudi Arabia","19","Male","5","0"," "
"2020","International","Not EU","South Africa","19","Male","5","0"," "
"2023","International","Not EU","South Africa","19","Male","5","0"," "
"2022","International","Not EU","United States of America","19","Male","10","0"," "
"2019","UK","England","England","20","Male","525","220","0.421"
"2020","UK","England","England","20","Male","515","190","0.365"
