"Year","Achieved A level points","Ethnic group","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2010","3 point(s)","All","Main scheme applicant","Main scheme application","445","120","0.269","0"
"2011","3 point(s)","All","Main scheme applicant","Main scheme application","340","80","0.24","0"
"2012","3 point(s)","All","Main scheme applicant","Main scheme application","245","70","0.28500000000000003","0"
"2013","3 point(s)","All","Main scheme applicant","Main scheme application","275","90","0.337","0"
"2014","3 point(s)","All","Main scheme applicant","Main scheme application","270","95","0.358","0"
"2015","3 point(s)","All","Main scheme applicant","Main scheme application","250","90","0.34900000000000003","0"
"2016","3 point(s)","All","Main scheme applicant","Main scheme application","235","90","0.391","0"
"2017","3 point(s)","All","Main scheme applicant","Main scheme application","245","110","0.447","0"
"2018","3 point(s)","All","Main scheme applicant","Main scheme application","300","145","0.47400000000000003","0"
"2019","3 point(s)","All","Main scheme applicant","Main scheme application","415","180","0.431","0"
"2020","3 point(s)","All","Main scheme applicant","Main scheme application","140","65","0.47100000000000003","0"
"2021","3 point(s)","All","Main scheme applicant","Main scheme application","230","80","0.34500000000000003","0"
"2022","3 point(s)","All","Main scheme applicant","Main scheme application","405","150","0.369","0"
"2023","3 point(s)","All","Main scheme applicant","Main scheme application","660","250","0.378","0"
"2010","4 point(s)","All","Main scheme applicant","Main scheme application","1530","520","0.341","0"
"2011","4 point(s)","All","Main scheme applicant","Main scheme application","1285","355","0.277","0"
"2012","4 point(s)","All","Main scheme applicant","Main scheme application","1165","395","0.341","0"
"2013","4 point(s)","All","Main scheme applicant","Main scheme application","975","375","0.387","0"
"2014","4 point(s)","All","Main scheme applicant","Main scheme application","1080","445","0.41300000000000003","0"
"2015","4 point(s)","All","Main scheme applicant","Main scheme application","1020","385","0.379","0"
"2016","4 point(s)","All","Main scheme applicant","Main scheme application","1025","455","0.446","0"
"2017","4 point(s)","All","Main scheme applicant","Main scheme application","1060","530","0.5","0"
"2018","4 point(s)","All","Main scheme applicant","Main scheme application","1200","655","0.545","0"
"2019","4 point(s)","All","Main scheme applicant","Main scheme application","1555","780","0.501","0"
"2020","4 point(s)","All","Main scheme applicant","Main scheme application","485","260","0.535","0"
"2021","4 point(s)","All","Main scheme applicant","Main scheme application","625","305","0.488","0"
"2022","4 point(s)","All","Main scheme applicant","Main scheme application","1185","550","0.464","0"
"2023","4 point(s)","All","Main scheme applicant","Main scheme application","1995","865","0.434","0"
"2010","5 point(s)","All","Main scheme applicant","Main scheme application","3655","1510","0.41300000000000003","0"
"2011","5 point(s)","All","Main scheme applicant","Main scheme application","3160","1060","0.336","0"
"2012","5 point(s)","All","Main scheme applicant","Main scheme application","2800","1175","0.42","0"
"2013","5 point(s)","All","Main scheme applicant","Main scheme application","2670","1250","0.46900000000000003","0"
"2014","5 point(s)","All","Main scheme applicant","Main scheme application","2750","1285","0.468","0"
"2015","5 point(s)","All","Main scheme applicant","Main scheme application","2645","1280","0.484","0"
"2016","5 point(s)","All","Main scheme applicant","Main scheme application","2665","1365","0.512","0"
"2017","5 point(s)","All","Main scheme applicant","Main scheme application","2820","1535","0.544","0"
"2018","5 point(s)","All","Main scheme applicant","Main scheme application","2900","1665","0.5740000000000001","0"
"2019","5 point(s)","All","Main scheme applicant","Main scheme application","3360","1895","0.5640000000000001","0"
"2020","5 point(s)","All","Main scheme applicant","Main scheme application","1170","675","0.5760000000000001","0"
"2021","5 point(s)","All","Main scheme applicant","Main scheme application","1355","710","0.524","0"
"2022","5 point(s)","All","Main scheme applicant","Main scheme application","2520","1245","0.495","0"
"2023","5 point(s)","All","Main scheme applicant","Main scheme application","3855","1920","0.498","0"
"2010","6 point(s)","All","Main scheme applicant","Main scheme application","6625","3355","0.507","0"
"2011","6 point(s)","All","Main scheme applicant","Main scheme application","5925","2550","0.43","0"
"2012","6 point(s)","All","Main scheme applicant","Main scheme application","5490","2710","0.493","0"
"2013","6 point(s)","All","Main scheme applicant","Main scheme application","5115","2895","0.5660000000000001","0"
"2014","6 point(s)","All","Main scheme applicant","Main scheme application","5460","3000","0.549","0"
"2015","6 point(s)","All","Main scheme applicant","Main scheme application","5255","2960","0.5630000000000001","0"
"2016","6 point(s)","All","Main scheme applicant","Main scheme application","5250","3070","0.585","0"
"2017","6 point(s)","All","Main scheme applicant","Main scheme application","5380","3265","0.607","0"
"2018","6 point(s)","All","Main scheme applicant","Main scheme application","5285","3345","0.633","0"
"2019","6 point(s)","All","Main scheme applicant","Main scheme application","5865","3500","0.597","0"
"2020","6 point(s)","All","Main scheme applicant","Main scheme application","2300","1365","0.594","0"
"2021","6 point(s)","All","Main scheme applicant","Main scheme application","2475","1475","0.595","0"
"2022","6 point(s)","All","Main scheme applicant","Main scheme application","4055","2210","0.545","0"
"2023","6 point(s)","All","Main scheme applicant","Main scheme application","6275","3495","0.557","0"
"2010","7 point(s)","All","Main scheme applicant","Main scheme application","9925","5745","0.579","0"
"2011","7 point(s)","All","Main scheme applicant","Main scheme application","9425","4965","0.527","0"
"2012","7 point(s)","All","Main scheme applicant","Main scheme application","8700","4975","0.5720000000000001","0"
"2013","7 point(s)","All","Main scheme applicant","Main scheme application","8350","5135","0.615","0"
"2014","7 point(s)","All","Main scheme applicant","Main scheme application","8500","5240","0.617","0"
"2015","7 point(s)","All","Main scheme applicant","Main scheme application","8660","5320","0.614","0"
"2016","7 point(s)","All","Main scheme applicant","Main scheme application","8690","5430","0.625","0"
"2017","7 point(s)","All","Main scheme applicant","Main scheme application","8615","5570","0.647","0"
"2018","7 point(s)","All","Main scheme applicant","Main scheme application","8395","5450","0.649","0"
"2019","7 point(s)","All","Main scheme applicant","Main scheme application","8715","5510","0.632","0"
"2020","7 point(s)","All","Main scheme applicant","Main scheme application","4155","2615","0.629","0"
"2021","7 point(s)","All","Main scheme applicant","Main scheme application","4135","2665","0.645","0"
"2022","7 point(s)","All","Main scheme applicant","Main scheme application","6270","3825","0.61","0"
"2023","7 point(s)","All","Main scheme applicant","Main scheme application","8860","5260","0.593","0"
"2010","8 point(s)","All","Main scheme applicant","Main scheme application","13215","8295","0.627","0"
"2011","8 point(s)","All","Main scheme applicant","Main scheme application","12900","7965","0.617","0"
"2012","8 point(s)","All","Main scheme applicant","Main scheme application","11910","7575","0.636","0"
"2013","8 point(s)","All","Main scheme applicant","Main scheme application","11695","7820","0.669","0"
"2014","8 point(s)","All","Main scheme applicant","Main scheme application","12045","7835","0.65","0"
"2015","8 point(s)","All","Main scheme applicant","Main scheme application","12335","8160","0.662","0"
"2016","8 point(s)","All","Main scheme applicant","Main scheme application","12320","8095","0.657","0"
"2017","8 point(s)","All","Main scheme applicant","Main scheme application","12150","8085","0.665","0"
"2018","8 point(s)","All","Main scheme applicant","Main scheme application","11690","7775","0.665","0"
"2019","8 point(s)","All","Main scheme applicant","Main scheme application","11750","7510","0.639","0"
"2020","8 point(s)","All","Main scheme applicant","Main scheme application","7155","4695","0.656","0"
"2021","8 point(s)","All","Main scheme applicant","Main scheme application","6185","4075","0.659","0"
"2022","8 point(s)","All","Main scheme applicant","Main scheme application","8990","5555","0.618","0"
"2023","8 point(s)","All","Main scheme applicant","Main scheme application","11745","7175","0.611","0"
"2010","9 point(s)","All","Main scheme applicant","Main scheme application","16290","11285","0.6930000000000001","0"
"2011","9 point(s)","All","Main scheme applicant","Main scheme application","16310","11095","0.68","0"
"2012","9 point(s)","All","Main scheme applicant","Main scheme application","15235","10410","0.683","0"
"2013","9 point(s)","All","Main scheme applicant","Main scheme application","15085","10695","0.709","0"
"2014","9 point(s)","All","Main scheme applicant","Main scheme application","15045","10390","0.6910000000000001","0"
"2015","9 point(s)","All","Main scheme applicant","Main scheme application","15700","10870","0.6920000000000001","0"
"2016","9 point(s)","All","Main scheme applicant","Main scheme application","15755","10965","0.6960000000000001","0"
"2017","9 point(s)","All","Main scheme applicant","Main scheme application","15740","10780","0.685","0"
"2018","9 point(s)","All","Main scheme applicant","Main scheme application","14725","10110","0.687","0"
"2019","9 point(s)","All","Main scheme applicant","Main scheme application","14460","9505","0.657","0"
"2020","9 point(s)","All","Main scheme applicant","Main scheme application","10665","7170","0.672","0"
"2021","9 point(s)","All","Main scheme applicant","Main scheme application","9135","6325","0.6920000000000001","0"
"2022","9 point(s)","All","Main scheme applicant","Main scheme application","11610","7430","0.64","0"
"2023","9 point(s)","All","Main scheme applicant","Main scheme application","14485","8960","0.619","0"
"2010","10 point(s)","All","Main scheme applicant","Main scheme application","17920","12810","0.715","0"
"2011","10 point(s)","All","Main scheme applicant","Main scheme application","18425","13255","0.719","0"
"2012","10 point(s)","All","Main scheme applicant","Main scheme application","17395","12225","0.7030000000000001","0"
"2013","10 point(s)","All","Main scheme applicant","Main scheme application","17490","12655","0.723","0"
"2014","10 point(s)","All","Main scheme applicant","Main scheme application","17300","11970","0.6920000000000001","0"
"2015","10 point(s)","All","Main scheme applicant","Main scheme application","17900","12565","0.7020000000000001","0"
"2016","10 point(s)","All","Main scheme applicant","Main scheme application","17840","12640","0.709","0"
"2017","10 point(s)","All","Main scheme applicant","Main scheme application","18005","12460","0.6920000000000001","0"
"2018","10 point(s)","All","Main scheme applicant","Main scheme application","17190","11915","0.6930000000000001","0"
"2019","10 point(s)","All","Main scheme applicant","Main scheme application","16650","11235","0.675","0"
"2020","10 point(s)","All","Main scheme applicant","Main scheme application","13750","9330","0.678","0"
"2021","10 point(s)","All","Main scheme applicant","Main scheme application","12255","8675","0.708","0"
"2022","10 point(s)","All","Main scheme applicant","Main scheme application","14395","9390","0.652","0"
"2023","10 point(s)","All","Main scheme applicant","Main scheme application","16885","10905","0.646","0"
"2010","11 point(s)","All","Main scheme applicant","Main scheme application","18750","13675","0.729","0"
"2011","11 point(s)","All","Main scheme applicant","Main scheme application","18780","14005","0.746","0"
"2012","11 point(s)","All","Main scheme applicant","Main scheme application","18365","13230","0.72","0"
"2013","11 point(s)","All","Main scheme applicant","Main scheme application","18340","13825","0.754","0"
"2014","11 point(s)","All","Main scheme applicant","Main scheme application","17995","13115","0.729","0"
"2015","11 point(s)","All","Main scheme applicant","Main scheme application","18860","13885","0.736","0"
"2016","11 point(s)","All","Main scheme applicant","Main scheme application","18865","13535","0.718","0"
"2017","11 point(s)","All","Main scheme applicant","Main scheme application","19190","13590","0.708","0"
"2018","11 point(s)","All","Main scheme applicant","Main scheme application","18130","12845","0.708","0"
"2019","11 point(s)","All","Main scheme applicant","Main scheme application","17520","12120","0.6920000000000001","0"
"2020","11 point(s)","All","Main scheme applicant","Main scheme application","16405","11050","0.673","0"
"2021","11 point(s)","All","Main scheme applicant","Main scheme application","14985","10755","0.718","0"
"2022","11 point(s)","All","Main scheme applicant","Main scheme application","16925","11400","0.673","0"
"2023","11 point(s)","All","Main scheme applicant","Main scheme application","18485","12425","0.672","0"
"2010","12 point(s)","All","Main scheme applicant","Main scheme application","19010","14590","0.768","0"
"2011","12 point(s)","All","Main scheme applicant","Main scheme application","19275","15045","0.781","0"
"2012","12 point(s)","All","Main scheme applicant","Main scheme application","18725","14395","0.769","0"
"2013","12 point(s)","All","Main scheme applicant","Main scheme application","19175","15250","0.795","0"
"2014","12 point(s)","All","Main scheme applicant","Main scheme application","18605","14415","0.775","0"
"2015","12 point(s)","All","Main scheme applicant","Main scheme application","19190","15275","0.796","0"
"2016","12 point(s)","All","Main scheme applicant","Main scheme application","19405","15115","0.779","0"
"2017","12 point(s)","All","Main scheme applicant","Main scheme application","19080","14475","0.759","0"
"2018","12 point(s)","All","Main scheme applicant","Main scheme application","18380","14005","0.762","0"
"2019","12 point(s)","All","Main scheme applicant","Main scheme application","17420","12775","0.733","0"
"2020","12 point(s)","All","Main scheme applicant","Main scheme application","18555","12655","0.682","0"
"2021","12 point(s)","All","Main scheme applicant","Main scheme application","17605","13000","0.738","0"
"2022","12 point(s)","All","Main scheme applicant","Main scheme application","18785","13280","0.707","0"
"2023","12 point(s)","All","Main scheme applicant","Main scheme application","19775","14060","0.711","0"
"2010","13 point(s)","All","Main scheme applicant","Main scheme application","17965","14650","0.8150000000000001","0"
"2011","13 point(s)","All","Main scheme applicant","Main scheme application","18015","15040","0.835","0"
"2012","13 point(s)","All","Main scheme applicant","Main scheme application","17870","14745","0.8250000000000001","0"
"2013","13 point(s)","All","Main scheme applicant","Main scheme application","17895","15110","0.844","0"
"2014","13 point(s)","All","Main scheme applicant","Main scheme application","17130","14295","0.835","0"
"2015","13 point(s)","All","Main scheme applicant","Main scheme application","17765","14585","0.8210000000000001","0"
"2016","13 point(s)","All","Main scheme applicant","Main scheme application","17765","14465","0.8140000000000001","0"
"2017","13 point(s)","All","Main scheme applicant","Main scheme application","17690","14340","0.811","0"
"2018","13 point(s)","All","Main scheme applicant","Main scheme application","16985","13520","0.796","0"
"2019","13 point(s)","All","Main scheme applicant","Main scheme application","16520","13065","0.791","0"
"2020","13 point(s)","All","Main scheme applicant","Main scheme application","18735","13395","0.715","0"
"2021","13 point(s)","All","Main scheme applicant","Main scheme application","19225","15005","0.781","0"
"2022","13 point(s)","All","Main scheme applicant","Main scheme application","19090","14205","0.744","0"
"2023","13 point(s)","All","Main scheme applicant","Main scheme application","18780","14590","0.777","0"
"2010","14 point(s)","All","Main scheme applicant","Main scheme application","16300","13980","0.858","0"
"2011","14 point(s)","All","Main scheme applicant","Main scheme application","16520","14385","0.871","0"
"2012","14 point(s)","All","Main scheme applicant","Main scheme application","16065","13830","0.861","0"
"2013","14 point(s)","All","Main scheme applicant","Main scheme application","16020","13775","0.86","0"
"2014","14 point(s)","All","Main scheme applicant","Main scheme application","15385","13135","0.854","0"
"2015","14 point(s)","All","Main scheme applicant","Main scheme application","15575","13270","0.852","0"
"2016","14 point(s)","All","Main scheme applicant","Main scheme application","15680","13245","0.845","0"
"2017","14 point(s)","All","Main scheme applicant","Main scheme application","15440","13000","0.842","0"
"2018","14 point(s)","All","Main scheme applicant","Main scheme application","14990","12440","0.8300000000000001","0"
"2019","14 point(s)","All","Main scheme applicant","Main scheme application","14230","11755","0.8260000000000001","0"
"2020","14 point(s)","All","Main scheme applicant","Main scheme application","18035","13575","0.753","0"
"2021","14 point(s)","All","Main scheme applicant","Main scheme application","19840","16370","0.8250000000000001","0"
"2022","14 point(s)","All","Main scheme applicant","Main scheme application","18595","14640","0.787","0"
"2023","14 point(s)","All","Main scheme applicant","Main scheme application","16940","13680","0.808","0"
"2010","15 point(s)","All","Main scheme applicant","Main scheme application","16220","14215","0.876","0"
"2011","15 point(s)","All","Main scheme applicant","Main scheme application","16040","14305","0.892","0"
"2012","15 point(s)","All","Main scheme applicant","Main scheme application","15640","13565","0.867","0"
"2013","15 point(s)","All","Main scheme applicant","Main scheme application","15435","13385","0.867","0"
"2014","15 point(s)","All","Main scheme applicant","Main scheme application","14185","12280","0.866","0"
"2015","15 point(s)","All","Main scheme applicant","Main scheme application","14150","12325","0.871","0"
"2016","15 point(s)","All","Main scheme applicant","Main scheme application","14135","12330","0.872","0"
"2017","15 point(s)","All","Main scheme applicant","Main scheme application","14055","12265","0.873","0"
"2018","15 point(s)","All","Main scheme applicant","Main scheme application","13620","11665","0.857","0"
"2019","15 point(s)","All","Main scheme applicant","Main scheme application","12845","11055","0.861","0"
"2020","15 point(s)","All","Main scheme applicant","Main scheme application","17415","13700","0.787","0"
"2021","15 point(s)","All","Main scheme applicant","Main scheme application","20400","17435","0.855","0"
"2022","15 point(s)","All","Main scheme applicant","Main scheme application","18605","15035","0.808","0"
"2023","15 point(s)","All","Main scheme applicant","Main scheme application","15730","13045","0.8290000000000001","0"
"2010","16 point(s)","All","Main scheme applicant","Main scheme application","11920","10625","0.891","0"
"2011","16 point(s)","All","Main scheme applicant","Main scheme application","12185","11055","0.907","0"
"2012","16 point(s)","All","Main scheme applicant","Main scheme application","11655","10245","0.879","0"
"2013","16 point(s)","All","Main scheme applicant","Main scheme application","11420","9995","0.875","0"
"2014","16 point(s)","All","Main scheme applicant","Main scheme application","10895","9605","0.881","0"
"2015","16 point(s)","All","Main scheme applicant","Main scheme application","11030","9880","0.896","0"
"2016","16 point(s)","All","Main scheme applicant","Main scheme application","11050","9835","0.89","0"
"2017","16 point(s)","All","Main scheme applicant","Main scheme application","10640","9515","0.894","0"
"2018","16 point(s)","All","Main scheme applicant","Main scheme application","10365","9225","0.89","0"
"2019","16 point(s)","All","Main scheme applicant","Main scheme application","9840","8795","0.894","0"
"2020","16 point(s)","All","Main scheme applicant","Main scheme application","14865","12295","0.8270000000000001","0"
"2021","16 point(s)","All","Main scheme applicant","Main scheme application","18090","15860","0.877","0"
"2022","16 point(s)","All","Main scheme applicant","Main scheme application","16215","13625","0.84","0"
"2023","16 point(s)","All","Main scheme applicant","Main scheme application","12600","10825","0.859","0"
"2010","17 point(s)","All","Main scheme applicant","Main scheme application","7110","6295","0.886","0"
"2011","17 point(s)","All","Main scheme applicant","Main scheme application","7215","6555","0.909","0"
"2012","17 point(s)","All","Main scheme applicant","Main scheme application","6940","6110","0.881","0"
"2013","17 point(s)","All","Main scheme applicant","Main scheme application","6685","5890","0.881","0"
"2014","17 point(s)","All","Main scheme applicant","Main scheme application","6950","6240","0.898","0"
"2015","17 point(s)","All","Main scheme applicant","Main scheme application","7150","6435","0.9","0"
"2016","17 point(s)","All","Main scheme applicant","Main scheme application","6795","6115","0.9","0"
"2017","17 point(s)","All","Main scheme applicant","Main scheme application","6890","6185","0.898","0"
"2018","17 point(s)","All","Main scheme applicant","Main scheme application","6595","5910","0.896","0"
"2019","17 point(s)","All","Main scheme applicant","Main scheme application","6260","5635","0.9","0"
"2020","17 point(s)","All","Main scheme applicant","Main scheme application","11355","9920","0.874","0"
"2021","17 point(s)","All","Main scheme applicant","Main scheme application","15395","13725","0.891","0"
"2022","17 point(s)","All","Main scheme applicant","Main scheme application","12830","10945","0.853","0"
"2023","17 point(s)","All","Main scheme applicant","Main scheme application","8640","7590","0.878","0"
"2010","18 point(s)","All","Main scheme applicant","Main scheme application","5315","4805","0.904","0"
"2011","18 point(s)","All","Main scheme applicant","Main scheme application","5720","5295","0.925","0"
"2012","18 point(s)","All","Main scheme applicant","Main scheme application","5535","5005","0.904","0"
"2013","18 point(s)","All","Main scheme applicant","Main scheme application","5225","4740","0.907","0"
"2014","18 point(s)","All","Main scheme applicant","Main scheme application","5545","5075","0.915","0"
"2015","18 point(s)","All","Main scheme applicant","Main scheme application","5630","5175","0.92","0"
"2016","18 point(s)","All","Main scheme applicant","Main scheme application","5100","4685","0.918","0"
"2017","18 point(s)","All","Main scheme applicant","Main scheme application","5660","5200","0.919","0"
"2018","18 point(s)","All","Main scheme applicant","Main scheme application","5715","5285","0.925","0"
"2019","18 point(s)","All","Main scheme applicant","Main scheme application","5655","5195","0.918","0"
"2020","18 point(s)","All","Main scheme applicant","Main scheme application","12725","11710","0.92","0"
"2021","18 point(s)","All","Main scheme applicant","Main scheme application","19595","17655","0.901","0"
"2022","18 point(s)","All","Main scheme applicant","Main scheme application","15165","13265","0.875","0"
"2023","18 point(s)","All","Main scheme applicant","Main scheme application","8225","7425","0.903","0"
"2010","All","All","Not main scheme applicant","Not main scheme application","40","40","0.974","15"
"2011","All","All","Not main scheme applicant","Not main scheme application","75","70","0.934","25"
"2012","All","All","Not main scheme applicant","Not main scheme application","65","65","0.969","20"
"2013","All","All","Not main scheme applicant","Not main scheme application","80","70","0.911","15"
"2014","All","All","Not main scheme applicant","Not main scheme application","45","45","1","15"
"2015","All","All","Not main scheme applicant","Not main scheme application","90","85","0.9560000000000001","15"
"2016","All","All","Not main scheme applicant","Not main scheme application","90","90","0.967","10"
"2017","All","All","Not main scheme applicant","Not main scheme application","130","105","0.8290000000000001","60"
"2018","All","All","Not main scheme applicant","Not main scheme application","115","110","0.982","10"
"2019","All","All","Not main scheme applicant","Not main scheme application","830","790","0.9550000000000001","55"
"2020","All","All","Not main scheme applicant","Not main scheme application","865","815","0.9410000000000001","145"
"2021","All","All","Not main scheme applicant","Not main scheme application","470","445","0.9490000000000001","50"
"2022","All","All","Not main scheme applicant","Not main scheme application","510","490","0.961","40"
"2023","All","All","Not main scheme applicant","Not main scheme application","305","290","0.9410000000000001","50"
"2010","All","All","Main scheme applicant","Not main scheme application","17775","15900","0.895","0"
"2011","All","All","Main scheme applicant","Not main scheme application","21480","19215","0.895","0"
"2012","All","All","Main scheme applicant","Not main scheme application","19685","18090","0.919","0"
"2013","All","All","Main scheme applicant","Not main scheme application","18640","17225","0.924","0"
"2014","All","All","Main scheme applicant","Not main scheme application","20815","19280","0.926","0"
"2015","All","All","Main scheme applicant","Not main scheme application","21240","19835","0.934","0"
"2016","All","All","Main scheme applicant","Not main scheme application","22825","21265","0.932","0"
"2017","All","All","Main scheme applicant","Not main scheme application","23875","22495","0.9420000000000001","0"
"2018","All","All","Main scheme applicant","Not main scheme application","23330","22020","0.9440000000000001","0"
"2019","All","All","Main scheme applicant","Not main scheme application","25950","24570","0.9470000000000001","0"
"2020","All","All","Main scheme applicant","Not main scheme application","29230","27940","0.9560000000000001","0"
"2021","All","All","Main scheme applicant","Not main scheme application","18885","17635","0.934","0"
"2022","All","All","Main scheme applicant","Not main scheme application","25810","23815","0.923","0"
"2023","All","All","Main scheme applicant","Not main scheme application","28900","26890","0.93","0"
"2010","All","All","Main scheme applicant","Main scheme application","182195","136480","0.749","0"
"2011","All","All","Main scheme applicant","Main scheme application","181520","137015","0.755","0"
"2012","All","All","Main scheme applicant","Main scheme application","173725","130660","0.752","0"
"2013","All","All","Main scheme applicant","Main scheme application","171850","132890","0.773","0"
"2014","All","All","Main scheme applicant","Main scheme application","169135","128425","0.759","0"
"2015","All","All","Main scheme applicant","Main scheme application","173105","132455","0.765","0"
"2016","All","All","Main scheme applicant","Main scheme application","172585","131445","0.762","0"
"2017","All","All","Main scheme applicant","Main scheme application","172660","130905","0.758","0"
"2018","All","All","Main scheme applicant","Main scheme application","166465","125945","0.757","0"
"2019","All","All","Main scheme applicant","Main scheme application","163055","120500","0.739","0"
"2020","All","All","Main scheme applicant","Main scheme application","167910","124475","0.741","0"
"2021","All","All","Main scheme applicant","Main scheme application","181535","144120","0.794","0"
"2022","All","All","Main scheme applicant","Main scheme application","185650","136755","0.737","0"
"2023","All","All","Main scheme applicant","Main scheme application","183935","132470","0.72","0"
"2010","3 point(s)","White","All","Not main scheme application","55","45","0.789","0"
"2011","3 point(s)","White","All","Not main scheme application","50","35","0.708","0"
"2012","3 point(s)","White","All","Not main scheme application","20","20","0.9","0"
"2013","3 point(s)","White","All","Not main scheme application","30","30","0.903","0"
"2014","3 point(s)","White","All","Not main scheme application","30","25","0.839","0"
"2015","3 point(s)","White","All","Not main scheme application","35","30","0.857","0"
"2016","3 point(s)","White","All","Not main scheme application","25","25","0.926","0"
"2017","3 point(s)","White","All","Not main scheme application","25","20","0.88","0"
"2018","3 point(s)","White","All","Not main scheme application","25","20","0.913","0"
"2019","3 point(s)","White","All","Not main scheme application","45","40","0.907","0"
"2020","3 point(s)","White","All","Not main scheme application","10","10","1","0"
"2021","3 point(s)","White","All","Not main scheme application","20","15","0.9440000000000001","0"
"2022","3 point(s)","White","All","Not main scheme application","35","30","0.811","0"
"2023","3 point(s)","White","All","Not main scheme application","60","55","0.966","0"
"2010","4 point(s)","White","All","Not main scheme application","200","165","0.8240000000000001","0"
"2011","4 point(s)","White","All","Not main scheme application","185","145","0.781","0"
"2012","4 point(s)","White","All","Not main scheme application","155","140","0.892","0"
"2013","4 point(s)","White","All","Not main scheme application","145","130","0.904","0"
"2014","4 point(s)","White","All","Not main scheme application","155","135","0.858","0"
"2015","4 point(s)","White","All","Not main scheme application","150","135","0.919","0"
"2016","4 point(s)","White","All","Not main scheme application","140","130","0.921","0"
"2017","4 point(s)","White","All","Not main scheme application","115","105","0.929","0"
"2018","4 point(s)","White","All","Not main scheme application","125","120","0.9520000000000001","0"
"2019","4 point(s)","White","All","Not main scheme application","150","145","0.9470000000000001","0"
"2020","4 point(s)","White","All","Not main scheme application","40","40","0.974","0"
"2021","4 point(s)","White","All","Not main scheme application","50","50","0.9410000000000001","0"
"2022","4 point(s)","White","All","Not main scheme application","95","85","0.905","0"
"2023","4 point(s)","White","All","Not main scheme application","195","180","0.918","0"
"2010","5 point(s)","White","All","Not main scheme application","495","430","0.868","0"
"2011","5 point(s)","White","All","Not main scheme application","530","435","0.8260000000000001","0"
"2012","5 point(s)","White","All","Not main scheme application","375","325","0.872","0"
"2013","5 point(s)","White","All","Not main scheme application","345","315","0.919","0"
"2014","5 point(s)","White","All","Not main scheme application","400","360","0.895","0"
"2015","5 point(s)","White","All","Not main scheme application","385","355","0.917","0"
"2016","5 point(s)","White","All","Not main scheme application","345","315","0.916","0"
"2017","5 point(s)","White","All","Not main scheme application","340","320","0.9380000000000001","0"
"2018","5 point(s)","White","All","Not main scheme application","300","285","0.937","0"
"2019","5 point(s)","White","All","Not main scheme application","385","360","0.935","0"
"2020","5 point(s)","White","All","Not main scheme application","85","80","0.931","0"
"2021","5 point(s)","White","All","Not main scheme application","105","100","0.9510000000000001","0"
"2022","5 point(s)","White","All","Not main scheme application","235","220","0.936","0"
"2023","5 point(s)","White","All","Not main scheme application","370","335","0.913","0"
"2010","6 point(s)","White","All","Not main scheme application","835","715","0.853","0"
"2011","6 point(s)","White","All","Not main scheme application","910","755","0.8270000000000001","5"
"2012","6 point(s)","White","All","Not main scheme application","715","630","0.884","5"
"2013","6 point(s)","White","All","Not main scheme application","595","540","0.909","0"
"2014","6 point(s)","White","All","Not main scheme application","680","620","0.913","0"
"2015","6 point(s)","White","All","Not main scheme application","650","600","0.925","0"
"2016","6 point(s)","White","All","Not main scheme application","605","550","0.911","0"
"2017","6 point(s)","White","All","Not main scheme application","605","570","0.9420000000000001","5"
"2018","6 point(s)","White","All","Not main scheme application","500","480","0.9560000000000001","0"
"2019","6 point(s)","White","All","Not main scheme application","670","625","0.937","5"
"2020","6 point(s)","White","All","Not main scheme application","230","220","0.9520000000000001","5"
"2021","6 point(s)","White","All","Not main scheme application","205","195","0.9420000000000001","0"
"2022","6 point(s)","White","All","Not main scheme application","390","360","0.921","0"
"2023","6 point(s)","White","All","Not main scheme application","585","545","0.925","5"
"2010","7 point(s)","White","All","Not main scheme application","1090","955","0.874","0"
"2011","7 point(s)","White","All","Not main scheme application","1345","1185","0.883","0"
"2012","7 point(s)","White","All","Not main scheme application","1050","925","0.879","0"
"2013","7 point(s)","White","All","Not main scheme application","955","875","0.915","0"
"2014","7 point(s)","White","All","Not main scheme application","1010","935","0.924","0"
"2015","7 point(s)","White","All","Not main scheme application","1030","950","0.922","0"
"2016","7 point(s)","White","All","Not main scheme application","1020","920","0.906","0"
"2017","7 point(s)","White","All","Not main scheme application","915","845","0.927","5"
"2018","7 point(s)","White","All","Not main scheme application","900","845","0.937","5"
"2019","7 point(s)","White","All","Not main scheme application","990","935","0.9460000000000001","5"
"2020","7 point(s)","White","All","Not main scheme application","430","415","0.972","5"
"2021","7 point(s)","White","All","Not main scheme application","325","305","0.9390000000000001","0"
"2022","7 point(s)","White","All","Not main scheme application","555","530","0.9500000000000001","0"
"2023","7 point(s)","White","All","Not main scheme application","830","785","0.9460000000000001","0"
"2010","8 point(s)","White","All","Not main scheme application","1325","1185","0.895","5"
"2011","8 point(s)","White","All","Not main scheme application","1615","1425","0.882","0"
"2012","8 point(s)","White","All","Not main scheme application","1310","1190","0.91","0"
"2013","8 point(s)","White","All","Not main scheme application","1220","1110","0.909","5"
"2014","8 point(s)","White","All","Not main scheme application","1345","1250","0.927","0"
"2015","8 point(s)","White","All","Not main scheme application","1300","1205","0.927","0"
"2016","8 point(s)","White","All","Not main scheme application","1440","1325","0.92","0"
"2017","8 point(s)","White","All","Not main scheme application","1380","1295","0.936","5"
