"Year","Subject group HECoS","Detailed subject group HECoS","Ethnic group","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2019","(CAH19) language and area studies","(CAH19-04-07) African and modern Middle Eastern studies","Other","45","30","0.6910000000000001"
"2020","(CAH19) language and area studies","(CAH19-04-07) African and modern Middle Eastern studies","Other","45","25","0.557"
"2021","(CAH19) language and area studies","(CAH19-04-07) African and modern Middle Eastern studies","Other","45","25","0.585"
"2022","(CAH19) language and area studies","(CAH19-04-07) African and modern Middle Eastern studies","Other","50","30","0.632"
"2023","(CAH19) language and area studies","(CAH19-04-07) African and modern Middle Eastern studies","Other","60","40","0.706"
"2019","(CAH24) media, journalism and communications","(CAH24-01-05) media studies","Other","465","375","0.811"
"2020","(CAH24) media, journalism and communications","(CAH24-01-05) media studies","Other","505","415","0.8180000000000001"
"2021","(CAH24) media, journalism and communications","(CAH24-01-05) media studies","Other","560","465","0.8310000000000001"
"2022","(CAH24) media, journalism and communications","(CAH24-01-05) media studies","Other","640","485","0.756"
"2023","(CAH24) media, journalism and communications","(CAH24-01-05) media studies","Other","670","505","0.757"
"2019","(CAH24) media, journalism and communications","(CAH24-01-02) publicity studies","Other","20","15","0.775"
"2020","(CAH24) media, journalism and communications","(CAH24-01-02) publicity studies","Other","30","30","0.977"
"2021","(CAH24) media, journalism and communications","(CAH24-01-02) publicity studies","Other","15","10"," "
"2022","(CAH24) media, journalism and communications","(CAH24-01-02) publicity studies","Other","15","15","0.864"
"2023","(CAH24) media, journalism and communications","(CAH24-01-02) publicity studies","Other","15","10"," "
"2019","(CAH24) media, journalism and communications","(CAH24-01-01) information services","Other","15","5"," "
"2020","(CAH24) media, journalism and communications","(CAH24-01-01) information services","Other","10","5"," "
"2021","(CAH24) media, journalism and communications","(CAH24-01-01) information services","Other","15","5"," "
"2022","(CAH24) media, journalism and communications","(CAH24-01-01) information services","Other","30","15","0.5"
"2023","(CAH24) media, journalism and communications","(CAH24-01-01) information services","Other","25","10"," "
"2019","(CAH24) media, journalism and communications","(CAH24-01-04) journalism","Other","160","125","0.767"
"2020","(CAH24) media, journalism and communications","(CAH24-01-04) journalism","Other","165","125","0.752"
"2021","(CAH24) media, journalism and communications","(CAH24-01-04) journalism","Other","210","175","0.84"
"2022","(CAH24) media, journalism and communications","(CAH24-01-04) journalism","Other","200","160","0.811"
"2023","(CAH24) media, journalism and communications","(CAH24-01-04) journalism","Other","170","150","0.871"
"2019","(CAH24) media, journalism and communications","(CAH24-01-03) publishing","Other","5","5"," "
"2020","(CAH24) media, journalism and communications","(CAH24-01-03) publishing","Other","5","5"," "
"2021","(CAH24) media, journalism and communications","(CAH24-01-03) publishing","Other","5","5"," "
"2022","(CAH24) media, journalism and communications","(CAH24-01-03) publishing","Other","10","5"," "
"2023","(CAH24) media, journalism and communications","(CAH24-01-03) publishing","Other","5","5"," "
"2019","(CAH23) combined and general studies","(CAH23-01-04) liberal arts (non-specific)","Other","25","15","0.587"
"2020","(CAH23) combined and general studies","(CAH23-01-04) liberal arts (non-specific)","Other","25","20","0.804"
"2021","(CAH23) combined and general studies","(CAH23-01-04) liberal arts (non-specific)","Other","45","30","0.667"
"2022","(CAH23) combined and general studies","(CAH23-01-04) liberal arts (non-specific)","Other","60","45","0.733"
"2023","(CAH23) combined and general studies","(CAH23-01-04) liberal arts (non-specific)","Other","65","50","0.731"
"2019","(CAH23) combined and general studies","(CAH23-01-03) humanities (non-specific)","Other","35","30","0.89"
"2020","(CAH23) combined and general studies","(CAH23-01-03) humanities (non-specific)","Other","15","15","1.0110000000000001"
"2021","(CAH23) combined and general studies","(CAH23-01-03) humanities (non-specific)","Other","20","20","0.9"
"2022","(CAH23) combined and general studies","(CAH23-01-03) humanities (non-specific)","Other","25","20","0.772"
"2023","(CAH23) combined and general studies","(CAH23-01-03) humanities (non-specific)","Other","35","30","0.8290000000000001"
"2019","(CAH23) combined and general studies","(CAH23-01-02) personal development","Other","30","20","0.724"
"2020","(CAH23) combined and general studies","(CAH23-01-02) personal development","Other","40","30","0.763"
"2021","(CAH23) combined and general studies","(CAH23-01-02) personal development","Other","50","30","0.619"
"2022","(CAH23) combined and general studies","(CAH23-01-02) personal development","Other","60","45","0.716"
"2023","(CAH23) combined and general studies","(CAH23-01-02) personal development","Other","75","60","0.777"
"2019","(CAH23) combined and general studies","(CAH23-01-01) combined, general or negotiated studies","Other","40","30","0.788"
"2020","(CAH23) combined and general studies","(CAH23-01-01) combined, general or negotiated studies","Other","35","25","0.764"
"2021","(CAH23) combined and general studies","(CAH23-01-01) combined, general or negotiated studies","Other","45","35","0.728"
"2022","(CAH23) combined and general studies","(CAH23-01-01) combined, general or negotiated studies","Other","35","20","0.614"
"2023","(CAH23) combined and general studies","(CAH23-01-01) combined, general or negotiated studies","Other","45","35","0.739"
"2019","(CAH17) business and management","(CAH17-01-03) marketing","Other","620","495","0.797"
"2020","(CAH17) business and management","(CAH17-01-03) marketing","Other","825","690","0.834"
"2021","(CAH17) business and management","(CAH17-01-03) marketing","Other","790","630","0.799"
"2022","(CAH17) business and management","(CAH17-01-03) marketing","Other","870","710","0.8180000000000001"
"2023","(CAH17) business and management","(CAH17-01-03) marketing","Other","1005","800","0.796"
"2019","(CAH17) business and management","(CAH17-01-01) business and management (non-specific)","Other","1170","915","0.781"
"2020","(CAH17) business and management","(CAH17-01-01) business and management (non-specific)","Other","1340","1035","0.773"
"2021","(CAH17) business and management","(CAH17-01-01) business and management (non-specific)","Other","1435","1135","0.791"
"2022","(CAH17) business and management","(CAH17-01-01) business and management (non-specific)","Other","1785","1385","0.777"
"2023","(CAH17) business and management","(CAH17-01-01) business and management (non-specific)","Other","2080","1650","0.794"
"2019","(CAH17) business and management","(CAH17-01-02) business studies","Other","1550","1210","0.781"
"2020","(CAH17) business and management","(CAH17-01-02) business studies","Other","1710","1410","0.8240000000000001"
"2021","(CAH17) business and management","(CAH17-01-02) business studies","Other","1750","1410","0.805"
"2022","(CAH17) business and management","(CAH17-01-02) business studies","Other","2135","1685","0.788"
"2023","(CAH17) business and management","(CAH17-01-02) business studies","Other","2850","1915","0.671"
"2019","(CAH17) business and management","(CAH17-01-06) tourism, transport and travel","Other","335","290","0.86"
"2020","(CAH17) business and management","(CAH17-01-06) tourism, transport and travel","Other","320","270","0.844"
"2021","(CAH17) business and management","(CAH17-01-06) tourism, transport and travel","Other","355","295","0.8320000000000001"
"2022","(CAH17) business and management","(CAH17-01-06) tourism, transport and travel","Other","335","275","0.8180000000000001"
"2023","(CAH17) business and management","(CAH17-01-06) tourism, transport and travel","Other","330","250","0.752"
"2019","(CAH17) business and management","(CAH17-01-05) human resource management","Other","90","75","0.806"
"2020","(CAH17) business and management","(CAH17-01-05) human resource management","Other","75","70","0.902"
"2021","(CAH17) business and management","(CAH17-01-05) human resource management","Other","100","85","0.863"
"2022","(CAH17) business and management","(CAH17-01-05) human resource management","Other","75","55","0.745"
"2023","(CAH17) business and management","(CAH17-01-05) human resource management","Other","80","60","0.757"
"2019","(CAH17) business and management","(CAH17-01-04) management studies","Other","945","645","0.683"
"2020","(CAH17) business and management","(CAH17-01-04) management studies","Other","1020","685","0.674"
"2021","(CAH17) business and management","(CAH17-01-04) management studies","Other","1130","750","0.664"
"2022","(CAH17) business and management","(CAH17-01-04) management studies","Other","1485","905","0.61"
"2023","(CAH17) business and management","(CAH17-01-04) management studies","Other","1445","945","0.655"
"2019","(CAH17) business and management","(CAH17-01-08) accounting","Other","1025","780","0.759"
"2020","(CAH17) business and management","(CAH17-01-08) accounting","Other","1130","880","0.777"
"2021","(CAH17) business and management","(CAH17-01-08) accounting","Other","1095","835","0.763"
"2022","(CAH17) business and management","(CAH17-01-08) accounting","Other","1415","1065","0.754"
"2023","(CAH17) business and management","(CAH17-01-08) accounting","Other","1515","1165","0.769"
"2019","(CAH17) business and management","(CAH17-01-07) finance","Other","765","565","0.74"
"2020","(CAH17) business and management","(CAH17-01-07) finance","Other","875","665","0.763"
"2021","(CAH17) business and management","(CAH17-01-07) finance","Other","860","660","0.768"
"2022","(CAH17) business and management","(CAH17-01-07) finance","Other","1085","790","0.726"
"2023","(CAH17) business and management","(CAH17-01-07) finance","Other","1290","965","0.749"
"2019","(CAH15) social sciences","(CAH15-03-01) politics","Other","1180","920","0.781"
"2020","(CAH15) social sciences","(CAH15-03-01) politics","Other","1285","1030","0.8"
"2021","(CAH15) social sciences","(CAH15-03-01) politics","Other","1240","895","0.723"
"2022","(CAH15) social sciences","(CAH15-03-01) politics","Other","1430","995","0.6950000000000001"
"2023","(CAH15) social sciences","(CAH15-03-01) politics","Other","1720","1220","0.709"
"2019","(CAH15) social sciences","(CAH15-01-04) anthropology","Other","90","65","0.742"
"2020","(CAH15) social sciences","(CAH15-01-04) anthropology","Other","75","55","0.716"
"2021","(CAH15) social sciences","(CAH15-01-04) anthropology","Other","90","65","0.7030000000000001"
"2022","(CAH15) social sciences","(CAH15-01-04) anthropology","Other","95","60","0.628"
"2023","(CAH15) social sciences","(CAH15-01-04) anthropology","Other","115","75","0.638"
"2019","(CAH15) social sciences","(CAH15-02-01) economics","Other","1410","1025","0.727"
"2020","(CAH15) social sciences","(CAH15-02-01) economics","Other","1450","1050","0.725"
"2021","(CAH15) social sciences","(CAH15-02-01) economics","Other","1560","1130","0.725"
"2022","(CAH15) social sciences","(CAH15-02-01) economics","Other","1905","1210","0.635"
"2023","(CAH15) social sciences","(CAH15-02-01) economics","Other","2215","1390","0.628"
"2019","(CAH15) social sciences","(CAH15-04-02) childhood and youth studies","Other","210","185","0.878"
"2020","(CAH15) social sciences","(CAH15-04-02) childhood and youth studies","Other","220","195","0.88"
"2021","(CAH15) social sciences","(CAH15-04-02) childhood and youth studies","Other","180","165","0.907"
"2022","(CAH15) social sciences","(CAH15-04-02) childhood and youth studies","Other","205","175","0.863"
"2023","(CAH15) social sciences","(CAH15-04-02) childhood and youth studies","Other","190","170","0.907"
"2019","(CAH15) social sciences","(CAH15-04-01) social work","Other","280","120","0.432"
"2020","(CAH15) social sciences","(CAH15-04-01) social work","Other","245","100","0.398"
"2021","(CAH15) social sciences","(CAH15-04-01) social work","Other","320","125","0.383"
"2022","(CAH15) social sciences","(CAH15-04-01) social work","Other","335","130","0.391"
"2023","(CAH15) social sciences","(CAH15-04-01) social work","Other","230","100","0.444"
"2019","(CAH15) social sciences","(CAH15-01-01) social sciences (non-specific)","Other","100","90","0.881"
"2020","(CAH15) social sciences","(CAH15-01-01) social sciences (non-specific)","Other","100","85","0.837"
"2021","(CAH15) social sciences","(CAH15-01-01) social sciences (non-specific)","Other","125","105","0.8300000000000001"
"2022","(CAH15) social sciences","(CAH15-01-01) social sciences (non-specific)","Other","115","90","0.794"
"2023","(CAH15) social sciences","(CAH15-01-01) social sciences (non-specific)","Other","115","90","0.794"
"2019","(CAH15) social sciences","(CAH15-04-03) health studies","Other","160","140","0.873"
"2020","(CAH15) social sciences","(CAH15-04-03) health studies","Other","140","125","0.884"
"2021","(CAH15) social sciences","(CAH15-04-03) health studies","Other","215","200","0.928"
"2022","(CAH15) social sciences","(CAH15-04-03) health studies","Other","225","210","0.923"
"2023","(CAH15) social sciences","(CAH15-04-03) health studies","Other","210","185","0.891"
"2019","(CAH15) social sciences","(CAH15-01-03) social policy","Other","115","90","0.801"
"2020","(CAH15) social sciences","(CAH15-01-03) social policy","Other","115","90","0.765"
"2021","(CAH15) social sciences","(CAH15-01-03) social policy","Other","105","70","0.656"
"2022","(CAH15) social sciences","(CAH15-01-03) social policy","Other","110","75","0.665"
"2023","(CAH15) social sciences","(CAH15-01-03) social policy","Other","100","70","0.6920000000000001"
"2019","(CAH15) social sciences","(CAH15-01-02) sociology","Other","1430","1285","0.9"
"2020","(CAH15) social sciences","(CAH15-01-02) sociology","Other","1545","1375","0.889"
"2021","(CAH15) social sciences","(CAH15-01-02) sociology","Other","1395","1235","0.886"
"2022","(CAH15) social sciences","(CAH15-01-02) sociology","Other","1605","1365","0.849"
"2023","(CAH15) social sciences","(CAH15-01-02) sociology","Other","1735","1455","0.84"
"2019","(CAH15) social sciences","(CAH15-01-05) development studies","Other","50","45","0.88"
"2020","(CAH15) social sciences","(CAH15-01-05) development studies","Other","50","40","0.8150000000000001"
"2021","(CAH15) social sciences","(CAH15-01-05) development studies","Other","45","40","0.883"
"2022","(CAH15) social sciences","(CAH15-01-05) development studies","Other","50","45","0.901"
"2023","(CAH15) social sciences","(CAH15-01-05) development studies","Other","65","55","0.856"
"2019","(CAH15) social sciences","(CAH15-01-06) cultural studies","Other","5","5"," "
"2020","(CAH15) social sciences","(CAH15-01-06) cultural studies","Other","5","5"," "
"2021","(CAH15) social sciences","(CAH15-01-06) cultural studies","Other","5","5"," "
"2022","(CAH15) social sciences","(CAH15-01-06) cultural studies","Other","10","5"," "
"2023","(CAH15) social sciences","(CAH15-01-06) cultural studies","Other","10","10"," "
"2019","(CAH03) biological and sport sciences","(CAH03-02-01) sport and exercise sciences","Other","680","530","0.782"
"2020","(CAH03) biological and sport sciences","(CAH03-02-01) sport and exercise sciences","Other","860","655","0.763"
"2021","(CAH03) biological and sport sciences","(CAH03-02-01) sport and exercise sciences","Other","980","750","0.765"
"2022","(CAH03) biological and sport sciences","(CAH03-02-01) sport and exercise sciences","Other","1015","760","0.75"
"2023","(CAH03) biological and sport sciences","(CAH03-02-01) sport and exercise sciences","Other","830","645","0.776"
"2019","(CAH03) biological and sport sciences","(CAH03-01-07) genetics","Other","55","45","0.845"
"2020","(CAH03) biological and sport sciences","(CAH03-01-07) genetics","Other","45","30","0.7000000000000001"
"2021","(CAH03) biological and sport sciences","(CAH03-01-07) genetics","Other","40","35","0.8300000000000001"
"2022","(CAH03) biological and sport sciences","(CAH03-01-07) genetics","Other","35","30","0.902"
"2023","(CAH03) biological and sport sciences","(CAH03-01-07) genetics","Other","55","40","0.74"
"2019","(CAH03) biological and sport sciences","(CAH03-01-10) others in biosciences","Other","55","45","0.8220000000000001"
"2020","(CAH03) biological and sport sciences","(CAH03-01-10) others in biosciences","Other","60","40","0.706"
"2021","(CAH03) biological and sport sciences","(CAH03-01-10) others in biosciences","Other","60","40","0.649"
"2022","(CAH03) biological and sport sciences","(CAH03-01-10) others in biosciences","Other","65","45","0.722"
"2023","(CAH03) biological and sport sciences","(CAH03-01-10) others in biosciences","Other","60","40","0.6890000000000001"
"2019","(CAH03) biological and sport sciences","(CAH03-01-08) molecular biology, biophysics and biochemistry","Other","575","465","0.808"
"2020","(CAH03) biological and sport sciences","(CAH03-01-08) molecular biology, biophysics and biochemistry","Other","565","470","0.8300000000000001"
"2021","(CAH03) biological and sport sciences","(CAH03-01-08) molecular biology, biophysics and biochemistry","Other","545","450","0.8260000000000001"
"2022","(CAH03) biological and sport sciences","(CAH03-01-08) molecular biology, biophysics and biochemistry","Other","560","420","0.746"
"2023","(CAH03) biological and sport sciences","(CAH03-01-08) molecular biology, biophysics and biochemistry","Other","665","510","0.767"
"2019","(CAH03) biological and sport sciences","(CAH03-01-01) biosciences (non-specific)","Other","275","215","0.776"
"2020","(CAH03) biological and sport sciences","(CAH03-01-01) biosciences (non-specific)","Other","285","225","0.793"
"2021","(CAH03) biological and sport sciences","(CAH03-01-01) biosciences (non-specific)","Other","305","245","0.798"
"2022","(CAH03) biological and sport sciences","(CAH03-01-01) biosciences (non-specific)","Other","345","265","0.771"
"2023","(CAH03) biological and sport sciences","(CAH03-01-01) biosciences (non-specific)","Other","385","300","0.777"
"2019","(CAH03) biological and sport sciences","(CAH03-01-02) biology (non-specific)","Other","380","310","0.8190000000000001"
"2020","(CAH03) biological and sport sciences","(CAH03-01-02) biology (non-specific)","Other","370","285","0.769"
"2021","(CAH03) biological and sport sciences","(CAH03-01-02) biology (non-specific)","Other","395","295","0.753"
"2022","(CAH03) biological and sport sciences","(CAH03-01-02) biology (non-specific)","Other","380","265","0.6930000000000001"
"2023","(CAH03) biological and sport sciences","(CAH03-01-02) biology (non-specific)","Other","450","325","0.726"
"2019","(CAH03) biological and sport sciences","(CAH03-01-03) ecology and environmental biology","Other","25","20","0.712"
"2020","(CAH03) biological and sport sciences","(CAH03-01-03) ecology and environmental biology","Other","60","45","0.778"
"2021","(CAH03) biological and sport sciences","(CAH03-01-03) ecology and environmental biology","Other","60","50","0.792"
"2022","(CAH03) biological and sport sciences","(CAH03-01-03) ecology and environmental biology","Other","75","60","0.783"
"2023","(CAH03) biological and sport sciences","(CAH03-01-03) ecology and environmental biology","Other","65","50","0.765"
"2019","(CAH03) biological and sport sciences","(CAH03-01-04) microbiology and cell science","Other","60","45","0.77"
"2020","(CAH03) biological and sport sciences","(CAH03-01-04) microbiology and cell science","Other","95","80","0.8200000000000001"
"2021","(CAH03) biological and sport sciences","(CAH03-01-04) microbiology and cell science","Other","85","60","0.6940000000000001"
"2022","(CAH03) biological and sport sciences","(CAH03-01-04) microbiology and cell science","Other","75","60","0.769"
"2023","(CAH03) biological and sport sciences","(CAH03-01-04) microbiology and cell science","Other","70","60","0.86"
"2019","(CAH03) biological and sport sciences","(CAH03-01-06) zoology","Other","65","45","0.725"
"2020","(CAH03) biological and sport sciences","(CAH03-01-06) zoology","Other","55","40","0.6890000000000001"
"2021","(CAH03) biological and sport sciences","(CAH03-01-06) zoology","Other","75","55","0.743"
"2022","(CAH03) biological and sport sciences","(CAH03-01-06) zoology","Other","70","60","0.84"
"2023","(CAH03) biological and sport sciences","(CAH03-01-06) zoology","Other","75","45","0.623"
"2020","(CAH03) biological and sport sciences","(CAH03-01-09) hair and beauty sciences","Other","5","5"," "
"2021","(CAH03) biological and sport sciences","(CAH03-01-09) hair and beauty sciences","Other","5","0"," "
"2019","(CAH13) architecture, building and planning","(CAH13-01-01) architecture","Other","935","490","0.524"
"2020","(CAH13) architecture, building and planning","(CAH13-01-01) architecture","Other","1095","620","0.5660000000000001"
"2021","(CAH13) architecture, building and planning","(CAH13-01-01) architecture","Other","1175","690","0.586"
"2022","(CAH13) architecture, building and planning","(CAH13-01-01) architecture","Other","1395","795","0.5700000000000001"
"2023","(CAH13) architecture, building and planning","(CAH13-01-01) architecture","Other","1440","815","0.5660000000000001"
"2019","(CAH13) architecture, building and planning","(CAH13-01-03) landscape design","Other","10","5"," "
"2020","(CAH13) architecture, building and planning","(CAH13-01-03) landscape design","Other","10","5"," "
"2021","(CAH13) architecture, building and planning","(CAH13-01-03) landscape design","Other","10","5"," "
"2022","(CAH13) architecture, building and planning","(CAH13-01-03) landscape design","Other","10","5"," "
"2023","(CAH13) architecture, building and planning","(CAH13-01-03) landscape design","Other","10","10","1.1"
"2019","(CAH13) architecture, building and planning","(CAH13-01-02) building","Other","240","200","0.8270000000000001"
"2020","(CAH13) architecture, building and planning","(CAH13-01-02) building","Other","150","125","0.833"
"2021","(CAH13) architecture, building and planning","(CAH13-01-02) building","Other","250","215","0.87"
"2022","(CAH13) architecture, building and planning","(CAH13-01-02) building","Other","350","315","0.906"
"2023","(CAH13) architecture, building and planning","(CAH13-01-02) building","Other","295","235","0.793"
"2019","(CAH13) architecture, building and planning","(CAH13-01-04) planning (urban, rural and regional)","Other","85","65","0.759"
"2020","(CAH13) architecture, building and planning","(CAH13-01-04) planning (urban, rural and regional)","Other","100","85","0.865"
"2021","(CAH13) architecture, building and planning","(CAH13-01-04) planning (urban, rural and regional)","Other","80","60","0.756"
"2022","(CAH13) architecture, building and planning","(CAH13-01-04) planning (urban, rural and regional)","Other","105","70","0.679"
"2023","(CAH13) architecture, building and planning","(CAH13-01-04) planning (urban, rural and regional)","Other","90","50","0.562"
"2019","(CAH01) medicine and dentistry","(CAH01-01-03) medicine by specialism","Other","30","15","0.517"
"2020","(CAH01) medicine and dentistry","(CAH01-01-03) medicine by specialism","Other","45","20","0.47800000000000004"
"2021","(CAH01) medicine and dentistry","(CAH01-01-03) medicine by specialism","Other","50","20","0.37"
"2022","(CAH01) medicine and dentistry","(CAH01-01-03) medicine by specialism","Other","65","25","0.41500000000000004"
"2023","(CAH01) medicine and dentistry","(CAH01-01-03) medicine by specialism","Other","60","25","0.417"
"2019","(CAH01) medicine and dentistry","(CAH01-01-04) dentistry","Other","1025","155","0.15"
"2020","(CAH01) medicine and dentistry","(CAH01-01-04) dentistry","Other","1110","195","0.176"
"2021","(CAH01) medicine and dentistry","(CAH01-01-04) dentistry","Other","1355","215","0.158"
"2022","(CAH01) medicine and dentistry","(CAH01-01-04) dentistry","Other","1800","175","0.096"
"2023","(CAH01) medicine and dentistry","(CAH01-01-04) dentistry","Other","2075","180","0.08700000000000001"
"2019","(CAH01) medicine and dentistry","(CAH01-01-02) medicine (non-specific)","Other","2735","660","0.242"
"2020","(CAH01) medicine and dentistry","(CAH01-01-02) medicine (non-specific)","Other","2850","635","0.223"
"2021","(CAH01) medicine and dentistry","(CAH01-01-02) medicine (non-specific)","Other","4185","630","0.151"
"2022","(CAH01) medicine and dentistry","(CAH01-01-02) medicine (non-specific)","Other","4955","645","0.13"
"2023","(CAH01) medicine and dentistry","(CAH01-01-02) medicine (non-specific)","Other","4715","760","0.161"
"2019","(CAH01) medicine and dentistry","(CAH01-01-01) medical sciences (non-specific)","Other","40","35","0.8250000000000001"
"2020","(CAH01) medicine and dentistry","(CAH01-01-01) medical sciences (non-specific)","Other","55","40","0.736"
"2021","(CAH01) medicine and dentistry","(CAH01-01-01) medical sciences (non-specific)","Other","55","40","0.733"
"2022","(CAH01) medicine and dentistry","(CAH01-01-01) medical sciences (non-specific)","Other","75","40","0.531"
"2023","(CAH01) medicine and dentistry","(CAH01-01-01) medical sciences (non-specific)","Other","100","65","0.662"
"2019","(CAH20) historical, philosophical and religious studies","(CAH20-01-01) history","Other","545","430","0.787"
"2020","(CAH20) historical, philosophical and religious studies","(CAH20-01-01) history","Other","610","515","0.842"
"2021","(CAH20) historical, philosophical and religious studies","(CAH20-01-01) history","Other","530","425","0.803"
"2022","(CAH20) historical, philosophical and religious studies","(CAH20-01-01) history","Other","565","410","0.729"
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-01-01) history","Other","635","465","0.735"
"2019","(CAH20) historical, philosophical and religious studies","(CAH20-01-03) archaeology","Other","25","20","0.77"
"2020","(CAH20) historical, philosophical and religious studies","(CAH20-01-03) archaeology","Other","25","20","0.81"
"2021","(CAH20) historical, philosophical and religious studies","(CAH20-01-03) archaeology","Other","35","30","0.812"
"2022","(CAH20) historical, philosophical and religious studies","(CAH20-01-03) archaeology","Other","45","35","0.725"
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-01-03) archaeology","Other","75","55","0.705"
"2019","(CAH20) historical, philosophical and religious studies","(CAH20-01-05) classics","Other","60","55","0.893"
"2020","(CAH20) historical, philosophical and religious studies","(CAH20-01-05) classics","Other","45","40","0.867"
"2021","(CAH20) historical, philosophical and religious studies","(CAH20-01-05) classics","Other","70","55","0.806"
"2022","(CAH20) historical, philosophical and religious studies","(CAH20-01-05) classics","Other","100","70","0.687"
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-01-05) classics","Other","125","100","0.785"
"2019","(CAH20) historical, philosophical and religious studies","(CAH20-01-02) history of art, architecture and design","Other","25","20","0.86"
"2020","(CAH20) historical, philosophical and religious studies","(CAH20-01-02) history of art, architecture and design","Other","50","35","0.686"
"2021","(CAH20) historical, philosophical and religious studies","(CAH20-01-02) history of art, architecture and design","Other","45","30","0.635"
"2022","(CAH20) historical, philosophical and religious studies","(CAH20-01-02) history of art, architecture and design","Other","70","45","0.641"
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-01-02) history of art, architecture and design","Other","65","45","0.711"
"2019","(CAH20) historical, philosophical and religious studies","(CAH20-02-01) philosophy","Other","285","215","0.761"
"2020","(CAH20) historical, philosophical and religious studies","(CAH20-02-01) philosophy","Other","260","205","0.797"
"2021","(CAH20) historical, philosophical and religious studies","(CAH20-02-01) philosophy","Other","250","185","0.733"
"2022","(CAH20) historical, philosophical and religious studies","(CAH20-02-01) philosophy","Other","345","225","0.657"
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-02-01) philosophy","Other","375","260","0.6930000000000001"
"2019","(CAH20) historical, philosophical and religious studies","(CAH20-02-02) theology and religious studies","Other","55","45","0.833"
"2020","(CAH20) historical, philosophical and religious studies","(CAH20-02-02) theology and religious studies","Other","55","40","0.733"
"2021","(CAH20) historical, philosophical and religious studies","(CAH20-02-02) theology and religious studies","Other","65","50","0.765"
"2022","(CAH20) historical, philosophical and religious studies","(CAH20-02-02) theology and religious studies","Other","65","55","0.864"
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-02-02) theology and religious studies","Other","75","60","0.8130000000000001"
"2019","(CAH11) computing","(CAH11-01-08) others in computing","Other","45","40","0.916"
"2020","(CAH11) computing","(CAH11-01-08) others in computing","Other","80","70","0.855"
"2021","(CAH11) computing","(CAH11-01-08) others in computing","Other","70","55","0.799"
"2022","(CAH11) computing","(CAH11-01-08) others in computing","Other","100","85","0.852"
"2023","(CAH11) computing","(CAH11-01-08) others in computing","Other","150","120","0.807"
"2019","(CAH11) computing","(CAH11-01-05) artificial intelligence","Other","40","20","0.499"
"2020","(CAH11) computing","(CAH11-01-05) artificial intelligence","Other","60","35","0.5670000000000001"
"2021","(CAH11) computing","(CAH11-01-05) artificial intelligence","Other","75","40","0.549"
"2022","(CAH11) computing","(CAH11-01-05) artificial intelligence","Other","105","60","0.548"
"2023","(CAH11) computing","(CAH11-01-05) artificial intelligence","Other","155","90","0.5730000000000001"
"2019","(CAH11) computing","(CAH11-01-07) business computing","Other","80","70","0.854"
"2020","(CAH11) computing","(CAH11-01-07) business computing","Other","70","60","0.864"
"2021","(CAH11) computing","(CAH11-01-07) business computing","Other","60","50","0.836"
"2022","(CAH11) computing","(CAH11-01-07) business computing","Other","95","80","0.8260000000000001"
"2023","(CAH11) computing","(CAH11-01-07) business computing","Other","65","55","0.812"
"2019","(CAH11) computing","(CAH11-01-06) computer games and animation","Other","250","180","0.717"
"2020","(CAH11) computing","(CAH11-01-06) computer games and animation","Other","285","205","0.725"
"2021","(CAH11) computing","(CAH11-01-06) computer games and animation","Other","345","275","0.794"
"2022","(CAH11) computing","(CAH11-01-06) computer games and animation","Other","420","310","0.741"
"2023","(CAH11) computing","(CAH11-01-06) computer games and animation","Other","585","455","0.78"
"2019","(CAH11) computing","(CAH11-01-01) computer science","Other","1660","1165","0.7010000000000001"
"2020","(CAH11) computing","(CAH11-01-01) computer science","Other","1990","1390","0.6990000000000001"
"2021","(CAH11) computing","(CAH11-01-01) computer science","Other","2330","1610","0.6920000000000001"
"2022","(CAH11) computing","(CAH11-01-01) computer science","Other","2930","1950","0.666"
"2023","(CAH11) computing","(CAH11-01-01) computer science","Other","3825","2420","0.633"
"2019","(CAH11) computing","(CAH11-01-02) information technology","Other","70","55","0.8200000000000001"
"2020","(CAH11) computing","(CAH11-01-02) information technology","Other","95","80","0.863"
"2021","(CAH11) computing","(CAH11-01-02) information technology","Other","65","50","0.78"
"2022","(CAH11) computing","(CAH11-01-02) information technology","Other","65","50","0.78"
"2023","(CAH11) computing","(CAH11-01-02) information technology","Other","110","85","0.751"
"2019","(CAH11) computing","(CAH11-01-03) information systems","Other","60","55","0.929"
"2020","(CAH11) computing","(CAH11-01-03) information systems","Other","95","75","0.808"
"2021","(CAH11) computing","(CAH11-01-03) information systems","Other","95","80","0.867"
"2022","(CAH11) computing","(CAH11-01-03) information systems","Other","110","90","0.8320000000000001"
"2023","(CAH11) computing","(CAH11-01-03) information systems","Other","110","95","0.862"
"2019","(CAH11) computing","(CAH11-01-04) software engineering","Other","250","205","0.8140000000000001"
"2020","(CAH11) computing","(CAH11-01-04) software engineering","Other","350","285","0.811"
"2021","(CAH11) computing","(CAH11-01-04) software engineering","Other","375","310","0.8230000000000001"
