"Year","POLAR4 Quintile","Age group","Domicile","Gender","Registered for Clearing Plus","Placed at provider of interest through Clearing Plus","Placed on course of interest through Clearing Plus"
"2023","Quintile 5","21 - 24","Wales","All","10","5","5"
"2023","Quintile 1","25 - 29","Northern Ireland","All","5","0","0"
"2020","Quintile 1","25 - 29","England","All","120","45","30"
"2021","Quintile 1","25 - 29","England","All","75","25","20"
"2022","Quintile 1","25 - 29","England","All","55","15","15"
"2023","Quintile 1","25 - 29","England","All","95","30","20"
"2020","Quintile 1","25 - 29","Scotland","All","10","0","0"
"2021","Quintile 1","25 - 29","Scotland","All","5","0","0"
"2023","Quintile 1","25 - 29","Scotland","All","10","0","0"
"2020","Quintile 1","25 - 29","Wales","All","10","5","5"
"2021","Quintile 1","25 - 29","Wales","All","10","5","0"
"2022","Quintile 1","25 - 29","Wales","All","5","0","0"
"2023","Quintile 1","25 - 29","Wales","All","5","0","0"
"2020","Quintile 2","25 - 29","Northern Ireland","All","5","0","0"
"2020","Quintile 2","25 - 29","England","All","115","50","30"
"2021","Quintile 2","25 - 29","England","All","85","30","25"
"2022","Quintile 2","25 - 29","England","All","60","15","15"
"2023","Quintile 2","25 - 29","England","All","75","25","15"
"2020","Quintile 2","25 - 29","Scotland","All","15","0","0"
"2021","Quintile 2","25 - 29","Scotland","All","10","0","0"
"2022","Quintile 2","25 - 29","Scotland","All","10","0","0"
"2023","Quintile 2","25 - 29","Scotland","All","5","0","0"
"2020","Quintile 2","25 - 29","Wales","All","15","5","5"
"2021","Quintile 2","25 - 29","Wales","All","10","5","5"
"2022","Quintile 2","25 - 29","Wales","All","10","5","5"
"2023","Quintile 2","25 - 29","Wales","All","5","0","0"
"2020","Quintile 3","25 - 29","Northern Ireland","All","5","0","0"
"2020","Quintile 3","25 - 29","England","All","105","45","35"
"2021","Quintile 3","25 - 29","England","All","80","25","15"
"2022","Quintile 3","25 - 29","England","All","50","15","10"
"2023","Quintile 3","25 - 29","England","All","100","30","15"
"2020","Quintile 3","25 - 29","Scotland","All","25","10","5"
"2021","Quintile 3","25 - 29","Scotland","All","10","0","0"
"2022","Quintile 3","25 - 29","Scotland","All","10","5","5"
"2023","Quintile 3","25 - 29","Scotland","All","10","0","0"
"2020","Quintile 3","25 - 29","Wales","All","15","5","0"
"2021","Quintile 3","25 - 29","Wales","All","5","0","0"
"2022","Quintile 3","25 - 29","Wales","All","10","5","5"
"2023","Quintile 3","25 - 29","Wales","All","5","5","0"
"2020","Quintile 4","25 - 29","Northern Ireland","All","5","0","0"
"2020","Quintile 4","25 - 29","England","All","125","40","30"
"2021","Quintile 4","25 - 29","England","All","75","20","15"
"2022","Quintile 4","25 - 29","England","All","60","25","15"
"2023","Quintile 4","25 - 29","England","All","90","30","20"
"2020","Quintile 4","25 - 29","Scotland","All","25","5","0"
"2021","Quintile 4","25 - 29","Scotland","All","5","5","0"
"2022","Quintile 4","25 - 29","Scotland","All","10","5","5"
"2023","Quintile 4","25 - 29","Scotland","All","10","5","0"
"2020","Quintile 4","25 - 29","Wales","All","5","5","5"
"2021","Quintile 4","25 - 29","Wales","All","5","0","0"
"2022","Quintile 4","25 - 29","Wales","All","5","5","5"
"2023","Quintile 4","25 - 29","Wales","All","5","5","0"
"2020","Quintile 5","25 - 29","Northern Ireland","All","5","0","0"
"2020","Quintile 5","25 - 29","England","All","115","45","35"
"2021","Quintile 5","25 - 29","England","All","70","20","10"
"2022","Quintile 5","25 - 29","England","All","50","15","10"
"2023","Quintile 5","25 - 29","England","All","85","25","20"
"2020","Quintile 5","25 - 29","Scotland","All","20","5","5"
"2021","Quintile 5","25 - 29","Scotland","All","15","5","5"
"2022","Quintile 5","25 - 29","Scotland","All","15","5","5"
"2023","Quintile 5","25 - 29","Scotland","All","15","5","5"
"2021","Quintile 5","25 - 29","Wales","All","5","5","0"
"2023","Quintile 5","25 - 29","Wales","All","5","5","5"
"2020","Quintile 1","30 - 34","Northern Ireland","All","5","0","0"
"2020","Quintile 1","30 - 34","England","All","95","35","25"
"2021","Quintile 1","30 - 34","England","All","55","15","15"
"2022","Quintile 1","30 - 34","England","All","40","15","10"
"2023","Quintile 1","30 - 34","England","All","75","20","15"
"2020","Quintile 1","30 - 34","Scotland","All","5","0","0"
"2023","Quintile 1","30 - 34","Scotland","All","5","0","0"
"2020","Quintile 1","30 - 34","Wales","All","5","0","0"
"2021","Quintile 1","30 - 34","Wales","All","10","5","0"
"2022","Quintile 1","30 - 34","Wales","All","5","0","0"
"2023","Quintile 1","30 - 34","Wales","All","5","5","5"
"2020","Quintile 2","30 - 34","England","All","85","35","30"
"2021","Quintile 2","30 - 34","England","All","55","20","10"
"2022","Quintile 2","30 - 34","England","All","45","15","10"
"2023","Quintile 2","30 - 34","England","All","75","20","15"
"2020","Quintile 2","30 - 34","Scotland","All","10","5","0"
"2021","Quintile 2","30 - 34","Scotland","All","5","0","0"
"2022","Quintile 2","30 - 34","Scotland","All","5","0","0"
"2023","Quintile 2","30 - 34","Scotland","All","5","0","0"
"2020","Quintile 2","30 - 34","Wales","All","5","5","5"
"2021","Quintile 2","30 - 34","Wales","All","5","5","0"
"2022","Quintile 2","30 - 34","Wales","All","5","0","0"
"2023","Quintile 2","30 - 34","Wales","All","10","5","5"
"2020","Quintile 3","30 - 34","England","All","95","30","25"
"2021","Quintile 3","30 - 34","England","All","50","15","15"
"2022","Quintile 3","30 - 34","England","All","50","15","5"
"2023","Quintile 3","30 - 34","England","All","60","20","10"
"2020","Quintile 3","30 - 34","Scotland","All","10","5","5"
"2021","Quintile 3","30 - 34","Scotland","All","10","5","5"
"2022","Quintile 3","30 - 34","Scotland","All","5","0","0"
"2023","Quintile 3","30 - 34","Scotland","All","10","0","0"
"2020","Quintile 3","30 - 34","Wales","All","5","0","0"
"2021","Quintile 3","30 - 34","Wales","All","5","0","0"
"2023","Quintile 3","30 - 34","Wales","All","5","5","0"
"2020","Quintile 4","30 - 34","England","All","90","35","30"
"2021","Quintile 4","30 - 34","England","All","55","15","5"
"2022","Quintile 4","30 - 34","England","All","50","15","10"
"2023","Quintile 4","30 - 34","England","All","55","15","10"
"2020","Quintile 4","30 - 34","Scotland","All","10","0","0"
"2021","Quintile 4","30 - 34","Scotland","All","5","0","0"
"2023","Quintile 4","30 - 34","Scotland","All","5","0","0"
"2020","Quintile 4","30 - 34","Wales","All","5","0","0"
"2023","Quintile 4","30 - 34","Wales","All","5","0","0"
"2020","Quintile 5","30 - 34","England","All","75","25","15"
"2021","Quintile 5","30 - 34","England","All","50","15","10"
"2022","Quintile 5","30 - 34","England","All","35","15","15"
"2023","Quintile 5","30 - 34","England","All","50","20","15"
"2020","Quintile 5","30 - 34","Scotland","All","15","0","0"
"2021","Quintile 5","30 - 34","Scotland","All","10","5","5"
"2022","Quintile 5","30 - 34","Scotland","All","5","0","0"
"2023","Quintile 5","30 - 34","Scotland","All","5","0","0"
"2020","Quintile 5","30 - 34","Wales","All","5","0","0"
"2020","Quintile 1","35 and over","Northern Ireland","All","5","0","0"
"2022","Quintile 1","35 and over","Northern Ireland","All","5","0","0"
"2023","Quintile 1","35 and over","Northern Ireland","All","5","0","0"
"2020","Quintile 1","35 and over","England","All","190","55","40"
"2021","Quintile 1","35 and over","England","All","155","35","20"
"2022","Quintile 1","35 and over","England","All","125","30","20"
"2023","Quintile 1","35 and over","England","All","140","45","30"
"2020","Quintile 1","35 and over","Scotland","All","10","0","0"
"2021","Quintile 1","35 and over","Scotland","All","5","5","5"
"2023","Quintile 1","35 and over","Scotland","All","5","0","0"
"2020","Quintile 1","35 and over","Wales","All","15","5","5"
"2021","Quintile 1","35 and over","Wales","All","15","5","5"
"2022","Quintile 1","35 and over","Wales","All","5","5","5"
"2023","Quintile 1","35 and over","Wales","All","10","5","5"
"2020","Quintile 2","35 and over","England","All","215","95","75"
"2021","Quintile 2","35 and over","England","All","120","30","20"
"2022","Quintile 2","35 and over","England","All","125","25","15"
"2023","Quintile 2","35 and over","England","All","160","45","30"
"2020","Quintile 2","35 and over","Scotland","All","20","5","0"
"2021","Quintile 2","35 and over","Scotland","All","5","0","0"
"2022","Quintile 2","35 and over","Scotland","All","10","5","0"
"2023","Quintile 2","35 and over","Scotland","All","15","5","0"
"2020","Quintile 2","35 and over","Wales","All","15","5","5"
"2021","Quintile 2","35 and over","Wales","All","10","5","5"
"2022","Quintile 2","35 and over","Wales","All","10","5","5"
"2023","Quintile 2","35 and over","Wales","All","10","0","0"
"2020","Quintile 3","35 and over","Northern Ireland","All","5","0","0"
"2020","Quintile 3","35 and over","England","All","200","80","65"
"2021","Quintile 3","35 and over","England","All","160","40","25"
"2022","Quintile 3","35 and over","England","All","150","35","20"
"2023","Quintile 3","35 and over","England","All","165","50","30"
"2020","Quintile 3","35 and over","Scotland","All","15","5","5"
"2021","Quintile 3","35 and over","Scotland","All","10","0","0"
"2022","Quintile 3","35 and over","Scotland","All","10","0","0"
"2023","Quintile 3","35 and over","Scotland","All","10","5","0"
"2020","Quintile 3","35 and over","Wales","All","5","0","0"
"2021","Quintile 3","35 and over","Wales","All","10","5","5"
"2022","Quintile 3","35 and over","Wales","All","5","0","0"
"2023","Quintile 3","35 and over","Wales","All","10","5","5"
"2020","Quintile 4","35 and over","England","All","205","65","40"
"2021","Quintile 4","35 and over","England","All","155","30","25"
"2022","Quintile 4","35 and over","England","All","165","30","20"
"2023","Quintile 4","35 and over","England","All","190","45","30"
"2020","Quintile 4","35 and over","Scotland","All","25","10","5"
"2021","Quintile 4","35 and over","Scotland","All","10","5","5"
"2022","Quintile 4","35 and over","Scotland","All","10","5","0"
"2023","Quintile 4","35 and over","Scotland","All","15","5","5"
"2020","Quintile 4","35 and over","Wales","All","5","5","5"
"2021","Quintile 4","35 and over","Wales","All","5","5","5"
"2023","Quintile 4","35 and over","Wales","All","5","5","0"
"2020","Quintile 5","35 and over","Northern Ireland","All","5","5","0"
"2020","Quintile 5","35 and over","England","All","155","55","45"
"2021","Quintile 5","35 and over","England","All","115","30","20"
"2022","Quintile 5","35 and over","England","All","115","30","25"
"2023","Quintile 5","35 and over","England","All","135","45","35"
"2020","Quintile 5","35 and over","Scotland","All","25","10","5"
"2021","Quintile 5","35 and over","Scotland","All","15","5","5"
"2022","Quintile 5","35 and over","Scotland","All","20","5","0"
"2023","Quintile 5","35 and over","Scotland","All","10","5","5"
"2020","Quintile 5","35 and over","Wales","All","5","0","0"
"2021","Quintile 5","35 and over","Wales","All","10","5","0"
"2022","Quintile 5","35 and over","Wales","All","5","0","0"
"2021","All","17 and under","Northern Ireland","All","5","0","0"
"2020","All","17 and under","England","All","40","20","10"
"2021","All","17 and under","England","All","20","5","5"
"2022","All","17 and under","England","All","25","5","5"
"2023","All","17 and under","England","All","35","10","5"
"2020","All","17 and under","Scotland","All","25","10","10"
"2021","All","17 and under","Scotland","All","25","10","5"
"2022","All","17 and under","Scotland","All","25","10","5"
"2023","All","17 and under","Scotland","All","40","15","15"
"2020","All","18","Northern Ireland","All","245","110","90"
"2021","All","18","Northern Ireland","All","215","110","85"
"2022","All","18","Northern Ireland","All","155","105","80"
"2023","All","18","Northern Ireland","All","120","35","25"
"2020","All","18","England","All","9380","4100","2865"
"2021","All","18","England","All","6535","3545","2660"
"2022","All","18","England","All","5145","2660","1995"
"2023","All","18","England","All","9095","4350","3055"
"2020","All","18","Scotland","All","395","185","140"
"2021","All","18","Scotland","All","270","115","90"
"2022","All","18","Scotland","All","210","85","65"
"2023","All","18","Scotland","All","475","195","160"
"2020","All","18","Wales","All","250","140","100"
"2021","All","18","Wales","All","195","120","85"
"2022","All","18","Wales","All","165","105","80"
"2023","All","18","Wales","All","275","160","120"
"2020","All","19","Northern Ireland","All","90","40","35"
"2021","All","19","Northern Ireland","All","45","25","20"
"2022","All","19","Northern Ireland","All","10","10","5"
"2023","All","19","Northern Ireland","All","20","0","0"
"2020","All","19","England","All","2200","1055","745"
"2021","All","19","England","All","1435","755","525"
"2022","All","19","England","All","1015","520","385"
"2023","All","19","England","All","2130","995","680"
"2020","All","19","Scotland","All","125","50","40"
"2021","All","19","Scotland","All","85","35","25"
"2022","All","19","Scotland","All","60","30","25"
"2023","All","19","Scotland","All","130","60","45"
"2020","All","19","Wales","All","95","50","35"
"2021","All","19","Wales","All","70","45","30"
"2022","All","19","Wales","All","40","20","20"
"2023","All","19","Wales","All","95","55","35"
"2020","All","20","Northern Ireland","All","35","20","10"
"2021","All","20","Northern Ireland","All","10","5","5"
"2022","All","20","Northern Ireland","All","5","5","5"
"2023","All","20","Northern Ireland","All","10","0","0"
"2020","All","20","England","All","820","440","350"
"2021","All","20","England","All","605","250","175"
"2022","All","20","England","All","400","190","140"
"2023","All","20","England","All","720","330","235"
"2020","All","20","Scotland","All","45","15","15"
"2021","All","20","Scotland","All","40","10","10"
"2022","All","20","Scotland","All","25","10","10"
"2023","All","20","Scotland","All","60","30","25"
"2020","All","20","Wales","All","40","15","10"
"2021","All","20","Wales","All","30","15","10"
"2022","All","20","Wales","All","15","10","10"
"2023","All","20","Wales","All","35","20","15"
"2020","All","21 - 24","Northern Ireland","All","55","30","20"
"2021","All","21 - 24","Northern Ireland","All","20","5","5"
"2022","All","21 - 24","Northern Ireland","All","5","0","0"
"2023","All","21 - 24","Northern Ireland","All","10","0","0"
"2020","All","21 - 24","England","All","1110","520","370"
"2021","All","21 - 24","England","All","825","295","220"
"2022","All","21 - 24","England","All","550","220","160"
"2023","All","21 - 24","England","All","1010","410","275"
"2020","All","21 - 24","Scotland","All","140","45","30"
"2021","All","21 - 24","Scotland","All","100","35","25"
"2022","All","21 - 24","Scotland","All","40","20","15"
"2023","All","21 - 24","Scotland","All","95","30","20"
"2020","All","21 - 24","Wales","All","60","30","20"
"2021","All","21 - 24","Wales","All","55","25","20"
"2022","All","21 - 24","Wales","All","35","20","10"
"2023","All","21 - 24","Wales","All","55","30","20"
"2020","All","25 - 29","Northern Ireland","All","20","5","5"
"2021","All","25 - 29","Northern Ireland","All","5","0","0"
"2022","All","25 - 29","Northern Ireland","All","5","0","0"
"2023","All","25 - 29","Northern Ireland","All","5","0","0"
"2020","All","25 - 29","England","All","580","225","160"
"2021","All","25 - 29","England","All","380","120","90"
"2022","All","25 - 29","England","All","275","85","65"
"2023","All","25 - 29","England","All","450","140","95"
"2020","All","25 - 29","Scotland","All","95","20","15"
"2021","All","25 - 29","Scotland","All","40","10","10"
"2022","All","25 - 29","Scotland","All","45","15","15"
"2023","All","25 - 29","Scotland","All","50","10","5"
"2020","All","25 - 29","Wales","All","45","20","15"
"2021","All","25 - 29","Wales","All","40","15","10"
"2022","All","25 - 29","Wales","All","30","20","15"
"2023","All","25 - 29","Wales","All","30","15","10"
"2020","All","30 - 34","Northern Ireland","All","5","0","0"
"2021","All","30 - 34","Northern Ireland","All","5","0","0"
"2022","All","30 - 34","Northern Ireland","All","5","0","0"
"2023","All","30 - 34","Northern Ireland","All","5","0","0"
"2020","All","30 - 34","England","All","445","160","120"
"2021","All","30 - 34","England","All","265","80","55"
"2022","All","30 - 34","England","All","225","70","50"
"2023","All","30 - 34","England","All","315","100","60"
"2020","All","30 - 34","Scotland","All","50","10","10"
"2021","All","30 - 34","Scotland","All","35","10","10"
"2022","All","30 - 34","Scotland","All","15","5","5"
"2023","All","30 - 34","Scotland","All","30","5","5"
"2020","All","30 - 34","Wales","All","20","10","10"
"2021","All","30 - 34","Wales","All","20","10","5"
"2022","All","30 - 34","Wales","All","15","5","5"
"2023","All","30 - 34","Wales","All","25","15","10"
"2020","All","35 and over","Northern Ireland","All","15","10","5"
"2022","All","35 and over","Northern Ireland","All","5","0","0"
"2023","All","35 and over","Northern Ireland","All","5","0","0"
"2020","All","35 and over","England","All","970","350","265"
"2021","All","35 and over","England","All","710","170","110"
"2022","All","35 and over","England","All","685","150","105"
"2023","All","35 and over","England","All","790","230","160"
"2020","All","35 and over","Scotland","All","95","25","15"
"2021","All","35 and over","Scotland","All","45","15","15"
"2022","All","35 and over","Scotland","All","50","15","5"
"2023","All","35 and over","Scotland","All","50","20","15"
"2020","All","35 and over","Wales","All","45","20","20"
"2021","All","35 and over","Wales","All","50","25","15"
"2022","All","35 and over","Wales","All","25","15","10"
"2023","All","35 and over","Wales","All","35","15","10"
"2020","Unknown","All","England","All","10","5","5"
"2021","Unknown","All","England","All","15","5","5"
"2022","Unknown","All","England","All","5","0","0"
"2023","Unknown","All","England","All","10","5","0"
"2020","Unknown","All","Scotland","All","5","0","0"
"2022","Unknown","All","Scotland","All","5","0","0"
"2020","Quintile 1","All","Northern Ireland","All","55","25","20"
"2021","Quintile 1","All","Northern Ireland","All","50","25","15"
"2022","Quintile 1","All","Northern Ireland","All","35","20","10"
"2023","Quintile 1","All","Northern Ireland","All","40","10","5"
"2020","Quintile 1","All","England","All","1755","815","610"
"2021","Quintile 1","All","England","All","1455","670","500"
"2022","Quintile 1","All","England","All","1035","475","335"
"2023","Quintile 1","All","England","All","1975","845","600"
"2020","Quintile 1","All","Scotland","All","90","30","20"
"2021","Quintile 1","All","Scotland","All","50","15","15"
"2022","Quintile 1","All","Scotland","All","35","10","10"
"2023","Quintile 1","All","Scotland","All","100","25","20"
"2020","Quintile 1","All","Wales","All","115","55","40"
"2021","Quintile 1","All","Wales","All","105","45","35"
"2022","Quintile 1","All","Wales","All","70","35","30"
"2023","Quintile 1","All","Wales","All","120","55","35"
"2020","Quintile 2","All","Northern Ireland","All","55","25","20"
"2021","Quintile 2","All","Northern Ireland","All","30","15","10"
"2022","Quintile 2","All","Northern Ireland","All","15","10","10"
"2023","Quintile 2","All","Northern Ireland","All","20","5","0"
"2020","Quintile 2","All","England","All","2290","1095","785"
"2021","Quintile 2","All","England","All","1625","780","570"
"2022","Quintile 2","All","England","All","1310","605","450"
"2023","Quintile 2","All","England","All","2315","1075","760"
"2020","Quintile 2","All","Scotland","All","140","45","30"
"2021","Quintile 2","All","Scotland","All","110","40","25"
"2022","Quintile 2","All","Scotland","All","75","30","20"
"2023","Quintile 2","All","Scotland","All","150","55","45"
"2020","Quintile 2","All","Wales","All","140","70","50"
"2021","Quintile 2","All","Wales","All","115","65","50"
"2022","Quintile 2","All","Wales","All","90","55","45"
"2023","Quintile 2","All","Wales","All","125","75","45"
"2020","Quintile 3","All","Northern Ireland","All","85","35","30"
"2021","Quintile 3","All","Northern Ireland","All","60","25","15"
"2022","Quintile 3","All","Northern Ireland","All","30","20","15"
"2023","Quintile 3","All","Northern Ireland","All","35","10","5"
"2020","Quintile 3","All","England","All","2920","1330","965"
"2021","Quintile 3","All","England","All","2150","1065","785"
"2022","Quintile 3","All","England","All","1650","760","570"
"2023","Quintile 3","All","England","All","2900","1320","905"
"2020","Quintile 3","All","Scotland","All","190","80","60"
"2021","Quintile 3","All","Scotland","All","130","40","30"
"2022","Quintile 3","All","Scotland","All","110","40","35"
"2023","Quintile 3","All","Scotland","All","185","65","45"
"2020","Quintile 3","All","Wales","All","115","60","40"
"2021","Quintile 3","All","Wales","All","95","55","40"
"2022","Quintile 3","All","Wales","All","70","40","30"
"2023","Quintile 3","All","Wales","All","120","70","55"
"2020","Quintile 4","All","Northern Ireland","All","95","40","30"
"2021","Quintile 4","All","Northern Ireland","All","70","35","25"
"2022","Quintile 4","All","Northern Ireland","All","35","20","20"
"2023","Quintile 4","All","Northern Ireland","All","40","10","5"
"2020","Quintile 4","All","England","All","3745","1645","1160"
"2021","Quintile 4","All","England","All","2580","1240","930"
"2022","Quintile 4","All","England","All","2020","960","725"
"2023","Quintile 4","All","England","All","3535","1585","1100"
"2020","Quintile 4","All","Scotland","All","240","85","65"
"2021","Quintile 4","All","Scotland","All","145","65","50"
"2022","Quintile 4","All","Scotland","All","95","40","30"
"2023","Quintile 4","All","Scotland","All","200","90","70"
"2020","Quintile 4","All","Wales","All","90","55","45"
"2021","Quintile 4","All","Wales","All","65","35","25"
"2022","Quintile 4","All","Wales","All","55","35","30"
"2023","Quintile 4","All","Wales","All","100","65","45"
"2020","Quintile 5","All","Northern Ireland","All","170","85","70"
"2021","Quintile 5","All","Northern Ireland","All","90","50","40"
"2022","Quintile 5","All","Northern Ireland","All","80","50","35"
"2023","Quintile 5","All","Northern Ireland","All","45","10","5"
"2020","Quintile 5","All","England","All","4830","1985","1360"
"2021","Quintile 5","All","England","All","2945","1450","1055"
"2022","Quintile 5","All","England","All","2300","1100","830"
"2023","Quintile 5","All","England","All","3810","1740","1205"
"2020","Quintile 5","All","Scotland","All","300","125","95"
"2021","Quintile 5","All","Scotland","All","200","80","70"
"2022","Quintile 5","All","Scotland","All","150","60","50"
"2023","Quintile 5","All","Scotland","All","290","135","115"
"2020","Quintile 5","All","Wales","All","85","45","30"
"2021","Quintile 5","All","Wales","All","80","50","35"
"2022","Quintile 5","All","Wales","All","40","25","15"
"2023","Quintile 5","All","Wales","All","90","50","35"
"2020","All","All","Northern Ireland","All","465","210","170"
"2021","All","All","Northern Ireland","All","295","150","110"
"2022","All","All","Northern Ireland","All","195","120","90"
"2023","All","All","Northern Ireland","All","175","40","25"
"2020","All","All","England","All","15550","6875","4890"
"2021","All","All","England","All","10770","5215","3840"
"2022","All","All","England","All","8320","3900","2905"
"2023","All","All","England","All","14540","6565","4570"
"2020","All","All","Scotland","All","970","365","275"
"2021","All","All","Scotland","All","635","240","190"
"2022","All","All","Scotland","All","470","190","150"
"2023","All","All","Scotland","All","930","365","295"
"2020","All","All","Wales","All","550","285","205"
"2021","All","All","Wales","All","455","250","180"
"2022","All","All","Wales","All","325","190","150"
"2023","All","All","Wales","All","555","310","220"
"2020","Quintile 1","17 and under","All","All","5","0","0"
"2021","Quintile 1","17 and under","All","All","5","0","0"
"2022","Quintile 1","17 and under","All","All","5","0","0"
"2023","Quintile 1","17 and under","All","All","5","0","0"
"2020","Quintile 2","17 and under","All","All","5","0","0"
"2021","Quintile 2","17 and under","All","All","5","0","0"
"2022","Quintile 2","17 and under","All","All","10","5","5"
"2023","Quintile 2","17 and under","All","All","20","10","5"
"2020","Quintile 3","17 and under","All","All","10","5","5"
"2021","Quintile 3","17 and under","All","All","15","5","5"
"2022","Quintile 3","17 and under","All","All","10","5","0"
"2023","Quintile 3","17 and under","All","All","15","5","0"
"2020","Quintile 4","17 and under","All","All","25","10","10"
"2021","Quintile 4","17 and under","All","All","10","5","5"
"2022","Quintile 4","17 and under","All","All","10","5","0"
"2023","Quintile 4","17 and under","All","All","20","5","5"
"2020","Quintile 5","17 and under","All","All","20","10","10"
"2021","Quintile 5","17 and under","All","All","15","5","5"
"2022","Quintile 5","17 and under","All","All","15","5","5"
"2023","Quintile 5","17 and under","All","All","20","10","5"
"2020","Unknown","18","All","All","5","5","5"
"2021","Unknown","18","All","All","10","5","5"
"2022","Unknown","18","All","All","5","0","0"
"2023","Unknown","18","All","All","5","5","0"
"2020","Quintile 1","18","All","All","890","440","325"
"2021","Quintile 1","18","All","All","805","445","335"
"2022","Quintile 1","18","All","All","605","320","225"
"2023","Quintile 1","18","All","All","1235","565","415"
"2020","Quintile 2","18","All","All","1355","655","460"
"2021","Quintile 2","18","All","All","1035","545","400"
"2022","Quintile 2","18","All","All","820","445","335"
"2023","Quintile 2","18","All","All","1480","720","515"
"2020","Quintile 3","18","All","All","1870","855","620"
"2021","Quintile 3","18","All","All","1410","775","595"
"2022","Quintile 3","18","All","All","1120","570","445"
"2023","Quintile 3","18","All","All","1910","930","660"
"2020","Quintile 4","18","All","All","2475","1070","765"
"2021","Quintile 4","18","All","All","1740","940","715"
"2022","Quintile 4","18","All","All","1370","725","560"
"2023","Quintile 4","18","All","All","2490","1195","840"
"2020","Quintile 5","18","All","All","3670","1510","1020"
"2021","Quintile 5","18","All","All","2215","1175","875"
"2022","Quintile 5","18","All","All","1755","890","660"
"2023","Quintile 5","18","All","All","2845","1330","935"
"2020","Unknown","19","All","All","5","0","0"
"2021","Unknown","19","All","All","5","0","0"
"2020","Quintile 1","19","All","All","295","150","120"
"2021","Quintile 1","19","All","All","205","100","75"
"2022","Quintile 1","19","All","All","150","80","60"
"2023","Quintile 1","19","All","All","305","120","80"
"2020","Quintile 2","19","All","All","355","175","125"
"2021","Quintile 2","19","All","All","245","130","95"
"2022","Quintile 2","19","All","All","165","75","55"
"2023","Quintile 2","19","All","All","375","195","140"
"2020","Quintile 3","19","All","All","480","235","160"
"2021","Quintile 3","19","All","All","345","175","115"
"2022","Quintile 3","19","All","All","230","120","85"
"2023","Quintile 3","19","All","All","525","255","175"
"2020","Quintile 4","19","All","All","615","305","205"
"2021","Quintile 4","19","All","All","430","225","160"
"2022","Quintile 4","19","All","All","270","145","110"
"2023","Quintile 4","19","All","All","555","250","175"
"2020","Quintile 5","19","All","All","765","335","245"
"2021","Quintile 5","19","All","All","405","225","155"
"2022","Quintile 5","19","All","All","305","160","120"
"2023","Quintile 5","19","All","All","615","290","200"
"2020","Quintile 1","20","All","All","130","75","60"
"2021","Quintile 1","20","All","All","125","50","40"
"2022","Quintile 1","20","All","All","60","30","20"
"2023","Quintile 1","20","All","All","135","60","40"
"2020","Quintile 2","20","All","All","165","85","70"
"2021","Quintile 2","20","All","All","120","50","40"
"2022","Quintile 2","20","All","All","85","35","25"
"2023","Quintile 2","20","All","All","155","65","50"
"2020","Quintile 3","20","All","All","205","110","90"
"2021","Quintile 3","20","All","All","145","55","35"
"2022","Quintile 3","20","All","All","80","45","30"
"2023","Quintile 3","20","All","All","165","70","50"
"2020","Quintile 4","20","All","All","220","125","95"
"2021","Quintile 4","20","All","All","130","50","30"
"2022","Quintile 4","20","All","All","110","55","40"
"2023","Quintile 4","20","All","All","185","95","65"
"2020","Quintile 5","20","All","All","215","100","75"
"2021","Quintile 5","20","All","All","165","70","50"
"2022","Quintile 5","20","All","All","115","55","45"
"2023","Quintile 5","20","All","All","185","90","70"
"2020","Quintile 1","21 - 24","All","All","230","105","75"
"2021","Quintile 1","21 - 24","All","All","190","65","50"
"2022","Quintile 1","21 - 24","All","All","105","40","30"
"2023","Quintile 1","21 - 24","All","All","190","75","45"
"2020","Quintile 2","21 - 24","All","All","245","110","80"
"2021","Quintile 2","21 - 24","All","All","175","70","45"
"2022","Quintile 2","21 - 24","All","All","125","60","45"
"2023","Quintile 2","21 - 24","All","All","220","105","75"
"2020","Quintile 3","21 - 24","All","All","270","120","80"
"2021","Quintile 3","21 - 24","All","All","180","75","55"
"2022","Quintile 3","21 - 24","All","All","130","50","40"
"2023","Quintile 3","21 - 24","All","All","250","95","60"
"2020","Quintile 4","21 - 24","All","All","330","150","110"
"2021","Quintile 4","21 - 24","All","All","230","75","60"
"2022","Quintile 4","21 - 24","All","All","140","50","30"
"2023","Quintile 4","21 - 24","All","All","250","95","65"
"2020","Quintile 5","21 - 24","All","All","280","135","95"
"2021","Quintile 5","21 - 24","All","All","225","70","55"
"2022","Quintile 5","21 - 24","All","All","135","55","45"
"2023","Quintile 5","21 - 24","All","All","260","105","70"
"2020","Quintile 1","25 - 29","All","All","140","50","35"
"2021","Quintile 1","25 - 29","All","All","85","30","20"
"2022","Quintile 1","25 - 29","All","All","65","20","15"
"2023","Quintile 1","25 - 29","All","All","110","35","20"
"2020","Quintile 2","25 - 29","All","All","145","60","40"
"2021","Quintile 2","25 - 29","All","All","105","40","30"
"2022","Quintile 2","25 - 29","All","All","80","25","20"
"2023","Quintile 2","25 - 29","All","All","90","30","15"
"2020","Quintile 3","25 - 29","All","All","150","60","45"
"2021","Quintile 3","25 - 29","All","All","95","30","20"
"2022","Quintile 3","25 - 29","All","All","65","25","20"
"2023","Quintile 3","25 - 29","All","All","115","35","20"
"2020","Quintile 4","25 - 29","All","All","165","50","35"
"2021","Quintile 4","25 - 29","All","All","85","25","20"
"2022","Quintile 4","25 - 29","All","All","75","30","25"
