"Year","Difference between predicted and achieved A level points","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2013","More than 3 points","18","England","Female","Main scheme applicant","Not main scheme application","20","20","0.905","0"
"2014","More than 3 points","18","England","Female","Main scheme applicant","Not main scheme application","20","20","1","0"
"2015","More than 3 points","18","England","Female","Main scheme applicant","Not main scheme application","25","20","0.88","0"
"2016","More than 3 points","18","England","Female","Main scheme applicant","Not main scheme application","25","25","1","0"
"2017","More than 3 points","18","England","Female","Main scheme applicant","Not main scheme application","25","25","0.923","0"
"2018","More than 3 points","18","England","Female","Main scheme applicant","Not main scheme application","20","20","0.909","0"
"2019","More than 3 points","18","England","Female","Main scheme applicant","Not main scheme application","20","20","0.9470000000000001","0"
"2020","More than 3 points","18","England","Female","Main scheme applicant","Not main scheme application","15","15","1","0"
"2021","More than 3 points","18","England","Female","Main scheme applicant","Not main scheme application","60","55","0.934","0"
"2022","More than 3 points","18","England","Female","Main scheme applicant","Not main scheme application","65","65","0.984","0"
"2023","More than 3 points","18","England","Female","Main scheme applicant","Not main scheme application","10","10"," ","0"
"2022","More than 3 points","18","Wales","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2010","-1 points","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","60","45","0.793","0"
"2011","-1 points","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","85","55","0.679","0"
"2012","-1 points","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","90","70","0.747","0"
"2013","-1 points","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","65","50","0.773","0"
"2014","-1 points","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","75","70","0.908","0"
"2015","-1 points","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","70","50","0.735","0"
"2016","-1 points","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","70","55","0.8","0"
"2017","-1 points","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","75","65","0.87","0"
"2018","-1 points","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","90","80","0.878","0"
"2019","-1 points","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","60","50","0.85","0"
"2020","-1 points","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","100","100","0.98","0"
"2021","-1 points","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","75","70","0.92","0"
"2022","-1 points","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","75","65","0.878","0"
"2023","-1 points","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","90","80","0.89","0"
"2010","-1 points","18","England","Female","Main scheme applicant","Not main scheme application","1620","1435","0.886","0"
"2011","-1 points","18","England","Female","Main scheme applicant","Not main scheme application","1875","1650","0.879","0"
"2012","-1 points","18","England","Female","Main scheme applicant","Not main scheme application","1640","1515","0.924","0"
"2013","-1 points","18","England","Female","Main scheme applicant","Not main scheme application","1520","1400","0.921","0"
"2014","-1 points","18","England","Female","Main scheme applicant","Not main scheme application","1405","1305","0.928","0"
"2015","-1 points","18","England","Female","Main scheme applicant","Not main scheme application","1540","1440","0.936","0"
"2016","-1 points","18","England","Female","Main scheme applicant","Not main scheme application","1480","1370","0.927","0"
"2017","-1 points","18","England","Female","Main scheme applicant","Not main scheme application","1405","1330","0.9470000000000001","0"
"2018","-1 points","18","England","Female","Main scheme applicant","Not main scheme application","1285","1210","0.9420000000000001","0"
"2019","-1 points","18","England","Female","Main scheme applicant","Not main scheme application","1125","1060","0.9410000000000001","0"
"2020","-1 points","18","England","Female","Main scheme applicant","Not main scheme application","3330","3190","0.9590000000000001","0"
"2021","-1 points","18","England","Female","Main scheme applicant","Not main scheme application","1830","1700","0.929","0"
"2022","-1 points","18","England","Female","Main scheme applicant","Not main scheme application","1715","1560","0.91","0"
"2023","-1 points","18","England","Female","Main scheme applicant","Not main scheme application","1120","1045","0.933","0"
"2014","-1 points","18","Scotland","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2020","-1 points","18","Scotland","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2010","-1 points","18","Wales","Female","Main scheme applicant","Not main scheme application","75","70","0.896","0"
"2011","-1 points","18","Wales","Female","Main scheme applicant","Not main scheme application","85","80","0.919","0"
"2012","-1 points","18","Wales","Female","Main scheme applicant","Not main scheme application","75","70","0.921","0"
"2013","-1 points","18","Wales","Female","Main scheme applicant","Not main scheme application","60","60","0.935","0"
"2014","-1 points","18","Wales","Female","Main scheme applicant","Not main scheme application","45","35","0.86","0"
"2015","-1 points","18","Wales","Female","Main scheme applicant","Not main scheme application","40","40","0.9500000000000001","0"
"2016","-1 points","18","Wales","Female","Main scheme applicant","Not main scheme application","50","45","0.885","0"
"2017","-1 points","18","Wales","Female","Main scheme applicant","Not main scheme application","40","40","0.974","0"
"2018","-1 points","18","Wales","Female","Main scheme applicant","Not main scheme application","40","35","0.923","0"
"2019","-1 points","18","Wales","Female","Main scheme applicant","Not main scheme application","30","30","0.9380000000000001","0"
"2020","-1 points","18","Wales","Female","Main scheme applicant","Not main scheme application","105","100","0.933","0"
"2021","-1 points","18","Wales","Female","Main scheme applicant","Not main scheme application","60","55","0.917","0"
"2022","-1 points","18","Wales","Female","Main scheme applicant","Not main scheme application","60","55","0.933","0"
"2023","-1 points","18","Wales","Female","Main scheme applicant","Not main scheme application","30","25","0.897","0"
"2010","-2 points","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","90","70","0.783","0"
"2011","-2 points","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","95","65","0.71","0"
"2012","-2 points","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","90","65","0.707","0"
"2013","-2 points","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","100","80","0.798","0"
